On flexible allocation of index and temporary data in parallel database systems,Erhard Rahm; Holger Märtens; Thomas Stöhr,Data placement is a key factor for high performance database systems. This is particularlytrue for parallel database systems where data allocation must support both I/O parallelismand processing parallelism within complex queries and between independent queries andtransactions. Determining an effective data placement is a complex administration problemdepending on many parameters including system architecture; database and workloadcharacteristics; hardware configuration; etc. Research and tool support has so farconcentrated on data placement for base tables; especially for Shared Nothing (SN); eg[MD97]. On the other hand; to our knowledge; data placement issues for architectures wheremultiple DBMS instances share access to the same disks (Shared Disk; Shared Everything;specific hybrid architectures) have not yet been investigated in a systematic way …,Proc. 8th HPTS Workshop; Asilomar,1999,6,7
HematoWork: A Knowledge-based Workflow System for Distributed Cancer Therapy,R Müller; B Heller; M Löffler; E Rahm; A Winter; L Mantovani; M Klöss; H Berger; F Brümmer; F Fiebig; E Jödecke; U Neubert; R Speer,1 Objectives The domain of hemato-oncology is characterized by a complex and data-intensive treatment and the involvement of geographically distributed institutions (egoncological ward; central commission; external panels) in the context of protocol-directedtrials. Current research efforts in this domain (eg [1-3]) focus on specialized subtasks suchas chemotherapy calculation and toxicity monitoring; but fail to support inter-application dataflow and coordination aspects which have been identified as essential for integration inheterogeneous and distributed clinical environments (eg [4; 5]). Therefore; at LeipzigUniversity; the distributed workflow system HEMATOWORK; which has explicit knowledgeabout the oncological treatment and the associated communication paths between theinvolved institutions; is currently developed. In particular; HEMATOWORK intends to …,Proc. GMDS98,1998,6,15
A Reliable and Efficient Synchronization Protocol for Database Sharing Systems,Erhard Rahm,Abstract Database sharing (DB-sharing) refers to a loosely or closely coupledmultiprocessor architecture where all processors share a common database at the disklevel. Such systems primarily aim at high availability and high performance demanded bylarge applications in online transaction processing. To achieve these goals asynchronization technique is required that efficiently coordinates the processors' databaseaccesses and that also works properly after a processor crash. The described primary copyalgorithm seems to be a good candidate to meet these requirements since it permits flexibleadaption to changing working conditions. Besides of the basic protocol we specify therecovery actions after a processor crash. Mechanisms are proposed that allow to continuesynchronization after a crash with little interference to transaction processing …,Proc. 3rd Conf.  Fehlertolerierende Systeme,1987,6,10
Concurrency Control in DB-Sharing Systems,Erhard Rahm,Abstract In a database sharing (DB-Sharing) system multiple loosely or closely coupledprocessors share access to a single set of databases. Such systems primarily aim at highavailability and high performance demanded by large transaction processing systems. Toachieve high transaction rates with short response times an efficient concurrency control isrequired for synchronizing accesses to the shared database. This paper gives an overviewof conceivable concurrency control algorithms for DB-Sharing. We distinguish betweenlocking and optimistic methods and between centralized and distributed solutions. Fivesynchronization protocols are described in some detail and compared with each other.,Proc. 16. GI annual conf.; Berlin; Springer-Verlag,1986,6,15
Comparative Evaluation of Distributed Clustering Schemes for Multi-source Entity Resolution,Alieh Saeedi; Eric Peukert; Erhard Rahm,Abstract Entity resolution identifies semantically equivalent entities; eg; describing the sameproduct or customer. It is especially challenging for big data applications where largevolumes of data from many sources have to be matched and integrated. Entity resolution formultiple data sources is best addressed by clustering schemes that group all matchingentities within clusters. While there are many possible clustering schemes for entityresolution; their relative suitability and scalability is still unclear. We therefore implementedand comparatively evaluate distributed versions of six clustering schemes based on ApacheFlink within a new entity resolution framework called Famer. Our evaluation for different real-life and synthetically generated datasets considers both the match quality as well as thescalability for different number of machines and data sizes.,Proc. ADBIS,2017,5,22
SemRep–A Repository for Semantic Mapping,Patrick Arnold; Erhard Rahm,In schema and ontology matching; background knowledge such as dictionaries and thesaurican considerably improve the mapping quality. Such knowledge resources are especiallyvaluable to determine the semantic relation type (eg; equal; is-a or part-of) that holdsbetween related concepts. Previous match tools mostly use WordNet as their primaryresource for background knowledge; although WordNet provides only a limited coverageand currentness. We present the design and use of a new comprehensive repository calledSemRep that combines concepts and semantic relationships from different resources. Itintegrates both manually developed resources (including WordNet) and semi-automaticallyextracted relations from Wikipedia. To determine the semantic relationship between twoconcepts of interest; SemRep also considers indirect relationships of possibly different …,Proc. BTW. Conf.,2015,5,7
PDFMeat: Managing publications on the semantic desktop.,David Aumüller; Erhard Rahm,Abstract Researchers maintain bibliographies and extensive sets of PDF files of scholarlypublications on their desktop. The lack of proper metadata of downloaded PDFs makes thistask a tedious one. With PDFMeat we present a solution to automatically determinepublication metadata for scholarly papers within the user's desktop environment and link themetadata to the files. PDFMeat effectively matches local full texts to an online repository. Inan evaluation for more than 2.000 diverse PDF files it worked highly reliable and showedexcellent accuracy of up to 98 percent. We demonstrate PDFMeat for different sets of papers;highlighting the semantic integration and use of the retrieved metadata within the filebrowser of the desktop environment.,Proc 20th  CIKM,2011,5,7
Management of evolving semantic grid metadata within a collaborative platform,Michael Hartung; Frank Loebe; Heinrich Herre; Erhard Rahm,Abstract Grid environments; providing distributed infrastructures; computing resources anddata storage; usually show a high degree of heterogeneity and change in their metadata.We propose a platform for collaborative management and maintenance of commonmetadata for grids. As the conceptual foundation of this platform; a meta model is presentedwhich distinguishes structured descriptions and classification structures that both aremodifiable. On this basis; the system allows for the creation and editing of grid relevantmetadata and provides various search and navigation facilities for grid participants. Weapplied the platform to the German D-Grid initiative by establishing the D-Grid Ontology(DGO).,Information Sciences,2010,5,1
Web-based Affiliation Matching.,David Aumueller; Erhard Rahm,Abstract: Authors of scholarly publications state their affiliation in various forms. This kind ofheterogeneity makes bibliographic analysis tasks on institutions impossible unless acomprehensive cleaning and consolidation of affiliation data is performed. We investigateautomatic approaches to consolidate affiliation data to reduce manual work and supportscalability of affiliation analysis. In particular; we propose to set up a reference database ofaffiliation strings found in publications. A key step in this task is the matching of differentaffiliation strings to determine whether or not they match. For affiliation matching weinvestigate web based similarity measures utilizing the cognitive power of current searchengines. They determine the similarity of affiliations based on how the URLs in the resultsets of affiliation web searches overlap. We evaluate the effectiveness of affiliation …,ICIQ,2009,5,5
A grid middleware for ontology access,Michael Hartung; Erhard Rahm,Zusammenfassung Many advanced grid applications need access to ontologies represent-ing knowledge about a certain application domain. To deal with the high heterogeneity ofavailable ontologies; we propose a general ser-vice-oriented middleware for makingontologies accessible to grid ap-plications. Our implementation is integrated in the GermanD-Grid in-frastructure and provides several applications a uniform access to biomedicalontologies such as Gene Ontology; NCI Thesaurus and several OBO ontologies.,German e-Science Conference,2007,5,7
Automatic optimization of web recommendations using feedback and ontology graphs,Nick Golovin; Erhard Rahm,Abstract Web recommendation systems have become a popular means to improve theusability of web sites. This paper describes the architecture of a rule-based recommendationsystem and presents its evaluation on two real-life applications. The architecture combinesrecommendations from different algorithms in a recommendation database and appliesfeedback-based machine learning to optimize the selection of the presentedrecommendations. The recommendations database also stores ontology graphs; which areused to semantically enrich the recommendations. We describe the general architecture ofthe system and the test setting; illustrate the application of several optimization approachesand present comparative results.,International Conference on Web Engineering,2005,5,1
DBMS-Leistungsvergleich mit TPC-Benchmarks,E Rahm,*,IX-Magazin; Mai,1993,5
Zugriffspfad-Unterstützung zur Sicherung der Relationalen Invarianten,Theo Härder; Erhard Rahm,Das Relationenmodell garantiert seinen Benutzern Integritätszusicherungen fürEntitätsintegrität und Referentielle Integrität. Datenbanksysteme; die dem SQL2-Standardgenügen wollen; müssen die Einhaltung dieser fundamentalen Integritätsregeln; dersogenannten Relationalen Invarianten; gewährleisten. Das bedeutet; daß bei denentsprechenden Modifikationsoperationen Primärschlüssel-und Fremdschlüsselbedingungexplizit zu überprüfen sind. In diesem Aufsatz werden für Schlüssel; die aus einfachenAttributen bestehen; Verfahren untersucht; um diese Integritätsprüfungen effizient abwickelnzu können. Dabei werden Zugriffspfade betrachtet; die sich durch B*-Bäume und ihreVarianten implementieren lassen. Von besonderer Wichtigkeit wurde die Synchronisationauf solchen Indexstrukturen angesehen; da sich dort Behinderungen von parallelen …,*,1992,5,7
Trends in distributed and cooperative database management,Klaus Küspert; Erhard Rahm,In the past; database management systems (DBMS) coutd roughly be subdivided into twomajor classes which one might call PC/workstation DBMS and (centralized) mainframeDBMS. PC/workstation DBMS provide a set of data management functions in a stand-alonefashion as a single-user system on a personal computer or workstation. There is no real dataexchange between a PC/workstation DBMS and other data management systems; remoteusers; or DBMS at another place. Some PC/workstation DBMS provide limited functions toextract data as a" snapshot" from a remote database to process these data locally on thePC/workstation; there is; however; usually no way to propagate changed data back from thePC/workstation to the remote database at the end. Moreover; PC/workstation DBMS are notable to provide an integrated view of the data in a large organization.,*,1990,5,7
Evolution of biomedical ontologies and mappings: Overview of recent approaches,Anika Groß; Cédric Pruski; Erhard Rahm,Abstract Biomedical ontologies are heavily used to annotate data; and different ontologiesare often interlinked by ontology mappings. These ontology-based mappings andannotations are used in many applications and analysis tasks. Since biomedical ontologiesare continuously updated dependent artifacts can become outdated and need to undergoevolution as well. Hence there is a need for largely automated approaches to keep ontology-based mappings up-to-date in the presence of evolving ontologies. In this article; we surveycurrent approaches and novel directions in the context of ontology and mapping evolution.We will discuss requirements for mapping adaptation and provide a comprehensiveoverview on existing approaches. We will further identify open challenges and outline ideasfor future developments.,Computational and structural biotechnology journal,2016,4,15
Speeding up privacy preserving record linkage for metric space similarity measures,Ziad Sehili; Erhard Rahm,Abstract The analysis of person-related data in Big Data applications faces the tradeoff offinding useful results while preserving a high degree of privacy. This is especiallychallenging when person-related data from multiple sources need to be integrated andanalyzed. Privacy-preserving record linkage (PPRL) addresses this problem by encodingsensitive attribute values such that the identification of persons is prevented but records canstill be matched. In this paper we study how to improve the efficiency and scalability of PPRLby restricting the search space for matching encoded records. We focus on similaritymeasures for metric spaces and investigate the use of M‑trees as well as pivot-basedsolutions. Our evaluation shows that the new schemes outperform previous filter approachesby an order of magnitude.,Datenbank-Spektrum,2016,4,7
Leveraging the Impact of Ontology Evolution on Semantic Annotations,Silvio Domingos Cardoso; Cédric Pruski; Marcos Da Silveira; Ying-Chi Lin; Anika Groß; Erhard Rahm; Chantal Reynaud-Delaître,Abstract This paper deals with the problem of maintenance of semantic annotationsproduced based on domain ontologies. Many annotated texts have been produced andmade available to end-users. If not reviewed regularly; the quality of these annotations tendsto decrease over time due to the evolution of the domain ontologies. The quality of theseannotations is critical for tools that exploit them (eg; search engines and decision supportsystems) and need to ensure an acceptable level of performance. Although the recentadvances for ontology-based annotation systems to annotate new documents; themaintenance of existing annotations remains under studied. In this work we present ananalysis of the impact of ontology evolution on existing annotations. To do so; we used twowell-known annotators to generate more than 66 million annotations from a pre-selected …,Proc. EKAW,2016,4,1
Scalable privacy-preserving linking of multiple databases using counting Bloom filters,Dinusha Vatsalan; Peter Christen; Erhard Rahm,The integration; mining; and analysis of person-specific data can provide enormousopportunities for organizations; governments; and researchers to leverage today's massivedata collections. However; the use of personal or otherwise sensitive data also raisesconcerns about the privacy; confidentiality; and potential discrimination of people. Privacy-preserving record linkage (PPRL) is a growing research area that aims at integratingsensitive information from multiple disparate databases held by different organizations whilepreserving the privacy of the individuals in these databases by not revealing their identitiesand thereby preventing re-identification and discrimination. PPRL approaches areincreasingly required in many real-world application areas ranging from healthcare tonational security. Previous approaches to PPRL have mostly focused on linking only two …,Proc. ICDM Workshops,2016,4,20
Discovering product counterfeits in online shops: a big data integration challenge,ERHARD RAHM,Counterfeit products are illegal imitations or replicas of products offered for sale. TheInternational Chamber of Commerce (www. icc-ccs. org/icc/cib) estimated in 2011 thatcounterfeiting accounted for about 5–7% of world trade and an estimated $600 billion ayear. In parallel to the increasing volume of online sales; the volume of counterfeiting in Websales has also increased. Fake products are offered and sold in numerous online shops andauction sites as well as on B2B marketplaces for wholesale trading. Almost all kinds ofproducts are subject to counterfeiting; ranging from; say; electronic devices and apparel tofood and drugs [Heinonen et al. 2012]. Counterfeits not only cause enormous economic lossbut can also damage the reputation of a brand. Buyers of fake products not only receive low-quality product in many cases; but may even be exposed to serious safety and health …,ACM Journal on Data and Information Quality,2014,4,7
Rule-based construction of matching processes,Eric Peukert; Julian Eberius; Erhard Rahm,Abstract Semi-automatic schema matching systems have been developed to computemapping suggestions that can be corrected by a user. However; constructing and tuningmatch strategies still requires a high manual effort. We therefore propose a self-configuringschema matching system that is able to automatically adapt to the given mapping problem athand. Our approach is based on analyzing the input schemas as well as intermediate matchresults. A variety of matching rules use the analysis results to automatically construct andadapt an underlying matching process for a given match task. The evaluation shows that oursystem is able to robustly return good quality mappings across different mapping problemsand domains.,Proc.  20th ACM CIKM (Conf. on Information and Knowledge Management),2011,4,23
Web-basiertes SQL-Training im Bildungsportal Sachsen.,D Sosna; E Rahm,Kurzfassung: Der Betrag skizziert die Konzeption und Realisierung eines interaktiven; web-basierten SQL-Trainers. Der SQL-Trainer wurde im Rahmen des Verbundprojekts„Bildungsportal Sachsen “entwickelt und ist unter der URL http://sql-trainer. uni-leipzig. demit einem Gast-Login zum Testen erreichbar.,BTW-Workshop Datenbanken und E-Learning,2003,4,1
Evaluierung von Data Warehouse-Werkzeugen,Hong Hai Do; Thomas Stöhr; Erhard Rahm; Robert Müller; Gernot Dern,Zusammenfassung Die wachsende Bedeutung von Data Warehouse-Lösungen zurEntscheidungsunterstützung in großen Unternehmen hat zu einer unüberschaubarenVielfalt von Software-Produkten geführt. Aktuelle Data Warehouse-Projekte zeigen; daß derErfolg auch von der Wahl der passenden Werkzeuge für diese komplexe undkostenintensive Umgebung abhängt. Wir präsentieren eine Methode zur Evaluierung vonData Warehouse Tools; die eine Kombination aus Bewertung per Kriterienkatalog unddetaillierten praktischen Tests umfaßt. Die Vorgehensweise ist im Rahmen von Projekten mitIndustriepartnern erprobt und wird am Beispiel einer Evaluierung führender ETL-Werkzeugedemonstriert.,*,2000,4,4
Evaluation of object-relational database systems for fulltext retrieval,Erhard Rahm,Abstract Object-relational database systems add object-oriented features to relational DBMSand allow the DBMS's functionality to be extended to new application domains. For theimportant domain of fulltext retrieval and document management; we analyze whethercurrent object-relational DBMS are already able to compete with specialized informationretrieval (IR) systems. After discussing the main requirements; we present a comparison ofthe ORDBMS Informix and several text data blades with the information retrieval systemFulcrum and a relational DBMS extended by IR functionality (Oracle ConText). A qualitativeand quantitative evaluation is presented considering the degree of IR functionality;performance; and retrieval quality.,Proc. WITS,1998,4,7
Architekturansätze zur Unterstützung heterogener Datenbanken,Karl-Ludwig Butsch; Erhard Rahm,Zusammenfassung Die ständig zunehmende Verbreitung von Datenbanken verlangt einegeeignete Unterstützung eines koordinierten Zugriffs auf heterogen strukturierteDatenbestände. Trotz der Notwendigkeit einer Kooperation beim Zugriff auf mehrereDatenbanken soll die Autonomie der beteiligten Datenbanken weitgehend erhalten bleiben.Verteilte Datenbanksysteme bieten hierfür keinen geeigneten Ansatz; da sie Homogenitätund eine enge Zusammenarbeit der Datenbankverwaltungssysteme verlangen. Wirklassifizieren für den Zugriff auf heterogene Datenbanken besser geeigneteSystemarchitekturen und stellen ihre kennzeichnenden Eigenschaften heraus.Insbesondere vergleichen wir verschiedene Arten von verteilten DC-Systemen sowieföderativen Mehrrechner-Datenbanksystemen. Als Vetreter zweier wichtiger …,*,1992,4,4
A reuse-based annotation approach for medical documents,Victor Christen; Anika Groß; Erhard Rahm,Abstract Annotations are useful to semantically enrich documents and other datasets withconcepts of standardized vocabularies and ontologies. In the medical domain; manydocuments are not annotated at all and manual annotation is a difficult process makingautomatic annotation methods highly desirable to support human annotators. We propose areuse-based annotation approach that utilizes previous annotations to annotate similarmedical documents. The approach clusters items in documents such as medical formsaccording to previous ontology-based annotations and uses these clusters to determinecandidate annotations for new items. The final annotations are selected according to a newcontext-based strategy that considers the co-occurrence and semantic relatedness ofannotating concepts. The evaluation based on previous UMLS annotations of medical …,International Semantic Web Conference,2016,3,15
ScaDS Dresden/Leipzig: Ein serviceorientiertes Kompetenzzentrum für Big Data.,Erhard Rahm; Wolfgang E Nagel,Das BMBF hat im Rahmen seiner Förderinitiative zu Big Data die Einrichtung von zwei Kompetenzzentrenin Deutschland angekündigt; ScaDS Dresden/Leipzig und BBDC (Berlin Big Data Center). Das"Competence Center for Scalable Data Services and Solu- tions Dresden/Leipzig" (ScaDSDresden/Leipzig) (www.scads.de) bündelt die Metho- denkompetenz der TU Dresden und derUniv. Leipzig zur ganzheitlichen Adressierung von Big Data Herausforderungen in unterschiedlichenwissenschaftlichen und wirt- schaftlichen Anwendungsbereichen. Profilbestimmende Forschungsschwerpunkteliegen in den Gebieten der Datenintegration; der Wissensextraktion sowie der visuellenAnaly- se. Anforderungen der Datensicherheit und des Datenschutzes werden umfassendbe- rücksichtigt und adressiert … In einem serviceorientierten; modularen Ansatz werden inScaDS Dresden/Leipzig An- wendungen nach Gemeinsamkeiten und Unterschieden im …,GI-Jahrestagung,2014,3,2
Restricting the overlap of Top-N sets in schema matching,Eric Peukert; Erhard Rahm,Abstract Computing similarities between metadata elements is an essential process inschema and ontology matching systems. Such systems aim at reducing the manual effort offinding mappings for data integration or ontology alignment. Similarity measures computesyntactic; semantic or structural similarities of metadata elements. Typically; differentsimilarities are combined and the most similar element pairs are selected to produce a best-1 mapping suggestion. Unfortunately automatic schema matching systems are only rarelycommercially adopted since correcting the best-1mapping suggestion is often harder thanfinding the mapping manually. To alleviate this; schema matching must be usedincrementally by computing Top-N mapping suggestions that the user can select from.However; current similarity measures and selection operators suggest the same target …,Proc.  1st Workshop on New Trends in Similarity Search,2011,3,10
Data-Warehouse-Einsatz zur Web-Zugriffsanalyse,Erhard Rahm; Thomas Stöhr,Kurzfassung Die Analyse des Nutzungsverhaltens von Websites ermöglicht wichtigeHinweise zur Optimierung und Weiterentwicklung eines Web-Auftritts. Skalierbarkeit undFlexibilität der Auswertungen verlangen oft eine datenbankbasierte Realisierung. Wirdiskutieren hierzu verschiedene Varianten; insbesondere den Einsatz eines» Web DataWarehouse «; in dem neben den Web-Log-Daten Informationen zu Nutzern/Kunden;Inhalten/Produkten und Anwendungsfunktionen integriert werden. Weiterhin geben wireinen Überblick zu derzeit verfügbaren Werkzeugen für die Web-Zugriffsanalyse.,*,2003,3,7
OLAP-Auswertung von Web-Zugriffen.,Thomas Stöhr; Erhard Rahm; Stephan Quitzsch,• Die besuchten Web-Adressen werden üblicherweise in Form ihrer Directory-/Dateinamenabgespeichert. Die Herstellung eines inhaltlichen Bezuges und damit die semantischeAussagekraft und Auswertbarkeit solcher Dateizugriffspfade ist naturgemäß starkeingeschränkt. Erschwert wird die Analyse zusätzlich durch die üblicherweise sehr großeAnzahl von zu verwaltenden Web-Seiten.• In der Regel ist keine oder nur sehr umständlicheVerknüpfung mit weiteren Datenquellen; wie zB demoskopischen Daten; möglich.,GI-Workshop Internet-Datenbanken,2000,3,15
Kohärenzkontrolle in verteilten Systemen,Erhard Rahm,Im nächsten Kapitel präzisieren wir zunächst die Aufgabenstellung der Kohärenzkontrolleund geben einen Überblick über die wichtigsten Lösungsansätze. Die angesprochenenLösungsmöglichkeiten sind dabei in mehreren (bzw. allen) der angesprochenen Bereicheeinsetzbar; wenngleich sie teilweise unabhängig voneinander (unter verschiedenenBezeichnungen) vorgeschlagen wurden. In Kap. 3 und 4 gehen wir dann näher auf dieeinzelnen DBS-bzw. BS-Bereiche ein; in denen Kohärenzprotokolle untersucht werden; umBesonderheiten bzw. Unterschiede aufzuzeigen.,Datenbank Rundbrief,1993,3,4
Klassifikation und Vergleich verteilter Transaktionssysteme,Erhard Rahm,Transaktionssysteme [11] befinden sich in weit verbreitetem Einsatz in der kommerziellenDatenverarbeitung; insbesondere im Rahmen von Auskunfts-und Buchungssystemen sowiezur aktenlosen Sachbearbeitung; zB bei Behörden oder Versicherungen. KennzeichnendeEigenschaften solcher Systeme sind ua die dialogorientierte Verarbeitung von meisteinfachen Transaktionen (Bsp.: Kontenbuchung) sowie die Bereitstellung einer hohen(maskenorientierten) Endbenutzer-Schnittstelle. Hauptkomponenten einesTransaktionssystemes sind das Datenbanksystem (DBS); bestehend aus Datenbank undDatenbankverwaltungssystem (DBVS); sowie ein DC-System; bestehend aus einem TP-Monitor sowie der Menge der Transaktions-oder Anwendungsprogramme. Der TP-Monitorkontrolliert die Ausführung der Programme und realisiert die Kommunikation von …,Datenbank Rundbrief,1991,3,4
Utilization of Extended Storage Architectures for High-Volume Transaction Processing,Erhard Rahm; Kaiserslautern Univ.(Germany). Zentrum Ingenieursysteme (ZRI),*,ZRI-Bericht,1990,3
Performance Analysis of Primary Copy Synchronization in Database Sharing Systems,Erhard Rahm,*,*,1987,3
Integrated solutions to concurrency control and buffer lnvalidation in database sharing systems,Erhard Rahm,*,Proc.  2nd IEEE Int.  Conf. on Computers and Applications,1987,3
Buffer invalidation problem in DB-sharing systems,Erhard Rahm,*,*,1986,3
Klassifikation von Mehrrechner-Datenbanksystemen: Anforderungen; Entwurfsprinzipien; Realisierungskonzepte.,T Härder; E Rahm,*,*,1985,3
Big Data Analytics,Erhard Rahm,Big Data has become a core topic in different industries and research disciplines as well asfor society as a whole. This is because the ability to generate; collect; distribute; process andanalyze unprecedented amounts of diverse data has almost universal utility and helps tofundamentally change the way industries operate; how research can be done and howpeople live and use modern technology. Different industries such as automotive; finance;healthcare or manufacturing; can dramatically benefit from improved and faster dataanalysis; eg; as illustrated by current industry trends like “Industry 4.0” and “Internet ofThings”. Data-driven research approaches utilizing Big Data technology and analysisbecome increasingly commonplace; eg; in the life sciences; geo sciences or in astronomy.Users utilizing smartphones; social media; and web resources spend increasing amounts …,it-Information Technology,2016,2,15
How do Ontology Mappings Change in the Life Sciences?,Anika Gross; Michael Hartung; Andreas Thor; Erhard Rahm,Abstract: Mappings between related ontologies are increasingly used to support dataintegration and analysis tasks. Changes in the ontologies also require the adaptation ofontology mappings. So far the evolution of ontology mappings has received little attentionalbeit ontologies change continuously especially in the life sciences. We therefore analyzehow mappings between popular life science ontologies evolve for different matchalgorithms. We also evaluate which semantic ontology changes primarily affect themappings. We further investigate alternatives to predict or estimate the degree of futuremapping changes based on previous ontology and mapping transitions.,arXiv preprint arXiv:1204.2731,2012,2,2
Analyse von Zitierungshäufigkeiten für die Datenbankkonferenz BTW,Hanna Koepcke; Erhard Rahm,*,Datenbank-Spektrum,2007,2
Functional Profiling of Genes Differently Expressed in the Brains of Humans and Chimpanzees,B Mützel; HH Do; P Khaitovich; G. Weiß; E. Rahm; S. Pääbo,*,Proc 2nd Biotechnology Day,2003,2
On parallel join processing in object-relational database systems,Holger Märtens; Erhard Rahm,Abstract So far only few performance studies on parallel object-relational database systemsare available. In particular; the relative performance of relational vs. reference-based joinprocessing in a parallel environment has not been inves-tigated sufficiently. We present aperformance study based on the BUCKY bench-mark to compare parallel join processingusing reference attributes with relational hash-and merge-join algorithms. In addition; wepropose a data allo-cation scheme especially suited for object hierarchies and set-valuedattributes.,Datenbanksysteme in Büro; Technik und Wissenschaft: 9. GI-Fachtagung Oldenburg; 7.-9. März 2001,2001,2,7
Evaluierung und Produktvorschlag für ein technisches Metadaten-Management im R+ V-Data Warehouse,R Müller; T Stöhr; E Rahm; S Quitzsch,*,Projektbericht,1998,2
Parallele Datenbanksysteme,Erhard Rahm,*,Informix Vision,1995,2
Quantitative Analyse eines Synchronisationsprotokolls für Mehrrechner-Datenbanksysteme,Erhard Rahm,*,*,1984,2
Using Link Features for Entity Clustering in Knowledge Graphs,Alieh Saeedi; Eric Peukert; Erhard Rahm,Abstract. Knowledge graphs holistically integrate information about entities from multiplesources. A key step in the construction and maintenance of knowledge graphs is theclustering of equivalent entities from different sources. Previous approaches for such anentity clustering suffer from several problems; eg; the creation of overlapping clusters or theinclusion of several entities from the same source within clusters. We therefore propose anew entity clustering algorithm CLIP that can be applied both to create entity clusters and torepair entity clusters determined with another clustering scheme. In contrast to previousapproaches; CLIP not only uses the similarity between entities for clustering but also furtherfeatures of entity links such as the so-called link strength. To achieve a good scalability weprovide a parallel implementation of CLIP based on Apache Flink. Our evaluation for …,submitted for publication,2018,1,15
Distributed holistic clustering on linked data,Markus Nentwig; Anika Groß; Maximilian Möller; Erhard Rahm,Abstract Link discovery is an active field of research to support data integration in the Web ofData. Due to the huge size and number of available data sources; efficient and effective linkdiscovery is a very challenging task. Common pairwise link discovery approaches do notscale to many sources with very large entity sets. We propose a distributed holistic approachto link many data sources based on a clustering of entities that represent the same real-world object. Our approach provides a compact and fused representation of entities; and canidentify errors in existing links as well as many new links. We support distributed execution;show scalability for large real-world data sets and evaluate our methods with respect toeffectiveness and efficiency for two domains.,OTM Confederated International Conferences" On the Move to Meaningful Internet Systems",2017,1,22
The Big Picture: Understanding large-scale graphs using Graph Grouping with GRADOOP,Martin Junghanns; André Petermann; Niklas Teichmann; Erhard Rahm,Graph grouping supports data analysts in decision making based on the characteristics oflarge-scale; heterogeneous networks containing millions or even billions of vertices andedges. We demonstrate graph grouping with G; a scalable system supporting declarativeprograms composed from multiple graph operations. Using social network data; we highlightthe analytical capabilities enabled by graph grouping in combination with other graphoperators. The resulting graphs are visualized and visitors are invited to either modifyexisting or write new analytical programs. G is implemented on top of Apache Flink; a state-of-the-art distributed dataflow framework; and thus allows us to scale graph analyticalprograms across multiple machines. In the demonstration; programs can either be executedlocally or remotely on our research cluster.,Proc. BTW,2017,1,7
A Smart Link Infrastructure for Integrating and Analyzing Process Data,Eric Peukert; Christian Wartner; Erhard Rahm,An often forgotten asset of many companies is internal process data. From the everydayprocesses that run within companies; huge amounts of such data is collected within differentsoftware systems. However; the value of analyzing this data holistically is often not exploited.This is mainly due to the inherent heterogeneity of the different data sources and the missingflexibility of existing approaches to integrate additional sources in an ad-hoc fashion. In thispaper the Smart Link Infrastructure is introduced. It offers tools that enable data integrationand linking to support a holistic analysis of process data. The infrastructure consists of easyto use components for matching schemas; linking entities; storing entities as a graph andexecuting pattern queries on top of the integrated data. We showcase the value of thepresented integration approach with two real world usecases; one based on knowledge …,Proc. BTW,2015,1,1
Data Integration in the Life Sciences,Helena Galhardas; Erhard Rahm,*,*,2014,1
Der Lehrstuhl Datenbanken an der Universität Leipzig,Erhard Rahm,Zusammenfassung Der Lehrstuhl Datenbanken an der Universität Leipzig befasst sichschwerpunktmäßig mit automatisierten Verfahren zur Integration und Analyse großerMengen heterogener Daten; va aus dem Web. Im Zusammenhang mit “Big Data” werdenunterschiedlichste Hochleistungsstrategien verfolgt; ua Skew-resistenteLastbalancierungsmethoden für MapReduce sowie die Nutzung modernerGrafikprozessoren (GPUs). Zum Matching von Modellen (Schemas; Ontologien) und vonInstanzdaten wurden leistungsfähige Verfahren und mehrere Prototypen entwickelt.Untersucht werden ferner Methoden zur Evolution von Ontologien und Mappings; um dieAuswirkungen von Ontologieänderungen zu minimieren. Der Bericht gibt nach einerEinleitung zur Entwicklung des Lehrstuhls einen Überblick zu den aktuellen …,Datenbank-Spektrum,2013,1,4
Parameterized XPath Views,Timo Böhme; Erhard Rahm,Abstract We present a new approach for accelerating the execution of XPath expressionsusing parameterized materialized XPath views (PXV). While the approach is generic weshow how it can be utilized in an XML extension for relational database systems.Furthermore we discuss an algorithm for automatically determining the best PXV candidatesto materialize based on a given workload. We evaluate our approach and show thesuperiority of our cost based algorithm for determining PXV candidates over frequent patternbased algorithms.,British National Conference on Databases,2007,1,4
LOTS - Online-Training an der Universität Leipzig,Timo Böhme; Erhard Rahm; Dieter Sosna,*,*,2006,1
