The TSIMMIS project: Integration of heterogenous information sources,Sudarshan Chawathe; Hector Garcia-Molina; Joachim Hammer; Kelly Ireland; Yannis Papakonstantinou; Jeffrey Ullman; Jennifer Widom,The goal of the Tsimmis Project is to develop tools that facilitate the rapid integration ofheterogeneous information sources that may include both structured and unstructured data.This paper gives an overview of the project; describing components that extract propertiesfrom unstructured objects; that translate information into a common object model; thatcombine information from several sources; that allow browsing of information; and thatmanage constraints across heterogeneous sites. Tsimmis is a joint project between Stanfordand the IBM Almaden Research Center. 1 Overview A common problem facing manyorganizations today is that of multiple; disparate information sources and repositories;including databases; object stores; knowledge bases; file systems; digital libraries;information retrieval systems; and electronic mail systems. Decision makers often need …,*,1994,1549,20
Interactive Query Formulation for Systems that Rewrite Queries Using Views,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Abstract Integration systems typically support only a limited set of queries over the schemathey export. The reason is that the participating information sources contribute limitedcontent and limited access methods. In prior work; this query set has often been describedusing a set of views. We describe the CLIDE interactive system; which extends the QBE-likequery builder of Microsoft's SQL Server with a coloring scheme that guides the user towardformulating feasible queries. We formalize the behavior of the system using an interactiongraph. We present a modular architecture consisting of a front-end and a back-end thatenables the front-end's behavior by providing answers to particular questions about theinteraction graph. We developed a back-end for the case where the content and the accessmethods are described using parameterized views. In this case the set of feasible queries …,*,*,1,12
Improving SSD lifetime with byte-addressable metadata,Yanqin Jin; Hung-Wei Tseng; Yannis Papakonstantinou; Steven Swanson,Abstract Existing solid state drives (SSDs) provide flash-based out-of-band (OOB) data thatcan only be updated on a page write. Consequently; the metadata stored in their OOBregion lack flexibility due to the idiosyncrasies of flash memory; incurring unnecessary flashwrite operations detrimental to device lifetime. We propose PebbleSSD; an SSD with byte-addressable metadata; or BAM; as a mechanism exploiting the non-volatile; byte-addressable random access memory (NVRAM) inside the SSD. With BAM; PebbleSSD cansupport a range of useful features to improve its lifetime by reducing redundant flash writes.Specifically; PebbleSSD supports a write-optimized; BAM-based file block mapping toprevent excessive updates of file system index blocks. Furthermore; PebbleSSD allows log-structured file systems to perform fast and efficient log cleaning with minimal flash writes.,Proceedings of the International Symposium on Memory Systems,2017,*,16
Big Data Techniques for Public Health: A Case Study,Yannis Katsis; Natasha Balac; Derek Chapman; Madhur Kapoor; Jessica Block; William G Griswold; Jeannie Huang; Nikos Koulouris; Massimiliano Menarini; Viswanath Nandigam; Mandy Ngo; Kian Win Ong; Yannis Papakonstantinou; Besa Smith; Konstantinos Zarifis; Steven Woolf; Kevin Patrick,Public health researchers increasingly recognize that to advance their field they mustgrapple with the availability of increasingly large (ie; thousands of variables) traditionalpopulation-level datasets (eg; electronic medical records); while at the same time integratingadditional large datasets (eg; data on genomics; the microbiome; environmental exposures;socioeconomic factors; and health behaviors). Leveraging these multiple forms of data mightwell provide unique and unexpected discoveries about the determinants of health andwellbeing. However; we are in the very early stages of advancing the techniques required tounderstand and analyze big population-level data for public health research. To address thisproblem; this paper describes how we propose that big data can be efficiently used forpublic health discoveries. We show that data analytics techniques traditionally employed …,Connected Health: Applications; Systems and Engineering Technologies (CHASE); 2017 IEEE/ACM International Conference on,2017,*,10
Efficient Approximate Query Answering over Sensor Data with Deterministic Error Guarantees,Jaqueline Brito; Korhan Demirkaya; Boursier Etienne; Yannis Katsis; Chunbin Lin; Yannis Papakonstantinou,Abstract: With the recent proliferation of sensor data; there is an increasing need for theefficient evaluation of analytical queries over multiple sensor datasets. The magnitude ofsuch datasets makes exact query answering infeasible; leading researchers into thedevelopment of approximate query answering approaches. However; existing approximatequery answering algorithms are not suited for the efficient processing of queries over sensordata; as they exhibit at least one of the following shortcomings:(a) They do not providedeterministic error guarantees; resorting to weaker probabilistic error guarantees that are inmany cases not acceptable;(b) they allow queries only over a single dataset; thus notsupporting the multitude of queries over multiple datasets that appear in practice; such ascorrelation or cross-correlation and (c) they support relational data in general and thus …,arXiv preprint arXiv:1707.01414,2017,*,6
Assisting Discovery in Public Health,Yannis Katsis; Nikos Koulouris; Yannis Papakonstantinou; Kevin Patrick,Abstract Several public health (PH) researchers have lately been arguing that big data canplay a profound role in scientific discovery. Leveraging the vast amount of population-leveldata collected by public agencies and other organizations; could lead to importantdiscoveries that were not necessarily suspected to be true. However; they also warn aboutthe pitfalls of data-driven discovery: The large amount of data can easily lead to informationoverload for the researchers. Additionally; data-driven studies that make a lot of tests in thesearch for important discoveries have the potential to lead to discoveries that seemimportant but are in fact random. We show that data-driven studies can be effective and yetavoid the potential pitfalls by keeping the researchers in the loop of the discovery process.To this end; we propose PHD; an interactive visual discovery system that allows public …,Proceedings of the 2nd Workshop on Human-In-the-Loop Data Analytics,2017,*,21
GQFast: Fast Graph Exploration with Context-aware Autocompletion,Chunbin Lin; Jianguo Wang; Yannis Papakonstantinou,There is an increasing demand to explore similar entities in big graphs. For example; indomains like biomedical science; identifying similar entities may contribute to developingnew drugs or discovering new diseases. In this paper; we demonstrate a graph explorationsystem; called GQFast; which provides a graphical interface to help users efficiently exploresimilar entities. Methodologically; GQFast first builds efficient indices combining columndatabase optimizations and compression techniques; then it explores similar entities byusing the indices. GQFast operates on the real-world Pubmed dataset consisting of over 23million biomedical entities and 1.3 billion relationships. Relying on GQFast's highperformance; GQFast provides (i) type-ahead-search to instantly visualize search resultswhile a user is typing a query; and (ii) context-aware query completion to guide users …,Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,*,12
Fast In-Memory SQL Analytics on Graphs,Chunbin Lin; Benjamin Mandel; Yannis Papakonstantinou; Matthias Springer,Abstract: We study a class of graph analytics SQL queries; which we call relationshipqueries. Relationship queries are a wide superset of fixed-length graph reachability queriesand of tree pattern queries. Intuitively; it discovers target entities that are reachable fromsource entities specified by the query. It usually also finds aggregated scores; whichcorrespond to the target entities and are calculated by applying aggregation functions onmeasure attributes; which are found on the target entities; the source entities and the pathsfrom the sources to the targets. We present real-world OLAP scenarios; where efficientrelationship queries are needed. However; row stores; column stores and graph databasesare unacceptably slow in such OLAP scenarios. We briefly comment on the straightforwardextension of relationship queries that allows accessing arbitrary schemas. The GQ-Fast in …,arXiv preprint arXiv:1602.00033,2016,*,19
Polystore Query Rewriting: The Challenges of Variety.,Yannis Papakonstantinou,Numerous databases marketed as SQL-on-Hadoop; NewSQL [16] and NoSQL haveemerged to catalyze Big Data applications. These databases generally support the 3Vs[7].(i) Volume: amount of data (ii) Velocity: speed of data in and out (iii) Variety: semi-structured and heterogeneous data. As a result of differing use cases and designconsiderations around the Variety requirement; these new databases have adopted semi-structured data models that vary among each other. Their query languages have even morevariations. Some variations are due to superficial syntactic differences. Some variationsarise from the data model differences. Other variations are genuine differences in querycapabilities. Yet another kind of variations involves subtly different semantics for seeminglysimilar query functionalities. Eg; equality may have subtle and unexpected meanings in …,EDBT/ICDT Workshops,2016,*,10
Context-sensitive ranking,Liang Chen,We are witnessing a growing number of applications that involve both structured data andunstructured data. A simple example is academic citations: while the citation's content isunstructured text; the citation is associated with structured data such as author list;categories and publication time. To query such hybrid data; a natural approach is tocombine structured queries with keyword search. Two fundamental problems arise for thisunique marriage:(1) How to evaluate hybrid queries efficiently?(2) How to model relevanceranking? The second problem is especially difficult; because all the foundations of relevanceranking in information retrieval are built on unstructured text and no structures areconsidered. We present context-sensitive ranking; a ranking framework that integratesstructured queries and relevance ranking. The key insight is that structured queries …,*,2012,*,15
Using Context-sensitive Statistics to Rank Documents,Liang Jeff Chen; Yannis Papakonstantinou,Abstract We study the problem of context-sensitive ranking for document retrieval; where acontext is defined as a sub-collection of documents; and is specified by queries provided bydomain-interested users. The motivation of context-sensitive search is that the ranking of thesame,*,2010,*,12
Using Proximity Search to Estimate Authority Flow,Vagelis Hristidis; Yannis Papakonstantinou; Ramakrishna Varadarajan,Authority flow and proximity search have been used extensively in measuring theassociation between entities in data graphs; ranging from the web to relational and XMLdatabases. These two ranking factors have been used and studied separately in the past. Inaddition to their semantic differences; a key advantage of proximity search is the existence ofefficient execution algorithms. In contrast; due to the complexity of calculating the authorityflow; current systems only use precomputed authority flows in runtime. This limitationprohibits authority flow to be used more effectively as a ranking factor. In this paper; wepresent a comparative analysis of the two ranking factors. We present an efficientapproximation of authority flow based on proximity search. We analytically estimate theapproximation error and how this affects the ranking of the results of a query.,IEEE Transactions on Knowledge and Data Engineering,2010,*,4
Message from the ICDE 2010 PhD workshop general co-chairs,N Mamoulis; Y Papakonstantinou; T Sellis,Skip navigation …,Proceedings-International Conference on Data Engineering,2010,*,11
RIDE: a tool for interactive source registration in community-oriented information integration,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Keliang Zhao,Abstract Modern Internet communities need to integrate and query structured information.Employing current information integration infrastructure; data integration is still a very costlyeffort; since source registration is performed by a central authority which becomes abottleneck. We propose the community-based integration paradigm which pushes thesource registration task to the independent community members. This creates newchallenges caused by each member's lack of a global overview on how her data interactswith the application queries of the community and the data from other sources. How can thesource owner maximize the visibility of her data to existing applications; while minimizing theclean-up and reformatting cost associated with publishing? Does her data contradict (orcould it contradict in the future) the data of other sources?,Proceedings of the VLDB Endowment,2008,*,5
XML research midflight,Yannis Papakonstantinou,Abstract XML emerged 10 years ago as the flexible standard for information exchange andrepresentation. The database research community had presciently already produced relatedworks on semi-structured data models and proceeded to generate multiple researchcontributions in the field; influencing along the way standards and industrial products. Sincethen much of the XML future has arrived: complex standards (notably XQuery) emerged; firstindustrial systems have been released. Naturally XML research changes gears. We willdiscuss successes; failures; open issues and provide thoughts on what is needed to makeXML research even more effective.,Proceedings of the 2008 EDBT workshop on Database technologies for handling XML information on the web,2008,*,12
Algebra-based extraction of tree patterns in XQuery,Andrei Arion; Veronique Benzaken; Ioana Manolescu; Yannis Papakonstantinou; Ravi Vijay,Query processing performance in XML databases can be greatly enhanced by the usage ofmaterialized views whose content has been stored in the database. This requires a methodfor identifying query subexpressions matching the views; a process known as view-basedquery rewriting. This process is quite complex for relational databases; and all the moredaunting on XML databases. Current XML materialized view proposals are based on treepatterns; since query navigation is conceptually close to such patterns. However; theexisting algorithms for extracting tree patterns from XQuery do not detect patterns {\emacross nested query blocks}. Thus; complex; useful tree pattern views may be missed by therewriting algorithm. We present a novel tree pattern extraction algorithm from XQueryqueries; able to identify larger patterns than previous methods. Our algorithm has been …,*,2006,*,4
Querying XML with XQuery (Advances in Database Systems),Yannis Papakonstantinou; Ioana Manolescu,*,*,2005,*
betaT: an information integration testbed for digital government,Chaitan Baru; Amarnath Gupta; Ilya Zaslavsky; Yannis Papakonstantinou; Peter Joftis,*,ACM International Conference Proceeding Series,2004,*
In our earlier work; we proposed an architecture for a Web-based video database management system (VDBMS) providing an integrated support for spatiotemporal...,Christian S Jensen; Augustas Kligys; Torben Bach Pedersen; Igor Timko; Xin Zhang; Lingli Ding; Elke A Rundensteiner; Vagelis Hristidis; Yannis Papakonstantinou; Latifur Khan; Dennis McLeod; Eduard Hovy; Asaf Adi; Opher Etzion,With the recent and continuing advances in areas such as wireless communications andpositioning technologies; mobile; location-based services are becoming possible. Suchservices deliver location-dependent content to their users. More specifically; these servicesmay capture the movements and requests of their users in multidimensional databases; ie;data warehouses; and content delivery may be...,The VLDB Journal,2004,*,18
Session: Privacy and Security-Privacy in Database Publishing,Alin Deutsch; Yannis Papakonstantinou,*,Lecture Notes in Computer Science,2004,*
Bes; A.; see Wijsen; J. 165–192,Z Bellahsene; E Bertino; A Vakali; F Berzal; JC Cubero; F Cuenca; MJ Martın-Bautista; C Bettini; A Montanari; B Bollig; M Leucker; V Borkar; Y Papakonstantinou; IT Bowman; D Toman; L Chittaro; C Combi; C Combi; JC Cubero; F Cuenca; M Dash; H Liu; P Scheuermann; KL Tan; C Delobel; C Reynaud; MC Rousset; JP Sirot; D Vodislav; A Elmagarmid; S Jajodia; Y Li; CS Jensen; J Skyt; MR Jensen; TH Møller; TB Pedersen; Z Lacroix; M Leucker; P Ning; XS Wang; S Jajodia; H Liu; L Mark; MJ Martın-Bautista; TH Møller; A Montanari; P Ning; M Orgiyan; V Borkar; M Orgiyan; K Stathatos; L Suta; V Vassalos; P Velikhov; TB Pedersen; C Reynaud; MC Rousset,*,Data & Knowledge Engineering,2003,*
A Transducer-Based XML Query Processor,Bertram Ludiascherc Pratik Mukhopadhyay; Yannis Papakonstantinou,Abstract The XML Stream Machine (XSM) system is a novel XQuery processing paradigmthat is tuned to the efficient processing of sequentially accessed XML data (streams). Thesystem compiles a given XQuery into an XSM; which is an XML stream transducer; ie; anabstract device that takes as input one or more XML data streams and produces one or moreoutput streams; potentially using internal buffers. We present a systematic way to translateXQueries into efficient XSMs: First the XQuery is translated into a network of XSMs thatcorrespond to the basic operators of the XQuery language and exchange streams. Thenetwork is reduced to a single XSM by repeated application of an XSM com-positionoperation that is optimized to reduce the number of tests and actions that the XSM performsas well as the number of intermediate buffers that it uses. Finally; the optimized XSM is …,Proceedings 2002 VLDB Conference: 28th International Conference on Very Large Databases (VLDB),2002,*,3
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Akhilesh Chandra; Thomas Calderon,Information systems (IS) are quickly emerging as critical resources to be leveraged fororganizational productivity in many business; social; and economic enterprises. Theexplosive growth in information technology (IT) can be broadly attributed to the emergingnovel linkages of IS/IT with several base disciplines; extending the reach of IS/IT toapplication domains never previously considered.In this article; we focus on certainimportant and promising IS/IT frontiers identified from the perspectives of academia; industry;and federal research funding agencies. Our objective is to focus the collective awareness ofthe IS community and those in related disciplines on some of the frontier developments inIS/IT with a vision of the road ahead and point to challenges and opportunities [1].,Communications of the ACM,2000,*,21
Users today are struggling to integrate a broad range of information sources providing different levels of query capabilities. Currently; data sources with different and...,Yannis Papakonstantinou; Ashish Gupta; Laura Haas,In this paper we present recovery techniques for distributed main-memory databases;specifically for client-server and shared-disk architectures. We present a recovery schemefor client-server architectures which is based on shipping log records to the server; and tworecovery schemes for shared-disk architectures—one based on page shipping; and theother based on broadcasting of the log of updates...,Distributed and Parallel Databases,1998,*,21
The NEXT Framework for Logical XQuery Optimization а,Alin Deutsch; Yannis Papakonstantinou; Yu Xu,*,*,*,*
ICDE 2017 Reviewers,Yannis Papakonstantinou; Lei Chen; Reynold Cheng; Wolfgang Gatterbauer; Bingsheng He; Stratos Idreos; Christopher Jermaine; Chen Li; Gerome Miklau; Tamer Özsu; Olga Papaemmanouil; Evimaria Terzi; Eugene Wu; Ashraf Aboulnaga; Alex Alves; Amazon Gabriel Antoniu; INRIA Arvind Arasu; Andrey Balmin; Workday Zhifeng Bao; Sumita Barahmand; Srikanta Bedathur; Carsten Binnig; Spyros Blanas; Marco Brambilla; Stephane Bressan; K Selcuk Candan; Zhao Cao; James Cheng; Fei Chiang; Panos K Chrysanthis; Philippe Cudre-Mauroux,ICDE 2017 Program Committee Chairs Yannis Papakonstantinou; University of California; SanDiego Yanlei Diao; Ecole Polytechnique; France; and University of Massachusetts; Amherst …ICDE 2017 Area Chairs Lei Chen; Hong Kong University of Science and Technology ReynoldCheng; University of Hong Kong Wolfgang Gatterbauer; Carnegie Mellon University BingshengHe; National University of Singapore Stratos Idreos; Harvard University ChristopherJermaine; Rice University Chen Li; University of California Irvine Gerome Miklau; University ofMassachusetts Tamer Özsu; University of Waterloo Olga Papaemmanouil; Brandeis UniversityEvimaria Terzi; Boston University Eugene Wu; Columbia University … ICDE 2017 Program CommitteeAshraf Aboulnaga; Qatar Computing Research Institute Alex Alves; Amazon Gabriel Antoniu;INRIA Arvind Arasu; Microsoft Research Andrey Balmin; Workday Zhifeng Bao; RMIT …,*,*,*,0
Application View Maintenance: Optimizing Change Propagation in Mobile Applications,Konstantinos Zarifis; Yannis Katsis; Yannis Papakonstantinou,Abstract Web Frameworks that adopt the Model-View-ViewModel (MVVM) design patternhave been extensively used in the web community for the development of fully-fledgedapplications. Such frameworks; typically; provide algorithms that automate the maintenanceof the application's view when mutations occur to the underlying data (also known asmodel). The automation of this process; commonly referred to as Application ViewMaintenance (AVM); significantly improves developer productivity; since it alleviates thedeveloper from manually performing this task. Such algorithms are also capable of mutatingindividual parts of the view when the underlying data mutate; thus avoiding a full reload andrerendering of the entire application view;(a very expensive operation for HTML content;especially in the mobile setting). However; as we show in this work; AVM algorithms of …,World Wide Web,*,*,12
In-depth Survey of MVVM Web Application Frameworks,Konstantinos Zarifis; Yannis Papakonstantinou,ABSTRACT Frameworks that adopt the Model-View-Controller (MVC) design pattern havebeen extensively used in the web community for the development of fully-fledged webapplications. Such frameworks enable efficient incremental updates on the application'sstate and visual layer; but they usually enforce the extended use of imperative logic in orderto accomplish this effect. As an application is extended with additional functionality; thedevelopment process soon becomes extremely arduous and error-prone. This has lead tothe emergence of Model-View-ViewModel (MVVM) and Web Component libraries thatachieve higher developer productivity by keeping the required source code minimal andwell-organized. Such frameworks can also provide additional mechanisms thatautomatically maintain the application state and the respective visual layer in sync; thus …,*,*,*,3
+\SRWKHWLFDO 4XHULHV LQ DQ 2/$3 (QYLURQPHQW ([WHQGHG 9HUVLRQ e,Andrey Balmin Yannis Papakonstantinou; Thanos Papadimitriou,Abstract Analysts and decisionemakers use whateif anale ysis to assess the effects ofhypothetical scenare ios. Whateif analysis is currently supported by spreadsheets andadehoc OLAP tools. Unfortue nately; the former lack seamless integration with the data andthe latter lack flexibility and perfore mance appropriate for OLAP applications. To tacklethese problems we developed the 6HVDPH system; which models an hypothetical scenarioas a list of hypothetical modifications on the warehouse views and fact data. We provide foremal scenario syntax and semantics which exe tend view update semantics for accomodatingthe special requirements of OLAP. 6HVDPH is extensible with arbitrary array operators andwe introduce query algebra operators suitable for performing spreadsheetestylecomputations. Then we present 6HVDPHFs optimizer and its core nerstone substitution …,*,*,*,12
Hypothetical 4ueries in an OLAP Environmente,Andrey Balmin Yannis Papakonstantinou; Thanos Papadimitriou,Abstract Analysts and decision makers use what if analysis to assess the effects ofhypothetical scenarios. What if analysis is currently supported by spreadsheets and ad hocOLAP tools. Unfortunately; the former lack seamless integration with the data and the latterlack flexibility and performance appropriate for OLAP ap plications. To tackle these problemswe developed the Sesame system; which models an hypothetical scenario as a list ofhypothetical modifications on the warehouse views and fact data. We provide formalscenario syntax and semantics; which extend view up date semantics for accomodating thespecial require ments of OLAP. We focus on query algebra opera tors suitable for performingspreadsheet style compu tations. Then we present SesameVs optimizer and its cornerstonesubstitution and rewriting mechanisms. Substitution enables lazy evaluation of the …,*,*,*,12
Reduction of N1QL v4 to SQL++ Core,Kian Win Ong; Yannis Papakonstantinou; Gerald Sangudi,We have already seen in Table 4 the subset of SQL++ supported by N1QL; the querylanguage of the Couchbase JSON database. Rather than allowing the users to writearbitrary SQL++; with the risk of allowing the user to write an unsupported query; N1QL isessentially a dialect of SQL++ that guides the user towards expressing only the supportedsubset. For example; while SQL++ allows arbitrary joins; N1QL allows only efficient joins-that is; joins between primary keys and references. In another example of a restriction; N1QLrather than allowing arbitrary subqueries that would range over attribute/value pairs or arrayelements; it introduces special syntactic constructs that are specialized to range over justattribute/value pairs or just array elements of nested arrays. In this section we explain howthe special syntactic constructs of N1QL's native syntax (N1QL version 4) are formally …,*,*,*,21
Features and Requirements for an XML View Definition,C Baru; B Ludäscher; Y Papakonstantinou; P Velikhov; V Vianu,XML indicates a move towards viewing the Web as a big semistructured database;consisting of multiple autonomous sites which will be modeled around (guess what?) XMLand sibling standards for● structure and ontology definitions (XML-Data; RDF; DCD;namespaces);● APIs (most probably some extension of DOM);● source query capabilityspecifications (see below);● other standards that may describe the transactional abilities ofthe sites; and so on. In such an environment a query language will serve for more than" asouped-up version of X-Pointer". Our position focuses on the use of an XML query languageas a view definition language that drives XML mediator systems. A mediator selects;restructures and merges information from multiple autonomous sources/sites. It exports anintegrated XML view document. Possible applications of such mediator systems are …,*,*,*,3
DTD Inference for Views of XML Data AMERICA251,Yannis Papakonstantinou; Victor Vianu,Abstract We study the inference of DTDs for views of XML data; using an abstraction thatfocuses on document content structure. The view definition language produces a list ofdocuments selected from one or more input sources. The selection conditions involvevertical and horizontal navigation; thus querying explicitly the order present in inputdocuments. We point several strong limitations of DTDs and the need for extending themwith ia subtyping mechanism and ii a more powerful specification mechanism than regularlanguages; such as context-free languages. With these extensions; we show that one canalways infer tight DTDs; that precisely characterize a selection view on sources satisfyinggiven DTDs. We also show important special cases where one can infer a tight DTD withoutrequiring extension ii; and we consider more powerful views that construct complex …,*,*,*,6
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Yannis Papakonstantinou,In 1956; justa few years after the birth of computing; Isaac Asimov published a story calledthe" Last Question." 1 In the story; he envisions a computer-based superintelligence willeventually emerge. The story's highlight is its brilliant ending; in which computing crossesinto cosmology; philosophy; and the atheism-creationism debates. Starting from Asimov'sstory; this Viewpoint discusses how speculation about the future of computing reshapes ourperspective on the nature of reality; makes a strong case for agnosticism; and elevates mindand computing into primary cosmological forces.In Asimov's story; in the year 2150 humanityhas solved its energy problems by efficiently harvesting solar energy. A supercomputer;named AC; is the key enabler of this solar energy technology. But two technicians of AC stillworry that humanity will eventually die; when the sun and all other energy sources finally …,Communications of the ACM,*,*,12
Senior program committee members,Divy Agrawal; Francesco Bonchi; Lei Chen; Bruce Croft; Gautam Das; Lise Getoor; Dimitrios Gunopulos; Jiawei Han; Bingsheng He; Jimmy Huang; Panos Kalnis KAUST Saudi Arabia; George Karypis; Irwin King; Guoliang Li; Ee-Peng Lim; Xuemin Lin; Huan Liu; Raymond Ng; M Tamer Ozsu; Yannis Papakonstantinou; Jignesh M Patel; Kyuseok Shim; Vincent Tseng; Liqiang Wang; Ji-Rong Wen; Jianliang Xu; Ben Zhao,Page 1. Senior Program Committee Members Name Organization Country Karl Aberer EcolePolytechnique Federale de Lausanne (EPFL) Switzerland Divy Agrawal University of California;Santa Barbara USA Francesco Bonchi Yahoo! Research USA Lei Chen Hong Kong Universityof Science and Technology China Bruce Croft University of Massachusetts Amherst USA GautamDas University of Texas at Arlington USA Shirshanka Das LinkedIn USA Juliana Freire NYUPoly USA Rainer Gemulla Max-Planck-Institute für Informatik Germany Lise Getoor Universityof California; Santa Cruz USA Dimitrios Gunopulos University of Athens Greece Jiawei HanUniversity of Illinois at Urbana-Champaign USA Bingsheng He Nanyang TechnologicalUniversity Singapore Jimmy Huang York University Canada Panos Kalnis KAUST Saudi ArabiaGeorge Karypis University of Minnesota USA …,*,*,*,12
Thanks,Nikos Mamoulis; Yannis Papakonstantinou; Timos Sellis,Page 1. Lei Li Computer Science Department Carnegie Mellon University Fast Algorithms forCoevolving Time Series Mining 3/21/2010 Advisor: Christos Faloutsos ICDE 2010 PHD workshopPage 2. Thanks • Organizers: – Nikos Mamoulis – Yannis Papakonstantinou – Timos Sellis • Travelfellowship from NSF – NSF grant IIS-0956600 2 Page 3. Coevolving Time Series (TS) 3Temperature in datacenter Marker positions in mocap BGP updates in network Need fastalgorithms for time series mining Chlorine level in water Page 4. Outline • Motivation – Miningtasks; goals; and problems • Completed Work – P1:Mining w/ Missing Value [Li+ 2009] –P2:Parallel Learning [Li+ 2008b] – P3:Natural Motion Stitching [Li+ 2008a] • Conclusion 4 Page5. M1: Natural Motion Generation • How to generate new realistic motions from mocap database? •eg “karate kick” → “boxing” • Applications: – Game ($57billion 2009) …,*,*,*,5
With Great Freedom for Inconsistent Data Comes Great Scalability Responsibility,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Vasilis Vassalos,ABSTRACT Shared online databases; such as Google Fusion Tables or Quickbase; allowcommunity members to collaboratively maintain and browse data. While users may believein conflicting facts (due to conflicting sources; measurements or opinions); current onlinedatabases do not offer support for the management of data conflicts. Thus online databasescould clearly benefit from technology for uncertain/incomplete databases. However; priorworks on uncertain databases are of limited help when designing a conflict-aware onlinedatabase; for two reasons: First; their performance degrades rapidly as the number ofconflicting facts escalates; which can be the case in large user communities. Second; theywere built as storage models; resulting in data models that are either non-simple or non-compact and thus may require additional; often non-trivial processing before they appear …,*,*,*,18
La Jolla; CA 92093-0114; USA,Yannis Papakonstantinou; Victor VianuJr,Abstract We study the inference of Data Type Deﬁnitions (DTDs) for views of XML data;using an abstraction that focuses on document content structure. The views are deﬁned by aquery language that produces a list of documents selected from one or more input sources.The selection conditions involve vertical and horizontal navigation; thus querying explicitlythe order present in input documents. We point several strong limitations in the descriptiveability of current DTDs and the need for extending them with a subtyping mechanism and (ii)a more powerful speciﬁcation mecha-nism than regular languages; such as context-freelanguages. With these extensions; we show that one can always infer tight DTDs; thatprecisely characterize a selection view on sources satisfying given DTDs. We also showimportant special cases where one can infer a tight DTD without re-quiring extension (ii) …,*,*,*,18
Data Engineering,Ashish Gupta; Inderpal Singh Mumick; Nick Roussopoulos; Chungmin M Chen; Stephen Kelley; Alex Delis; Yannis Papakonstantinou; Gang Zhou; Richard Hull; Roger King; Jean-Claude Franchitti; Joachim Hammer; Hector Garcia-Molina; Jennifer Widom; Wilburt Labio; Yue Zhuge,The Bulletin of the Technical Committee on Data Engineering is published quarterly and isdistributed to all TC members. Its scope includes the design; implementation; modelling;theory and application of database systems and their technology. Letters; conferenceinformation; and news should be sent to the Editor-in-Chief. Papers for each issue aresolicited by and should be sent to the Associate Editor responsible for the issue. Opinionsexpressed in contributions are those of the authors and do not necessarily re ect thepositions of the TC on Data Engineering; the IEEE Computer Society; or the authors'organizations. Membership in the TC on Data Engineering is open to all current members ofthe IEEE Computer Society who are interested in database systems.,Urbana,*,*,12
General Chair: Per-ke (Paul) Larson; Microsoft; USA Program Co-Chairs: David Lomet; Microsoft; USA Gerhard Weikum; University of Saarland; Germany Panel Pro...,Pamela Drew; Yannis Papakonstantinou; Chaitan Baru,Page 1. xviii Organizing Committee General Chair: Per- ke (Paul) Larson; Microsoft; USA ProgramCo-Chairs: David Lomet; Microsoft; USA Gerhard Weikum; University of Saarland; Germany PanelProgram Chair: Mike Carey; IBM Almaden; USA Tutorial Program Chair: Praveen Seshadri; CornellUniversity; USA Industrial Program Co-Chairs: Anil Nori; Asera; Inc.; USA Pamela Drew; Boeing;USA Demo/Exhibits Chair: Ling Liu; Georgia Tech.; USA Publicity Chair: Qiang Zhu; Universityof Michigan; USA Financial Chair: Roger Barga; Microsoft; USA Local Arrangements: YannisPapakonstantinou; University of California at San Diego; USA Chaitan Baru; San Diego Supercomp.Center; USA Publication Chair: Vijay Kumar; University of Missouri - Kansas City; USA SteeringCommittee Chair: Erich Neuhold; GMD-IPSI; Germany,*,*,*,21
A Framework for Navigation-Driven Lazy Mediators,Bertram Ludascher Yannis Papakonstantinou Pavel Velikhov,*,*,*,*
nick; min,Alex Delis; Yannis Papakonstantinou,*,*,*,*
Queries over Virtual Nested Objects,Liang Chen; Yannis Papakonstantinou,ABSTRACT We describe a system that allows the easy specification and efficient support ofqueries specified as a set of attribute/predicate/value triplets over virtual nested objectsconstructed from relational databases. For example; the Internet Movie Database (imdb)provides virtual nested objects such as” movies”(each one containing a movie tuple; multipleactor tuples and more) and” actors”(containing multiple movies). Queries may contain bothboolean and text/fuzzy predicates and may be directed to one or more virtual nested objectsets. We define ranked query semantics that capture the common requirements that (1)individual tuples within a nested object may only satisfy a subset of all the predicates and (2)an object that contains a tuple that satisfies more than one predicates should (all otherthings being equal) be ranked higher than an object where such predicates are satisfied …,*,*,*,10
