A gradient of childhood self-control predicts health; wealth; and public safety,Terrie E Moffitt; Louise Arseneault; Daniel Belsky; Nigel Dickson; Robert J Hancox; HonaLee Harrington; Renate Houts; Richie Poulton; Brent W Roberts; Stephen Ross; Malcolm R Sears; W Murray Thomson; Avshalom Caspi,Abstract Policy-makers are considering large-scale programs aimed at self-control toimprove citizens' health and wealth and reduce crime. Experimental and economic studiessuggest such programs could reap benefits. Yet; is self-control important for the health;wealth; and public safety of the population? Following a cohort of 1;000 children from birth tothe age of 32 y; we show that childhood self-control predicts physical health; substancedependence; personal finances; and criminal offending outcomes; following a gradient ofself-control. Effects of children's self-control could be disentangled from their intelligenceand social class as well as from mistakes they made as adolescents. In another cohort of500 sibling-pairs; the sibling with lower self-control had poorer outcomes; despite sharedfamily background. Interventions addressing self-control might reduce a panoply of …,Proceedings of the National Academy of Sciences,2011,2144
Infant To 3 Year Longitudinal Analysis Of Lung Function Among Infant Wheeze Phenotypes In The Canadian Healthy Infant Longitudinal Development (CHILD) Birth...,Padmaja Subbarao; Christopher Olesovsky; Melanie Emmerson; Aimee Dubeau; Zihang Lu; Bingqing Shen; Krzysztof Kowalik; Felix Ratjen; Theo J Moraes; Malcolm Sears,BACKGROUND/OBJECTIVE The longitudinal decline in lung function associated withasthma is well documented in children and adults. However; the onset of airway dysfunctionand its progression through preschool years is largely unknown. The Toronto site of theCHILD study is focused on a novel longitudinal measure of lung function in infancy thatcould be tracked throughout life; lung clearance index (LCI). Although LCI is known to beelevated (abnormal) in preschool asthmatics; we wished to better understand the onset andtrajectory of LCI changes from infancy 1 in subjects with different wheeze phenotypes.,*,2017,*
Lung Clearance Index (LCI) In Children From The Canadian Healthy Infant Longitudinal Development (CHILD) Birth Cohort With Preschool Asthma,Aimee Dubeau; Melanie Emmerson; Zihang Lu; Bingqing Shen; Krzysztof Kowalik; Per Gustafsson; Felix Ratjen; Theo J Moraes; Malcolm Sears; Padmaja Subbarao,BACKGROUND/OBJECTIVE There is a general consensus that asthma most commonlyoriginates in preschool years; but there is a lack of objective measures to validate diagnosisin this age group. The CHILD study has assessed lung function in preschool children usingLCI; a measure of ventilation efficiency. Elevated LCI has correlated with persistent school-age asthma but has not been extensively studied in a preschool population. Here wecompare the LCI of preschool asthmatics to healthy controls and assess the association ofLCI with recurrent wheeze.,*,2017,*
The Canadian Healthy Infant Longitudinal Development (CHILD) Birth Cohort: Seasonal Exposures; Birth Month And Risk Of Atopy,Cecilia Sierra-Heredia; Shadi Mahmoodi; Ryan W Allen; Frances Coates; Jordan Brubacher; Hind Sbihi; Michael Brauer; Malcolm Sears; Jeffrey Brook; James Scott; Diana Lefebvre; Padmaja Subbarao; Allan Becker; Piush Mandhane; Stuart Turvey; Tim Takaro,Methods The Canadian Healthy Infant Longitudinal Development (CHILD) enrolled 3624pregnant mothers between 2008 and 2012 from four major Canadian cities. In a pilot studyin Toronto we examined atopic status of children at age three by skin-prick test. With logisticregression models including co-variates of mother's education; sex; indoor exposures egsecond hand smoke; mold; furry pets; and multiple household chemical hazards; URIs andan estimate of traffic-related air pollution we assessed risk associated with birth month. Wealso measured ambient pollen and fungi in the largest CHILD city and will be expanding thisanalysis to Winnipeg; Edmonton and Vancouver.,*,2017,*
Canadian Society of Allergy and Clinical Immunology annual scientific meeting 2016,Adelle Atkinson; Adrienne Roos; Ahmed A Darwish Hassan; Alex Simidchiev; Alexander Ho; Alexander Singer; Allan B Becker; Allan Becker; Amanda Ciccolini; Amber Oberle; Amin Kanani; Amin S Kanani; Amrit Singh; Andrea E Burke; Andrew Moses; Andrew Wakeman; Anette K Bølling; Ann Clarke; Anna Cvetkovic; Anne Des Roches; Anne K Ellis; Annika Klopp; Babar Haroon; Barbara McCoy; Barret Monchka; Bassel Dawod; Beverley Temple; Brad Millson; Brenda MacGibbon; Brenda Reid; Brooke Polk; Bruce D Mazer; Casey P Shannon; Chaim M Roifman; Charles Barnes; Charlotte Miller; ChenXi Yang; Chris Olesovsky; Christelle Bourgeois; Christine T McCusker; Christopher Carlsten; Christopher F Rider; Christopher Mill; Christopher Mills; Christos Tsoukas; Chrystyna Kalicinsky; Chun T Che; Claire Tacon; Colin M Barber; Cristina Longo; Damian Tworek; Danay Maestre-Batlle; Daniel Suez; David Dai; David Holt; Delia Heroux; Desmond Leddin; Dhaifallah Alotaibi; Diana Lefebvre; Diana Quint; Donald Stark; Donna Martin; Douglas Mack; Duncan Lejtenyi; Edmond S Chan; Edson Castilho; Edward M Conway; Eiman AlSelahi; Elinor Simons; Elissa Abrams; Elizabeth Lee; Elli Rosenberg; Elodie Portales-Casamar; Evelyn Gunawan; Eyal Grunebaum; F Estelle R Simons; Fernando Aleman; François Graham; Francine M Ducharme; Francisco JD Noya; Frank Albers; Gail Gauvreau; Gilbert Nadeau; Gillian Bartlett; Gina Lacuesta; Gordon L Sussman; Gordon Sussman; Greg Evans; Greg Plunkett; Hana Mullerova; Hanan Alshamali; Hani Hadi; Hans Pasterkamp; Harissios Vliagoftis; Harley Eisman; Heinz Leibl; Helen Neighbour; Herman Tam; Iftikhar Hussain; Isaac Melamed; Jaclyn Quirt; Jacques Hébert; Jay Portnoy; Jean Marshall; Jean-Phillipe Drolet; Jeff Brook; Jeffrey Zaltzman; Jennifer A Sullivan; Jenny Thiele; Joel Liem; John Paul Oliveria; Jonathan Lacombe-Barrios; Joseph Shuster; Josiane Cognet-Sicé; Judah Denburg; Judy Morris; Kara Robertson; Kateryna Vostretsova; Kathy Abiteboul; Katia Charland; Kavisha Jayasundara; Keely Loewen; Kenneth Paris; Kevin E Renahan; Kevin Woodward; Lana Rosenfield; Laurie Lee; Lawrence Joseph; Leah Stiemsma; Leman Yel; Linda Pedder; Lindsay Douglas; Lisa M Steacy; Lisa W Fu; Lorena Vehling; Lori A Connors; Lori Connors; Louis Paradis; Lucy Chen; Lucy Duan; Malcolm R Sears; Malcolm Sears; Marianne Béland; Mark J FitzGerald; Mark Larché; Mark Stein; Mark W Tenn; Martin Noel; Martine Lemire; Mary Messieh,Background: Multiple animal antigens; spores and pollens were collected and identifiedfrom the Kuwaiti atmosphere. The role for these antigens in mediating allergic rhinitis forKuwaiti residents needs to be evaluated. Objective: To investigate the causes (both indoorsand outdoors) of allergic rhinitis for Kuwaiti residents. Method: This is a retrospective study ofall positive skin tests that we obtained in our Allergy clinic in Mubarak Alkabeer Hospital inKuwait; during the period between May 2013 and December 2015; from patients whopresented with allergic rhinitis symptoms and/or signs. They underwent skin prick tests to abattery of common allergens (german cockroach; cat dander; dog dander; house dustmitesmix; cladosporium; aspergillus mix; penicillium mix; alternaria; grass pollens mix; Russianthistle pollens; mugwort pollens; rough pigweed pollens; sorrel pollens; compositae …,Allergy; Asthma & Clinical Immunology,2017,*
Maternal Factors and Human Milk Oligosaccharide Composition in the CHILD Cohort,Bianca Marie Robertson; Lars Bode; Atul K Sharma; Allan B Becker; Piushkumar J Mandhane; Padmaja Subbarao; Stuart E Turvey; Diana L Lefebvre; Malcolm R Sears; Meghan B Azad,Abstract Rationale Accumulating evidence suggests that human milk oligosaccharides(HMOs) impact infant health. However; which maternal factors influence HMO composition islargely unknown. Methods We analyzed 427 breast milk samples from the CanadianHealthy Infant Longitudinal Development (CHILD) study by rapid high-throughput HPLC todetermine associations between HMO composition and maternal age; ethnicity; parity;secretor blood group status; method of delivery and milk collection time postpartum. Milksamples were collected at 4 months postpartum (median 16 weeks; interquartile range 14–19 weeks). Spearman correlations; t-tests and multivariable linear regression were used toevaluate relationships between HMO composition and maternal factors. Results Maternalsecretor blood group status; lactation time postpartum; and parity were significantly and …,The FASEB Journal,2017,*
Human Milk Oligosaccharides and Food Sensitization at 12 months in the CHILD Cohort,Meghan B Azad; Bianca Robertson; Atul K Sharma; Padmaja Subbarao; Allan B Becker; Piushkumar J Mandhane; Stuart E Turvey; Diana L Lefebvre; Malcolm R Sears; Lars Bode,Abstract Rationale Human milk oligosaccharides (HMOs) provide selective substrates forinfant gut microbiota and influence immune system maturation. HMOs appear to modifyallergic disease development in rodent models; but this has not been confirmed in humans.Methods We studied a representative subset of 421 mother-infant dyads from the CanadianHealthy Infant Longitudinal Development (CHILD) birth cohort. Milk samples were collectedat 4 months postpartum (median 16 weeks; interquartile range 14–19) and analyzed byrapid high-throughput HPLC to quantify the 20 most abundant HMOs. Skin prick testing wasperformed at 12 months to determine sensitization (≥ 2mm wheal) to egg; milk; soy andpeanut. Associations were examined for total and individual HMO levels (univariateanalysis: Wilcoxon rank-sum test) and overall HMO profiles (multivariable classifier …,The FASEB Journal,2017,*
Peanut Introduction; Sensitization and Allergy Development in an Unselected Canadian Cohort,Elinor Simons; Diana L Lefebvre; David Dai; Stuart E Turvey; Padmaja Subbarao; Piushkumar Mandhane; Malcolm R Sears; Allan B Becker,Elinor Simons; MD; PhD; MSc; FAAAAI1; Diana L. Lefebvre; PhD2; David Dai; MSc2; StuartE. Turvey; MBBS; DPhil3; Padmaja Subbarao; MD; MSc4; Piushkumar Mandhane; MD;PhD5; Malcolm R. Sears; MB; ChB; FAAAAI2; and Allan B. Becker; MD; FAAAAI1; 1Uni- versityof Manitoba; Winnipeg; MB; Canada; 2McMaster University; Hamilton; ON; Canada; 3BritishColumbia Children's Hospital; Vancou- ver; BC; Canada; 4Hospital for Sick Children;Toronto; ON; Canada; 5Uni- versity of Alberta; Edmonton; AB; Canada. RATIONALE: Delayedintroduction of peanut has been shown to increase the likelihood of peanut allergy amonghigh-risk children. METHODS: Caregivers of participants in the Canadian Healthy Infant LongitudinalDevelopment (CHILD) Study prospectively reported their children's ages of dietary introductionto peanut. At ages 1 and 3 years; the children underwent skin prick testing (SPT) to …,Journal of Allergy and Clinical Immunology,2017,*
AllerGen’s 8th research conference,Abbey Schlatman; Aimée Dubeau; Allan B Becker; Aman Saini; Amrit Singh; Amy HY Lee; Andrea A Baccarelli; Andrea Arevalos; Angela Chow; Anick Langlois; Anita L Kozyrskyj; Ann Clarke; Anne K Ellis; Anne-Marie Lauzon; Bahar Torabi; Bimal Chhetri; Bingqing Shen; Bob Hancock; Brett Finlay; Brittany M Salter; Bruce D Mazer; Caitlin Obminski; Carlos Sandoval; Caroline Duchaine; Casey P Shannon; Catherine J Field; Chan Y Park; Chen Xi Yang; Cheng Peng; Christof Brückmann; Christopher Carlsten; Christopher J Olesovsky; Cynthia Kanagaratham; Danay Maestre; Daniel E Adams; Danuta Radzioch; Darren Sutherland; David Dai; David Guttman; David H Rehkopf; David Marsolais; David Proud; David S Wishart; Delbert R Dorscheid; Diana Lefebvre; Duncan Lejtenyi; Edith Chen; Edmond S Chan; Edward M Conway; Elinor Simons; Emilie Bernatchez; Erin Gill; Felix Ratjen; Frances Coates; Frantisek Kopriva; Gail M Gauvreau; Graeme Nusca; Gregory E Miller; Gurpreet K Singhera; Hamid Tavakoli; Harley Eisman; Hasantha Sinnock; Helen Neighbour; Hyang-Min Byun; Ingrid Baerg; J Mark FitzGerald; James A Scott; James G Martin; Jeff Brook; Jeff Kwong; Jeff Xia; Jeffrey J Fredberg; Jennifer Henri; Jenny Thiele; Jens Walter; Jeremy Hirota; John-Paul Oliveria; Jordan Brubacher; Joseph O Okeme; Judy Morris; Julia L MacIsaac; Julie L MacIssac; Karen Howie; Kate Bassil; Kelly M McNagny; Kelly Sabaliauskas; Krzysztof Kowalik; Kyla C Jamieson; Larry D Lynd; Lawrence Joseph; Leah Stiemsma; Liane J Kang; Lisa M McEwen; Lisa M Steacy; Louis-Philippe Boulet; Luis Rosero-Bixby; Malcolm R Sears; Manjeet Kumari; Marco Sanchez-Guerra; Marian Hajduch; Marie-Claire Arrieta; Marie-Renée Blanchet; Mark Larché; Mark W Tenn; Marta E Chico; Matthew J Gold; Maxwell M Tran; Meaghan J Jones; Meghan B Azad; Melanie Emmerson; Michael J O’Sullivan; Michael S Kobor; Michael Wang; Michelle North; Min Hyung Ryu; Minglian Jin; Miriam L Diamond; Mohsen Sadatsafavi; Mon H Tun; Moshe Ben-Shoshan; Neeloffer Mookherjee; Nicole R Bush; Olga Pena; Padmaja Subbarao; Paige Lacy; Pascale Blais-Lecours; Paul M O’Byrne; Per Gustafsson; Petya T Koleva; Phil Cooper; Pierre Camateros; Piushkumar J Mandhane; Rachel D Edgar; Radha S Chari; Roma Sehmi; Rupasri Mandal; S JasemineYang; Sarah L Bridgman; Sarah Schryver; Scott J Tebbutt; Scott J Tebbutt; Sebastien LaVieille; Sofianne Gabrielli; Steven G Smith; Stuart E Turvey; Sumaiya A Islam; Suman Dhal; Susan Balkovec; Susan Goruk; Susan J Elliott,*,Allergy; Asthma & Clinical Immunology,2016,*
Reply: The Less Refined Reference Group of “No Asthma” Is Not Related to the Opposing Interaction Findings,Robert J Hancox; Andrew R Gray; Malcolm R Sears,We thank Dr. Perret and Prof. Dharmage for raising these issues. The reasons for theapparent contradictions between our findings and their earlier publication are unclear; and itis important to consider whether these could be because of methodological differences;including the definitions of asthma (1; 2). We defined child-persistent asthma as those withdiagnosed current asthma with symptoms or medication use in both childhood (age 9–13 yr)and adulthood (ages 32 or 38 yr). This definition may have excluded some participants withwheeze not diagnosed as asthma. However; this would not explain why smoking had noapparent effect on airflow obstruction among those who did have diagnosed child-persistentasthma: Participants with wheeze not diagnosed as asthma may have been incorrectlyincluded in the reference group; but this could not explain the absence of smoking-related …,American journal of respiratory and critical care medicine,2016,*
Specific parental atopy; sex of child and timing of introduction of'allergenic'foods,Malcolm Sears; Maxwell Tran; Diana Lefebvre; David Dai; Meghan Azad; Padmaja Subbarao; Wendy Lou; Allan Becker; Piushkumar Mandhane; Stuart Turvey; CHILD Study Investigators,Background: In the Canadian Healthy Infant Longitudinal Development (CHILD) cohort;early introductions of egg; cow9s milk products and peanut were associated with reducedsensitization to these foods at 1 year. We investigated whether these effects differed byspecific parental atopy and child sex. Methods: We analyzed feeding patterns in 2284children in relation to food sensitization at 1 year; stratified by paternal and maternal atopyindependently and child sex. Results: In male infants with atopic fathers/non-atopic mothers(n= 215); using introduction after 12 months as reference; introduction of cow9s milkproducts by 6 months reduced sensitization to egg (OR 0.13; 95% CI 0.02; 0.91) and peanut(OR 0.08; 95% CI 0.01; 0.63); introduction of peanut between 7-12 months reducedsensitization to egg (OR 0.31; 95% CI 0.08; 0.94); and introduction of milk between 7-12 …,*,2016,*
P080 Assessment of environmental exposures in the canadian healthy infant longitudinal development (CHILD) birth cohort,Tim K Takaro; James Scott; Ryan Allen; Allan Becker; Dean Befus; Diana Lefebre; Piush Mandhane; Kathleen McLean; Hind Sbhihi; Michael Brauer; Huan Shu; Padmaja Subbarao; Stuart Turvey; Amanda Wheeler; Malcolm Sears; Jeffery R Brook; CHILD study investigators,The Canadian Healthy Infant Longitudinal Development (CHILD) birth cohort was designedto elucidate environment-gene relationships underlying the development of asthma andallergy. 3;624 pregnant mothers were recruited from four provinces in Canada. 3542 infantswere eligible for the study and have detailed longitudinal individual-level data. Key domainsinvestigated include indoor and outdoor air pollutants; household chemicals; mould; andother biological allergens; behaviour; infections; gut microbiome; nutrition; psychosocialenvironment and medications. Assessments of early life exposures focus on inflammatoryresponses driven by the acquired and innate immune systems. Half of the cohort hasreached the 5-year diagnostic endpoints of asthma and allergy. Methods Exposureassessment methods include extensive environmental questionnaires including time …,*,2016,*
Proceedings of the Canadian society of allergy and clinical immunology annual scientific meeting 2015,Marie-Ève Côté; Marie-Ève Boulay; Sophie Plante; Jamila Chakir; Louis-Philippe Boulet; Hanan Ahmed; Maria-Beatriz Ospina; Kyriaki Sideri; Harissios Vliagoftis; Sara F Johnson; Roberta L Woodgate; Guilhem Cros; Pierre Teira; Sonia Cellot; Henrique Bittencourt; Helene Decaluwe; Marie France Vachon; Michel Duval; Elie Haddad; Vy HD Kim; Anne Pham-Huy; Eyal Grunebaum; John-Paul Oliveria; Stephanie Phan; Mark W Tenn; Damian Tworek; Steven G Smith; Adrian J Baatjes; Caitlin D Obminski; Caroline E Munoz; Tara X Scime; Roma Sehmi; Gail M Gauvreau; Brittany M Salter; Abbey Schlatman; Rick Watson; Roya Sherkat; Razieh Khoshnevisan; Saba Sheikhbahaei; Stephen Betschel; Richard Warrington; Robert Schellenberg; Michael N Fein; Jean-Philippe Pelletier; Manstein Kan; Roxane Labrosse; Raymond Mak; James Loh; Amin Kanani; Dominik A Nowak; Paul K Keith; Daniel Pannozzo; Hermenio C Lima; Diana Pham; Hoang Pham; Gonzalo G Alvarez; Istvan T Bencze; Krishna B Sharma; Mark Smith; Shawn Aaron; Jennifer Block; Tara Keays; Judith Leech; David Schneidermen; Jodi Cameron; Jennifer Forgie; Alicia Ring; John W O’Quinn; Stephanie Santucci; William H Yang; Ena Gaudet; Mathew R Voisin; Rozita Borici-Mazi; Kateryna Vostretsova; Donald F Stark; Elizabeth Yeboah; Michelle Martin-Rhee; Cheryl Gula; Clare Cheng; Geoff Paltser; Alizée Dery; Ann Clarke; Kari Nadeau; Laurie Harada; Kimberley Weatherall; Celia Greenwood; Denise Daley; Yuka Asai; Moshe Ben-Shoshan; Ling Ling; Maria B Ospina; Jennifer LP Protudjer; Mirja Vetander; Marianne Hage; Ola Olén; Magnus Wickman; Anna Bergström; Timothy Teoh; Christopher Mill; Tiffany Wong; Ingrid Baerg; Angela Alexander; Kyla J Hildebrand; John Dean; Boris Kuzeljevic; Edmond S Chan; Jonathan Argeny; Mia Gona-Hoepler; Petra Fucik; Edith Nachbaur; Saskia Gruber; Reto Crameri; Andreas Glaser; Zsolt Szépfalusi; Claudio Rhyner; Thomas Eiwegger; Greg Plunkett; Brad Mire; Mehtap Yazicioglu; Ceren Can; Gokce Ciplak; Victoria E Cook; Elodie Portales-Casamar; Emil P Nashi; Sofianne Gabrielli; Marie-Noel Primeau; Christine Lejtenyi; Elena Netchiporouk; Alizee Dery; Greg Shand; Erica Hoe; Joel Liem; Jason K Ko; David JT Huang; Jorge A Mazza; Mary McHenry; Anthony Otley; Wade Watson; John N Kraft; Mihaela Paina; Ahmed A Darwish Hassan; Delia Heroux; Lynn Crawford; Gail Gauvreau; Judah Denburg; Linda Pedder; Zave Chad; Gordon Sussman; Jacques Hébert; Charles Frankish,A1 Role of fibrocytes in allergic rhinitis Marie-Ève Côté; Marie-Ève Boulay; Sophie Plante;Jamila Chakir; Louis-Philippe Boulet A2 Patterns of aeroallergens sensitization in NorthernAlberta Hanan Ahmed; Maria-Beatriz Ospina; Kyriaki Sideri; Harissios Vliagoftis A3Addressing acceptable risk for adolescents with Food-Induced Anaphylaxis (FIA) Sara F.Johnson; Roberta L. Woodgate A4 Outcomes of matched related and unrelated bonemarrow transplantation after reduced-toxicity conditioning for children suffering from ChronicGranulomatous Disease Guilhem Cros; Pierre Teira; Sonia Cellot; Henrique Bittencourt;Helene Decaluwe; Marie France Vachon; Michel Duval; Elie Haddad A5 Outcomes ofpatients with severe combined immunodeficiency (SCID) prior to and after initiation ofnewborn screening for SCID in Ontario Vy HD Kim; Anne Pham-Huy; Eyal Grunebaum A6 …,Allergy; Asthma & Clinical Immunology,2016,*
Sensitization and allergy to highly-allergenic foods at age 3 years,Elinor Simons; Diana Lefebvre; David Dai; Allan B Becker; Stuart Turvey; Padmaja Subbarao; Piushkumar Mandhane; Malcolm Sears,BACKGROUND We evaluated the associations between the development of sensitizationand food allergy diagnoses for milk; egg and peanut at age 3 years; with the goal ofcontributing to our understanding of why only some food-sensitized children develop anallergy to the food.,Book of Abstracts,2016,*
Peripheral Airway Dysfunction In The Dunedin Cohort At Age 38 Years,Paul D Robinson; Gregory G King; Malcolm R Sears; Chuen Yen Hong; Robert Hancox,*,*,2016,*
Sleep Patterns In A Cohort Of General Population Canadian 1-Year-Old Infants,Sirisha Gaddipati; Piushkumar J Mandhane; Aimee Dubeau; Theo Moraes; Malcolm R Sears; Padmaja Subbarao; Indra Narang,Background: Infant sleep is critical for healthy childhood development. Sleep patterns ininfants may predict future sleep patterns; sleep duration; neurodevelopment as well as bodymass index (BMI). Previous research indicates infant sleep duration of less than 12 hoursper day is a possible risk factor for increased BMI in preschool-aged children. Objective andMethods: The objective of this study was to examine the sleep patterns of infants in a healthybirth cohort. A subcohort of 215 parents of 1-year-old infants enrolled in the Toronto site of anational general population cohort study; the Canadian Healthy Infant LongitudinalDevelopment (CHILD) Study; completed a brief standardized infant sleep questionnaire(BISQ) together with longitudinal health questionnaires. Results:,*,2016,*
The Effects Of Birth Weight On Infant Pulmonary Function,Aimee Dubeau; Zihang Lu; Susan Balkovec; Krzysztof Kowalik; Per Gustafsson; Felix A Ratjen; Malcolm R Sears; Padmaja Subbarao,Methods: Pregnant women recruited to the Toronto site of the CHILD study were invited toparticipate in an infant lung function study. Pulmonary function tests included multiple breathwashout (MBW) testing; from which we derived the lung clearance index (LCI); performed onthree occasions; early; mid and late infancy. To understand the role of the birth weight;infants with weights in the upper centile (> 90; ie th,*,2016,*
Early Life Indoor Inflammatory Exposures And Asthma Risk At Three Years Of Age In The Canadian Healthy Infant Longitudinal Development (CHILD) Birth Cohort,Tim K Takaro; Yayuk Joffres; Huan Shu; Jeffery Brook; Allan B Becker; Kathleen McLean; Amanda J Wheeler; James A Scott; Diana L Lefebvre; Hind Sbihi; Piushkumar J Mandhane; Padmaja Subbarao; Stuart E Turvey; Malcolm R Sears,Methods: exposure assessment from mid-gestation through 5 years includes a walk-throughhome assessment at 3-4 months; blood; urine and house-dust sampling; land-useregression model estimates of ambient air pollution and repeated questionnaires in multipledomains in an effort to estimate important exposures during key periods of development. Acomprehensive suite of indoor exposures with potential inflammatory properties (eg moldand moisture; cleaning products and other household chemicals; Particulate Matter; housedust and pests) were combined into an Indoor Inflammatory Index (III). For the first 2082CHILD subjects 7 phthalate metabolites measured in urine collected at age 3-4 months(monobutyl phthalate (MBP); monobenzyl phthalate (MBzP); monoethyl phthalate (MEP);mono-2-ethyl-5-oxohexyl phthalate (MEOHP); mono-2-ethylhexyl phthalate (MEHP) …,*,2016,*
Gut Microbiota Metabolites in Infancy: Associations with Breastfeeding and Childhood Overweight,Sarah Bridgman; Petya Koleva; Rupasri Mandal; Meghan Azad; Catherine Field; Andrea Haqq; Allan Becker; Stuart Turvey; Piush Mandhane; Padmaja Subbarao; Malcolm Sears; David Wishart; Anita Kozyrskyj,Abstract Overweight in childhood has been characterized by a distinct profile of fecal shortchain fatty acids (SCFA); derived from the gut microbial fermentation of dietary substrates.Overweight children are also less likely to be breastfed as infants. The study objective was toexplore associations between fecal SCFA and infant diet at 3–4 months of age; as well asassociations between fecal metabolites at 3–4 months of age and overweight status at age 3years.,The FASEB Journal,2016,*
Michael G. Ross,AL Kozyrskyj; DM Sloboda; S Rautava; JG Wallace; W Gohir; R Kalu; PT Koleva; SL Bridgman; MJ Gosalbes; Y Vallès; N Jiménez-Hernández; C Balle; P Riva; S Miravet-Verde; LE de Vries; S Llop; Y Agersø; SJ Sørensen; F Ballester; MP Francino; AE Cassidy-Bushrow; A Sitarik; AM Levin; SV Lynch; S Havstad; DR Ownby; CC Johnson; G Wegienka; R Cabrera-Rubio; L Mira-Pascual; A Mira; MC Collado; D Munblit; S Sheth; P Abrol; M Treneva; DG Peroni; LY Chow; AL Boner; A Pampura; JO Warner; RJ Boyle; T Konya; MB Azad; MR Sears; AB Becker; SE Turvey; PJ Mandhane; P Subbarao; JA Scott; CJ Field; RK Simbulan; X Liu; SK Feuer; E Maltepe; A Donjacour; P Rinaudo,High frequencies of antibiotic resistance genes in infants' meconium and early fecal samplesMJ Gosalbes and Y. Vallès and N. Jiménez-Hernández and C. Balle and P. Riva and S.Miravet-Verde and LE de Vries and S. Llop and Y. Agersø and SJ Sørensen and F. Ballesterand MP Francino,*,2016,*
Is the Aging Airway Less Responsive to Treatment?,Malcolm R Sears,The effect of age and sex on the incidence and prevalence of asthma and its natural historyare well recognized; but the effects of age and sex on response to treatments are less welldefined. In young people; especially children; treatment generally results in normal lungfunction and lifestyle. In older persons; symptoms may be more persistent; and lung functionless than optimal. More hospitalizations and deaths from asthma occur in older subjects;who may also experience a greater annual decline in lung function (1–3). Is this related tothe duration of asthma and its effect on airway pathology; airway remodeling; developmentof “resistance” to pharmacological agents; or other reasons? In this issue of the Journal;Dunn and colleagues (pp. 551–558) report data from a series of randomized clinical trialsconducted by the Asthma Clinical Research Network during a period of 10 years that …,*,2015,*
Early life gut microbial alterations in children diagnosed with asthma by three years of age,Leah Stiemsma; Marie-Claire Arrieta; Pedro Dimitriu; Lisa Thorson; Sophie Yurist-Doutsch; Boris Kuzeljevic; Diana Lefebvre; Padmaja Subbarao; Piush Mandhane; Allan Becker; Malcolm Sears; Kelly McNagny; Tobias Kollmann; William Mohn; Brett Finlay; Stuart Turvey; Child Study Investigators,Background: Previously our group associated early life gut microbial alterations in one-year-old children with risk of active asthma at school age. These early life alterations werecharacterized by significant reductions in four bacterial genera and a decreased productionof microbial derived metabolites. We hypothesize that this early life gut microbial dysbioticstate is also associated with asthma diagnosed in children by three years of age and aim toidentify additional bacterial populations that might be contributing to this asthmaticphenotype. Methods: 286 children enrolled in the Canadian Healthy Infant LongitudinalDevelopment (CHILD) study were classified according to the diagnosis of asthma by threeyears of age. Bacterial 16S rDNA from 3-month and 1-year stool samples from thesechildren was extracted; amplified; and subjected to high throughput Illumina sequencing …,*,2015,*
Cluster Analysis Of Lung Clearance Index And Infant Phenotypes In The Canadian Healthy Infant Longitudinal Development (CHILD) Study,Zihang Lu; Aimee Dubeau; Susan Balkovec; Per Gustafsson; Malcolm Sears; Felix A Ratjen; Wendy Lou; Padmaja Subbarao,*,*,2015,*
Association Of Meconium Microbiota And Prenatal Maternal Atopic Disorders In Pregnancy,Petya Koleva; Ji-Sun Kim; David Guttman; Malcolm Sears; Allan Becker; Piush Mandhane; Padmaja Subbarao; Stuart Turvey; James Scott; Anita Kozyrskyj,*,*,2015,*
The Relationship Between Body Fat And Respiratory Function,T Sutherland; C Mclachlan; M Sears; J Greene; R Poulton; B Hancox,Read 'THE RELATIONSHIP BETWEEN BODY FAT ANDRESPIRATORY FUNCTION' on Ovid Insights.,Respirology,2015,*
The Effect Of Quitting Cannabis On Respiratory Symptoms,B Hancox; H Shin; M Sears; R Poulton,Read 'THE EFFECT OF QUITTING CANNABIS ON RESPIRATORY SYMPTOMS' on Ovid Insights.,Respirology,2015,*
Perinatal Exposure to Traffic-Related Air Pollution and Atopy at 1 Year of Age in a Multi-Center Canadian Birth Cohort Study,Stuart E Turvey; Allan Becker; Piush Mandhane; Ryan W Allen; Michael Brauer; Tim K Takaro; James A Scott; Padmaja Subbarao; Malcolm R Sears; Jeffrey R Brook; Hind Sbihi,*,*,2015,*
As-needed formoterol (F) in asthma: An analysis of the East-Asian subgroup of the RELIEF study,SG Huang; QJ Cheng; MR Sears,RATIONALE: As-needed adjustments in budesonide/F reduce future exacerbation risk inAsian patients (pts) vs a fixed-dose combination+ salbutamol (S). 1 However; as safety datafor as-needed F vs S in this population are limited; this was further explored in a subanalysisof Asian pts from the RELIEF study (SD-037-0699). 2 METHODS: Pts aged≥ 6 yrs withasthma who were using/able to use β 2-agonist reliever medication were randomised to 6months9 open-label as-needed F (4.5 µg/dose; Turbuhaler®) or S (200µg/dose; pMDI/DPI).Safety and efficacy were assessed by number of asthma-related (AR)/non-AR seriousadverse events (SAEs) and discontinuations due to AEs (DAEs) and time to firstexacerbation; respectively. RESULTS: The analysis included 2834 East-Asian pts (meanage 35 [5–85] yrs; men 51%; n= 1418 on F; n= 1416 on S) with comparable baseline data …,European Respiratory Journal,2014,*
