A brief survey of web data extraction tools,Alberto HF Laender; Berthier A Ribeiro-Neto; Altigran S Da Silva; Juliana S Teixeira,Abstract In the last few years; several works in the literature have addressed the problem ofdata extraction from Web pages. The importance of this problem derives from the fact that;once extracted; the data can be handled in a way similar to instances of a traditionaldatabase. The approaches proposed in the literature to address the problem of Web dataextraction use techniques borrowed from areas such as natural language processing;languages and grammars; machine learning; information retrieval; databases; andontologies. As a consequence; they present very distinct features and capabilities whichmake a direct comparison difficult to be done. In this paper; we propose a taxonomy forcharacterizing Web data extraction fools; briefly survey major Web data extraction toolsdescribed in the literature; and provide a qualitative analysis of them. Hopefully; this work …,ACM Sigmod Record,2002,940
Um método probabilístico para o preenchimento automático de formulários Web a partir de textos ricos em dados,Guilherme Alves Toda,On the Web of today the most prevalent solution for users to interact with data-intesiveapplications is the use of form-based interfaces composed by several data input fields; suchas text boxes; radio buttons; pull-down lists and check boxes. Although these interfaces arepopular and effectiver; in many cases; free text interfaces are preferred over form basedones. In this work we present; the implementation and the evaluation of a novel method forautomatically filling form-based input interfaces using data-rich text. Our solution takes adata-rich free text as input (eg; an ad); extracts implicit data values from it and fillsappropriate fields using them. For this task; we rely on knowledge obtained from values ofprevious submissions for each field; which are freely obtained from the usage of theinterfaces. Our approach; called iForm; exploits features related to the content and the …,*,2010,1
Blocagem Adaptativa e Flexível para o Pareamento Aproximado de Registros.,Luiz Osvaldo Evangelista; Eli Cortez; Altigran Soares da Silva; Wagner Meira Jr,In data integration tasks; records from a single dataset or from different sources must beoften compared to identify records that represent the same real world entity. The cost of thissearch process for finding duplicate records grows quadratically as the number of recordsavailable in the data sources increases and; for this reason; direct approaches; ascomparing all record pairs; must be avoided. In this context; blocking methods that arebased on machine learning processes are used to find the best blocking function; based onthe combination of low cost rules; which define how to perform the record blocking. Thiswork presents a new blocking method based on machine learning. Different from othermethods; this new approach is based on genetic programming; allowing the use of moreflexible rules and a larger number of such rules for defining blocking functions; leading to …,SBBD,2009,1
Learning to deduplicate,Alberto HF Laender; Altigran S Da Silva; Marcos Andre Goncalves; Moises G De Carvalho,Identifying record replicas in digital libraries and other types of digital repositories isfundamental to improve the quality of their content and services as well as to yield eventualsharing efforts. Several deduplication strategies are available; but most of them rely onmanually chosen settings to combine evidence used to identify records as being replicas. Inthis paper; we present the results of experiments we have carried out with a novel machinelearning approach we have proposed for the deduplication problem. This approach; basedon genetic programming (GP); is able to automatically generate similarity functions toidentify record replicas in a given repository. The generated similarity functions properlycombine and weight the best evidence available among the record fields in order to tellwhen two distinct records represent the same real-world entity. The results of the …,Digital Libraries; 2006. JCDL'06. Proceedings of the 6th ACM/IEEE-CS Joint Conference on,2006,1
Uma Abordagem para Armazenamento de Dados Semi-Estruturados em Bancos de Dados Relacionais.,Karine V Magalhães; Alberto HF Laender; Altigran Soares da Silva,This paper presents an approach to storing semistructured data in relational databases. Wefocus on semistructured data as extracted from Web pages by a tool called DEByE (DataExtraction By Example); and organized according to its data model; the DEByE Object Model(DEByE-OM). The approach presented here consists in representing the structure of objectsextracted by DEByE by a relational schema and populating the corresponding databaseaccordinly. We also show how to retrieve such data by automatically transforming high-levelquery speci? cations (query patterns) into SQL queries that are executed over the relationaldatabase. Results of experiments carried out to evaluate our approach are also described.,SBBD,2001,1
Effects of Long-Term Walking on Baropodometric Parameters and Manual Muscle Strength,JM Rezende; PVO Vitorino; AA Silva; EN Pereira; TV Lemos; ALL Sousa,Abstract Objectives: Assess the static baropodometric parameters and manual musclestrength before and during five days of long-distance walking. Methods: Longitudinal studythat assessed 25 male participants. Five assessments were made: baseline 20 days beforethe event (A0) and the remainder (A1; A2; A3 and A4) during the walk at the end of eachday. For the assessment; a baropodometer and the hydraulic manual dynamometer.Results: The participants' average age was 45.6±9.1 years and the mean body mass index23.1±2.6 kg/m2. The assessment included 250 feet: 204 neutral and 46 hollow. Themaximum pressure in the right feet increased between A1 and A4 (p= 0.025) and droppedbetween A2 and A3 (p= 0.051). The contact surface of the right feet decreased between A0and A1 (p< 0.001); increased between A1 and A2 (p= 0.001) and decreased between A2 …,J Fam Med,2017,*
Towards the Effective Linking of Social Media Contents to Products in E-Commerce Catalogs,Henry S Vieira; Altigran S da Silva; Pável Calado; Marco Cristo; Edleno S de Moura,Abstract Online social media has become an essential part of our life. This media is oftencharacterized by its diverse content; which is produced by ordinary users. The potential toeasily express ideas and opinions has made social media a source of valuable informationon a variety of topics. In particular; information containing comments about consumerproducts has become prevalent. Here; we are interested in linking products mentioned inunstructured user-generated content; namely open discussion forums; to their respectiveentities in consumer product catalogs. Among the issues associated with this task; ambiguityis a particularly hard problem; as users typically refer to the same product using manydifferent forms and different products may share the same form. We argue that this problemcan be effectively solved using a set of evidences that can be easily extracted from social …,Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016,*
Finding seeds to bootstrap focused crawlers,Karane Vieira; Luciano Barbosa; Altigran Soares Da Silva; Juliana Freire; Edleno Moura,Abstract Focused crawlers are effective tools for applications requiring a high number ofpages belonging to a specific topic. Several strategies for implementing these crawlers havebeen proposed in the literature; which aim to improve crawling efficiency by increasing thenumber of relevant pages retrieved while avoiding non-relevant pages. However; animportant aspect of these crawlers has been largely overlooked: the selection of the seedpages that serve as the starting points for a crawl. In this paper; we show that the seeds cangreatly influence the performance of crawlers; and propose a new framework forautomatically finding seeds. We describe a system that implements this framework andshow; through a detailed experimental evaluation; that by providing crawlers a seed set thatis large and varied; they not only obtain higher harvest rates but also an improved topic …,World Wide Web,2016,*
Heuristics to Improve the BMW Method and Its Variants,Lídia Lizziane Serejo de Carvalho; Edleno Silva de Moura; Caio Moura Daoud; Altigran Soares da Silva,*,Journal of Information and Data Management,2016,*
Quien sabe por Algebra; sabe scientificamente: A tribute to José Nuno Oliveira,Luís Soares Barbosa; A Silva; Alcino Cunha,Software technology is pre-scientific in its lack of an effective basis for predicting computers'behaviour. My research aims at improving scientific standards in software design throughformal methods and calculational techniques. These include the application of mathematicaltransforms in refactoring and improving existing software theories. I do this with passion andfirmly believe this will make computing better in the future. Since his return from Manchesterto Minho; in 1984; José Nuno Oliveira has devoted all his academic life to this programme.In other words; to the development of software modelling frameworks; as well as theassociated calculi; the two pillars of any true Engineering discipline. Along the road; hemade remarkable contributions to a broad range of topics—from data refinement to systemsprototyping; from relational calculi to typed linear algebra; from functional dependence …,*,2016,*
1B. 07: EVALUATION OF CENTRAL BLOOD PRESSURE DURING A VERY LONG DISTANCE WALKING.,PV Vitorino; WK Souza; EN Pereira; JM Rezende; AC Arantes; NG Marques; AA Silva; MC Pinheiro; TS Jardim; PC Jardim; AL Sousa,Abstract To evaluate the behavior of central blood pressure (BP) variables in male athletesbefore and during a very long distance walking-310Km route in five days. Longitudinal studywith 25 participants. This walking nominated as' Ecological Walk'happens in Brazil every julysince 1991. Its main goals are environmental preservation awareness; health lifestyleincitement as well as exercise practice incitement. The participants traveled the 310 Kmduring five days alternating walking and light running; a 72 Km/day average. First datacollection occurred one month before the walking (V0) and the others; during the second(V2); third (V3) and fourth walking day (V4); just after the athletes finished the daily route.Mobil O Graph was the device used to get central BP variables: pulse wave velocity (PWV);augmentation index (AIx); peripheral vascular resistance (PVR); central pulse pressure …,Journal of hypertension,2015,*
Heurísticas para aprimorar o método BMW e suas variantes,Lídia Lizziane Serejo de Carvalho,Several research efforts have been conducted in the literature to develop methods to reducethe cost of query processing in search engines. This research aims to propose modificationsto improve the performance of the block-Max WAND (BMW) algorithm; one of the mostefficient algorithms proposed previously. The BMW algorithm uses heuristics to discard thedocuments entries at query processing; which makes it extremely fast. In this dissertation; wepropose and evaluate additional heuristics to improve the perfomance of BMW and yourvariant BMW-CS in an attempt to both further reduces query processing times and theamount of memory required for processing queries.,*,2015,*
Interactions between soybean and weeds in a replacement series system; considering the effects of water stress,R Vivian; D Dourado-Neto; AA Silva; RB Franco; STR Correa,ABSTRACT Due to the increase of water deficiency in many farm regions and its meaningon weed interference; competitive interactions between soybean and three weeds wereevaluated under water stress (20 to 40 days after transplanting) and no stress conditions.Three independent experiments were carried out in a growth chamber; being each onecomposed by the weeds Alternanthera tenella; Tridax procumbens or Digitaria ciliaris; alongwith the crop; in which soil water condition and plant composition effects were evaluatedwhile in competition. A replacement series system was used; including both monoculture ofeach species and a mixture with a ratio of 50% between weed and soybean. A completelyrandomized design was used in factorial arrangement; with treatments distributed in threelevels for plant composition factor (soybean and weeds monocultures; in addition to the …,Planta Daninha,2013,*
Nivel de ruido en una unidad de terapia intensiva pediátrica: estudio observacional correlativo,Fernanda Maria do Carmo da Oliveira; Márcia Barbosa de Paiva; Maria Aparecida de Luca Nascimento; Vivian Marinho Rezende; Alexandre Souza da Silva; Carlos Roberto Lyra da Silva,Resumo: Aim: To measure noise levels in a pediatric intensive care customer unit anddiscuss the consequences of such noise in relation to professional actions. Methods: This isan observational and correlational study; performed in the pediatric intensive care unit of afederal hospital in Rio de Janeiro. We measured the noise level by decibel DEC-460 for fivenon-consecutive days and nights at five different hours. After a descriptive analysis of data;we performed a study of linear regression. Results: We identified an average of 62.64 dBA;with a standard deviation of 6.893 dBA and peak of 82.5 dBA during the daytime. The linearregression found that 44% of the variability of the noise is explained by the covariables.Discussion: The noise levels identified exceed recommendations of national andinternational organizations. We identified the professional actions and interactions as the …,Online braz. j. nurs.(Online),2013,*
NÍVEL DE RUÍDO EM UMA UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA: ESTUDO OBSERVACIONAL,FMCD N' OLIVEIR; Márcia Barbosa de PAIVA; MAL NASCIMENTO; VM REZENDE; AS SILVA; C ROBERTO,*,*,2013,*
Isótopos de estrôncio no estudo da proveniência do ligante em argamassas: crónica de um insucesso,I Cardoso; P Moita; JF Santos; A Candeias; AS Silva; J Mirão,A cidade Romana de Ammaia é um importante sítio arqueológico; localizado no distrito dePortalegre (Portugal); que se desenvolveu durante o Império Romano. Pensa-se que tenhasido abandonada de forma abrupta; apesar de algumas evidências de posteriorapropriação durante a ocupação muçulmana. Este uso descontinuado provocou a não-ocupação da cidade em épocas mais recentes; o que terá contribuído para a preservaçãodas estruturas e dos vestígios da organização da cidade. Integrado num projeto de estudomais vasto; as argamassas de assentamento das alvenarias e rebocos foram estudadas. Asargamassas podem revelar a capacidade tecnológica e construtiva das sociedades e dasua disponibilidade em empenharem recursos. No estudo prévio das argamassas daAmmaia; conclui-se que os agregados são locais e que em sucessivos períodos …,*,2013,*
JUDIE,Eli Cortez; Altigran S da Silva,Abstract This chapter presents Joint Unsupervised Structure Discovery and InformationExtraction (JUDIE) a method for addressing the IETS problem. JUDIE was presented in(Cortez et al. 2011). First; it is introduced the scenario to which JUDIE is targeted to; then wego over the proposed solution detailing all the steps that comprise JUDIE. Finally; anexperimental evaluation of JUDIE is presented; comparing its result with different baselinesavailable in the literature.,*,2013,*
Exploiting Pre-Existing Datasets to Support IETS,Eli Cortez; Altigran S da Silva,Abstract This chapter describes in detail a new approach for exploiting preexisting datasetsto support Information Extraction by Text Segmentation methods. First; it presents a briefoverview of the approach and introduces the concept of knowledge base. Next; it discussesall the steps involved in the unsupervised approach; including how to learn content-basedfeatures from knowledge bases; how to automatically induce structure-based features withno previous human-driven training; a feature that is unique to this approach; and how toeffectively combine these features to label segments of a text input.,*,2013,*
Conclusions and Future Work,Eli Cortez; Altigran S da Silva,In this book; it was presented and evaluated an unsupervised approach for the problem of InformationExtraction by Text Segmentation (IETS). This approach relies on knowledge bases to associatesegments in the input string with attributes of a given domain by using a very effective setcontent-based features. The effectiveness of the content-based features is also exploited to directlylearn from test data structure-based features; with no previous human-driven training; a featureunique to this approach … It was studied different aspects regarding this approach and comparedit with state-of-the-art IE methods. Results indicate that this approach performs quite well whencompared with such methods; even without any user intervention … Based on thisapproach; it produced a number of results to address the IETS problem in a unsupervisedfashion. Particularly; it was developed; implemented; and evaluated distinct IETS …,*,2013,*
iForm,Eli Cortez; Altigran S da Silva,Abstract This chapter presents iForm; a method for automatically using data-rich text forfilling form-based input interfaces that rely on the presented unsupervised approach to dealwith the Information Extraction by Text Segmentation problem. iForm was first presented inToda et al.(2009; 2010). In the following is described the scenario where iForm is applied;and the method in detail. A set of experiments is also reported that shows that iForm iseffective and works well in different scenarios.,*,2013,*
ONDUX,Eli Cortez; Altigran S da Silva,Abstract This chapter presents ONDUX (On Demand Unsupervised Information Extraction) amethod that relies on the presented unsupervised approach to deal with the InformationExtraction by Text Segmentation problem. ONDUX was first presented in Cortez et al.(2010)and in Cortez and da Silva (2010). Following; a tool based on ONDUX was presented inPorto et al.(2011). As other unsupervised IETS approaches; ONDUX relies on informationavailable on pre-existing data; but; unlike previously proposed methods; it also relies on avery effective set of content-based features to bootstrap the learning of structure-basedfeatures. More specifically; structure-based features are exploited to disambiguate theextraction of certain attributes through a reinforcement step. The reinforcement step relies onsequencing and positioning of attribute values directly learned on-demand from test data …,*,2013,*
Impact of template removal on Web search,Kaio Wagner; Edleno Silva de Moura; David Fernandes; Marco Cristo; Altigran Soares da Silva,Resumo Previous work in literature has indicated that template of web pages representnoisy information in web collections; and advocate that the simple removal of template resultin improvements in quality of results provided by Web search systems. In this paper; westudy the impact of template removal in two distinct scenarios: large scale web searchcollections; which consist of several distinct websites; and intrasite web collections; involvingsearches inside of web sites. Our work is the first in literature to study the impact of templateremoval to search systems in large scale Web collections. The study was carried out usingan automatic template detection method previously proposed by us. As contributions; wepresent statistics about the application of this automatic template detection method to thewell known GOV2 reference collection; a large scale Web collection. We also present …,Abakós,2012,*
Information Retrieval Research at UFMG,Nivio Ziviani; Marcos André Gonçalves; Edleno Silva de Moura; Berthier Ribeiro-Neto; Altigran Soares da Silva; Adriano Veloso,*,Journal of Information and Data Management,2011,*
The Database and Information Retrieval Research Group at UFAM,João MB Cavalcanti; Marco A Cristo; David B Fernandes; Edleno S de Moura; Altigran S da Silva,*,Journal of Information and Data Management,2011,*
Information Systems Special Issue on SBBD 2007,Altigran Soares da Silva,*,*,2010,*
ONDUX: On-demand unsupervised learning for information extraction,Altigran Soares da Silva; Marcos André Gonçalves; Edleno Silva de Moura,ABSTRACT Information extraction by text segmentation (IETS) applies to cases in whichdata values of interest are organized in implicit semi-structured records available in textualsources (eg postal addresses; bibliographic information; ads). It is an important practicalproblem that has been frequently addressed in the recent literature. In this paper weintroduce ONDUX (On Demand Unsupervised Information Extraction); a new unsupervisedprobabilistic approach for IETS. As other unsupervised IETS approaches; ONDUX relies oninformation available on pre-existing data to associate segments in the input string withattributes of a given domain. Unlike other approaches; we rely on very effective matchingstrategies instead of explicit learning strategies. The effectiveness of this matching strategyis also exploited to disambiguate the extraction of certain attributes through a …,*,2010,*
Diagnóstico da biodeterioração por fungos e bactérias nas pinturas murais da Casa de Fresco de Sanches Baena (Vila Viçosa; Portugal),M Rosário Martins; Susana Fialho; Mónica Lima; Sara Valadas; António Candeias; J Mirão; AS Silva; Deolinda Tavares; M Botto,Resumo A Casa de Fresco de Sanches Baena; situada em Vila Viçosa (Sudeste dePortugal); é uma pequena construção semi-subterrânea; de planta quadrangular; anexa ànora do antigo Palácio dos Sanches Baena. Os frescos que cobrem a sua abóbada eparedes apresentam cenas mitológicas ricas conjugadas com anjos musicais; conchas;porcelana e outros elementos decorativos; os quais fazem dela um exemplar especialmenterico e invulgar. As pinturas apresentam uma policromia intensa que sugere o uso de umapaleta rica composta por diferentes pigmentos. Infelizmente; devido ao abandono parcial eà falta de preservação; as pinturas estão num estado avançado de degradação sendovisível o destacamento de camadas pictóricas e argamassas; eflorescências salinas e umaabundante colonização microbiológica. Com este trabalho pretende-se identificar as …,Conservar Património,2009,*
Cooperative Research on Web Data Management at UFMG and UFAM-A Brief Report,Alberto HF Laender; Altigran Soares da Silva,The World Wide Web has become a huge repository of data of interest for a variety ofapplication domains. However; the same features that have made the Web so useful andpopular also impose important restrictions on the way the data it contains can bemanipulated. Particularly; in the traditional Web scenario; there is an inherent difficulty ingaining access to data that is implicitly present in Web pages but is not readily available.The term Web Data Management (WDM) has been used to refer to the study of problemsrelated to fetching; extracting; querying; modeling; storing; transforming; and integrating dataavailable on the Web. These issues have been growing in importance in the scientificcommunity in the last years; as it can be be seen by the considerable space devoted to themin important publication venues. This interest is justified not only by the scientific and …,Web Conference; 2008. LA-WEB'08.; Latin American,2008,*
A Lightweight Framework for Exchanging Web Data,Filipe Mesquita; Denilson Barbosa; Eli Cortez; Altigran S da Silva,We propose a lightweight framework for data exchange that is suitable for non-expert andcasual users sharing data on theWeb and/or through peer-to-peer systems. Unlike previ-ouswork; we consider a minimalistic data model and schema formalism that are suitable fordescribing online data and propose algorithms for mapping such schemas as well as fortranslating the corresponding instances. Also our solution requires minimal overhead andsetup costs (eg; we consider data stored in tables; XML or CSV files) comparing to ex-istingdata exchange systems; making it very attractive in our setting. We report experimentalresults indicating that our method works well with real Web data from various do-mains.,*,2007,*
GERINDO: Managing and Retrieving Information in Large Document Collections,Nivio Ziviani; Alberto HF Laender; Edleno S de Moura; Altigran S da Silva; Carlos A Heuser; Wagner Meira Jr,Abstract We present in this report a summary of the main results produced in the five years ofthe GERINDO research project. The aim of this project is to address the increasing demandfor software tools capable of dealing with information available in large documentcollections; such as the World Wide Web. It involves efforts of researchers from threeBrazilian universities to develop core technologies for a number of document managementapplications demanded by today's information society. These efforts are concentrated in sixmain research topics: document categorization; semistructured data management; agentsand focused crawlers; information retrieval models and searching techniques; efficiencyissues; and data mining. Besides specific contributions in these five research topics; theproject has stimulated the interaction among the researchers of the three universities who …,Departamento de Ciência da Computação; UFMG; Belo Horizonte,2007,*
Extracting and Searching Useful Information Available on Web FAQs.,Edson Oliveira; Altigran Soares da Silva; Edleno Silva de Moura; Joao MB Cavalcanti,Abstract. This paper presents new methods for structuring and searching for informationstored on Web FAQs. These methods are based on the assumption that such pages areimplicitly organized as a set of question-answer pairs (QAPs). The ultimate goal is toimprove the retrieval of answers available in FAQs for queries that can be answered usingthe information contained in them. More specifically; we propose modifications for three ofthe main tasks performed by search engines: crawling; indexing and query processing. Toevaluate our proposed methods; we used a large collection of documents from a real searchengine. We present the results of this evaluation for each of the three tasks.,SBBD,2006,*
School of Business,Alcides Seiça; Alexandre Silva; Isa Filipa Ferreira Vala; Filipe Oliveira; Jorge Santos,Find researchers and browse publications; full-texts; contact details andgeneral information related to the School of Business at Instituto Superiorde Contabilidade e Administração de Coimbra.,Transportation Research Part F Traffic Psychology and Behaviour,2005,*
Representing Web Data as Complex Objects,Altigran S da Silva; Elaine S Silva,Abstract. The popularization of the Web has made a huge volume of data available for alarge audience. In a large number of Web sites; such as bookstores; electronic catalogs;travel agencies; etc.; the pages constitute documents which are composed of pieces of datawhose overall structure can be easily recognized. Such pages are called data-rich and canbe seen as collections of complex objects. In this paper; we show how such objects can berepresented by nested tables; which are simple; intuitive; and quite convenient forexpressing their implicit structure. The assumption is that; for most sites of interest; only fewexamples are required to reveal the structure of the objects. To corroborate our assumption;we describe a data extraction tool that adopts this approach and present results of someexperiments carried out with this tool.,Electronic Commerce and Web Technologies: First International Conference; EC-Web 2000 London; UK; September 4-6; 2000 Proceedings,2003,*
Verificaç ao Automática da Qualidade de Dados Extraıdos da Web,Olga Regina Fradico de Oliveira; Altigran Soares da Silva,Resumo Um problema crıtico na extraçao de dados da Web é verificar a qualidade dosdados que foram extraıdos. Neste artigo; apresentamos uma abordagem que permiterealizar automaticamente a verificaç ao da qualidade de dados extraıdos da Web; com baseno posicionamento desses dados na página de origem. Essa verificaçao é realizadaatravés do cálculo de medidas de similaridade probabilısticas entre propriedades definidaspara o posicionamento dos dados em um conjunto de exemplo e essas mesmaspropriedades para a saıda observada. O valor dessa similaridade é entao utilizado paradefinir a qualidade dos dados extraıdos. A efetividade da nossa abordagem é demonstradapor resultados experimentais com diferentes fontes reais da Web.,*,2003,*
Structuring keyword-based queries for web databases,Rodrigo C Vieira; Pavel Calado; Altigran S da Silva; Alberto HF Laender; Berthier A Ribeiro-Neto,Abstract This paper describes a framework; based on Bayesian belief networks; for queryingWeb databases using keywords only. According to this framework; the user inputs a querythrough a simple search-box. From the input query; one or more plausible structured queriesare derived and submitted to Web databases. The results are then retrieved and presentedto the user as ranked answers. To evaluate our framework; an experiment using 38 examplequeries was carried out. We found out that 97% of the time; one of the top three resultingstructured queries is the proper one. Further; when the user selects one of these three topqueries for processing; the ranked answers present average precision figures of 92%.,Proceedings of the 2nd ACM/IEEE-CS joint conference on Digital libraries,2002,*
Consultando Bancos de Dados Disponíveis na Web Usando Palavras-Chave.,Rodrigo C Vieira; Pavel Calado; Altigran Soares da Silva; Alberto HF Laender; Berthier A Ribeiro-Neto,*,SBBD,2002,*
An Environment for Building and Maintaining Web Views.,Alisson R Arantes; Alberto HF Laender; Paulo Braz Golgher; Altigran Soares da Silva,The huge amount of data available on the Web creates great demand for methods and toolsthat allow the manipulation of these data with the same functionality and flexibility commonlyfound when accessing traditional databases. Thus; the notion of view as a mechanism forproviding access to data of interest; regardless of their structure; origin; and form of storage;has been revisited for the Web context. In this paper; we present an environment composedof a set of high-level tools that allow fetching; extraction; and integration of Web data. Usingthis environment; database designers can build and maintain Web views by definingschemas for data integration; specifying wrappers for data extraction; and defining plans forrefreshing the view contents.,Workshop on Information Integration on the Web,2001,*
Second International Workshop on the World Wide Web and Conceptual Modeling (WCM2000)-Managing and Querying Web Data and Metadata-An Example-Base...,Paulo B Golgher; Alberto HF Laender; Altigran S da Silva; Berthier Ribeiro-Neto,*,Lecture Notes in Computer Science,2000,*
Projeto/Reprojeto de bancos de dados relacionais: a ferramenta DB-Tool.,Anderson Almeida Ferreira; Alberto Henrique Frade Laender; Altigran Soares da Silva,This paper describes a tool that supp orts the design and redesign of relational databasesThe tool produces optimized relational representations of entity relationship ER schemasand is implemented using Informix as its target database management system DBMS Thetool operates in two phases In the first phase it receives as input an ER schema andgenerates a list of commands to implement the corresponding Informix schema In thesecond phase it receives a list of redesign commands specifying changes to the ER schemaand generates a redesign plan to reestructure the database accordingly An exampleillustrates the use of the tool.,*,1997,*
[Rural education in the POLONORDESTE; adequacy or imposition?[Rio Grande do Norte; Development Programme for the Northeast Integrated Areas; Brazil]].[Port...,AR Barbosa; AS Silva; MA Morais; MCG Gomes; MLB Lima; RL Araujo,*,*,1980,*
Angelis; L.; see Tsoumakas; G. 223–242,R Barr; T Griffiths; V Bhat; T Oates; V Shanbhag; C Nicholas; L Chen; S Wang; EA Rundensteiner; RHL Chiang; AHF Laender; EP Lim; A Corral; Y Manolopoulos; Y Theodoridis; M Vassilakopoulos; AS da Silva; J Palmieri Lage; AAA Fernandes; M Golfarelli; V Maniezzo; S Rizzi; PB Golgher; AAA Fernandes; NW Paton; R Barr; D Katsaros; AHF Laender; F Li; Z Liu; EP Lim; WK Ng; F Li; V Maniezzo; Y Manolopoulos; T Tzouramanis; WK Ng; C Nicholas; K Nørvåg; T Oates; AS da Silva; PB Golgher; NW Paton,*,Management (WIDM 2002),*,*
Sedação para procedimentos em crianças e adolescentes: uma proposta a partir do sistema grade,Sarah de Lima; Alexandre Rodrigues Ferreira Silva; Adrianne Mary Leão Sette; Flávia Cordeiro Oliveira; Livia Uliana Jacome Valerio; Brenda Corrêa de Godoi; Jader Pinto Santos; Flávio dos Santos Campos,RESUMO A realização de intervenções diagnósticas e terapêuticas dolorosas oudesagradáveis tem mais chance de sucesso e é mais segura quando a dor e a ansiedadesão controladas efetivamente. Este artigo tem como objetivo elaborar recomendações sobresedação para procedimentos em crianças e adolescentes; por não anestesiologistas; apartir da melhor evidência disponível. Foi realizada busca na literatura; que incluiu osprincipais sumários e diretrizes sobre o tema; e o sistema GRADE foi utilizado parahierarquizar o conjunto de evidências que sustenta cada recomendação. A sedação paraprocedimentos consiste em cinco etapas: preparo; monitorização; intervenções nãofarmacológicas; intervenções farmacológicas e alta. O preparo envolve avaliação clínica;preparo da equipe e do material. A monitorização do paciente deve ser rigorosa; de …,*,*,*
Top-down Extraction of Semi-Structured Data,Berthier Ribeiro-Neto Alberto HF Laender; Altigran S da Silva,Abstract In this paper; we propose an innovative approach to extracting semi-structured datafrom Web sources. The idea is to collect a couple of example objects from the user and touse this information to extract new objects from new pages or texts. We propose a top-downstrategy that extracts complex objects decomposing them in objects less complex; untilatomic objects have been extracted. Through experimentation; we demonstrate that with asmall number of given examples our strategy is able to extract most of the objects present ina Web source given as input.,*,*,*
Tratamento de Dados em Escalas e Projeções Diferentes em Sistemas de Informações Geográficas,Jussara Dolfini de Oliveira; Diógenes Salas Alves,Abstract. An important application of computer graphic techniques is geographic informationsystems (GIS). This paper presents a methodology for the integration of data at differentsscales and projections; using GIS. The methodology uses two datasets: deforestation (1:250.000 scale;'UTM projection); and RADAMBRASIL vegetation data (1: 1.000. 000 scaleand lambert projection).'The method is reconunended for users that have geo-referenceddata from different sources.,*,*,*
A Brief Survey of Web Data Extraction Tools,Altigran S da Silva; Juliana S Teixeira,ABSTRACT In the last few years; several works in the literature have addressed the problemof data extraction from Web pages. The importance of this problem derives from the fact that;once extracted; the data can be handled in a way similar to instances of a traditionaldatabase. The approaches proposed in the literature to address the problem of Web dataextraction use techniques borrowed from areas such as natural language processing;languages and grammars; machine learning; information retrieval; databases; andontologies. As a consequence; they present very distinct features and capabilities whichmake a direct comparison difficult to be done. In this paper; we propose a taxonomy forcharacterizing Web data extraction tools; briefly survey major Web data extraction toolsdescribed in the literature; and provide a qualitative analysis ofthem. Hopefully; this work …,*,*,*
SPIRE’99 List of Reviewers,Alistair Moffat; Altigran Silva; Andrew Turpin; Arlindo Oliveira; Artur Pessoa; Berthier Ribeiro-Neto; Douglas Oard; Edgar Chavez; Edleno Moura; Eduardo Laber; Esko Ukkonen; Giri Narasimhan; Gonzalo Navarro; Ilmerio Silva; Jesper Larsson; Joao Meidanis; Joao Setubal; Joao Silva; Johan Horebeek; Jorge Stolfi; Jose Borbinha; Jose Marroquin; Lila Kari; Marcio Araujo; Marco Casanova; Marden Neubert; Marie-France Sagot; Mark Daley; Max Garzon; Miguel Silva; Natasha Jonoska; Nivio Ziviani; Owen Kretser; Paulo Neves; Pavel Calado; Ricardo Baeza-Yates; Rob Kitto; Ruy Milidiu; Timothy Bell; Zanoni Dias,*,*,*,*
SPIRE'2001 Program Committe Chair Santiago; Chile,Gonzalo Navarro,SPIRE'2001 is a Symposium on String Processing and Information Retrieval; now in itseighth edition. This series of meetings originated in South America (Belo Horizonte andRecife; Brazil; in 1993 and 7996; Valparaiso; Chile; in 1995 and 1997) and were originallycalled WSP (Workshop on String Processing). Starting in 1998; at Santa Cruz; Bolivia; thefocus of the workshop was broadened to include the area of information retrieval due to itsincreasing slevance and its inter-relationship with the area of string processing. SPIRE'I 999;at Cancun; Mexico; SPIRE'2000; at A Coruia; Spain; and SPIRE'2001 continued this trend.,*,*,*
Avaliação de Técnicas Paralelas de Blocagem para a Resolução de Entidades e Deduplicação,Charles F Goncalves; Walter Santos; Luis FD Flores; Matheus S Vilela; Carla Machado; Wagner Meira Jr; Altigran Silva,Abstract. Data quality in databases is fundamental to many information managementapplications. One key criterion while measuring quality is the occurrence of duplicatedrecords in a database; justifying the development of deduplication and entity resolutiontechniques. In deduplication; the main challenge is the high complexity involved incomparing every single register in a database. In order to minimize such problem; blockingtechniques are used to reduce the number of comparisons; using fast and cheap metrics toidentify the similarity between each pair of records. In the present study; we evaluate someexisting blocking techniques implemented in a distributed; parallel and high scalablededuplication framework. We analyze them comparatively and identify the main advantagesand disadvantages achieved by a parallel execution. Resumo. A qualidade da …,*,*,*
