Towards sensor database systems,Philippe Bonnet; Johannes Gehrke; Praveen Seshadri,Abstract Sensor networks are being widely deployed for measurement; detection andsurveillance applications. In these new applications; users issue long-running queries overa combination of stored data and sensor data. Most existing applications rely on acentralized system for collecting sensor data. These systems lack flexibility because data isextracted in a predefined way; also; they do not scale to a large number of devices becauselarge volumes of raw data are transferred regardless of the queries that are submitted. In ournew concept of sensor database system; queries dictate which data is extracted from thesensors. In this paper; we define the concept of sensor databases mixing stored datarepresented as relations and sensor data represented as time series. Each long-runningquery formulated over a sensor database defines a persistent view; which is maintained …,International Conference on Mobile Data Management,2001,1079
Trusted Cells,Nicolas Anciaux; Philippe Bonnet; Luc Bouganim; Benjamin Nguyen; Iulian Sandu Popa; Philippe Pucheral,“Will our children(individuals; ci zens; customers) indefinitely let states; banks; webcompanies appropriate their personal data; as they have become a source of wealth? Hereis a poli cal; moral and legal problem whose solu ons will transform our historical andcultural horizon. It might result in different grouping of socio-‐poli cal divisions with theadvent of a 5th power; that of data; Independent of the four others; legisla ve; execu ve; legaland media.”,*,*,*
Anand; Bhojan; see Han; Bo.,Philip Angove; Agnese Augello; Mary G Baker; Helen Balinsky; Rafael Ballagas; Cristina Barrado; Michael Beigl; Andrea Bellucci; Matteo Berti; Nicola Bicocchi; Philippe Bonnet; Alan Borning; Jeppe Brønsted; Andreas Bulling; Jonathan Bunde-Pedersen; Fabio Buttussi; Sahara Byrne; Francesco Calabrese; John Canny; Licia Capra; Scott Carter; Gabriella Castelli,Ballagas; Rafael; Hayes Raffle; Janet Go; Glenda Revelle; Joseph Kaye; Morgan Ames; HiroshiHorii; Koichi Mori; and Mirjana Spasojevic; "Story Time for the 21st Century;" July--Sept.; pp.28–36 … Barrado; Cristina; Roc Messeguer; Juan LópezEnric Pastor; Eduard Santamaria; andPablo Royo; "Wildfire Monitoring Using a Mixed Air-Ground Mobile Network;" Oct.--Dec.; pp.24–32 … Bellucci; Andrea; Alessio Malizia; Paloma Diaz; and Ignacio Aedo; "Human-DisplayInteraction Technology: Emerging Remote Interfaces for Pervasive Display Environments;"Apr.--June; pp. 72–76 … Brønsted; Jeppe; Klaus Marius Hansen; and Mads Ingstrup; "ServiceComposition Issues in Pervasive Computing;" Jan.--Mar.; pp. 62–70 … Bulling; Andreas; andHans Gellersen; "Toward Mobile Eye-Based Human-Computer Interaction;" Oct.--Dec.; pp.8–12 … Buttussi; Fabio; and Luca Chittaro; "Smarter Phones for Healthier Lifestyles: An …,*,*,*
DATABASE: CREATION; MANAGEMENT AND UTILIZATION,Gottfried Vossen; Dennis Shasha; Sihem Amer-Yahia; Ricardo Baeza-Yates; Philippe Bonnet; Toon GK Calders; Felipe Carino Jr; Bettina Kemme; Flip Korn; Nick Koudas; Maurizio Lenzerini; Peri Loucopoulos; Felix Naumann; Philippe Pucheral; Ken A Ross; Dan Suciu; Jan Van den Bussche; Mathias Weske; Limsoon Wong; Xifeng Yan,*,*,*,*
Exploring the Coming Repositories of Repeatable Experiments: Challenges and Opportunities,Juliana Freire; Philippe Bonnet; Dennis Shasha,ABSTRACT Computational repeatability efforts in many communities will soon give rise tovalidated software and data repositories of high quality. A scientist in a field may want toquery the components of such repositories to build new software workflows; perhaps afteradding the scientist's own algorithms. This paper explores research challenges necessary toachieving this goal.,*,*,*
Program Vice-Chairs,Divy Agarwal; Gustavo Alonso; Soumen Chakrabarti; Anindya Datta; Laura Haas; Don Kossmann; David Lomet; Gultekin Ozsoyoglu; Tamer Ozsu; Jerome Simeon; KY Whang; Tansel Abdullah Uz; Sihem Amer-Yahia; Arun K Mazumdar; BR Badrinath; Sujata Banerjee; David Bell; Elisa Bertino; Subhash Bhalla; Bharat Bhargava; Alex Biliris; Phil Bohannon; Philippe Bonnet; Sang K Cha; Sharma Chakravarthy; Kevin Chang; Surajit Chaudhuri; Sudarshan S Chawathe; Ming-Syan Chen; Arbee Chen; Chung-Min Chen; Ahmed Elmagarmid; Hakan Ferhatosmanoglu; Daniela Florescu; Peter Frankhauser,*,*,*,*
Adaptive and Decentralized Operator Placement,Boris Jan Bonfils; Philippe Bonnet,*,*,*,*
Technical Program Committee AICT 2006: Telecommunications,Jorge Aguirre; Bernhard Aichernig; UFC Rossana Andrade; Brazil Nazim Agoulmine; Marcelo Sampaio Alencar; Tulin Atmaca; Bill Atwood; Michel Barbeau; Philippe Bonnet; Eugen Borcoci; Portugal Joaquim Celestino Júnior; Soumaya Cherkaoui; France Telecom R&D Prosper Chemouil; France Meng Chen; Xiaodong Chen; Alexander Clemm; Todor Cooklev; Yezid Donoso; Cenk Erdur; Olivier Festor; France LORIA-INRIA; UNICAMP Nélson Fonseca; Brazil Mário Freire; Alex Galis; Alan Holt; Antonio Iera; Anura Jayasumana,AICT Advisory Committee Tulin Atmaca; Institut National des Télécommunications; France JoséNeuman de Souza; UFC; Brazil Petre Dini; Cisco Systems; Inc. USA Mike Fisher; BT; UK ClaudeFrasson; Université de Montréal; Canada Pascal Lorenz; University of Haute Alsace; FranceRadu Popescu-Zeletin; GMD FOKUS; Germany Pierre Rolin; INT; France Siegfried Rouvrais;ENST- Bretagne; France Said Soulhi; Ericsson Research; Canada Pawel Szulakiewicz;PUT; Poznan; Poland … AICT 2006: Telecommunications Thanh van Do; Telenor R&D; Norway// Norwegian University of Science and Technology [Chair] Jorge Aguirre; Universidad de BuenosAires; Argentina Bernhard Aichernig; United Nations University; Macau Rossana Andrade;UFC; Brazil Nazim Agoulmine; Université d'Évry; France Marcelo Sampaio Alencar; UFCG; BrazilSonia Aissa; INRS-Telecommunications; Canada Tulin Atmaca; Institut National des …,*,*,*
Bluetooth-Based Sensor Networks Philippe Bonnet; Allan Beaufour; Mads Bondo Dydensborg; Martin Leopold Department of Computer Science University of Cope...,Philippe Bonnet,*,*,*,*
AICT Committees,Tulin Atmaca; José Neuman de Souza; BT Mike Fisher; UK Claude Frasson; Radu Popescu-Zeletin; GMD FOKUS; Germany Pierre Rolin; France Telecom; France Siegfried Rouvrais; Said Soulhi; Jorge Aguirre; Bernhard Aichernig; UFC Rossana Andrade; Brazil Nazim Agoulmine; Marcelo Sampaio Alencar; Bill Atwood; Michel Barbeau; Philippe Bonnet; Eugen Borcoci; Portugal Joaquim Celestino Júnior; Soumaya Cherkaoui; France Telecom R&D Prosper Chemouil; France Xiaodong Chen; Alexander Clemm; Todor Cooklev; Yezid Donoso; Cenk Erdur; Olivier Festor; France LORIA-INRIA; UNICAMP Nélson Fonseca; Brazil Mário Freire; Alex Galis; Alan Holt,Tulin Atmaca; Institut National des Télécommunications; France José Neuman de Souza;UFC; Brazil Petre Dini; Cisco Systems; Inc. USA (Chair) Mike Fisher; BT; UK ClaudeFrasson; Université de Montréal; Canada Pascal Lorenz; University of Haute Alsace; FranceRadu Popescu-Zeletin; GMD FOKUS; Germany Pierre Rolin; France Telecom; France SiegfriedRouvrais; ENST- Bretagne; France Said Soulhi; Ericsson Research; Canada PawelSzulakiewicz; PUT; Poznan; Poland … Jorge Aguirre; Universidad de Buenos Aires; ArgentinaBernhard Aichernig; United Nations University; Macau Rossana Andrade; UFC; Brazil NazimAgoulmine; Université d'Évry; France Marcelo Sampaio Alencar; UFCG; Brazil Sonia Aissa;INRS-Telecommunications; Canada Tulin Atmaca; Institut National desTélécommunications; France Bill Atwood; Concordia University; Montreal; Canada …,*,*,*
Prathima Agrawal Auburn University Kevin Almeroth University of California at Santa Barbara Mary Baker HP Labs Suman Banerjee University of Wisconsin Madison,Stefano Basagni; Elizabeth Belding-Royer; Christian Bettstetter; Philippe Bonnet; Andrew Campbell; Erdal Cayirci; Surendar Chandra; Marco Conti; David Culler; Samir Das; Anthony Ephremides; JJ Garcia-Luna-Aceves; Mario Gerla; Silvia Giordano; Zygmunt Haas; Richard Han; Paul Havinga; Wendi Heinzelman; Sanjay Jha; Anupam Joshi; Sneha Kasera; Young-Bae Ko; Robin Kravetz; Bhaskar Krishnamachari; Lakshman Krishnamurthy; Srikanth Krishnamurthy; Marwan Krunz; PR Kumar; Kevin Lai; Koen Langendoen; Bo Li; Li Li; Mingyan Liu; Richard Martin; Seapahn Megerian; Lynette Millett; Thyagarajan Nandagopal; Peng Ning; Charles Perkins; Lili Qiu; Parmesh Ramanathan; Jason Redi; Martin Reisslein; Paolo Santi; Andreas Savvides; Curt Schurgers; Sergio Servetto; Rajeev Shorey,Prathima Agrawal Auburn University Kevin Almeroth University of California at Santa BarbaraMary Baker HP Labs Suman Banerjee University of Wisconsin Madison Stefano Basagni NortheasternUniversity Elizabeth Belding-Royer University of California at Santa Barbara Christian BettstetterDoCoMo Euro-Labs Philippe Bonnet University of Copenhagen Andrew Campbell ColumbiaUniversity Erdal Cayirci Istanbul Technical University Surendar Chandra University of Notre DameMarco Conti IIT Institute - CNR Pisa David Culler University of California at Berkeley Samir DasSUNY Stony Brook Anthony Ephremides University of Maryland JJ Garcia-Luna-Aceves Universityof California at Santa Cruz Mario Gerla University of California at Los Angeles Silvia GiordanoSUPSI of Lugano Zygmunt Haas Cornell University Richard Han University of Colorado; BoulderPaul Havinga University of Twente Wendi Heinzelman University of Rochester Sanjay …,*,*,*
Mark Yarvis Wei Ye Lige Yu Chen Zhang Hongwei Zhang,Anish Arora; Aline Baggio; Sandip Bapat; Fang Bian; Philippe Bonnet; Nirupama Bulusu; Phil Buonadonna; Andrew T Campbell; Young-ri Choi; Emre Ertin; David Gay; Amitabha Ghosh; Gertjan Halkes; Jason Hallstrom; John Heidemann; Wei Hong; Sanjay Jha; Lakshman Krishnamurthy; Vinod Krishnan; Santosh Kumar; Tom Parker; Adrian Perrig; Shiv Prabhu; Bartosz Przydatek; Niels Reijers; Shariq Rizvi; Stanislav Rost; Elaine Shi; Kang G Shin; Rajeev Shorey; Pavan Sikka; Mani Srivastava; Fred Stann; Robert Szewczyk; Yosuke Tamura; Niwat Thepvilojanapong; Yoshito Tobe; Weichao Wang; Jay Warrior; Cameron Whitehouse; Alec Woo,Anish Arora Aline Baggio Sandip Bapat Sandip Bapat Fang Bian Philippe Bonnet NirupamaBulusu Phil Buonadonna Andrew T. Campbell Young-ri Choi Emre Ertin David Gay AmitabhaGhosh Gertjan Halkes Jason Hallstrom John Heidemann Wei Hong Sanjay Jha Lakshman KrishnamurthyVinod Krishnan Santosh Kumar Koen Langendoen Jai-Jin Lim Jonathan McCune David MolnarVinayak Naik … Tom Parker Adrian Perrig Shiv Prabhu Bartosz Przydatek Niels Reijers ShariqRizvi Stanislav Rost Elaine Shi Kang G. Shin Rajeev Shorey Pavan Sikka Mani Srivastava FredStann Robert Szewczyk Yosuke Tamura Niwat Thepvilojanapong Yoshito Tobe Weichao WangJay Warrior Cameron Whitehouse Alec Woo Mark Yarvis Wei Ye Lige Yu Chen Zhang HongweiZhang,*,*,*
PerSeNS’05 Workshop Organization,Giuseppe Anastasi; Stephan Olariu; Raffaele Bruno; Philippe Bonnet; Levente Buttyan; Vinny Cahill; Tiziana Calamoneri; Andrew Campbell; Carla Fabiana Chiasserini; Sajal K Das; Mohamed Eltoweissy; Isabelle Guerin Lassous; Paul Havinga; Holger Karl; Ravi Prakash; Catherine Rosenberg; Maria Giovanna Sami; Ivan Stojmenovic; Ioannis Stravrakakis; Yu-Chee Tseng; Jie Wu; Ashraf Wadaa; Lan Wang; Mohamed Younis,Workshop Organizers Giuseppe Anastasi; University of Pisa; Italy Silvia Giordano; Universityof Applied Science - SUPSI; CH Stephan Olariu; Old Dominion University; USA … Publicity ChairRaffaele Bruno; National Research Council; Italy … Program Committee Ozgur Akan; MiddleEast Technical University at Ankara; Turkey Philippe Bonnet; University of Copenhagen; DenmarkRaffaele Bruno; National Research Council; Italy Levente Buttyan; Budapest University of Technologyand Economics; Hungary Vinny Cahill; Trinity College; Ireland Tiziana Calamoneri; Universityof Rome “La Sapienza;” Italy Andrew Campbell; Columbia University; USA Carla FabianaChiasserini; Politecnico di Torino; Italy Sajal K. Das; University of Texas at Arlington; USA MohamedEltoweissy; Virginia Tech; USA Isabelle Guerin Lassous; INRIA; France Paul Havinga; Universityof Twente; Netherlands Holger Karl; Technical University of Berlin; Germany Symeon …,*,*,*
Do Linux Asynchronous I/0 Really Matters?,Christoffer Hall; Bjarke Mortensen; Philippe Bonnet; Heikki Tuuri; Peter Zaitsev,Abstract The newly released Linux 2.6 kernel supports asynchronous I/O. This evolutioncorresponds to the wishes of established database vendors. The question is though: Whatkind of impact do asynchronous I/O actually have on database performance? This dependson the performance characteristics of the Linux I/O subsystem; but also on the way thedatabase server utilize it. In the context of the Badger project; a collaboration betweenMySQL AB and University of Copenhagen; we evaluated how MySQL/InnoDB can best takeadvantage of Linux asynchronous I/O. This paper documents our analysis and ourproposals. We present a simple tool that we use to extract the key performancecharacteristics of Linux asynchronous I/O. We show that MySQL/InnoDB does not utilize theirfull potential (neither does Oracle 9.2); and we propose modifications of the InnoDB …,*,*,*
Shattering the Hourglass: Towards Pervasive Sensor Networks,Philippe Bonnet; Geoffrey Werner Challen,*,*,*,*
Program Committees,Daniel Abadi; Ashraf ABOULNAGA; Laurent AMSALEG; Walid AREF; Sourav BHOWMICK; Angela BONIFATI; Peter BONCZ; Philippe BONNET; Luc BOUGANIM; Stéphane BRESSAN; Nicolas BRUNO; Barbara CATANIA; Chee Yong CHAN; Ugur CETINTEMEL; Lei CHEN; Shimin CHEN; Reynold CHENG; Brian COOPER; Bin CUI; Gautam DAS; Amol DESHPANDE; Alin DEUTSCH; Yanlei DIAO; Wenfei FAN; Alan FEKETE; Elena FERRARI; Shel FINKELSTEIN; Peter FISCHER; Minos GAROFALAKIS; Johannes GEHRKE; Gabriel GHINITA; Leo GIAKOUMAKIS,Page 1. VLDB 2010 xi SINGAPORE PROGRAM COMMITTEES Core Database Technology KianLee TAN; Program Chair (National University of Singapore; Singapore) Daniel ABADI (YaleUniversity; USA) Ashraf ABOULNAGA (University of Waterloo; Canada) Laurent AMSALEG(IRISA-CNRS; France) Walid AREF (Purdue University; USA) Sourav BHOWMICK (NanyangTechnological University; Singapore) Angela BONIFATI (Icar-CNR; Italy) Peter BONCZ (CWI; TheNetherlands) Philippe BONNET (University of Copenhagen; Denmark) Luc BOUGANIM (INRIA;France) Stéphane BRESSAN (National University of Singapore; Singapore) Nicolas BRUNO(Microsoft Research; USA) Barbara CATANIA (Universita di Genova; Italy ) Chee Yong CHAN(National University of Singapore; Singapore) Ugur CETINTEMEL (Brown University; USA) LeiCHEN (Hong Kong University of Science and Technology; China) …,*,*,*
IPSN'05 conference organization,Feng Zhao; John Cozzens; Deborah Estrin; Leo Guibas; PR Kumar; Sri Kumar; Rob Nowak; Mani Srivastava; Jon Agre; Richard Baraniuk; Baltasar Beferull-Lozano; Philippe Bonnet; Loren Clare; Mark Coates; Hugh Durrant-Whyte; Tamer Elbatt; Jeremy Elson; Deepak Ganesan; Michael Gastpar; Carlos Guestrin; Rick Han; Prakash Ishwar; Nihar Jindal; Jie Liu; Mingyan Liu; Chenyang Lu; Margaret Martonosi; Urbashi Mitra; Randolph Moses; Arye Nehorai; David Neuhoff; Thrasos Pappas; Adrian Perrig; Radha Poovendran; Daniela Rus; Anna Scaglione,Feng Zhao; Microsoft Research; (Chair) John Cozzens; NSF Deborah Estrin; UCLA LeoGuibas; Stanford University PR Kumar; University of Illinois at Urbana Champaign SriKumar; DARPA … Conference Co-Chairs: Martin. Vetterli (EPFL) and Kung Yao (UCLA) TechnicalProgram Co-Chairs: Rob Nowak (UW-Madison) and Mani Srivastava (UCLA) Industrial RelationsChair: Lakshman Krishnamurthy (Intel) Demos Chair: Jim Reich (PARC) Poster SessionChair: Bhaskar Krishnamachari (USC) Finance Chair: David Jaquez (UCLA) RegistrationChair: Bernie Dempsey (UCLA) Local Arrangement Chair: Bernie Dempsey (UCLA) PublicityChair: Yu Hen Hu (UW-Madison) Publication Chair: Andreas Savvides (Yale) … Jon Agre; FujitsuLaboratories of America Richard Baraniuk; Rice Baltasar Beferull-Lozano; EPFL PhilippeBonnet; University of Copenhagen Loren Clare; JPL Mark Coates; Mcgill Hugh Durrant …,*,*,*
Data Engineering,Laurent Amsaleg; Philippe Bonnet; Michael J Franklin; Anthony Tomasic; Tolga Urhan,The Technical Committee on Data Engineering is having an election for a new TC Chair.Our current Chair; Rakesh Agrawal; has completed his term. I urge current members of theTCDE to vote. Two very able candidates have been nominated who have an interest inserving as TC Chair; Erich Neuhold and Betty Salzberg. Betty and Erich have providedstatements and biographies on their candidacies that appear starting on page 55. You mayvote using the ballot included on the inside back cover. Mail it to the Computer Society; fax itto (+ 1-202-728-0884); or retrieve a Word document ballot from the Bulletin web site(http://www. research. microsoft. com/research/db/debull) and email it to (twoods@computer. org).,*,*,*
