Linkage analysis of IL4 and other chromosome 5q31. 1 markers and total serum immunoglobulin E concentrations,David G Marsh; John D Neely; Daniel R Breazeale; Balaram Ghosh; Linda R Freidhoff; Eva Ehrlich-Kautzky; Carsten Schou; Guha Krishnaswamy; Terri H Beaty,Sib-pair analysis of 170 individuals from 11 Amish families revealed evidence for linkage offive markers in chromosome 5q31. 1 with a gene controlling total serum immunoglobulin E(IgE) concentration. No linkage was found between these markers and specific IgE antibodyconcentrations. Analysis of total IgE within a subset of 128 IgE antibody-negative sib pairsconfirmed evidence for linkage to 5q31. 1; especially to the interleukin-4 gene (IL4). Acombination of segregation and maximum likelihood analyses provided further evidence forthis linkage. These analyses suggest that IL4 or a nearby gene in 5q31. 1 regulates IgEproduction in a nonantigen-specific (noncognate) fashion.,Science,1994,1203
Angioedema,Daniel LoVerde; Daniel Clark Files; Guha Krishnaswamy,Objectives: Angioedema is a potentially life-threatening occurrence that is encountered bycritical care providers. The mechanistic understanding of angioedema syndromes hasimproved in recent years; and novel medications are available that improve outcomes fromthese syndromes. This clinically focused review will describe the underlying genetics;pathophysiology; classification and treatment of angioedema syndromes; with an emphasison the novel pharmacologic agents that have recently become available for acute treatment.Data Sources: A MEDLINE search was conducted with the MeSH terms angioedema;acquired angioedema; hereditary angioedema type III; and angiotensin converting enzymeinhibitor-induced angioedema. Study Selection: Selected publications describingangioedema; clinical trials; diagnosis; management; and genetics were retrieved (reviews …,Critical care medicine,2017,1
An obstructive sleep apnea primer: What the practicing allergist needs to know,Sara Pasha; Sandhya Kumar; Arjun B Chatterjee; Guha Krishnaswamy,Obstructive sleep apnea (OSA) is a common condition that affects a large segment of thegeneral population and is considered an underdiagnosed and undersuspected disorder. Anestimated 85% of cases of sleep apnea remain undiagnosed. 2 The exact figures regardingits prevalence vary in different studies because of the use of a variety of indexes anddefinitions in making the diagnosis. Its prevalence in North America is estimated to be 14%in males and 5% in females when OSA is defined as an apnea-hypopnea index (AHI) of 5 orhigher as measured on by polysomnography (PSG) and is associated with excessivedaytime sleepiness. This definition is consistent with the Medicare criteria for the diagnosisof OSA (https://www. cms. gov/medicare-coverage-database/). The disorder is oftenassociated with a plethora of cardiopulmonary complications; although the cause-effect …,Annals of Allergy; Asthma & Immunology,2017,1
Stevens-Johnson syndrome and toxic epidermal necrolysis,Ariana Eginli; Kena Shah; Casey Watkins; Guha Krishnaswamy,Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN or Lyell disease) arerare diseases that cause acute destruction of the epithelium of the skin and mucousmembrane by a violent immune response. SJS; TEN; and SJS-TEN overlap are consideredvariants in a spectrum of disease severity. SJS involves epidermal detachment of less than10% of total body surface area; TEN involves epidermal detachment of more than 30% oftotal body surface area; and SJS-TEN overlap involves epidermal detachment of 10% to29% of total body surface area. The high rate of morbidity and mortality associated with TENmakes early diagnosis and treatment essential. 1 Medications are the most commonlyreported cause of SJS and TEN. The most common culprits include sulfonamides;carbamazepine; nonsteroidal anti-inflammatory drugs; allopurinol; phenytoin …,Annals of Allergy; Asthma & Immunology,2017,1
Aspiration-induced pulmonary syndromes,Kena Shah; Juan Guarderas; Guha Krishnaswamy,Aspiration of foreign material into the lungs is not uncommon and has been described evenin healthy individuals. 1 However; in many clinical pulmonary syndromes; aspiration as animportant triggering event remains unsuspected and undiagnosed. The purpose of thisreview is to present the various facets of aspirationrelated lung disease and discuss thediagnosis and management of these conditions. Aspiration-related pulmonary and airwaydisease can result in a plethora of conditions. Gastroesophageal reflux disease (GERD) isone of the more common causes of aspiration and can result in airway and lung disease (Fig1 and Fig 2). Many patients with GERD may not have erosions on endoscopy and havebeen classified as having nonerosive reflux disease. Some cases of reflux may be related tononacid material; such as pepsin or pancreaticobiliary secretions. Aspiration-related lung …,Annals of Allergy; Asthma & Immunology,2016,1
Empty nose syndrome and atrophic rhinitis,Kena Shah; Juan Guarderas; Guha Krishnaswamy,Nasal congestion; nasal obstruction; and sensations of dyspnea are concerns commonlypresenting to the practicing allergist. Although in many cases these represent rhinitis(allergic or vasomotor); several other disorders need to be considered. Among thesedisorders are atrophic rhinitis and the empty nose syndrome (ENS). The term ENS was firstused by Eugene Kern and Monika Stenkvist at the Mayo Clinic in 1994. 1 ENS as is currentlyused refers to a disorder associated with symptoms that arise from iatrogenic nasal tissueloss and often present radiologically with a paucity of normal nasal anatomical structures(Fig 1 A and B). 1 The condition develops months to years in a small subset of patientsundergoing turbinate resection and results from progressive nasal tissue atrophy. 2Similarities exist between ENS and the disease referred to as atrophic rhinitis; and the …,Annals of Allergy; Asthma & Immunology,2016,1
Nice syndrome: Nafcillin-induced cholestasis with eosinophilia: Report of a case and review of the world literature,A Nasir; MV Guido; SE Atwater; GE Parks; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2015,1
Glatiramer Acetate-Induced Panniculitis and Skin Necrosis,CE Watkins; JM Litchfield; G Youngberg; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2011,1
The inflammation paradigm and coronary artery disease: what Celsus; Virchow and gene knock outs have taught us,Guha Krishnaswamy,Atherosclerotic vascular disease is a major cause of morbidity and mortality throughout theworld. The clinical manifestations include coronary artery disease and myocardial infarction;cerebrovascular disease; renovascular disease and peripheral vascular disease. Initiallyconsidered a bland occlusive disease mediated to a great extent by lipids; atherosclerosiscan now be considered an inflammatory disease; in its own right. This has led to a paradigmshift in disease management. We have come a long way since the time of Celsus; Galen;Virchow; Rokitansky and others when the components of the inflammatory cascade werefirst described. The development of mouse knock out models; improved molecularapproaches to studying atheromatous blood vessels and development of sophisticatedimaging and biomarker studies have enhanced our understanding of the molecular …,Cardiovascular & Haematological Disorders-Drug Targets (Formerly Current Drug Targets-Cardiovascular & Hematological Disorders),2010,1
Editorial [Hot topic: The Inflammation Paradigm in Cardiovascular Disease (Guest Editor: Guha Krishnaswamy)],Guha Krishnaswamy,This special issue contains a clustering of articles pertaining to the inflammatory aspects ofcardiovascular disease. Over the last several decades; various aspects of cardiac pathologyhave demonstrated an inflammatory basis. This is especially true of atherosclerotic heartdisease; where our understanding has evolved from a bland role for lipids to a veryprofoundly inflammatory state characterized by expression of various inflammatory genes;transcription factors and biochemical mediators. Endothelial dysfunction and inflammatorypathology are seen in such diverse states as diabetic cardiovascular disease and themetabolic syndrome to arrhythmias such as atrial fibrillation. In this series of manuscripts; Dr.Negi and Anand discuss the epidemiology of cardiovascular disease and the role of riskfactors in the pathogenesis of coronary artery disease. This is followed by a discussion of …,Cardiovascular & Haematological Disorders-Drug Targets (Formerly Current Drug Targets-Cardiovascular & Hematological Disorders),2010,1
The challenge of improving the health care literacy of the asthma community,Douglas E Masini; Guha Krishnaswamy,Only recently has the inflammatory basis of asthma been appreciated and communicated tothe medical community at large. This has occurred largely as the result of published asthma-management guidelines. 1 Asthma can be considered a disease that results from lack ofpatient and caregiver education. The patient and family need to be a part of a larger strategicpartnership; the foundation of which is education on every aspect of asthma management:understanding inflammation; triggers; and comorbidity factors; effective use of inhalers andmedications; and exacerbation management. Hopefully; this education translates into lessemergency care and better quality of life; both for patient and family. Asthma education2 andmanagement3 were recently addressed in RESPIRATORY CARE.,*,2008,1
A host of factors can lead to worsening hypoxemia--Recognizing the impact of obstructive sleep apnea in patients with asthma,Guha Krishnaswamy,ABSTRACT: The coexistence of asthma and obstructive sleep apnea (OSA) in a givenpatient presents a number of diagnostic and treatment challenges. Although the relationshipbetween these 2 diseases is complex; it is clear that risk factors such as obesity;rhinosinusitis; and gastroesophageal reflux disease (GERD) can complicate both asthmaand OSA. In the evaluation of a patient with poorly controlled asthma; it is important toconsider the possibility of OSA. The most obvious clues are daytime sleepiness and snoring;but the definitive diagnosis is made by polysomnography. Management of OSA may includeweight loss and continuous positive airway pressure (CPAP). Surgical intervention; such asuvulopalatopharyngoplasty; may be an option for patients who cannot tolerate CPAP.Management may include specific therapies directed at GERD or upper airway disease …,Journal of Respiratory Diseases,2005,1
Peripheral edema and dyspnea in an asthmatic,Muhanad Al Hasan; Nader Eldika; S Matthew Fitzgerald; Guha Krishnaswamy; Piotr J Gorecki,CASE A hypertensive 67-year-old man with chronic asthma and rhinosinusitis is seen in anasthma clinic for complaints of persistent dyspnea and cough. The patient also complains offoot swelling; daytime fatigue; and early morning headache. He has a 30-year smokinghistory and denies alcohol use.The patient is on optimal therapy for asthma: salmeterol; 2puffs bid; ipratropium; 2 puffs qid prn; and triamcinolone; 2 puffs bid. He also is takingmontelukast; 10 mg/d. The patient frequently requires nebulized albuterol bid and has hadrepeated courses of oral prednisone for flare-ups. In spite of aggressive therapy; the patientcontinues to have recurrent coughing; nocturnal wheezing; and dyspnea with increasingperipheral edema.,Patient Care for the Nurse Practitioner,2005,1
The challenge of immunodeficiency disorders,D Dube; David S Chi; Judy Y Hu; Guha Krishnaswamy,*,Postgraduate Medicine,2002,1
Serum thrombopoietin (TPO) levels in disorders of thrombocytopenia: Implications for future use of recombinant TPO in clinical practice.,M Araneda; G Krishnaswamy; V Krishnan; K Hall; K Krishnan,*,Blood,1998,1
Severe bactrim‐induced neutropenia with reversal of CD4+/CD8+ lymphocyte ratio: response to recombinant human granulocyte‐colony stimulating factor (R‐metH...,K Krishnan; G Krishnaswamy,Several drugs (antibiotics; antithyroid drugs; tranquillizers; analgesics; antirheumatic drugs andsedatives) cause neu- tropenia with an unpredictable frequency. Direct bone mar- rowsuppression; immune-mediated mechanisms; peripheral destruction and rapid clearance havebeen described as possible mechanisms. Direct antibody; immune-complex and autoimmunemediated damage to mature neutrophils or myeloid precursors have been described as possibleimmune mechanisms (Sprikkelman et al. 1994). Genetic predisposition may also play a role(Lieberman et al. 1990). Several case reports describe the beneficial effects of recombinant humangranulocyte-col- ony stimulating factor (R-metHUG-CSF) in the reversal of drug-induced neutropeniadue to clozapine; phen- othiazines; NSAIDs; metamizol; sulfasalazine; ranitidine etc. (Sprikkelmanet al. 1994; Means et al. 1992; Teit- elbaum; Bell & Brown; 1993; Yokoyama et al. 1992) …,International Journal of Laboratory Hematology,1998,1
Pro-atherogenic cytokine induction by leucocyte adhesion role of ICAM-1 and PKC in cytokine signaling.,L Yerra; DS Chi; K Hall; JK Smith; W Joyner; J Kelley; G Krishnaswamy,*,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,1998,1
Plasma interleukin-6; fibrinogen levels; and fibrinogen promoter polymorphism in patients with coronary artery disease,Hyacinth Paul; JH Whitaker; CJ Downs; E Martin; G Krishnaswamy; Aa Khan; S Hiremagular; K Cantor; Ds Chi,Abstract unavailable for this article.,Chest,1997,1
Multiple pro-inflammatory cytokine genes are expressed by cultured human endothelial cells obtained from different tissue sites.,R Mukkamala; JK Smith; W Joyner; DS Chi; K Hall; G Krishnaswamy,*,JOURNAL OF INVESTIGATIVE MEDICINE,1996,1
912 Dexamethasone inhibits gene expression and production of both TH1 and TH2 cytokines from peripheral blood mononuclear cells,DS Chi; S Srikanth; K Hall; JK Smith; G Krishnaswamy,*,Journal of Allergy and Clinical Immunology,1996,1
CLINICAL CHARACTERISTICS OF IGE HYPOGAMMAGLOBULINEMIA,JK Smith; R Thomas; G Krishnaswamy; SL BERK,*,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,1995,1
GENETIC-POLYMORPHISM IN THE INTERLEUKIN-4 GENE SEQUENCE-RELATION TO TOTAL SERUM IGE,D MARSH; G KRISHNASWAMY; M PERRY; EE KAUTZKY; W BIAS; B GHOSH,*,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,1992,1
Urticarial vasculitis and autoimmune thyroid disease: Do we have enough data? Response,Aaisha Haque; Guha Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2018,*
Resolution of Cough Syncope in Eosinophilic Lung Disease by Mepolizumab,Mohini Pathria; Keith Clance; Kena Shah; Warit Jithpratuck; Shivam Gandhi; Guha Krishnaswamy,DISCUSSION: Cough syncope in patients with eosinophilic lung disease and asthma canlead to significant morbidity. In the patients described; the presence of dust mite allergy andeosinophilia demonstrates a predominant Th2-response. Thickened bronchi on imagingsuggests airway remodeling; potentially causing cough receptor activation. Both patientshad not responded to optimal management. Mepolizumab; an IL-5 inhibitor helped resolvecough paroxysms and syncopal episodes; significantly improving quality of life.CONCLUSIONS: This phenomenon has not been previously reported with mepolizumaband mores studies are needed.,Chest,2017,*
A Variant Antisynthetase Syndrome: Association of Eosinophilia; Hyperpigmentation; and Dust Allergy With Anti-Pl7-Mediated Multisystemic Disease,Mohini Pathria; Keith Clance; Kena Shah; Warit Jithpratuck; Shivam Gandhi; Guha Krishnaswamy,DISCUSSION: Anti-PL-7 antibody positive antisynthetase syndrome is very rare. Our patientdemonstrated Raynaud's phenomena; myositis and interstitial pneumonitis; all consideredtypical criteria for the disease. However; the role of dust allergy and eosinophilia is unclear.The disease may be complicated by respiratory failure and ultimately require lungtransplantation. While glucocorticoids and immunosuppressive therapy are used in reportedcases; recent studies suggest a role for B cell depletion with rituximab in more severelyafflicted patients who are anti-PL7 antibody positive. Such patients demonstrate someimprovement in lung function. CONCLUSIONS: More awareness of this multisystemicdisease can lead to early diagnosis and management; potentially improving patientoutcomes.,Chest,2017,*
Nafcillin-Induced Allergic Eosinophilic Cholestatic Hepatitis,Mark V Guido; Warit Jithpratuck; Graham E Parks; Guha Krishnaswamy,Abstract A 71-year-old female with no history of liver disease or antibiotic allergy developedjaundice with elevated liver enzymes and eosinophilia following treatment with nafcillin forseptic arthritis. Further workup demonstrated hepatocellular dysfunction and liver biopsyshowed expansion of portal tracts by lymphocytes and eosinophils consistent with ahypersensitivity reaction. Nafcillin and related antibiotics were withdrawn; and her symptomsresolved 3 months later. We searched PubMed using terms of “nafcillin cholestasis” and“nafcillin hepatitis”; and a review of the literature showed other reports of nafcillin-inducedhepatitis and cholestasis. Avoidance and on occasion the guarded use of glucocorticoidscan lead to recovery from the insult. This case report shows that while rare; nafcillin cancause cholestatic hepatitis through a likely eosinophil-mediated hypersensitivity reaction …,Gastroenterology research,2017,*
of Allergy; Asthma & Immunology,Julie Wang; Marion Groetch; Chongwei Cui; Tyler Basen; Ami Thakor Philipp; Joseph Yusin; Guha Krishnaswamy; Ahmad Hamad; Warit Jithpratuck; Robert E Esch; Rosa Codina; Michele Ngoc Pham; Sara Manti; Salvatore Leonardi; Annamaria Salpietro; Giuliana Del Campo; Carmelo Salpietro; Caterina Cuppari; Arlene Butz; Tricia Morphew; Cassia Lewis-Land; Joan Kub; Melissa Bellin; Jean Ogborn; Olga Mediano; Raquel Casitas; Carlos Villasante; Elisabet Martınez-Ceron; Raul Galera; Ester Zamarron; Francisco Garcıa-Rıo; Heather Holderness; Nancy Chin; Deborah J Ossip; Maria Fagnano; Marina Reznik; Jill S Halterman; Steven J Jacobsen; Grace M Lee; Allison L Naleway; James Nordin; Matthew F Daley,Contents of Annals of Allergy; Asthma & Immunology Copyright © 2017 by the American Collegeof Allergy; Asthma & Immunology. Published by Elsevier Inc. All rights reserved … Editor: GailenD. Marshall; Jr; MD; PhD; DFACAAI Annals of Allergy; Asthma & Immunology University of MississippiMedical Center 2500 North State Street; Jackson; MS 39216 (601) 815-5527 -gmarshall@umc.edu … PERSPECTIVE 385 Preventing food allergies with tweaks to the infantdiet: A practical reality? Julie Wang; MD; Marion Groetch; RD … DISEASE IN A NUTSHELL389 Celiac disease and nonceliac gluten sensitivity Chongwei Cui; MD; Tyler Basen; MD; AmiThakor Philipp; MD; Joseph Yusin; MD; Guha Krishnaswamy; MD 394 Urticarial vasculitis andassociated disorders Ahmad Hamad; MD; Warit Jithpratuck; MD; Guha Krishnaswamy; MD …HOW ALLERGEN EXTRACTS ARE MADEdFROM SOURCE MATERIALS TO …,Annals,2017,*
Hereditary Angioedema: Implications of Management.,Mohini Pathria; Guha Krishnaswamy; Juan C Guarderas,Abstract Hereditary angioedema (HAE) is a genetic condition that is characterized byfrequent episodes of localized angioedema. It is a rare disorder that a primary care provider;otolaryngologist; dermatologist; or rheumatologist may encounter only occasionally. Thisdisease is being reviewed because of the significant advances in further understanding thegenetics; biology; and therapeutic management surrounding the condition. Histamine-mediated angioedema responds to steroids; antihistamines; and epinephrine; whereasbradykinin-mediated angioedema is resistant to those interventions and requiresspecialized therapy. Previously used medications have significant adverse effects. Approvedmedications for HAE have been effective in decreasing morbidity and mortality in patientswith this condition. We review the presentation; diagnosis; and available pharmaceutical …,*,2017,*
of Allergy; Asthma & Immunology,William D Johnson; Kena Shah; Juan Guarderas; Guha Krishnaswamy; Ami Philipp; Ronald M Ferdman; Jonathan S Tam; MM Yao Yang; MM Weikang Zhou; MD Aijun Chen; Rung-Chi Li; Umesh Singh; Hugh Porter Windom; Stephen Gorman; Jonathan A Bernstein; Angelina M Crans Yoon; Vicki Chiu; Jamal S Rana; Javed Sheikh; Andrew S Nickels; Kaiser G Lim; James L Zazzali; Allen Kaplan; Marcus Maurer; Karina Raimundo; Benjamin Trzaskoma; Paul G Solari; Evgeniya Antonova; Meryl Mendelson; Karin E Rosen; Daniel H Petroni; Moira L Aitken; Erin Ham; Sarah Chung; Lori Menalia; Matthew C Altman; Andrew G Ayars; Melanie M Makhija; Rachel G Robison; Deanna Caruso; Miao Cai; Xiaobin Wang; Jacqueline A Pongracic; Ashleigh A Olson; Michael D Evans; Mats W Johansson; Chloe H Kim; David M Manthei; Eric A Gaumnitz; Sameer K Mathur,Contents of Annals of Allergy; Asthma & Immunology Copyright © 2016 by the American Collegeof Allergy; Asthma & Immunology. Published by Elsevier Inc. All rights reserved … Editor: GailenD. Marshall; Jr; MD; PhD; DFACAAI Annals of Allergy; Asthma & Immunology University of MississippiMedical Center 2500 North State Street; Jackson; MS 39216 (601) 815-5527 -gmarshall@umc.edu … GUEST EDITORIAL 339 Angioedema in the omalizumab chronic idiopathicand spontaneous urticarial pivotal studies: Clinical relevance vs statistical significance WilliamD. Johnson; PhD … DISEASE IN A NUTSHELL 341 Aphthous stomatitis Kena Shah; DO; JuanGuarderas; MD; Guha Krishnaswamy; MD … MOC-CME REVIEW 344 Evaluation of venomallergy Ami Philipp; MD; Ronald M. Ferdman; MD; MEd; Jonathan S. Tam; MD … REVIEW 348Efficacy of sublingual immunotherapy for cedar pollinosis: A systematic review and meta …,Annals,2016,*
of Allergy; Asthma & Immunology,Bruce G Bender; Kena Shah; Juan Guarderas; Guha Krishnaswamy; Ashmi Doshi; Julie Ryu; Courtney D Thornburg; Dan Hershey; Rebecca Cherry; Ki Milligan; Sergio Rosenzweig; Stephanie Leonard; Tamar Weinberger; Elizabeth Feuille; Cecilia Thompson; Anna Nowak-Wegrzyn; John W Steinke; Larry Borish; Jay M Portnoy; MBA Morgan Waller; Stephen De Lurgio; Chitra Dinakar; Jennifer LH Johnson; Danielle Guthrie; Joel Hyde; Thomas Hanson; Kelly Karlage; Paul B Myrdal; Patrick W Sullivan; Gary Globe; Vahram H Ghushchyan; Jonathan D Campbell; Bruce Bender; David J Magid; Nicholas Ditzler; Matthew Greenhawt,Contents of Annals of Allergy; Asthma & Immunology Copyright © 2016 by the American Collegeof Allergy; Asthma & Immunology. Published by Elsevier Inc. All rights reserved … Editor: GailenD. Marshall; Jr; MD; PhD; DFACAAI Annals of Allergy; Asthma & Immunology University of MississippiMedical Center 2500 North State Street; Jackson; MS 39216 (601) 815-5527 -gmarshall@umc.edu … PERSPECTIVE 213 A bootstrap approach to implementation scienceBruce G. Bender; PhD … DISEASE IN A NUTSHELL 217 Empty nose syndrome and atrophicrhinitis Kena Shah; DO; Juan Guarderas; MD; Guha Krishnaswamy; MD … CHALLENGINGCLINICAL CASES 221 Ataxia telangiectasia presenting as hyper IgM syndrome without neurologicsigns Ashmi Doshi; MD; Julie Ryu; MD; Courtney D. Thornburg; MD; MS; Dan Hershey; MD; RebeccaCherry; MD; Ki Milligan; MD; Sergio Rosenzweig; MD; Stephanie Leonard; MD,Annals,2016,*
Novel Association of GAD68-Positive Autoimmune Inner Ear Disease with Autoimmune Urticaria,Jack G Ghably; Sara Atwater; Mark Guido; Aman Nasir; Guha Krishnaswamy,Methods We evaluated a 56 year old female with acute onset of progressive hearing loss inthe left ear and fluctuant loss in the right ear. Audiograms demonstrated compatible losses.Serology was negative for ANA but was positive for antibodies to 68kD antigen/HSP 70. Thepatient also developed recurrent bouts of urticaria and angioedema; with very high titers ofantibody to the high affinity IgE receptor anti-FceRI. The hearing loss responded tointratympanic steroids; while the urticaria improved with histamine and leukotriene inhibition.Results This patient demonstrates a novel association of autoimmune urticaria withautoimmune sensorineural deafness. AIED has not been described in association withchronic autoimmune urticarial (characterized by detectable antibodies targeting FceRI onmast cells and basophils). However both disorders tend to occur with increased …,Journal of Allergy and Clinical Immunology,2016,*
Anti-GAD65 Positive Stiff-Person Syndrome: Novel Association with Common Variable Immune Deficiency,Jack G Ghably; Mark Guido; Sara Atwater; Guha Krishnaswamy,Methods Here we report a case of a middle aged female patient with a history of commonvariable immunodeficiency well managed on subcutaneous immunoglobulin (SCIG) therapywho subsequently developed stiff-person syndrome. EMG findings were indicative of SPSand she tested positive for GAD65 antibodies. Results Her SPS symptoms responded totreatment with clonazepam and later levetiracetam. The patient was placed on higher dosesof SCIG and her symptoms were greatly ameliorated and physical functionality restored.Conclusions,Journal of Allergy and Clinical Immunology,2016,*
Successful use of 20% subcutaneous immunoglobulin in pregnant women with primary immune deficiency,Carla Duff; Guha Krishnaswamy; Jack Ghably,[2] Pichichero ME; Pichichero DM. Diagnosis of penicillin; amoxicillin; and cephalosporinallergy: reliability of examination assessed by skin testing and oral challenge. J Pediatr.1998; 132: 137e143.[3] Mendelson LM; Ressler C; Rosen JP; Selcow JE. Routine electivepenicillin allergy skin testing in children and adolescents: study of sensitization. J AllergyClin Immunol. 1984; 73: 76e81.,Annals of Allergy; Asthma & Immunology,2016,*
IATROGENIC HYPOGAMMAGLOBULINEMIA: THE RITUXIMAB CONUNDRUM,JG Ghably; SE Atwater; MV Guido; S Suresh; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2015,*
IGG4 RELATED DISEASE AND ITS PROTEAN RESPIRATORY-ALLERGIC MANIFESTATIONS,JG Ghably; MV Guido; SE Atwater; S Suresh; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2015,*
IS ECALLANTIDE BENEFICIAL IN LIFE-THREATENING ACE INHIBITOR-INDUCED ANGIOEDEMA?,A Nasir; SE Atwater; MV Guido; S Suresh; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2015,*
Prolonged remission in chorea complicating Common Variable Immune Deficiency (CVID) with Subcutaneous Immunoglobulin (SCIG) infusions (P3. 034),Ravdeep Kaur; Leslie Cristiano; Guha Krishnaswamy,Background: Common variable immunodeficiency (CVID) can be complicated byneurological disease. The efficacy of intravenous and/or subcutaneous immunoglobulin isunclear in these conditions. We report a case of chorea complicating CVID that respondedinitially to high dose intravenous immunoglobulin (IVIG) followed by subcutaneousimmunoglobulin (SCIG). Methods: The patient records were reviewed and data on infusiondoses and types as well as immunoglobulin G levels were noted. A Medline search forneurological complications of CVID was conducted. Results: This patient presented at age18 with acute onset chorea athetosis. Clinical and neurological evaluations were negativefor structural and/or infectious disease. Very low serum levels of IgG and IgA; 373 mg/dl and46 mg/dl were seen associated with CSF mononuclear pleocytosis and …,Neurology,2015,*
Successful Use of 20% Subcutaneous Immunoglobulin in Pregnant Patients with Primary Immune Deficiency,Carla M Duff; Jack Ghably; Guha Krishnaswamy,We identified three young (age range 23-28 years) pregnant female subjects with CVID; receiving20% SCIg. All three subjects delivered full-term healthy infants. Subjects 1 and 2 required a doseadjustment in the third trimester due to subtherapeutic IgG levels. Subject 3 had normal IgG levelsduring first trimester but experienced 2 minor urinary tract infections. No unique pregnancy-relatedadverse effects were noted with infusion. None of the subjects experienced any serious orlife- threatening infections; premature labor; eclampsia; intrauterine growth retardation; or febrilecomplications. None of the infants have experienced complications. Long term-follow up of thepatients and their offspring continues … Based on this small series; 20% SCIg appears safeand effective for pregnant patients with CVID. However; SCIg carries a category C classificationin pregnancy meaning that no randomized studies have been carried out but benefit …,Journal of Allergy and Clinical Immunology,2015,*
ANAPHYLACTIC REACTIONS TO MURINE BITES: A CASE REPORT AND REVIEW OF THE LITERATURE FOR MANAGEMENT GUIDELINES.,LM Cristiano; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2014,*
BARKING UP THE WRONG TREE: THE CLINICAL IMPLICATIONS OF SEVERE HYPOGAMMAGLOBULINEMIA,G Panchal; G Youngberg; C Crisostomo; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2013,*
IGG4-RELATED DISEASE: A NOVEL PROTEAN SYNDROME IN EVOLUTION,JG Ghably; TR Borthwick; JM Litchfield; TJ Oneil; HS Mostafavipour; P Datta; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2013,*
EMPYEMA NECESSITANS: AN UNEXPECTED INFECTIOUS COMPLICATION OF MULTIPLE MYELOMA,A Kapila; J Goldstein; J Moorman; C Forker; E Velilla; K Bajaj; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2013,*
Galactose-alpha-1; 3-galactose: possible role in red meat allergy,Makenzie L Fulmer; Guha Krishnaswamy; Andromeda M Nauli,Recent studies have indicated that patients who exhibit immediate hypersensitivity to redmeat also demonstrate IgE-mediated immunoreactivity to oligosaccharide galactose-alpha-1; 3-galactose (alpha-gal)[1]. Why and how this happens is unclear; though several groupsseem interested in this phenomenon. It is possible that an evolutionary or developmentalbasis exists for this observation. The alpha-gal epitope is distinctive in its dispersal inmammals; it is generously expressed in non-primate mammalian; New World monkeys; andprosimians; where by contrast an IgG antibody binding to this epitope is produced naturallyin humans; Old World monkeys; and apes [2]. Non-primate mammals; such as bovine andporcine species; contain a larger proportion of red meat (slow and intermediate fibers) thanground-based birds. Ground-based birds; chickens and turkeys; in contrast; contain a …,J Biosafety Health Educ,2013,*
Refractory Cough as a Remote Manifestation of Retroperitoneal Liposarcoma,Adey Hasan; Aaysha Kapila; Thomas Barklow; George Youngberg; Guha Krishnaswamy; Bhuvana Guha,Retroperitoneal liposarcoma is often asymptomatic but sometimes attention is drawn to theneoplasm due to clinical manifestations. These include fever; flu-like symptoms; nausea orvomiting due to pressure or hypoglycemia related to paraneoplastic disease. We present arare case of a massive retroperitoneal liposarcoma presenting with refractory dry cough. Thepatient underwent resection of the mass with complete resolution of her cough.Histopathological examination of the mass demonstrated a well-differentiated tumor withmyxomatous features. No evidence of metastatic disease to the lungs was observed. Thiscase points to the need for a thorough and careful evaluation of unexplained cough.,Current Cancer Therapy Reviews,2013,*
Remission of Refractory Aphthous Stomatitis of Celiac Disease with Etanercept,JM Litchfield; H Saleh; C Watkins; S Wilgenbusch; G Youngberg; G Krishnaswamy,*,Journal of Allergy and Clinical Immunology,2012,*
6 CASES OF RARE NEUROLOGIC COMPLICATIONS OF HUMORAL DEFICIENCY,JM Litchfield; C Watkins; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2011,*
RARE GASTROINTESTINAL NEOPLASIA COMPLICATING CVID: IMPLICATIONS FOR SURVEILLANCE.,JM Litchfield; C Watkins; R Sahni; N Holla; G Youngberg; G Krishnaswamy,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2011,*
