Integrating classification and association rule mining,Bing Liu Wynne Hsu Yiming Ma; Bing Liu,*,Proceedings of the fourth international conference on knowledge discovery and data mining,1998,2773
Comparison of common retinal vessel caliber measurement software and a conversion algorithm,WanFen Yip; Yih Chung Tham; Wynne Hsu; Mong Li Lee; Ronald Klein; Barbara Klein; Mohammad Kamran Ikram; Tien Yin Wong; Carol Yim-lui Cheung,Purpose: To compare three commonly used retinal vessel caliber measurement softwaresystems; and propose an algorithm for conversion between measurement systems.Methods: We used 120 retinal photographs to evaluate the agreement between threecommonly used software (Retinal Analysis [RA]; Integrative Vessel Analysis [IVAN]; andSingapore I Vessel Assessment [SIVA]). Bland-Altman plots were used to evaluateagreement of retinal arteriolar (central retinal artery equivalent; CRAE) and venular (centralretinal vein equivalent; CRVE) calibers. Pearson's correlation was used to assess theassociations between systemic factors and retinal vessel calibers; and Z-test was used tocompare the strength of the correlation coefficients across the three software systems. Analgorithm was created to convert measurements; with paired t-test performed to evaluate …,Translational vision science & technology,2016,1
ClaimFinder: A Framework for Identifying Claims in Microblogs.,Wee-Yong Lim; Mong-Li Lee; Wynne Hsu,ABSTRACT Twitter is a microblogging platform that allows users to post public shortmessages. Posts shared by users pertaining to real-world events or themes can provide arich “on-theground” live update of the events for the benefit of everyone. Unfortunately; theposted information may not be all credible and rumours can spread over this platform.Existing credibility assessment work have focused on identifying features for discriminatingthe credibility of messages at the tweet level. However; they do not handle tweets thatcontain multiple pieces of information; each of which may have different level of credibility. Inthis work; we introduce the notion of a claim based on subject and predicate terms; andpropose a framework to identify claims from a corpus of tweets related to some major eventor theme. Specifically; we draw upon work done in open information extraction to extract …,# Microposts,2016,1
Cloud-based Imaging Program for Diabetic Retinopathy Screening and Monitoring,Pok Chien Tan; Carol YL Cheung; Ecosse Lamoureux; Wynne Hsu; Mong Li Lee; Tien Yin Wong,Purpose We tested the performance of a cloud-based automated imaging program fordiabetic retinopathy (DR) screening and monitoring as used in a Singapore screeningprogram; with the aim to reduce the workload of the trained graders for DR screening inreading centre. Methods The Singapore Integrated Diabetic Retinopathy ScreeningProgramme (SiDRP) is a tele-medicine screening program for DR based on assessment ofretinal images of patients with diabetes seen at the primary care setting. Currently; theassessment is based on a standardized assessment of DR presence and severity by trainednon-ophthalmologists assessors (graders). To improve the efficiency of the SiDRPscreening; we developed and machine-trained a prototype imaging software (SELENA);which is a cloud-based tele-medicine platform that processes digital retinal images based …,Investigative Ophthalmology & Visual Science,2015,1
LinkNet: capturing temporal dependencies among spatial regions,Dhaval Patel; Wynne Hsu; Mong Li Lee,Abstract Many applications require understanding how event occurrences at onegeographical region affect or influence event occurrences at another region; eg spread ofdisease and forest fires. Existing works typically impose a grid to partition the spatial spaceand utilize spatial autocorrelation property to model the spatial dependency among the gridcells. However; they are often highly sensitive to the granularity of the grid size and they donot incorporate the temporal dynamics of the event occurrences among regions. This paperutilizes the notion of a spatial network with temporal dependency to capture the dynamics ofevent occurrences among regions. This network is modeled as a directed graph where eachnode is a group of spatially nearby events and each directed edge represents the influenceof events from a source node to a destination node. We design an algorithm called …,Distributed and Parallel Databases,2015,1
Top-k maximal influential paths in network data,Enliang Xu; Wynne Hsu; Mong Li Lee; Dhaval Patel,Abstract Information diffusion is a fundamental process taking place in networks. It is oftenpossible to observe when nodes get influenced; but it is hard to directly observe theunderlying network. Furthermore; in many applications; the underlying networks are implicitor even unknown. Existing works on network inference can only infer influential edgesbetween two nodes. In this paper; we develop a method for inferring top-k maximalinfluential paths which can capture the dynamics of information diffusion better compared toinfluential edges. We define a generative influence propagation model based on theIndependent Cascade Model and Linear Threshold Model; which mathematically model thespread of certain information through a network. We formalize the top-k maximal influentialpath inference problem and develop an efficient algorithm; called TIP; to infer the top-k …,International Conference on Database and Expert Systems Applications,2012,1
Are Computer-assisted programs for measuring Retinal Vascular Caliber Interchangeable?,WanFen Yip; Carol Yim-lui Cheung; Haslina Hamzah; Claire Han; Wynne Hsu; Mong Li Lee; Tien Yin Wong,Purpose:: Changes in retinal vascular caliber reflect early microvascular pathology and maypredict ocular and systemic vascular diseases. We compared retinal vascular calibermeasurements between two commonly used software: the Singapore I Vessel Assessment(SIVA) and Interactive Vessel Analysis (IVAN). Methods:: Retinal photographs from theSingapore Chinese Eye Study (SCES); a population-based survey of persons aged 40 to 80years; were used for this study. A subset of 200 retinal photographs was randomly selected.Retinal arteriolar caliber and venular caliber; summarized as central retinal arteriolarequivalent (CRAE) and central retinal venular equivalent (CRVE); were measured within astandard zone (from 0.5 to 1.0 disc diameter) by trained graders using both the SIVA(National University of Singapore; version 3.0) and IVAN (University of Wisconsin …,Investigative Ophthalmology & Visual Science,2012,1
A prüfer based approach to process top-k queries in XML,Ling Li; Mong Li Lee; Wynne Hsu; Han Zhen,Abstract Top-k queries in XML involves retrieving approximate matching XML documents.Existing techniques process top-k queries in XML by applying one or more relaxations onthe twig query. In this work; we investigate how Prüfer sequence can be utilized to processtop-k queries in XML. We design a method called XPRAM that incorporates the relaxationsinto the sequence matching process. Experiment results indicate that the proposedapproach is efficient and scalable.,International Conference on Database and Expert Systems Applications,2009,1
Discovering trends and relationships among rules,Chaohai Chen; Wynne Hsu; Mong Li Lee,Abstract Data repositories are constantly evolving and techniques are needed to reveal thedynamic behaviors in the data that might be useful to the user. Existing temporal associationrules mining algorithms consider time as another dimension and do not describe thebehavior of rules over time. In this work; we introduce the notion of trend fragment to facilitatethe analysis of relationships among rules. Two algorithms are proposed to find therelationships among rules. Experiment results on both synthetic and real-world datasetsindicate that our approach is scalable and effective.,International Conference on Database and Expert Systems Applications,2009,1
Comparison of color; red-free and enhanced images in measuring fractal dimension of the retinal vasculature,AC Wainwright; JJ Wang; G Liew; ZY Ping; W Hsu; LM Li; TY Wong; P Mitchell,Purpose:: Fractals can be used to describe naturally occurring branching patterns; and theirutility is now being explored to determine whether they enhance our understanding of themicrovasculature in health and disease. We developed a program (IRIS-Fractal) to calculatethe fractal dimension (Df) of retinal vascular structures from digital images; and aimed toassess whether use of color; red-free or enhanced images affects Df as measured by IRIS.Methods:: We selected same-eye color and red-free retinal images of the right eyes of 100children aged 12 years; participants of the Sydney Childhood Eye Study. Original color andred-free images were graded following standard protocols; and regraded after anenhancement process using Adobe Photoshop CS2. Enhancement consisted of applyingthe Auto Levels function followed by the Shadow/Highlight function; with default settings …,Investigative Ophthalmology & Visual Science,2009,1
Correlation between right and left eyes in the measurement of retinal vascular fractal dimension in an older population,V Cosatto; A Wainwright; E Rochtchina; YP Zhang; G Liew; W Hsu; ML Lee; P Mitchell; TY Wong; JJ Wang,Purpose:: Retinal vessel fractal dimension (D f) is a global measure of density in the retinalvasculature. Recent research suggests that this measurement may indicate subtle retinalmicrovascular changes associated with different ocular and systemic conditions. Weassessed the correlation between D f measurements of the left and right eyes of the sameperson; using Blue Mountains Eye Study (BMES) data. Methods:: A random subsample of300 participants (600 eyes) was selected from the baseline BMES survey (1992-4). IRIS-Fractal (version 1.4) was used to measure D f; by outlining a skeletonised line tracing of theretinal vascular network from the original digitised image. Intraclass correlation coefficients(ICC) were used to assess intergrader reproducibility between graders on 300 right eyeimages. The mean D f of right and left eyes was compared using Student's paired t-test …,Investigative Ophthalmology & Visual Science,2009,1
Mining generalized flow patterns,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract In this chapter; we investigate an efficient method to discover this class of relative-location sensitive flow patterns. These generalized flow patterns aim to summarize thesequential relationships between events that are prevalent in sharing the same topologicalstructures. We adopt the pattern growth approach and develop an algorithm calledGenSTMiner to discover these patterns. In order to increase the efficiency of the miningprocess; we also present two optimization techniques. The first is the use of conditionalprojected databases to prune infeasible events and sequences; and the second is pseudoprojection to reduce memory requirement.,*,2008,1
Early Works in Spatio-Temporal Mining,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract Spatio-temporal data mining is an emerging area with increasing importance in avariety of applications; such as homeland security; mobile services; surveillance systems;and health monitoring applications. However; mining in spatio-temporal databases is still inits infancy. Existing work on spatio-temporal data mining has mainly focused on three typesof patterns: evolution patterns of natural phenomena; frequent movements of objects overtime; and space-time clusters. While there has been much research on association rulemining on transactional; spatial; and temporal data; there is little literature on findinginteresting associations in spatio-temporal data. In this chapter; we introduce the earlyattempts at spatio-temporal data mining and review the techniques to discover variousinteresting spatio-temporal patterns. This is followed by a review of the traditional …,*,2008,1
Mining flow patterns in spatio-temporal data,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract In this chapter; we describe flow patterns and the design of the algorithm calledFlowMiner to find such flow patterns. FlowMiner incorporates a new candidate generationalgorithm and employs various optimization techniques for better efficiency. The discovery ofgeneralized spatio-temporal patterns will be described in the next chapter.,*,2008,1
Discovering geographical features for location-based services,Junmei Wang; Wynne Hsu; Mong Li Lee,Abstract In applications such as location-based services; development planning and areamarketing; the knowledge of frequent service requests that are always issued together isuseful for decision and policy making. However; knowing merely the frequently co-locatedservice requests may not suffice. We observe that often times; these co-located servicerequests are influenced by surrounding geographical features. By incorporatinggeographical features with the co-located service requests; we discover a new class ofpatterns called geographical-based NRS (N eighbouring service R equest S ets); which isfound to reveal more information compared to co-located service requests. We design twoalgorithms; namely TwoPhaseGSS and AprioriGSS; to discover this new class of patterns.Experiment results demonstrate the efficiency and the scalability of these algorithms.,International Conference on Database Systems for Advanced Applications,2004,1
Domain knowledge to support the discovery process: previously discovered knowledge,Bing Liu; Wynne Hsu,Abstract In this article; we discuss how previously discovered knowledge can be used infuture knowledge-discovery processes. This is an important topic as in real-life environmentsdata collected in databases change; and patterns mined in the past may no longer be valid.In such situations; the users always want to know what data and patterns have changed andhow they have changed. The ability to mine interesting knowledge and/or changes based onpreviously discovered knowledge is crucial. This article reviews some main techniquesrelated to this topic.,Handbook of data mining and knowledge discovery,2002,1
Approximating scheduling for multimedia applications under overload conditions,Teik Guan Tan; Wynne Hsu,Abstract With the increased demands in multimedia applications; the need to provide bettersystem support is greater than ever. Multimedia applications have an added dimension oftime in their execution which results in stringent timing requirements. These timingrequirements are usually “soft” constraints; that is; they are potentially relaxable humanpreference constraints. In this paper; we investigate an approximating scheduling algorithmthat attempts to derive a “good” schedule for multimedia processes even under the overloadcondition. A model is presented which is able to quantify the trade-off between conflictinggoals in a multimedia application. Experiments are conducted to test the performance of theapproximating scheduling algorithm. Results indicate that our proposed algorithm is able toadjust dynamically to transient overload situation without too much degradation in …,International journal of approximate reasoning,1998,1
A computer-aided product redesign system for robotic assembly,Wynne Hsu; CSG Lee; Andrew Lim,Abstract It is an established fact that a majority of a product's cost is determined by its design.Hence; effort should be directed to achieve a lower cost design without sacrificing theoriginal functionality. A computer-aided product redesign system is proposed to provide helpin generating assembly-oriented redesign by taking the robotic assembly constraints intoconsideration. The system operates in two phases: In the first phase; an objective evaluationof the input design is performed to determine whether there is a need for redesign. Duringthe second phase; the focus is to aid the designer in searching for feasible designalternatives. Three quantitative measures have been proposed to evaluate the conformity ofan input design to a list of DFA design guidelines. If the input design received a badevaluation results on any of the three measures; a search for feasible redesign …,Robotica,1998,1
Post-Analysis of,Bing Liu; Wynne Hsu,Abstract Rule induction research implicitly assumes that after producing the rules from adataset; these rules will be used directly by an expert system or a human user. In real-lifeapplications; the situation may not be as simple as that; particularly; when the user of therules is a human being. The human user almost always has some previous concepts orknowledge about the domain represented by the data&. Naturally; he/she wishes to knowhow the new rules compare with his/her existing knowledge. Ill dynamic domains where therules may change over time; it is important to know what the changes are. These aspects ofresearch have largely been ignored in the past. With the increasing use of machine learningtechniques in practica1 applications such as data mining; this issue of post analysis of ruleswarrants greater emphasis and attention. In this paper; we propose a technique to deal …,*,1996,1
Paradigm shift and the integrated feedback approach,Wynne Hsu; CS George Lee,With the increased competition in today's world market; emphasis has been on the ability toshift from an existing paradigm to a new paradigm so as to create new opportunities and togain new market. A successful paradigm shift is dependent on two factors:(1) the ability topinpoint the inherent weaknesses in the existing paradigm;(2) the ability to find a paradigmthat can replace the old paradigm. In this paper; we show how the integrated feedbackapproach is able to address these two concerns. The integrated feedback approach wasproposed to integrate the design phase with the downstream activities so as to achieve adesign that is better for assembly. The approach operates in two phases: an evaluationphase and a redesign suggestion generation phase. A number of objective criteria havebeen proposed to evaluate a given design from the functional perspective; from the …,Robotics and Automation; 1995. Proceedings.; 1995 IEEE International Conference on,1995,1
Predicting User Reported Drug Side Effects Using a Gated Neural Network,Lahari Poddar; Wynne Hsu; Mong Li Lee,ABSTRACT The detection of Adverse Drug Events (ADE) or side effects of different drugsare necessary to minimize potential health risks of patients. Given the prevalence of userreported contents on Twitter and various health forums; recent research has focused on theautomatic discovery of potential side effects of drugs from these online platforms. However; itis not clear if these reported side effects are solely due to the drug or there are otherconfounding factors that influence a patient's experience of side effects. In this work; we seekto characterize the reported side effects along with their severity for different drugs; based onpatients' past drug evaluations and pre-existing medical conditions. We analyze a largedataset collected from an online health community patientslikeme. com; and observe thatthere exists a strong correlation between a patient's existing health condition (s) and the …,*,2018,*
iFACT: An Interactive Framework to Assess Claims from Tweets,Wee Yong Lim; Mong Li Lee; Wynne Hsu,Abstract Posts by users on microblogs such as Twitter provide diverse real-time updates tomajor events. Unfortunately; not all the information are credible. Previous works that assessthe credibility of information in Twitter have focused on extracting features from the Tweets.In this work; we present an interactive framework called iFACT for assessing the credibility ofclaims from tweets. The proposed framework collects independent evidence from websearch results (WSR) and identify the dependencies between claims. It utilizes features fromthe search results to determine the probabilities that a claim is credible; not credible orinconclusive. Finally; the dependencies between claims are used to adjust the likelihoodestimates of a claim being credible; not credible or inconclusive. iFACT allows users to beengaged in the credibility assessment process by providing feedback as to whether the …,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,2017,*
Deep Learning System for Screening of Diabetic Retinopathy; Glaucoma and Age-related Macular Degeneration Using Retinal Photographs: The DEEP EYE Study,Gilbert Lim; Daniel Shu Wei Ting; Carol Yim-lui Cheung; Gavin S Tan; Rina Rudyanto; Alfred Tau Liang Gan; Ching-Yu Cheng; Wynne Hsu; Mong Li Lee; Tien Yin Wong,*,Investigative Ophthalmology & Visual Science,2017,*
Target-Oriented Keyword Search over Temporal Databases,Xianyan Jia; Wynne Hsu; Mong Li Lee,Abstract Keyword search in relational databases has gained popularity due to its ease ofuse. However; existing methods do not handle keyword search in temporal databases. Inthis paper; we extend keyword queries to allow temporal information to be associated withkeywords; as well as support temporal relationships between two keywords. We design atarget-oriented search over an augmented data graph to efficiently evaluate such temporalkeyword queries. Experiments on 3 datasets demonstrate the efficiency of the proposedapproach to answer complex temporal keyword queries.,International Conference on Database and Expert Systems Applications,2016,*
Inferring Topic-Level Influence from Network Data,Enliang Xu; Wynne Hsu; Mong Li Lee; Dhaval Patel,Abstract Existing influence analysis research has largely focused on studying themaximization of influence spread in the whole network; or inferring the “hidden” networkfrom a list of observations. There is little work on topic-level specific influence analysis.Although some works try to address this problem; their methods depend on known socialnetwork structure; and do not consider temporal factor which plays an important role indetermining the degree of influence. In this paper; we take into account the temporal factor toinfer the influential strength between users at topic-level. Our approach does not require theunderlying network structure to be known. We propose a guided hierarchical LDA approachto automatically identify topics without using any structural information. We then construct thetopic-level influence network incorporating the temporal factor to infer the influential …,International Conference on Database and Expert Systems Applications,2014,*
Study on TBM Launching in Parallel with Small Spacing,Zhan Wang; Xuejin Lv,The launching of a tunnel boring machine (TBM) is very important in the tunnel constructionprocedure; but it also has great risk. Water and slurry may burst into the shield work well inthe case of an inappropriate launching process; resulting in the collapse of the work well.Generally; one work well of a tunnel station is uniquely designed for one TBM. The conditionwhere two tunnels or more share one shield work well is rare. Based on the tunnelconstruction project of metro line 1 in Hangzhou; the special problem of TBM launching fromone work well that had three tunnels in parallel was studied. The minimum spacing betweentunnels was 1.83 m; which was only approximately one-third of the diameter of the tunnel.The most dangerous situation of middle TBM launching was studied; which had greatinfluence on the two existing side tunnels. A finite element (FE) program was adopted to …,*,2014,*
Database research at the National University of Singapore,Stephane Bressan; Chee Yong Chan; Wynne Hsu; Mong-Li Lee; Tok-Wang Ling; Beng Chin Ooi; Kian-Lee Tan; Anthony KH Tung,At the National University of Singapore (NUS); the database group has worked on a widerange of research; ranging from traditional database technology (eg; database design; queryprocessing and optimization) to more advanced database technology (eg; cloud and bigdata management) to novel database utilities (eg; database usability; visualization; securityand privacy). In this article; we describe some recent and on-going interdisciplinary projectsfor which we have received significant amount of funding.,ACM SIGMOD Record,2013,*
Efficient mining of lag patterns in evolving time series,Dhaval Patel; Wynne Hsu; Mong Li Lee,Abstract Time series motifs are sets of similar subsequences. Lag patterns; or the invariantordering among time series motifs; depict localized repeated associative relationshipsacross multiple real valued time series. Lag patterns are of special interest in many realworld applications; such as constructing stock portfolio in financial domain; extractingregulator-target relationship in bioinformatics domain; etc. However; mining lag patterns iscomputationally intensive; particularly in evolving time series data. In this paper; we presentan efficient algorithm called LPMiner* that iteratively discovers motifs and generates lagpatterns of increasing length. We also design an incremental algorithm called incLPMiner tomine lag patterns in the presence of frequent database updates. Experimental analysis onreal world time series datasets demonstrate the efficiency and scalability of our proposed …,*,2013,*
Database Systems for Advanced Applications: 17th International Conference; DASFAA 2012; International Workshops: FlashDB; ITEMS; SNSM; SIM3; DQDI; Busan;...,Hwanjo Yu; Ge Yu; Wynne Hsu; Yang-Sae Moon; Rainer Unland; Jaesoo Yoo,This book constitutes the workshop proceedings of the 17th International Conference onDatabase Systems for Advanced Applications; DASFAA 2012; held in Busan; South Korea;in April 2012. The volume contains five workshops; each focusing on specific area thatcontributes to the main themes of the DASFAA conference: The Second InternationalWorkshop on Flash-based Database Systems (FlashDB 2012); the First InternationalWorkshop on Information Technologies for Maritime and Logistics (ITEMS 2012); the ThirdInternational Workshop on Social Networks and Social Media Mining on the Web (SNSMW2012); the Second International Workshop on Spatial Information Modeling; Managementand Mining (SIM3 2012); and the Fifth International Workshop on Data Quality in IntegrationSystems (DQIS 2012).,*,2012,*
ICTAI 2011,Dhaval Patel; Wynne Hsu; Mong Li,Page 1. 2011 IEEE 23rd International Conference on Tools with Artificial Intelligence(ICTAI2011) Boca Raton; Florida; USA 7-9 November 2011 Pages 1-554 Editors: Taghi M.Khoshgoftaar Xingxuan (Hill) Zhu IEEE Catalog Number: CFP11091-PRT ISBN:978-1-4577-2068-0 1/2 Page 2. 2011 23rd IEEE International Conference on Tools withArtificial Intelligence ICTAI 2011 Table of Contents Preface xx Organizing Committee xxiProgram Committee xxiii Reviewers xxvii Keynotes xxxi Sponsors xxxv Session A: Biomedical;Bioinformatics; and Applications A Hybrid Consensus and Clustering Method for ProteinStructure Selection 1 Qlngguo Wang; Yi Shang; and Dong Xu Discriminative Mutation Chainsin Virus Sequences 9 Dhaval Patel; Wynne Hsu; and Mong Li Lee Flexible; Efficient andInteractive Retrieval for Supporting In-silico Studies of Endobacteria 17 …,*,2011,*
Discriminative mutation chains in virus sequences,Dhaval Patel; Wynne Hsu; Mong Li Lee,Influenza viruses mutate frequently and new mutations may emerge while old mutationsdisappear over a period of time. In addition; some mutations may be dominant in one sub-population but not in the other. Discovering such mutations can help to customize vaccinesto increase the effectiveness for targeted group of people. In this paper; we study theproblem of mining discriminative mutation chains from two influenza A virus protein datasets;D1 and D2; such that the mutations are frequent and significant in one dataset but infrequentand insignificant in the other dataset. We present an efficient algorithm called DMMiner todiscover discriminative mutation chains. Experiments results on the real world influenza Avirus protein datasets reveal that DMMiner is able to find interesting discriminative mutationchains involving the H1N1 2009 influenza A virus as well as region-specific mutations …,Tools with Artificial Intelligence (ICTAI); 2011 23rd IEEE International Conference on,2011,*
The Methodology And Reliability Of Retinal Fractal Dimension Measurement Using A Novel Computer-assisted Method In An Indian Population,George N Thomas; Tien Yin Wong; Shin-Yeu Ong; Wynne Hsu; Mong-Li Lee; Qiangfeng P Lau; Jessica Alessi-Calandro; Lauren Hodgson; Ryo Kawasaki; Carol Y Cheung,Purpose:: Fractal analysis is a method to quantify the geometric branching complexity anddensity of the retinal vessels. This study describes the methodology of fractal analysis andevaluates the reliability of retinal fractal dimension (Df) measurement with a novel computer-assisted method. Methods:: We developed a new computer-assisted program to measurethe Fractal Dimension (Df) of the retinal vessels from digital retinal photographs for disc-centred (OD Df) and macula-centred (Mac Df) views. Retinal photographs from theSingapore Indian Eye Study (SINDI); a population-based survey of 3;400 (75.6% response)persons aged 40 to 80 years; were used for this study. A subset of 171 retinal photographs(5% of SINDI participants) were randomly selected and measured by two trained gradersindependently to determine the inter-grader reliability. The graders repeated the …,Investigative Ophthalmology & Visual Science,2011,*
RETINAL IMAGE ANALYSIS SYSTEMS AND METHODS,*,A platform is proposed for automated analysis of retinal images; for obtaining from theminformation characterizing retinal blood vessels which may be useful in forming a diagnosisof a medical condition. A first aspect of the invention proposes that a plurality ofcharacteristics of the retina are extracted; in order to provide data which is useful forenabling an evaluation of cardiovascular risk prediction; or even diagnosis of acardiovascular condition. A second aspect uses fractal analysis of retinal images to providevascular disease risk prediction; such as; but not limited to; diabetes and hypertension.,*,2011,*
Lens Opacity and Refractive Influences on Retinal Vascular Fractal Dimension Measurement,H Li; P Mitchell; G Liew; E Rochtchina; TY Wong; W Hsu; ML Lee; YP Zhang; J Wang,Purpose:: To examine the influence of lens opacity and refraction on retinal vascular fractaldimension (Df) measurement. Methods:: Right eye optic disc photographs of 3654participants (aged 49-97 years) of the Blue Mountains Eye Study (1992-94) were digitized.Df of retinal vasculature was quantified using a computer-based program. Lens opacityscores were the sum of severity scores of nuclear; cortical and posterior subcapsularcataract; assessed from lens photographs. Refractive errors were measured using anautorefractor followed by subjective refraction. Spherical equivalent refraction (SER) wascalculated as the sum of spherical plus 0.5 cylinder power. Axial length was measured at the10-year follow-up examination using an IOL master. Results:: Complete data were availablein 2859 subjects. Mean Df of retinal vasculature was 1.444±0.023. Increasing lens opacity …,Investigative Ophthalmology & Visual Science,2010,*
Exploiting domain knowledge to improve biological significance of biclusters with key missing genes,Jin Chen; Liping Ji; Wynne Hsu; Kian-Lee Tan; Seung Y Rhee,In an era of increasingly complex biological datasets; one of the key steps in gene functionalanalysis comes from clustering genes based on co-expression. Biclustering algorithms canidentify gene clusters with local co-expressed patterns; which are more likely to definegenes functioning together than global clustering methods. However; these algorithms arenot effective in uncovering gene regulatory networks because the mined biclusters lackgenes that may be critical in the function but may not be co-expressed with the clusteredgenes. In this paper; we introduce a biclustering method called SKeleton Biclustering (SKB);which builds high quality biclusters from microarray data; creates relationships among thebiclustered genes based on Gene Ontology annotations; and identifies genes that aremissing in the biclusters. SKB thus defines inter-bicluster and intra-bicluster functional …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,*
Part IV: Clustering,Wynne Hsu,*,*,2008,*
Effect of Image Brightness; Focus and Contrast on Measurement of Multifractal Dimension of Retinal Vasculature,AC Wainwright; G Liew; B Taylor; ZY Ping; W Hsu; ML Lee; TY Wong; P Mitchell; JJ Wang,Purpose:: Multifractal dimension (D ref) of the retinal microvasculature is a new globalmeasure of vascular branching architecture and can be measured from retinal photographs.D ref may be useful for assessing overall health of retinal circulation. In this report weinvestigate whether image quality (image brightness; focus and contrast) affects measures ofD ref. Methods:: From the Blue Mountains Eye Study population we selected 30 right-eye;disc-centered; greyscale images of participants free from hypertension or diabetes whichwere judged to have good image clarity. We cropped each image with a circular mask with adiameter of 3.5 x optic disc diameter to provide a consistent image field. We altered thecropped images with Adobe Photoshop CS2 (Adobe Systems) to give image sets whichvaried in parameters including brightness (-40;-30;-20;-10;+ 20;+ 30;+ 40); focus …,Investigative Ophthalmology & Visual Science,2008,*
Does the Photographic Angle of Incidence Alter the Measured Fractal Dimension of the Retinal Vasculature?,V Cosatto; B Taylor; G Liew; YP Zhang; W Hsu; ML Lee; P Mitchell; TY Wong; JJ Wang,Purpose:: Fractal dimension of the retinal vasculature is a new global measure of itsarchitecture and may reflect systemic vascular health. To validate new software for fractaldimension measurement from retinal photographs; we examined whether subtle differencesin the photographic angle of incidence affected fractal dimension measures. Methods:: Arandom sample of 30 pairs of stereoscopic photographs of the right optic disc was selectedfrom Blue Mountains Eye Study participants. These photographs were taken at slightlydifferent angles of incidence to obtain stereoscopic views. The IRIS-Fractal program wasused to measure fractal dimension. This program traces the vessel network to produce askeletal image and then quantifies fractal dimension by a box-counting method. A graderrefines the tracings by removing background noise (peripapillary atrophy; choroidal …,Investigative Ophthalmology & Visual Science,2008,*
Conclusions and Future Work,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract Association rule mining in spatial databases and temporal databases have beenstudied extensively in data mining research. Most of the research studies have foundinteresting patterns in either spatial information or temporal information; however; fewstudies have handled both efficiently. Meanwhile; developments in spatio-temporaldatabases and spatio-temporal applications have prompted data analysts to turn their focusto spatio-temporal patterns that explore both spatial and temporal information.,*,2008,*
Mining Topological Patterns in Spatio-Temporal Databases,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract In this chapter; we study the problem of mining topological patterns by imposingtemporal constraints into the process of mining collocation patterns. We first introduce asummary structure that summarizes the database with the instances' count information of afeature in a region within a time window. Next; based on the summary structure; we designan algorithm; called TopologyMiner; to find the interesting topological patterns in a depth-first manner. The algorithm follows the pattern growth methodology. We also investigate anefficient way to incorporate geographical features in TopologyMiner.,*,2008,*
Mining progressive confident rules in sequence databases,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract Real-life objects can be described by its attribute values. For example; a person hasattributes such as gender; date of birth; education level; and job; and so forth. While thegender and date of birth of a person do not change; the education level and job may changewith time. If we denote the set of attribute values of an object as its state; then the state of anobject changes as the attribute values change with time. The states of an object at differenttime stamps form a state sequence.,*,2008,*
Mining sequence patterns in evolving databases,Wynne Hsu; Mong Li Lee; Junmei Wang,Page 1. M n ng Sequence Patterns n Evolv ng Databases Copyright © 2008; IGI Global. Copyingor distributing in print or electronic forms without written permission of IGI Global is prohibited.Chapter IV Mining Sequence Patterns in Evolving Databases M nghua Zhang; Nat onal Un versty of S ngapore; S ngapore Ben Kao; The Un vers ty of Hong Kong; Hong Kong Ch -Lap Y p; TheUn vers ty of Hong Kong; Hong Kong Dav d W. Cheung; The Un vers ty of Hong Kong; HongKong In many applications; the content of a database changes over time. For example; newcustomer sequences are periodically added to a bookstore's database as the store attracts newcustomers. Similarly; every visit to a Web site will add a new log to the site's log database. Thereare also situations in which we have to delete sequences from the database …,*,2008,*
Time series mining: Background and related work,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract In this chapter; we will first give the background and review existing works in timeseries mining. The background material will include commonly used similarity measures andtechniques for dimension reduction and data discretization. Then we will examinetechniques to discover periodic and sequential patterns. This will lay the groundwork for thesubsequent three chapters on mining dense periodic patterns; incremental sequencemining; and mining progressive patterns.,*,2008,*
Mining Spatio-Temporal Trees,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract We observe that many spatio-temporal trees patterns are both unordered andembedded. Unordered refers to the condition that the sequence between children of thesame parent is not important (for example; the tree with bedroom1 as the left son andbedroom2 as the right son is the same as the tree with bedroom2 as the left son andbedroom 1 as the right son) while embedded suggests that it is not necessary to strictly keepthe parent-child relations among nodes.,*,2008,*
Mining Spatio-Temporal Graph Patterns,Wynne Hsu; Mong Li Lee; Junmei Wang,Abstract Data mining in graph databases has received much attention. We have witnessedmany algorithms proposed for mining frequent graphs. Inokuchi; Washio; and Nishimura(2002) and Karpis and Kumar (1998) introduce the Apriori-like algorithms; AGM and FSG; tomine the complete set of frequent graphs. However; both algorithms are not scalable as theyrequire multiple scans of databases and tend to generate many candidates during themining process. Subsequently; Yan and Han (2002) and Nijssen and Kok (2004) proposedepth-first graph mining approaches called gSpan and Gaston; respectively. Theseapproaches are essentially memory-based and their efficiencies decrease dramatically if thegraph database is too large to fit into the main memory.,*,2008,*
