On indexing mobile objects,George Kollios; Dimitrios Gunopulos; Vassilis J Tsotras,Abstract We show how to index mobile objects in one and two dimensions using efficientdynamic external memory data structures. The problem is motivated by real life applicationsin traffic monitoring; intelligent navigation and mobile communications domains. For the l-dimensional case; we give (i) a dynamic; external memory algorithm with guaranteed worstcase performance and linear space and (ii) a practical approximation algorithm also in thedynamic; external memory setting; which has linear space and expected logarithmic querytime. We also give an algorithm with guaranteed logarithmic query time for a restrictedversion of the problem. We present extensions of our techniques to two dimensions. Inaddition we give a lower bound on the number of I/O's needed to answer the d-dimensionalproblem. Initial experimental results and comparisons to traditional indexing approaches …,Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,485
26th International Conference on Data Engineering· ICDE 2010,Man Lung Yiu; Yimin Lin; Kyriakos Mouratidis,Shortest path search in transportation networks is unarguably one of the most importantonline search services nowadays (eg; Google Maps; MapQuest; etc); with applicationsspanning logistics; spatial optimization; or everyday driving decisions. Often times; theowner of the road network data (eg; a transport authority) provides its database to third-partyquery services; which are responsible for answering shortest path queries posed by theirclients. The issue arising here is that a query service might be returning sub-optimal pathseither purposely (in order to serve its own purposes like computational savings orcommercial reasons) or because it has been compromised by Internet attackers who falsifythe results. Therefore; for the above applications to succeed; it is essential that eachreported path is accompanied by a proof; which allows clients to verify the path's …,Proceedings of the 26th International Conference on Data Engineering,2010,*
On continuous monitoring top-k unsafe moving objects,Jian Wen; Vassilis J Tsotras,Abstract With the wide usage of location tracking systems; continuously trackingrelationships among moving objects over their location changes is possible and important tomany real applications. This paper proposes a novel continuous location-based query;called the continuous top-k unsafe moving objects query or CTUO. This query continuouslymonitors the k most unsafe moving objects; where the unsafety of an object (protectee) isdefined by the difference between its safety requirement and the protection provided byprotection forces (protectors) around it. Compared with the traditional top-k queries wherethe score of an object represents its own characteristics; CTUO describes the relationshipsbetween protectees and protectors; which introduces computational challenges sincenaively all objects should be inspected to answer such a query. To avoid this; two efficient …,Proceedings of the 18th SIGSPATIAL International Conference on Advances in Geographic Information Systems,2010,*
26th International Conference on Data Engineering: ICDE: conference proceedings,F Li; MM Moro; S Ghandeharizadeh; JR Haritsa; G Weikum; MJ Carey; F Casati; EY Chang; I Manolescu; S Mehrotra; U Dayal; VJ Tsotras,E' presente una richiesta di inserimento in ANCE di una nuova rivista; utilizza la funzione "Registracodice ANCE" per registrare il codice ricevuto dal servizio LoginMIUR o inviare una nuova richiestadi inserimento oppure cercare nuovamente la rivista. E' presente una richiesta di inserimentoin ANCE di una nuova serie; utilizza la funzione "Registra codice ANCE" per registrare il codicericevuto dal servizio LoginMIUR o inviare una nuova richiesta di inserimento oppure cercarenuovamente la serie … Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatoriper il sito CINECA non sono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuareuna rivista con i dati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN doveapplicabili e il titolo della rivista … Segnalazioni con codici 20201/20202:La pubblicazionenon è stata trasferita SOLO per i docenti segnalati nel messaggio a causa di problemi …,*,2010,*
Structured Queries Over XML Documents with Branched Versioning,Wanxing Xu; J Tsotras Vassilis,Over the last few years; there is an increasing use of XML documents as the standard fortree-structured data over the Internet. Moreover; the vast majority of XML documents beingdisseminated undergo modifications (for example; insertions; deletions and updates) overtime. In most cases; the past versions are of historic importance so that we need to manageevery version of the XML document with the effects of the modifications as the timeprogresses. As a result; many research interest has been raised to devise an effectivesolution to storing multiversion XML documents. Conventional temporal databases assumea single line of time evolution; called data with linear versioning; which allows only the latestversion to be modified; ie a new version is created by modify only the latest version at thattime. However; under some circumstances; both the latest version and a historic version …,*,2009,*
Tree-based Indexing,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,There are two kinds of tables: frequency tables that display the count of respondents at thecrossing of the categorical attributes (in N) and magnitude tables that display information ona numerical attribute at the crossing of the categorical attributes (in R). For example; givensome census microdata containing attributes “Job” and “Town;” one can generate afrequency table displaying the count of respondents doing each job type in each town. If thecensus microdata also contain the “Salary;” attribute; one can generate a magnitude tabledisplaying the average salary for each job type in each town. The number n of cells in atable is normally much less than the number r of respondent records in a microdata file.However; tables must satisfy several linear constraints: marginal row and column totals.Additionally; a set of tables is called linked if they share some of the crossed categorical …,*,2009,*
Dense Index,Mirella M Moro; Vassilis J Tsotras,realized using such logical structures. For example; in tree based data acquisition protocols;a collection tree is built that is rooted at the data collection center such as the sink node [8].The dissemination of the data requests from the participating nodes and collection of datafrom the sensor nodes are accomplished using this tree. A cluster based data acquisitionmechanism has been proposed in [3]. As shown in Fig. 1; nodes are organized into a fixednumber of clusters; and nodes within each cluster dynamically elect a cluster head. The dataacquisition is carried out in two phases. In the first phase; cluster heads collect data fromtheir cluster nodes. In the second phase; cluster heads send collected data to the nodes thathave subscribed to the data. The cluster heads are re-elected to balance energyconsumption among the nodes in the cluster. Zhang et al.[13] have proposed an adaptive …,*,2009,*
Indexed Sequential Access Method,Alex Delis; Vassilis J Tsotras,An example of index oriented towards human navigation is the web directory. In such anindex; links to sites are organized into hierarchical categories; according to the sites'contents. In web directories; normally the tasks of collecting and categorizing pages arecarried out under supervision of human editors. An example of index not oriented to humansis a hidden list of metadata. Metadata are data about data. As a mean of assisting a searchengine to locate content or an information entity; they can be used to describe that content orentity. While not visible to humans; this information can provide contextual clues to automaticalgorithms used by search engines.,*,2009,*
Sparse Index,Mirella M Moro; Vassilis J Tsotras,The values in the relations of a relational database are elements of one or more underlyingsets called domains. In practical applications; a domain may be infinite; eg; the set of naturalnumbers. In this case; the value of a relational calculus query when applied to such adatabase may be infinite; eg;{njn! 10}. A query Q is called finite if the value of Q whenapplied to any database is finite. Even when the database domains are finite; all that isnormally known about them is that they are some finite superset of the values that occur inthe database. In this case; the value of a relational calculus query may depend on such anunknown domain; eg;{xj 8yR (x; y)}. A query Q is called domain independent if the value of Qwhen applied to any database is the same for any two domains containing the databasevalues or; equivalently; if the value of Q when applied to a database contains only values …,*,2009,*
Secondary Index,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,The values in the relations of a relational database are elements of one or more underlyingsets called domains. In practical applications; a domain may be infinite; eg; the set of naturalnumbers. In this case; the value of a relational calculus query when applied to such adatabase may be infinite; eg;{njn! 10}. A query Q is called finite if the value of Q whenapplied to any database is finite. Even when the database domains are finite; all that isnormally known about them is that they are some finite superset of the values that occur inthe database. In this case; the value of a relational calculus query may depend on such anunknown domain; eg;{xj 8yR (x; y)}. A query Q is called domain independent if the value of Qwhen applied to any database is the same for any two domains containing the databasevalues or; equivalently; if the value of Q when applied to a database contains only values …,*,2009,*
I/O Model of Computation,Donghui Zhang; Vassilis J Tsotras,An example of index oriented towards human navigation is the web directory. In such anindex; links to sites are organized into hierarchical categories; according to the sites'contents. In web directories; normally the tasks of collecting and categorizing pages arecarried out under supervision of human editors. An example of index not oriented to humansis a hidden list of metadata. Metadata are data about data. As a mean of assisting a searchengine to locate content or an information entity; they can be used to describe that content orentity. While not visible to humans; this information can provide contextual clues to automaticalgorithms used by search engines.,*,2009,*
B+-Tree,Donghui Zhang; Kenneth Paul Baclawski; Vassilis J Tsotras,The B+-tree is a disk-based; paginated; dynamically updateable; balanced; and tree-likeindex structure. It supports the exact match query as well as insertion/deletion operations inO (logpn) I/Os; where n is the number of records in the tree and p is the page capacity innumber of records. It also supports the range searches in O (logpn+ t∕ p) I/Os; where t is thenumber of records in the query result.,*,2009,*
I/O cache,DONGHUI ZHANG; VASSILIS J TSOTRAS,An example of index oriented towards human navigation is the web directory. In such anindex; links to sites are organized into hierarchical categories; according to the sites'contents. In web directories; normally the tasks of collecting and categorizing pages arecarried out under supervision of human editors. An example of index not oriented to humansis a hidden list of metadata. Metadata are data about data. As a mean of assisting a searchengine to locate content or an information entity; they can be used to describe that content orentity. While not visible to humans; this information can provide contextual clues to automaticalgorithms used by search engines.,*,2009,*
Valid-Time Indexing,Mirella M Moro; Vassilis J Tsotras,The valid time of a fact is the time when the fact is true in the modeled reality. Any subset ofthe time domain may be associated with a fact. Thus; valid timestamps may be sets of timeinstants and time intervals; with single instants and intervals being important special cases.Valid times are usually supplied by the user.,*,2009,*
Extendible Hashing,Donghui Zhang; Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Definition eAccessibility refers to the access of Information and CommunicationTechnologies (ICT) by people with disabilities; with particular emphasis on the World WideWeb. It is the extent to which the use of an application or service is affected by the user'sparticular functional limitations or abilities (permanent or temporary). eAccessibility can beconsidered as a fundamental prerequisite of usability.,*,2009,*
Mobile Object Indexing,George Kollios; Vassilis Tsotras; Dimitrios Gunopulos,Map generalization is the name of the process that simplifies the representation ofgeographical data to produce a map at a certain scale with a defined and readable legend.To be readable at a smaller scale; some objects are removed; others are enlarged;aggregated and displaced one to another; and all objects are simplified. During the process;the information is globally simplified but stays readable and understandable. The smaller thescale; the less information is given per square kilometer. Conversely; the larger the scale;the more detailed is the area mapped for the same map size. For,*,2008,*
Index Structures; Extensible,Marios Hadjieleftheriou; Erik Hoel; Vassilis J Tsotras,The iDistance is an indexing and query processing technique for k nearest neighbor (kNN)queries on point data in multi-dimensional metric spaces. The kNN query is one of thehardest problems on multi-dimensional data. It has been shown analytically andexperimentally that any algorithm using hierarchical index structure based on either space-or data-partitioning is less efficient than the naive method of sequentially checking everydata record (called the sequential scan) in high-dimensional spaces [4]. Some datadistributions including the uniform distribution are particularly hard cases [1]. The iDistanceis designed to process kNN queries in high-dimensional spaces efficiently and it isespecially good for skewed data distributions; which usually occur in real-life data sets. Foruniform data; the iDistance beats the sequential scan up to 30 dimensions as reported in …,*,2008,*
Knowledge management over time-varying geospatial datasets,Peggy Agouris; Anthony Stefanidis; Kate Beard; Mark Gahegan; Vassilis Tsotras; Dimitris Gunopulos,Abstract The research objective of this project is to make novel scientific contributionstowards the development of an integrated environment for spatio-temporal datasets that canhandle the needs of diverse users; and the development of novel ways to access; represent;visualize; and analyze the information content of such an integrated environment; thusoptimizing its use. The work performed in this project can be grouped into three areas ofactivities aiming at the following:< u> Activity I:</u> Our goal is to develop a geospatialknowledge management framework to provide the syntax; context; and semantics forresearching; understanding; and leveraging technical and human behaviors related tospatial understanding. More specifically; we are developing a semantic framework fordescribing relationships between systems; people and data used to create geospatial …,Proceedings of the 2004 annual national conference on Digital government research,2004,*
SalL: A Library for Efficient Application Integration of Spatial Indices,Marios Hadjieleftheriou Erik G Hoel Vassilis; J Tsotras,*,Proceedings,2004,*
Sketching Techniques for Spatio-temporal Density Queries,Marios Hadjieleftheriou; George Kollios; Dimitrios Gunopulos; Vassilis J.  Tsotras,*,HDMS,2004,*
Efficient Complex Query Support,Shu-Yao Chien; Vassilis J Tsotras; Carlo Zaniolo; Donghui Zhang,Abstract. Managing multiple versions of XML documents represents a critical requirement formany applications. Also; there has been much recent interest in supporting complex querieson XML data (eg; regular path expressions; structural projections; DIFF queries). In thispaper; we examine the problem of supporting efficiently complex queries on multiversionedXML documents. Our approach relies on a scheme based on durable node numbers (DNNs)that preserve the order among the XML tree nodes and are invariant with respect to updates.Using the document's DNNs various complex queries are reduced to combinations of partialversion retrieval queries. We examine three indexing schemes to efficiently evaluate partialversion retrieval queries in this environment. A thorough performance analysis is thenpresented to reveal the advantages of each scheme.,Advances in Database Technology-EDBT 2002: 8th International Conference on Extending Database Technology; Prague; Czech Republic; March 25-27; Proceedings,2003,*
Advances in Spatial and Temporal Databases: 7th International Symposium; SSTD 2001; Redondo Beach; CA; USA; July 12-15; 2001 Proceedings,Christian S Jensen; Markus Schneider; Bernhard Seeger; Vassilis J Tsotras,The Seventh International Symposium on Spatial and Temporal Databases (SSTD 2001);held in Redondo Beach; CA; USA; July 12 {15; 2001; brought together leading researchersand developers in the area of spatial; temporal; and spatio-temporal databases to discussthe state of the art in spatial and temporal data management and applications; and tounderstand the challenges and-search directions in the advancing area of datamanagement for moving objects. The symposium served as a forum for disseminatingresearch in spatial and temporal data management; and for maximizing the interchange ofknowledge among researchers from the established spatial and temporal database com-nities. The exchange of research ideas and results not only contributes to the academicarena; but also bene ts the user and commercial communities. SSTD 2001 was the …,*,2003,*
Temporal and spatio-temporal aggregations are important but costly operations for applications that maintain time-evolving data (data warehouses; temporal databa...,Donghui Zhang; Dimitrios Gunopulos; Vassilis J Tsotras; Bernhard Seeger,The success of Internet applications has led to an explosive growth in the demand forbandwidth from Internet Service Providers. Managing an Internet protocol network requirescollecting and analyzing network data; such as flow-level traffic statistics. Such analyses cantypically be expressed as OLAP queries; eg; correlated aggregate queries and data cubes.Current day OLAP tools for this task...,Information Systems,2003,*
Marios Hadjieleftheriou,M Hadjieleftheriou; G Kollios; D Gunopulos; VJ Tsotras; M Vlachos; E Keogh; E Hoel; A Delis; Y Manolopoulos; A Papadopoulos; M Vassilakopoulos; P Bakalov,Sketches Library. I designed and implemented in C++(gcc 3.3) a library of sketching Projectstechniques (Lossy Counting; Count-Min; FM; AMS; FastAMS; Counting Sketch; QuantileDigest; Bloom Filters; etc.). The main purpose of the library is to provide a common test bedfor properly evaluating the pros and cons of various summarization techniques underdiverse settings. For that reason; I also implemented state of the art random numbergenerators (eg; Mersenne); advanced universal classes of hash function; and otheressential tools. At this stage; I plan to keep expanding the library until it encompasses a widerange of known sketching techniques. The library is distributed freely under the GNU LesserGeneral Public License (see http://cs-people. bu. edu/marioh/sketches). Spatial IndexLibrary. I designed and implemented a Spatial Index Library under the GNU Lesser …,IEEE Transactions on Knowledge and Data Engineering (TKDE),2001,*
Introduction to the special section on the fifth international workshop on multimedia information systems,Leana Golubchik; Satish K.  Tripathi; Vassilis J.  Tsotras,MULTIMEDIA systems play a major role in a number of applications; including educationalapplications; entertainment technology; e-commerce; medical; database; and libraryinformation systems. Designing and developing multimedia information systems involves amultitude of aspects including: acquisition; compression; storage; access; presentation; andcommunication. The main characteristics of multimedia applications are: 1) large bandwidthand storage requirements; 2) low communication latency requirements; and 3)synchronization requirements of various multimedia sources; all of which are often coupledwith real-time constraints. Furthermore; in designing and building large high-performancemultimedia information and communication systems; one must consider a whole spectrum ofapplications; from relatively low bandwidth; high throughput; and ªjust-intimeº delivery of …,IEEE Transactions on Knowledge and Data Engineering,2001,*
SPECIAL SECTION ON THE FIFTH INT'L WORKSHOP ON MULTIMEDIA INFORMATION SYSTEMS-Guest Editors' Introduction to the Special Section,L Golubchik; SK Tripathi; VJ Tsotras,*,IEEE Transactions on Knowledge and Data Engineering,2001,*
Riverside; CA 92521; USA,GEORGE KOLLIOS; VASSILIS J TSOTRAS,We present external memory data structures to solve the all-pairs nearest neighbor problemin the setting of points that move with constant velocity. We assume the points move withconstant velocity along a line; and the queries we consider are the of the following form:given a time instant to; find; for each object y; the object or objects that are closest to y at thetime ta. Also we assume that objects can change their motion at any time.,Advances In Informatics-Proceedings Of The 7th Hellenic Conference On Informatics (Hci'99),2000,*
Fundamental Access Methods,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract A major performance goal of a DBMS is to minimize the number of I/O's (ie; blocksor pages transferred) between the disk and main memory. One way to achieve this goal is tominimize the number of I/O's when answering a query. Note that many queries referenceonly a small portion of the records in a database file. For example the query:“find theemployees who reside in Santa Monica” references only a fraction of the records in theEmployee relation. It would be very inefficient to have the database system sequentially readall the pages of the Employee file and check the residence field of each employee record forthe name “Santa Monica”. Instead the system should be able to locate the pages with “SantaMonica” employee records directly. To allow such fast access additional data structurescalled access methods are designed per database file. There are two fundamental …,*,2000,*
Parallel External Sorting,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract One of the goals of computer science is to invent effective and efficient methodstowards problem solving. However; even if the best method (time optimal) is applied to solvea particular problem; the results may not be satisfactory to use the method in a real-lifesituation. For example; even if we apply the best sorting algorithm on a set of 10;000;000records; the real-time constraints that are posed by the application may not be satisfied.Therefore; apart from the design and implementation of efficient algorithms; the researchcommunity is still developed new techniques aiming at more efficient processing. One suchtechnique is the exploitation of multiple resources (processors; disks) to reduce theprocessing costs.,*,2000,*
External Perfect Hashing,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract In this chapter; we give some theoretical and experimental results for the mostpopular practical algorithms for constructing perfect hashing functions; suitable for key setsranging in size from very small to very large ones; ie in the order of millions. Thesealgorithms are used for a variety of applications such as in DBMSs; retrieval systems and filemanagers; as well as in compilers; natural language applications; hypermedia and hypertextto provide rapid access to internal and external data collections.,*,2000,*
Parallel Index Structures,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract Access methods compose a powerful tool for efficient query processing in databasesystems. The research in the field is active for several decades and new access methods arebeing proposed; because new data types appear in diverse application domains. Forexample; as explained in previous section; the traditional B-tree approach does notguarantee satisfactory performance as a method to index spatial data (eg rectangles;polygons; etc.),*,2000,*
Concurrency Issues in Access Methods,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract B-trees; R-trees and Linear Hashing have been used in commercial DBMSs asindexing mechanisms to provide assistance for fast data retrieval. In this chapter we willexamine how different locking techniques can be used on these three access methods toprovide correct concurrent execution and deadlock-free concurrent transactions. It isimportant having efficient concurrency control protocols for index structures; since indicesare “hot” data in the sense that they are heavily involved in query processing. Also; usingstandard straightforward approaches for concurrency in tree indices would result in high lockcontention in the higher tree levels.,*,2000,*
Temporal Access Methods,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract Traditional databases capture a single (usually the most recent) state of themodeled reality. This implies that only queries about this captured state can be answered.There are however many time-varying applications that deal with historical (past) data; aswell as current; or even data about the future. To address these applications temporaldatabases have been proposed. Such databases model reality through the use of twoorthogonal time dimensions: the valid and transaction times. Depending on which timedimension (s) is supported; a temporal database is characterized as transaction-time; valid-time or bitemporal. Supporting temporal data adds extra database functionality since itallows queries about the modeled reality's past; current or future behavior. However; it alsocreates the novel problem of efficiently managing temporal data. In this chapter we first …,*,2000,*
Latest Developments,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract In previous chapters we have examined various access methods; which have beentailored to be used in a great variety of environment and applications. However; theadvancements in optics; VLSI and materials have brought communications and computerscience close to each other than ever. New practical and theoretical problems haveemerged at the interface between databases and web; such as electronic commerce; mobilecommunications; searching in heterogeneous sources and the like. In the present chapterwe will examine; access methods used in data warehouses and on-line analyticalprocessing; access methods for managing semistructured data and access methods formain memory databases.,*,2000,*
External Sorting,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract In this chapter we assume that our computer system is a conventional centralizedone with one memory; one processor and one disk device. In Chapter 10; we will examineparallel sorting as a method suitable for complex systems with many secondary diskdevices.,*,2000,*
Storage Systems,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract A storage hierarchy made up of levels; as shown in Figure 1.1; characterizes everycomputing system and especially a DBMS. A general remark about the memories in thishierarchy is that; when descending from top to bottom; the memories become slower; largerand cheaper. In general; storage devices can be divided into three categories: primary;secondary and tertiary storage. The upper two levels of this hierarchy are characterized asprimary storage. The next two levels are characterized as secondary storage; while the lastlevel as tertiary storage.,*,2000,*
Copyright c 1998RichardT. Snodgrass. Allrightsreserved.,Richard T Snodgrass; Christian S Jensen; Michael H Bohlen; Renato Busatto; Curtis E Dyreson; Heidi Gregersen; Dieter Pfoser; Kristian Torp; Sudha Ram; Anindya Datta; Kwang W Nam; Mario A Nascimento; Keun H Ryu; Michael D Soo; Andreas Steiner; Vassilis Tsotras; Jef Wijsen,*,*,1998,*
An Extensible Notation for Spatiotemporal Index Queries,Vassilis J Tsotras; Christian S Jensen; Richard T Snodgrass,Abstract Temporal; spatial and spatiotemporal queries are inherently multidimensional;combining predicates on explicit attributes with predicates on time dimension (s) and spatialdimension (s). Much confusion has prevailed in the literature on access methods becauseno consistent notation exists for referring to such queries. As a contribution towardseliminating this problem; we propose a new and simple notation for spatiotemporal queries.The notation aims to address the selection-based spatiotemporal queries commonly studiedin the literature of access methods. The notation is extensible and can be applied to moregeneral multidimensional; selection-based queries.,SIGMOD Record,1997,*
served.,Christian S Jensen; Richard T Snodgrass; Michael H Bohlen; Renato Busatto; Heidi Gregersen; Kristian Torp; Anindya Datta; Sudha Ram; Curtis E Dyreson; Kwang W Nam; Keun H Ryu; Michael D Soo; Andreas Steiner; Vassilis Tsotras; Jef Wijsen,*,*,1997,*
VrijeUniversiteitBrussel. Allrightsreserved.,Jef Wijsen; Robert Meersman; Christian S Jensen; HB Michael; Heidi Gregersen; Kristian Torp; Richard T Snodgrass; Anindya Datta; Sudha Ram; Curtis E Dyreson; Kwang W Nam; Keun H Ryu; Michael D Soo; Andreas Steiner; Vassilis Tsotras,*,*,1997,*
andAndreasSteiner. Allrightsreserved.,Richard T Snodgrass; Michael H Bohlen; Christian S Jensen; Andreas Steiner; Renato Busatto; Heidi Gregersen; Kristian Torp; Anindya Datta; Curtis E Dyreson; Kwang W Nam; Keun H Ryu; Michael D Soo; Vassilis Tsotras; Jef Wijsen,*,*,1997,*
The effect of universe knowledge on parallel algorithms,VJ Tsotras; B Gopinath; GW Hart,*,International journal of mini & microcomputers,1995,*
Efficient Support of Historical Queries for Multiple Lines of Evolution f,Gad M Landau Jeanette P Schmidt; Vassilis J Tsotras,*,9th International Conference on Data Engineering,1993,*
Using universe knowledge and arithmetic to get faster parallel algorithms,Vassilis J Tsotras; B Gopinath; George W Hart,The authors provide algorithms that achieve better upper bounds for three classical parallelproblems; ie; searching; merging and maximum finding. The algorithms assume that the pparallel processors can use arithmetic and that the universe U of the input elements isbounded and known. They show that parallel searching is done in O (loglogU/logp); whileparallel merging and maximum finding in O (logloglogU). The results hold for the CRCW andCREW PRAM models.,Parallel and Distributed Processing; 1990. Proceedings of the Second IEEE Symposium on,1990,*
252 and Industry,CJ Su; L Tassiulas; V Tsotras,Abstract Wireless data broadcasting is a promising way of disseminating information to amassive number of clients in an assymetric communication environment where client-to-server communication is infeasible. An important issue to be addressed in data broadcastingis how to organize the data in the broadcast in such a way that the access latency of clientpage requests is minimized. Due to the lack of communication from clients to the server; theserver cannot know what a client needs at the current slot. We consider a broadcastingpolicy in which the server transmits; at each slot; the page which is most likely to berequested by the client; given the history of previous broadcasts. The policy is easilyimplementable since a simple recursive algorithm provides the conditional distribution ofpage requests at slot n from the same distribution at slot n–1. The policy derives …,*,*,*
E cient Management of Multiversion Documents by Object Referencing,Shu-Yao Chien Vassilis J Tsotras; Carlo Zaniolo,Abstract Traditional approaches to versioning documents are edit-based; and representsuccessive versions using edit scripts. This paper proposes a reference-based versioningscheme that preserves the rich logical structure of the evolving document via objectreferences. This approach produces better support for queries; and reconciles the storage-level and transport-level representations of multiversioned XML documents. In particular; wepresent e cient algorithms for supporting projection and selection queries; and for queryingthe document evolution history. Then; we show that our representation is also e cient at thetransport level; where XML documents are exchanged between remote parties. In fact; withthe reference-based scheme; an XML document's history can also be viewed and processedas yet another XML document. Finally; we demonstrate the e ectiveness of the new …,Change,*,*
Efficient Aggregation over Multidimensional Objects Donghui Zhang* Vassilis Tsotras† Alexander Markowetz Marios Hadjieleftheriou § Dimitrios Gunopulosk Bernh...,Donghui Zhang,Abstract Multi-dimensional aggregation queries are very useful but costly operations.Previous approaches on multidimensional aggregations works either for point objects (theDynamic Data Cube; etc.); or for one-dimensional interval objects (the SB-tree; etc.). Thispaper proposes efficient techniques to compute and incrementally maintain multi-dimensional aggregates for objects which may have non-zero extent in any dimension (s).We propose a new index structure called the BA-tree which absorbs features from both theDynamic Data Cube and the SB-tree. We further examine multi-dimensional aggregationswhere object values are not constant but are described by functions. This has a non-trivialconsequence in aggregation computations. An object's participation in the aggregation isthe function integral over the intersection between the object's multidimensional extent …,*,*,*
Approximating multi-dimensional aggregate range queries over real attributes,Dimitrios Gunopulos George Kollios; Vassilis J Tsotras Carlotta Domeniconi,*,*,*,*
Storing and Querying Multiversion XML Documents using Durable Node Numbers,Shu-Yao Chien Vassilis J Tsotras; Carlo Zaniolo; Donghui Zhang,*,*,*,*
Efficient Support for Complex Queries on Multiversion XML Documents,Shu-Yao Chien; Vassilis J Tsotras; Carlo Zaniolo; Donghui Zhang,Abstract Managing multiple versions of XML documents represents a critical requirement formany applications. Also; there has been much recent work on supporting complex querieson XML data (eg; regular path expressions; structural projections; DIFF queries). In thispaper; we examine the problem of implementing efficiently complex queries onmultiversioned XML documents. Our approach relies on a scheme based on durable nodenumbers (DNNs) that preserve the order among the XML tree nodes and* This work waspartially supported by NSF grants IIS-9907477; EIA-9983445; and the Department ofDefense.,*,*,*
AAAI Publications,Michael N Rice; Vassilis J Tsotras,AAAI Publications. Open Conference Systems. Conference Help. User Username; Password;Remember me. Conference Content Search. All. Conference Information …,*,*,*
On the Spatiotemporal Burstiness of Terms,Marcos R Vieira; Dimitrios Gunopulos; Vassilis J Tsotras,Abstract Thousands of documents are made available to the users via the web on a dailybasis. One of the most extensively studied problems in the context of such documentstreams is burst identification. Given a term t; a burst is generally exhibited when anunusually high frequency is observed for t. While spatial and temporal burstiness have beenstudied individually in the past; our work is the first to simultaneously track and measurespatiotemporal term burstiness. In addition; we use the mined burstiness information towardan efficient document-search engine: given a user's query of terms; our engine returns aranked list of documents discussing influential events with a strong spatiotemporal impact.We demonstrate the efficiency of our methods with an extensive experimental evaluation onreal and synthetic datasets. 1.,*,*,*
Efficient Indexing for Spatiotemporal Applications,Vassilis J Tsotras; Dimitrios Gunopulos,Indexing spatiotemporal data is an important problem for many applications (global change;transportation; social and multimedia applications). The goal of this project is to provideefficient access methods for data whose geometry changes over time. Two time-varyingspatial attributes are considered; the object position and extent. Based on the rate by whichthese spatial attributes change; the discrete and continuous spatiotemporal environmentsare identified. In the discrete environment; spatiotemporal data changes in discrete steps.Efficient ways to answer historical queries on any past state of such spatiotemporal data areexamined. In particular; selection; neighbor; aggregate; join and similarity queries areaddressed using a" partial persistence" methodology. In the continuous spatiotemporalenvironment; data changes continuously. Instead of keeping the data position/extent at …,*,*,*
AL oad-B alanced P arallel S orting A lgorithm for S hared-N othing A rchitectures,Anil Kumar Tony T Lee Vassilis; J Tsotras,ABSTRACT With the popularity of parallel database machines based on the shared-nothingarchitecture; it has become important to find external sorting algorithms which lead to a load-balanced computation; ie; balanced execution; communication and output. If during thecourse of the sorting algorithm each processor is equally loaded; then parallelism is fullyexploited. Similarly; balanced communication will not congest the network traffic. Sincesorting can be used to support a number of other relational operations (joins; duplicateelimination; building indexes etc.) data skew produced by sorting can further lead toexecution skew at later stages of these operations. In this paper we present a load-balancedparallel sorting algorithm for shared-nothing architectures. It is a multipleinput multiple-output algorithm with four stages; based on a generalization of Batcher's odd-even merge …,*,*,*
