Database architecture optimized for the new bottleneck: Memory access,Peter A Boncz; Stefan Manegold; Martin L Kersten,Abstract In the past decade; advances in speed of commodity CPUs have far out-pacedadvances in memory latency. Main-memory access is therefore increasingly a performancebottleneck for many computer applications; including database systems. In this article; weuse a simple scan test to show the severe impact of this bottleneck. The insights gained aretranslated into guidelines for database architecture; in terms of both data structures andalgorithms. We discuss how vertically fragmented data structures optimize cacheperformance on sequential data access. We then focus on equi-join; typically a random-access operation; and introduce radix algorithms for partitioned hash-join. The performanceof these algorithms is quantified using a detailed analytical model that incorporates memoryaccess cost. Experiments that validate this model were performed on the Monet database …,VLDB,1999,411
Run-time Optimization for Pipelined Systems,R Abdel Kader; Maurice vanKeulen; PA Boncz; Stefan Manegold,textabstractTraditional optimizers fail to pick good execution plans; when faced withincreasingly complex queries and large data sets. This failure is even more acute in thecontext of XQuery; due to the structured nature of the XML language. To overcome thevulnerabilities of traditional optimizers; we have previously proposed ROX; a Run-timeOptimizer for XQueries; which interleaves optimization and execution of full tables. ROX hasproved to be robust; even in the presence of strong correlations; but it has one limitation: ituses full materialization of intermediate results making it unsuitable for pipelined systems.Therefore; this paper proposes ROX-sampled; a variant of ROX; which executes small datasamples; thus generating smaller intermediates. We conduct extensive experiments whichproved that ROX-sampled is comparable to ROX in performance; and that it is still robust …,*,2010,*
Oogstjaar voor CWI-onderzoekers ‘We investeren bewust in technologie’,PA Boncz; ML Kersten; S Manegold; D Riksen,textabstractIn augustus 2009 ontvingen Peter Boncz; Stefan Manegold en Martin Kerstenvan het Centrum Wiskunde & Informatica de prestigieuze VLDB 10-year Best Paper Award.Hun winnende artikel beschreef tien jaar geleden de eerste ideeën over 'hardware-aware'ontwerpen van databasesystemen. Sindsdien maken zowel databaseleveranciers alsspin-offs gebruik van de ideeën en de open source code van het CWI.,*,2010,*
ROX: The Robustness of a Run-time XQuery Optimizer Against Correlated Data (Demo Paper),R Abdel Kader; PA Boncz; S Manegold; M vanKeulen,textabstractWe demonstrate ROX; a run-time optimizer of XQueries; that focuses on findingthe best execution order of XPath steps and relational joins in an XQuery. The problem ofjoin ordering has been extensively researched; but the proposed techniques are stillunsatisfying. These either rely on a cost model which might result in inaccurate estimations;or explore only a restrictive number of plans from the search space. ROX is developed totackle these problems. ROX does not need any cost model; and defers query optimization torun-time intertwining optimization and execution steps. In every optimization step; samplingtechniques are used to estimate the cardinality of unexecuted steps and joins to make adecision which sequence of operators to process next. Consequently; each execution stepwill provide updated and accurate knowledge about intermediate results; which will be …,*,2010,*
MonetDB: Open-source Database Technology Beyond Textbooks,Stefan Manegold,Page 1. MonetDB: Open-source Database Technology Beyond Textbooks Stefan ManegoldStefan.Manegold@cwi.nl http://homepages.cwi.nl/~manegold/ http://monetdb.cwi.nl/ Page 2.Page 3. ● People ● 1 Professor ● 1 Scientific programmer ● 3 Tenure researchers ● 1Tenure-track researcher ● 3 Postdocs ● 4 PhD students ● Master students ● (6 nationalities) ●4 Vacancies Database Architecture Group @ CWI (Centrum Wiskunde & Informatica) Who? Page4. Database Architecture Group @ CWI (Centrum Wiskunde & Informatica) ● Research Focus ●Database Architecture – Hardware Awareness; Self-*; Performance; Multi-modal ● ResearchApproach ● R & D ● Strong Engineering ● System-oriented ● Experimental ● ResearchProducts ● Scientific Papers; PhD Theses; ... ● Open-Source MonetDB What? Page 5. Why?Motivation ● Relational DBMSs dominate since the late 1970's / early 1980's …,*,2010,*
12th International Conference on Extending Database Technology (EDBT 2009),ML Kersten; B Novikov; J Teubner; V Polutin; S Manegold,KNAW Narcis. Back to search results. Publication 12th International Conference on ExtendingDatabase Technology (EDBT 2009) (2009). Pagina-navigatie: Main …,ACM International Conference Proceeding Series,2009,*
Memory Locality,Stefan Manegold,Advances in high throughput sequencing and ''omics''technologies and the resultingexponential growth in the amount of macromolecular sequence; structure; gene expressionmeasurements; have unleashed a transformation of biology from a data-poor science into anincreasingly data-rich science. Despite these advances; biology today; much like physicswas before Newton and Leibnitz; has remained a largely descriptive science. Machinelearning [6] currently offers some of the most cost-effective tools for building predictivemodels from biological data; eg; for annotating new genomic sequences; for predictingmacromolecular function; for identifying functionally important sites in proteins; for identifyinggenetic markers of diseases; and for discovering the networks of genetic interactions thatorchestrate important biological processes [3]. Advances in machine learning eg …,*,2009,*
Cost Estimation,Stefan Manegold,Query processing algorithms are designed to efficiently exploit the available cache units inthe memory hierarchy. Cache-conscious algorithms typically employ knowledge ofarchitectural parameters such as cache size and latency. This knowledge can be used toensure that the algorithms have good temporal and/or spatial locality on the target platform.,*,2009,*
Locality,S Manegold; L Liu; M Özsu,KNAW Narcis. Back to search results. Publication Locality (2009). Pagina-navigatie: Main …,*,2009,*
Memory Hierarchy,Stefan Manegold,Advances in high throughput sequencing and ''omics''technologies and the resultingexponential growth in the amount of macromolecular sequence; structure; gene expressionmeasurements; have unleashed a transformation of biology from a data-poor science into anincreasingly data-rich science. Despite these advances; biology today; much like physicswas before Newton and Leibnitz; has remained a largely descriptive science. Machinelearning [6] currently offers some of the most cost-effective tools for building predictivemodels from biological data; eg; for annotating new genomic sequences; for predictingmacromolecular function; for identifying functionally important sites in proteins; for identifyinggenetic markers of diseases; and for discovering the networks of genetic interactions thatorchestrate important biological processes [3]. Advances in machine learning eg …,*,2009,*
SIGMOD Conference Experimental Repeatability Requirements,Stefan Manegold,SIGMOD 2008 was the first database conference that proposed testing the code associatedto conference submissions against the data sets used by the authors; to test the repeatabilityof the experiments presented in the submitted papers. A detailed report on this initiative hasbeen published in ACM SIGMOD Record; 37 (1): 39-45; March 2008.,ACM SIGMOD Record,2008,*
High-performance Database Technology beyond Textbooks---Forget (almost) everything you were taught at school/university.,Stefan Manegold,*,*,2008,*
Second International ACM/SIGMOD Workshop on Performance and Evaluation of Data Management Systems (ExpDB 2007),S Manegold; P Bonnet,KNAW Narcis. Back to search results. Publication Second International ACM/SIGMOD Workshopon Performance and Evaluation... (2007). Pagina-navigatie: Main …,*,2007,*
The MonetDB Database Kernel: Architecture & Insights,Stefan Manegold,*,*,2007,*
MonetDB/XQuery: A High-performance XQuery Processor Powered by a Relational Engine,Stefan Manegold,*,*,2007,*
Generic Database Cost Models for Hierarchical Memory Systems.,PA BONCZ; ML KERSTEN; S MANEGOLD,*,*,2007,*
REPORT INS-E0704 MARCH 2007,S Manegold,ABSTRACT This paper presents an extensive and detailed experimental evaluation ofXQuery processors. The study consists of running five publicly available XQuerybenchmarks---the Michigan benchmark (MBench); XBench; XMach-1; XMark and X007---onsix XQuery processors; three stand-alone (file-based) XQuery processors (Galax;Qizx/Open; Saxon-B) and three XML/XQuery database systems (BerkeleyDB/XML;MonetDB/XQuery; X-Hive/DB). Next to assessing and comparing the functionality;performance and scalability for the various systems; the major focus of this work is to reportin detail about the experiences made while performing such an exhaustive study; to discussall the problems that we encountered and how we solved them; and hence to hopefullyprovide some guidelines (or even a recipe) for performing reproducible large-scale …,*,2007,*
Report on the Second International Workshop on Data Management on Modern Hardware (DaMoN'06),Anastassia Ailamaki; Peter Boncz; Stefan Manegold,Abstract: This report summarizes the presentations and discussions that occurred during theSecond International Workshop on Data Management on Modern Hardware (DaMoN).DaMoN was held in Chicago on June 25th; 2006; and was collocated with ACM SIGMOD2006. The aim of this one-day workshop is to bring together researchers interested inoptimizing database performance on modern computing infrastructure by designing newdata management techniques and tools.,ACM SIGMOD Record,2006,*
Second International ACM/SIGMOD Workshop on Data Management on New Hardware (DaMoN 2006),A Ailamaki; PA Boncz; S Manegold,KNAW Narcis. Back to search results. Publication Second International ACM/SIGMODWorkshop on Data Management on New... (2006). Pagina-navigatie: Main …,*,2006,*
MonetDB/XQuery-Consistent & Efficient Updates on the Pre/Post Plane (Demo Poster),PA Boncz; S Manegold; KS Mullender; J Flokstra; M vanKeulen; T Grust; J Rittinger; J Teubner,KNAW Narcis. Back to search results. Publication MonetDB/XQuery-Consistent & Efficient Updateson the Pre/Post Plane (Demo Poster) (2006). Pagina-navigatie: Main …,*,2006,*
REPORT INS-E0603 MAY 2006,FE Groffen; ML Kersten; S Manegold,ABSTRACT The current database deployment palette ranges from networked sensor-baseddevices to large data/compute Grids. Both extremes present common challenges fordistributed DBMS technology. The local storage per device/node/site is severely limitedcompared to the total data volume being managed and the local processing power is toolimited to handle a high query load. In this paper; we propose Armada: a novel referencemodel for a distributed database architecture to facilitate evolutionary growth. Participatingsystems can autonomously decide to take responsibility in the distributed data managementtask. The system adapts to varying workloads and supports dynamic system re-sizing; eggrowing and shrinking of the system at large. Armada uses lineage trails to capture themetadata and history. Lineage trails from the basis to direct updates to the proper sites …,*,2006,*
MonetDB/XQuery; Technology preview open source release 1,P Boncz; S Manegold; Sjoerd Mullender; Maurice van Keulen; Jan Flokstra; T Grust; J Teubner; J Rittinger,Boncz; P; Manegold; S; Mullender; S; van Keulen; M; Flokstra; J; Grust; T; Teubner; J &Rittinger; J MonetDB/XQuery; Technology preview open source release 1 …MonetDB/XQuery; Technology preview open source release 1. / Boncz; P.; Manegold; S.;Mullender; Sjoerd; van Keulen; Maurice; Flokstra; Jan; Grust; T.; Teubner; J.; Rittinger; J … BonczP; Manegold S; Mullender S; van Keulen M; Flokstra J; Grust T et al. MonetDB/XQuery; Technologypreview open source release 1. 2005 … Powered by Pure; Scopus & Elsevier FingerprintEngine™ © 2017 Elsevier BV.,*,2005,*
First International ACM/SIGMOD Workshop on Data Management on New Hardware,A Ailamaki; PA Boncz; S Manegold,KNAW Narcis. Back to search results. Publication First International ACM/SIGMOD Workshopon Data Management on New Hardware (2005). Pagina-navigatie: Main …,*,2005,*
MonetDB,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; FE Groffen; MG Ivanova; Y Zhang; RA Goncalves; E Sidirourgos; E Liarou; S Idreos; JA deRijke; AP deVries; W Alink; R Cornacchia; JFP van deAkker; AR vanBallegooij; CA van deBerg; JR Castelo; J Flokstra; CA Galindo-Legaria; T Grust; S Héman; D Hiemstra; T Ianeva; JS Karlsson; M vanKeulen; S deKonink; JA List; N Mamoulis; GJ Molenaar; G Modena; S Göldner; AJ Pellenkoft; HGP Bosch; W Quak; G Ramirez Camps; J Rittinger; H Rode; W Scherphof; AR Schmidt; N Tang; J Teubner; C Treijtel; T Tsikrika; F Waas; THW Westerveld; MA Windhouwer; M Zukowski; A Gafriller; A Singh; A Scherpenisse; B Brodbeck; G deNijs; M Mayr; M Antonelli; M vanDinther; R Aly; R vanOs; S Mayer; S Kerschbaumer; T Ressel; T Schreiber,KNAW Narcis. Back to search results. Publication MonetDB (2005). Pagina-navigatie: Main. Savepublication: Save as MODS; Export to Mendeley; Save as EndNote; Export to RefWorks. Title;MonetDB. Author; ML Kersten (Martin); PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan);KS Mullender (Sjoerd); FE Groffen (Fabian); MG Ivanova (Milena); Y. Zhang (Ying); RA Goncalves(Romulo); E. Sidirourgos (Eleftherios); E. Liarou (Erietta); S. Idreos (Stratos); JA de Rijke (Arjen);AP de Vries (Arjen); W. Alink (Wouter); R. Cornacchia (Roberto); JFP van den Akker; AR vanBallegooij; CA van den Berg; JR Castelo; J. Flokstra; CA Galindo-Legaria; T. Grust; S. Héman(Sándor); D. Hiemstra; T. Ianeva; JS Karlsson; M. van Keulen; S. de Konink (Stefan …,*,2005,*
Report INS-E0510 May 2005,PA Boncz; T Grust; M van Keulen; S Manegold; J Rittinger; J Teubner,ABSTRACT Various techniques have been proposed for efficient evaluation of XPathexpressions; where the XPath location steps are rooted in a single sequence of contextnodes. Among these techniques; the staircase join allows to evaluate XPath location stepsalong arbitrary axes in at most one scan over the XML document; exploiting the XPathaccelerator encoding (aka. pre/post encoding).,*,2005,*
Storing XML Documents in Databases,Albrecht Schmidt; Stefan Manegold; Martin Kersten,Abstract Ever since the Extensible Markup Language (XML)(W3C; 1998b) began to be usedto exchange data between diverse sources; interest has grown in deploying datamanagement technology to store and query XML documents. A number of approachespropose to adapt relational database technology to store and maintain XML documents(Deutsch; Fernandez & Suciu; 1999; Florescu & Kossmann; 1999; Klettke & Meyer; 2000;Shanmugasundaram et al.; 1999; Tatarinov et al.; 2002; O'Neil et al.; 2004). The advantageis that the XML repository inherits all the power of mature relational technology like indexesand transaction management. For XML-enabled querying; a declarative query language(Chamberlin et al.; 2001) is available.,*,2005,*
REPORT INS-E0506 APRIL 2005,PA Boncz; S Manegold; J Rittinger,ABSTRACT We outline an efficient ACID-compliant mechanism for structural inserts anddeletes in relational XML document storage that uses a region based pre/size/levelencoding (equivalent to the pre/post encoding). Updates to such node-numbering schemesare considered prohibitive (ie physical cost linear to document size); because structuralupdates cause shifts in all pre-numbers after the update point; and require updates of thesize of all ancestors; such that the root of the tree becomes a locking bottleneck. We showhow such locking can be avoided by updating the size of ancestors using delta-increments;which are transaction-commutative operations. We also reduce the physical cost to theminimum (ie linear to update volume) by carefully exploiting the virtual column feature ofMonetDB to store pre numbers (virtual columns are never materialized; and thus need not …,*,2005,*
REPORT INS-E0503 MARCH 2005,PA Boncz; T Grust; S Manegold; J Rittinger; J Teubner,ABSTRACT Using a relational DBMS as back-end engine for an XQuery processing systemleverages relational query optimization and scalable query processing strategies providedby mature DBMS engines in the XML domain. Though a lot of theoretical work has beendone in this area and various solutions have been proposed; no complete systems havebeen made available so far to give the practical evidence that this is a viable approach. Inthis paper; we describe the ourely relational XQuery processor Pathfinder that has been builton top of the extensible RDBMS MonetDB. Performance results indicate that the system iscapable of evaluating XQuery queries efficiently; even if the input XML documents becomehuge. We additionally present further contributions such as loop-lifted staircase join;techniques to derive order properties and to reduce sorting effort in the generated …,*,2005,*
REPORT INS-E0406 JUNE 2004,Cache-Conscious Radix-Decluster Projections; S Manegold; PA Boncz; NJ Nes; ML Kersten,ABSTRACT As CPUs become more powerful with Moore's law and memory latencies stayconstant; the impact of the memory access performance bottleneck continues to grow onrelational operators like join; which can exhibit random access on a memory region largerthan the hardware caches. While cache-conscious variants for various relational algorithmshave been described; previous work has mostly ignored (the cost of) projection columns.However; real-life joins almost always come with projections; such that proper projectioncolumn manipulation should be an integral part of any generic join algorithm. In this paper;we analyze cache-conscious hash-join algorithms including projections on two storageschemes: N-ary Storage Model (NSM) and Decomposition Storage Model (DSM). It turnsout; that the strategy of first executing the join and only afterwards dealing with the …,*,2004,*
REPORT INS-E0408 SEPTEMBER 2004,ML Kersten; S Manegold,ABSTRACT Query performance strongly depends on finding an execution plan that touchesas few superfluous tuples as possible. The access structures deployed for this purpose;however; are non-discriminative. They assume every subset of the domain being indexed isequally important; and their structures cause a high maintenance overhead during updates.This approach often fails in decision support or scientific environments where indexselection represents a weak compromise amongst many plausible plans. An alternativeroute; explored here; is to continuously adapt the database organization by makingreorganization an integral part of the query evaluation process. Every query is first analyzedfor its contribution to break the database into multiple pieces; such that both the requiredsubset is easily retrieved and subsequent queries may benefit from the new partitioning …,*,2004,*
REPORT INS-R0203 MARCH 31; 2002,S Manegold; PA Boncz; ML Kersten,X mtp X pR gjs {8 f 8 H {8 DR 5 j E¥{R j 8¥¤{Rm ECE gjc D {R cm R {¢¡ s 8 R!£ j 8 m¤¥ § ¦ R8 R© 8 R {R ªR R¦¡ H c R 8'5 D!8 jª {R j 8 EE¦ 8 «¬{R c®¤ mE¥ g D {¦{©±²¥ E j¬ UR¥ E¡ ³ (m 3hc¦¦ § D 8 ER scf RD¤ ³ tR j § 8 c D {Rc {RH Ë j § DRU 8 {5 jË UR¥ E¡ 9 R``G (UD h DR¥ UDD``8! R© s© 8 D© D j µ¶ R {R 9¥· E¢ µ¹ E8¤ E 8 {R j U {§ 8 c D {R¤ 8 DR 5 j 8 R j¤ h º R cs {8ER¦¡ XCR! D jf¥ D¦¦ x R RR UR¥ EC µ® R f {D¦¦¡ E© DDE£``¢¥ R cjjm R©¢ DR 5 R RR¡'D fC» pR ¹ ¼d½B E {¢¥ E ²¥ RUD¡ µ¢ D¥{R¦ H¶ m RUR¥ E¡! R````E c¤ ¾# j» p fª {R© R f¡ h¥ D«UR § E vc¥ j 8 h {8 g¦ RB¥ EU8¤ D¦ x¤ º 9 Ë¤{¢ R¦ Dp» p {8 DE c¿ 9© ER {RC h RD E m RRj 3 RR gjE¥ DR f 8 R (5 D v 8 c D {R 9 8 DR 5 8 R¤ Às UDR j¡¤ UC f»¶{R § UR¥ E¡! R``{jRRDR 3 {{ªD DUE c DR f 8 R v {jvc¥ j R j# R``cvE cv 5 DR R3¦ fª {R¦ t {R 9¥ RUD¡ h Ë R 5 RRj¡ R¤ § R (ED {f 8 R!{{{5 E¥ f RC£3 R``8¤ U g 8 (ªE RC 8 {¥{{E» RR {R 5 R f RCGDD {8 …,*,2001,*
lntegrating l/O Processing and Transparent Parallelism—,Stefan Manegold; Florian Waas,Query processing in parallel database systems stands or falls by efficient resource usageincluding CPU scheduling; I/O processing and memory allocation. Up to now; most researchhas focused on load balancing issues concerning several resources of the same kind only;ie balancing either CPU load or I/O load exclusively. In this chapter we present floatingprobe; a novel strategy to utilize parallel resources in a shared-everything environmentefficiently. The key idea of floating probe is dynamic load balancing of CPU and I/Oresources by overlapping I/O-bound build phase and CPU-bound probe phase of pipelinesegments. The extent of interleaving is only limited by data dependencies. Simulation resultsshow; that floating probe achieves considerably shorter execution times with less memorydemands than conventional pipelining strategies.,Current Trends in Data Management Technology,1999,*
Transparent Parallelism in Query Execution,Stefan Manegold; Florian Waas; Martin L Kersten,textabstractA key assumption underlying query optimization schemes for parallel processingis that their cost models can anticipate the multitude of effects encountered during theexecution phase. Unfortunately; this is rarely the case and the optimal processing is onlyachieved in a few situations. However; enriching cost models with further parametersincreases likelihood and extent of estimate errors; thus; does not guarantee better results ingeneral. In this paper we address the question how to de-couple optimization and executionby transparent means of parallelism; ie once the optimizer determined the degree ofparallelism for a group of operators; the underlying execution engine ensures optimalparallel execution without demanding any static schedule by the optimizer. Based on ananalytical framework we model both dataflow and processing environment for parallel …,*,1998,*
Efficient resource utilization in shared-everything environments,Stefan Manegold; Johann K Obermaier,Abstract Efficient resource usage is a key to achieve better performance in parallel databasesystems. Up to now; most research has focussed on balancing the load on severalresources of the same type; ie balancing either CPU load or I/O load. In this paper; wepresent\emph {floating probe}; a strategy for parallel evaluation of pipelining segments in ashared-everything environment that provides dynamic load balancing between CPU-and I/O-resources. The key idea of floating probe is to overlap---as much as possible with respect todata dependencies---I/O-bound build phase and CPU-bound probe phase of pipeliningsegments to improve resource utilization. Simulation results show; that floating probeachieves shorter execution times while consuming less memory than conventionalpipelining strategies.,*,1997,*
Flexible Anfrageoptimierung in parallelen Datenbanksystemen:(Arbeitspapier),Stefan Manegold; Johann K Obermaier; Florian Waas,*,*,1997,*
Building remote sensing applications using scientific database and semantic web technologies,Stavros Vassos; Stefan Manegold; Martin Kersten; Milena Ivanova,ABSTRACT TELEIOS is a recent European project that addresses the need for scalableaccess to petabytes of Earth Observation data and the discovery of knowledge that is hiddenin them. TELEIOS builds on scientific database technologies (array databases; SciQL; datavaults) and Semantic Web technologies (stRDF and stSPARQL) implemented on top of astate of the art column store database system (MonetDB). In this paper we outline the gainsthat Earth Observation organizations can have from these technologies by presenting adetailed example of a fire monitoring service that we have completed.,*,*,*
Armada: a Model for an Evolving Database,Fabian Groffen; Martin Kersten; Stefan Manegold,Soon we face a common repository size scaling into petabytes; filled with data that needs tobe stored and processed. However; the rapidly improving technology cannot keep up withthe data growth rate; hence data processing becomes more and more an expensive andtime-consuming task. This problem is of major concern; since data processing is a coreprocess for many businesses and applications. Yet a real solution to the data growthproblem has to be found. Scaling into multiple machines to process the data is currentlysuccessfully applied in grids and distributed databases. However; the centralised scalingtechnique using a large number of machines; is fragile from an availability point of view. Allsystems depend on the availability of one. Moreover; this single point-of-failure can easilyget overloaded; thereby forming the bottleneck in serving a high workload. A novel …,*,*,*
Advances in Database Technology–EDBT 2009,Martin Kersten; Boris Novikov; Jens Teubner; Vladimir Polutin; Stefan Manegold,ACM COPYRIGHT NOTICE. Copyright cс 2009 by the Association for Computing Machinery;Inc. Permission to make digital or hard copies of part or all of this work for personal orclassroom use is granted without fee provided that copies are not made or distributed forprofit or commercial advantage and that copies bear this notice and the full citation on thefirst page. Copyrights for components of this work owned by others than ACM must behonored. Abstracting with credit is permitted. To copy otherwise; to republish; to post onservers; or to redistribute to lists; requires prior specific permission and/or a fee. Requestpermissions from Publications Dept.; ACM; Inc.; fax+ 1 (212) 869-0481; or permissions@acm. org. For other copying of articles that carry a code at the bottom of the first or last page;copying is permitted provided that the per-copy fee indicated in the code is paid through …,*,*,*
Cost models for Main-Memory database systems,Peter Boncz; Stefan Manegold,Page 1. Cost models for Main-Memory database systems Peter Boncz Stefan Manegold CWI(Amsterdam) “Generic Database Cost Models for Hierarchical Memory Systems”; Manegold; Boncz;Kersten; VLDB'02 Page 2. VLDB 2009 Summer School Shanghai Architecture-Conscious DatabaseTechniques 2 Contents “Generic Database Cost Models for Hierarchical Memory Systems”;Manegold; Boncz; Kersten; VLDB'02 Page 3. VLDB 2009 Summer School ShanghaiArchitecture-Conscious Database Techniques 3 “Generic Database Cost Models for HierarchicalMemory Systems”; Manegold; Boncz; Kersten; VLDB'02 Page 4. VLDB 2009 Summer SchoolShanghai Architecture-Conscious Database Techniques 4 “Generic Database Cost Models forHierarchical Memory Systems”; Manegold; Boncz; Kersten; VLDB'02 Page 5. VLDB 2009 SummerSchool Shanghai Architecture-Conscious Database Techniques 5 vz …,*,*,*
Data Preprocessing,Erwin M Bakker; Stefan Manegold,❑ Incomplete: lacking attribute values; lacking certain attributes of interest; or containing onlyaggregate data❑ eg; Occupation=“”(missing data)❑ Noisy: containing noise; errors; oroutliers❑ eg; Salary=“− 10”(an error)❑ Inconsistent: containing discrepancies in codes ornames; eg;❑ Age=“42”; Birthday=“03/07/2010”❑ Was rating “1; 2; 3”; now rating “A; B; C”❑discrepancy between duplicate records❑ Intentional (eg; disguised missing data)❑ Jan. 1 aseveryone's birthday?,*,*,*
ICDE 2016 committees,Boris Novikov; Eljas Soisalon-Soininen; Mei Hsu; Alfons Kemper; Timos Sellis; C Mohan; Stefan Manegold; Xuemin Lin; Divesh Srivastava; Giovanna Guerrini; Georgia Koutrika; Umeshwar Dayal; North America; Malu Castellanos; Sami El-Mahgary; Antoni Wolski; Anna Yarygina,General Chairs Boris Novikov (Saint Petersburg University; Russia) Eljas Soisalon-Soininen(Aalto University School of Science; Finland) … Program Committee Chairs for Research PapersMei Hsu (HP Labs; USA) Alfons Kemper (Technische Universität München; Germany) TimosSellis (Swinburne University of Technology; Australia) … Program Committee Chair for Industrialand Applications Papers C. Mohan (IBM Almaden Research Center; USA) … Program CommitteeChair for Demonstrations Stefan Manegold (CWI; the Netherlands) … TKDE Posters Chair XueminLin (University of New South Wales; Australia) … Panel Chair Divesh Srivastava (AT&TLabs-Research; USA) … Workshop and Tutorial Chairs Giovanna Guerrini (University ofGenova; Italy) Georgia Koutrika (HP Labs; USA) … IEEE CS Liaison Umeshwar Dayal (HitachiAmerica Ltd; USA) … Sponsorship Chair North America: Malu Castellanos (HP Labs; USA),*,*,*
Integrated Querying of XML Data in RDBMSs,Albrecht Schmidt Stefan Manegold Martin Kersten,ABSTRACT This paper proposes a way to integrate cleanly relational databases and XMLdocuments. The main idea is to draw a clear line of demarcation between the two conceptsby modelling XML documents as a new atomic SQL type. The standardised XML tools likeXPath; XQuery; XSLT are then user-defined functions that operate on this type. Welldefinedinteroperability is guaranteed by; on the one hand; defining a standard way to markup SQLrelations as XML documents and; thus; to make them accessible to the XML tools; on theother hand; XPath and XQuery queries run against the XML portion of the database can usethe same predefined schema to make their results accessible to the SQL language forfurther processing. Additionally; a method for set-oriented evaluation of regular pathexpressions is presented that integrates into our implementation framework.,*,*,*
Data Management on New Hardware,Anastasia Ailamaki Qiong Luo; Philippe Bonnet Stefan Manegold,Contents Program....................................................................................................... iii DaMoNForeword … Program This year; DaMoNand ExpDB audiences are united into a joint fun-filled day with several excellent technical talksand two very interesting keynotes. 8: 30-8: 45 Registration 8: 45-9: 00 Welcome & Opening remarks9: 00-10: 00 DaMoN Invited talk by Honesty Young (IBM China Research Lab) on How do DBMStake advantage of future computer systems? 10: 00-10: 30 Coffee break 10: 30-12: 00 Session1 (DaMoN): Multi-core; Multi-threading; and Deep Memory Hierarchies 12: 00-1: 30 Lunch break1: 30-2: 30 Session 2 (DaMoN): Query Processing on Unconventional Processors 2: 30-2: 45Short break 2: 45-3: 45 Session 3 (DaMoN/ExpDB): Trends and Workload Characterization3: 45-4: 00 Short break 4: 00-5: 00 ExpDB Invited talk by Michael J. Franklin (University of …,*,*,*
Big Data Benchmarking: Data Intensive Research and Explorative Data Analysis,Stefan Manegold,• The data is already present in the database; loaded entirely from CSV files into the databasebefore the benchmark starts; or produced inside the DBMS during the benchmark. In otherwords; query processing happens inside the DBMS; only … • The entire physical design; includingall relevant indexes; is optimized completely before query processing starts … • A benchmark'sworkload consists of database queries that are to be evaluated literally and entirely to alwaysproduce complete and correct results … Undoubtedly; these assumptions do hold and are requiredin traditional business-inspired database application scenarios. However; in the light of BigData; there is a clear need for interactive exploration of extremely large databases; especiallyin the area of scientific data management where ingestion of multiple Terabytes on a daily basisis foreseen. To tackle these challenges; we need to rethink some of the strict …,*,*,*
A Linguistic Query Language On Top Of A Column-Oriented Main-Memory Database,Stefan Manegold,Linguists rely on corpora of actual spoken or written language; such as newspaper articles;to study language variety. Natural language processing algorithms; eg; automated part-of-speech tagging or syntax tree generation; have allowed the costruction of large corpora;containing millions of words; which are further enriched with a multitude of data [Lüd11]. Thechallenge posed by these corpora is to quickly identify and retrieve examples of a linguisticphenomenon a researcher is interested in. To satisfy this demand; we have developedAnnis; a database and web-based multi-layer corpus system [ZRLC09]. It provides a simple;yet expressive query language which is translated to SQL and evaluated on PostgreSQL[Pos96]. The current implementation of Annis is able to evaluate complex linguistic querieson multi-layer corpora containing hundreds of thousands of words at a speed which is …,*,*,*
INS-R9805 February 28; 1998,S Manegold; F Waas; ML Kersten,ABSTRACT A key assumption underlying query optimization schemes for parallelprocessing is that their cost models can deal with the multitude of e ects encountered duringthe execution phase. Unfortunately; this is rarely the case and the optimal processing is onlyachieved in a few situations. In this paper we address the problem to achieve optimalprocessing under a pipelined execution strategy. The approach taken is based on a novelanalytical framework| which establishes a formal treatment of both data ow and processingenvironment| to validate execution strategies. The framework is based on the notion of-optimality which re ects an execution strategy's ability of ad-hoc resource utilization.-optimalstrategies are insensitive to skew and provide a transparent interface to parallelism as theyensure a provable near-optimal exploitation of the processing environment.,*,*,*
E45E7E C EE E IQ,Stefan Manegold; Johann K Obermaier,*,*,*,*
INS-R0002 January 31; 2000,S Manegold; J Pellenkoft; ML Kersten,Св и з д д ж л дж з ви в Ц ви ви жЙ дда и гв бйаи Йей жн гди б о ж и и ж Ййз з дж к гйзангбдйи Д ви жб и Е ж зйаиз в а б в и з ж йв ви лгж К мд ж б ви а ж зйаиз гв з в а ШЭ знзи бв д ж аа а знзи б з гл и и и ви жЙ дда и гв бйаи Йей жн гди б о ж бджгк з и ей жн к ай и гвд ж гжб в з в Ќ вианК,*,*,*
