A local search mechanism for peer-to-peer networks,Vana Kalogeraki; Dimitrios Gunopulos; Demetrios Zeinalipour-Yazti,Abstract One important problem in peer-to-peer (P2P) networks is searching and retrievingthe correct information. However; existing searching mechanisms in pure peer-to-peernetworks are inefficient due to the decentralized nature of such networks. We propose twomechanisms for information retrieval in pure peer-to-peer networks. The first; the modifiedBreadth-First Search (BFS) mechanism; is an extension of the current Gnuttela protocol;allows searching with keywords; and is designed to minimize the number of messages thatare needed to search the network. The second; the Intelligent Search mechanism; uses thepast behavior of the P2P network to further improve the scalability of the search procedure.In this algorithm; each peer autonomously decides which of its peers are most likely toanswer a given query. The algorithm is entirely distributed; and therefore scales well with …,Proceedings of the eleventh international conference on Information and knowledge management,2002,559
Viet-Trung Tran; Gabriel Antoniu; Bogdan Nicolae; Luc Bougé; Osamu Tatebe Improving the Dependability of Grids via Short-Term Failure Predictions.............................,Artur Andrzejak; Demetrios Zeinalipour-Yazti; Marios D Dikaiakos; Eugenio Cesario; Nicola De Caria; Carlo Mastroianni; Domenico Talia; Wlodzimierz Funika; Denis Caromel; Pawel Koperek; Mateusz Kupisz; Harris Papadakis; Paolo Trunfio; Paraskevi Fragopoulou; Emanuele Carlini; Massimo Coppola; Domenico Laforenza; Laura Ricci; Marco Aldinucci; Marco Danelutto; Peter Kilpatrick,XtreemOS: a Sound Foundation for Cloud Infrastructure and Federations ....................................… Towards a Grid File System Based on a Large-Scale BLOB Management Service… Viet-Trung Tran; Gabriel Antoniu; Bogdan Nicolae; LucBougé; Osamu Tatebe … Improving the Dependability of Grids via Short-Term Failure Predictions..................................................... 21 Artur Andrzejak and Demetrios Zeinalipour-Yazti and MariosD. Dikaiakos … Distributed Data Mining using a Public Resource Computing Framework.................................................... 33 Eugenio Cesario; Nicola De Caria; Carlo Mastroianni and DomenicoTalia … Integration of the ProActive Suite and the semantic-oriented monitoring tool SemMon................................................... 45 Wlodzimierz Funika; Denis Caromel; Pawel Koperek; and MateuszKupisz … An Experimental Evaluation of the DQ-DHT Algorithm in a Grid Information …,*,*,*
Message from the HuMoComP Workshop Co-chairs,Adam J Lee; Konstantinos Pelechrinis; Manolis Terrovitis; Demetrios Zeinalipour-Yazti,HuMoComP aims to act as a bridge between human mobility; privacy; security and mobile datamanagement. Particularly; the workshop aims to acquire more insights about human daily lifeby integrating a variety of heterogeneous data sources. Detailed movement data does not onlyprovide valuable information; but it often poses a threat to the privacy and security of users andcompanies; who are behind the digital location and trajectory data. HuMoComP is an integrationof the workshop on Human Mobility Computing and the workshop on Privacy and Security forMoving Objects; both of which were organized for the first time during IEEE MDM 2013 inMilan; Italy … As in previous years; the workshop serves as a forum to present latest researchand engineering results and contributions; and set future directions in human computing mobilityand privacy. The workshop will be organized in a manner that fosters interaction and …,*,*,*
Message from the Advanced Seminar Co-chairs,Arkady Zaslavsky; Dimitrios Georgakopoulos; Mohamed Ali; Abdeltawab M Hendawi; Christos Laoudias; Demetrios Zeinalipour-Yazti; Ahmed Eldawy; Mohamed F Mokbel; Goce Trajcevski; Vladimir Oleshchuk,The remarkable advancements in portable and mobile computing devices and the developmentof myriad of sophisticated sensors are changing the way we interact with our environment; leadingto an unprecedented explosion in the generation of mobile data. While skillful management andanalysis of such data may enable countless attractive services and novel applications; it imposesformidable challenges as well. New technologies such as mobile cloud computing; crowdsourcingand next generation wireless networks are but few examples of recent developments which areboth addressing some of the existing challenges in mobile data management and analytics;and bringing about novel ones … To provide opportunities for more focused presentations anddiscussions along themes presenting experiences with; and visions of such emergingtechnologies; part of the MDM 2014 was dedicated to organizing Advanced Seminars …,*,*,*
Message from the Workshop Co-chairs,Demetrios Zeinalipour-Yazti; Wang-Chien Lee,• The 3rd International Workshop on Mobile Data Management; Mining; and Computing on SocialNetworks (Mobisocial 2015; http://www.iis.sinica.edu.tw/~dnyang/mobisocial/); which aims toact as a bridge between data management; mining and mobile social networks. Particularly;the workshop aims to extract useful knowledge embedded in mobile social networks leadingto community discovery; anomaly detection; trend prediction; recommender systems; informationretrieval; future prediction; and so on. In contrast to other areas in data management andmining; social and human factors are important and thereby need to be properly included in multidisciplinaryand interdisciplinary research of mobile social networks … • The 3rd International Workshopon Human Mobility Computing and Privacy (HuMoComP 2015; http://humocomp15.cs.ucy.ac.cy/); which aims to act as a bridge between human mobility; privacy; security and mobile …,*,*,*
A Quantitative Analysis of the Gnutella Network Traffic,Demetris Zeinalipour-Yazti Theodoros Folias,Abstract. Peer-to-Peer (P2P) file-sharing systems such as Gnutella; Morpheus and Freenethave recently attracted a lot of interest from the internet community because they realized adistributed infrastructure for sharing files. Such systems have shifted the Web's Client-Servermodel paradigm into a Client-Client model. The tremendous success of such systems hasproven that purely distributed search systems are feasible and that they may change the waywe interact on the Internet. P2P systems uncover many new exciting features such asrobustness; scalability and high fault tolerance but with a price. Most research concentrateson optimizing the communication and data model of such systems but inadequate work hasbeen done in area of analyzing such systems. Most approaches tend to use as their basissimulation models which can lead to wrong observations and solutions. In this project we …,*,*,*
Architectures and Platforms,Anirban Banerjee; Abhishek Mitra; Walid Najjar; Demetris Zeinalipour Yazti; Vana Kalogeraki; Dimitrios Gunopulos; Ossama Mohamed Younis; Sonia Fahmy,A Layered Architecture for Delay Sensitive Sensor Networks..................................................................................... 24 Dan Wang; Yan Long; Funda Ergun; (Simon Fraser University) … DesigningNew Architectures and Protocols for Wireless Senosor Networks: A Perspective .................................. 35 Mukundan Venkataraman; Kartik Muralidharan; Puneet Gupta; (Software Engineeringand Technology Labs) … Group Key Distribution via Local Collaboration in Wireless SensorNetworks ........................................................ 46 Anuj Chadha; Yonghe Liu; Sajal K. Das; (The Universityof Texas at Arlington) … Secure Cooperative Mobile Ad Hoc Networks Against Injecting TrafficAttacks ..................................................... 55 Wei Yu; KJ Ray Liu; (University of Maryland) … StimulatingCooperation and Defending Against Attacks in Self-Organized Mobile Ad Hoc Networks................. 65 Wei Yu; KJ Ray Liu; (University of Maryland) … Efficient Hierarchical Key …,*,*,*
DNSR: Domain Name Suffix-based Routing in Overlay Networks⋆,Demetrios Zeinalipour-Yazti,Abstract. Overlay Peer-to-Peer (P2P) networks are application layer networks which facilitateusers in performing distributed functions such as keyword searches over the data of otherusers. An important problem in such networks is that the connection among peers arearbitrary; leading in that way to a topology structure which doesn't match the underlyingphysical topology. This phenomenon leads to excessive network resource consumption inWide Area Networks as well as degraded user experience because of the incurred networkdelays. Most state-of-the-art research concentrates on structuring overlay networks in a waythat query messages can reach the appropriate nodes within some hop-count boundaries.These approaches are not taking into account the underlying network topology mismatchmaking it therefore inappropriate for wide area routing. In this work we propose and …,*,*,*
An Indoor Trajectory Comparison Framework for Android Smartphones,Christos Laoudias; Costandinos Costa; Demetrios Zeinalipour-Yazti; Christos G Panayiotou,Abstract—We present a powerful distributed framework for comparing trajectories andanswering queries of the form:“Report objects (ie; trajectories) that follow a similarspatiotemporal motion to Q; where Q is some query trajectory”. Each trajectory resides in itsentirety in-situ; which is cheaper and more efficient for mobile devices. Our SmartTracealgorithm then deploys a search algorithm that exploits distributed similarity measures toderive the most relevant answers to Q quickly and efficiently. We extend this approach toenable trajectory similarity services indoors by using location dependent information; suchas the magnitude of signals emitted by WLAN Access Points.,*,*,*
A Distributed Spatio-Temporal Similarity Search Framework for Smartphone Networks,Constandinos Costa; Constandinos Christoforou; George Nicolaides; Diomidis Papadiomidous; Christos Laoudias; Demetrios Zeinalipour-Yazti,*,*,*,*
A Distributed M iddleware Infrastructure for,Marios D Dikaiakos; Demetris Zeinalipour-Yazti,*,*,*,*
