Content-based image retrieval: theory and applications.,Ricardo da Silva Torres; Alexandre X Falcao,Abstract: Advances in data storage and image acquisition technologies have enabled thecreation of large image datasets. In this scenario; it is necessary to develop appropriateinformation systems to efficiently manage these collections. The commonest approachesuse the so-called Content-Based Image Retrieval (CBIR) systems. Basically; these systemstry to retrieve images similar to a user-defined specification or pattern (eg; shape sketch;image example). Their goal is to support image retrieval based on content properties (eg;shape; color; texture); usually encoded into feature vectors. One of the main advantages ofthe CBIR approach is the possibility of an automatic retrieval process; instead of thetraditional keyword-based approach; which usually requires very laborious and time-consuming previous annotation of database images. The CBIR technology has been …,RITA,2006,275
Análise dos descritores locais de imagens no contexto de detecção de semi-réplicas,Lucas Moutinho Bueno,Resumo: Descritores locais de imagens são amplamente utilizados em diversas aplicaçõesde reconhecimento de objetos ou de cenas. Muitos descritores locais foram propostos naliteratura para caracterizar pontos de interesse em imagens. Entre eles destacam-se: PCA-SIFT; SIFT; GLOH; SURF; DAISY. Pontos de interesse em imagens são determinados pordetectores. Exemplos de detectores são Harris-Affine; Hessian-Affine; Fast Hessian; MSER;DoG. O objetivo deste trabalho é investigar o uso de descritores locais no contexto derecuperação de imagens semi-réplicas por conteúdo; usando centenas de milhares deimagens. Recuperação de imagens por conteúdo consiste em achar imagens na base dedados usando o conteúdo de outra imagem como consulta; normalmente usandodescritores. Imagens semi-réplicas são determinadas pela deformação de uma imagem …,*,2011,*
Pedagogical Enhancements for Information Retrieval Courses,Edward Fox; Uma Murthy; Seungwon Yang; Ricardo da S Torres; Javier Velasco-Martin; Gary Marchionini,Abstract Information retrieval graduate courses have been offered in the Department ofComputer Science at Virginia Tech since 1973. Since the early 1990s; the InformationStorage and Retrieval course has been improved through a variety of pedagogicalenhancements; many of which are reported in this chapter. The teaching and learningphilosophy is based on team-and project-based learning; concept mapping; use of opensource software; and more recently; use of virtual platforms; such as Second Life. In thischapter; we report on these approaches and the tools employed. Also; we describe threecourse offerings as case studies; which made use of the aforementioned methods. We hopethat our experiences may be of interest to others involved in IR education.,*,2011,*
Shape selective nano-catalysts: Toward direct methanol fuel cells applications,Simona E Hunyadi Murph; Ricardo D Torres,Abstract A series of bimetallic core-shell-alloy type Au-Pt nanomaterials with variousmorphologies; aspect ratios and compositions; were produced in a heterogenous epitaxialfashion. Gold nanoparticles with well-controlled particle size and shape; eg spheres; rodsand cubes; were used as" seeds" for platinum growth in the presence of a mild reducingagent; ascorbic acid and a cationic surfactant cethyltrimethyl ammonium bromide (CTAB).The reactions take place in air and water; and are quick; economical and amenable forscaling up. The synthesized nanocatalysts were characterized by electron microscopytechniques and energy dispersive X-ray analysis. Nafion membranes were embedded withthe Au-Pt nanomaterials and analyzed by atomic force microscopy (AFM) and scanningelectron microscopy (SEM) for their potential in direct methanol fuel cells applications.,Nanotechnology 2010: Bio Sensors; Instruments; Medical; Environment and Energy-2010 NSTI Nanotechnology Conference and Expo; NSTI-Nanotech 2010,2010,*
Shape selective nano-catalysts,Simona Elisabeta Murph; Ricardo D Torres,*,Nanotechnology 2010: Bio Sensors; Instruments; Medical; Environment and Energy-2010 NSTI Nanotechnology Conference and Expo; NSTI-Nanotech 2010,2010,*
ÁÆËÌÁÌÍÌÇ ÇÅÈÍÌ Ç,Jurandy Almeida; Ricardo da S Torres; Neucimar J Leite,Abstract Similarity search in high-dimensional metric spaces is a key operation in manyapplications; such as multimedia databases; image retrieval; object recognition; and others.The high dimensionality of the data requires special index structures to facilitate the search.A problem regarding the creation of suitable index structures for high-dimensional data isthe relationship between the geometry of the data and the organization of an index structure.Most of existing indexes are constructed by partitioning the dataset using distance-basedcriteria. However; those methods either produce disjoint partitions; but ignore the distributionproperties of the data; or produce non-disjoint groups; which greatly affect the searchperformance. In this paper; we study the performance of a new index structure; called Ball-and-Plane tree (BP-tree); which overcomes the above disadvantages. BP-tree is …,*,2010,*
Nanocomposite materials: A simple route toward effective supported nanocatalysts,Simona E Hunyadi Murph; Elise B Fox; Steven Serkiz; Hector Colon-Mercado; Lindsay Sexton; Ricardo D Torres; Matthew Siegfried,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2010,*
Image Retrieval based on discrete distributions of distinctive Color and Scale representative Image Regions (CSIR),Jurandy Almeida; Anderson Rocha; Ricardo Torres; Siome Goldenstein,Abstract Content-based image retrieval (CBIR) is a challenging task. Common techniquesuse only low-level features. However; these solutions can lead to the so-called 'semanticgap'problem: images with high feature similarities may be different in terms of userperception. In this paper; our objective is to retrieve images based on color cues which maypresent some affine transformations. For that; we present CSIR: a new method for comparingimages based on discrete distributions of distinctive color and scale image regions. Wevalidate the technique using images with a large range of viewpoints; partial occlusion;changes in illumination; and various domains.,*,2007,*
A new Hybrid Clustering Approach for Image Retrieval,Anderson Rocha; Jurandy Almeida; Ricardo Torres; Siome Goldenstein,Abstract In this paper; we present a new Hybrid Hierarchical Clustering approach for ImageRetrieval. Our method combines features from both divisive and agglomerative clusteringparadigms in order to yield good-quality clustering solutions with reduced computationalcost. We provide several experiments showing that our technique reduces the number ofrequired comparisons to perform a retrieval without significant loss in effectiveness whencompared to flat-based solutions.,*,2007,*
Laboratório de Sistema de Informaçao,Claudia Bauzer Medeiros; Ricardo da Silva Torres,Todo o equipamento do LIS; a maioria das bancadas; os aparelhos de ar condicionado eparte dos móveis foram adquiridos com verbas dos projetos mencionados no item (A) e comreserva técnica de mestrado/doutorado FAPESP. Alguns poucos equipamentos foramadquiridos com verba de projetos NSF (coordenadora CB Medeiros) e PROTEMcoordenado em outra instituiçao (Neucimar Jerônimo Leite). Atualmente; os equipamentosutilizados so:,*,2006,*
Data-Driven Flood Detection using Neural Networks,Keiller Nogueira; Samuel G Fadel; Ícaro C Dourado; Rafael de O Werneck; Javier AV Muñoz; Otávio AB Penatti; Rodrigo T Calumby; Lin Tzy Li; Jefersson A dos Santos; Ricardo da S Torres,ABSTRACT This paper describes the approaches used by our team (MultiBrasil) for theMultimedia Satellite Task at MediaEval 2017. For both disaster image retrieval and flood-detection in satellite images; we employ neural networks for end-to-end learning.Specifically; for the first subtask; we exploit Convolutional Networks and Relation Networkswhile; for the latter; dilated Convolutional Networks were employed.,*,*,*
Rank Fusion and Multimodal Per-topic Adaptiveness for Diverse Image Retrieval,Rodrigo T Calumby; Iago BAC Araujo; Felipe S Cordeiro; Fabiana C Bertoni; Sérgio Canuto; Fabiano Belém; Marcos A Gonçalves; Icaro Dourado; Javier AV Munoz; Lin Tzy Li; Ricardo da S Torres,ABSTRACT This paper presents the MultiBrasil team experience in the Retrieving DiverseSocial Images Task at MediaEval 2017. The teams were required to develop adiversification approach for social image retrieval; enhanced with visual summarization. Ourproposal for relevance improvement relies on text and credibility-based reranking and rankaggregation. For diversification; we use diversity-oriented reranking and also propose aclustering-based query-adaptive diversity promotion approach. We applied GeneticProgramming and Genetic Algorithm-based approaches for combining textual; visual; anduser credibility information.,*,*,*
