Database System Concepts,A Silberschatz; HF Korth; S. Sudarshan,*,*,2011,4029
Centralized Scheduling,Nandit R Soparkar; Henry F Korth; Abraham Silberschatz,Abstract We consider the question of scheduling time-constrained transactions in thischapter. It is assumed that the necessary triggering associated with the invocation of thetransactions is achieved by other processes. The emphasis is on centralized scheduling (ie;there is one concurrency control module). First; we consider the criteria for performance ingreater detail. Second; the inadequacies in traditional scheduling techniques used inexisting concurrency control implementations in terms of meeting various performancecriteria are examined. Third; we study the futility of achieving the best possible schedules.Fourth; we present some mechanisms that may be used to achieve good scheduling inplace of the unattainable best. Finally; we consider how the issue of imprecise timingconsiderations may be addressed; and also; how better predictions assist in achieving …,*,1996,*
Distributed Scheduling,Nandit R Soparkar; Henry F Korth; Abraham Silberschatz,Abstract In this chapter; we deal with the issues of scheduling transactions in a distributedTCTM environment (eg; see [SKS93; SKS95a]) for our model described earlier. 1 Weexamine the question of ensuring globally serializable schedules; and exhibit the limitationsinherently present in achieving such synchronization. Also; we consider the question ofachieving a non-blocking GAC protocol which is an important consideration for meeting thedeadline constraints on the global transactions. Instead of discussing specific protocols; theapproach taken is to deal with the fundamental limitations that will be faced by any protocol.Specific protocols can be easily generated; and several exist in the literature (eg; see[BHG87]). A synchronization protocol (which ensures ensure global serializability) could bedistinct as compared to a GAC protocol (which ensures atomic executions). In traditional …,*,1996,*
Semantics in Scheduling,Nandit R Soparkar; Henry F Korth; Abraham Silberschatz,Abstract As discussed earlier; meeting traditional atomicity requirements in the presence ofdeadline constraints on global transactions is problematic. Moreover; the unpredictability;the cost; and the fault-tolerance properties of the 2PC protocol; which is used in traditionaldistributed DBMSs; render it undesirable for TCTM applications. In this chapter; we presentalternative approaches (eg; see [SLKS94; SS90a]) to address the issue of maintainingatomicity in distributed TCTM systems. 1,*,1996,*
A Model,Nandit R Soparkar; Henry F Korth; Abraham Silberschatz,Abstract We describe a framework within which most of our discussions for TCTM will bebased. 1 The intent is not so much to describe a model as to provide the basis for describingthe research. Therefore; we have chosen to adopt a general model for transactions andschedules that we suitably modify for our purposes. Similar other models could well havebeen used. In this chapter; we concentrate on the frameworks for centralized and distributedenvironments. Since the area is relatively new; and the problems are ill-understood; thecareful description of the model is justified. However; note that the model is more generalthan the scope of our work; not all the features described are investigated in detail.,*,1996,*
Special Feature: Best System Papers from the 3rd International Conference on Parallel and Distributed Information Systems (PDIS)-1994 Guest Editors' Introduction,HF Korth; A Sheth,*,VLDB Journal,1996,*
Wi l T hli reless Technologies & N tk Networks,T Imielinski; H Korth,*,Computer,1994,*
Proceedings of the Third International Conference on Parallel and Distributed Information Systems,H Korth; Amit P Sheth,Conference proceedings of the Third International Conference on Parallel andDistributed Information Systems; Austin; TX; September 28-30; 1994.,*,1994,*
Data Engineering,Gerhard Weikum; Andrew Deacon; Werner Schaad; Hans Schek; Rajeev Rastogi; Sharad Mehrotra; Henry K Korth; Abraham Silberschatz,The Bulletin of the Technical Committee on Data Engineering is published quarterly and isdistributed to all TC members. Its scope includes the design; implementation; modelling;theory and application of database systems and their technology. Letters; conferenceinformation; and news should be sent to the Editor-in-Chief. Papers for each issue aresolicited by and should be sent to the Associate Editor responsible for the issue. Opinionsexpressed in contributions are those of the authors and do not necessarily re ect thepositions of the TC on Data Engineering; the IEEE Computer Society; or the authors'organizations. Membership in the TC on Data Engineering is open to all current members ofthe IEEE Computer Society who are interested in database systems.,Urbana,1993,*
Interoperability with unstructured data and services,Daniel Barbara; Yuri Breitbart; Hector Garcia-Molina; Henry F.  Korth; Sharad Mehrotra,A large percentage of valuable information is not stored in database management systems.Therefore; many applications must deal only only with heterogeneous structured data; butwith a wide variety of unstructured and semi-structured data such as electronic mail;documents; files and spreadsheets. In addition; these applications must deal withheterogeneous services such as an electronic library or an airline reservation service. Whileit is; of course; important to study interoperability among heterogeneous conventionaldatabase systems; it is also very important to study interoperation in this broader domain;where application programs must interact with a wide variety of services and must handlemany types of structures; unstructured; and semi-structured data.,Research Issues in Data Engineering; 1993: Interoperability in Multidatabase Systems; 1993. Proceedings RIDE-IMS'93.; Third International Workshop on,1993,*
NULL VALUES IN NESTED RELATIONAL DATABASES-ADDENDUM,MA ROTH; HF KORTH; A SILBERSCHATZ,*,ACTA INFORMATICA,1991,*
Intra-Transaction Concurrency Control and the NT/PV Model,Henry F Korth; Gregory D Speegle,Abstract In nested transactions systems; it is possible for each level of a transaction to haveits own correctness criteria. This results in a complex; multilevel concurrency controlproblem. We propose an approach to this problem called the intra-transaction concurrencycontrol paradigm for handling multilevel concurrency control applications. This paradigm isbased on defining a restricted scope for the concurrency control protocols used at each levelof nesting. As such; the process of deriving multilevel protocols is simplified. To demonstratethis; two example protocols; one for the class conflict serializability (CSR) and one for theclass conflict predicate correct (CFC)[KS88] are presented.,*,1990,*
The style and quality of Acta Informatica depend to referees' evaluations of the form and content of the papers submitted. This time-consuming work is greatly appreci...,S Abramsky; H Ehler; W Lippe; S Akl; J Engelfriet; HD Loeckx; E Anson; G Lucker; N Francez; A Arnold; N Lynch; E Ashcroft; P Gastin; K Marriott; E Astesiano; R Giegerich; R Marzinkewitsch; M Gogolla; J Matuszynski; R Backhouse; U Goltz; J van de Mer; R Bayer; MG Gouda; JCM Beaten; L Mertens; G Berry; T Hagerup; F Meyer auf der Heide; H Bertling; T Harju; H Mills; D Bjorner; HG Hegering; U Montanari; N Blum; PB Henderson; S Moran; A Bode; P Henderson; C Morgan; C Buchta; U Herzog; WH Hesselink; E Neuhold; N Chapman; F Hinz; F Nickl; F Christian; G Hotz; R de Nicola; D Cohen; H HuBmann; M Nielsen; R Cole; JF Nielson; RL Constable; CB Jones; J Nievergelt; G Costa; B Josko; B Nordstr6m; P Cousot; J Karhumfiki; ER Olderog; U Kastens; P Dadam; R Kemp; P Padawitz; J Dassow; R Kennaway; H Partsch; P Degano; HF Korth; A Pneuli; P Deransart; W Kowalk; JF Prins; N Dershowitz; L Devroye; B Krieg-Briickner; H Reichel; L Donatiello; W Lamersdorf; G Ritter; W Dosch; P Lescanne; WP de Roever,The style and quality of Acta Informatica depend to a great extent on the referees' evaluationsof the form and content of the papers submitted. This time-consuming work is greatlyappreciated; and we would like very much to acknowledge the contributions made by the followingpeople … S. Akl J. Engelfriet H.-D. Loeckx … E. Astesiano R. Giegerich R. MarzinkewitschM. Gogolla J. Matuszynski … R. Backhouse U. Goltz J. van de Mer … G. Berry T. HagerupF. Meyer auf der Heide … D. Bjorner H.-G. Hegering U. Montanari … C. Buchta U. Herzog WHHesselink E. Neuhold … F. Christian G. Hotz R. de Nicola … P. Cousot J. Karhumfiki E.-R. OlderogU. Kastens P. Dadam R. Kemp P. Padawitz … N. Dershowitz L. Devroye B. Krieg-BriicknerH. Reichel … W. Dosch P. Lescanne WP de Roever … Y. Sagiv J. Savitch G. Schlageter J. SchmidtU. Schmidt VL Schmitz F. Schneider H.-J. Schneider P. Schorn,Acta Informatica,1990,*
The style and quality of Acta Informatica depend to referees' evaluations of the form and content of the papers submitted. This time-consuming work is greatly appreci...,J Albert; V Diekert; M Jourdan; T Altiok; E Dijkstra; M Kaul; D Angluin; G Dromey; W Kim; K Apt; DL Eager; J Koch; F Baccelli; P van Emde Boas; H Korth; R Backhouse; J Engelfriet; DD Kouvatsos; S Balsamo; M Fischetti; M Krause; H Barringer; P Flajolet; HJ Kreowski; F Baskett; P Frankl; HP Kriegel; D Batory; L Fribourg; M Kunde; M Bednarczyk; MC Gaudel; K Kfispert; R Berghammer; E Gelenbe; E Lazowska; H Bertling; H Genrich; J van Leeuwen; A Berztiss; A Geser; C Lengauer; RS Bird; R Giegerich; P Lescanne; AP Black; U Goltz; P Lockemann; P Bouchet; S Graham; J Loeckx; OJ Boxma; SA Greibach; TSE Maibaum; FJ Brandenburg; I Guessarian; MA Marsan; M Breu; H Giintzer; U Martin; M Brodie; N Habermann; WM McKeeman; S Ceri; D Harel; S Mitchell; V Claus; J Hartmanis; C Morgan; B Courcelle; N Horspool; K Miiller; W Damm; D Jaeobs; M Nagl; J Darlington; M Jantzen; B Neumann; C Delobel; M Jarke; L Ni; P Denning; ED Jensen; JM Nicolas; P Deransart; CB Jones; J Nievergelt; GW Diehl; B Josko; T Nipkow,The style and quality of Acta Informatica depend to a great extent on the referees' evaluationsof the form and content of the papers submitted. This time-consuming work is greatlyappreciated; and we would like very much to acknowledge the contributions made by the followingpeople … F. Baccelli P. van Emde Boas H. Korth … H. Barringer P. Flajolet H.-J. Kreowski …F. Baskett P. Frankl H.-P. Kriegel … M. Bednarczyk M.-C. Gaudel K. Kfispert … H. BertlingH. Genrich J. van Leeuwen … J. Bubenko T. H~irder K. Mehlhorn … P. Denning ED JensenJ.-M. Nicolas … R. Nix R. Obermeier ER Olderog P. Padawitz H. Partsch L. Paulson P. PepperA. Pettorossi B. Pittel D. Plaisted A. Poigne K. Raiha A. Reiser W. Reisig J.-L. Remy T. RepsJ.-L. Richier MM Richter K. Ripken G. Ritter WP de Roever … LE Rosier WC Rounds A. SalomaaKM Schimpf G. Schmidt F. Schneider CP Schnorr MH Scholl R. Schott R. Schuster M …,Acta Informatica,1988,*
PSYCHO: A Graphical Language for Supporting Schema Evolution in Object-oriented Databases,Hyoung-Joo Kim; Henry F Korth,ABSTRACT One of the important requirements of non-conventional applications such asCAD/CAM; AI; and OIS (office information systems) with multimedia documents is schemaevolution; that is; the ability to make a wide variety of changes to the database schemadynamically. We provided a framework of schema evolution in [BKKK86; BKKK87] and theframework was realized in an objectoriented database system; ORION at MCC. S chemamodifications using line-oriented interaction are difficult for the user to manage if classlattices are complicated. The difficulty is even greater because there are a large number oftypes of schema modifications. We have designed and implemented a powerful; yet user-friendly graphical interface PSYCHO (Pictorial Schema-editor Yielding Class Hierarchiesand Objects) for supporting schema modification in object-oriented databases. In this …,*,1987,*
Semantics and Implementation of Schema Evolution in Object-Oriented Databases Jay Banerjee; Won Kim MCC 3500 West Balcones Center Drive,Hyoung-Joo Kim; Henry F Korth,*,Proceedings,1987,*
Non-First-Normal-Form Relations Theory and Applications,Henry F.  Korth,*,XP7.52 Workshop on Database Theory,1986,*
Null Values in,Mark A Roth; Henry F Korth; Avi Silberschatz,*,*,1985,*
Null Values in [symbol for Non] 1NF Relational Databases,Mark A Roth; Henry F Korth; Abraham Silberschatz,*,*,1985,*
Transactions and Concurrency Control in CAD Databases Francois Bancilhon; Won Kim Microelectronics and Computer Technology Corporation 94-10 Research Bl...,Henry F Korth,*,Proceedings; IEEE International Conference on Computer Design; VLSI in computers: ICCD'85; Rye Town Hilton; Port Chester; New York; October 7-October 10; 1985,1985,*
Extended Algebra and Calculus for [" not" Sign] 1NF Relational Databases,Mark A Roth; Henry F Korth; Abraham Silberschatz,*,*,1985,*
ROSI: A User-friendly Operating System Interface Based on the Relational Data Model,Henry F Korth; Abraham Silberschatz,File management is one of the most visible services of an operating system. A ﬁle is acollection of related information deﬁned by its creator. Commonly; ﬁles represent programs(both source and object forms) and data. Data ﬁles may be numeric; alphabetic oralphanumeric. Files may be free-form; such as text ﬁles; or may be rigidly formatted. Ingeneral; a ﬁle is a sequence of bits; bytes; lines or records Whose meaning is deﬁned by itscreator and user. Computers can store information in several diﬁerent physical forms;magnetic tape; disk; and drum are the most common forms. Each of these devices has itsown characteris~ tics and physical organization. For convenient use of the computer system;the operating system provides a uniform logical view of information storage. The operatingsystem abstracts from the physical properties of its storage devices to deﬁne a logical …,*,1984,*
The optimal locking problem in a directed acyclic graph,Henry F Korth,Abstract: We assume a multiple granularity database locking scheme similar to that of Gray;et al. in which a rooted directed acyclic graph is used to represent the levels of granularity.We prove that even if it is known in advance exactly what database references thetransaction will make; it is NP-complete to find the optimal locking strategy for thetransaction. Descriptors:* DATA BASES; OPTIMIZATION; DATA MANAGEMENT; GRAPHS;COMPILERS. Subject Categories: COMPUTER PROGRAMMING AND SOFTWAREDistribution Statement: APPROVED FOR PUBLIC RELEASE DEFENSE TECHNICALINFORMATION CENTER 8725 John J. Kingman Road; Fort Belvoir; VA 22060-6218 1-800-CAL-DTIC (1-800-225-3842) ABOUT,*,1981,*
Relaxing Serializability in Multidatabase Systems,Henry F Korth,Abstract The concept of serializability has been traditionally accepted as the standard notionof correctness in database systems. However; in a muliidatabase system (MDBS); ensuringserializability is a difficult task mainly due to the desire of preserving the autonomy of theparticipating local database systems. In this pa-per; we introduce a new notion ofcorrectness; RS-correctness; that is based on preserving the integrity constraints of thedatabase. We present a new protocol for ensuring that schedules in an MDBS environmentare RS-correct. The protocol preserves the local autonomy of sites.,*,*,*
An l ntegrated Office System,Gregory A Flurry; Henry F Korth; Barry E Willner,The distributed databas e system provides concurrent access to shared dat a and a commonnetwork view. Users may query the databas e using a subs et of Seque 1< Ch 76-. Thedocument manager provi des a special interface to the databas e for ma il and for maint enan ce of persona l di-rector i es. Applicati on programs use Sequel calls i thin the ir Pascalcode. Among the features provided by the databas e are network transparency; highly-available dat a through replication; a general concurrency contro l mechanism; and aspecial access method-des igned for,*,*,*
Fundamentos de base de datos/por Henry F. Korth y Abraham Silberschatz.,Henry F Korth,SIDALC - Alianza de Servicios de Información Agropecuaria.,*,*,*
Department of Computer Sciences,Henry F Korth; Won Kim,*,*,*,*
page 1,Rafael Alonso; Henry F Korth,Abstract Mobile computers and wireless networks are emerging technologies that will soonbe available to a wide variety of computer users. Unlike earlier generations of laptopcomputers; the new generation of mobile computers can be an integrated part of adistributed computing environment; one in which users change physical location frequently.The result is a new computing paradigm; nomadic computing. This paradigm will affect thedesign of much of our current systems software; including that of database systems.,*,*,*
Morton M. Astrahan; Mario Schkolnick and,Kyu-Young Whang; Zbigniew Michalewicz; Suranjan De; ShuhShen Pan; F Sadrl; Krithivasan Ramamritham; Kazimierz Subieta; Theo Harder; Erwin Petry; Mark A Roth; Henry F Korth; James Ft Driscoll; Sheau-Dong Lang; Stephen M Bratman; Oscar Barros; Udo Kelter; Fereidoon Sadri; Friedrich Gebhardt,*,*,*,*
TR-85~ O6 April 1985,Francois Bancilhonl; Non Kim; Henry F Korth,ABSTRACT A CAD environment requires a signiﬁcantly diiierent model of transaction fromthat developed for typical data-processing applications. A viable model of CAD transactionmust allow a group of cooperating designers to arrive at a design without being forced towait over a long duration. It must also allow a group of designers to collaborate on a designwith another group by assigning subtasks. In this paper; we provide both an intuitivedescription and a formal development of a new model of CAD transactions.,*,*,*
Program Co-Chairs,Jeffrey Naughton; Gerhard Weikum; Henry Korth; Chungmin Chen; Paul Attie; Weiyi Meng; Cyril Orji; Honesty Young; Eugene Shekita,*,*,*,*
Program Vice-Chairs,Jeff Naughton; Sunita Sarawagi; Hank Korth; Arnie Rosenthal; Jeff Ullman; Hans Schek; Phil Bernstein; Donald Kossmann; Stavros Christodoulakis; Theo Haerder; Beng Chin Ooi; HV Jagadish; Gerhard Weikum,Page 1. xix Program Vice-Chairs Jeff Naughton; University of Wisconsin; USA Sunita Sarawagi;IBM Almaden; USA Hank Korth; Lucent - Bell Labs; USA Arnie Rosenthal; Mitre; USA Jeff Ullman;Stanford University; USA Hans Schek; ETH Zurich; Switzerland Phil Bernstein; Microsoft; USADonald Kossmann; University of Passau; Germany Stavros Christodoulakis; University of Crete;Greece Theo Haerder; University of Kaiserslautern; Germany Beng Chin Ooi; National Universityof Singapore; Singapore HV Jagadish; University of Illinois at Urbana-Champaign; USA AwardCommittee Members Hank Korth Donald Kossmann Arnie Rosenthal Gerhard Weikum,*,*,*
Sistemas Gerenciadores de Banco de Dados: Transações e Controle de Concorrência,João Eduardo Ferreira; Helio Navarro; A Silberschatz; HF Korth; S Sudarshan,Page 1. Sistemas Gerenciadores de Banco de Dados: Transações e Controle de ConcorrênciaJoão Eduardo Ferreira e Helio Navarro Elmasri; R.; Navathe; SB Sistemas de Banco de Dados;4ed. Pearson Addison Wesley; 2005 (Caps. 17 e 18) Silberschatz; A.; Korth; HF; Sudarshan; S.Sistema de Bancos de Dados. 3a. Edição; Makron Books; 1998. 778p. (Caps 13 e 14) Page 2.2 Tópicos (1) SGBD (2) Sistemas Monousuários e Multiusuários (3) Definição e Estrutura daTransação (4) Propriedades da Transação (5) Planos de Execução das Transações (6) Controlede Concorrência Page 3. 3 Sistema de Banco de Dados Page 4. 4 Arquitetura do SBD: Trêsesquemas Page 5. 5 BD – Informações sobre uma Empresa Page 6. 6 Sistemas monousuáriose multiusuários SGBD Monousuário: somente um usuário de cada vez pode acessar o SBD SGBDMultiusuário: muitos usuários podem acessar o SBD …,*,*,*
The work of refereeing was undertaken largely by the Program Committee. Invaluable help was provided; however; by the referees listed below.,C Arapis; B Badrinath; R Balter; D Batory; Y Bernard; J Bocca; S Boettcher; H Boral; R Brachman; H Brueggemann; A Buchmann; E Casais; U Chakravarthy; I Chomicki; H Chou; C Collet; R Cooper; L Dami; U Deppisch; K Dittrich; C Esculier; J Ferrie; S Finkelstein; J Freitag; F Garzotto; G Graefe; G Grahne; H Gunadhi; J Hagelstein; U Hahn; G Hulin; T Imielinski; H Jagadish; P Jeng; M Jeusfeld; H Kangassalo; E Kantorowitz; G Qp; R Kemp; W Kim; W Kohler; D Konstantas; H Korth; R Krishnamurthy; A Kumar; H Lame; T Lehman; V Linnemann; M Livny; G L&man; D Lubinsky; H Mannila; L Mark; S Mazumdar; J McPherson; M Missikoff; S Nagvi; F Olken; J Orenstein; M Papathomas; G Pelagatti; B Pemici; X Pintado; H Pirahesh; P Pistor; R Ramakrishnan; U Reiner; D Roelants; T Rose; D Rotem; B Rubenstein; K Sabnani; Y Sagiv; S Salza; M Scholl; F Schreiber; P Selinger; A Shoshani; E Soisalon-Soininen; S Stemple; M Terranova; B Thalheim; A Tomasic; S Tsur; I Vatton; M Vauclair; M Vernon; M Wallace; M Weigle; D Woelk; N Woo,Arapis; C. Badrinath; B. Balter; R. Batory; D. Bernard; Y. Bocca; J. Boettcher; S. Boral; H.Brachman; R. Brueggemann; H. By; F. Buchmann; A. Casais; E. Chakravarthy; U. Chang; E.Chomicki; I. Chou; H. Collet; C. Cooper; R. Dami; L. Deppisch; U. Dittrich; K. Esculier; C.Ferrie; J. Finkelstein; S. Freitag; J. Garzotto; F. Graefe; G. Grahne; G. Gunadhi; H. Hagelstein;J. Hahn; U. Hermenegildo; M … Hulin; G. Imielinski; T. Jagadish; H. Jeng; P. Jeusfeld; M.Kangassalo; H. Kantorowitz; E. Qp4 G. Kemp; R. Kim; W. Kohler; W. Konstantas; D. Korth; H.Krishnamurthy; R. Kumar; A. Lame; H. Le; c. Lehman; T. Linnemann; V. Livny; M. L&man; G.Lubinsky; D. * Mannila; H. Mark; L. Mazumdar; S. McPherson; J. Missikoff; M. Nagvi; S.Nierstrasz; 0. Olken; F. Orenstein; J. ozarow; L. Papathomas; M … Pelagatti; G. Pemici; B.Pintado; X. Pirahesh; H. Pistor; P. Ramakrishnan; R. Reiner; U. Roelants; D. Rose; T …,*,*,*
AT&T Bell laboratories. 600 Mountain Avenue; Murray Hill; NJ 07974-0636.,Rajeev Rastogi; Sharad Mehrotra; Yuri Breitbart; Henry F Korth; Avi Silberschatz,*,*,*,*
600 Mountain Avenue; Murray Hill; NJ 07974-0636. 2 Department of Computer Science University of Illinois at Urbana Champaign 1304 W. Springfield Ave. Urbana;...,Rajeev Rastogi; Sharad Mehrotra; Yuri Breitbart; Henry F Korth; Avi Silberschatz,*,*,*,*
Randell; DA (1991). Analyzing the Familiar: Reasoning about Space and Time in the Everyday World. Department of Computer Science. Warwick; University of War...,DA Randell; Z Cui; A Silberschatz; HF Korth,*,*,*,*
RC 9659 (M2549) 10/19/82 Computer Science 10 pages,Christian L Cesar; Kai-Ching Chu; Gregory A Flurry; Brent T Hailpern; Erik P Jensen; Richard P King; Henry F Korth; Mark A Martin; David L Reich; Howard B Reubenstein; Jack L Rosenfeld; John J Shedletsky; Marvin M Theimer; Barry E Willner; Peter P Wolf,*,*,*,*
SIGMOD 2003 Demo Proposal: Relational On-Line Exchange with XML,Philip Bohannon; Xin Luna Dong; Sumit Ganguly; Henry F Korth; Chengkai Li; PPS Narayan; Pradeep Shenoy,As XML has gained widespread popularity; new applications are often XML-based; that is;they depend primarily on XML documents and the associated data model for data accessand messaging. However; in most cases the XML-based application must interoperate withexisting SQL-based applications. In the typical “shred-and-publish” approach tointeroperation; incoming XML data is parsed (shredded) into relational tables and outgoingdata is extracted by SQL engines and then formatted (published) as XML. For example; adatabase supporting an SQL-based hotel-reservation application may also be called on tosupport a web-site; or to exchange XML with a third party “hub” for the travel industry.Maintaining the mapping between the relational data source and the associated XMLdocuments is complex and error-prone. Fortunately; recently-developed middleware …,*,*,*
Extended algebra and calculus for nested relational databases ACM Trans,MA RoTH; HF KoRTH; A SILBERSCHATZ,*,Database Syst. 13; 4 (Dec. 1988); 389,*,*
