Algorithmic graph minor theory: Decomposition; approximation; and coloring,Erik D Demaine; Mohammad Taghi Hajiaghayi; Ken-ichi Kawarabayashi,At the core of the seminal graph minor theory of Robertson and Seymour is a powerfulstructural theorem capturing the structure of graphs excluding a fixed minor. This result isused throughout graph theory and graph algorithms; but is existential. We develop apolynomial-time algorithm using topological graph theory to decompose a graph into thestructure guaranteed by the theorem: a clique-sum of pieces almost-embeddable intobounded-genus surfaces. This result has many applications. In particular we showapplications to developing many approximation algorithms; including a 2-approximation tograph coloring; constant-factor approximations to treewidth and the largest grid minor;combinatorial polylogarithmic approximation to half-integral multicommodity flow;subexponential fixed-parameter algorithms; and PTASs for many minimization and …,Foundations of Computer Science; 2005. FOCS 2005. 46th Annual IEEE Symposium on,2005,173
List-coloring graphs without K4; k-minors,Ken-ichi Kawarabayashi,Abstract In this note; it is shown that every graph with no K 4; k-minor is 4 k-list-colorable. Wealso give an extremal function for the existence for a K 4; k-minor. Our proof implies thatthere is a linear time algorithm for showing that either G has a K 4; k-minor or G is 4 k-choosable. In fact; if the latter holds; then the algorithm gives rise to a 4 k-list-coloring.,Discrete Applied Mathematics,2009,1
Removable cycles in non-bipartite graphs,Ken-ichi Kawarabayashi; Bruce Reed; Orlando Lee,Abstract In this paper we prove the following result. Suppose that s and t are vertices of a 3-connected graph G such that G− s− t is not bipartite and there is no cutset X of size three in Gfor which some component U of G− X is disjoint from {s; t}. Then either (1) G contains aninduced path P from s to t such that G− V (P) is not bipartite or (2) G can be embedded in theplane so that every odd face contains one of s or t. Furthermore; if (1) holds then we caninsist that G− V (P) is connected; while if G is 5-connected then (1) must hold and P can bechosen so that G− V (P) is 2-connected.,Journal of Combinatorial Theory; Series B,2009,1
Contractible elements in k‐connected graphs not containing some specified graphs,Shinya Fujita; Ken‐ichi Kawarabayashi,Abstract In 15; Thomassen proved that any triangle-free k-connected graph has acontractible edge. Starting with this result; there are several results concerning the existenceof contractible elements in k-connected graphs which do not contain specified subgraphs.These results extend Thomassen's result; cf.; 2; 3; 9–13. In particular; Kawarabayashi 12proved that any k-connected graph without K math image subgraphs contains either acontractible edge or a contractible triangle.,Journal of Graph Theory,2008,1
Vertices of degree 6 in a 6-contraction critical graph,Kiyoshi Ando; Atsushi Kaneko; Ken-ichi Kawarabayashi,Abstract Abstract An edge of a k-connected graph is said to be k-contractible if thecontraction of the edge results in a k-connected graph. A k-connected graph with no k-contractible edge is said to be a k-contraction critical graph. We prove that every 6-contraction critical graph of order n; has at least n/7; vertices of degree 6.,Electronic Notes in Discrete Mathematics,2001,1
Relative length of longest path and longest cycle,Ken-ichi Kawarabayashi,*,Electronic Notes in Discrete Mathematics,2000,1
Disjoint even cycles packing in large graphs,Shuya Chiba; Shinya Fujita; Ken-ichi Kawarabayashi; Tadashi Sakuma,*,*,*,1
The Erdős–Pósa property for edge-disjoint immersions in 4-edge-connected graphs,Naonori Kakimura; Ken-ichi Kawarabayashi,Abstract A graph H is immersed in a graph G if the vertices of H are mapped to distinctvertices of G; and the edges of H are mapped to paths joining the corresponding pairs ofvertices of G; in such a way that the paths are pairwise edge-disjoint. In this paper; we showthat the Erdős–Pósa property holds for packing edge-disjoint K t K t-immersions in 4-edge-connected graphs. More precisely; for positive integers k and t; there exists a constant f (k; t) f(k; t) such that a 4-edge-connected graph G has either k edge-disjoint K t K t-immersions; oran edge subset F of size at most f (k; t) f (k; t) such that G− FG− F has no K t K t-immersion.The 4-edge-connectivity in this statement is best possible in the sense that 3-edge-connected graphs do not have the Erdős–Pósa property.,Journal of Combinatorial Theory; Series B,2018,*
Publisher Correction: Coherent Ising machines—optical neural networks operating at the quantum limit,Yoshihisa Yamamoto; Kazuyuki Aihara; Timothee Leleu; Ken-ichi Kawarabayashi; Satoshi Kako; Martin Fejer; Kyo Inoue; Hiroki Takesue,In the original version of this paper; Hiroki Takesue was incorrectly listed as thecorresponding author. The corresponding author should be Yoshihisa Yamamoto. In theAcknowledgements; the name C. Langrock was incorrectly written as L. Carsten. Theseerrors have now been corrected in the HTML and PDF versions of this article.,npj Quantum Information,2018,*
On Algorithms Employing Treewidth for $ L $-bounded Cut Problems,Petr Kolman; Péter Hajnal; Alexander Igamberdiev; Günter Rote; André Schulz; Luca Grilli; Vida Dujmović; Fabrizio Frati; Franz J Brandenburg; Michael J Bannister; Sergio Cabello; David Eppstein; Eyal Ackerman; Balázs Keszegh; Mate Vizer; Michael A Bekos; Michael Kaufmann; Fabrizio Montecchiani; G Liotta; R Tamassia; IG Tollis; E Di Giacomo; S Albers; G Barequet; U Brandes; G Di Battista; WS Evans; P Ferragina; M Fürer; X He; S Hong; A Itai; M Kaufmann; K Kawarabayashi; SG Kobourov; A Lubiw; EW Mayr; H Meijer; JSB Mitchell; P Mutzel; A Symvonis; CD Tóth; F Vandin; D Wagner; T Warnow; S Whitesides; GJ Woeginger; A Wolff; L Arge; PK Bose; AL Buchsbaum; Lion Cave Capital; D Eppstein; A Gibbons; Y Kajitani; S Khuller; BME Moret; B Raghavachari,Abstract. Given a graph G=(V; E) with two distinguished vertices s; t∈ V and an integerparameter L> 0; an L-bounded cut is a subset F of edges (vertices) such that the every pathbetween s and t in G\F has length more than L. The task is to find an L-bounded cut ofminimum cardinality. Though the problem is very simple to state and has been studied sincethe beginning of the 70's; it is not much understood yet. The problem is known to be NP-hardto approximate within a small constant factor even for L≥ 4 (for L≥ 5 for the vertex–deletionversion). On the other hand; the best known approximation algorithm for general graphs hasapproximation ratio only O (n2/3) in the edge case; and O (,*,2018,*
A Polynomial Excluded-Minor Approximation of Treedepth,Ken-ichi Kawarabayashi; Benjamin Rossman,Abstract Treedepth is a well-studied graph invariant in the family of “width measures” thatincludes treewidth and pathwidth. Understanding these invariants in terms of excludedminors has been an active area of research. The recent Grid Minor Theorem of Chekuri andChuzhoy [12] establishes that treewidth is polynomially approximated by the largest k× k gridminor. In this paper; we give a similar polynomial excluded-minor approximation fortreedepth in terms of three basic obstructions: grids; tree; and paths. Specifically; we showthat there is a constant c such that every graph of treedepth≥ kc contains one of thefollowing minors (each of treedepth≥ k): the k× k grid; the complete binary tree of height k;the path of order 2 k. Let us point out that we cannot drop any of the above graphs for ourpurpose. Moreover; given a graph G we can; in randomized polynomial time; find either …,*,2018,*
Triangle-free graphs of tree-width t are⌈(t+ 3)∕ 2⌉-colorable,Zdeněk Dvořák; Ken-ichi Kawarabayashi,Abstract We prove that every triangle-free graph of tree-width t has chromatic number atmost⌈(t+ 3)∕ 2⌉; and demonstrate that this bound is tight. The argument also establishes aconnection between coloring graphs of tree-width t and on-line coloring of graphs of path-width t.,European Journal of Combinatorics,2017,*
Combinatorial Optimization and Graph Algorithms: Communications of NII Shonan Meetings,Takuro Fukunaga; Ken-ichi Kawarabayashi,Covering network designs; discrete convex analysis; facility location and clusteringproblems; matching games; and parameterized complexity; this book discusses theoreticalaspects of combinatorial optimization and graph algorithms. Contributions are by renownedresearchers who attended NII Shonan meetings on this essential topic. The collectioncontained here provides readers with the outcome of the authors' research and productivemeetings on this dynamic area; ranging from computer science and mathematics tooperations research. Networks are ubiquitous in today's world: the Web; online socialnetworks; and search-and-query click logs can lead to a graph that consists of vertices andedges. Such networks are growing so fast that it is essential to design algorithms to work forthese large networks. Graph algorithms comprise an area in computer science that works …,*,2017,*
Think Globally; Embed Locally---Locally Linear Meta-embedding of Words,Danushka Bollegala; Kohei Hayashi; Ken-ichi Kawarabayashi,Abstract: Distributed word embeddings have shown superior performances in numerousNatural Language Processing (NLP) tasks. However; their performances vary significantlyacross different tasks; implying that the word embeddings learnt by those methods capturecomplementary aspects of lexical semantics. Therefore; we believe that it is important tocombine the existing word embeddings to produce more accurate and complete\emph {meta-embeddings} of words. For this purpose; we propose an unsupervised locally linear meta-embedding learning method that takes pre-trained word embeddings as the input; andproduces more accurate meta embeddings. Unlike previously proposed meta-embeddinglearning methods that learn a global projection over all words in a vocabulary; our proposedmethod is sensitive to the differences in local neighbourhoods of the individual source …,arXiv preprint arXiv:1709.06671,2017,*
Learning linear transformations between counting-based and prediction-based word embeddings,Danushka Bollegala; Kohei Hayashi; Ken-ichi Kawarabayashi,Despite the growing interest in prediction-based word embedding learning methods; itremains unclear as to how the vector spaces learnt by the prediction-based methods differfrom that of the counting-based methods; or whether one can be transformed into the other.To study the relationship between counting-based and prediction-based embeddings; wepropose a method for learning a linear transformation between two given sets of wordembeddings. Our proposal contributes to the word embedding learning research in threeways:(a) we propose an efficient method to learn a linear transformation between two sets ofword embeddings;(b) using the transformation learnt in (a); we empirically show that it ispossible to predict distributed word embeddings for novel unseen words; and (c) empiricallyit is possible to linearly transform counting-based embeddings to prediction-based …,PloS one,2017,*
An iterative approach for the global estimation of sentence similarity,Tomoyuki Kajiwara; Danushka Bollegala; Yuichi Yoshida; Ken-ichi Kawarabayashi,Measuring the similarity between two sentences is often difficult due to their small lexicaloverlap. Instead of focusing on the sets of features in two given sentences between whichwe must measure similarity; we propose a sentence similarity method that considers twotypes of constraints that must be satisfied by all pairs of sentences in a given corpus.Namely;(a) if two sentences share many features in common; then it is likely that theremaining features in each sentence are also related; and (b) if two sentences contain manyrelated features; then those two sentences are themselves similar. The two constraints areutilized in an iterative bootstrapping procedure that simultaneously updates both word andsentence similarity scores. Experimental results on SemEval 2015 Task 2 dataset show thatthe proposed iterative approach for measuring sentence semantic similarity is …,PloS one,2017,*
Using $ k $-way Co-occurrences for Learning Word Embeddings,Danushka Bollegala; Yuichi Yoshida; Ken-ichi Kawarabayashi,Abstract: Co-occurrences between two words provide useful insights into the semantics ofthose words. Consequently; numerous prior work on word embedding learning have usedco-occurrences between two words as the training signal for learning word embeddings.However; in natural language texts it is common for multiple words to be related and co-occurring in the same context. We extend the notion of co-occurrences to cover $ k (\geq\!\!2) $-way co-occurrences among a set of $ k $-words. Specifically; we prove a theoreticalrelationship between the joint probability of $ k (\geq\!\! 2) $ words; and the sum of $\ell_2 $norms of their embeddings. Next; we propose a learning objective motivated by ourtheoretical result that utilises $ k $-way co-occurrences for learning word embeddings. Ourexperimental results show that the derived theoretical relationship does indeed hold …,arXiv preprint arXiv:1709.01199,2017,*
Additive non-approximability of chromatic number in proper minor-closed classes,Zdeněk Dvořák; Ken-ichi Kawarabayashi,Abstract: Robin Thomas asked whether for every proper minor-closed class C; there exists apolynomial-time algorithm approximating the chromatic number of graphs from C up to aconstant additive error independent on the class C. We show this is not the case: unless P=NP; for every integer k>= 1; there is no polynomial-time algorithm to color a K_ {4k+ 1}-minor-free graph G using at most chi (G)+ k-1 colors. More generally; for every k>= 1 and1<=\beta<= 4/3; there is no polynomial-time algorithm to color a K_ {4k+ 1}-minor-free graphG using less than beta. chi (G)+(4-3beta) k colors. As far as we know; this is the first non-trivial non-approximability result regarding the chromatic number in proper minor-closedclasses. We also give somewhat weaker non-approximability bound for K_ {4k+ 1}-minor-free graphs with no cliques of size 4. On the positive side; we present additive …,arXiv preprint arXiv:1707.03888,2017,*
Triangle-free graphs of tree-width t are ceil ((t+ 3)/2)-colorable,Zdeněk Dvořák; Ken-ichi Kawarabayashi,Abstract: We prove that every triangle-free graph of tree-width t has chromatic number atmost ceil ((t+ 3)/2); and demonstrate that this bound is tight. The argument also establishes aconnection between coloring graphs of tree-width t and on-line coloring of graphs of path-width t.,arXiv preprint arXiv:1706.00337,2017,*
Coarsening Massive Influence Networks for Scalable Diffusion Analysis,Naoto Ohsaka; Tomohiro Sonobe; Sumio Fujita; Ken-ichi Kawarabayashi,Abstract Fueled by the increasing popularity of online social networks; social influenceanalysis has attracted a great deal of research attention in the past decade. The diffusionprocess is often modeled using influence graphs; and there has been a line of research thatinvolves algorithmic problems in influence graphs. However; the vast size of today's real-world networks raises a serious issue with regard to computational efficiency. In this paper;we propose a new algorithm for reducing influence graphs. Given an input influence graph;the proposed algorithm produces a vertex-weighted influence graph; which is compact andapproximates the diffusion properties of the input graph. The central strategy of influencegraph reduction is coarsening; which has the potential to greatly reduce the number ofedges by merging a vertex set into a single weighted vertex. We provide two …,Proceedings of the 2017 ACM International Conference on Management of Data,2017,*
Matching extension missing vertices and edges in triangulations of surfaces,Ken‐ichi Kawarabayashi; Kenta Ozeki; Michael D Plummer,In [10] (and independently in [9]) it was shown that every 5-connected planar graph with an evennumber of vertices is 2-extendable. In [4] it was shown that any 5-connected triangulation withan even number of vertices of a surface of genus g > 0 with face-width sufficiently large is2-extendable. In [7]; the preceding result was generalized in three ways: (a) the assumption thatG is a triangulation was deleted; (b) the result was extended to non-orientable surfaces and(c) the bound on face-width required was reduced from exponential to linear … Let G be agraph. The distance between two vertices x and y in G; denoted by d G ( x ; y ) ; is the length ofa shortest path in G connecting them. If there is no possibility of confusion; we simply write d( x ; y ) . Extending this notation; the distance between a vertex x and an edge e in G is definedas the minimum of d ( x ; y 1 ) and d ( x ; y 2 ) ; where y 1 and y 2 are the endvertices of e …,Journal of Graph Theory,2017,*
Scalable Algorithm for Higher-Order Co-Clustering via Random Sampling.,Daisuke Hatano; Takuro Fukunaga; Takanori Maehara; Ken-ichi Kawarabayashi,Abstract We propose a scalable and efficient algorithm for coclustering a higher-ordertensor. Viewing tensors with hypergraphs; we propose formulating the co-clustering of atensor as a problem of partitioning the corresponding hypergraph. Our algorithm is based onthe random sampling technique; which has been successfully applied to graph cutproblems. We extend a random sampling algorithm for the graph multiway cut problem tohypergraphs; and design a co-clustering algorithm based on it. Each iteration of ouralgorithm runs in polynomial on the size of hypergraphs; and thus it performs well even forhigher-order tensors; which are difficult to deal with for state-of-the-art algorithm.,AAAI,2017,*
Quantum Computing with Non-classical Light: A Coherent Ising Machine for Maximum-Cut Problems,Y Haribara; S Utsunomiya; K Kawarabayashi; Y Yamamoto,*,*,2017,*
Efficient Sublinear-Regret Algorithms for Online Sparse Linear Regression with Limited Observation,Shinji Ito; Daisuke Hatano; Hanna Sumita; Akihiro Yabe; Takuro Fukunaga; Naonori Kakimura; Ken-Ichi Kawarabayashi,Abstract Online sparse linear regression is the task of applying linear regression analysis toexamples arriving sequentially subject to a resource constraint that a limited number offeatures of examples can be observed. Despite its importance in many practicalapplications; it has been recently shown that there is no polynomial-time sublinear-regretalgorithm unless NP $\subseteq $ BPP; and only an exponential-time sublinear-regretalgorithm has been found. In this paper; we introduce mild assumptions to solve theproblem. Under these assumptions; we present polynomial-time sublinear-regret algorithmsfor the online sparse linear regression. In addition; thorough experiments with publiclyavailable data demonstrate that our algorithms outperform other known algorithms.,Advances in Neural Information Processing Systems,2017,*
An improved approximation algorithm for the subpath planning problem and its generalization,Hanna Sumita; Yuma Yonebayashi; Naonori Kakimura; Ken-ichi Kawarabayashi,Abstract This paper focuses on a generalization of the traveling salesman problem (TSP);called the subpath planning problem (SPP). Given 2n vertices and n independent edges ona metric space; we aim to find a shortest tour that contains all the edges. SPP is one of thefundamental problems in both artificial intelligence and robotics. Our main result is to designa 1.5-approximation algorithm that runs in polynomial time; improving the currently bestapproximation algorithm. The idea is direct use of techniques developed for TSP. In addition;we propose a generalization of SPP called the subgroup planning problem (SGPP). In thisproblem; we are given a set of disjoint groups of vertices; and we aim to find a shortest toursuch that all the vertices in each group are traversed sequentially. We propose a 3-approximation algorithm for SGPP. We also conduct numerical experiments. Compared …,26th International Joint Conference on Artificial Intelligence; IJCAI 2017,2017,*
An Improved Approximation Algorithm for the Edge-Disjoint Paths Problem with Congestion Two,Ken-Ichi Kawarabayashi; Yusuke Kobayashi,Abstract In the maximum edge-disjoint paths problem; we are given a graph and a collectionof pairs of vertices; and the objective is to find the maximum number of pairs that can berouted by edge-disjoint paths. An r-approximation algorithm for this problem is a polynomial-time algorithm that finds at least OPT/r edge-disjoint paths; where OPT denotes themaximum possible number of pairs that can be routed in a given instance. For a long time;an O (n ½-approximation algorithm has been best known for this problem even if acongestion of two is allowed; that is; each edge is allowed to be used in at most two of thepaths. In this article; we give a randomized O (n&frac; 37 &cdot; poly (log n))-approximationalgorithm with congestion two. This is the first result that breaks the O (n ½)-approximationalgorithm. In particular; we prove the following:(1) If we have a (randomized) polynomial …,ACM Transactions on Algorithms (TALG),2016,*
Coloring immersion-free graphs,Naonori Kakimura; Ken-ichi Kawarabayashi,Abstract A graph H is immersed in a graph G if the vertices of H are mapped to (distinct)vertices of G; and the edges of H are mapped to paths joining the corresponding pairs ofvertices of G; in such a way that the paths are pairwise edge-disjoint. The notion of animmersion is quite similar to the well-known notion of a minor; as structural approachinspired by the theory of graph minors has been extremely successful in immersions.Hadwiger's conjecture on graph coloring; generalizing the Four Color Theorem; states thatevery loopless graph without a K k-minor is (k− 1)-colorable; where K k is the completegraph on k vertices. This is a long standing open problem in graph theory; and it is evenunknown whether it is possible to determine ck-colorability of K k-minor-free graphs inpolynomial time for some constant c. In this paper; we address coloring graphs without H …,Journal of Combinatorial Theory; Series B,2016,*
Enhanced Estimation of Local Intrinsic Dimensionality Using Auxiliary Distances,Oussama Chelly; Michael E Houle; Ken-ichi Kawarabayashi,Abstract Estimating Intrinsic Dimensionality (ID) is of high interest in many machine learningtasks; including dimensionality reduction; outlier detection; similarity search and subspaceclustering. Our proposed estimation strategy; ALID; makes use of a subset of the availableintra-neighborhood distances to achieve faster convergence with fewer samples; and canthus be used on applications in which the data consists of many natural groups of small size.Moreover; it has a smaller bias and variance than state-of-the-art estimators; especially onnonlinear subspaces. We provide a theoretical analysis of the properties of the ALIDestimator; and a thorough experimental framework that shows its faster convergence;smaller bias; and smaller variance compared with state-of-the-art estimators of ID.,*,2016,*
Identifying Key Observers to Find Popular Information in Advance.,Takuya Konishi; Tomoharu Iwata; Kohei Hayashi; Ken-ichi Kawarabayashi,Abstract Identifying soon-to-be-popular items in web services offers important benefits. Weattempt to identify users who can find prospective popular items. Such visionary users arecalled observers. By adding observers to a favorite user list; they act to find popular items inadvance. To identify efficient observers; we propose a feature selection based framework.This uses a classifier to predict item popularity; where the input features are a set of userswho adopted an item before others. By training the classifier with sparse and non-negativeconstraints; observers are extracted as users whose parameters take a non-zero value. Inexperiments; we test our approach using real social bookmark datasets. The resultsdemonstrate that our approach can find popular items in advance more effectively thanbaseline methods.,IJCAI,2016,*
Non-separating subgraphs in highly connected graphs,Shinya Fujita; Ken-ichi Kawarabayashi,Abstract A well-known conjecture of Thomassen says that every (a+ b+ 1)-connected graphwith a≥ b can be decomposed into two parts A and B such that A is a-connected and B is b-connected. The case b= 2 is settled by Thomassen himself; but the conjecture is still open forb≥ 3. Motivated by this; we prove that every k-connected graph G (with k≥ 4) has asubgraph M such that either 1. M is 3-connected with at most 5 vertices (thus G− V (M) is (k−5)-connected); or 2. M is an induced cycle such that G− V (C) is (k− 2)-connected. This resultimproves previous known results by Egawa and Kawarabayashi; respectively. Our result isalso related to results and questions of Mader concerning critically k-connected graphs. Wepartially answer the question of Mader in 1988.,Journal of Combinatorial Theory; Series B,2016,*
Some Recent Progress for Approximation Algorithms,Ken-ichi Kawarabayashi,Abstract We survey some recent progress on approximation algorithms. Our main focus isthe following two problems that have some recent breakthroughs; the edge-disjoint pathsproblem and the graph coloring problem. These breakthroughs involve the following threeingredients that are quite central in approximation algorithms:(1) Combinatorial (graphtheoretical) approach;(2) LP based approach and (3) Semi-definite programming approach.We also sketch how they are used to obtain recent development.,*,2016,*
The edge density of critical digraphs,Richard Hoshino; Ken-ichi Kawarabayashi,Abstract Let χ (G) denote the chromatic number of a graph G. We say that G is k-critical if χ(G)= k and χ (H)< k for every proper subgraph H⊂ G. Over the years; many properties of k-critical graphs have been discovered; including improved upper and lower bounds for|| G||;the number of edges in ak-critical graph; as a function of| G|; the number of vertices. In thisnote; we analyze this edge density problem for directed graphs; where the chromaticnumber χ (D) of a digraph D is defined to be the fewest number of colours needed to colourthe vertices of D so that each colour class induces an acyclic subgraph. For each k≥ 3; weconstruct an infinite family of sparse k-critical digraphs for which\left ‖ D\right ‖<\left (k^ 2-k+ 1 2\right)\left| D\right| and an infinite family of dense k-critical digraphs for which\left ‖D\right ‖>\left (1 2-1 2^ k-1\right)\left| D\right|^ 2. One corollary of our results is an explicit …,Combinatorica,2015,*
The odd Hadwiger's conjecture is" almost''decidable,Ken-ichi Kawarabayashi,Abstract: The odd Hadwiger's conjecture; made by Gerads and Seymour in early 1990s; isan analogue of the famous Hadwiger's conjecture. It says that every graph with no odd $ K_t$-minor is $(t-1) $-colorable. This conjecture is known to be true for $ t\leq 5$; but the cases$ t\geq 5$ are wide open. So far; the most general result says that every graph with no odd $K_t $-minor is $ O (t\sqrt {\log t}) $-colorable.,arXiv preprint arXiv:1508.04053,2015,*
Towards the Graph Minor Theorems for Directed Graphs,Ken-Ichi Kawarabayashi; Stephan Kreutzer,Abstract Two key results of Robertson and Seymour's graph minor theory are: 1. a structuretheorem stating that all graphs excluding some fixed graph as a minor have a treedecomposition into pieces that are almost embeddable in a fixed surface. 2. the k-disjointpaths problem is tractable when k is a fixed constant: given a graph G and k pairs (s_1;t_1);...;(s_k; t_k) of vertices of G; decide whether there are k mutually vertex disjoint paths ofG; the i th path linking s_i and t_i for i= 1;\dots; k. In this talk; we shall try to look at thecorresponding problems for digraphs. Concerning the first point; the grid theorem; originallyproved in 1986 by Robertson and Seymour in Graph Minors V; is the basis (even for thewhole graph minor project). In the mid-90s; Reed and Johnson; Robertson; Seymour andThomas (see 13; 26); independently; conjectured an analogous theorem for directed …,International Colloquium on Automata; Languages; and Programming,2015,*
Scalable sensor localization via ball-decomposition algorithm,Yasushi Kawase; Takanori Maehara; Ken-ichi Kawarabayashi,We consider a wireless sensor network localization problem; with range-free and anchor-free settings; ie; each sensor can only detect which sensors are in the neighbor. We observeissues with existing algorithms that cause inaccurate localization; and propose a newdecomposition-based algorithm for resolving these issues. The proposed algorithm consistsof three parts:(1) decomposition of a sensor network into small networks that may have largeoverlap with other small networks by a randomized ball-decomposition algorithm;(2)localization of each network by MDS-MAP and physical simulation-based localrefinement;(3) gluing of small networks by a divide-and-conquer algorithm. Intuitively; ouralgorithm finds a good localization because it finds almost optimal localization for each smallgraph; and moreover; it glues them together optimally. We conduct computational …,IFIP Networking Conference (IFIP Networking); 2015,2015,*
Beyond the Euler characteristic: Approximating the genus of general graphs,Maj Fonseca,Abstract: Computing the Euler genus of a graph is a fundamental problem in graph theoryand topology. It has been shown to be NP-hard by [Thomassen'89] and a linear-time fixed-parameter algorithm has been obtained by [Mohar'99]. Despite extensive study; theapproximability of the Euler genus remains wide open. While the existence of O (1)-approximation is not ruled out; the currently best-known upper bound is a trivial O (n/g)-approximation that follows from bounds on the Euler characteristic.,*,2015,*
Linkages in Large Graphs,Jan-Oliver Fröhlich; Ken-ichi Kawarabayashi; Theodor Müller; Julian Pott; Paul Wollan,Abstract We prove that every large enough (2k+ 3)-connected graph G is k-linked. In anearlier paper [1] we proved this for graphs of bounded tree-width. We complete theunbounded tree-width case by finding a large linear decomposition of some subgraph neatlycontained in G to which we can apply our earlier result.,Limit structures and ubiquity in finite and infinite graphs,2015,*
Deterministic Edge Connectivity in Near-Linear Time,Ken-ichi Kawarabayashi; Mikkel Thorup,Abstract: We present a deterministic near-linear time algorithm that computes the edge-connectivity and finds a minimum cut for a simple undirected unweighted graph G with nvertices and m edges. This is the first o (mn) time deterministic algorithm for the problem. Innear-linear time we can also construct the classic cactus representation of all minimum cuts.,arXiv preprint arXiv:1411.5123,2014,*
Removable paths and cycles with parity constraints,Ken-ichi Kawarabayashi; Orlando Lee; Bruce Reed,Abstract We consider the following problem. For every positive integer k there is a smallestinteger f (k) such that for any two vertices s and t in a non-bipartite f (k)-connected graph G;there is an s–t path P in G with specified parity such that G− V (P) is k-connected. Thisconjecture is a variant of the well-known conjecture of Lovász with the parity condition.Indeed; this conjecture is strictly stronger. Lovász'conjecture is wide open for k⩾ 3. In thispaper; we show that f (1)= 5 and 6⩽ f (2)⩽ 8. We also consider a conjecture of Thomassenwhich says that there exists a function f (k) such that every f (k)-connected graph with an oddcycle contains an odd cycle C such that G− V (C) is k-connected. We show the followingstrengthening of Thomassen's conjecture for the case k= 2. Namely; let G be a 5-connectedgraph and s be a vertex in G such that G− s is not bipartite. Then there is an odd cycle C …,Journal of Combinatorial Theory; Series B,2014,*
Linkages in Large Graphs of Bounded Tree-Width,Jan-Oliver Fröhlich; Ken-ichi Kawarabayashi; Theodor Müller; Julian Pott; Paul Wollan,Given an integer k ≥ 1; a graph G is k-linked if for any choice of 2k distinct vertices s1;...;sk andt1;...;tk of G there are disjoint paths P1;...;Pk in G such that the end vertices of Pi are si and ti fori = 1;...;k. Menger's theorem implies that every k-linked graph is k-connected. One can converselyask how much connectivity (as a function of k) is required to conclude that a graph isk-linked. Larman and Mani [13] and Jung [8] gave the first proofs that a sufficiently highly connectedgraph is also k-linked. The bound was steadily improved until Bollobás and Thomason [3] gavethe first linear bound on the necessary connectivity; showing that every 22k-connected graphis k-linked. The current best bound shows that 10k-connected graphs are also k-linked [20] …∗Fachbereich Mathematik; Universität Hamburg; Hamburg; Germany. jan-oliver.froehlich@math.uni-hamburg.de †National Institute of Informatics; Tokyo; Japan. ‡JST; ERATO …,arXiv preprint arXiv:1402.5549,2014,*
Generating Approximate Solutions to the TTP using a Linear Distance Relaxation,Richard Hoshino; Ken-ichi Kawarabayashi,Abstract In some domestic professional sports leagues; the home stadiums are located incities connected by a common train line running in one direction. For these instances; wecan incorporate this geographical information to determine optimal or nearly-optimalsolutions to the n-team Traveling Tournament Problem (TTP); an NP-hard sports schedulingproblem whose solution is a double round-robin tournament schedule that minimizes thesum total of distances traveled by all n teams. We introduce the Linear Distance TravelingTournament Problem (LD-TTP); and solve it for n= 4 and n= 6; generating the complete setof possible solutions through elementary combinatorial techniques. For larger n; we proposea novel" expander construction" that generates an approximate solution to the LD-TTP. For ncongruent to 4 modulo 6; we show that our expander construction produces a feasible …,arXiv preprint arXiv:1401.6049,2014,*
Approximating Multi Commodity Network Design on Graphs of Bounded Pathwidth and Bounded Degree,Kord Eickmeyer; Ken-ichi Kawarabayashi,Abstract In the Multicommodity Network Design problem (MCND) we are given a digraph Gtogether with latency functions on its edges and specified flow requests between certainpairs of vertices. A flow satisfying these requests is said to be at Nash equilibrium if everypath which carries a positive amount of flow is a shortest path between its source and sink.The goal of MCND is to find a subgraph H of G such that the flow at Nash equilibrium in H isoptimal. While this has been shown to be hard to approximate (with multiplicative error) for afairly large class of graphs and latency functions; we present an algorithm which computessolutions with small additive error in polynomial time; assuming the graph G is of boundeddegree and bounded path-width; and the latency functions are Lipschitz-continuous.Previous hardness results in particular apply to graphs of bounded degree and graphs of …,International Symposium on Algorithmic Game Theory,2013,*
Balancing the Traveling Tournament Problem for Weekday and Weekend Games.,Richard Hoshino; Ken-ichi Kawarabayashi,Abstract The Traveling Tournament Problem (TTP) is a wellknown NP-complete problem insports scheduling that was inspired by the application of optimizing schedules for MajorLeague Baseball to reduce total team travel. The techniques and heuristics from the n-teamTTP can be extended to optimize the scheduling of other sports leagues; such as the NipponProfessional Baseball (NPB) league in Japan. In this paper; we describe the additionalscheduling constraints required by the NPB league; such as the requirement that each teamplay the same number of weekend home games; weekday home games; weekend roadgames; and weekday road games. We fully solve this TTP-variant for the case n= 6; andconclude the paper by presenting the official 2013 NPB Central League Schedule; wherewe helped this Japanese baseball league reduce total team travel by over six thousand …,IAAI,2013,*
