A reputation-based approach for choosing reliable resources in peer-to-peer networks,Ernesto Damiani; De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati; Fabio Violante,Abstract Peer-to-peer (P2P) applications have seen an enormous success; and recentlyintroduced P2P services have reached tens of millions of users. A feature that significantlycontributes to the success of many P2P applications is user anonymity. However; anonymityopens the door to possible misuses and abuses; exploiting the P2P network as a way tospread tampered with resources; including Trojan Horses; viruses; and spam. To addressthis problem we propose a self-regulating system where the P2P network is used toimplement a robust reputation mechanism. Reputation sharing is realized through adistributed polling algorithm by which resource requestors can assess the reliability of aresource offered by a participant before initiating the download. This way; spreading ofmalicious contents will be reduced and eventually blocked. Our approach can be …,Proceedings of the 9th ACM conference on Computer and communications security,2002,874
Confidentiality Protection in Large Databases,Sabrina De Capitani di Vimercati; Sara Foresti; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract A growing trend in today's society is outsourcing large databases to the cloud. Thispermits to move the management burden from the data owner to external providers; whichcan make vast and scalable infrastructures available at competitive prices. Since largedatabases can include sensitive information; effective protection of data confidentiality is akey issue to fully enable data owners to enjoy the benefits of cloud-based solutions. Dataencryption and data fragmentation have been proposed as two natural solutions forprotecting data confidentiality. However; their adoption does not permit to completelydelegate query evaluation at the provider. In this chapter; we illustrate some encryption-based and fragmentation-based solutions for protecting data confidentiality; discussing alsohow they support query execution.,*,2018,*
An Authorization Model for Multi Provider Queries,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,ABSTRACT We present a novel approach for the specification and enforcement ofauthorizations that enables controlled data sharing for collaborative queries in the cloud.Data authorities can establish authorizations regulating access to their data distinguishingthree visibility levels (no visibility; encrypted visibility; and plaintext visibility). Authorizationsare enforced in the query execution by possibly restricting operation assignments to otherparties and by adjusting visibility of data on-the-fly. Our approach enables users and dataauthorities to fully enjoy the benefits and economic savings of the competitive open cloudmarket; while maintaining control over data.,Proceedings of the VLDB Endowment,2017,*
Data protection in policy evolution: management of base and surface encryption layers in OpenStack swift,ALESSANDRO SAULLO; DANIELE GUTTADORO,English abstract: The pervasiveness of computing devices and the massive exchange ofsensitive information make data protection a critical issue. Current technologies lead theusers to extend their use; making available a big amount of personal data. Until a few yearsago; the data owner did not concern himself with it. Each final user thought that each pieceof information could be always secure and uncorrupted. Nowadays; the problem has beenreconsidered introducing data encryption on the client side. The users hide their data fromuntrusted parties; encrypting and making them accessible only to authorized entities. Thepurpose of this work is to manage data protection in a distributed context; developing anadditional encryption layer on the server side. This Over-Encryption process facilitatesencryption management; taking advantage of data encoding on the client side. To reach …,*,2016,*
Improving Android security by widening the role of Mandatory Access Control,Enrico Bacis; Simone Mutti; Marco Rosa; Stefano Paraboschi,ABSTRACT In the evolution of Android; the Mandatory Access Control (MAC) at the level ofLinux kernel is assuming a central role. In the commonly used Discretionary Access Control(DAC); every resource has an owner that defines who can access the resource. In the MACschema; instead; the access privileges are defined in a global policy; that is enforced by thekernel. Only the system administrator can change the policy; thus preventing many securitythreats coming from malicious or misbehaving applications. SELinux is the MAC that hasbeen integrated into Android since version 4.3. Nevertheless it is currently used only toprotect system resources from threats originating from applications. Much research studiedhow to integrate SELinux access control checks into more system components.AppPolicyModules [1] allow developers to ship an SELinux module along with the …,TinyToCS,2016,*
D2. 2–IT POLICY META-MODEL AND LANGUAGE (INITIAL),Lead Author Org; Stefano Paraboschi; Mario Arrigoni Neri; Simone Mutti; Giuseppe Psaila,EXECUTIVE SUMMARY The PoSecCo project has the goal to realize an environmentsupporting the top-down definition of security policies and its efficient maintenance; takinginto account the requirements of future information systems. This approach relies on the useof a series of models; at different levels of abstractions: the Business; the IT; and theInfrastructure levels. The IT policy represents the crucial step where the security policy isdescribed using IT-centered concepts (rather than the business concepts adopted in therepresentation at the Business level) and where a formal and (semi-) automaticallyprocessable representation is created. The goal of this Deliverable is to present the firstversion of the Meta-Model that has been designed for the representation of the securitypolicy at the IT level. The design has taken into account the analysis of existing policy …,*,2013,*
Automatic Rule Generation for,Piero Fraternali; Stefano Paraboschi; Letizia Tanca,Abstract In conventional database systems; consistency is preserved either by for-biddingoperations that violate integrity constraints or by rolling back transactions that produceinconsistent database states. A third way to integrity maintenance is that of post processingfaulty transactions; by introducing system-generated compensating actions that lead to adatabase state which is consistent and as close as possible to that intended by the user.Active databases provide the appropriate technology to implement this paradigm.,Modelling Database Dynamics: Selected Papers from the Fourth International Workshop on Foundations of Models and Languages for Data and Objects; Volkse; Germany 19–22 October 1992,2013,*
D3. 4–METHODS FOR ONTOLOGY ENRICHMENT,Lead Author Org; Stefano Paraboschi; Mario Arrigoni Neri; Simone Mutti; Giuseppe Psaila; Paolo Salvaneschi; Cataldo Basile; Daniele Canavese; Theodoor Scholte,EXECUTIVE SUMMARY In modern distributed information systems; security controls arespread over different layers of the architecture and enforced through different artifacts.Planning the configuration of these numerous artifacts is done manually; based on thesecurity administrator's interpretation of IT level policies. Moreover; the links betweenpolicies and configurations are not recorded; making evolution and change managementdifficult and error prone. A primary goal of PoSecCo is to ameliorate these problems bymeans of tools which support security administrators in the task of bridging the gap betweenpolicies and configurations. By means of these tools; an administrator can define and refinepolicies; and generate the various configurations needed to enforce them. In addition; thetools record inter-connections to enable coherent security management.,*,2013,*
A Review of Repairing Techniques for Integrity,Piero Fraternali; Stefano Paraboschi,Abstract In this paper we review the research on integrity enforcement in database systems.Integrity enforcement is the task of ensuring that a user transaction applied to a legaldatabase state leads to a new state which is also legal. The common rationale of theresearch in this area is to centralize the management of data integrity; by extracting this taskfrom application programs and by bringing it into an ad-hoc component; which may beincorporated into the DBMS.,Rules in Database Systems: Proceedings of the 1st International Workshop on Rules in Database Systems; Edinburgh; Scotland; 30 August–1 September 1993,2012,*
D2. 4–POLICY HARMONIZATION AND REASONING,Lead Author Org; Stefano Paraboschi; Mario Arrigoni Neri; Simone Mutti; Marco Guarnieri; Eros Magri; Marie-Noelle Lepareaux; Beatriz Gallego-Nicasio Crespo; Aldo Basile,EXECUTIVE SUMMARY A crucial issue in the definition of policies for Future InternetApplications is the presence of inconsistencies. Due to the large number; variety andheterogeneity of security requirements; inconsistencies occur with large frequency and it isimperative to define an approach able to cope with them. The identification ofinconsistencies is the task of a Harmonization phase; which analyzes the security policyand; based on the knowledge of the semantics of the constructs of the security policy; checksits consistency. In the same phase; the opportunity arises to identify optimizations of thepolicy or configuration; able to reduce the complexity and cost of the configuration; or toimprove the security of the system. The policy harmonization task (T2. 4) in PoSecCosupports the investigation along different lines; starting from the policy meta-models …,*,2012,*
D3. 3-CONFIGURATION META-MODEL,Annett Laube BFH; Guillaume Gagnerot BFH; Henrik Plate SAP; Gerhard Hassenstein BFH; Matteo Casalino SAP; Stefano Paraboschi; Cataldo Basile; Theodoor Scholte,This document describes the PoSecCo configuration meta-model. This meta-model can beconsidered as an extension of the PoSecCo Functional System Model. It defines capabilitiesand configurations of software components (IT resources) in a product-and vendor-independent way. The PoSecCo configuration meta-model is also the lowest level of thePoSecCo policy chain starting on the Business layer. As described in Deliverable “D2. 1–Meta-Model for Business level policies” the meta-model is highly aligned to the policyrefinement process and the policy models of the IT and Business layer. The starting point ofthe definition of the configuration meta-model was a detailed requirement analysis followedby a top-down specification of the meta-model. Existing configuration models; like CIM andCIM policy; were analysed and reused were possible. For the selected capabilities (data …,*,2012,*
D3. 1–INITIAL SDSS ARCHITECTURE AND WORKFLOW,Lead Author Org; Cataldo Basile; Antonio Lioy; Jacopo Silvestro; Stefano Paraboschi,EXECUTIVE SUMMARY Nowadays; the major weakness in the security management is stillthe same: the human factor. Already back in the year 2000; the “Roadmap for defeatingDenial of Service attacks” highlighted the role of system and security administrators as amajor problem in the global security. Unfortunately; this scenario has not significantlyimproved; as confirmed by recent reports [1]. It is therefore important to support securitymanagers with automatic tools to minimize human errors. Presently; policy-based networkmanagement (PBNM)[2] seems the best approach to cope with system administrationbecause it separates the goals (ie; the policy) from the mechanisms to achieve them (ie; thesecurity controls). Security requirements for information systems are specified using anumber of different levels of abstraction; with different tools and management approaches …,*,2012,*
Conflict detection in security policies using Semantic Web technology,Stefano Paraboschi; Mario ARRIGONI NERI; Simone Mutti; Eros Magri; Marco Guarnieri,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimentio cancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCIin fondo alla pagina IRIS logo nascondi/visualizza icone a destra nascondi/visualizzamenu in alto. Formati supportati da Aisberg. Login …,Security and Privacy Special Track. IEEE-AESS Conference in Europe about Space and Satellite Communications (ESTEL). Rome; Italy-October 2-5; 2012,2012,*
Automated Management and Analysis of Security Policies using Eclipse,Stefano Paraboschi; Mario ARRIGONI NERI; Simone Mutti; Eros Magri; Marco Guarnieri,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimentio cancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCIin fondo alla pagina IRIS logo nascondi/visualizza icone a destra nascondi/visualizzamenu in alto. Formati supportati da Aisberg. Login …,Eclipse-IT 12: The VII Workshop of the Italian Eclipse Community,2012,*
Support for Write Privileges on Outsourced Data,di Vimercati De Capitani; S Foresti; S Jajodia; S Paraboschi; P Samarati,*,INTERNATIONAL FEDERATION FOR INFORMATION PROCESSING-PUBLICATIONS-IFIP,2012,*
D3. 2–SECURITY ONTOLOGY DEFINITION,Cataldo Basile; Jacopo Silvestro; Antonio Lioy; Daniele Canavese,The management of security in modern information systems is characterized by acontinuously increasing level of complexity. In most application scenarios; configurations aremanually written by administrators. The integration of the different layers and components islimited and the security management is applied over a set of independent compartments.The overall goal of PoSecCo is to support the management of security policies; giving toadministrators and auditors some models and tools able to realize more efficiently andeffectively the representation and implementation of the great variety of securityrequirements characterizing modern information systems. An important contribution inachieving this goal is expected to come from the use of ontologies. Security requirements forinformation systems have to be specified using a number of different levels of abstraction …,*,2011,*
Selective Exchange of Confidential Data in the Outsourcing Scenario,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract The evolution of information and communication technologies (ICTs) hasintroduced new ways for sharing and disseminating user-generated content through remotestorage; publishing; and disseminating services. From an enterprise oriented point of view;these services offer cost effective and reliable data storage features that any organisationcan take advantage of without long setup delays and capital expenses. Also; from an end-user point of view; distributed and shared data storage services offer considerableadvantages in terms of reliability and constant availability of data. While on one hand datasharing services encourage and enhance the collaboration among users; on the other handthey need to provide proper protection of data; possibly enforcing access restrictions definedby the data owner. In this chapter; we present an approach for allowing users to delegate …,*,2011,*
Enforcing Conﬁdentiality Constraints on Sensitive Databases with Lightweight Trusted Clients,Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract. Existing approaches for protecting sensitive information stored (outsourced) atexternal “honest-but-curious” servers are typically based on an overlying layer of encryptionthat is applied on the whole information; or use a combination of fragmentation andencryption. The computational load imposed by encryption makes such approaches notsuitable for scenarios with lightweight clients. In this paper; we address this issue andpropose a novel model for enforcing privacy requirements on the outsourced informationwhich departs from encryption. The basic idea of our approach is to store a small portion ofthe data (just enough to break sensitive associations) on the client; which is trusted beingunder the data owner control; while storing the remaining information in clear form at theexternal (honest-butcurious) server. We model the problem and provide a solution for it …,Data and Applications Security XXIII: 23rd Annual IFIP WG 11.3 Working Conference; Montreal; Canada; July 12-15; 2009; Proceedings,2009,*
Proceedings Workshop on Privacy in the Electronic Society,Stefano Paraboschi,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimentio cancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCIin fondo alla pagina IRIS logo nascondi/visualizza icone a destra nascondi/visualizzamenu in alto. Formati supportati da Aisberg. Login …,*,2009,*
Basi di dati: Modelli e linguaggi di interrogazione (III ed.),Stefano Ceri; Paolo Atzeni; Stefano Paraboschi; Riccardo Torlone,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimentio cancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCIin fondo alla pagina IRIS logo nascondi/visualizza icone a destra nascondi/visualizzamenu in alto. Formati supportati da Aisberg. Login …,*,2009,*
Access Control,Sabrina De Capitani diVimercati; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,An important requirement of any system is to protect its data and resources againstunauthorized disclosure (secrecy or confidentiality) and unauthorized or impropermodifications (integrity); while at the same time ensuring their availability to legitimate users(no denial-of-service or availability)(Samarati and De Capitani di Vimercati 2001). Theproblem of ensuring protection has existed since information has been managed. However;as technology advances and information management systems become more and morepowerful; the problem of enforcing information security also becomes more critical. Thedevelopment of information technology in the past few years has led to the widespread useof computer systems to store and manipulate information and has greatly increased theavailability; the processing power; and the storage power of information systems …,Handbook of Computer Networks: Distributed Networks; Network Planning; Control; Management; and New Trends and Applications; Volume 3,2008,*
Basi di dati-Architetture e linee di evoluzione (II ed.),Piero Fraternali; Stefano Ceri; Paolo Atzeni; Stefano Paraboschi; Riccardo Torlone,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimentio cancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCIin fondo alla pagina IRIS logo nascondi/visualizza icone a destra nascondi/visualizzamenu in alto. Formati supportati da Aisberg. Login …,*,2007,*
Access Control for the Web-Based Infrastructure (Data-Centric Systems and Applications),Ernesto Damiani; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati,*,*,2005,*
Computing range queries on obfuscated data,Stefano Paraboschi,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimentio cancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCIin fondo alla pagina IRIS logo nascondi/visualizza icone a destra nascondi/visualizzamenu in alto. Formati supportati da Aisberg. Login …,*,2004,*
Active XQuery,Stefano Paraboschi; Angela Bonifati,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimentio cancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCIin fondo alla pagina IRIS logo nascondi/visualizza icone a destra nascondi/visualizzamenu in alto. Formati supportati da Aisberg. Login …,*,2004,*
Design and implementation of an access control processor,Ernesto Damiani; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati,*,9th International World Wide Web Conference: The Web: the Next Generation; Amsterdam; The Netherlands; May 15-19; 2000: Conference Proceedings,2000,*
XML-GL: A Graphical Language for Querying and Restructuring XML Documents,Ceri Stefano; Sara Comai; Damiani Ernesto; P Fraternali; Paraboschi Stefano; Tanca Letizia,Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatori per il sito CINECA nonsono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuare una rivista con idati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN dove applicabili e iltitolo della rivista.Segnalazioni con codici 20201/20202: La pubblicazione non è statatrasferita SOLO per i docenti segnalati nel messaggio a causa di problemi nell'anagraficaCINECA e/o di Ateneo (pe i codici fiscali non sono gli stessi) oppure perché si tratta didocenti che; pur essendo abilitati all'inserimento nel sistema di Ateneo; non hanno facoltà disincronizzare le proprie pubblicazioni in CINECA. Tutti gli altri eventuali coautori senzasegnalazione troveranno la pubblicazione correttamente nel proprio spazio personaleCINECA.,*,1999,*
AUTOMATIC-GENERATION OF PRODUCTION RULES FOR INTEGRITY MAINTENANCE (VOL 19; PG 367; 1994),S CERI; P FRATERNALI; S PARABOSCHI; L TANCA,*,*,1995,*
The Algres Testbed of CHIMERA: An Active Object-Oriented Database System,Stefano Ceri Piero Fraternali Stefano Paraboschi; Giuseppe Psaila,*,Proceedings,1995,*
Gestione di vincoli di integrita in basi di dati attive,S Paraboschi; S Ceri; P Fraternali; L Tanca,*,ATTI DEL CONGRESSO ANNUALE-ASSOCIAZIONE ITALIANA PER L INFORMATICA ED IL CALCOLO AUTOMATICO,1993,*
Invited Talks,Sabrina De Capitani di Vimercati; Sara Foresti; Pierangela Samarati; Ruggero Donida Labati; Angelo Genovese; Enrique Muñoz; Vincenzo Piuri; Fabio Scotti; Gianluca Sforza; Stefano Paraboschi; Enrico Bacis; Simone Mutti; Vinod Ganapathy; Sadhana Jha; Shamik Sural; Vijayalakshmi Atluri; Jaideep Vaidya; Phillipa Bennett; Indrakshi Ray; Robert France; Prasuna Sarana; Arindam Roy; Simon Gansel; Stephan Schnitzer; Ahmad Gilbeau-Hammoud; Viktor Friesen; Frank Dürr; Kurt Rothermel; Christian Maihöfer; Ulrich Krämer; Michael Kunz; Ludwig Fuchs; Matthias Hummer; Günther Pernul,Automated Border Control Systems: Biometric Challenges and Research Trends. . . . . . . . . . .… Ruggero Donida Labati; Angelo Genovese; EnriqueMuñoz; Vincenzo Piuri; Fabio Scotti; and Gianluca Sforza … Extending Mandatory Access ControlPolicies in Android … Stefano Paraboschi; Enrico Bacis; and Simone Mutti …Reflections on the Self-service Cloud Computing Project … Enforcing Separationof Duty in Attribute Based Access Control Systems … Sadhana Jha; Shamik Sural; VijayalakshmiAtluri; and Jaideep Vaidya … Modeling of Online Social Network Policies Using anAttribute-Based Access Control Framework … PhillipaBennett; Indrakshi Ray; and Robert France … Role Mining in the Presence of Separation ofDuty Constraints … Prasuna Sarana; Arindam Roy; Shamik Sural; Jaideep …,*,*,*
Enforcing authorizations while protecting access confidentiality,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract Cloud computing is the reference paradigm to provide data storage andmanagement in a convenient and scalable manner. However; moving data to the cloudraises several issues; including the confidentiality of data and of accesses that are no moreunder the direct control of the data owner. The shuffle index has been proposed as asolution for addressing these issues when data are stored at an external third party.,Journal of Computer Security,*,*
Distributed Shuffle Index: Analysis and Implementation in an Industrial Testbed,Enrico Bacis; Alan Barnett; Andrew Byrne; Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Marco Rosa; Pierangela Samarati,Abstract—The protection of content confidentiality as well as of access and patternconfidentiality of data moved to the cloud have been recently the subject of severalinvestigations. The distributed shuffle index addresses these issues by randomly partitioningdata among three independent cloud providers. In this paper; we describe theimplementation of the distributed shuffle index in the high-performance Dell EMC platform.We first illustrate the main characteristics of the industry testbed and then show the results ofour experiments; confirming the limited performance overhead and the practical applicabilityof the distributed shuffle index in industrial environments.,*,*,*
IEEE CNS 2016 SPC: The 2nd IEEE Workshop on Security and Privacy in the Cloud (SPC 2016)-Committees and Welcome,Massimiliano Albanese; Sara Foresti; Ghassan Karame; Florian Kerschbaum SAP Germany; Gregory Neven; Melek Önen EURECOM France; Stefano Paraboschi; Siani Pearson; Pierangela Samarati; Andreas Schaad Huawei Germany; Scott Stoller; Neeraj Suri; Cong Wang,Page 1. IEEE CNS 2016 SPC:The 2nd IEEE Workshop on Security and Privacy in the Cloud(SPC 2016) - Committees and Welcome Technical Program Committee Massimiliano AlbaneseGeorge Mason University USA Sabrina De Capitani di Vimercati Universita` degli Studi di MilanoItaly Sara Foresti Università degli Studi di Milano Italy Ghassan Karame NEC LaboratoriesEurope Germany Florian Kerschbaum SAP Germany Gregory Neven IBM Zurich SwitzerlandMelek Önen EURECOM France Stefano Paraboschi University of Bergamo Italy Siani PearsonHP Labs United Kingdom Pierangela Samarati Universita' degli Studi di Milano Italy AndreasSchaad Huawei Germany Scott Stoller Stony Brook University USA Neeraj Suri TechnischeUniversitaet Darmstadt Germany Cong Wang City University of Hong Kong Hong Kong MengYu University of Texas at San Antonio USA,*,*,*
Requirements from the Use Cases,Florian Kerschbaum SAP; Stefano Paraboschi,Abstract This document details the common security requirements of the four ESCUDO-CLOUD use cases. Each use case addresses a specific application scenario; which can beclassified as Private/Hybrid Clouds; Infrastructure Provisioning; Cloud Storage; and CloudProcessing. This permits to cover an entire Cloud life-cycle where a company may choose tooutsource infrastructure; middleware; data and applications. For each use case; we used theESCUDO-CLOUD dimensions to categorize the specific requirements; then definedcommon terms and concepts. Based on these common terms and concepts; we identify thecommon ESCUDO-CLOUD requirements across the use cases. We also reviewed thecurrent state of the industry; with respect to the scenarios covered by the use cases; andassessed gaps that might be addressed. Finally; an update to the assignment of …,*,*,*
Technical Program Chairs,Elli Androulaki; Sara Foresti; Nikola Knezevic; Massimiliano Albanese; Rajkumar Buyya; Christian Cachin; Roy H Campbell; Sabrina De Capitani di Vimercati; Theo Dimitrakos; Sotiris Ioannidis; Seny Kamara; Krishna Kant; Ghassan O Karame; Florian Kerschbaum; Samee U Khan; Javier Lopez; Jesus Luna; Melek Önen; Stefano Paraboschi; Siani Pearson; Kui Ren; Pierangela Samarati; Andreas Schaad; Anoop Singhal; Alessandro Sorniotti; Neeraj Suri; Jaideep Vaidya; Cong Wang; Meng Yu,Elli Androulaki (IBM Research; Switzerland) Sara Foresti (Università degli Studi di Milano;Italy) … Massimiliano Albanese (George Mason University; USA) Rajkumar Buyya (Universityof Melbourne; Australia) Christian Cachin (IBM Research; Switzerland) Roy H Campbell (Universityof Illinois at Urbana-Champaign; USA) Sabrina De Capitani di Vimercati (Università degli Studidi Milano; Italy) Theo Dimitrakos (British Telecom; United Kingdom) Sotiris Ioannidis (Foundationfor Research and Technology - Hellas; Greece) Seny Kamara (Microsoft Research; USA) KrishnaKant (Temple University; USA) Ghassan O. Karame (NEC Laboratories Europe; Germany) FlorianKerschbaum (SAP; Germany) Samee U. Khan (North Dakota State University; USA) Javier Lopez(University of Malaga; Spain) Jesus Luna (Cloud Security Alliance; Germany) Melek Önen(EURECOM; France) Stefano Paraboschi (Università degli Studi di Bergamo; Italy) Siani …,*,*,*
Program committee (cont.),Eiji Okamoto; Rolf Oppliger; Stefano Paraboschi; Joon Park; Günther Pernul; Roberto Di Pietro; Joachim Posegga; Silvio Ranise; Kui Ren; David G Rosado; Pierangela Samarati; Nicolas Sklavos; Willy Susilo; Juan Tapiador; Vicenc Torra; Jaideep Vaidya; Luca Viganò; Sabrina de Capitani di Vimercati; Cong Wang; Haining Wang; Lingyu Wang; Ping Wang; Xinyuan Frank Wang; Alec Yasinsac; Meng Yu; Lei Zhang; Jianying Zhou,Page 1. PROGRAM COMMITTEE (CONT.) Eiji Okamoto; University of Tsukuba; Japan RolfOppliger; eSECURITY Technologies; Switzerland Stefano Paraboschi; University of Bergamo;Italy Joon Park; Syracuse University; USA Günther Pernul; University of Regensburg; GermanyRoberto Di Pietro; Universita' di Roma Tre; Italy Joachim Posegga; Institute of IT Security andSecurity Law; Germany Silvio Ranise; Fondazione Bruno Kessler; Italy Kui Ren; state universityof new york at buffalo; USA David G. Rosado; University of Castilla-la Mancha; Spain PierangelaSamarati; Università degli Studi di Milano; Italy Nicolas Sklavos; Technological EducationalInstitute of Patras; Greece Willy Susilo; University of Wollongong; Australia Juan Tapiador;Universidad Carlos III de Madrid; Spain Vicenc Torra; IIIA-CSIC; Spain Jaideep Vaidya; RutgersBusiness School; USA Luca Viganò; University of Verona; Italy …,*,*,*
PriSec 2014,Cristina Alcaraz; Shlomi Dolev; Yevgeniy Vahlis; Guenther Pernul; Charles Morisset; Dieter Gollmann; Yang Xiang; Bibhudatta Sahoo; Kartik Gopalan; Joanna Kolodziej; Henrik Johnsson; Ching-Hsien Hsu; Biswapratap Singh Sahoo; Roberto Di Pietr; Rino Falcone; Stefano Guarino; Abhinav Srivastava; Siani Pearson; Changhoon Lee; Nour Ali; Wei Wei; Sherman SM Chow; Stefano Paraboschi; Ramlan Mahmood,Cristina Alcaraz; University of Malaga; Spain Shlomi Dolev; Ben-Gurion University; Israel YevgeniyVahlis; University of Toronto Canada; Guenther Pernul; University of Regensburg; GermanyCharles Morisset; Newcastle University; United Kingdom David Naccache; ENS; France DieterGollmann; TU Hamburg-Harburg; Germany Yang Xiang; Deakin University; Australia BibhudattaSahoo; NIT Rourkela; India Kartik Gopalan; SUNY – Binghamton; USA Joanna Kolodziej; CracowUniversity of Technology; Poland Yves-Alexandre de Montjoye; MIT; USA Henrik Johnsson; BlekingeInstitute of Technology; Sweden Ching-Hsien Hsu; Chung Hua University; Taiwan BiswapratapSingh Sahoo; National Central University; Taiwan Zeeshan Hameed; QMIC; Qatar Roberto DiPietr; Bell Labs; France Rino Falcone; ISTC-CNR; Italy Stefano Guarino; Università degli StudiRoma Tr; Italy Abhinav Srivastava; AT&T Labs; USA Siani Pearson; HP Labs; United …,*,*,*
Fragmentation approach for data dependencies,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract—Fragmentation has been recently proposed as a promising approach to protectthe confidentiality of sensitive associations whenever data need to undergo external releaseor storage. By splitting attributes among different fragments; fragmentation guaranteesconfidentiality of the associations among these attributes under the assumption that suchassociations cannot be reconstructed by re-combining the fragments. We note that therequirement that fragments do not have attributes in common; imposed by previousproposals; is only a necessary; but not sufficient; condition to ensure that information indifferent fragments cannot be recombined as dependencies may exist among data enablingsome form of linkability. In this paper; we identify the problem of improper informationleakage due to data dependencies; provide a formulation of the problem based on a …,*,*,*
CyberSecurity 2012 Program Committee Members,Rafael Accorsi; Manos Antonakakis; Claudio Agostino Ardagna; Yan Bai; Steve Chapin; Songqing Chen; Jianneng Cao; Mauro Conti; Saumya Debray; Manuel Egele; Mark Gondree; Kartik Gopalan; Pieter Hartel; Kwok-Yan Lam; Xuxian Jiang; Wei Jiang; James Joshi; Jan Jurjens; ISST Fraunhofer; Germany Florian Kerschbaum; Hiroaki Kikuchi; Ralf Kuesters; Lior Malka; Shivakant Mishra; Riham Abdel Moneim; Ravi Mukkamala; Simin Nadjm-Tehrani; Andriy Panchenko; Stefano Paraboschi; Andreas Pashalidis; Indrakshi Ray; Srini Ramaswamy; Kui Ren; William Robertson; Yaoping Ruan; Kent Seamons; Nitesh Saxena,Rafael Accorsi; University of Freiburg; Germany Manos Antonakakis; Georgia Institute ofTechnology; USA Claudio Agostino Ardagna; Universita degli Studi di Milano; Italy Yan Bai; Universityof Washington; USA Feng Bao; A-Start; Singapore Kevin Bauer; University of Waterloo; CanadaAmiya Bhattacharya; Arizona State University; USA Steve Chapin; Syracuse University; USASongqing Chen; George Mason University; USA Jianneng Cao; Purdue University; USA MauroConti; University of Padua; Italy Saumya Debray; University of Arizona; USA Manuel Egele; NortheasternUniversity; USA Saikat Guha; Microsoft; USA Mark Gondree; Naval Postgraduate School; USAKartik Gopalan; Binghamton University; USA Pieter Hartel; University of Twente; The NetherlandsKwok-Yan Lam; Tsinghua University; China Xuxian Jiang; North Carolina State University; USAWei Jiang; Missouri University of Science and Technology; USA James Joshi; University …,*,*,*
Dipartimento di Elettronica e Informazione Politecnico di Milano Piazza Leonardo da Vinci 32; I-20133 Milano; Italy,Data-Driven One-to-One Web; Stefano Ceri; Piero Fraternali; Stefano Paraboschi,*,*,*,*
D. Gritzalis and J. Lopez 521 Reconstruction of electronic signatures from eDocument printouts H. Leitold; R. Posch and T. Rössler 523 Managing key hierarchies for...,C Blundo; S Cimato; S De Capitani di Vimercati; A De Santis; S Foresti; S Paraboschi; P Samarati; A Colantonio; R Di Pietro; A Ocello; NV Verde; Q Pham; J Reid; A McCullagh; E Dawson; J Kolter; T Kernchen; G Pernul; Y Soupionis,*,*,*,*
