Mindreader: Querying databases through multiple examples,Yoshiharu Ishikawa; Ravishankar Subramanya; Christos Faloutsos,Abstract Users often can not easily express their queries. For example; in amultimedia/image by content setting; the user might want photographs with sunsets; incurrent systems; like QBIC; the user has to give a sample query; and to specify the relativeimportance of color; shape and texture. Even worse; the user might want correlationsbetween attributes; like; for example; in a traditional; medical record database; a medicalresearcher might want to nd\mildly overweight patients"; where the implied query wouldbe\weight/height 4 lb/inch". Our goal is to provide a user-friendly; but theoretically solidmethod; to handle such queries. We allow the user to give several examples; and;optionally; their'goodness' scores; and we propose a novel method to\guess" whichattributes are important; which correlations are important; and with what weight. Our …,Computer Science Department,1998,705
Organization and analysis of access facilities for set-valued objects based on signature files,Yoshiharu Ishikawa,Abstract Set is a fundamental data structure and plays important role in data modeling notonly for traditional database applications but for advanced ones. The main issue of thisdissertation is indexing methods for set-valued objects. Set has several inherent comparisonoperators such as inclusion () and membership (3). Therefore; indexing methods for set-valued objects must support e cient retrieval of objects under such set retrieval conditions. Inthis dissertation; superimposed-coded signature les; popular methods in text retrieval area;are proposed as promising indexing methods for set-valued objects. Such signature les arecalled set-based signature les. In this dissertation; several issues of set-based signature les;such as organization schemes; retrieval/update algorithms; and availability; are investigated.,*,1995,*
Analysis of Indexing Schemes for Set Retrieval of Nested Objects,Yoshiharu Ishikawa; Hiroyuki Kitagawa,Abstract E cient retrieval of nested objects is an important issue in advanced databasesystems. So far; a number of indexing methods for nested objects have been proposed.However; they do not consider retrieval of nested objects based on the set comparisonoperators such as and. Previously; we proposed four set access facilities for nested objectsand compared their performance in terms of retrieval cost; storage cost; and update cost. Inthis paper; we extend the study and present re ned algorithms and cost formulas applicableto more generalized situations. Our cost models and analysis not only contribute to the studyof set-valued retrieval but also to cost estimation of various indexing methods for nestedobjects in general.,*,1995,*
SECTiON A COMPUTER SCiENCE THEORy; METHOdS ANd TOOLS,Xiang Zhao; Yifan Chen; Chuan Xiao; Yoshiharu Ishikawa; Jiuyang Tang; Jorge Francisco Cutigi; Adenilso Simao; Simone RS Souza; Pablo Pérez-Lantero; Hairong Yu; Guohui Li; Jianjun Li; Lihchyun Shu; Indra Rajasingh; Paul Manuel; N Parthiban; D Azubha Jemilet; R Sundara Rajan; Zbynek Krivka; Alexander Meduna; Petr Zemek; Robert M Hierons; Uraz Cengiz Türker; Huilin Liu; Chen Chen; JunChang Xin; Liyuan Zhang; Hui Cui; Robert H Deng; Weifeng Wang; Li Jiao; Fabrizio Luccio; Bernard Mans; Luke Mathieson; Linda Pagli; Rolando Trujillo-Rasua; Ismael G Yero,Page 1. THE C OMPUTER JOURNAL 2016 V OL UME 5 9 NUMBER 8 SEC TION a C o M p Ut ER S C iENCE t h E o R y; M E thod S a N d t o ol S thE CoMpUtE JoURNal 2016 CONTENTSOrIgINaL arTICLES 1113 Frequent Subgraph Mining Based on Pregel Xiang Zhao; Yifan Chen;Chuan Xiao; Yoshiharu Ishikawa and Jiuyang Tang 1129 reducing FSM-Based Test Suites withguaranteed Fault Coverage Jorge Francisco Cutigi; Adenilso Simao and Simone RS Souza 1144area and Perimeter of the Convex Hull of Stochastic Points Pablo Pérez-Lantero 1155 DO cyclical :a Latency-resistant Cyclic Multi-Threading approach for automatic Program Parallelization HairongYu; Guohui Li; Jianjun Li and Lihchyun Shu 1174 Transmission in Butterfly Networks IndraRajasingh; Paul Manuel; N. Parthiban; D. Azubha Jemilet and R. Sundara Rajan …,*,*,*
Processing Spatial Queries Based on Uncertain Location Information,Yuichi Iijima; Yoshiharu Ishikawa,Page 1. Yuichi Iijima and Yoshiharu Ishikawa (Nagoya University) Processing Spatial QueriesBased on Uncertain Location Information Background Uncertain Location Information Sensorenvironments: GPS consumes batteries Mobile robots: Localization may not be accurate Strategy1: θ-Region-Based Approach Strategy 1: θ-Region-Based Approach θ -Region: Ellipsoidal regionfor which the integration of pq(x) becomes 1 –2θ : ∫ ≤ - - 2 1 ) ( ) ( 21 )( θ q t d p xx Σ Locationprivacy: Exact locations are hidden Location-based Queries Range queries; nearest neighborqueries Spatial index-based processing What's happen for uncertain locations? q Ellipsoidalregion is the θ-region θ-region can be derived using rθ-table and transformation Query Processingq ∫ ≤ - - 2 1 ) ( ) ( θr q t qx qx Σ 2 1 ) ( ) ( θ r t ≤ - - - q x q x Σ Objectives pp …,*,*,*
多次元ベクトル空間の視覚的探索機能を有する情報検索,Masahiro WATANABE; Yoshiharu ISHIKAWA; Masatoshi YOSHIKAWA; Shunsuke UEMURA,We propose a new approach to visual information retrieval. In this approach; first of all; adocumentterm matrix generated from a document set is decomposed using the singularvalue decomposition (SVD) method. Then the document information is visualized over a twodimensional plane using the result of SVD. Users specify retrieval conditions by indicating aposition on the plane. With this approach; users can easily specify retrieval conditions whichwill be complicated when expressed in Boolean expressions of keywords. We report theresult of an experiment applying our method to the 116 abstracts of NAIST master theses.,*,*,*
An Efficient Algorithmfor Location-Aware Query Autocompletion,Sheng HU; Chuan XIAO; Yoshiharu ISHIKAWA,Summary. Japanese Page. SITE TOP. Login. Site License A B C D >. Forgotten your password?Menu. Search: Full-Text Search; Search(JPN). Latest Issue. A Fundamentals:Trans.Fundamentals. JPN Edition(in Japanese). B Communications: Trans.Commun. JPNEdition(in Japanese). C Electronics: Trans.Electron. JPN Edition(in Japanese). D Information& Systems: Trans.Inf.&Syst. JPN Edition(in Japanese). Abstracts of JPN Edition:Trans.Fundamentals. Trans.Commun. Trans.Electron. Trans.Inf.&Syst. - Archive. Volume List:Trans.Fundamentals. Trans.Commun. Trans.Electron. Trans.Inf.&Syst. Transactions(1976-1990). Volume List [JPN Edition]: A JPN Edition(in Japanese); B JPN Edition(inJapanese); C JPN Edition(in Japanese); D JPN Edition(in Japanese). - Editorial Board.Editorial Board: Trans.Fundamentals. Trans.Commun. Trans.Electron. Trans.Inf.&Syst …,*,*,*
MDM 2017 Program Committee,Karl Aberer; EPFL Debopam Acharya; Ahmed Aly; Christian Becker; Claudio Bettini; Muhammad Cheema; Chi-Yin Chow; Panos Chrysanthis; Bin Cui; Maria Luisa Damiani; Alex Delis; Liyue Fan; Yunjun Gao; Shahram Ghandeharizadeh; Gabriel Ghinita; Aniruddha Gokhale; Takahiro Hara; Shen-Shyang Ho; Jadwiga Indulska; Yoshiharu Ishikawa; Christine Julien; Panagiotis Karras; Wei-Shinn Ku; Vimal Kumar; Kyunghan Lee; Dik Lee; Yugyung Lee; Wenjia Li; Hua Lu; Sanjay Madria; Archan Misra; Mohamed Mokbel,Karl Aberer; EPFL Debopam Acharya; Shiv Nadar University Ahmed Aly; Google Inc. ChristianBecker; University of Mannheim Claudio Bettini; University of Milan Muhammad Cheema; MonashUniversity Chi-Yin Chow; City University of Hong Kong Panos Chrysanthis; University of PittsburghBin Cui; Peking University Alfredo Cuzzocrea; ICAR-CNR and University of Calabria Maria LuisaDamiani; University of Milan Alex Delis; University of Athens Liyue Fan; State University of NewYork Albany Yunjun Gao; Zhejiang University Shahram Ghandeharizadeh; University of SouthernCalifornia Gabriel Ghinita; University of Massachusetts Aris Gkoulalas-Divanis; IBM Watson HealthAniruddha Gokhale; Vanderbilt University Le Gruenwald; The University of Oklahoma Ralf HartmutGüting; Fernuniversit„t Hagen Takahiro Hara; Osaka University Shen-Shyang Ho; Rowan UniversityJadwiga Indulska; The University of Queensland Yoshiharu Ishikawa; Nagoya University …,*,*,*
Workshop Organization,Peng Ren; Pengda Huang; Huaizhong Sam Zhang,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2018 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions … Anot-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2018 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
実データの分析に基づくクラスタリングパラメータ,Sophoin KHY; Yoshiharu ISHIKAWA; Hiroyuki KITAGAWA,Abstract In our previous papers; we have proposed a novelty-based document clusteringmethod. The clustering method generates clusters reflecting current trend of recent topics.However; the problem with this clustering method is the setting of the exponential decayingfactor parameter through which a document loses its value as time passes. In the clusteringmethod; the parameter value is assumed a user-specified parameter and only one value isused for all types of docu-ments regardless of which categories they are in. In this paper; wewill show an analytical study on the real dataset The objective of this study is to find therelationship between the decaying behavior of each document with their correspondingcategory types which will be helpful in the setting of parameter values in the novelty-baseddocument clustering method.,*,*,*
Fukumoto; Makoto; 831 Fuyuno; Miharu; 409 Gabsi; Wafa; 609 Gao; Fei; 1061,Honghao Gao; Li-hui Ge; Eva Gerbert-Gaillard; Afef Ghabri; Mohammad Hanif Gharanai; Hamza Gharsellaoui; Khaled Ghedira; Munkhjargal Gochoo; Naka Gotoda; Marcin Grzegorzek; Junxia Guo; Akhil Gupta; Mohamed Hammami; Yuki Hanai; Masanori Hariyama; Yutaka Hatakeyama; Takeshi Hatanaka; Arisa Hayashi; Toshihiro Hayashi; Hong He; Hui He; Julien Helsper; Frans P Henskens; Ken Higuchi; Hiroaki Hirata; Kuan-Yi Ho; Leila Horchani; Hiroyasu Horiuchi; Yi-Hao Hsiao; Ting-Yen Hsieh; Ming-Fu Hsu; Yushan Hsu; Wei-Hao Huang; Yan-Syun Huang; Shiu-Wan Hung; Gwan-Hwan Hwang; Tatsuhiro Ietsuka; Ohaeri Ifeoma; Hajimu Iida; Shunsuke Iki; Muhammad Ilyas; Aurawan Imsombut; Ariane Ingabire; Akiya Inoue; Ushio Inoue; Yoshiharu Ishikawa; Bassey Isong; Yuji Iwahori; Mizuho Iwaihara; Witchayarot Jantana; Fahim Jawad; Na Jia; Hui-yan Jiang; Duangjai Jitkongchuen; Mohamed Jmaiel; Rene Kabalisa; Tomio Kamada; Yasutaka Kamei; Atsushi Kanai; Kota Kasahara; Kunio Kasugai; Hiromi Kataoka; Yuichiro Kataoka; Yuusuke Kataoka; Kumiko Kawabata; Kyoji Kawagoe; Yukiko Kawai; Kazuhiko Kawamoto; Ryuta Kawano,Abadlia; Houda; 353 Abhyankar; Maitreyi; 247 Aihara; Ryo; 983 Akhtar; Tooba; 95 Akimoto;Shun; 963 Akita; Ryo; 945 Alhijawi; Bushra; 163 Alyami; Mohammed Abdulkareem; 513Amano; Hideharu; 565 Anada; Koichi; 1031; 1037 Anzai; Koushi; 1037 Araki; Koji; 23 Ariki;Yasuo; 971; 977; 983 Arimoto; Kohei; 337 Atchariyachanvanich; Kanokwan; 521 AyachiGhannouch; Sonia; 539 Azad; Ashraful; 193 … Baba; Mizuho; 765; 807 Bai; Shilei; 1181Bansal; Preeti; 139 Battur; Galbadrakh; 439 Bayanduuren; Damdinsuren; 439 Bellalouna;Monia; 47 Ben Ahmed; Samir; 313 Ben Romdhane; Nadra; 283 Bhuyan; Manas Kamal; 391Bian; Ou; 385 … Cai; Lei; 1229; 1235 Cao; Dai; 433 Cao; Jianxiang; 1129 Cao; Sanxing; 1293Chai; Weichao; 1109 Chandrachai; Achara; 533 Chang; Ching-Lung; 35 Chang;Hsuan-Han; 133 Chang; Hsung-Pin; 7 Chansuwath; Wutthichai; 683 Chen; Kuan-Ting …,*,*,*
MDM 2016 Program Committee,Walid G Aref; Nikolaos Armenatzoglou; Christian Becker; Claudio Bettini; Dipanjan Chakraborty; Ming-Syan Chen; Raymond Chi-Wing Wong; Chi-Yin Chow; Christophe Claramunt; Maria Luisa Damiani; Alex Delis; Ugur Demiryurek; Yunjun Gao; Gabriel Ghinita; Ralf Hartmut Güting; Takahiro Hara; Yoshiharu Ishikawa; Vana Kalogeraki; Peer Kroger; Wei-Shinn Ku; Vimal Kumar; Wang-Chien Lee; Wenjia Li; Hua Lu; Sergio Mascetti; Sanjay Madria; Archan Misra; Mohamed Mokbel; Anirban Mondal; Kyriakos Mouratidis; Mirco Nanni; Praveen Rao; Yugyung Lee; Alfredo Cuzzocrea; Ho Shen-Shyang; Bernhard Mitschang; Dimitris Papadias; Torben Bach Pedersen; Matthias Renz; Daniele Riboni; Nirmalya Roy; Dimitris Sacharidis; Kai-Uwe Sattler,Debopam Acharya; SNU; India Walid G. Aref; Purdue University; USA NikolaosArmenatzoglou; Hong Kong University of Science and Technology; Hong Kong ChristianBecker; University of Mannheim; Germany Claudio Bettini; University of Milan; Italy DipanjanChakraborty; IBM Research; India Ming-Syan Chen; National Taiwan University; Taiwan RaymondChi-Wing Wong; Hong Kong University of Science and Technology; Hong Kong Chi-YinChow; City University of Hong Kong; Hong Kong Christophe Claramunt; Naval Academy; FranceMaria Luisa Damiani; University of Milan; Italy Alex Delis; University of Athens; Greece UgurDemiryurek; University of Southern California; USA Yunjun Gao; Zhejiang University; China GabrielGhinita; University of Massachusetts–Boston; USA Le Gruenwald; University of Oklahoma; USARalf Hartmut Güting; Fernuniversität Hagen; Germany Takahiro Hara; Osaka University …,*,*,*
DMWPC2011 Reviewers,Eduard Babulak; Alberto Bucciero; Stuart Cunningham; Susumu Ishihara; Yoshiharu Ishikawa; Dongwon Jeong; Hideyuki Kawashima; Young-Kuk Kim; Gregor Schiele; Arno Wacker; Yunlan Wang; Vladimir Zadorozhny; Jun Zeng,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Visualization of Dense Tweets based on Locations for Web and Twitter User Communication,Yuanyuan Wang; Yukiko Kawai; Toyokazu Akiyama; Yoshiharu Ishikawa; Kazutoshi Sumiya,ABSTRACT This paper presents a tweet visualization system to support simultaneouscommunication between web and Twitter users through both the contents of tweets and webpages based on locations. The system provides a question answering interface attached toweb pages; which allows web users to chat with Twitter users while presenting tweets thatare associated with web pages. In order to map tweets to web pages; the system matcheslocation names retrieved from geo-tagged tweets and web pages. Furthermore; we detectfloor information from tweets; and categorizes tweets based on category names of floorinformation from web pages. Thus; our system can effectively present most related tweetsand their summary information to help web users easily gain more detailed current situationin real time; and it also can effectively present messages from web users to help Twitter …,*,*,*
Efficient Autocompletion with Error tolerance,Sheng HU; Chuan XIAO; Yoshiharu ISHIKAWA,Abstract Most popular search engines have provided query autocompletion features in theirsystems. When a user issues a query; without inputting complete keywords; the searchengine will prompt several options which complete the remaining part of the queryautomatically. This research will focus on investigating novel techniques for error-tolerantquery autocompletion by addressing several key issues of this feature; and eventuallyimprove the efficiency and the accuracy of the query processing. In our work; we proposedan improve expansion algorithm based on current state-of-the-art work. Moreover; we alsoimprove the index reduction method to reduce the index size as much as possible.Experiment results show that our new method can improve the algorithm efficiency andreduce the index size very well.,*,*,*
Abulimiti; Abuduaini; 87,Mitsuru Adachi; Zwi N Berneman; William Brownlow; Colin M Casimir; N Jan Chalupny; Jae-Woong Chang; Zengyi Chang; Jing Chen; Jun Chen; Regina Cheng; Kazuo Chihara; Wha-Youl Choi; Yun-Jung Choi; Jinfang Chu; Miguel Coca-Prados; David Cosman; S Deborah; Eleftherios P Diamandis; Wagner R Duarte; Tetsu Ebara; Marc B Elliott; Boris Fehse; Henning C Fiegel; Bent Formby; Ying Gao; Susan R George; Sikha Ghosh; Tsutomu Hirano; Shin-ichi Hisanaga; Harry Holthöofer; Stephanie Holzhüuter; Hyun-Seok Hong; Takashi Horie; Hirokazu Hotani; Shuang Huang; Andrea Huwiler; Koji Ichihara; Toshinori Ide; Junko Iida; Shin-ichi Imai; Yasubumi Irie; Yuichi Ishikawa; Veli Isomaa; Tomohiko J Itoh; Dong-Gyu Jo; Yong-Keun Jung; Asako Kageyama; Haruaki Kageyama; Hidesuke Kaji; Hideo Kanoh; Yukari Kanzaki; Keiko Kashiwagi; Aya Kawachi; Hozumi Kawamichi; Kazufumi Kawano; Chong Kook Kim; Jong-Guk Kim; Young-Ho Kim; Masahiko Kishimoto,*,*,*,*
Future Technologies for Smart Information Systems Workshop Organization,Yoshiharu Ishikawa; Toshiyuki Amagasa; Kei Wakabayashi; Masayoshi Aritsugi; Sourav S Bhowmick; Kazuo Goda; Takahiro Hara; Mizuho Iwaihara; Vana Kalogeraki; Yasuhiko Kanemasa; Sanjay Kumar Madria; Jun Miyazaki; Anirban Mondal; Masato Oguchi; Takahiko Shintani; Keishi Tajima; Tatsuhiro Tsuchiya; Chuan Xiao; Saneyasu Yamaguchi,Program Co-chairs Yoshiharu Ishikawa; Nagoya University; Japan Toshiyuki Amagasa; Universityof Tsukuba; Japan … Web Chair Kei Wakabayashi; University of Tsukuba; Japan … ProgramCommittee Masayoshi Aritsugi; Kumamoto University; Japan Sourav S. Bhowmick; NanyangTechnological University; Singapore Kazuo Goda; University of Tokyo; Japan TakahiroHara; Osaka University; Japan Mizuho Iwaihara; Waseda University; Japan VanaKalogeraki; Athens University of Economics and Business; Greece Yasuhiko Kanemasa; FujitsuLaboratories; Japan Jianquan Liu; NEC; Japan Sanjay Kumar Madria; Missouri University ofScience and Technology; USA Jun Miyazaki; Tokyo Institute of Technology; Japan AnirbanMondal; Xerox Research Centre India; India Masato Oguchi; Ochanomizu University; JapanMakoto Onizuka; NTT; Japan Takahiko Shintani; University of Electro-Communications …,*,*,*
Workshops Organization,Rui Zhang; Kai Zheng; Nicholas Jing Yuan; Muhammad Cheema; Reynold Cheng; Yunjun Gao; Yoshiharu Ishikawa; Hua Lu; Jianzhong Qi; Simonas Saltenis; Weiwei Sun; Lu-An Tang; Xing Xie; Xike Xie; Man Lung Yiu; Wenjie Zhang; Ying Zhang; Sanjay Kumar Madria; Anirban Mondal; Bharat Bhargava; Stephane Bressane; Seng Loke; Takahiro Hara; Cui Bin; P Krishna Reddy; Atul Singh; Tridib Mukherjee; Abhishek Tripathi; Junjie Yao; Arto Klami; Santi Phithakkitnukoon; Pelin Angin,The Second International Workshop on Human Mobility Computing (HuMoComp 2014) … OrganizersRui Zhang; The University of Melbourne; Australia Kai Zheng; The University of Queensland;Australia Nicholas Jing Yuan; Microsoft Research Asia; China … Program Committee MuhammadCheema; Monash University; Australia Reynold Cheng; The University of Hong Kong; HongKong Yunjun Gao; Zhejiang University; China Yoshiharu Ishikawa; Nagoya University; JapanHua Lu; Aalborg University; Denmark Jianzhong Qi; The University of Melbourne; Australia SimonasSaltenis; Aalborg University; Denmark Weiwei Sun; Fudan University; China Lu-An Tang; NECLab America; USA Xing Xie; Microsoft Research Asia; China Xike Xie; Aalborg University; DenmarkMan Lung Yiu; The Hong Kong Polytechnic University; Hong Kong Wenjie Zhang; Universityof New South Wales; Australia Ying Zhang; University of New South Wales; Australia,*,*,*
MDM 2014,Nitin Agrawal; Walid Aref; Nikolaos Armenatzoglou; Anas Basalamah; Claudio Bettini; Thomas Brinkhoff; Ying Cai; Dipanjan Chakraborty; Sriram Chellappan; Ming-Syan Chen; Chi-Yin Chow; Alfredo Cuzzocrea; Maria Luisa Damiani; Alex Delis; Thierry Delot; Ugur Demiryurek; Yunjun Gao; Michael Gertz; Ralf Hartmut Güting; Takahiro Hara; Khaled Harras; Yoshiharu Ishikawa; Vana Kalogeraki; Yutaka Kidawara; Kyoung-Sook Kim; Hiroyuki Kitagawa; Shonali Krishnaswamy; Peer Kröger; Lars Kulik; Mohan Kumar; Wang-Chien Lee; Wenjia Li; Seng Loke; Hua Lu; Chang-Tien Lu; Sanjay Madria; Sergio Mascetti,Nitin Agrawal; NEC Labs; USA Walid Aref; Purdue University; USA Nikolaos Armenatzoglou;Hong Kong University of Science and Technology; Hong Kong Anas Basalamah; Umm Al-QuraUniversity Makkah; Saudi Arabia Claudio Bettini; University of Milan; Italy Thomas Brinkhoff;Jade University Oldenburg; Germany Ying Cai; Iowa State University; USA DipanjanChakraborty; IBM Research Labs; India Sriram Chellappan; Missouri Univ. of Science &Technology; USA Ming-Syan Chen; National Taiwan University; Taiwan Chi-Yin Chow; City Universityof Hong Kong; Hong Kong Alfredo Cuzzocrea; ICAR-CNR and University of Calabria; Italy MariaLuisa Damiani; University of Milan; Italy Alex Delis; University of Athens; Greece ThierryDelot; INRIA Lille Nord Europe & Université de Valenciennes; France Ugur Demiryurek; Universityof Southern California; USA Yunjun Gao; Zhejiang University; China Michael Gertz …,*,*,*
2014 BigData Congress Technical Program Committee,Geoffrey Fox; Sergei Vassilvitskii; Fatma Ozcan; Suren Byna; Lavanya Ramakrishnan; Philip Carns; Andy Twigg; Florin Rusu; Xiaoyong Du; Zhanhuai Li; Weining Qian; Ge Yu; Jianhua Feng; Jian Yin; Kun Yue; Masaru Kitsuregawa; Yoshiharu Ishikawa; Jeffrey Yu; David Cheung; Xuemin Li; Xiaofang Zhou; Ee-Peng Lim; Hesham Hallal; Aziz Bouras; Srividya Kona; Maria Ebling; Gong Zhang; Rafael Accorsi; EBTIC Marcello Leida; UAE Irene Vanderfeesten; Lionel Brunie; Philippe Cudre-Maroux; Piero Fraternali; Gregorio Martinez; Rainer Stotzka; Hoang Tam Vo; Jarek Szlichta; Tilmann Rabl; Shiyong Lu,Du Li; Yahoo; USA Geoffrey Fox; Indiana University; USA Sergei Vassilvitskii; GoogleResearch; USA Poess Meikel; Oracle; USA Maja Vukovic; IBM TJ Research Center; USA YuanChi Chang; IBM TJ Research Center; USA Fatma Ozcan; IBM Almaden Research Center; USACharles (Chang-shing) Perng; IBM TJ Research Center; USA Suren Byna; Lawrence BerkeleyNational Laboratory; USA Lavanya Ramakrishnan; Lawrence Berkeley National Laboratory;USA Philip Carns; Argonne National Laboratory; USA Andy Twigg; Oxford University; UK FlorinRusu; University of California; Merced; USA Xiaoyong Du; Renmin University of China; ChinaZhanhuai Li; Northwestern Polytechnical University; China Weining Qian; East China NormalUniversity; China Ge Yu; Northeastern University; China Guoren Wang; Northeat University;China Jianhua Feng; Tsinghua University; China Jian Yin; Sun Yat-Sen University; China …,*,*,*
Jian Yang; CSIRO; Australia,Ben Briedis; Yi-Ping Phoebe Chen; Keith Duddy; David Edmond; Andrew Goodchild; Chandra Gulati; Yoshiharu Ishikawa; WK Yeap; Michael Lawley; Chengfei Liu; Stephen Milliner; Rawlence Mutenda; Tadashi Ohmori; Marian Orlowski; Arthur Ramer; John Shepherd; Takahiko Shintani; Jitian Xiao,*,*,*,*
External Referees,Toyokazu Akiyama; Tatsuya Akutsu; Masayoshi Aritsugi; Benjamin Bustos; Walter Castelnovo; Yabing Chen; Susumu Date; Wei Fan; Kazutoshi Fujikawa; Jack Fu; Kaname Harumoto; Bin He; Gisli Hjaltason; Dongdong Hu; Tianming Hu; Yan Huang; Arvind Hulgeri; Naoki Ishibashi; Yoshiharu Ishikawa; Min Hong Jian; Panos Kalnis; Junzo Kamahara; Ahmad Kayed; Dao Dinh Kha; Zoé Lacroix; Charley Li; Chengkai Li; Hanyu Li; Xue Li; Yingjiu Li; Yao Liu; Ying Liu; Daofeng Luo; Nikos Mamoulis; Maude Manouvrier; Marco Mesiti; George Mihaila; Jun Miyazaki; Kenichi Mori; Miyuki Nakano; Andrea Nucita; Makoto Onizuka; Torben Bach Pedersen; Alex Pongpech; Iko Pramudiono; Weining Qian; Jong-Won Roh; Shazia Sadiq; Qiongmao Shen; Ioana Stanoi; Changyi Su; Sam Sung; Takayuki Tamura; Yufei Tao; Tsutomu Terada; Hiroyuki Toh; Masashi Toyoda; Yong Shun Tzeng; Haixun Wang; Jin Wang; Xiaoyu Wang; Yu Wang; Markus Wawryniuk; Liang-Huai Yang; Naofumi Yoshida; Kei Yura; Jun Zhang; Zhen Zhang; Shuigeng Zhou,*,*,*,*
DMIEW 2009 Reviewers List,Matthew O Adigun; Eduard Babulak; Erik Buchmann; Hector Cancela; Stuart Cunningham; Alfredo Cuzzocrea; Dominique Dudkowski; Jinhua Guo; Susumu Ishihara; Yoshiharu Ishikawa; Dongwon Jeong; Nobuo Kawaguchi; Hideyuki Kawashima; Young-Kuk Kim; Anna T Lawniczak; Frode Eika Sandnes; Tarek Sheltami; Naoki Wakamiya; Tomoki Yoshihisa; Keiichi Yasumoto; Zhiwen Yu,• Matthew O. Adigun (University of Zululand; South Africa) • Eduard Babulak(FDU-Vancouver; Canada) • Erik Buchmann (Universitat Karlsruhe; Germany) • Hector Cancela(Universidad de la Republica; Uruguay) • Stuart Cunningham (University of Wales; UK) • AlfredoCuzzocrea (University of Calabria / National Research Council; Italy) • Dominique Dudkowski(NEC Europe Ltd.; Germany) • Jinhua Guo (University of Michigan - Dearborn; USA) • SusumuIshihara (Shizuoka University; Japan) • Yoshiharu Ishikawa (Nagoya University; Japan) • DongwonJeong (Kunsan National University; Korea) • Nobuo Kawaguchi (Nagoya University; Japan) •Hideyuki Kawashima (Keio University; Japan) • Young-Kuk Kim (Chungnam NationalUniversity; Korea) • Anna T. Lawniczak (University of Guelph; Canada) • Frode Eika Sandnes(Oslo University College; Norway) • Tarek Sheltami (King Fahd University of Petroleum …,*,*,*
iCCI-2012 Reviewers List,Eleana Asimakopoulou; Leonard Barolli; Nik Bessis; Valentin Cristea; Natalia Kryvinska; Florin Pop; Stelios Sotiriadis; Fatos Xhafa; Yoshiharu Ishikawa; Robin Doss; Jackie Rong; Hideyuki Kawashima; Daniel Versick; Hanh Le; Edmundo Chissungo; Guillermo Lopez Taboada; Roberto Rey Exposito; Kunal Agrawal; Erik Saule; Makoto Takizawa; Ralf Peters; Sebastian Koehler; Xinyi Huang; Wei Wu; Won Joo Lee; Shu-Ching Chen; Fausto Fleites; Schahram Dustdar; Martin Treiber; Ernesto Damiani; Yimin Yang; Yong Lee; Taeshik Shon; Eui-Jik Kim; Jaeik Cho; Sabine Richling; Damian Alvarez Mallon; Yinfeng Wang; Cho-Chin Lin; Thilo Kielmann; Fumio Teraoka; Wenbin Jiang; Fabrice Valois; Aleksander Dikanski; Hideyuki Takahashi; Antonia Martinez Carreras; Zivkovic Miroslav; Heiko Paulheim; Won Wo Ro; Alina Dia Miron; Nikolay N Mirenkov; Wallapak Tavanapong; Yuka Kato; Jangsung Kim; Vishal Kher; Peng Wang; Lam-Son Le; Stefan Seedorf; Rene Borner; Shintaro Imai; Stefan Sackmann; Jianfeng Zhan; Magdalena Slawinska; Zizhong Chen,Eleana Asimakopoulou Leonard Barolli Nik Bessis Valentin Cristea Natalia Kryvinska FlorinPop Stelios Sotiriadis Fatos Xhafa Yoshiharu Ishikawa Robin Doss Jackie Rong Hideyuki KawashimaDaniel Versick Hanh Le Edmundo Chissungo Guillermo Lopez Taboada Roberto Rey ExpositoKunal Agrawal Erik Saule Makoto Takizawa Ralf Peters Sebastian Koehler Xinyi Huang WeiWu Won Joo Lee Shu-Ching Chen Fausto Fleites Schahram Dustdar Martin Treiber ErnestoDamiani Shu-Ching Chen Yimin Yang Yong Lee Taeshik Shon … Eui-Jik Kim Jaeik Cho SabineRichling Damian Alvarez Mallon Yinfeng Wang Cho-Chin Lin Thilo Kielmann Fumio TeraokaWenbin Jiang Fabrice Valois Aleksander Dikanski Hideyuki Takahashi Antonia Martinez CarrerasZivkovic Miroslav Heiko Paulheim Won Wo Ro Alina Dia Miron Nikolay N. Mirenkov WallapakTavanapong Yuka Kato Daniel Versick Jangsung Kim Vishal Kher Peng Wang Lam-Son …,*,*,*
