Structural joins: A primitive for efficient XML query pattern matching,Shurug Al-Khalifa; HV Jagadish; Nick Koudas; Jignesh M Patel; Divesh Srivastava; Yuqing Wu,XML queries typically specify patterns of selection predicates on multiple elements that havesome specified tree structured relationships. The primitive tree structured relationships areparent-child and ancestor-descendant; and finding all occurrences of these relationships inan XML database is a core operation for XML query processing. We develop two families ofstructural join algorithms for this task: tree-merge and stack-tree. The tree-merge algorithmsare a natural extension of traditional merge joins and the multi-predicate merge joins; whilethe stack-tree algorithms have no counterpart in traditional relational join processing. Wepresent experimental results on a range of data and queries using the TIMBER native XMLquery engine built on top of SHORE. We show that while; in some cases; tree-mergealgorithms can have performance comparable to stack-tree algorithms; in many cases …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,1206
The Michigan Benchmark: A Micro-Benchmark for XML Query Performance Diagnostics,Jignesh M Patel; HV Jagadish,With the increasing popularity of the eXtensible Markup Language (XML) as arepresentation format for a wide variety of data; and it is clear that large repositories of XMLdata sets will soon emerge. The effective management of XML in a database thus becomesa pressing issue. Several methods for managing XML databases have emerged; rangingfrom retrofitting commercial RDBMSs to building native XML database systems. There hasnaturally been an interest in benchmarking the performance of these systems; and a numberof benchmarks have been proposed [4; 10; 12]. The focus of currently proposed benchmarksis to assess the performance of a given XML database in performing a variety ofrepresentative tasks. Such benchmarks are valuable to potential users of a database systemin providing an indication of the performance that the user can expect on their specific …,XML Data Management: Native XML and XML-Enable Database systems,2003,1
Quickstep: A Data Platform Based on the Scaling-In Approach,Jignesh M Patel; Harshad Deshmukh; Jianqiao Zhu; Hakan Memisoglu; Navneet Potti; Saket Saurabh; Marc Spehlmann; Zuyu Zhang,Abstract Modern servers pack enough storage and computing power that just a decade agowas spread across a modestsized cluster. This paper presents a prototype system; calledQuickstep; to exploit the large amount of parallelism that is packed inside such modernservers. Quickstep builds on a vast body of previous work on methods for organizing data;optimizing; scheduling and executing queries; and brings them together in a single system.Quickstep also includes new query processing methods that go beyond previousapproaches. To keep the project focused; the project's initial target is read-mostly in-memorydata warehousing workloads in single-node settings. In this paper; we describe the designand implementation of Quickstep for this target application space. In this paper; we alsopresent experimental results comparing the performance of Quickstep to a number of …,Growth,*,1
Design and Evaluation of Storage Organizations for Read-Optimized Main Memory Databases (Supplementary Material),Craig Chasseur; Jignesh M Patel,ABSTRACT This document is a supplement to the authors' paper Design and Evaluation ofStorage Organizations for Read-Optimized Main Memory Databases [4]. It containsadditional experimental results which demonstrate the interaction between join processingand storage organization.,*,*,1
Does Native Language Play a Role in Learning a Programming Language?,Adalbert Gerald Soosai Raj; Kasama Ketsuriyonk; Jignesh M Patel; Richard Halverson,Abstract Computer Science (CS) is taught in India; using English as the medium ofinstruction; to students whose native language is not English. This places a high cognitiveload on students who learn programming for the first time and who are not very proficient inEnglish. The problems these students face become even harder since learning to programcan be an incredibly difficult task. Our study aims to find out if a student's native languagehas any effect on the student's ability to learn programming. We taught linked list; a basicconcept in CS; to two groups of undergraduate students for a week in Tamil Nadu; India. Weused English to teach one group of students and English and Tamil (the native language inTamil Nadu) to teach the other group. Our intervention consisted of three lectures and onelive-coding session. We collected quantitative and qualitative data using technical tests …,Proceedings of the 49th ACM Technical Symposium on Computer Science Education,2018,*
How to teach modern C++ to someone who already knows programming?,Adalbert Gerald Soosai Raj; Varun Naik; Jignesh M Patel; Richard Halverson,Abstract The C++ programming language has undergone major changes since theintroduction of C++ 11.'Modern C++;'defined here as C++ 11 and beyond; can be viewed asa new language compared to C++ 98 (the version of C++ introduced in 1998). Many newfeatures have been added to modern C++; including lambda expressions and automatictype deduction. The standard library has also been dramatically updated with constructssuch as std:: unordered_set and smart pointers. The traditional way of teaching C++ by firstteaching C's low-level features; such as raw pointers and char* strings; is potentiallyineffective when teaching modern C++. Based on this hypothesis; we updated the way inwhich we teach C++ at UW-Madison by teaching the most important high-level features(containers; iterators; and algorithms) first; and introducing the low-level features (raw …,Proceedings of the 20th Australasian Computing Education Conference,2018,*
Database system with highly denormalized database structure,*,Abstract A database system converts a multi-table relational database into a wide tableincorporating all of the information of the relational database tables and converts queries forthe relational database system into a form applicable to the wide table. Dictionarycompression and/or columnar store allow faster query processing despite a substantiallylarger size of the wide table.,*,2018,*
Automatic recovery of application cache warmth,*,The automated recovery of the warmth of cache of an application that has been subject to arunning state change that degraded the warmth of the cache. To prepare for a loss inwarmth; the cache portion identifiers are captured; and corresponding cache portions arestored in an external store. Thereafter; the application experiences changes in state. In orderto warm the application cache more quickly; cache portions identified by the captured cacheportion identifiers are retrieved from the external data store and placed in the applicationcache.,*,2017,*
Does Kinesio taping correct exaggerated dynamic knee valgus? A randomized double blinded sham-controlled trial,Sannasi Rajasekar; Ajay Kumar; Jignesh Patel; Muthukrishnan Ramprasad; Asir John Samuel,Abstract Background Deficiency in hip girdle neuromuscular control can cause exaggeratedDynamic Knee Valgus (DKV) which afflicts the knee joint and lead to knee injuries especiallyACL injury in sports. Though Kinesio taping (KT) is known to improve function; stability andproprioception; the evidence is inconclusive on its effectiveness in athletes. Wehypothesized that kinesio taping could enhance neuromuscular control of the hip girdlethere by causing a reduction in DKV. Aim/Objective To determine whether KT on Gluteusmedius can correct exaggerated dynamic knee valgus and improves hip abductor strengthwhen compared to sham KT. Method 40 collegiate level athletes; aged between 18 and 28years; of both genders with presence of dynamic knee valgus (> 8° for men and> 13° forwomen) were recruited in the study. Athletes were excluded if they had history of lower …,Journal of Bodywork and Movement Therapies,2017,*
Application cache replication to secondary application (s),*,Replicating a primary application cache that serves a primary application on one networknode into a secondary application cache that serves a secondary application on a secondnetwork node. Cache portions that are within the primary application cache are identified;and then identifiers (but not the cache portions) are transferred to the second network node.Once these identifiers are received; the cache portions that they identify may then beretrieved into the secondary application caches. This process may be repeatedly performedsuch that the secondary application cache moves towards the same state as the primaryapplication cache though the state of the primary application cache also changes as theprimary application operates by receiving read and write requests.,*,2017,*
External data access with split index,*,A split-index can be employed for access to external data. The index can be created on aprimary data storage system for data stored externally on a secondary data storage system.After creation; the index can be utilized to expedite at least query execution over theexternally stored data. The index can be updated upon detection of changes to data. Further;even when the index is not completely up to date; the index can be exploited for queryexecution. Furthermore; hybrid execution is enabled with the index and without the index.,*,2017,*
ROSA: R Optimizations with Static Analysis,Rathijit Sen; Jianqiao Zhu; Jignesh M Patel; Somesh Jha,Abstract: R is a popular language and programming environment for data scientists. It isincreasingly co-packaged with both relational and Hadoop-based data platforms and canoften be the most dominant computational component in data analytics pipelines. Recentwork has highlighted inefficiencies in executing R programs; both in terms of execution timeand memory requirements; which in practice limit the size of data that can be analyzed by R.This paper presents ROSA; a static analysis framework to improve the performance andspace efficiency of R programs. ROSA analyzes input programs to determine programproperties such as reaching definitions; live variables; aliased variables; and types ofvariables. These inferred properties enable program transformations such as C++ codetranslation; strength reduction; vectorization; code motion; in addition to interpretive …,arXiv preprint arXiv:1704.02996,2017,*
Determining data locality in a distributed system using aggregation of locality summaries,*,This specification describes methods; systems; and computer program products formaintaining data representing where each data block of multiple data blocks are storedamong multiple computing nodes. Each computing node generates a respective localitysummary based on locally stored data blocks; and submits the locality summary to acontrolling computing node.,*,2017,*
Development of electronics and data acquisition system for independent calibration of electron cyclotron emission radiometer,Praveena Kumari; Vismaysinh Raulji; Hitesh Mandaliya; Jignesh Patel; Varsha Siju; SK Pathak; Rachana Rajpal; R Jha,Abstract Signal conditioning units (SCU) along with Multichannel Data acquisition system(DAS) are developed and installed for automatization and frequent requirement of absolutecalibration of ECE radiometer system. The DAS is an indigenously developed economicalsystem which is based on Single Board Computer (SBC). The onboard RAM memory of 64 Kfor each channel enables the DAS for simultaneous and continuous acquisition. A Labviewbased graphical user interface provides commands locally or remotely to acquire; process;plot and finally save the data in binary format. The microscopic signals received fromradiometer are strengthened; filtered by SCU and acquired through DAS for the set time andat set sampling frequency. Stored data are processed and analyzed offline with Labviewutility. The calibration process has been performed for two hours continuously at different …,Fusion Engineering and Design,2016,*
A multidisciplinary team approach to efficient breast cancer diagnosis.,Mary E Cianfrocca; Melissa Shelby; Shefali Birdi; Stephanie Costa Byrum; Julie Annie Yee Billar; Kevin McCabe; Jignesh Patel; Vilert A Loving,88 Background: System inefficiencies result in delayed breast cancer diagnoses.Inefficiencies include any non-value added steps between symptom onset/imagingabnormality to cancer diagnosis and treatment. Diagnostic delays can lead to moreadvanced disease and may negatively impact survival. Further; optimizing the efficiency ofdiagnostic evaluation models can reduce barriers to care and improve patient satisfaction.To achieve these efficiency goals; Banner MD Anderson Cancer Center (BMDACC)instituted the Undiagnosed Breast Clinic (UBC). The UBC expedites patient evaluationthrough a multidisciplinary diagnostic team of internists; surgeons; pathologists andradiologists. Patients with an abnormality on physical exam or imaging are promptlyevaluated by the UBC team and any necessary diagnostic tests are performed. If …,*,2016,*
International Journal of Recent Scientific Research,Krishna Kumar; Prashant Mishra; Pranjali Dutt,ABSTRACT The present study is an attempt to find out the prevalence of anxiety; disruptivebehaviour and self absorbed problems of children with moderate intellectual disability (IQ:35-55). Sample comprised of 37 children randomly selected from 3 special schools formentally retarded children in Pondicherry.(Mean 11.5 years). Tools used were Binet Kamattest of intelligence (BKT) Vineland social maturity scale (VSMS) and Developmentalbehaviour checklist teacher version (DBC–T) Results reveal that gender difference wassignificant in influencing the anxiety and self absorbed problems of children with moderateintellectual disability; whereas age and area differences were not significant.,*,2015,*
Rethinking Benchmarking for Data,Jignesh M Patel,Benchmarking has been critical in making progress in the field of data; as it has provided a crucialmechanism to accelerate the progress in the data community. Early benchmarks have been responsiblefor spurring innovation and serving as a quantitative way to get past marketing salvos. Primeexamples of this observation are the Anon et al. benchmark and the Wisconsin benchmark thatspurred rapid advances in database transaction and analytic query processing. These dual technologiesare now crucial to running our “digital planet 1 ” today … However; data benchmarking haschanged considerably over the past four decades. In the early days; pioneers like Jim Gray andDavid DeWitt; were crucial in creating benchmarks that were genuinely designed to move thecommunity forward. Back then the data industry was in its “Wild West” days. A few good-meaningcowboys is all that it took to set the industry in the right direction … Sadly; those halcyon …,Technology Conference on Performance Evaluation and Benchmarking,2015,*
From Data to Insights@ Bare Metal Speed,Jignesh M Patel,Abstract Data analytics platforms today largely employ data processing kernels (egimplementation of selection and join operator algorithms) that were developed for a nowbygone hardware era. Hardware has made fundamental shifts in recent years; driven by theneed to consider energy as a first-class design parameter. Consequently; across theprocessor-IO hierarchy; the hardware paradigm today looks very different than it did just afew years ago. I argue that because of this shift; we are now building a'deficit'between thepace at which the hardware is evolving and the pace that is demanded of data processingkernels to keep up with the growth of big data. This deficit is unsustainable in the long run.One way to'pay off'this deficit is to have hardware and software co-evolve to exploit the fullpotential of the hardware. I will provide some examples of recent work from our Wisconsin …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,*
Measurement and sweep-biasing circuit for langmuir probe diagnostic in SYMPLE,Pramila Gautam; Jignesh Patel; Rachana Rajpal; Chandresh Hanasalia; VP Anitha; Krishnamachari Sathyanarayana; Ratneshwar Jha,A device named SYMPLE is being developed at IPR to study high power microwave-plasmainteraction physics. The plasma that enables the proposed investigation needs to satisfycertain criteria in terms of its density ((1-10) X 10 18/m 3); uniform axial (∼ 1 m) and radial(∼ 10 cm) extends and a sharp gradient; with scale length of the order of the wavelength ofthe microwave; in the microwave-plasma interaction regime. In order to identify the rightparametric regime where the plasma meets with the required pre-requisites conditions;Langmuir Probe based measurements need to be routinely carried out to measure variousplasma parameters such as the electron density (ne); the electron temperature (T e); thefloating potential (V f); and the plasma potential (V p). The Langmuir Probe diagnosticselectronics along with biasing power supplies is installed in standard industrial racks with …,*,2015,*
Database query processing with reduce function configuration,*,A distributed system that includes multiple database compute nodes; each operating adatabase. A control node provides a database interface that offers a view on a singledatabase using parallel interaction with the multiple compute nodes. The control node helpsperform a map reduce operation using some or all of the compute nodes in response toreceiving a database query having an associated function that is identified as a reducefunction. The control node evaluates the target data of the database query to identify one ormore properties of the content of the target data. The reduce function is then configuredbased on these identified properties.,*,2014,*
Adapting Hash Joins For Modern Processors,Daniel Fabbri; Jignesh Patel; Thomas F Wenisch,ABSTRACT Hash join algorithms are crucial to the performance of modern databasesystems. Conventional hash joins exhibit poor memory system performance on modernprocessors because their key data structure; the bucket-chain hash table; is ill-suited for theperformance characteristics of out-of-order processors with large cache hierarchies.Whereas prior research has considered a variety of optimizations to reduce join latency;these studies fall short of asking whether the bucket-chain hash table is the right datastructure for modern systems. We propose a set of mechanisms that redesign the hash tableto better fit modern CPU architectures for primarykey/foreign-key hash joins. First; wepresent the collision cache; a data structure that densely packs hash join elements into anL1 cache line. Second; we examine the performance of the collision cache in partitioned …,University of Michigan. Accessed April,2014,*
VIRCATOR based on repetitive pulsed power generator,Rajesh Kumar; Jignesh Patel; Saurabh Kumar; A Shyam,A repetitive compact Tesla transformer and plasma-opening switch (POS) based VIRCATORsystem has been developed. This whole system generates electrical powers well in excessof 20 GW in a single shot and can be operated up-to 10 Hz. This electrical power isconverted into the microwave by using VIRCATOR with the efficiency around one percent.Plasma opening switch is being used as repetitive opening switch for enhancing the feedingvoltage to the axial VIRCATOR. Two power supplies 40 kV; 750 mA and 10 Hz are beingused for charging capacitors of Tesla and plasma guns of POS.,Pulsed Power Conference (PPC); 2013 19th IEEE,2013,*
Survey of School Psychologists' Actual and Preferred Roles; and Job Satisfaction in Wisconsin,Krystle A Kaifesh,*,*,2013,*
Comprehensive evaluation of PEGylated gold nanorods for two photon photoluminescence image guided radiation therapy enhancement,Rajiv Kumar; Janki Patel; Houari Korideck; Ross I Berbeco; Mike G Makrigiorgos; Srinivas Sridhar,Nanoparticle formulations of gold have shown a tremendous potential in various biomedicalapplications. The use of high atomic number (Z) materials presents an attractive approach inenhancing the therapeutic efficacy of the radiation therapy. The high Z number for gold (Z=79) makes them an ideal candidate for radiosensitization enhancement. The ability of theanisotropic gold nanorods to sustain the resonating surface plasmon with minimal dampingresults in highly efficient two-photon induced photoluminescence imaging. Here we presentthe synthesis and in vitro characterization of PEGylated gold nanorods as efficientradiosensitizing agents which can be imaged using inherent two-photon photoluminescencewithout a conjugated fluorophore. We have synthesized gold nanorods with an aspect ratioof 2.5 and functionalized the surface with different ratios of methoxy and amine PEG for …,*,2012,*
Algorithms for Deep Packet Inspection,Jignesh Patel,Deep Packet Inspection (DPI) is the core component of many networking devices on theInternet such as Network Intrusion Detection (or Prevention) Systems (NIDS/NIPS); rewalls;and layer 7 switches. In DPI; in addition to examining the packet headers; the entire contentsof each packet is compared against a set of signatures to check if any signature is found inthe packet or not. For instance; for security applications; each individual virus or attack threatis represented using one signature. The payload of each packet passing through thenetwork device is compared against the set of signatures; and a match indicates thecorresponding threat is found. Necessary action to neutralize the threat can then be taken.Application level signature analysis is also used for providing advanced QoS mechanisms;detecting peer-to-peer tra c; and in general application 1,*,2012,*
Special issue: best papers of VLDB 2009,Serge Abiteboul; Volker Markl; Tova Milo; Jignesh Patel,This issue contains journal versions of the six best papers accepted by the programcommittees of the Core Database Technology Track and the Infrastructure for InformationSystems Track. As usual for VLDB; the breadth of the papers mirrors the breadth of the VLDBConference; exemplifies the broad applicability of ideas from database systems; and is ashowcase for the activity of the field. All papers have been significantly revised; improved;and extended beyond their initial version that appeared at VLDB 2009 and went throughrounds of reviewing. We would like to thank the reviewers of these extended versions fortheir valuable comments. The paper “Preference Elicitation in Prioritized Skyline Queries”;by Denis Mindolin and Jan Chomicki; considers the evaluation of an important class ofpreference queries; called p-skyline. P-skyline queries generalize the standard notion of …,The VLDB Journal,2011,*
Proceedings of the VLDB Endowment Volume 2 Issue 2,Serge Abiteboul; Tova Milo; Jignesh Patel; Philippe Rigaux,*,*,2009,*
Query Languages and Evaluation Techniques for Biological Sequence Data,Sandeep Tata; Jignesh M Patel,In general; the term Quadtree refers to a class of representations of geometric entities (suchas points; line segments; polygons; regions) in a space of two (or more) dimensions; thatrecursively decompose the space containing these entities into blocks until the data in eachblock satisfy some condition (with respect; for example; to the block size; the number of blockentities; the characteristics of the block entities; etc.). In a more restricted sense; the termQuadtree (Octree) refers to a tree data-structure in which each internal node has four (eight)children and is used for the representation of geometric entities in a two (three) dimensionalspace. The root of the tree represents the whole space/region. Each child of a noderepresents a subregion of the subregion of its parent. The subregions of the siblingsconstitute a partition of the parent's regions. Several variations of quadtrees are possible …,*,2009,*
BatchGenAna: a batch platform for large-scale genomic analysis of mammalian small RNAs,Xiaomin Ying; You Jung Kim; Yiqing Mao; Ming Liu; Yanyan Hou; Hua Li; Xiaolei Wang; Yalin Zhao; Dongsheng Zhao; Jignesh M Patel; Wuju Li,Abstract An increasing number of small RNAs have been discovered in mammals. However;their primary transcripts and upstream regulatory networks remain largely to be determined.Genomic analysis of small RNAs facilitates identification of their primary transcripts; andhence contributes to researches of their upstream regulatory networks. We here report abatch platform; BatchGenAna; which is specifically designed for large-scale genomicanalysis of mammalian small RNAs. It can map and annotate for as many as 1000 smallRNAs or 10;000 genomic loci of small RNAs at a time. It provides genomic features includingRefSeq genes; mRNAs; ESTs and repeat elements in tabular and graphical results. It alsoallows extracting flanking sequences of submitted queries; specified genomic regions andhost transcripts; which facilitates subsequent analysis such as scanning transcription …,Bioinformation,2009,*
CASMIL: a comprehensive software/toolkit for image-guided neurosurgeries This research was supported in part by a research grant from Michigan Life Sciences C...,Gulsheen Kaur; Jun Tan; Mohammed Alam; Vipin Chaudhary; Dingguo Chen; Ming Dong; Hazem Eltahawy; Farshad Fotouhi; Christopher Gammage; Jason Gong; William Grosky; Murali Guthikonda; Jingwen Hu; Devkanak Jeyaraj; Xin Jin; Albert King; Joseph Landman; Jong Lee; Qing Hang Li; Hanping Lufei; Michael Morse; Jignesh Patel; Ishwar Sethi; Weisong Shi; King Yang; Zhiming Zhang,Background CASMIL aims to develop a cost-effective and efficient approach to monitor andpredict deformation during surgery; allowing accurate; and real-time intra-operativeinformation to be provided reliably to the surgeon. Method CASMIL is a comprehensiveImage-guided Neurosurgery System with extensive novel features. It is an integration ofvarious modules including rigid and non-rigid body co-registration (image-image; image-atlas; and image-patient); automated 3D segmentation; brain shift predictor; knowledgebased query tools; intelligent planning; and augmented reality. One of the vital and uniquemodules is the Intelligent Planning module; which displays the best surgical corridor on thecomputer screen based on tumor location; captured surgeon knowledge; and predictedbrain shift using patient specific Finite Element Model. Also; it has multi-level parallel …,*,2006,*
Practical methods for constructing suffix trees,Richard A Hankins; Sandeep Tata; Jignesh M Patel; Yuanyuan Tian,Sequence datasets are ubiquitous in modern life-science applications; and queryingsequences is a common and critical operation in many of these applications. The suffix treeis a versatile data structure that can be used to evaluate a wide variety of queries onsequence datasets; including evaluating exact and approximate string matches; and findingrepeat patterns. However; methods for constructing suffix trees are often very time-consuming; especially for suffix trees that are large and do not fit in the available mainmemory. Even when the suffix tree fits in memory; it turns out that the processor cachebehavior of theoretically optimal suffix tree construction methods is poor; resulting in poorperformance. Currently; there are a large number of algorithms for constructing suffix trees;but the practical tradeoffs in using these algorithms for different scenarios are not well …,*,2005,*
Storing and Querying XML Documents Without Using Schema Information,Kanda Runapongsa; Jignesh M Patel,Abstract As the popularity of eXtensible Markup Language (XML) continues to increase at anastonishing pace; data management systems for storing and querying large repositories ofXML data are urgently needed. In this paper; we investigate using a Relational DatabaseManagement System (RDBMS) for storing and querying XML data. We present a mappingscheme; called PAID; for mapping XML documents to relations in an RDBMS. Compared topreviously proposed mapping schemes; we demonstrate that the PAID mapping schemeresults in less response times by up to several orders of magnitude. The primary reason forthis performance improvement is that PAID includes information that the database can use toevaluate both direct and indirect containment queries efficiently.,The Second National Conference on Electronic Business,2003,*
Introduction to special issue with best papers from EDBT 2002,Christian S Jensen,*,*,2003,*
Efficiency and Effectiveness of XML Tools and Techniques (EEXTT)-Benchmarking XML-The Michigan Benchmark: A Microbenchmark for XML Query Processing Sy...,Kanda Runapongsa; Jignesh M Patel; HV Jagadish; Shurug Al-Khalifa,*,Lecture Notes in Computer Science,2003,*
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Akhilesh Chandra; Thomas Calderon,Information systems (IS) are quickly emerging as critical resources to be leveraged fororganizational productivity in many business; social; and economic enterprises. Theexplosive growth in information technology (IT) can be broadly attributed to the emergingnovel linkages of IS/IT with several base disciplines; extending the reach of IS/IT toapplication domains never previously considered.In this article; we focus on certainimportant and promising IS/IT frontiers identified from the perspectives of academia; industry;and federal research funding agencies. Our objective is to focus the collective awareness ofthe IS community and those in related disciplines on some of the frontier developments inIS/IT with a vision of the road ahead and point to challenges and opportunities [1].,Communications of the ACM,2000,*
Clone Join and Shadow Join: TWO Parallel Algorithms for Executing Spatial Join Operatiuns Jignesh Patel David DeWitt Technical Report# 1399,Jignesh Patel,Abstract With the growing popularity of spatial applications; there has been a signiﬁcantincrease in the use of database systems for storing and querying spatial data. Spatial data isnow readily available from a variety of sources including government mapping agencies;commercial sources; satellite images; and simulation outputs. As this trend continues;applications continue to execute increasingly complex queries on large and larger volumesof spatial data. As can be expected; these complex spatial queries frequently involve joiningtwo data sets based on some spatial relationship between objects in the two data sets. Thisoperation is called a spatial join; and like its relational counterpart; is an expensiveoperation. Consequently; spatial database systems must employ efficient spatial joinalgorithms. In the past; many algorithms have been proposed for evaluating a spatial join …,*,1999,*
Building a Scalable Geo-Spatial DBMS: Technology; Implementation; and Evaluation,Jignesh Patel Jiebing; Jignesh Patel; Jiebing Yu; Navin Kabra; Kristin Tufte; Biswadeep Nag; Josef Burger; Nancy Hall; Karthikeyan Ramasamy; Roger Lueder; Curt Ellmann; Jim Kupsch; Shelly Guo; Johan Larson; David Dewitt; Jeffrey Naughton,Abstract This paper presents a number of new techniques for parallelizing geo-spatialdatabase systems and discusses their implementation in the Paradise object-relationaldatabase system. The effectiveness of these techniques is demonstrated using a variety ofcomplex geo-spatial queries over a 120 GB global geo-spatial data set. 1. Introduction andMotivation The past ten years have seen a great deal of research devoted to extendingrelational database systems to handle geo-spatial workloads; in fact; handling theseworkloads has been one of the driving forces for object-relational database technology.While researchers have always acknowledged the existence of very large data sets in thegeo-spatial domain; the vast majority of research to date has focused on language issues oruniprocessor query evaluation and indexing techniques. This is unfortunate; since the …,In Proceedings of the ACM SIGMOD Conference,1997,*
A survey of Midwest employee recreation programs conducted outdoors,Kevin A Falkenberg,*,*,1986,*
Survey of the attitudes of superintendents; school board presidents; and principals toward health education by school district size,Janice Lee Thornberg,*,*,1979,*
A survey of parental attitudes concerning the acceptance of death education in the curriculum at Cashton High School; Cashton; Wisconsin,Gary Hanson,*,*,1978,*
A Survey of Practicing Pharmacists in Wisconsin,David Stewart Forbes,*,*,1971,*
A survey of student lighting conditions at the University of Wisconsin,William Francis Cormack,*,*,1939,*
The clinical significance of high T waves in the electrocardiogram,Lester Paul Brillman,*,*,1938,*
A Clinical Survey of Cord Bladder,Henry Adolph Anderson,*,*,1937,*
LaTiCE 2017,Adalbert Gerald Soosai Raj; Kasama Ketsuriyonk; Jignesh M Patel; Richard Halverson,What Do Students Feel about Learning Programming Using Both English and Their NativeLanguage? ..................................................................................................................1 Adalbert GeraldSoosai Raj; Kasama Ketsuriyonk; Jignesh M. Patel; and Richard Halverson … Session 2: OnlineTools for Thinking and Assessment … Students' Types of Argumentative Knowledge ConstructionProcess in Social Collaborative Learning Environment ........................................................................................9 Siti Nur Khadijah Aishah Ibrahim and Jamalludin Harun … The Effect ofScenario-Epistemic Game on Higher Order Thinking Skills among High School Chemistry Studentsin Malaysia ...........................................................................16 Kho Pui Wun and Jamalludin Harun… A Perspective from Vietnamese Students on Teaching of Soft Skills ..................................................23 Huu-Phuc Vo; Anders Berglund; and Mats Daniels,*,*,*
What Do Students Feel About Learning Programming Using Both English And Their Native,Adalbert Gerald Soosai Raj; Kasama Ketsuriyonk; Jignesh M Patel; Richard Halverson,Abstract—Programming is taught in India using English as the medium of instruction tostudents whose native language is not English. This places a high cognitive load onstudents who learn programming for the first time and who are not very proficient in English.Our study aims at finding out what the students feel if their native language is used alongwith English for teaching programming. As a part of our study; we taught linked list; a basicconcept in programming; to two groups of undergraduate students for a week in Tamil Nadu;India. We used English to teach one group of students and English and Tamil (the nativelanguage in Tamil Nadu) to teach the other group. Our intervention consisted of 3 lecturesand 1 live-coding session. We collected qualitative data by means of an openendedfeedback from the students. The analysis of this feedback shows that students have …,*,*,*
Adaptive Concurrent Query Execution Framework for an Analytical In-Memory Database System-Supplemental Material,Harshad Deshmukh; Hakan Memisoglu; Jignesh M Patel,Work done for executing a query in Quickstep is split into multiple work orders. A work order containsall the information that is needed to process tuples in a given data block. A work order encapsulatesthe relational operator that is being applied; the relevant input relation(s); location of the inputdata block; any predicate(s) to be applied on the tuples in the input block; and descriptors toother run-time structures (such as hash tables). Consider the following full table scan query toillustrate the work order concept … SELECT name FROM Employee WHERE city='SanDiego' … The plan for this query has a simple selection operator. For the selection operator;the number of work orders is same as the number of input blocks in the Employee table. Eachselection work order contains the following information … • Relation: Employee; attribute: name• Predicate: city='San Diego' • The unique ID of an input block from the Employee table …,*,*,*
Molecular Re-Classification of renal disease through approximate graph matching; clustering and pattern mining.,Ramakrishna Varadarajan; Felix Eichinger; Jignesh Patel; Matthias Kretzler,Classification of patients with a chronic disease course; such as kidney diseases; usesmainly descriptive disease definitions. To develop molecular based disease stratification; weaimed to define patient subgroups by conserved transcriptional networks. Defining similarityof patients on a regulatory network level; rather than on an individual gene level; might yieldmore robust indicators of function. Network nodes for each patient were derived fromAffymetrix microarrays of kidney biopsies compared to healthy controls. Subsequently;relations between the nodes were established by natural language processing of PubMedabstracts and automated promoter analysis for transcription factor binding sites. Theresulting networks are typically noisy or incomplete in nature; therefore network similaritiesare determined through an approximate graph-matching tool; allowing a degree of …,*,*,*
Data Engineering,Hongchan Roh; Sanghyun Park; Mincheol Shin; Sang-Won Lee; Yulei Fan; Wenyu Lai; Xiaofeng Meng; Kwanghyun Park; Yang-Suk Kee; Jignesh M Patel; Jaeyoung Do; Chanik Park; David J DeWitt; Woon-Hak Kang; Bongki Moon; Gi-Hwan Oh; Changwoo Min,Bulletin of the Technical Committee on Data Engineering June 2014 Vol. 37 No. 2 IEEE ComputerSociety Letters Letter from the Editor-in-Chief...................................................... David Lomet 1 Letterfrom the Special Issue Editor................................................ Per-Ake Larson 2 Special Issue on AdaptingDatabase Systems to Flash Storage Search: Multi-Path Search for Tree-based Indexes to ExploitInternal Parallelism of Flash SSDs … Editorial Board Editor-in-Chief DavidB. Lomet Microsoft Research One Microsoft Way Redmond; WA 98052; USA lomet@microsoft. com Associate Editors Juliana Freire Polytechnic Institute of New York University 2MetroTech Center; 10th floor Brooklyn NY 11201-3840 Paul Larson Microsoft Research OneMicrosoft Way Redmond; WA 98052 Sharad Mehrotra Department of Computer Science Universityof California; Irvine Irvine; CA 92697 S. Sudarshan Computer Science and Engineering …,*,*,*
LECTURE SERIES,Jignesh Patel,Jignesh Patel is a Professor in Computer Sciences at the University of Wisconsin-Madison;which is where he also got his PhD. He has worked in the area of databases (now called“big data”) for over two decades. He is the recipient of an NSF Career Award; and multipleGoogle; IBM; Microsoft; and Oracle faculty awards. His papers have been selected as the“best papers in the conference” at VLDB (2012); SIGMOD (2011); and ICDE (2010; 2011).He also has a strong interest in seeing research ideas transition to actual products. Histhesis work was commercialized via an acquisition by NCR/Teradata. He also co-foundedLocomatix; a startup that built a platform to power real-time data-driven mobile services.Locomatix became part of Twitter in 2013. Jignesh is also an ACM Distinguished Scientist.He blogs at bigfastdata. blogspot. com.,*,*,*
2008 IEEE 24th International Conference on Data Engineering (ICDE'08),G Koloniari; E Pitoura,The use of atomic commit protocols in mobile ad-hoc networks involves difficulties in settingup reasonable time-outs for aborting a pending distributed transaction. This paper presentsthe non-blocking adjourn state; a concurrency control modification which makes time-outs inan atomic commit protocol for aborting a transaction unnecessary. Further; it enhancesconcurrency among transactions performing...,*,*,*
