Chord: a scalable peer-to-peer lookup protocol for internet applications,Ion Stoica; Robert Morris; David Liben-Nowell; David R Karger; M Frans Kaashoek; Frank Dabek; Hari Balakrishnan,Abstract A fundamental problem that confronts peer-to-peer applications is the efficientlocation of the node that stores a desired data item. This paper presents Chord; a distributedlookup protocol that addresses this problem. Chord provides support for just one operation:given a key; it maps the key onto a node. Data location can be easily implemented on top ofChord by associating a key with each data item; and storing the key/data pair at the node towhich the key maps. Chord adapts efficiently as nodes join and leave the system; and cananswer queries even if the system is continuously changing. Results from theoreticalanalysis and simulations show that Chord is scalable: Communication cost and the statemaintained by each node scale logarithmically with the number of Chord nodes.,IEEE/ACM Transactions on Networking (TON),2003,16851
Parallel Data Analysis (Dagstuhl Seminar 13251),Artur Andrzejak; Joachim Giesen; Raghu Ramakrishnan; Ion Stoica,Abstract This report documents the program and the outcomes of Dagstuhl Seminar 13251"Parallel Data Analysis" which was held in Schloss Dagstuhl-Leibniz Center for Informaticsfrom June 16th 2013 to June 21st 2013. During the seminar; participants presented theircurrent research and ongoing work; and open problems were discussed. The first part of thisdocument describes seminar goals and topics; while the remainder gives an overview of thecontents discussed during this event. Abstracts of a subset of the presentations given duringthe seminar are put together in this paper. Links to extended abstracts or full papers areprovided; if available.,Dagstuhl Reports,2013,*
Surviving Failures in Bandwidth-Constrained Datacenters,Ishai Menache; Mosharaf Chowdhury; Pradeepkumar Mani; Dave Maltz; Peter Bodík; Ion Stoica,Abstract Datacenter networks have been designed to tolerate failures of network equipmentand provide sufficient bandwidth. In practice; however; failures and maintenance ofnetworking and power equipment often make tens to thousands of servers unavailable; andnetwork congestion can increase service latency. Unfortunately; there exists an inherenttradeoff between achieving high fault tolerance and reducing bandwidth usage in networkcore; spreading servers across fault domains improves fault tolerance; but requiresadditional bandwidth; while deploying servers together reduces bandwidth usage; but alsodecreases fault tolerance. We present a detailed analysis of a large-scale Web applicationand its communication patterns. Based on that; we propose and evaluate a noveloptimization framework that achieves both high fault tolerance and significantly reduces …,*,2012,*
Alignment in a SNAP: Cancer Diagnosis in the Genomic Age,M Zaharia; B Bolosky; K Curtis; D Patterson; A Fox; D Patterson; S Shenker; I Stoica; T Sittler,*,LABORATORY INVESTIGATION,2012,*
Lattice: A Scalable Layer-Agnostic Packet Classification Framework,Sameer Agarwal; Mosharaf Chowdhury; Dilip Joseph; Ion Stoica,Abstract—Despite widespread application; packet classification is implemented anddeployed in an ad-hoc manner at different layers of the protocol stack. Moreover; high speedpacket classification; in presence of a large number of classification rules; is both resourceand computation intensive. We propose a scalable layer-agnostic packet classificationframework (Lattice) that generalizes classifier design and enables offloading part ofcomputation and memory requirements to collaborators (eg; end hosts). Lattice eliminatesper-packet classification and perflow states in classifiers to increase scalability anddecreases vulnerability to state-based DoS attacks. Furthermore; Lattice is incentivecompatible in that collaborators cannot get better service by lying; and it incentivizesdeployment by giving preferential treatment to packets carrying Lattice-related information …,*,2011,*
Dagstuhl Reports; Vol. 1; Issue 3 ISSN 2192-5283,Jürgen Dix; Sven Ove Hansson; Gabriele Kern-Isberner; Guillermo Simari; Sebastian Maneth; Gonzalo Navarro; Guido Brunnett; Sabine Coquillart; Robert van Liere; Gregory Welch; Artur Andrzejak; Joachim Giesen; Raghu Ramakrishnan; Ion Stoica; Andreas Harth; Craig A Knoblock; Kai-Uwe Sattler; Rudi Studer,Belief Change and Argumentation in Multi-Agent Scenarios (Dagstuhl Seminar 13231) JürgenDix; Sven Ove Hansson; Gabriele Kern-Isberner; and Guillermo Simari … Indexes and Computationover Compressed Structured Data (Dagstuhl Seminar 13232) Sebastian Maneth and GonzaloNavarro ......................................... 22 … Virtual Realities (Dagstuhl Seminar 13241) GuidoBrunnett; Sabine Coquillart; Robert van Liere; and Gregory Welch ........ 38 … Parallel Data Analysis(Dagstuhl Seminar 13251) Artur Andrzejak; Joachim Giesen; Raghu Ramakrishnan; and IonStoica ......... 67 … Interoperation in Complex Information Ecosystems (Dagstuhl Seminar13252) Andreas Harth; Craig A. Knoblock; Kai-Uwe Sattler; and Rudi Studer ............ 83 … Publishedonline and open access by Schloss Dagstuhl – Leibniz-Zentrum für Informatik GmbH; DagstuhlPublishing; Saarbrücken/Wadern; Germany. Online available at http://www.dagstuhl.de …,*,2011,*
An Empirical Study of the Control and Data Planes (or Control Plane Determinism is Key for Replay Debugging Datacenter Applications),Gautam Altekar; Ion Stoica,Abstract Replay debugging systems enable the reproduction and debugging of non-deterministic failures in production application runs. However; no existing replay system issuitable for datacenter applications like Cassandra; Hadoop; and Hypertable. For theselarge scale; distributed; and data intensive programs; existing methods either incurexcessive production overheads or don't scale to multi-node; terabyte-scale processing. Inthis position paper; we hypothesize and empirically verify that control plane determinism isthe key to recordefficient and high-fidelity replay of datacenter applications. The key ideabehind control plane determinism is that debugging does not always require a precisereplica of the original datacenter run. Instead; it often suffices to produce some run thatexhibits the original behavior of the control-plane–the application code responsible for …,*,2010,*
TrickleDNS: A Safety Net for the Domain Name System,Sriram Sankararaman; Venugopalan Ramasubramanian; Lakshminarayanan Subramanian; Ion Stoica,*,*,2007,*
EFLoW: End-to-end Fairness using Local Weights,Ananth Rao; Ion Stoica,Abstract—Recent research indicates that multihop wireless networks can suffer fromextreme imbalances in the throughput achieved by simultaneous competing flows. However;even with global knowledge of the topology and traffic patterns; computing the fair allocationis know to be an NP complete problem for most definitions of fairness. Previous work haseither (a) focused on the MAC layer which only provides fairness guarantees within a singlecontention neighborhood or (b) used a centralized coordinator to compute the globalallocation of throughput to flows. While the former approach does not address the problem inits entirety; the latter is very hard to implement under dynamic channel and traffic conditions.In this paper; we bridge this gap by augmenting approach (a) with a simple distributedtransportlayer algorithm called EFLoW. EFLoW assumes that the MAC layer supports …,*,2007,*
06131 Abstracts Collection--Peer-to-Peer-Systems and-Applications,Anthony D Joseph; Ralf Steinmetz; Ion Stoica; Klaus Wehrle,Abstract From 26.03. 06 to 29.03. 06; the Dagstuhl Seminar 06131``Peer-to-Peer-Systemsand-Applications''was held in the International Conference and Research Center (IBFI);Schloss Dagstuhl. During the seminar; several participants presented their current research;and ongoing work and open problems were discussed. Abstracts of the presentations givenduring the seminar as well as abstracts of seminar results and ideas are put together in thispaper. The first section describes the seminar topics and goals in general. Links to extendedabstracts or full papers are provided; if available.,Dagstuhl Seminar Proceedings,2007,*
06131 Executive Summary--Peer-to-Peer-Systems and-Applications,Anthony D Joseph; Ralf Steinmetz; Ion Stoica; Klaus Wehrle,Abstract This is the executive summary of Dagstuhl Seminar 06131;" Peer-to-Peer-Systemsand â€“Applications". The seminar was held from March 26th to March 29th; 2006; at theInternational Conference and Research Center for Computer Science at Castle Dagstuhl;Germany.,Dagstuhl Seminar Proceedings,2007,*
Modeling the Adoption of new Network Architectures,Dilip Joseph Nikhil Shetty John Chuang; Ion Stoica,*,*,2007,*
Router-Transparent Packet Annotations,George Porter; Rodrigo Fonseca; Scott Shenker; Ion Stoica; Randy H Katz,Abstract Annotations are a mechanism for adding state to packets that is orthogonal to thedata payload. Historically; two ways of adding annotations to packets have been used:overloading reserved bits in the header; and using IP options. In the first case; the amount ofspace available is very limited and difficult to share. In the second case; packets with IPoptions are dropped on many Internet paths. We propose a more general and flexiblemechanism for annotating packets that appends annotations to the end of packets; in the IPpayload. We show that many existing proposals for adding state to packets can exploit thiscommon mechanism for annotations. Our key result is that packets annotated in this wayhave a much higher probability of successful transport across the network than those forwhich IP options have been used.,*,2005,*
The Cost of Inconsistency in DHTs,Shelley Q Zhuang; Ion Stoica; Randy H Katz,Abstract Distributed Hash Tables (DHTs) support a hash-table-like lookup interface: given akey; it maps the key onto a node. One of the crucial questions facing DHTs is whetherlookups can route correctly in a dynamic environment where the routing state is inconsistent.The routing state may become inconsistent when a node falsely thinks a failed neighbor isup (false negative); when a node falsely removes a neighbor that is up (false positive); whena new node joins but has not been fully incorporated into the routing state (join hole); andwhen a node leaves and disrupts the routing state (leave recovery). In this paper we analyzethe cost of inconsistency in DHTs. Using the example of Chord; we evaluate the cost of eachtype of inconsistency on lookup performance. We find that the routing invariant has a firstorder impact on the relative cost of different types of inconsistencies. In addition; the cost …,*,2005,*
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,David Harel; Assaf Marron; Gera Weiss,Computational biology has been revolutionized by advances in both computer hardwareand software algorithms. Examples include assembling the human genome and using gene-expression chips to determine which genes are active in a cell [11; 12]. High-throughputtechniques for DNA sequencing and analysis of gene expression have led to exponentialgrowth in the amount of publicly available genomic data. For example; the genetic sequenceinformation in the National Center for Biotechnology Information's GenBank database hasnearly doubled in size each year for the past decade; with more than 37 million sequencerecords as of August 2004. Biologists are keen to analyze and understand this data; sincegenetic sequences determine biological structure; and thus the function; of proteins.Understanding the function of biologically active molecules leads to understanding …,Communications of the ACM,2004,*
Collaborators,Nicolas Christin; Michal Feldman; Jens Grossklags; Ahsan Habib; Christos Papadimitriou; Ion Stoica,Page 1. Economics of Peer-to-Peer Systems John Chuang School of Information Managementand Systems University of California at Berkeley chuang@sims.berkeley.eduhttp://p2pecon.berkeley.edu/ Academia Sinica 2004 Summer Institute on P2P ComputingAugust 3 2004 Page 2. John Chuang Academia Sinica Summer Institute on P2P Computing2004 2 Collaborators ∎ Nicolas Christin ∎ Yang-hua Chu (CMU) ∎ Michal Feldman ∎ JensGrossklags ∎ Ahsan Habib ∎ Kevin Lai (HP) ∎ Christos Papadimitriou ∎ Ion Stoica ∎ HuiZhang (CMU) Page 3. John Chuang Academia Sinica Summer Institute on P2P Computing2004 3 Economics of P2P? ∎ This talk is NOT about the economic impact or legitimacy ofP2P file sharing ∎ See: ∎ Oberholzer & Strumpf; P2P's Impact on Recorded Music Sales. ∎Gopal; Bhattacharjee; Lertwachara; Marsden; Impact of Online P2P …,*,2004,*
6 Providing Relative Service Differentiation in SCORE,Ion Stoica,Abstract In this chapter we describe a third application of the DPS technique: implementing alarge spatial granularity network service; called Location Independent Resource Accounting(LIRA); that provides relative service differentiation. Unlike traditional services; such as theGuaranteed service; that are defined on a per flow basis; large spatial granularity servicesare defined over a large number of destinations. A simple example would be to guarantee auser 10 Mbps bandwidth irrespective of where or when the user sends traffic.,*,2004,*
Towards a Next Generation Inter-domain Routing Protocol,S Lakshminarayanan; C Matthew; TE Cheng; M Handley; MZ Morley; S Shenker; I Stoica,UCL Discovery is UCL's open access repository; showcasing and providingaccess to UCL research outputs from all UCL disciplines.,*,2004,*
9 Conclusions and Future Work,Ion Stoica,One of the most important reasons behind the overwhelming success of the Internet is the statelessnature of its architecture. The fact that routers do not need to maintain any fine grained informationabout traffic makes the Internet both scalable and robust. However; these advantages come ata price: today's Internet provides only a minimalist service; the best effort datagram delivery. Asthe Internet evolves into a global communication infrastructure that is expected to support a plethoraof new applications such as IP telephony; interactive TV; and e-commerce; the existing best effortservice will no longer be sufficient. As a result; there is an urgent need to provide more powerfulservices such as guaranteed services and flow protection. Over the past decade; there has beenintense research toward achieving this goal. Two classes of solutions have been proposed: thosemaintaining the stateless property of the original Internet (eg; Differentiated Services) …,*,2004,*
8 Prototype Implementation Description,Ion Stoica,Abstract In Chapters 4; 5 and 6 we have presented three applications of our SCORE/DPSsolution to provide scalable services in a network in which core routers maintain no per flowstate. In this chapter; we describe a prototype implementation of our solution. In particular;we have fully implemented the functionalities required to provide guaranteed and flowprotection services. While section 5.5 presents several experimental results; includingoverhead measurements of our prototype; this chapter focuses on the implementationdetails.,*,2004,*
2 Background,Ion Stoica,Abstract Over the past decade; two classes of solutions have been proposed to providebetter network services than the existing best effort service in the Internet: those maintainingthe stateless property of the original Internet (eg; Differentiated Services); and thoserequiring a new stateful architecture (eg; Integrated Services). While stateful solutions canprovide more powerful and flexible services such as per flow guaranteed services; and canachieve higher resource utilization; they are less scalable than stateless solutions.,*,2004,*
4 Providing Flow Protection in SCORE,Ion Stoica,Abstract In this chapter we present the first illustration of our general solution described inChapter 3. The goal is to provide flow protection; which is one of the most desirableenhancements of today's best-effort service. If deployed; flow protection would allow diverseend-to-end congestion control schemes to seamlessly coexist in the Internet; and protectwell behaved traffic against malicious or ill-behaved traffic.,*,2004,*
A Performance Bounds for CSFQ,Ion Stoica,Abstract In this appendix we give the proof of Theorem 1 (Section 4.3. 4). Recall that forsimplicity we make the following assumptions:(1) the fair share α is fixed;(2) there is nobuffering and therefore the drop probability is given by Eq.(4.2); and (3) when a packetarrives; a fraction of that packet equal to the flow's forwarding probability is transmitted. Theproof is based on two intermediate results given in Lemmas 1 and 2; respectively. Lemma 1gives the upper bound for the excess service received by a flow with weight w during anarbitrary time period in which the estimated rate of the flow; as given by Eq.(4.3); does notexceed the flow's fair rate; ie; wα. Similarly; Lemma 2 gives the upper bound for the excessservice received by a flow during an arbitrary period in which the flow's estimated rate isnever smaller than its fair rate.,*,2004,*
B Performance Bounds for Guaranteed Services,Ion Stoica,Abstract Premium service provides the equivalent of a dedicated link of fixed bandwidthbetween edge nodes in a Diffserv network. In such a service; each premium flow has areserved peak rate. In the data plane; ingress nodes police each premium service traffic flowaccording to its peak reservation rate. Inside the Diffserv domain; core routers put theaggregate of all premium traffic into one scheduling queue and service the premium trafficwith strict priority over best effort traffic. In the control plane; a bandwidth broker is used toperform admission control. The idea is that by using very conservative admission controlalgorithms based on worst case analysis; together with peak rate policing at ingress nodesand static priority scheduling at core nodes; it is possible to ensure that all premium servicepackets incur very small queueing delay.,*,2004,*
3 Overview,Ion Stoica,Abstract The main contribution of this dissertation is to provide the first solution that makes itpossible to implement services as powerful and as flexible as the ones implemented by astateful network using a stateless core network architecture. In this chapter; we give anoverview of our solution and present a perspective of how this solution compares to the twomost prominent solutions proposed in the literature to provide better services in the Internet:Integrated Services and Differentiated Services.,*,2004,*
5 Providing Guaranteed Services in SCORE,Ion Stoica,Abstract In the previous chapter we demonstrated that using the SCORE/DPS frameworkmakes it possible to implement a service with a per flow semantic (ie; per flow isolation) in astateless core architecture. In this chapter; we present a second example which shows that itis possible to provide per flow bandwidth and delay guarantees in a core stateless network.We achieve this goal by using the DPS technique to implement the functionalities requiredby the Guaranteed service [93] on both the data and control paths in a SCORE network.,*,2004,*
7 Making SCORE More Robust and Scalable,Ion Stoica,Abstract While SCORE/DPS based solutions are much more scalable and; in the case of fail-stop failures; more robust than their stateful counterparts; they are less scalable and robustthan the stateless solutions. The scalability of the SCORE architecture suffers from the factthat the network core cannot transcend trust boundaries; such as the boundary between twocompeting Internet Service Providers (ISPs). As a result; the high-speed routers on theseboundaries must be stateful edge routers. The lack of robustness is because themalfunctioning of a single edge or core router that inserts erroneous state in the packetheaders could severely impact the performance of an entire SCORE network.,*,2004,*
Peer-to-Peer Systems II: Second International Workshop; IPTPS 2003; Berkeley; CA; USA; February 21-22; 2003; Revised Papers,Frans Kaashoek; Ion Stoica,In very short time; peer-to-peer computing has evolved from an attractive new paradigm intoan exciting and vibrant research field bringing together researchers from systems;networking; and theory. This book constitutes the thoroughly refereed post-proceedings ofthe Second International Workshop on Peer-to-Peer Systems; IPTPS 2003; held in Berkeley;CA; USA in February 2003. The 27 revised papers presented together with an introductorysummary of the discussions at the workshop were carefully selected during two rounds ofreviewing and revision from initially 166 submissions. The papers are organized in topicalsections on experience with P2P; theory and algorithms; P2P in a broader perspective;incentive and fairness; new DHT designs; naming; indexing; and searching; file sharing; andnetworking and applications.,*,2003,*
Quantifying Disincentives in P2P Networks,Michal Feldman; Kevin Lai; John Chuang; Ion Stoica,Page 1. Quantifying Disincentives in P2P Networks Michal Feldman Kevin Lai John ChuangIon Stoica SIMS and Computer Science UC Berkeley Page 2. Outline ∎ Introduction ∎ P2PPerformance Model ∎ Potential vs. Actual Disincentives ∎ Eliminating Disincentives viaPrioritization ∎ Conclusions Page 3. Introduction ∎ Cooperation (sharing) improves theperformance of peer-to-peer file-sharing systems ∎ Studies show low level of sharing ∎ Needbetter understanding of performance- related disincentives ∎ How performance varies as afunction of: – The sharing level – Whether a user shares or not Page 4. Outline ∎ Introduction ∎P2P Performance Model ∎ Potential vs. Actual Disincentive ∎ Eliminating Disincentives viaPrioritization ∎ Conclusions Page 5. Performance Model Performance metric: average downloadlatency sender Server Client S C in C b out C b in S b out S b data TCP acks Page 6 …,Proceedings of the First workshop on economics of p2p systems; Berkeley; CA; USA,2003,*
Quality of Service-IWQoS 2003: 11th International Workshop; Berkeley; CA; USA; June 2-4; 2003; Proceedings,Kevin Jeffay; Ion Stoica,Quality of Service continues to be an active research eld; especially in the networkingcommunity. IWQoS is a successful series of workshops that aims to provide a forum for thepresentation and discussion of new research and ideas onQoS. Traditionally;IWQoSworkshopsarecross-disciplinaryandwellfocused; with the emphasis on innovation. Asa result; a considerable amount of time is devoted to informal discussion. In addition to thetraditional QoS topics such as service guarantees and admission control; this year we aimedto expand the scope of the workshop by encouraging submissions o? ering researchcontributions related to robustness; resilience; security; and predictability in networking anddistributed systems. As a result; the program included two sessions on availability; faulttolerance; and dependability. The other sessions covered routing; resource allocation …,*,2003,*
The Case for a Hybrid P2P Search Infrastructure,Ion Stoica; Joseph M Hellerstein; Boon Thau Loo; Ryan Huebsch,Abstract Popular P2P file-sharing systems like Gnutella and Kazaa use unstructured networkdesigns. These networks typically adopt flooding-based search techniques to locate files.While flooding-based techniques are effective for locating highly replicated items; they arepoorly suited for locating rare items. As an alternative; a wide variety of structured P2Pnetworks such as Distributed Hash Tables (DHTs) have been recently proposed. Structurednetworks can efficiently locate rare items; but they incur significantly higher overheads thanunstructured P2P networks for popular files. Through extensive measurements of theGnutella network from multiple vantage points; we argue for a hybrid search solution; wherestructured search techniques are used to index and locate rare items; and floodingtechniques are used for locating highly replicated content. To illustrate; we present …,*,2003,*
Received Best Paper award,Xiaofan Jiang; Jay Taneja; Jorge Ortiz; Arsalan Tavakoli; Prabal Dutta; Jaein Jeong; David Culler; Philip Levis; Scott Shenker; Ion Stoica; Joseph Polastre,*,University of California; Berkeley,2001,*
A Distributed Waypoint Service Approach to Connect Heterogeneous Internet Address Spaces,TS Eugene Ng; Ion Stoica; Hui Zhang,Abstract—The rapid growth of the Internet has made IPv4 addresses a scarce resource.Today we witness two major trends to get around this problem. The first is to upgrade anddeploy networks using IPv6; the second is to deploy networks using reusable-IPv4addresses. As a result; the Internet is rapidly evolving into a collection of networks ofheterogeneous address spaces. Such development jeopardizes the universal connectivityproperty of the Internet. In this paper; we address the fundamental problem of providingconnectivity in the address-space heterogeneous Internet. The main difficulty is that; withoutIPv4 addresses; IPv6 or reusable-IPv4 hosts simply cannot be reached by IPv4 hosts. Tosolve this problem; we propose a distributed waypoint service called AVES. The key idea isto use IPv4 waypoints (3rd-party network agents) as relays to connect any IPv4 host to an …,*,2001,*
School of Computer Science Carnegie Mellon University Pittsburgh; PA 15213,Ion Stoica; TS Eugene Ng; Hui Zhang,Abstract We propose a new multicast protocol called REUNITE. The key idea of REUNITE isto use recursive unicast trees to implement multicast service. REUNITE does not use class DIP addresses. Instead; both group identification and data forwarding are based on unicast IPaddresses. Compared with existing IP multicast protocols; REUNITE has several uniqueproperties. First; only routers that are acting as multicast tree branching points for a groupneed to keep multicast forwarding state of the group. All other non-branching-point routerssimply forward data packets by unicast routing. In addition; REUNITE can be incrementallydeployed in the sense that it works even if only a subset of the routers implement theprotocol. Furthermore; REUNITE supports load balancing and graceful degradation suchthat when a router does not have resources (forwarding table entry; buffer space …,*,2000,*
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Akhilesh Chandra; Thomas Calderon,Information systems (IS) are quickly emerging as critical resources to be leveraged fororganizational productivity in many business; social; and economic enterprises. Theexplosive growth in information technology (IT) can be broadly attributed to the emergingnovel linkages of IS/IT with several base disciplines; extending the reach of IS/IT toapplication domains never previously considered.In this article; we focus on certainimportant and promising IS/IT frontiers identified from the perspectives of academia; industry;and federal research funding agencies. Our objective is to focus the collective awareness ofthe IS community and those in related disciplines on some of the frontier developments inIS/IT with a vision of the road ahead and point to challenges and opportunities [1].,Communications of the ACM,2000,*
Core-Stateless Fair Queueing: Achieving Approxim ately,Ion Stoica; Scott Shenker; Hui Zhang,*,*,1998,*
On the duality between resource reservation and proportional share resource allocation [3020-19],I Stoica; H Abdel-Wahab; K Jeffay,*,PROCEEDINGS-SPIE THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING,1997,*
A robust and flexible microeconomic scheduler for parallel computers(Final Report),ION STOICA; ALEX POTHEN,*,*,1996,*
A microeconomic scheduler for parallel computers(Final Report),ION STOICA; HUSSEIN ABDEL-WAHAB; ALEX POTHEN,*,*,1995,*
A simple hyperbolic model for communication in parallel processing environments(Final Report),ION STOICA; FLORIN SULTAN; DAVID KEYES,*,*,1994,*
Neurologie: teoretică şi practică: sistemul nervos periferic,Ioan Stoica; Analiza GRUBNEAC,*,*,1993,*
The influence of trauma on the proliferating potential in neurofibromatosis. Case report.,I Truşcă; V Tudorică; I Stoica,Author: Truşcă I; Journal: Romanian journal of neurology and psychiatry =Revue roumaine de neurologie et psychiatrie[1992].,Romanian journal of neurology and psychiatry= Revue roumaine de neurologie et psychiatrie,1992,*
Electroretinographic studies in different lesions of the brain,I Stoica; C Zaharia; V Tudorică,1. Rev Med Interna Neurol Psihiatr Neurochir Dermatovenerol Neurol Psihiatr Neurochir.1988 Jan-Mar;33(1):37-44. [Electroretinographic studies in different lesions of the brain].[Article in Romanian]. Stoica I; Zaharia C; Tudorică V. PMID: 2972047 [Indexed forMEDLINE]. Publication Types: English Abstract. MeSH terms. Brain Diseases/diagnosis*;Brain Injuries/diagnosis; Brain Neoplasms/diagnosis; Diagnosis; Differential;Electroretinography*; Encephalitis/diagnosis; Humans.,Revista de medicina interna; neurologie; psihiatrie; neurochirurgie; dermato-venerologie. Neurologie; psihiatrie; neurochirurgie,1988,*
Clinical study on the oculocardiac reflex,I Stoica; I Hanna,Author: Stoica I.,Revista de medicina interna; neurologie; psihiatrie; neurochirurgie; dermato-venerologie. Neurologie; psihiatrie; neurochirurgie,1987,*
Clinical and physiopathological aspects of a case of recurrent polyradiculoneuritis zoster,E Truşcă; A Grubneac; I Stoica,1. Rev Med Interna Neurol Psihiatr Neurochir Dermatovenerol Neurol Psihiatr Neurochir.1985 Jan-Mar;30(1):25-9. [Clinical and physiopathological aspects of a case of recurrentpolyradiculoneuritis zoster]. [Article in Romanian]. Truşcă E; Grubneac A; Stoica I. PMID:3158051 [Indexed for MEDLINE]. Publication Types: Case Reports; English Abstract.MeSH terms. Adult; Herpes Zoster/cerebrospinal fluid; Herpes Zoster/diagnosis*; HerpesZoster/physiopathology; Humans; Male; Neurologic Examination; Polyradiculoneuropathy/cerebrospinal fluid; Polyradiculoneuropathy/diagnosis*; Polyradiculoneuropathy/physiopathology; Recurrence; Time Factors.,Revista de medicina interna; neurologie; psihiatrie; neurochirurgie; dermato-venerologie. Neurologie; psihiatrie; neurochirurgie,1985,*
Diagnosis of demyelinating diseases: electroretinography,I Stoica; C Zaharia,1. Rev Med Interna Neurol Psihiatr Neurochir Dermatovenerol Neurol Psihiatr Neurochir.1985 Jul-Sep;30(3):187-96. [Diagnosis of demyelinating diseases: electroretinography].[Article in Romanian]. Stoica I; Zaharia C. PMID: 2935913 [Indexed for MEDLINE].Publication Types: Comparative Study. MeSH terms. Adult; Aged; DemyelinatingDiseases/diagnosis*; Electroretinography*; Epilepsy/diagnosis; Female; Hemiplegia/diagnosis; Humans; Male; Middle Aged; Migraine Disorders/diagnosis.,Revista de medicina interna; neurologie; psihiatrie; neurochirurgie; dermato-venerologie. Neurologie; psihiatrie; neurochirurgie,1985,*
TREATMENT WITH LEVAMISOL IN SPASTIC SEQUELAE OF INFANTILE ENCEPHALOPATHIES,E TRUSCA; I STOICA; ELENA TRUSCA,*,Neurologie et psychiatrie,1983,*
A clinico-evolutive study of levamisol treatment in spastic sequels of infantile encephalopathies,E Truşcă; I Stoica,Author: Truşcă E.,Revista de medicina interna; neurologie; psihiatrie; neurochirurgie; dermato-venerologie. Neurologie; psihiatrie; neurochirurgie,1983,*
Levamisole treatment in multiple sclerosis and spastic pyramidal syndromes,E Truşcă; I Stoica,1. Rev Med Interna Neurol Psihiatr Neurochir Dermatovenerol Neurol Psihiatr Neurochir. 1982Apr-Jun;27(2):125-35. [Levamisole treatment in multiple sclerosis and spastic pyramidalsyndromes]. [Article in Romanian]. Truşcă E; Stoica I. PMID: 6216567 [Indexed for MEDLINE].Publication Types: Review. MeSH terms. Adult; Female; Humans; Levamisole/therapeutic use*;Male; Middle Aged; Multiple Sclerosis/drug therapy*; Pyramidal Tracts*; Spasm/drug therapy*;Spinal Cord Diseases/drug therapy*. Substance. Levamisole.,*,1982,*
Problems in the differential diagnosis of abnormalities of the occipitocervical articulation,I Stoica; E Truşcă; L Iliuţă,Author: Stoica I.,Revista de medicina interna; neurologie; psihiatrie; neurochirurgie; dermato-venerologie. Neurologie; psihiatrie; neurochirurgie,1981,*
Physiopathological & anatomopathological sequelae of experimental seizures,I UNGHER; S VOINESCU; D VOLANSKI; I STOICA,1. Psychiatr Neurol Med Psychol (Leipz). 1958 Apr;10(4):97-100. [Physiopathological& anatomopathological sequelae of experimental seizures]. [Article in German].UNGHER I; VOINESCU S; VOLANSKI D; STOICA I. PMID: 13567931 [Indexed forMEDLINE]. MeSH terms. Electricity*; Epilepsy*; Humans; Seizures*.,Psychiatrie; Neurologie; und medizinische Psychologie,1958,*
Sinbad,Mosharaf Chowdhury; Srikanth Kandula; Ion Stoica,Page 1. Sinbad Leveraging Endpoint Flexibility in Data-Intensive Clusters Mosharaf Chowdhury;Srikanth Kandula; Ion Stoica UC Berkeley Page 2. Communication is Crucial for Analytics at ScalePerformance Facebook analytics jobs spend 33% of their runtime in communication1 As in-memorysystems proliferate; the network is likely to become the primary bottleneck 1. Managing DataTransfers in Computer Clusters with Orchestra; SIGCOMM'2011 Page 3. Network Usage isImbalanced1 Facebook 0 0.25 0.5 0.75 1 0 1 2 3 4 5 6 Fraction of Time Coeff. of Var.2 of LoadAcross Core-Rack Links Bing 0 0.25 0.5 0.75 1 0 1 2 3 4 Fraction of Time Coeff. of Var. of LoadAcross Core-Rack Links More than 50% of the time; links have high imbalance (C v > 1). 1.Imbalance considering all cross-rack bytes. Calculated in 10s bins. 2. Coefficient of variation; Cv =(stdev/mean). Imbalance (Coeff. of Var.2 of Link Utilization) …,*,*,*
Flexible Primitives for Distributed Deep Learning in Ray,Yaroslav Bulatov; Robert Nishihara; Philipp Moritz; Melih Elibol; Ion Stoica; Michael I Jordan,ABSTRACT Distributed computation is increasingly important for deep learning; and manydeep learning frameworks provide built-in support for distributed training. This results in atight coupling between the neural network computation and the underlying distributedexecution; which poses a challenge for the implementation of new communication andaggregation strategies. We argue that decoupling the deep learning framework from thedistributed execution framework enables the flexible development of new communicationand aggregation strategies. Furthermore; we argue that Ray [12] provides a flexible set ofdistributed computing primitives that; when used in conjunction with modern deep learninglibraries; enable the implementation of a wide range of gradient aggregation strategiesappropriate for different computing environments. We show how these primitives can be …,*,*,*
