Privacy-Preserving Data Publishing: A Survey of Recent Developments,P. Yu. B. Fung; K. Wang; R. Chen,*,ACM Computing Surveys,2010,1335
Optimal Sizing and Arrangement of Tidal Current Farm,Yi Dai; Zhouyang Ren; Ke Wang; Wenyuan Li; Zhenwen Li; Wei Yan,This paper proposes a bi-level programming-based optimization method to determine thesizing of tidal current farm (TCF) and the arrangement of tidal current turbines reaching theminimized comprehensive generation cost of tidal power. Not only the characteristics of tidalcurrent velocity and wake effects but also the economic costs and environmental benefitsbrought by TCF integration are all incorporated in the proposed method. The methodincludes a power output model of TCF that can capture the characteristics of tidal currentvelocity and turbine wake effects; and a bi-level optimization model that takes into accountthe penalty costs of greenhouse gas emissions; the operation costs of power system; andthe investment cost of tidal current turbines. The bi-level model is solved using a geneticalgorithm and a quadratic programming technique. The effectiveness and adaptability of …,IEEE Transactions on Sustainable Energy,2018,*
Recovering loss to followup information using denoising autoencoders,Lovedeep Gondara; Ke Wang,Loss to followup is a significant issue in healthcare and has serious consequences for astudy's validity and cost. Methods available at present for recovering loss to followupinformation are restricted by their expressive capabilities and struggle to model highly non-linear relations and complex interactions. In this paper we propose a model based onovercomplete denoising autoencoders to recover loss to followup information. Designed towork with high volume data; results on various simulated and real life datasets show ourmodel is appropriate under varying dataset and loss to followup conditions and outperformsthe state-of-the-art methods by a wide margin (≥ 20% in some scenarios) while preservingthe dataset utility for final analysis.,Big Data (Big Data); 2017 IEEE International Conference on,2017,*
Constructing Top-k Routes with Personalized Submodular Maximization of POI Features,Hongwei Liang; Ke Wang,Abstract: We consider a practical top-k route problem: given a collection of points of interest(POIs) with rated features and traveling costs between POIs; a user wants to find k routesfrom a source to a destination; that maximally match her needs on feature preferences andcan be completed within a travel cost budget. One challenge is dealing with thepersonalized diversity requirement where each user has a different trade-off betweenquantity (the number of POIs with a specified feature) and variety (the coverage of specifiedfeatures). Another challenge is the large scale of the POI network and the great manyalternative routes to search. We model the personalized diversity requirement by the wholeclass of submodular functions; and present an optimal solution to the top-k route problemthrough an index structure for retrieving relevant POIs in both feature and route spaces …,arXiv preprint arXiv:1710.03852,2017,*
Probabilistic Power Flow Analysis of Power Systems Incorporating Tidal Current Generation,Zhouyang Ren; Ke Wang; Wenyuan Li; Liming Jin; Yi Dai,A probabilistic power-flow analysis method for power systems with tidal power sources ispresented in this paper. The regularity of tidal power is modeled using a k-means clusteringtechnique and the randomness of tidal power is modeled by using a nonparametric kerneldensity estimation method. A stochastic sampling method is also developed to generaterandom samples of tidal power time series for Monte Carlo based probabilistic power-flowanalysis. The influence of tidal current generation on power flows is then evaluated andquantified considering both the regularity and randomness of tidal power. The measuredtidal current speed data of two different locations in Florida and Alaska states; USA; and theIEEE 57-bus standard test system are used to verify the correctness and effectiveness of thepresented probabilistic power-flow analysis method.,IEEE Transactions on Sustainable Energy,2017,*
Risk Clearance with Guaranteed Precision,Ryan McBride; Ke Wang; Viswanadh Nekkanti; Wenyuan Li,Abstract In real life applications; we often face the following risk clearance problem: given aset of instances with a known numeric outcome Y (eg; a toxicity level); we want to learn amodel to identify new instances that have a low risk; ie; the probability of the Y valueexceeding a certain maximum MAX is less than some threshold t. This problem guaranteesthat the cleared instances have the minimum precision of 1–t for Y≤ MAX. By clearing suchlow risk instances; we can allocate costly resources to the remaining high risk instances. Inthis work; we formulate this problem as Risk Clearance with a goal of maximizing theclearance of low risk instances. Existing classification models fail to solve Risk Clearanceadequately; so we develop algorithms designed specifically for this problem. We thenvalidate that our approach improves on existing work via experiments on an industrial …,*,2017,*
Revisiting Security Risks of Asymmetric Scalar Product Preserving Encryption and Its Variants,Weipeng Lin; Ke Wang; Zhilin Zhang; Hong Chen,Cloud computing has emerged as a compelling vision for managing data and deliveringquery answering capability over the internet. This new way of computing also poses a realrisk of disclosing confidential information to the cloud. Searchable encryption addresses thisissue by allowing the cloud to compute the answer to a query based on the cipher texts ofdata and queries. Thanks to its inner product preservation property; the asymmetric scalar-product-preserving encryption (ASPE) has been adopted and enhanced in a growingnumber of works toperform a variety of queries and tasks in the cloud computingsetting.However; the security property of ASPE and its enhancedschemes has not been studiedcarefully. In this paper; we show acomplete disclosure of ASPE and several previouslyunknownsecurity risks of its enhanced schemes. Meanwhile; efficientalgorithms are …,Distributed Computing Systems (ICDCS); 2017 IEEE 37th International Conference on,2017,*
Olefin Polymerization Catalyst and a Combined Catalyst Containing the Same,*,The present disclosure provides an olefin polymerization catalyst and a combined catalystcontaining the same. The catalyst comprises a reaction product of a magnesium dialkoxide;a titanium compound; an electron donor compound A and an electron donor compound B;wherein the electron donor compound A is a sulfonyl compound represented by generalformula I; X is a disubstituted or unsubstituted group 14 element atom; a monosubstituted orunsubstituted group 15 element atom or group 16 element atom; and the substituent is amonocyclic; polycyclic or heteroatom-containing cyclic group or an aliphatic chain; R1 andR2 are respectively hydrogen atom; halogen atom; substituted or unsubstituted alkyl;cycloalkyl; aryl; aralkyl; alkylaryl or heteroatom-containing cyclic group. The combinedcatalyst comprises the catalyst and an organoaluminium compound and can comprise an …,*,2016,*
Optical spectroscopy of the Weyl semimetal TaAs,Yaomin Dai; Antoinette Jane Taylor; Dmitry Anatolievitch Yarotski; Rohit Prativadi Prasankumar; Bing Xu; Lingxiao Zhao; Kai Wang; Run Yang; Wei Zhang; Jinyun Liu; Hong Xiao; Genfu Chen; Xianggang Qiu,Author(s): Dai; Yaomin; Taylor; Antoinette Jane; Yarotski; Dmitry Anatolievitch; Prasankumar;Rohit Prativadi; Xu; Bing; Zhao; Lingxiao; Wang; Kai; Yang; Run; Zhang; Wei; Liu; Jinyun;Xiao; Hong; Chen; Genfu; Qiu; Xianggang … Intended for: I am Invited to visit LPEM; ESPCI;Paris; France. I will give a talk about our recently published work in the Lab … Disclaimer: LosAlamos National Laboratory; an affirmative action/equal opportunity employer;is operated bythe Los Alamos National Security; LLC for the National NuclearSecurity Administration of theUS Department of Energy under contract DE-AC52-06NA25396. By approving this article; thepublisher recognizes that the US Government retains nonexclusive; royalty-free license to publishor reproduce the published form of this contribution; or to allow others to do so; for US Governmentpurposes. Los Alamos National Laboratory requests that the publisher identify this article …,*,2016,*
THE POTENTIAL UTILITY OF BRAIN INJURY BIOMARKER IN PRE-CLINICAL DRUG SCREENING BY OPERATION BRAIN TRAUMA THERAPY,S Mondello; D Shear; H Bramlett; C Dixon; K Schmid; W Dietrich; K Wang; R Hayes; O Glushakova; J Povlishock; F Tortella; P Kochanek,*,JOURNAL OF NEUROTRAUMA,2016,*
Abstracts from The 12th Symposium of the International Neurotrauma Society February 1–4; 2016 Cape Town; South Africa,S Yokobori; G Hergenroeder; E Suehiro; M Yamaguch; Y Kuroda; H Kobata; K Kawakita; Y Oda; H Yatsushige; Y Nakamura; T Hirao; O Tasaki; T Miyagi; K Unemoto; J Kaneko; H Yokota; S Gajavelli; M Bullock; W Dietrich; D Okonkwo; D Kim; H Nguyen; N Doan; C Wolfla; G Pollock; N Silva; N Vasconcelos; E Gomes; R Lima; R Silva; P Barradas; J Lopes; E Oliveira; N Sousa; A Salgado; R Dunn; J Sothman; J Stander; M Maleki; A Al-Azri; C Couturier; J Marcoux; A Gamil; K Salih; E Mikkonen; R Raj; R Raj; S Bendel; M Reinikainen; S Hoppu; T Luoto; T Ala-Kokko; S Tetri; R Laitio; T Koivisto; J Rinne; R Kivisaari; J Siironen; M Skrifvars; E Suehiro; Y Fujiyama; K Sugimoto; H Koizumi; M Suzuki; M Hoffer; M Szczupak; A Kiderman; C Pelusso; S Murphy; C Balaban; C Ruven; W Wu; F Corrigan; R Vink; M Günther; F Al Nimer; F Piehl; S Plantman; M Risling; T Mathiesen; A Ahmed; M Spurlock; S Gajavelli; K Rivera; A Mahavadi; B Desousa; M Bullock; J Blixt; M Wanecek; E Gunnarson; J Kwon; K Jang; K Sugimoto; E Suehiro; H Sadahiro; H Yoshino; A Yamane; A Inamura; K Haji; Y Fujiyama; H Koizumi; M Suzuki; L Hill; H Bulstrode; J Nicholl; G Hudson; P Chinnery; V Di Pietro; A Belli; EP Thelin; A Frostell; J Mulder; N Mitsios; P Damberg; S Nikkhou-Aski; M Risling; M Svensson; MC Morganti-Kossmann; BM Bellander; T Glenn; G Brooks; M Horning; P Vespa; D Hovda; D McArthur; S Wolahan; C Real; M Tubi; N Martin; S Dey; D Shukla; Klaus Zweckberger; Jian Wang; Yiang Liu; Michael G Fehlings; A Lilja; K Fugleholm; J Kelsen; M Andresen; A Kiderman; M Hoffer; M Szczupak; C Gallagher; S Murphy; G Meisenholder; J Crawford; K Marshall; T Cooley; A Braverman; C Balaban,Methods: Patients who underwent DC for subdural hematoma (SDH) were divided into 2groups: fenestration (F); n= 33; and no fenestration (NF); n= 11. Fenestration involvesplacement of twist-drill holes 1-2 cm apart throughout the bone flap. Clinical data (age; sex;history of antiplatelet/anticoagulation (AA); and presence of drains) were collected.Postoperative volume (PV) and midline shift (MLS) were evaluated.,Journal of Neurotrauma,2016,*
A genetic evidence of chromosomal fragment from bridge parent existing in substitution lines between two common wheat varieties,ZHAO Pei; WANG Ke; Zhi-shan LIN; Hui-yun LIU; LI Xin; Li-pu DU; Yue-ming YAN; Xing-guo YE,Abstract Locating of important agronomic genes onto chromosome is helpful for efficientdevelopment of new wheat varieties. Wheat chromosome substitution lines between twovarieties have been widely used for locating genes because of their distinctive advantagesin genetic analysis; compared with the aneuploid genetic materials. Apart from thesubstituted chromosome; the other chromosomes between the substitution lines and theirrecipient parent should be identical; which eases the gene locating practice. In this study; aset of chromosome substitution lines with cv. Wichita (WI) as the recipient parent and cv.Cheyenne (CNN) as the donor parent were studied for the composition of high molecularweight glutenin subunits (HMW-GS) as well as a range of agronomic important traits. Resultsrevealed that the substitution lines of WI (CNN5D); WI (CNN6A) and WI (CNN7B) had …,Journal of Integrative Agriculture,2016,*
Modelling cascades over time in microblogs,Wei Xie; Feida Zhu; Siyuan Liu; Ke Wang,One of the most important features of microblogging services such as Twitter is how easy it isto re-share a piece of information across the network through various user connections;forming what we call a" cascade". Business applications such as viral marketing have drivena tremendous amount of research effort predicting whether a certain cascade will go viral.Yet the rarity of viral cascades in real data poses a challenge to all existing predictionmethods. One solution is to simulate cascades that well fit the real viral ones; which requiresour ability to tell how a certain cascade grows over time. In this paper; we build a generaltime-aware cascade model for each particular cascade; in which the chance of one user's re-sharing behaviour over time is modelled as a hazard function of time. Based on two keyobservations on user retweeting behaviour; we design an appropriate hazard function …,Big Data (Big Data); 2015 IEEE International Conference on,2015,*
Studies on dual-frequency countercurrent energy-gathered ultrasonic-assisted extraction technology and antioxidant activity of inulin.,Ke Wang; HaiLe Ma; XiaoFei Ye,Abstract: Helianthus tuberosus L. is a natural herb with excellent health care function.Ultrasound is widely used for auxiliary extraction of natural ingredients. Using dual-frequency countercurrent energy-gathered ultrasonic-assisted extraction technology; thispaper studied the effect of ultrasound on extraction ratio and antioxidant activity of inulinpolysaccharide; influence of each factor sorting order was power density> solid/liquid ratio>time> temperature> pulse/interval ratio. The optimum technology parameter was ultrasounddual-frequency combination of 20 kHz/35 kHz; ultrasound pulse/interval ratio of 4 s/3 s;ultrasound power density of 250 W/L; solid-liquid ratio of 1: 20; extraction temperature of 55C and extraction time of 15 min. Under this condition; the inulin extraction ratio was 56.35%;while under the same condition by hot water extraction method the extraction ratio was …,Journal of Agricultural Science and Technology (Beijing),2015,*
Abstracts from The 32nd Annual National Neurotrauma Symposium June 29–July 2; 2014 San Francisco; California,DA Grant; E Teng; RO Serpa; ML Prins; AV Ulyanova; PF Koch; MR Grovola; JP Harris; DK Cullen; JA Wolf; SC Bressler; H Bharadwaj; I Choi; Y Bogdanova; BG Shinn-Cunningham; JM Morganti; TD Jopson; S Liu; LK Riparip; CK Guandique; N Gupta; S Rosi; CM Macolino; BV Daiutolo; AL Tyburski; MB Elliott; JP Harris; LA Struzyna; PL Murphy; DK Cullen; DW Simon; J Wallisch; MJ Bell; H Bayir; RK Aneja; K Janesko-Feldman; PM Kochanek; RS Clark; GP Liao; RA Hetz; F Jimenez; JT Chang; AN Moore; SC Kosmach; M Day; DA Lee; LL Worth; SI Savitz; P Dash; CS Cox; JM Hinzman; N Andaluz; LA Shutter; DO Okonkwo; C Pahl; AJ Strong; JP Dreier; JA Hartings; MO Blaya; P Tsoulfas; O Furones-Alonso; HM Bramlett; WD Dietrich; K Morioka; T Tazoe; X Ma; CF Guandique; L VanCitters; JR Huie; JC Bresnahan; MS Beattie; S Tanaka; AR Ferguson; T Ogata; EM Swartz; GM Deiter; SD Stocker; GM Holmes; JR Huie; ED Stuck; KH Lee; KA Irvine; JC Bresnahan; MS Beattie; JW Grau; AR Ferguson; SL Okada; N Stivers; DP Stirling; XB Wu; CL Walker; QB Lu; XM Xu; RE von Leden; S Jaiswal; CM Wilson; G Khayrullina; RG Selwyn; KR Byrnes; GW Hawryluk; W Whetstone; R Saigal; A Ferguson; J Talbott; J Bresnahan; J Pan; S Dhall; M Beattie; G Manley; E Daneshi Kohan; ML Delva; CJ Sparrey; M Aceves; MA Hook; JP Dollé; A Jaye; VE Johnson; DH Smith; D Scutella; Y Pan; JL Proctor; G Fiskum; Y Deng-Bryant; LY Leung; R Readnower; W Yang; DA Shear; FC Tortella; WX Wang; NP Visavadiya; JD Pandya; PT Nelson; PG Sullivan; JE Springer; MM Harper; J Herlein; A Hedburg-Buenz; MG Anderson; WR Paljug; EE Abrahamson; MD Ikonomovic; S Ji; W Zhao; Z Zhang; M Saraswati; CL Robertson; RC Koehler; S Kannan; S Liu; C Sarkar,Traumatic brain injury (TBI) is a risk factor for Alzheimer's disease (AD); but the cumulativeeffects of mild repeat TBI (RTBI) in the adolescent brain on AD pathogenesis are unknown.We hypothesized that RTBI would increase secretase concentration acutely in the wild-typeSprague-Dawley rats and accelerate the accumulation of amyloid beta (Ab) chronically inamyloid precursor protein/presenilin 1 transgenic rats (APP/PS1). Postnatal day 35 (P35)male wild-type rats received sham or 4 RTBI at 24 hour intervals (4RTBI24) using a closed-head injury model. Bilateral cortices were analyzed 24 or 48 hours post-injury using westernblots to measure the concentration of beta-site-APP-cleaving-enzyme-1 (BACE1) and PS1;two secretases required for Ab production. The P35 APP/PS1 rats received sham; 4RTBI24or 4 RTBI at 72 hour intervals (4RTBI72) and were perfused at 12 months of age. One …,Journal of Neurotrauma,2014,*
Latent Tunnel Based Information Propagation in Microblog Networks,Chenyi Zhang; Jianling Sun; Ke Wang,Abstract Information propagation in a microblog network aims to identify a set of seed usersfor propagating a target message to as many interested users as possible. This problemdiffers from the traditional influence maximization in two major ways: it has a content-richtarget message for propagation and it treats each link in the network as communication oncertain topics and emphasizes the topic relevance of such communication in propagatingthe target message. In realistic situations; however; the topics associated with a link are notexplicitly expressed but are hidden in the microblogs previously exchanged through the link.In this paper; we present a topic-aware solution to information propagation in a microblognetwork. We first model the latent topic structure of the network using observed microblogmessages published in the network. We then present two methods for estimating the …,*,2014,*
Inferential or Differential: Privacy Laws Dictate,Ke Wang; Peng Wang; Ada Waichee Fu; Raywong Chi-Wing Wong,Abstract: So far; privacy models follow two paradigms. The first paradigm; termed inferentialprivacy in this paper; focuses on the risk due to statistical inference of sensitive informationabout a target record from other records in the database. The second paradigm; known asdifferential privacy; focuses on the risk to an individual when included in; versus when notincluded in; the database. The contribution of this paper consists of two parts. The first partpresents a critical analysis on differential privacy with two results:(i) the differential privacymechanism does not provide inferential privacy;(ii) the impossibility result about achievingDalenius's privacy goal [5] is based on an adversary simulated by a Turing machine; but ahuman adversary may behave differently; consequently; the practical implication of theimpossibility result remains unclear. The second part of this work is devoted to a solution …,arXiv preprint arXiv:1202.3686,2012,*
Investigation on the Light-Driven Formation Mechanism and Photocatalytic Properties of a Porous Amorphous Titanium Dioxide,CHEN Wei1 WEI Xiao; WANG Jian-Qiang2 WANG Kai-Xue; CHEN Jie-Sheng,A porous amorphous TiO2 has been prepared through a light-driven formation process.Titanium glycolate (TG) synthesized through the solvothermal reaction between titanium (IV)n-butoxide and ethylene glycol is used as a precursor. The irradiation of TG under UV lightleads to the formation of the porous amorphous TiO2. The sample is characterized bypowder X-ray diffraction (XRD); scanning electron microscopy (SEM); transmission electronmicroscopy (TEM) and N2 adsorption/desorption. The results of these characterizationsreveal the porous and amorphous nature of the sample. The transformation mechanism fromTG to amorphous TiO2 under UV light is investigated by X-ray absorption fine structure(XAFS) spectroscopy. Extended X-ray Absorption Fine Structure (EXAFS) and X-rayabsorption near edge structure (XANES) spectra indicate that the transformation from TG …,Chinese Journal of Inorganic Chemistry,2012,*
Some Suggestion on Gasoline Conservation Management Policy-An Empirical Analysis Using Cointegration and Error-Correct Model Techniques,Xiaowie Wang; Wang Ke; Zou Ji; Dongyu Wang,It is of great significance to study gasoline conservation management policies for that thedemand for gasoline continually grow rapidly and the high dependence on oil imports inChina. In this paper; the relationship between gasoline consumption; national income andprice of gasoline is empirically examined using cointegration and error correctiontechniques. And with a comparative analysis; this paper gets conclusions as follows: A one-size-fits-all national management policy is not appropriate for the purpose of gasolineconservation; and the gasoline conservation management policy should pay more attentionto its long-term effects. The management policy of increasing the price of gasoline (such asfuel tax; etc.) is very limited in reducing gasoline consumption; and is not highlyrecommended in most of the provinces. In some province; management measures …,Management and Service Science (MASS); 2011 International Conference on,2011,*
MAP-2 CONCENTRATION IN SERUM OF PATIENTS AFTER TRAUMATIC BRAIN INJURY: INSIGHT INTO THE PATHOPHYSIOLOGICAL MECHANISMS OF THE C...,Stefania Mondello; Andrea Gabrielli; Sheila Catani; Mariagrazia D'Ippolito; Kara Schmid; Frank Tortella; Kevin Wang; Ronald Hayes; Rita Formisano,*,JOURNAL OF NEUROTRAUMA,2011,*
PREOPERATIVE-INDUCED MILD HYPOTHERMIA ATTENUATES BRAIN BIOMARKERS IN A RAT SUBDURAL HEMATOMA MODEL,Shoji Yokobori; Ross Bullock; Shyam Gajavelli; Stefania Mondello; Jixiang Mo; Dancia Scharf; Kevin Wang; Ronald Hayes; Atsushi Sakurai; Satoshi Tomura; Helen Bramlett; Dalton Dietrich,*,JOURNAL OF NEUROTRAUMA,2011,*
NEURONAL AND GLIAL MARKERS IN MICRODIALYSATE AFTER TRAUMATIC AND HYPOXEMIC BRAIN INJURY IN RATS,S Mondello; A Dellarole; R Bullock; A Gabrielli; A Antonio; F Tortella; K Wang; R Hayes,*,SHOCK,2011,*
Privacy Risk In Graph Stream Publishing For Social Network Applications,Nigel Medforth and Ke Wang,*,IEEE International Conference on Data Mining,2011,*
An Efficient Clustering Approach to Web Query Ananymization,Ke Wang Amin Milani Fard,*,International Conference on Security and Cryptography,2010,*
Anonymization with Worst-Case Distribution-Based Background Knowledge,Raymond Chi-Wing Wong; Ada Wai-Chee Fu; Ke Wang; Yabo Xu; Jian Pei; Philip S Yu,Abstract: Background knowledge is an important factor in privacy preserving datapublishing. Distribution-based background knowledge is one of the well studied backgroundknowledge. However; to the best of our knowledge; there is no existing work considering thedistribution-based background knowledge in the worst case scenario; by which we meanthat the adversary has accurate knowledge about the distribution of sensitive valuesaccording to some tuple attributes. Considering this worst case scenario is essentialbecause we cannot overlook any breaching possibility. In this paper; we propose analgorithm to anonymize dataset in order to protect individual privacy by considering thisbackground knowledge. We prove that the anonymized datasets generated by our proposedalgorithm protects individual privacy. Our empirical studies show that our method …,arXiv preprint arXiv:0909.1127,2009,*
Impact parameter and beam energy dependence for azimuthal asymmetry of direct photons and free protons in intermediate energy heavy-ion collisions,Liu Gui-Hua; Ma Yu-Gang; Cai Xiang-Zhou; Fang De-Qing; Shen Wen-Qing; Tian Wen-Dong; Wang Kun,Abstract Hard photon emitted from energetic heavy ion collisions is of very interesting sinceit does not experience the late-stage nuclear interaction; therefore it is useful to explore theearly-stage information of matter phase. In this work; we have calculated the impactparameter and beam energy dependence for azimuthal asymmetry; characterized bydirected transverse flow parameter F and elliptic asymmetry coefficient v 2; of direct photonsand the corresponding free protons in intermediate energy heavy-ion collisions. It is furthershown the anti-correlated azimuthal asymmetry between direct photons and free protons.,Chinese Physics C,2009,*
Design of high polarization and single-mode photonic crystal laser,Wei Chen; Ming-Xin Xing; Gang Ren; Ke Wang; Zhang Ye-Jin Du Xiao-Yu; Wan-Hua Zheng,三角晶格排列的光子晶体微腔中的偶极模式是简并的; 通过改变其晶格的对称性可以消除模式简并. 晶格的整体形变破坏了晶格对称性从而影响光场的分布; 同时还改变了电磁场的偏振分布.晶格整体形变使得简并的偶极模式分离成x 极和y 极偶极模式. 通过计算分析发现分离后的模式具有良好的偏振特性; 从而为实现单偏振光子晶体激光器提供了一种很好的途径.文中针对光子晶体薄板结构的微腔; 主要计算了偶极模中x 极偶极模式在不同拉伸时以及不同填充因子情况下的Q 值; 并分别计算了x 极和y 极偶极模式中辐射场的偏振特性; 其中x极偶极模中得到的Ex 与Ey 分量的强度之比为44; y 极偶极模中得到Ey 与Ex分量的强度之比为27; 故通过晶格的整体形变可以得到很好的高偏振单偶极模.,*,2009,*
Hierarchical Document Clustering,Martin Ester Benjamin C. M. Fung; Ke Wang,*,*,2009,*
FISHy Analysis of Tetraploid Cotton Species,SONG Guo-li; WANG Kun-bo; PENG Ren-hai; WU Qiong; LING Jian; LIU Fang; STELLY David,Please wait a minute... Welcome to Cotton Science！ Search | ADV Search. Home; Aboutus; Instruction; specification; Subscriptions; Advertisement; Contacts Us; 中文. About Journal;Editor-in-chief; Editorial Board; Awards and Honors; Indexed-in; Impect Factor. 论文结构/写作;字词规范; 计量单位; 标点符号; 排版格式/模板; 参考文献格式规范. 广告刊登须知; 广告收费标准.通信地址; 联系编辑; E-mail; 收费标准. Cotton Science 2008; Vol. 20 Issue (2.1) : 116-116 DOI:Article; |. FISHy Analysis of Tetraploid Cotton Species. Abstract; Related Articles; Metrics.Download: PDF(471 KB) Export: BibTeX | EndNote | Reference Manager | ProCite | RefWorks.Issue Date: 01 July 2008. Service. E-mail this article.,Cotton Science,2008,*
Primary Studies on Cotton Telomere,LING Jian; PENG Ren-hai; WANG Kun-bo; WANG Chun-ying; SONG Guo-li; LIU Fang; LI Shao-hui; ZHANG Xiang-di; WANG Yu-hong,Please wait a minute... Welcome to Cotton Science！ Search | ADV Search. Home; About us;Instruction; specification; Subscriptions; Advertisement; Contacts Us; 中文. About Journal;Editor-in-chief; Editorial Board; Awards and Honors; Indexed-in; Impect Factor. 论文结构/写作;字词规范; 计量单位; 标点符号; 排版格式/模板; 参考文献格式规范. 广告刊登须知; 广告收费标准.通信地址; 联系编辑; E-mail; 收费标准. Cotton Science 2008; Vol. 20 Issue (2.1) : 94-94 DOI: Article;|. Primary Studies on Cotton Telomere. Abstract; Related Articles; Metrics. Download: PDF(374KB) Export: BibTeX | EndNote | Reference Manager | ProCite | RefWorks. Issue Date: 01 July2008. Service. E-mail this article. Add to citation manager.,Cotton Science,2008,*
7820P Slow wave effect of 2-D photonic crystal coupled cavity array,D Xiao-Yu; Z Wan-Hua; R Gang; W Ke; X Ming-Xin; C Liang-Hui,*,ACTA PHYSICA SINICA-CHINESE EDITION-,2008,*
EMAP II: A potential biomarker that differentiates traumatic vs. ischemic brain injury,J Dave; C Yao; A Williams; M Lu; R Chen; Z Liao; R Connors; K Wang; R Hayes; F Tortella,*,JOURNAL OF NEUROTRAUMA,2006,*
EMAP II: a potential biomarker for discriminating traumatic versus ischaemic brain injury,C Yao; A Williams; M Lu; R Chen; Z Liao; R Connors; K Wang; R Hayes; F Tortella; J Dave,*,JOURNAL OF NEUROLOGY,2006,*
High throughput immunoblot analysis of differential protein expression in rat brain tissues following penetrating or ischaemic brain injuries,C Yao; A Williams; X Lu; R Chen; Z Liao; R Connors; K Wang; R Hayes; F Tortella; J Dave,*,JOURNAL OF NEUROLOGY,2005,*
Near-neighbor search in pattern distance spaces,Haixun Wang; Chang-Shing Perng; Philip S Yu,Abstract In this paper; we study the near-neighbor problem based on pattern similarity; anew type of similarity which conventional distance metrics such as Lp norm cannot modeleffectively. The problem; however; is important to many applications. For example; in DNAmicroarray analysis; the expression levels of two closely related genes may rise and fallunder different external conditions or at different time. Although the magnitude of theirexpression levels may not be close; the patterns they exhibit over the time or under differentconditions can be very similar. In this paper; we measure the distance between two objectsby pattern similarity; ie; whether the two objects exhibit a synchronous pattern of rise and fallunder different conditions. We then present an efficient algorithm for near-neighbor searchbased on pattern similarity; and we perform tests on several real and synthetic data sets …,*,2005,*
Electrochemical Characteristics of Silicon/Carbon Composite Anodes for Rechargeable Lithium Batteries,Baofeng WANG; Jun YANG; Jingying XIE; Ke WANG; Zhongsheng WEN,Pyrolysis of polyvinyl chloride (PVC); in which fine graphite and silicon powders arehomogeneously dispersed; produces a new type of silicon/carbon composite host forreversible lithium insertion and extraction. As anode material for lithium ion cells; its cyclingcapacity reaches about 700 mAhEg| 1 at 0.2 C charging rate. The capaci ty retention at the30th cycle is about 90÷ against the first cycle; much better than that of pure silicon electrode.A little higher insertion potential of the composites than commercialized CarbonaceousMesophase Spherules (CMS; similar to MCMB) anode material enhances the charging ratecapability and operating safety of the cells. The available capacity is about 450 mAhEg| 1 at2 C rate for the composite; but it is below 100 mAhEg| 1 for CMS. This paper examines theinfluence of organic precursors; silicon particle size and current collectors on the …,Journal of the Ceramic Society of Japan; Supplement Journal of the Ceramic Society of Japan; Supplement 112-1; PacRim5 Special Issue,2004,*
A partial pre-computation of aggregates for MOLAP databasecby Chao Li.,Chao Li,ABSTRACT Partial pre-computation for OLAP (On-Line Analytic Processing) databases hasbeen a popular research topic in recent years. Obviously; a partial pre-computation schemeshould be chosen such that the answering time of a particular query workload is optimised.The query workload of an OLAP application is the set of queries users expect. Most of thepapers published only deal with the optimisation for the workload of views within the contextof ROLAP (Relational OLAP). The partial pre-computation schemes optimised for viewshave been criticized for lack of support to ad-hoc querying and that a view may be too largea unit for pre-computation for queries that fetch very small answers. In this thesis; we studythe problem of partial pre-computation for the workload of point queries; which is suited forMOLAP (Multidimensional OLAP) systems. The point queries in our workload are range …,*,2003,*
Mining Frequent Item Sets by Opportunistic Projection,Junqiang Liu Yunhe Pan; Ke Wang; Jiawei Han,ABSTRACT In this paper; we present a novel algorithm OpportuneProject for miningcomplete set of frequent item sets by projecting databases to grow a frequent item set tree.Our algorithm is fundamentally different from those proposed in the past in that itopportunistically chooses between two different structures; arraybased or tree-based; torepresent projected transaction subsets; and heuristically decides to build unfiltered pseudoprojection or to make a filtered copy according to features of the subsets. More importantly;we propose novel methods to build tree-based pseudo projections and array-basedunfiltered projections for projected transaction subsets; which makes our algorithm bothCPU time efficient and memory saving. Basically; the algorithm grows the frequent item settree by depth first search; whereas breadth first search is used to build the upper portion …,*,2002,*
Weakly independent database schemes,Ke Wang; Weining Zhang; Siu-Cheung Chau,Abstract. Independent database schemes are best known to have constraints enforcedglobally by enforcing them locally in individual relations; and therefore are highly desirablein an updates-busy and distributed environment. However; independence excludes alldatabase schemes with interrelational functional dependencies and therefore is too strong acondition. In this paper; a natural generalization of independent schemes along this line;called weakly independent schemes; is defined. A database scheme is weakly independentwith respect to a set of embedded functional dependencies if the constraints can beenforced globally by enforcing local as well as interrelational functional dependencies.(a) Acharacterization of the weak independence and an exponential time test (in the number offunctional dependencies) are presented.(b) Two polynomial time conditions are also …,Acta Informatica,1997,*
