Synthesis of N-doped graphene by chemical vapor deposition and its electrical properties,Dacheng Wei; Yunqi Liu; Yu Wang; Hongliang Zhang; Liping Huang; Gui Yu,To realize graphene-based electronics; various types of graphene are required; thus;modulation of its electrical properties is of great importance. Theoretic studies show thatintentional doping is a promising route for this goal; and the doped graphene might promisefascinating properties and widespread applications. However; there is no experimentalexample and electrical testing of the substitutionally doped graphene up to date. Here; wesynthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We findthat most of them are few-layer graphene; although single-layer graphene can beoccasionally detected. As doping accompanies with the recombination of carbon atoms intographene in the CVD process; N atoms can be substitutionally doped into the graphenelattice; which is hard to realize by other synthetic methods. Electrical measurements show …,Nano letters,2009,1910
Synthesis of cADPR and NAADP by intracellular CD38 in heart: role in inotropic and arrhythmogenic effects of beta-adrenoceptor signaling,WK Lin; M Maciejewska; EL Bolton; Y Wang; F O'brien; M Ruas; M Lei; R Sitsapesan; A Galione; DA Terrar,*,CARDIOVASCULAR RESEARCH,2016,*
Clinical and Angiographic Outcomes of Endovascular Treatment for Ruptured Posterior Circulation Cerebral Aneurysms,Jihui Liu; Xinguo Li; Shengxue Sun; Yunjie Wang; Peizhuo Zang,Page 1. Turk Neurosurg 26(4): 513-517; 2016 | 513 Corresponding author: Peizhuo ZANGE-mail: pzzang@mail.cmu.edu.cn Original Investigation DOI: 10.5137/1019-5149.JTN.6570-12.1 Received: 26.5. 2012 / Accepted: 12.11.2012 Published Online: 21.03.2016 Jihui LIU;Xinguo LI; Shengxue SUN; Yunjie WANG; Peizhuo ZANG The First Affiliated Hospital of ChinaMedical University; Department of Neurosurgery; Shenyang; China Clinical and AngiographicOutcomes of Endovascular Treatment for Ruptured Posterior Circulation Cerebral AneurysmsABSTRACT ISUIA; but data was limited (16). A therapeutic advantage in posterior circulationaneurysms was apparent in large aneurysms (diameter; 13–24 mm) and poor outcomes wereassociated with aneurysm size and patient age (13) …,Turkish neurosurgery,2016,*
Preliminary report of bird road kills in the Changbai Mountain Nature Reserve in China,Zheng-Ji Piao; Yun Wang; Chao Wang; Zhuo-Cong Wang; LUO Yu-Mei; JIN Yong-Huan; SUI Ya-Cheng,Abstract. Bird road kills and roadside bird abundances were investigated along 3 roadsaround the Changbai Mountain Nature Reserve area; using sample line transects whichwere conducted from 2007 to 2013. A total of 462 birds; belonging to 41 species; were killedby cars; which accounted for 56.94% of roadside species richness. Road kills where mostlyrecorded from April to October; while a decreasing tendency in road kill occurrences wasobserved over the timeframe of this study. The highest mortalities attributed to road kills wereobserved for shrub birds; followed by forest birds. Bird road kills was significantly correlatedwith bird roadside abundance; the perpendicular distance to the highway; and the frequencyof birds crossing the highway. Results from this study will contribute to recommendationsand management policies for protective countermeasures to reduce bird road kills in the …,North-Western Journal of Zoology,2016,*
211 Genetic variants in the Wnt pathway genes NFATC1 and PLCB1 predict melanoma survival,Q Shi; H Liu; C Li; Y Wang; Z Liu; C Amos; J Lee; Q Wei,*,Journal of Investigative Dermatology,2016,*
Role of Monokine Induced by Interferon Gamma in Discrimination and Prognosis of Patients With Chagas' Disease and Idiopathic Dilated Cardiomyopathy,Adnan Khan; Yong Wang; Heinz-Peter Schultheiss; V Moreira Maria da Consolacao; Thomas Walther,Aims: Monokine induced by interferon gamma (MIG) is a chemokine that has been found toincrease in the myocardium of mice infected with Trypanosoma cruzi. It is not known whetherMIG is regulated in patients with Chagas' disease (CD) and idiopathic dilatedcardiomyopathy (DCM). Therefore; we aimed to investigate the possible diagnostic and/orprognostic value of MIG in these patients. Methods and Results: In this prospective cohortstudy; MIG was measured in patients with CD (n= 93) and DCM (n= 47) and in healthycontrol subjects (n= 24). MIG was found to be significantly increased in patients with CD andadvanced heart failure (New York Heart Association III–IV). Although no significant increasein MIG levels was observed in patients with DCM; there was a significant correlationbetween MIG and left ventricular ejection fraction in patients with DCM. In contrast …,Journal of cardiovascular pharmacology,2016,*
Mathematical Biology,Martin Rasmussen; Alan Hastings; Matthew J Smith; Folashade B Agusto; Benito M Chen-Charpentier; Forrest M Hoffman; Jiang Jiang; Katherine EO Todd-Brown; Ying Wang; Ying-Ping Wang10; Yiqi Luo,Abstract We develop a theory for transit times and mean ages for nonautonomouscompartmental systems. Using the McKendrick–von Förster equation; we show that themean ages of mass in a compartmental system satisfy a linear nonautonomous ordinarydifferential equation that is exponentially stable. We then define a nonautonomous versionof transit time as the mean age of mass leaving the compartmental system at a particulartime and show that our nonautonomous theory generalises the autonomous case. We applythese results to study a nine-dimensional nonautonomous compartmental system modelingthe terrestrial carbon cycle; which is a modification of the Carnegie–Ames–Stanfordapproach model; and we demonstrate that the nonautonomous versions of transit time andmean age differ significantly from the autonomous quantities when calculated for that …,J. Math. Biol,2016,*
Deformation and Crystallographic Preferred Orientation of Two-phase Lower Mantle Mineral Analogs: Implications for Seismic Anisotropy in the Lower Mantle,PM Kaercher; LM Miyagi; W Kanitpanyacharoen; E Zepeda-Alarcon; Y Wang; D Parkinson; R Lebensohn; F DeCarlo; HR Wenk,Abstract Geodynamic models predict large strains due to convection in the mantle; andpolycrystal plasticity simulations suggest strong crystallographic preferred orientation (CPO);yet much of the lower mantle is observed to be mostly isotropic. However; these modelsignore interaction among phases; which is important for the lower mantle; estimated to becomposed of~ 25% soft ferropericlase (Mg; Fe) O and~ 70% harder bridgmanite (MgSiO3).Here we consider deformation of these two lower mantle mineral phases together and lookat the microstructure to find whether soft ferropericlase becomes interconnected and acts asa lubricant between harder bridgmanite grains or if ferropericlase is largely disconnectedleaving deformation to be absorbed by bridgmanite. We quantify how the volume percent offerropericlase might affect deformation and CPO development in the lower mantle. We …,AGU Fall Meeting Abstracts,2015,*
Photocyclization and Photoaddition Reactions of Arylphenols via Intermediate Quinone Methides,Matthew Lukeman; Hilary Simon; Peter Wan; Yu-Hsuan Wang,A series of five benzannelated derivatives of 2-phenylphenol were prepared; and theirphotochemistry was investigated. Two of these (3-phenyl-2-naphthol; 10; and 1-phenyl-2-naphthol; 11) were photoinert. For 2-(1-naphthyl) phenol (12) and 1-(1-naphthyl)-2-naphthol(13); ESPT took place to either the 2′-position or the 7′-position of the naphthalene ring togive quinone methides (QMs) that underwent either reverse proton transfer (RPT) orelectrocyclic ring closure to give dihydrobenzoxanthenes. The intermediate QMs for 12 and13 were detected and characterized by laser flash photolysis. For 2-(9-phenanthryl) phenol(14); ESPT took place either to the 5′-position to give a QM that underwent quantitativeelectrocyclic ring closure to give the corresponding benzoxanthene or to the 10′-position togive a QM that underwent RPT. If the solution contained methanol; the QM produced on …,The Journal of organic chemistry,2015,*
Personal and Environmental Correlates of Physical Function in China's Older Adults,DM Wang; YC Chen; B Cooper; N Morrow-Howell; G Chen,Read 'Personal and Environmental Correlates of PhysicalFunction in China's Older Adults' on Ovid Insights.,Journal of the American Geriatrics Society,2015,*
High Dose Vitamin D-induced Accelerated Vascular Calcification Is Associated With Arterial Macrophage Infiltration And Elevation Of Tlr4 Expression,JH Zhou; YM Wang; DC Harris; H Medbury; H Williams; AM Durkan; G Elder; S Chadban; H Wu; GY Zhang; SI Alexander; VW Lee,Read 'HIGH DOSE VITAMIN D-INDUCED ACCELERATED VASCULARCALCIFICATION IS ASSOCIATED WITH ARTERIAL MACROPHAGEINFILTRATION AND ELEVATION OF TLR4 EXPRESSION' on Ovid Insights.,Nephrology,2015,*
Experimental design of a FICA antenna,Yong Wang; Scott Langdon,Experimental design of a FICA antenna is presented. The FICA antenna is first simulatedusing the FDTD method for selected factors which may affect the performance of theantenna. The most sensitive factors and their interactive effects are identified by using thedesign of experiments (DOE) technique. In addition; the estimate formulations of the outputparameters for characterizing antenna performance are given by using the DOE results. Theoutput parameters are finally optimized by the particle swarm method and the optimizationdesign is verified by the FDTD simulation.,Antennas and Propagation & USNC/URSI National Radio Science Meeting; 2015 IEEE International Symposium on,2015,*
Antibacterial activities of different solvent fractions of Lysionotus pauciflorus.,ZhiYong Wang; Feng Jiang; Hong Xu; Ke Xu,Abstract: Objective: To research the antibacterial activities of different solvent fractions ofLysionotus paucifloru. Methods: Microbial sensitivity test in vitro was used to detect theantibacterial effects in vitro of different solvent fractions of L. pauciflorus. Results: n-butanolhad inhibitory effects on Escherichia coli; Staphylococcus aureus and Pasteurella multocida.Among them; its inhibitory effects on E. coli was the most significant; the inhibitory zonediameter and the minimum inhibitory concentration were 10.39 mm and 3.2 mg/mL;respectively. Ethyl acetate fraction had antibacterial effects on all tested strains; especiallyon S. aureus. Its inhibitory zone diameter and the minimum inhibitory concentration were12.31 mm and 0.8 mg/mL; respectively. However; Petroleum ether had relatively weakinhibitory effects on S. aureus. Water fraction had certain inhibitory effects on E. coli and P …,Medicinal Plant,2015,*
Beta Blockers Prevent Correlation of Plasma ACE2 Activity With Echocardiographic Parameters in Patients With Idiopathic Dilated Cardiomyopathy,Yong Wang; V Moreira Maria da Consolação; Silvia Heringer-Walther; Heinz-Peter Schultheiss; Wolf-Eberhard Siems; Niels Wessel; Thomas Walther,Abstract: Plasma angiotensin-converting enzyme (ACE) 2 activity has been demonstrated tobe an independent prognostic marker in Chagas' disease; equally potent as B-typenatriuretic peptide. This study aimed to investigate the prognostic potency of circulatingACE2 activity in patients with idiopathic dilated cardiomyopathy (DCM). Blood samples werewithdrawn from patients with idiopathic DCM and healthy control subjects. The DCM patientswere subdivided into 2 groups according to their New York Heart Association classification.The plasma ACE2 activity was measured by a fluorescence method. Plasma ACE2 activitywas significantly increased in DCM patients; correlating with clinical severity. It wascorrelating with echocardiographic parameters in patients with DCM. Furthermore; plasmaACE2 activity had the potency to predict cardiac death and heart transplantation …,Journal of cardiovascular pharmacology,2015,*
Does incubation matter when copying equity funds in China?,Yaping Wang; Miyoun Paek; Kwangsoo Ko,This study investigates the impact of incubation on the effectiveness of copycat funds in thelargest emerging market; China. The empirical findings are as follows. First; unlike the US;the overall findings exclude the possibility of successfully copying equity funds in China.Second; an advisory company's fund incubation makes it harder to free-ride on new fundsthan old funds. Third; incubation is generally undertaken for new funds in a bullish market sothat copycat returns of new-minus-old funds have a negative correlation with market returns.Fourth; the effect of long Chinese Lunar Year holiday impairs the performance of primitivefunds; consequently; copying is effective in January and February. Finally; logit analysisshows that copying is successful for those funds with low performance and low turnoverratios.,한국재무학회 학술대회,2014,*
PERSONAL AND ENVIRONMENTAL CORRELATES OF PHYSICAL ACTIVITY IN CHINA'S OLDER ADULTS,D Wang; Y Chen; B Cooper; N Morrow-Howell; G Chen,*,GERONTOLOGIST,2014,*
Abstract LB-310: Single cell genome sequencing reveals clonal stability and diversity in breast cancer,Yong Wang; Nicholas Navin; Jill Waters; Marco Leung; Anna Unruh; Xiuqing Shi; Whijae Roh; Ken Chen; Paul Scheet; Selina Vattathil; Han Liang; Asha Multani; Hong Zhang; Funda Meric-Bernstam; Franziska Michor; Rui Zhao,Human breast cancers often display intratumor genomic heterogeneity. This clonal diversityconfounds the clinical diagnosis and basic research of cancer; because single samples maynot represent that tumor as a whole. Sequencing breast tumor cohorts en masse hasidentified many prevalent mutations; but has limited ability for resolving subclonal diversity.Here; we developed a whole-genome and exome single-cell sequencing approach (Nuc-Seq) using G2/M cells. To validate our method; we applied Nuc-Seq to sequence the wholegenomes of two single cells from a genetically monoclonal breast cancer cell line (SK-BR-3)at high coverage depth (61X±5 sem; n= 2) and breadth (83.70%±3.40 sem; n= 2) to detectsomatic mutations. Our analysis suggests that Nuc-Seq generates low allelic dropout rates(9.73%±2.19%) and low false positive error rates for point mutations (FPR= 1.24 e-6). We …,*,2014,*
Classification of imbalanced PubChem BioAssay data using an efficient algorithm coupled with synthetic minority over-sampling technique,Ming Hao; Yanli Wang; Stephen H Bryant,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2014,*
NCBI PubChem BioAssay Database,Yanli Wang; Stephen H Bryant,NCBI's PubChem BioAssay database (1-5)(http://pubchem. ncbi. nlm. nih. gov) is a publicrepository for archiving biological tests of small molecules and siRNA reagents. Smallmolecule bioactivity data contained in the BioAssay database consist of informationgenerated through high-throughput screening experiments; medicinal chemistry studies;chemical biology research; as well as literature curation. In addition; the BioAssay databasecontains data from RNAi screens against targeted genes or complete genomes aiming toidentify critical genes responsible for a biological process or disease condition. BioAssaydata continue to grow rapidly and are integrated with the rest of the NCBI resources; makingPubChem a widely used public information system for accelerating chemical biologyresearch and drug development.The mission of the PubChem resource is to deliver free …,*,2014,*
Heat transfer enhancement of single-phase flow and flow boiling in microchannels—An experimental study,Yingying Wang,Abstract To meet the requirement of extremely high heat flux removal in the futuregeneration electronic devices; heat transfer enhancement techniques; specifically pin-finsentrenched in microchannel and jet injection to crossflow; were experimentally investigatedin microchannel in the current study. Microchannel devices with different pin fin geometrieswere designed and fabricated using MEMS techniques in a cleanroom environment. A 1 x 1mm 2 heater; made of Titanium film; was positioned behind the pin fin; used as a resistancetemperature detector (RTD) to measure the area-averaged temperature at one side of themicrochannel wall. Micro particle image velocimetry (&mgr; PIV) technique was used toobserve flow structure downstream of a pillar; furthermore; a normalized parameter;turbulent kinetic energy (TKE) representing the intensity of velocity fluctuation; was …,*,2014,*
The Analysis of Performance of the Professional Lady Golfers from 2000 to 2012 Years,Yao-Tsung Wang; Gi-Sheng Hsu; Chuan-Chuan Huang; Yung-Cheng Lai,Golf has been regarded as one of the most popular sports in the world. Being included in2016 Olympic Games has greatly benefited promoting and developing this sport.Domestically; female golfers outstand male golfers in many international competitions. Forthis reason; this study analyzed and discussed the performance of the lady golfers who wereranked top 70 by Lady Professional Golf Association from 2000 to 2012 year and also thefactors which influenced their performance. It was hoped that this analysis would providesome reference to the lady golfers who intend to participate in international competitions.The results showed that Greens in Regulation was the most important variable whichinfluenced the putting of the players; and the secondary is Putting Average. Therefore; whenplanning their training; they should firstly take the two variables into account; and further …,*,2014,*
The Study of Sport Commitment for Long-Distance Runners,Gi-Sheng Hsu; Chun-Ping Ma; Yao-Tsung Wang; Chien-Hsun Chen,The purpose of this study were:(1) to compare the differences of sport commitment andrelated factors for male and female long-distance runners;(2) to compare the differences ofsport commitment and related factors for long-distance runners who participated for differentdistance;(3) to explore the factors that can predict sport commitment for long-distancerunners. A total of 358 long-distance runners who participated in 2013 Kin-Men Marathonwere served as participants. All participants were asked to complete the demographic dataand the inventory of sport commitment. The one-way MANOVA and stepwise multipleregression statistics methods were used to analyze all collected data. The results from thecurrent study indicated that:(1) male long-distance runners had higher score in personalinvestment and social constraint than female long-distance runners.(2) runners who …,*,2014,*
ANTIPROLIFERATIVE ACTIVITY OF PHOTOGENERATED QUINONE METHIDES FROM ANTHRACENE DERIVATIVES,Nikola Basarić; Đani Škalamera; Kata Mlinarić-Majerski; Marijeta Kralj; Lidija Uzelac; Irena Martin-Kleiner; Yu-Hsuan Wang; Peter Wan,Quinone methides (QMs) are important reactive intermediates that have attracted significantscientific interest owing to their reactivity with DNA [1] and proteins [2]. QMs can bephotogenerated under mild conditions; enabling spatial and temporal control of the process;which is particularly applicable to biological systems. Moreover; it has been demonstratedthat QMs generated in the photo-dehydration or photo-deamination reactions induceantiproliferative action in human cancer cell lines [3]. However; for real biologicalapplications; QMs should be photogenerated with visible or near IR light. Herein; we reportinvestigation of photochemical reactivity of two series of anthracene derivatives that onexcitation with near-visible light (λ> 350 nm) give QMs. The first series of compounds are 2-anthrol derivatives 1a-1d that undergo photo-dehydration or photo-deamination; 1e [4] …,XXV IUPAC Symposium on Photochemistry,2014,*
Adenine-induced Chronic Kidney Disease Is Associated With Arterial Macrophage Infiltration And Medial Vascular Calcification,J Zhou; Y Wang; DC Harris; H Medbury; H Williams; AM Durkan; SI Alexander; V Ws Lee; TK Tan; M Hu; LD Wang; A Sawyer,Read 'ADENINE-INDUCED CHRONIC KIDNEY DISEASE IS ASSOCIATED WITH ARTERIALMACROPHAGE INFILTRATION AND MEDIAL VASCULAR CALCIFICATION' on Ovid Insights.,Nephrology,2013,*
Cx3cr1-dec205 Dc-targeted Dna Vaccine Induces Specific Antibodies And Limits Atherosclerosis And Macrophage Infiltration In The Apo-e Knockout Mouse Model...,J Zhou; YM Wang; V Ws Lee; GY Zhang; H Medbury; H Williams; Y Wang; D Ch Harris; SI Alexander; AM Durkan,Read 'CX3CR1-DEC205 DC-TARGETED DNA VACCINE INDUCES SPECIFIC ANTIBODIESAND LIMITS ATHEROSCLEROSIS AND MACROPHAGE INFILTRATION IN THE APO-EKNOCKOUT MOUSE MODEL OF ATHEROSCLEROSIS' on Ovid Insights.,Nephrology,2013,*
Post chemical mechanical polishing etch for improved time dependent dielectric breakdown reliability,*,Disclosed are a damascene and dual damascene processes both of which incorporate theuse of a release layer to remove trace amounts of residual material between metalinterconnect lines. The release layer is deposited onto a dielectric layer. The release layercomprises an organic material; a dielectric material; a metal or a metal nitride. Trenches areetched into the dielectric layer. The trenches are lined with a liner and filled with a conductor.The conductor and liner materials are polished off the release layer. However; traceamounts of the residual material may remain. The release layer is removed (eg; by anappropriate solvent or wet etching process) to remove the residual material. If the trench isformed such that the release layer overlaps the walls of the trench; then when the releaselayer is removed another dielectric layer can be deposited that reinforces the corners …,*,2013,*
PubChem DataDicer: A data warehouse for rapid querying of bioassay data,Lewis Y Geer; Lianyi Han; Siqian He; Yanli Wang; Evan E Bolton; Stephen H Bryant,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2013,*
Monitoring the spatial distribution and the evolution of tropospheric ozone in Eastern Asia with IASI,Gaëlle Dufour; Maxim Eremenko; Juan Cuesta; Gilles Forêt; Matthias Beekmann; Masayuki Takigawa; Yong Wang; Zhaonan Cai; Yi Liu; Jean-Marie Flaud,Abstract Air quality monitoring from space gives a helpful complement to in situmeasurements and regional chemical transport models (rCTM) in order to draw a morecomprehensive picture of pollution processes. In the case of tropospheric ozone importantprogresses in the field of atmospheric sounding from space have been accomplished duringthe last decade; especially with thermal infrared (TIR) space-borne instruments. We primarilyuse IASI observations over Eastern Asia for monitoring distributions of ozone in the lowertroposphere from the regional to the continental scale for air quality concerns. We combineIASI ozone observations with rCTM simulations in order to evaluate the processes thatcontrol the spatial and temporal distribution of lower tropospheric ozone; especially whenlarge ozone amounts are observed. The part of the dynamical processes (vertical …,EGU General Assembly Conference Abstracts,2013,*
Control of intonation in HMM based text-to-speech systems,Yongxin WANG; Jia JIA; Yuchen ZHANG; Lianhong CAI,Intonation is an important research topic in speech analysis and synthesis; with acomputable intonation model as the key to achieving intonation control in synthesizedspeech. This study analyzes the pitch movement of syllables in a sentence to describe theintonation patterns in Chinese sentences. Declarative sentences have downward pitcheswhile interrogative sentences raise the pitches and have more elaborate pitch contours. Aunified intonation representation is then given with an intonation pattern difference model forinterrogative and declarative sentences. The model is used to control sentence intonation ina hidden Markov model (HMM) for speech synthesis. Tests show that this unified intonationrepresentation can produce the different declarative intonations and the intonation patterndifference between interrogative and declarative intonation. More expressive speech is …,Journal of Tsinghua University (Science and Technology),2013,*
Study on the separation of lipoxygenase by macroporous adsorption resin,Jing-fang YAN; Yu-xin GUO; Hong-xia WANG; Xiao-wei SHI; Chun LI; Zhao-xin LU; Yu-feng WANG,As a kind of green food catalyst; lipoxygenase exists widely in plants and microorganisms.The method of macroporous resin was chosen to separate lipoxygenase from its fermentedproduct of the genetic engineering bacteria PET-32a-ana-LOX. The results showed that theHPD600 resin had a strong selective adsorption ability to lipoxygenase. When the sampleamount of 4.3 BV; the concentration of 4.026 mg/mL; and adsorption flow rate of 1.0 BV/hwas adopted; its adsorption rate was 96.8%. When the compound eluent (ratio of ethanol toethyl acetate; 1); its amount of 33.3 BV and rate of 4.0 BV/h was operated; its elution rate;yield and specific activity was 94.8%; 95.0% and 6.2 times respectively; which could providescientific references for the lipoxygenase production.,Science and Technology of Food Industry,2013,*
OOIS 2001: 7th International Conference on Object-Oriented Information Systems 27–29 August 2001; Calgary; Canada,Xingxu Wang; Shushma Patel; Ronald Johnston,Welcome to 00lS'01 and Calgary! This is the 7th International Conference on Object-Oriented Information Systems (OOlS) that focus on Object-Oriented and Web-BasedFrameworks for Information Systems. In the last few years we've seen significant newdevelopment in this field; from one-off design technologies to reusable frameworks; and fromweb applications to bioinformatic systems. We perceive that information processing is one ofthe most important activities of human beings. Object-orientation and frameworks have beenthe main-stream technologies for design and implementation of large-scale and complexinformation systems. Recent research advances and industrial innovations in informationsystems modeling and Internet applications have explored the new trends in shiftinginformation system vendors from component and system developers to services providers …,*,2012,*
Wildlife Crossing Zones along the Ring Changbai Mountain Scenic Highway; China,Yun Wang; Zhengji Piao; Lei Guan; Haifeng Li; Qilin Li; Yayi Lu; Lei Gao; Jiding Chen,Abstract The 84-km long Changbai Mountain scenic Ring highway encircles and bisects thenature reserve. With the expected increasing traffic flow; increased wildlife vehicle collisionsand barrier effects are likely. In order to identify wildlife crossing zones and future protectivemeasurement; the authors carried out 10 wildlife highway crossing surveys during the winterin 2008-2009. For each 5-km section; the authors recorded highway crossings of allsmall/mid-sized and large mammals and one large protected bird species; the hazel grouse(Bonasa bonasia) and noted snow depth and the dominant vegetation type. The authorsdetected 12 mammal species and one avifauna species crossing the highway 502 times.The smallest of mammal was the Eurasian red squirrel (Sciurus vulgaris). Large mammalsdetected included the wild boar (Sus scrofe)(64) and brown bear (Ursus arctos)(1). The …,Journal of Life Sciences,2012,*
An unvoiced/voiced duration adjustment algorithm based on context features in mandarin TTS,Yongjin So; Yongxin Wang; Lianhong Cai,*,China Sciencepaper/Zhongguo Keji Lunwen,2012,*
The Virtually Mature BNP1-32 Is a Precursor for the Biologically More Active BNP1-30,Anja Schwiebs; Yong Wang; Xudong Zhu; Wolf E Siems; Thomas Walther,The mature B-type natriuretic peptide (BNP1-32); mainly released from ventricularmyocardium; has antifibrotic effects and exerts vasorelaxant and natriuretic activity leadingto a reduction of blood volume and pressure. Thus; BNP is used as a drug for the treatmentof decompensated heart failure. Here we show the discovery of a new murine BNPmetabolite; BNP1-30; exerting higher biological activity compared to the mature BNP1-32; invitro and in vivo. By mass spectrometric analysis of murine lung tissues incubated with BNP1-32 and of elution fractions of BNP1-32-perfused livers; we discovered a distinct BNP1-32cleavage product; identified as the C-terminally truncated BNP1-30. We identified endothelin-converting enzyme (ECE) as the peptidase generating BNP1-30 from BNP1-32 by thehydrolysis of the two C-terminal leucine. This new metabolite is significantly more efficient …,*,2012,*
Abstract 9,Anja Schwiebs; Yong Wang; Xudong Zhu; Wolf E Siems; Thomas Walther,Read 'Abstract 9' on Ovid Insights.,Circulation Research,2012,*
Label transform based cross-language speaker adaptation in bilingual (Mandarin-English) TTS,Yongjin So; Jia Jia; Yongxin Wang; Lianhong Cai,This paper studies the cross-language speaker adaptation for HMM-based speechsynthesis. To solve the problem when the adaptation data and the main corpus are not in thesame language; we proposed a label transform based cross-language speaker adaptationapproach. In order to transform the phone sequence between English and Chinese; a newMandarin-English phonetic alphabet-HCSIPA is designed. Then; in addition to the traditionalKullback-Leibler Divergence; a phoneme similarity measure: AMD; which take articulationdifference into account; is proposed to get the similarity between phonemes. Finally; aperception-based phoneme mapping strategy is implemented to increase the mappingaccuracy between Mandarin and English phonemes. The perceptual tests verify therationality of our approach. The adapted speeches have high natural quality; and are …,Audio; Language and Image Processing (ICALIP); 2012 International Conference on,2012,*
Screening Key Genes Associated with the Development and Progression of Nonsmall Cell Lung Cancer Based on Gene-enrichment Analysis and Meta-analysis.,Wenwu HE; Lei XIAN; Yongyong WANG; Yanling HU; Mingwu CHEN,Abstract Background and objective Non-small cell lung cancer (NSCLC) is one of the mostcommon malignant tumors; however; its causes are still not completely understood. Thisstudy was designed to screen the key genes and pathways related to NSCLC occurrenceand development and to establish the scientific foundation for the genetic mechanisms andtargeted therapy of NSCLC. Methods Both gene set-enrichment analysis (GSEA) and meta-analysis (meta) were used to screen the critical pathways and genes that might becorretacted with the development and progression of lung cancer at the transcription level.Results Using the GSEA and meta methods; focal adhesion and regulation of actincytoskeleton were determined to be the more prominent overlapping significant pathways. Inthe focal adhesion pathway; 31 genes were statistically significant (P&lt; 0.05); whereas in …,Chinese Journal of Lung Cancer,2012,*
Intention understanding based on multi-source information integration for Chinese Mandarin spoken commands,Jia Jia; Yongxin Wang; Zhu Ren; Lianhong Cai,In this paper; we address the problem of Intention understanding for Chinese Mandarinspoken commands. Unlike the previous works; we propose an intention understandingapproach including not only the detection of command content; but also the detection ofuser's affective state. For command content detection; we propose a strategy of keywordcombinations analysis using concept restrictions; based on N-best speech recognitionresults. For affective state detection; we propose a method of multi-source informationintegration in decision level; using a weighted maximum confidence score to get a highreliability for both acoustic features and speech recognized text. Experimental results showsatisfactory effectiveness in command content detection; while combining multi-sourceinformation improves the performance of affective state detection.,Fuzzy Systems and Knowledge Discovery (FSKD); 2012 9th International Conference on,2012,*
Effect of Reconstruction and Expansion of Tourist Highway Circumscribing Changbai Mountain on Landscape Pattern,Shiyuan Zhao; Jiding Chen; Yaping Kong; Yun Wang; Mingjian Wei,Abstract Based on the reconstruction and expansion of the tourist highway whichcircumscribing Changbai Mountain; ETM+ remote sensing data of various landscape typeswere extracted. The changes of landscape pattern indices of different buffer zones werecalculated by landscape ecology software Frasgstats3. 3 to quantitatively analyze thelandscape pattern affected by reconstruction and expansion of the road. The results showthat (1) the reconstruction and expansion lead to patch density; Shannon-Wiener index andsplitting index of different buffer zones increase while largest patch index and landscapecontagion index decrease;(2) the variation range of each landscape index decreases withbuffering distance increases after the reconstruction and expansion of the road;(3) thereconstruction and expansion of this highway caused fragmentation of the landscape and …,Journal of Highway and Transportation Research and Development (English Edition),2012,*
Temporal and Spatial Distribution and Development Trend of Tourist Flows in Scenic Spot North Slope of Changbai Mountain,Nai-wei HUANG; Jun TANG; Peng JIANG; Chao WANG; Zheng-ji PIAO; Yu-mei LUO; Hui JIN; Zhuo-cong WANG,Temporal and spatial characteristics; scenic area pressure and passengers seasondistribution of tourist flows had been studied by collecting the number of tourists and scenicarea field survey of north scenic area of Changbai Mountain. Management countermeasuresof scenic area were proposed. And bearing capacity and the future development trend ofChangbai Mountain scenic area were analyzed.,Journal of Beihua University (Natural Science),2012,*
Resonance Rayleigh Scattering Spectrometric Determination of Anionic Surfactants Based on the Reaction with Thionin,Zhi-yong WANG; Hong XU,In a BR buffer medium of pH2. 36; an appropriate amount of anionic surfactant (SDBS; SDSor SLS) sample solution was reacted with 1.0 mL of 1.0× 10-4mol· L-1 thionin solution in atotal volume of 10 mL; to form an ion association complex; of which the intensity ofresonance Rayleigh scattering (IRRS) was measured at the wavelength of 655 nm. Valuesof ΔIRRS (difference between values of IRRS of sample and blank) was found to keep linearrelationships with values of mass concentration of 3 anionic surfactants in the ranges of 0.05-3.0 mg· L-1 for SDBS; 0.5-3.0 mg· L-1 for SDS and 1.0-5.0 mg· L-1 for SLS; with limits ofdetection (3S/N) of 0.017; 0.166 and 0.571 mg· L-1 respectively. The proposed method wasapplied to the determination of SDBS in samples of 2 CRM′ s and 2 samples ofenvironmental water; results obtained by this method were found to check quite well with …,Physical Testing and Chemical Analysis (Part B: Chemical Analysis),2012,*
