Introduction to data mining,Pang-Ning Tan,*,*,2006,10141
Progressive Frequent and Infrequent Patterns and Their Significant Milestones,Qian Wan; Aijun An,ABSTRACT A transaction database usually consists of a set of timestan1ped transactions.Mining frequent patterns in transaction databases has been studied extensively in datamining research. However; n1ost of the existing frequent pattern mining algorithms (such asApTi07 't and FP-growth) do not consider the time stamps associated with the transactions.In this paper; we extend the existing frequent pattern mining framework to take into accountthe time stamp of each transaction and discover patterns whose frequency dramaticallychanges over time. V\/e deﬁne a new type of patterns; called progressive patterns; to capturethe dynamic behavior of frequent patterns in a transaction database. Progressive patternsinclude both progressive frequent and progressive infrequent patterns. Their frequenciesincrease/decrease dramatically at some time point of a transaction database. We …,*,2007,*
Translation and rotation invariant mining of frequent trajectories: application to protein unfolding pathways,Alexander Andreopoulos; Bill Andreopoulos; Aijun An; Xiaogang Wang,Abstract We present a framework for mining frequent trajectories; which are translatedand/or rotated with respect to one another. We then discuss a multiresolution methodology;based on the wavelet transformation; for speeding up the discovery of frequent trajectories.We present experimental results using noisy protein unfolding trajectories and syntheticdatasets. Our results demonstrate the effectiveness of the proposed approaches for findingfrequent trajectories. A multiresolution mining strategy provides significant mining speedimprovements.,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2007,*
A Framework for Clustering Categorical Data based on Empirical Distributions,Bill Andreopoulos; Aijun An; Xiaogang Wang,ABSTRACT Density-based clustering algorithms often have a solid rnathematical basis. Achallenge involved in applying densitybased clustering to categorical data sets is that the'cube'of attribute values has no ordering deﬁned. In this paper we propose the CEEDframework for clustering categorical data based on its empirical probability distribution.CEED offers a basis for designing categorical clustering algorithms that balance the tradeoffof accuracy and speed. The advantages of CEED are: it offers a probabilistic basis forclustering categorical data; it minimizes the user-speciﬁed input parameters. it is insensitiveto the order of the input objects7 it can discover clusters of arbitrary shapes and sizes. Wepresent a faster approximation of CEED called the MULIC algorithm; which is designed forcategorical data sets with a'rrLulti—la'yered structure. VVe evaluate CEED and MULIC on …,*,2006,*
Integration of Genomic; Proteomic and Biomedical Information,Bill Andreopoulos; Aijun An; Xiangji Huang,Abstract: Researchers are faced with the challenge of integrating on the basis of a commonSemantic Web framework the information on biological functions resulting from genomic andproteomic experimental studies. Researchers would also like to integrate the biologicalfunctions' roles in larger biomedical conditions; which will support automated analysis andreasoning on the Semantic Web. We address these challenges by proposing the IGIPIframework; standing for “Integrating Gene Interactions and Protein Interactions”. IGIPI viewsdifferent experimental studies as pieces of a puzzle that if positioned properly will contributeto a more complete representation of a biological function or biomedical condition. Thisframework allows representing the relative time points of events. The IGIPI frameworkinvolves integrating different ontologies and vocabularies; including the Gene Ontology …,*,2005,*
Finding Molecular Complexes through Multiple Layer Clustering,Bill Andreopoulos; Aijun An; Xiangji Huang; Xiaogang Wang,Results: We propose the MULIC clustering algorithm that produces layered clusters of PINdata. We applied MULIC clustering to five PINs; including three yeast PINs. MULIC clusterscorrelate with known protein complexes in the MIPS database. For example; a large clusterof 79 proteins significantly overlaps with a known complex of 88 proteins. Conclusions:MULIC clustering can assist in predicting protein complexes. Given the layered structure ofthe MULIC clusters; the proteins in top layers tend to be more representative of proteincomplexes than proteins in bottom layers. Lab experiments on finding an unknown complexor determining the potential effects of a drug can initially be guided by proteins in top layersand later move to bottom layers of clusters. Supplementary Information: http://www. cs. yorku.ca/~ billa/MULICppi05/,*,2005,*
Clustering the Internet Topology at the AS-level,Bill Andreopoulos; Aijun An; Xiaogang Wang,Abstract: Clustering algorithms presented in the literature are rarely designed for the layeredstructure of the Internet topology and its unknown number of clusters. A recent approach inthe research community is to collect IP path data and to map the IPs to known AutonomousSystems (ASs) forming the Internet backbones; resulting in large data sets of AS links.Clustering data sets of AS links permits inferring business relationships between ASs. Wepropose the MULICsoft algorithm for this purpose. MULICsoft clusters categorical data setswhere the objects to be clustered are ASs and each categorical attribute value (CA)represents a link between ASs. Each CA has a 'weight'in the range of 0.0 to 1.0; that isinversely related to the number of unknown ASs in a link between ASs. MULICsoft producesas many clusters as it can find in the data set and each cluster consists of layers. The …,Proceedings of the 5th WSEAS international conference on Simulation; modelling and optimization,2005,*
A Framework for Unsupervised Learning VVith Multiple Criteria,Bill Andreopoulos; Aijun An,Abstract. Unsupervised learning algorithms that have been presented in the literature so far;rarely incorporate more than one criterion for learning. Moreover; the results from learningbased on old criteria are not incorporated into the process of learning based on new criteria.This paper presents a framework for unsupervised learning called Doctris “Double CriteriaTriple Step”. Learning algorithms based on Doctris use two different criteria at two levels oflearning. The first level forms a prior for the second level; simulating a Bayesian process. Werefer to this process as multi-criteria unsupervised learning. We justify Doctris with theBayesian theory of classification. We present a metric for evaluating the results. We discussextending Doctris to use more than two criteria. We describe the BILCOM clusteringalgorithm as an example of Doctris. Experimental results from clustering mixed data types …,*,2005,*
Multi-Layer Increasing Coherence Clustering of Autonomous Systems with MULICsoft,Bill Andreopoulos; Aijun An; Xiaogang Wang,ABSTRACT Discovering the properties of the Internet topology is crucial for the use;maintenance and optimization of the Internet. A recent approach in the research communityis to collect IP path data from active probing of hosts and to map the IP paths to knownAutonomous System (AS) paths. We apply the MULICsoft clustering algorithm to networkdata for ASs forming the Internet backbones. MULICsoft is intended for categorical data setswhere each categorical attribute value (CA) has a 'weight'in the range 0.0 to 1.0; indicatinghow strongly the corresponding CA should inﬂuence the clustering process. MULICsoftproduces as many clusters as it can find in the data set. Each cluster consists of layersformed gradually through iterations; by reducing the similarity criterion for inserting objects inlayers of a cluster at different iterations. The objects in the data are ASs and the CAs …,*,2005,*
Multi-Layer Increasing Coherence Clustering of Large Software Data Sets with MULICsoft,Bill Andreopoulos; Aijun An; Xiaogang Wang,Abstract We present the MULICs0ft software clustering tool. This tool is intended forcategorical data sets in which each categorical attribute value (CA) has a 'weight'in therange 0.0 to 1.0; indicating how strongly the corresponding CA should influence theclustering process. MULICs0ft produces as many clusters as there naturally exist in the dataset. Each cluster consists of layers formed gradually through iterations; by reducing thesimilarity criterion for inserting objects in layers of a cluster at diﬂerent iterations. We haveapplied this tool to clustering the mozilla software system. The objects in the data are files.The CAs represent the relationships; such as invocation and dependency relationships;between files. The weights depend on the number of times that each ﬁle invoked other filesduring a run time profiling of execution. The results of MULICs0ft are better than those of …,*,2005,*
Reviewers Make Vital Contributions to Computer,Doris Carver,In this last issue of Computer in 2004; I would like to extend my gratitude to the dedicatedreview- ers whose efforts make possible each issue of Computer. We rely on and highly valuethe peer review process and the reviewers who are at its very core. Our reviewers contributeby review- ing papers as assigned in their technical area of expertise. They often comment onorganization and clarity; questions of accuracy; disputed definitions; and the effectiveness ofvisual aids; figures; or other ancillary materials. Reviewers for Computer work under the directionof Associate Editors in Chief Kathleen Swigger of the Uni- versity of North Texas and Bill Schilitof Intel. Kathy and Bill have con … Mo Adda; Univ. of Portsmouth Dharma Agrawal; Univ. ofCincinnati Selim Aksoy; Bilkent Univ. Nadine Alameh; Global Science & Technology TayfurAltiok; Rutgers Univ. Paul Ambrose; Univ. of Wisconsin; Milwaukee Aijun An; York Univ …,Computer,2004,*
8. From Computational to Web Intelligence,Nick Cercone; Lijun Hou; Vlado Keselj; Aijun An; Kanlaya Naruedomkul; Xiaohua Hu,Abstract: The advent of the internet has changed the world in possibly more significant waysthan any other event in the history of humanity. Is internet access and use beyond the reachof ordinary people with ordinary intelligence? Ignoring for the moment economic issues ofaccess for all citizenry; what is it about internet access and use that hinders morewidespread acceptability? We explore several issues; not exclusive; that attempt to provokeand poke at answers to these simple questions. Largely speculative; as invited talks ought tobe. we explore 3 topics; well studied but as yet generally unsolved; in computationalintelligence and explore their impact on web intelligence. These topics are machinetranslation; machine learning; and user interface design. Conclusion will be mine; readerswill draw general conclusions.,Computing and Information Sciences: Recent Trends,2003,*
ELEM2: RULE INDUCTION AND CLASSIFICATION,Aijun An,*,Proceedings of the Section on Physical and Engineering Sciences,2000,*
ORTES: The design of a real-time control expert system,Aijun An; Nick Cercone; Christine Chan,Abstract We present ORTES; a methodology for conceptual modeling of real-time expertsystems. ORTES combines advantages of current analysis methods; including structuredanalysis; object-oriented analysis and knowledge modeling; and circumvents theirweaknesses. ORTES supports two stages; knowledge analysis and knowledgerepresentation; in the process of knowledge acquisition. For knowledge analysis; ORTESapplies both object and functional decomposition techniques. To overcome the limitations offunctional decomposition; a generic task structure for real-time monitoring and controlsystems is proposed. For knowledge representation; ORTES makes use of object-orientedtechniques which assign functions to objects and represent the system in terms of objectsand their relationships. We present steps and strategies of ORTES in modeling a real …,International Symposium on Methodologies for Intelligent Systems,1999,*
AU THOR IN DEX,T Abe; SG Adams; T Akashi; M Albin; MG Allen; K Baert; H Baltes; AM Barzilai; WL Benard,This index covers all technical items-papers; correspondence; reviews; etc.-that appeared inthis periodical during the year; and items from previous years that were commented upon orcorrected in this year. Departments and other items may also be covered if they have beenjudged to have archival value. The Author Index contains the primary entry for each item;listed under the first author's name. The primary entry includes the coauthors' names; the titleof the paper or other item; and its location; specified by the publication abbreviation; year;month; and inclusive pagination. The Subject Index contains entries describing the itemunder all appropriate subject headings; plus the first author's name; the publicationabbreviation; month; and year; and inclusive pages. Note that the item title is found onlyunder he primary entry in the Author Index.,J-MEMS,1998,*
Intelligent Monitoring And Control System of A Pipeline Network,W Kritpiphat; C Jordan; P Tontfwachwuthikul; CW Chan; A An; N Cercone,Abstract A knowledge-based or expert system has been developed for intelligent monitoringand control of industrial pipeline network operations. The expert system would perform thesupervisory and decision-support tasks based on the expertise and operating proceduresthat are documented in the maintainable knowledge base. Since it is the first expert systemin the pipeline network applications; the pipeline network of a municipal water supply systemwas chosen as a testing domain due mainly to the experts' availability and safety reason.The stages of system development are described from the knowledge acquisition to theimplementation stage. The paper presents an engineering concept of energy managementthat was applied to build part of the knowledge base in the system. The potential advantagesof the expert systems are also listed at the end of this paper.,Technical Meeting/Petroleum Conference of The South Saskatchewan Section,1995,*
A Knowledge-Based Approach To Fuzzy Information Retrieval From Petroleum Exploration Databases,X Huang; S Robertson; A An; P Tontiwachwuthikul,Abstract In this paper; a conceptual model based on fuzzy set techniques is proposed tohandle the uncertainty in accessing information from petroleum exploration databases. Oneof the main contributions of/his paper is the development of a mathematical method todescribe the retrieval process of petroleum exploration databases.,Technical Meeting/Petroleum Conference of The South Saskatchewan Section,1995,*
Design and implementation of a Chinese full-text retrieval system based on a probabilistic model,Xiangji Huang; Aijun An,Full-text retrieval has the advantages of searching documents over a wide range of wordsand accessing original text directly. However; because of the inadequate processing speedand insufficient memory capacity; there has been little work done on full text retrievalsystems in the past. With the emergence of very large capacity compact disk ROM (CDROM); research in full-text retrieval systems is becoming increasingly important. Practicalsystems based on Boolean retrieval models have appeared. However; in spite of its ability toprocess structured queries; the Boolean model has been criticised for its inability to provideranked output as all retrieved documents are considered equally important. Probabilisticmodels have been proposed by some scholars to solve this problem and have successfullybeen implemented on a small scale trial basis in indexing retrieval systems. This paper …,TENCON'93. Proceedings. Computer; Communication; Control and Power Engineering. 1993 IEEE Region 10 Conference on,1993,*
Meaningful Keyword Search over Databases with Complex Schema,Mehdi Kargar; Aijun An; Parke Godfrey; Jaroslaw Szlichta; Xiaohui Yu,Much of the world's high-quality data stays under lock and key in relational databases. Accessis gained through relational query languages such as SQL. However; a lay user—anyone whodoes not know SQL or who is not well versed in the given schema—is effectively locked out[1; 4]. As the schemas of the datasets that organizations field become more complex; we all effectivelybecome lay users. Keyword search has recently been used for extracting information from relationaldatabases. An answer to the query is a set of tuples from the database that cover the keywordsof the query; and a natural structure (ie; a tree from the database's schema) that spans thosetuples. An important issue in keyword search is to score answers for relevance. Prior work hasaddressed relevance. In [3]; a simplistic solution of scoring relevance as the reciprocal of thenumber of edges in an answer's tree was proposed. In [2]; the authors apply information …,*,*,*
Computational Intelligence: An International Journal,Ricky Fok; Aijun An; Xiaogang Wang; Alessia Amelio; Clara Pizzuti; Kavita Gupta; Kusum Deep; Jagdish Chand Bansal; Anthony Mihirana de Silva; Richard IA Davis; Syed A Pasha; Philip HW Leong; Zhimin Chen; Yuanxin Qu; Zhengdong Xi; Yuming Bo; Bing Liu; Monira Aloud; Maria Fasli; Heli Sun; Jiao Liu; Jianbin Huang; Guangtao Wang; Xiaolin Jia; Qinbao Song,*,*,*,*
WIW 2016,Muhammad Abulaish; Maristella Agosti; Amir Ahmad; Aijun An; Bo An; Xiangdong An; Fabrizio Angiulli; Ismail Badache; Mert Bal; Flavien Balbo; Jean-Paul Barthes; Michel Beigbeder; Patrice Bellot; Shlomo Berkovsky; Ig Bittencourt; Gloria Bordogna; Lars Braubach; Weidong Cai; Valerie Camps; Claudio Carpineto; Carlos Carrascosa; Sylvie Cazalens; Michelangelo Ceci; Jonathan Chan; Keith CC Chan; Jianhua Chen; Ling-Jyh Chen; Meng Chang Chen; William K Cheung; Yiu-ming Cheung; Max Chevalier; Michele Colajanni; Sara Comai; Emmanuel Coquery; Evandro de Barros Costs; Martine De Cock; Dominique Decouchant; Jorg Denzinger; Michel C Desmarais; Lipika Dey; Ying Ding; Josep Domenech; Bernard Espinasse; Xiaocong Fan,Muhammad Abulaish; Jamia Millia Islamia - A Central University; India Maristella Agosti; Universityof Padua; Italy Amir Ahmad; King Abdulaziz University; Saudi Arabia Aijun An; YorkUniversity; Canada Bo An; Nanyang Technological University; Singapore Xiangdong An; YorkUniversity; Canada Fabrizio Angiulli; University of Calabria; Italy Ismail Badache; University PaulSabatier; France Mert Bal; Yildiz Technical University; Turkey Flavien Balbo; Henri FayolInstitute; France Jean-Paul Barthes; University of Compiegne; France Michel Beigbeder; EcoleNationale Superieure des Mines de Saint-Etienne; France Patrice Bellot; LSIS- Aix MarseilleUniversity; France Shlomo Berkovsky; National ICT Australia; Australia Ig Bittencourt; Universityof Alagoas; Brazil Gloria Bordogna; Institute for the Dynamics of Environmetal Processes; ItalyLars Braubach; University Hamburg; Germany Weidong Cai; University of Sydney …,*,*,*
Sheng-Wei (Kuan-Ta) Chen; Academia Sinica; Taiwan William K. Cheung; Hong Kong Baptist University; Hong Kong Yiu-ming Cheung; Hong Kong Baptist Universi...,Muhammad Abulaish; Maristella Agosti; Amir Ahmad; Aijun An; Bo An; Xiangdong An; Fabrizio Angiulli; Ismail Badache; Mert Bal; Flavien Balbo; Jean-Paul Barthes; Michel Beigbeder; Patrice Bellot; Shlomo Berkovsky; Ig Bittencourt; Gloria Bordogna; Lars Braubach; Weidong Cai; Valerie Camps; Claudio Carpineto; Carlos Carrascosa; Sylvie Cazalens; Michelangelo Ceci; Jonathan Chan; Keith CC Chan,Muhammad Abulaish; Jamia Millia Islamia - A Central University; India Maristella Agosti; Universityof Padua; Italy Amir Ahmad; King Abdulaziz University; Saudi Arabia Aijun An; YorkUniversity; Canada Bo An; Nanyang Technological University; Singapore Xiangdong An; YorkUniversity; Canada Fabrizio Angiulli; University of Calabria; Italy Ismail Badache; University PaulSabatier; France Mert Bal; Yildiz Technical University; Turkey Flavien Balbo; Henri FayolInstitute; France Jean-Paul Barthes; University of Compiegne; France Michel Beigbeder; EcoleNationale Superieure des Mines de Saint-Etienne; France Patrice Bellot; LSIS- Aix MarseilleUniversity; France Shlomo Berkovsky; National ICT Australia; Australia Ig Bittencourt; Universityof Alagoas; Brazil Gloria Bordogna; Institute for the Dynamics of Environmetal Processes; ItalyLars Braubach; University Hamburg; Germany Weidong Cai; University of Sydney …,*,*,*
2016 Reviewer Thanks,Mohd Helmy Abd Wahab; Sherief Abdallah; Hidenao Abe; Mehdi Adda; Donald Adjeroh; Basant Agarwal; Orcan Alpar; Saad Alqithami; Nasser Alsadhan; Aijun An; Alvaro Araujo; Mehmet Aydin; Haghighat Bahar; Aijun Bai; Jie Bai; Sujit Baliyarasimhuni; Niloka Banovic; Enda Barrett; Ayse Bener; Victor Benjamin; Gilles Bernard; Olivier Boissier; Gregory Bonnet; Daniel Brown; Chiyu Cai; Nan Cao; Zhidong Cao; Silvia Casado; Tanmoy Chakraborty; Georgios Chalkiadakis; Chaomei Chen; Xiaojun Chen; Zhipeng Chen; Hsu-Yung Cheng; Lianhua Chi; SangSu Choi; Jen Chung; Vincent Cicirello; Natalia Criado; Wenjuan Cui; Philip Dames; Mariana Damova; Ruslan Dautov; Vachik Dave; Engin Demir; Lipika Dey; Wei Ding; David Dobolyi; Michael Dorneich; Sebastien Dourlens; Marcin Dziubinski; Mehdi Elahi; Hamid Emadi; Jan Faigl; Mehdi Fakoor; Alessandro Farinelli; Xu Feng; Andrew Fielder; William Franklin; Sylvain Frey; Tianjun Fu; Xianghua Fu; Xinbo Gao; Jennifer Geffre; Arka Ghosh; Zahia Guessoum; Jose Guivant; Guibing Guo; Xunhua Guo; KR Guruprasad; Mostafa Haghir Chehreghani; Jungong Han; Zhangang Han; Nick Hawes; Saike He; James Hendler; Andreas Henschel; Jianjun Hu; Xia Hu; Xiaosong Hu; Luwen Huangfu; Min-Shiang Hwang; Steven Jackson; Jaakko Jarvi; Matti Järvisalo; Jalal Javadi Moghaddam; Young-Sik Jeong; Kui Jia; Fengshui Jing; Debarun Kar,Intelligent Systems last year—the peer review process helps maintain the magazine's reveredquality. All of us in the artificial intelligence community owe gratitude to people who participatein this crucial service. —IEEE Intelligent Systems's Editorial Board and Staff … Mohd HelmyAbd Wahab Sherief Abdallah Hidenao Abe Mehdi Adda Donald Adjeroh Basant Agarwal OrcanAlpar Saad Alqithami Nasser Alsadhan Aijun An Alvaro Araujo Mehmet Aydin Haghighat BaharAijun Bai Jie Bai Sujit Baliyarasimhuni Niloka Banovic Enda Barrett Ayse Bener Victor BenjaminGilles Bernard Olivier Boissier Gregory Bonnet Daniel Brown Chiyu Cai Nan Cao Zhidong CaoSilvia Casado Tanmoy Chakraborty Georgios Chalkiadakis … Chaomei Chen Xiaojun ChenZhipeng Chen Hsu-Yung Cheng Lianhua Chi SangSu Choi Jen Chung Vincent Cicirello NataliaCriado Wenjuan Cui Philip Dames Mariana Damova Ruslan Dautov Vachik Dave Engin …,*,*,*
Timothy Chaya 479 Kai Che 1247; 1689 Brian Chen 13,Samir Abdelrahman; Prateek Agarwal; Anil T Ahuja; Anirudh Akkati; Md Ashad Alam; Borzou Alipourfard; Aijun An; Elvismary Molina De Armas; Arjun Athreya; Olajide Babawale; Yang Bai; Seo-jin Bang; Wenzheng Bao; William Baskett; David Bates; Richard Beal; Kevin Begcy; Sairam Behera; Carmen Behrens; Moumita Bhattacharya; Mahua Bhattacharya; Sangeeta Das Bhattacharya; Ashis Kumer Biswas; Arunava Biswas; Jaine Blayney; Iordachescu Ilie Mihaita Bogdan; Mara Brancaccio; Bruce Bray; Forbes Burkowski; Hongmin Cai; Hong Cai; Fuyu Cai; Junmei Cairns; Vince Calhoun; Malachy Campbell; Tianyu Cao; Jeffrey Caplan; Stefano Di Carlo190; Juliana Cn Chan; Yu-wei Chan,Samir Abdelrahman 813 Bashar Aboona 1726 Subrata Acharya 1154;1159 Don Adjeroh92;1128 Prateek Agarwal 827 Nauman Ahmed 1421 Anil T. Ahuja 443 Anirudh Akkati 538 IsaacAkogwu 1164 Md. Ashad Alam 507 Abdulrahman Alanazi 1726 Zaid Al-ars 758;902;1421 BorzouAlipourfard 923 Abedalrhman Alkhateeb 1184 Mohammad Alsulmi 694;930 Aijun An 266 AletéiaAraújo 548;896 Elvismary Molina De Armas 882 Arjun Athreya 556 Olajide Babawale 923 YangBai 776 Jieyun Bai 1439 Chandrajit Bajaj 1706 Seo-jin Bang 460 Wenzheng Bao 274 NikhilBaranwal 1542 William Baskett 850 Dhundy Bastola 1120 David Bates 795 Richard Beal 92Kevin Begcy 137 Sairam Behera 137 Carmen Behrens 455 Koen Bertels 902;1421 MoumitaBhattacharya 466 Mahua Bhattacharya 827 Sangeeta Das Bhattacharya 938 Sourya Bhattacharyya98;938 Sandip Bhaumk 841;1189 Jiang Bian 717;1081 … Hu Bin 1275 Ashis Kumer …,*,*,*
Detecting the Magnitude of Events from News,Ameeta Agrawal; Raghavender Sahdev; Heidar Davoudi; Forouq Khonsari; Aijun An; Susan McGrath,Abstract—Forced migration is increasingly becoming a global issue of concern. In thispaper; we present an effective model of targeted event detection; as an essential steptowards the forced migration detection problem. To date; most of the the approaches dealwith the event detection in a general setting with the main objective of detecting thepresence or onset of an event. However; we focus on analyzing the magnitude of a givenevent from a collection of text documents such as news articles from multiple sources. Weuse violence as an illustration as it is one of the most critical factors of forced migration. Therecent advancements in semantic similarity measures are adopted to obtain relevantviolence scores for each word in the vocabulary of news articles in an unsupervised manner.The resulting scores are then used to compute the average daily violence scores over a …,*,*,*
2007 7th IEEE International Conference on Data Mining (ICDM'07),I Assent; R Krieger; E Muller; T Seidl,To gain insight into today's large data resources; data mining provides automaticaggregation techniques. Clustering aims at grouping data such that objects within groupsare similar while objects in different groups are dissimilar. In scenarios with many attributesor with noise; clusters are often hidden in subspaces of the data and do not show up in thefull dimensional space. For these applications;...,*,*,*
ASONAM 2013 program committee,Albrecht Zimmermann; Alipio Jorge; Ana Paula Appel; Andre Carvalho; Andrea Tagarelli; Andreas Schmidt; Artur Dubrawski; Bart Selman; Bartel Van De Walle; Been-Chian Chien; Bettina Berendt; Bulent Tavli; Cagdas Evren Gerede; Celine Robardet; Chen-Shie Ho; Chou Tung-Hsiang; Christine Largeron; Christopher Yang; Chung-Hong Lee; Clark Thomborson; Conor Hayes; David Jensen; David Taniar,Adam Krzyzak; Concordia University; Montreal; QC; Canada Aijun An; York University;Toronto; ON; Canada Albrecht Zimmermann; Katholieke Universiteit; Leuven; Belgium AlessandraSala; Bell Labs; A1catel-Lucent; Ireland Alex Thomo; University of Victoria; BC; Canada AlfredoCuzzocrea; ICAR-CNR and University of Calabria; Italy Alipio Jorge; Amol Ghoting; IBM TJ WatsonResearch Center; Yorktown Heights; NY; USA Ana Paula Appel; IBM Research; Brazil AndreCarvalho; Universidade de Sao Paulo; Brazil Andrea Tagarelli; University of Calabria; Italy AndreasSchmidt; Karlsruhe University of Applied Sciences; Germany Andrew Kusiak; University ofIowa; Iowa; lA; USA Arnaud Soulet; Universite Franyois Rabelais Tours; France AmoReuser; Reuser's Information Services; Netherlands Artur Dubrawski; Carnegie MellonUniversity; Pittsburgh; PA; USA Bart Selman; Cornell University; Ithaca; NY; USA Bartel …,*,*,*
Main conference program committee members,Lomana Adrián; Tatsuya Akutsu; Mohammad Al Hasan; Hisham Al-Mubaid; Gabriela Alexe; Srinivas Aluru; Aijun An; Yuan An; Kiyoshi Asai; Sergey Bereg; Igor Berezovsky; Daniel Berrar; Mahua Bhattacharya; Hacene Boukari; David Breen; Rainer Breitling; Alexandre G de Brevern; Daniel Brown; Fiona Browne; Dongbo Bu; Jeremy Buhler; Conrad J Burden; Debra Burhans; Liming Cai; Mario Cannataro; Doina Caragea,Page 1. Main Conference Program Committee Members Name Organization Country LópezGarcía de Lomana Adrián University of Zurich Switzerland Tatsuya Akutsu Kyoto University JapanMohammad Al Hasan Indiana University Purdue University Indianapolis USA Hisham Al-MubaidUniversity of Houston-Clear Lake USA Gabriela Alexe Broad Institute Harvard Medical School(Dana Farber Cancer Institute) USA Srinivas Aluru Iowa State University US Aijun An YorkUniversity Canada Yuan An College of Computing and Informatics; Drexel University UnitedStates Georgios Anagnostopoulos Florida Institute of Technology USA Masanori Arita Univ. ofTokyo Japan patrizio arrigo CNR-ISMAC Italy Kiyoshi Asai University of Tokyo Japan CharlesAuffray Claude Bernard University France Sergey Bereg University of Texas at Dallas USA IgorBerezovsky University of Bergen Norway Daniel Berrar University of Ulster …,*,*,*
Jake Yue Chen; IUPUI; USA,Gabriela Alexe; Aijun An; Georgios Anagnostopoulos; Abdullah Arslan; Danny Barash; Sergey Bereg; Tanya Berger-Wolf; Anne Bergeron; Geoffrey Bird; Olivier Bodenreider; Paola Bonizzoni; Dumitru Brinza; Daniel Brown; Dongbo Bu; Philipp Bucher; Jeremy Buhler; Debra Burhans; Ying Cai; Doina Caragea,Gabriela Alexe; Broad Institute; USA Aijun An; York University; Canada GeorgiosAnagnostopoulos; Florida Institute of Technology; USA Abdullah Arslan; University ofVermont; USA Danny Barash; Ben-Gurion University; Israel Sergey Bereg; University of Texasat Dallas; USA Tanya Berger-Wolf; University of Illinois at Chicago; USA Anne Bergeron; Universitédu Québec à Montréal; Canada Geoffrey Bird; University of Pennsylvania and CHOP; USA OlivierBodenreider; National Library of Medicine; National Institutes of Health; USA PaolaBonizzoni; Università degli Studi di Milano-Bicocca; Italy Dumitru Brinza; Georgia StateUniversity; USA Daniel Brown; University of Waterloo; Canada Dongbo Bu; Institute of ComputingTechnology; Chinese Academy of Sciences; China Philipp Bucher; Swiss Institute for ExperimentalCancer Research; Switzerland Jeremy Buhler; Washington University; St. Louis; USA …,*,*,*
ICTAI 2011,Salem Alelyani; Aijun An; Charles Anderson; John Anderson; Augusto Andrade; Iman Attarzadeh; James Bailey; Philippe Besnard; Wei Bian; Mihai Boicu; Gianluca Bontempi; Nizar Bouguila; Harry Bunt; Longbing Cao; Andrea Carbone; Philip Chan; Philippe Chatalic; Sanjay Chawla; Ling Chen; Keke Chen; Mark Clement; Nicolae Constantin; Aaron Crandall; Alfredo Cuzzocrea; Belen Diaz-Agudo; Scott Dick; Wei Ding; Prabu Dorairaj; Eliza Yingzi; Yi Fang; Jose Augusto Andrade Filho; Germain Forestier; Kehan Gao; François Goasdoué; Youssef Hamadi; Ioannis Hatzilygeroudis; Vasant Honavar; Jun Huan; Kun Huang; Jason Van Hulse,Salem Alelyani; Arizona State University; USA Aijun An; York University; Canada CharlesAnderson; Colorado State University; USA John Anderson; University of Manitoba; Canada AugustoAndrade; Arizona State University; USA Iman Attarzadeh; University of Malaysia; Malaysia JamesBailey; The University of Melbourne; Australia Philippe Besnard; CNRS / IRIT; France WeiBian; Nanyang Technological University; Singapore Mihai Boicu; George Mason University;USA Gianluca Bontempi; Université Libre de Bruxelles; Belgium Nizar Bouguila ; ConcordiaUniversity; Canada Harry Bunt; Tilburg University; Netherlands Longbing Cao; UniversithTechnology; Sydney; Australia Andrea Carbone ; ISIR/UPMC (Paris) ; France Philip Chan; FloridaInstitute of Technology; USA Philippe Chatalic; Univ. Paris- INRIA Saclay ; France SanjayChawla; Sydney University ; Australia Ling Chen; Universith Technology; Sydney …,*,*,*
BIBM 2012 Program Committees,Behnam Abasht; LÃģpez GarcÃ-a de Lomana AdriÃĄn; Tatsuya Akutsu; Mohammad Al Hasan; Hisham Al-Mubaid; Gulsah Altun; Srinivas Aluru; Aijun An; Yuan An; Georgios Anagnostopoulos; Masanori Arita; Kenneth Barner; Sergey Bereg; Daniel Berrar; Michael Berthold; Mahua Bhattacharya; Hacene Boukari; Anne-Laure Boulesteix; Richard Braun; David Breen,Page 1. BIBM 2012 Program Committees Behnam Abasht; University of Delaware; USA LÃ³pezGarcÃ-a de Lomana AdriÃ¡n; University of Zurich; Switzerland Tatsuya Akutsu; Kyoto University;Japan Mohammad Al Hasan; Indiana University Purdue University Indianapolis; USA HishamAl-Mubaid; University of Houston-Clear Lake; USA Gabriela Alexe; Broad Institute Harvard MedicalSchool (Dana Farber Cancer Institute); USA Gulsah Altun; The Scripps Research Institute; USASrinivas Aluru; Iowa State University; US Aijun An; York University; Canada Yuan An; Collegeof Information Science and Technology; Drexel University; Philadelphia; PA; USA GeorgiosAnagnostopoulos; Florida Institute of Technology; USA Masanori Arita; University of Tokyo; Japanpatrizio arrigo; CNR-ISMAC; Italy Abdullah Arslan; Texas A & M University - Commerce; USACharles Auffray; Claude Bernard University; France …,*,*,*
