Protecting respondents identities in microdata release,Pierangela Samarati,Today's globally networked society places great demands on the dissemination and sharingof information. While in the past released information was mostly in tabular and statisticalform; many situations call for the release of specific data (microdata). In order to protect theanonymity of the entities (called respondents) to which information refers; data holders oftenremove or encrypt explicit identifiers such as names; addresses; and phone numbers.Deidentifying data; however; provides no guarantee of anonymity. Released informationoften contains other data; such as race; birth date; sex; and ZIP code; that can be linked topublicly available information to reidentify respondents and inferring information that was notintended for disclosure. In this paper we address the problem of releasing microdata whilesafeguarding the anonymity of respondents to which the data refer. The approach is …,IEEE transactions on Knowledge and Data Engineering,2001,2076
Privacy in the Electronic Society,Pierangela Samarati,Protecting privacy in today's electronic society requires the investigation of different aspects;including: the classical problem of protecting the confidentiality of information whentransmitted over the network (eg; in electronic commerce when we communicate a creditcard number over the web); the problem of controlling the use and dissemination ofinformation collected or available through the web; the problem of managing the identity andprofile information given to remote parties in a trustworthy,Impact of new technologies on privacy and data protection,2003,*
Disaster Recovery Planning,Marco Cremonini; Pierangela Samarati,Abstract Historically; enterprises that have survived natural or man-made disasters have hadrecovery plans in place and were ready to face the risk of business interruptions. Today; theincreased dependency on technology and tighter requirements in terms of recovery speedimposed on e-business and Web-based services have made recovery plans more complex.Disaster recovery planning; which plans for failures of components of the IT infrastructureand system or network outages; misconfigurations; and natural disasters; should be treatedas a necessity by conscious system administrators; managers; and CEOs. In this chapter wediscuss disaster recovery planning; illustrating the main phases of the planning process andthe techniques that can be used to provide for recovery.,The Internet Encyclopedia,2003,*
Proceedings of the ACM Workshop on Privacy in the Electronic Society: November 21; 2002; Washington; DC; USA:(in association with 9th ACM Conference on Co...,Sabrina De Capitani di Vimercati; Pierangela Samarati,*,*,2003,*
ACCESS CONTROL IN THE OPEN INFRASTRUCTURE,Pierangela Samarati,Abstract: Accessing information over the Internet has become an essential requirement inmodern economy; and unknown parties can come together on the Net and interact for thepurpose of acquiring or offering services. The open and dynamic nature of such scenariorequires the development of new ways of enforcing access control. In this paper weinvestigate some open issues and emerging approaches in the enforcement of accesscontrol in today's global networked infrastructure; in particular with reference to the supportand management of digital identities and their support in the access control process.,ENSURING SECURITY IN IT INFRASTRUCTURES,2003,*
Editorial Message: special track on computer security,Giampaolo Bella; Ronaldo Menezes; James Whittaker,Abstract The proliferation of network computing and especially the ubiquity of the Internethas made security one of the key areas in modern computing. This track aims at bringingtogether researchers working on applied issues in computer and information security;ranging from protocols and tools to policy and laws. Security is a multidisciplinary topicrelated to almost every aspect of computer science. From information security to mobilecomputation; from artificial intelligence to wireless communication; it is difficult to find acomputer science area that is not concerned with security directly or indirectly. TheComputer Security Track in the 2002 Symposium on Applied Computing is a demonstrationof the diversity. The track focus is on practical (applied) aspects of computer security so as tofit well with the general objectives of the symposium.,Proceedings of the 2002 ACM symposium on Applied computing,2002,*
The OASIS XML-based Access-Control Markup Language (XACML),Anne Anderson; Bill Parducci; Carlisle Adams; Entrust Ernesto Damiani; Hal Lockhart; Entegrity Ken Yagen; Crosslogix Michiharu Kudo; Pierangela Samarati; Polar Humenn; Sekhar Vajjhala,Post-condition-A process specified in a policy that must be completed in conjunction withaccess. There are two types of post-condition: an internal post-condition must be performedby the PDP in conjunction with the issuance of a" permit" response; and an external post-condition must be performed by the PEP in conjunction with permitting access,Target,2002,*
OASIS eXtensible Access Control,Anne Anderson; Ernesto Damiani; Michiharu Kudo; Pierangela Samarati; Pirasenna Velandai Thiyagarajan; Polar Humenn; Satoshi Hada; Sekhar Vajjhala; Seth Proctor; Suresh Damodaran; Sterling Commerce,If you are on the xacml@ lists. oasis-open. org list for committee members; send comments41 there. If you are not on that list; subscribe to the xacml-comment@ lists. oasis-open. orglist 42 and send comments there. To subscribe; send an email message to xacml-comment-43 request@ lists. oasis-open. org with the word" subscribe" as the body of the message. 44,*,2002,*
Proc. of the 2002 ACM Workshop on Privacy in the Electronic Society,Pierangela Samarati,AIR nasce in UNIMI nel 2006 con lo scopo di raccogliere; documentare e conservare le informazionisulla produzione scientifica dell'Università degli Studi di Milano e costituisce di fatto l'Anagrafedella ricerca dell'Ateneo … Proc. of the 2002 ACM Workshop on Privacy in the Electronic Society/ [a cura di] P. Samarati. - [sl] : ACM; 2002. - ISBN 1-58113-633-1.,*,2002,*
Database Security,Sabrina De Capitani di Vimercati; Pierangela Samarati; Sushil Jajodia,Abstract All organizations—depend on computerized information systems for carrying outtheir daily activities. At the heart of each such information system; there is a database.Typically; a database is built to store logically interrelated data representing some aspects ofthe real world; which must be collected; processed; and made accessible to a given userpopulation. The database is constructed according to a data model that defines the way inwhich data and interrelationships between them can be represented. The collection ofsoftware programs that provide the functionalities for defining; maintaining; and accessingdata stored in a database is called a database management system (DBMS).,Wiley Encyclopedia of Software Engineering,2002,*
Panel on XML and security,Sylvia Osborn; Bhavani Thuraisingham; Pierangela Samarati,Abstract The panelists were asked to address the question:“XML security: are all theproblems solved?” As we can see from the following sections; a large number of issues arebeing addressed by the www community as well as by the database security communityrelated to XML and security. Both contributers indicate that there is a great deal of interestingresearch still to be done in this area.,*,2002,*
OASIS eXtensible Access Control Markup Language (XACML) Working Draft 14; 14 June 2002,Anne Anderson; Bill Parducci; Carlisle Adams; Entrust Don Flinn; Hitachi Ernesto Damiani; IBM Michiharu Kudo; Japan Pierangela Samarati; Polar Humenn; Sekhar Vajjhala,If you are on the xacml@lists.oasis-open.org list for committee members; send commentsthere. If you are not on that list; subscribe to the xacml-comment@lists.oasis-open.org list andsend comments there. To subscribe; send an email message to xacml-comment-request@lists.oasis-open.org with the word "subscribe" as the body of the message … In the field of accesscontrol and authorization there are several closely related terms in common use. For purposesof precision and clarity; certain of these terms are not used in this specification … Forinstance; the term attribute is used in place of the terms: group and role … In place of theterms: privilege; permission; authorization; entitlement and right; we use the term rule … Theterm object is also in common use; but we use the term resource in this specification … Requestorsand initiators are covered by the term subject … This specification defines the syntax …,*,2001,*
Membro di OASIS eXtensible Access Control Markup Language (XACML) Technical Committee; chairing Policy Model Subcommittee,PIERANGELA SAMARATI,*,*,2001,*
Hardware and Software Data Security,S De Capitani di Vimercati; P Samarati; S Jajodia,AIR nasce in UNIMI nel 2006 con lo scopo di raccogliere; documentare e conservare le informazionisulla produzione scientifica dell'Università degli Studi di Milano e costituisce di fatto l'Anagrafedella ricerca dell'Ateneo … Hardware and Software Data Security / S. De Capitani diVimercati; P. Samarati; S. Jajodia - In: EOLSS The Encyclopedia of Life Support Systems[sl] :EOLSS Publishers; 2001.,*,2001,*
Lecture Notes in Computer Science,Pierangela Samarati; Sabrina Capitani de Vimercati,*,*,2001,*
Proc. of the 8th ACM Conference on Computer and Communications Security,Pierangela Samarati,AIR nasce in UNIMI nel 2006 con lo scopo di raccogliere; documentare e conservare le informazionisulla produzione scientifica dell'Università degli Studi di Milano e costituisce di fatto l'Anagrafedella ricerca dell'Ateneo … Proc. of the 8th ACM Conference on Computer and CommunicationsSecurity / [a cura di] P. Samarati. - [sl] : ACM; 2001. - ISBN 1-58113-385-5.,*,2001,*
OASIS eXtensible Access Control,Simon Godik; Anne Anderson; Bill Parducci; Ernesto Damiani; Pierangela Samarati; Polar Humenn; Sekhar Vajjhala,If you are on the xacml@ lists. oasis-open. org list for committee members; send comments32 there. If you are not on that list; subscribe to the xacml-comment@ lists. oasis-open. orglist 33 and send comments there. To subscribe; send an email message to xacml-comment-34 request@ lists. oasis-open. org with the word" subscribe" as the body of the message. 3536,*,2001,*
IFIP Technical Committee 11,Vijay Varadharajan; FIMA FIEAust; Reinhard Posch; B De Decker; K Rannenberg; St George House; Qing Sihan; Mr Joern Knudsen; Mahmoud T El-Hadidi; Cairo Giza; Mr Juha E Miettinen; Mr Michel Dupuy; Hartmut Pohl; Dimitris Gritzalis; Mr Gyorgy Papp; Pierangela Samarati; Mr Tsuneo Kurokawa; Andrzej Grzywak; Lam Kwok Yan; J Vyskoc,*,Computers & Security,2001,*
IFIP Technical Committee 11,Mr Lehmann; Vijay Varadharajan; FIMA FIEAust; William J Caelli; Reinhard Posch; B De Decker; K Rannenberg; St George House; Qing Sihan; Mr Joern Knudsen; Mahmoud T El-Hadidi; Cairo Giza; Mr Juha E Miettinen; Mr Michel Dupuy; Hartmut Pohl; Dimitris Gritzalis; Mr Gyorgy Papp; C Chakravarthy; Cox Town; Pierangela Samarati,*,Computers & Security,2001,*
Classifying Information for External Release,Steven Dawson; S De Capitani di Vimercati; Patrick Lincoln; Pierangela Samarati,Abstract Organizations in the private; public; and governmental sectors are more and morerequired to make their data available on the Internet. This demand often involves archivaldata maintained at the organization; which must be disclosed selectively. We illustrate anapproach to classifying information for external release that guarantees protection ofsensitive data while maximizing information release.,IFIP International Information Security Conference,2000,*
Membro di Board of Directors; International Communications and Information Security Association,PIERANGELA SAMARATI,*,*,2000,*
Membro di Steering Committee di ACM Conference on Computer and Communications Security,PIERANGELA SAMARATI,*,*,2000,*
Design and implementation of an access control processor,Ernesto Damiani; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati,*,9th International World Wide Web Conference: The Web: the Next Generation; Amsterdam; The Netherlands; May 15-19; 2000: Conference Proceedings,2000,*
Annual ACM Conference on Computer and Communications Security,Sushil Jajodia; Pierangela Samarati,*,*,2000,*
Proc. of the 7th ACM Conference on Computer and Communications Security,Pierangela Samarati,AIR nasce in UNIMI nel 2006 con lo scopo di raccogliere; documentare e conservare le informazionisulla produzione scientifica dell'Università degli Studi di Milano e costituisce di fatto l'Anagrafedella ricerca dell'Ateneo … Proc. of the 7th ACM Conference on Computer and CommunicationsSecurity / [a cura di] P. Samarati. - [sl] : ACM; 2000. - ISBN 1-58113-203-4.,*,2000,*
Ensuring Survivability in Information Sharing,S Dawson; P Samarati; G Wiederhold,AIR nasce in UNIMI nel 2006 con lo scopo di raccogliere; documentare e conservare le informazionisulla produzione scientifica dell'Università degli Studi di Milano e costituisce di fatto l'Anagrafedella ricerca dell'Ateneo … Ensuring Survivability in Information Sharing / S. Dawson; P.Samarati; G. Wiederhold - In: Proc. of the Information Survivability Workshop[sl] : ---; 1998. ((convegno Information Survivability Workshop tenutosi a Orlando; FL; USA nel 1998.,Information Survivability Workshop,1998,*
Special issue on Security in the World Wide Web (WWW),Elisa Bertino; Pierangela Samarati; Gian Paolo Rossi,Despite its initial goal as a tool to support scientists in their research; the World Wide Web(WWW) has today become essential whenever information needs to be widely and rapidlydisseminated. WWW is now used in a large variety of organizations; including social;business; and government organizations; and applications; such as education;entertainment and commerce. As an increasing number of organizations and applicationsstart depending on WWW for some of their functions; security becomes crucial. Moreover;the novel applications; enabled by WWW; introduce new security requirements and raiseissues that have not been addressed before. The focus of this special issue is on researchand development efforts leading to identify requirements and viable solutions for WWWsecurity. This special issue contains two regular papers and four short papers describing …,Journal of Computer Security,1997,*
In this paper; we consider the problem of mapping rules in a production system onto nodes in a multiprocessor system. Since this problem is NP-hard; we present an...,Pierangela Samarati; Paul Ammann; Sushil Jajodia; Sylvia L Osborn; Yu Li,We consider the propagation of authorizations in distributed database systems. We presentan optimistic replica control algorithm that ensures that the authorization table at any givensite evolves consistently with respect to other sites. The motivation for using optimisticreplica control to maintain authorizations is that site and communication failures do notneedlessly delay authorization changes...,Data & Knowledge Engineering,1996,*
Panel Discussion: Role-based Access Control and Next-Generation Security Models,Roshan Thomas; Elisa Bertino; Pierangela Samarati; Hans H Brüggemann; Bret Hartman; Ravi Sandhu; TC Ting,This purpose in organizing this panel was to promote discussion and to bring to the forefrontthe many issues related to next generation security models. Each of the sections below discussthe in- dividual contributions of the various panelists. Keywords Security models; role-basedaccess control; authorization … Roshan Thomas Odyssey Research Associates 301 DatesDrive; Ithaca; NY 14850 rthomas@oracorp.com … It is now widely recognized that security requirementsof systems can be viewed at different lev- els (stages) of abstraction. The security requirementsat the higher stages can be refined and elab- orated at lower stages. Given these stages ofelaboration; it is possible to formulate security models for each of these stages; as well as classifyexisting models as to where they belong. In fact; it is possible to derive a related taxonomy ofsecurity models for the various stages. At the … DL Spooner et al. (eds.); Database …,*,1996,*
Role-based access control and next-generation security models (panel),Roshan Thomas; Elisa Bertino; Pierangela Samarati; Hans H Brüggemann; Bret Hartman; Ravi Sandhu; TC Ting,*,Proceedings of the ninth annual IFIP TC11 WG11. 3 working conference on Database security IX: status and prospects: status and prospects,1996,*
Set-Oriented retrieval of complex objects in inheritance hierarchies,Filippo Cacace; P Samarati; Letizia Tanca,Abstract Many object oriented data models have been proposed in the past few years; andthis field is one of the most promising for the development of new generation databasesystems. With complex data structures where an ISA hierarchy has been defined; theproblem of efficiently storing and retrieving (a collection of) objects increases its relevancedramatically. This paper proposes efficient set-oriented algorithms for the storage andretrieval of complex objects in an inheritance hierarchy.,Computing,1995,*
Session 4: Object-Oriented Programming Languages,Pierangela Samarati,*,Lecture Notes in Computer Science,1994,*
Multilevel Relational Databases: Issues and Solutions,P Samarati,*,ATTI DEL CONGRESSO ANNUALE-ASSOCIAZIONE ITALIANA PER L INFORMATICA ED IL CALCOLO AUTOMATICO,1994,*
Un modello di sicurezza per ambienti ipertestuali,C Villa; S Castano; P Samarati,*,ATTI DEL CONGRESSO ANNUALE-ASSOCIAZIONE ITALIANA PER L INFORMATICA ED IL CALCOLO AUTOMATICO,1993,*
MODELING USERS'BEHAVIOR AND THREATS FOR SECURITY,SILVANA Castano; P Samarati,Abstract This paper describes a system for detecting security violations in a target system;preventing users from ending attacks; during system use. Detection is based on thehypothesis that a correlation exists between threats and anomalous behavior of the users.Detection is enforced by control rules using the fuzzy logic for evaluating the possibility thata user is attempting violations. Upon detection of suspicious and dangerous situations; theSecurity Administrator is alarmed.,*,1992,*
Modeling Users’ Behavior and Threats in Security Systems,S Castano; P Samarati,AIR nasce in UNIMI nel 2006 con lo scopo di raccogliere; documentare e conservare le informazionisulla produzione scientifica dell'Università degli Studi di Milano e costituisce di fatto l'Anagrafedella ricerca dell'Ateneo … Modeling Users' Behavior and Threats in Security Systems / S.Castano; P. Samarati - In: Proc. of the International Conference on Safety; Security; and Reliabilityof Computers[sl] : ---; 1992. (( convegno International Conference on Safety; Security; and Reliabilityof Computers tenutosi a Zurich; Switzerland nel 1992.,International Conference on Safety; Security; and Reliability of Computers,1992,*
Complementing Access Controls for Comprehensive Security,M Fugini; G Martella; P Samarati,Complementing Access Controls for Comprehensive Security / MG Fugini; G. Martella; P. Samarati- In: Proc. of the 1st International Conference on Information Systems and Management ofData[sl] : ---; 1992. (( Intervento presentato al 1. convegno 1st International Conference on InformationSystems and Management of Data tenutosi a Bangalore; India1 nel 1992.,1st International Conference on Information Systems and Management of Data,1992,*
Un Modello Per La Rilevazione Delle Minacce In Un Sistema Di Elaborazione,S Castano; P Samarati,*,ATTI DEL CONGRESSO ANNUALE-ASSOCIAZIONE ITALIANA PER L INFORMATICA ED IL CALCOLO AUTOMATICO,1992,*
Extending Security Models for Frame Based Systems Protection,S Castano; Giancarlo Martella; P Samarati,*,*,1991,*
Designing Information Systems for Cooperating Agents,V De Antonellis; B Pernici; P Samarati,Designing Information Systems for Cooperating Agents / V. De Antonellis; B. Pernici; P. Samarati- In: Human Aspects in Computing: Design and Use of Interactive Systems and Work withTerminals.[sl] : Elsevier; 1991. - pp. 1140-1144 (( Intervento presentato al 4. convegno FourthInternational Conference on Human-Computer Interaction tenutosi a Stuttgart; Germany nel1991.,Fourth International Conference on Human-Computer Interaction,1991,*
Un modello per la protezione di basi di conoscenza,S Castano; G Martella; P Samarati,*,ATTI DEL CONGRESSO ANNUALE-ASSOCIAZIONE ITALIANA PER L INFORMATICA ED IL CALCOLO AUTOMATICO,1991,*
Efficient retrieval of class extensions in object-oriented databases,F CACACE; P SAMARATI; L TANCA,*,*,1991,*
International Board of Referees,Marshall D Abrams; Mr Martin L Bariff; Mr David LH Batchelor; Matt Bishop; Andrew Blyth; William J Caelli; John Carroll; Chez Ciechanowicz; Frederick B Cohen; Robert Coles; Mr Robert H Courtney Jr; Jon R David; K Dittrich; Jan Eloff; Viiveke Fåk; Mariagrazia Fugini; Steven Furnell; Mr Dieter Gollmann; Dimitris Gritzalis; Carl Hammer; Bill Hancock; Lance J Hoffman; Thomas P Keenan; Peter Lipp; Mr Robert D McCrie; Carl Meyer; Mr Belden Menkus; Mr Rolf T Moulton; Mr William Murray; Mr Åke Nilson; Ronald Paans; Fred Piper; Hartmut Pohl; Reinhard Posch; Jean-Jacques Quisquater; Pierangela Samarati; Kai Rannenberg; Bruce Schneier; Simon J Shepherd; Nicolas G Sklavos; Mr Edward Skoudis; Eugene Spafford; Sean Smith; Mr Leon AM Strous; K Subramanian; Henk CA van Tilborg; Philip John Venables; Matthew Warren; Henry B Wolfe,*,*,*,*
Academic Editor,Dimitris Gritzalis; Rossouw von Solms; August Bequai; William J Bill Caelli; Zhenfu Cao; Richard Ford; Sarah Gordon; Stephen Hinde; David Lacey; Charles Pfleeger; Marcus K Rogers; Eugene Schultz; Vijay Atluri; Sabrina De Capitani di Vimercati; Jan Eloff; Steve Furnell; Tom Karygiannis; Sokratis Katsikas; Peng Liu; Javier Lopez; Pierangela Samarati,*,*,*,*
Interim Editor-in-Chief,Dimitris Gritzalis; Eugene Spafford; August Bequai; William J Bill Caelli; Zhenfu Cao; Richard Ford; Sarah Gordon; Stephen Hinde; David Lacey; Charles Pfleeger; Marcus K Rogers; Eugene Schultz; Vijay Atluri; Sabrina De Capitani di Vimercati; Jan Eloff; Steve Furnell; Tom Karygiannis; Sokratis Katsikas; Peng Liu; Javier Lopez; Pierangela Samarati,*,*,*,*
Refereed papers,Marshall D Abrams; Mr Martin L Bariff; Mr David LH; Matt Bishop; Andrew Blyth; William J Caelli; Mr Andrew Clark; Chez Ciechanowicz; Frederick B Cohen; Fred Cohen; Robert Coles; Mr Robert H Courtney; Jon R David; K Dittrich; Jan Eloff; Viiveke Fåk; Mariagrazia Fugini; Steven Furnell; Mr Dieter Gollmann; Dimitris Gritzalis; Mr Erik Guldentops; Carl Hammer; Bill Hancock; Lance J Hoffman; George Washington; Thomas P Keenan; Peter Lipp; Mr Robert D McCrie; Carl Meyer; Mr Belden Menkus; Mr Rolf T Moulton; Mr William Murray; Mr Åke Nilson; Charles P Pfleeger; Ronald Paans; KPMG Partner; Fred Piper; Hartmut Pohl; Reinhard Posch; Pierangela Samarati; Kai Rannenberg; Bruce Schneier; Simon J Shepherd; Nicolas G Sklavos; Eugene Spafford; Sean Smith; Mr Leon AM Strous; K Subramanian; CA Henk; Philip John Venables; Goldman Sachs; Matthew Warren; Henry B Wolfe,*,*,*,*
Invited Talks,Sabrina De Capitani di Vimercati; Sara Foresti; Pierangela Samarati; Ruggero Donida Labati; Angelo Genovese; Enrique Muñoz; Vincenzo Piuri; Fabio Scotti; Gianluca Sforza; Stefano Paraboschi; Enrico Bacis; Simone Mutti; Vinod Ganapathy; Sadhana Jha; Shamik Sural; Vijayalakshmi Atluri; Jaideep Vaidya; Phillipa Bennett; Indrakshi Ray; Robert France; Prasuna Sarana; Arindam Roy; Simon Gansel; Stephan Schnitzer; Ahmad Gilbeau-Hammoud; Viktor Friesen; Frank Dürr; Kurt Rothermel; Christian Maihöfer; Ulrich Krämer; Michael Kunz; Ludwig Fuchs; Matthias Hummer; Günther Pernul,Automated Border Control Systems: Biometric Challenges and Research Trends. . . . . . . . . . .… Ruggero Donida Labati; Angelo Genovese; EnriqueMuñoz; Vincenzo Piuri; Fabio Scotti; and Gianluca Sforza … Extending Mandatory Access ControlPolicies in Android … Stefano Paraboschi; Enrico Bacis; and Simone Mutti …Reflections on the Self-service Cloud Computing Project … Enforcing Separationof Duty in Attribute Based Access Control Systems … Sadhana Jha; Shamik Sural; VijayalakshmiAtluri; and Jaideep Vaidya … Modeling of Online Social Network Policies Using anAttribute-Based Access Control Framework … PhillipaBennett; Indrakshi Ray; and Robert France … Role Mining in the Presence of Separation ofDuty Constraints … Prasuna Sarana; Arindam Roy; Shamik Sural; Jaideep …,*,*,*
Best Readings in Communications and Information Systems Security,Erol Gelenbe; Guangjie Han; Neeli Prasad; Peng He; Peter Stavroulakis; Pierangela Samarati; Shui Yu; Stamatios Kartalopoulos; Zheng Yan; Amitav Mukherjee; Chau Yuen; Jun He; KP Subbalakshmi; Maode Ma; Narisa Chu; Niki Pissinou; Raullen Chai; Roberto Di Pietro; Sushmita Ruj; Peter Mueller; Kejie Lu; Xiaodong Lin; Yi Qian,Five years after the appearance of the first publications on CIS in International technicalJournals and the creation of the IEEE TC-CIS; the multimedia field was open for a revisitfrom the security point of view. Cloud computing security thus became the main newresearch challenge. An attempt has been made to fill this void by this special issue.Advanced techniques such as fuzzy logic; Hidden Marcov Models; the zero knowledgeprinciple and chaotic techniques are presented to show that Multimedia Information Securitycan be dealt with as an integral part of CIS.,*,*,*
Enforcing authorizations while protecting access confidentiality,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract. Cloud computing is the reference paradigm to provide data storage andmanagement in a convenient and scalable manner. However; moving data to the cloudraises several issues; including the confidentiality of data and of accesses that are no moreunder the direct control of the data owner. The shuffle index has been proposed as asolution for addressing these issues when data are stored at an external third party. In thispaper; we extend the shuffle index with support for access control; that is; for enforcingauthorizations on data. Our approach is based on the use of selective encryption and on theorganization of data and authorizations in two shuffle indexes. Owners regulate access totheir data through authorizations that allow different users to access different portions of thedata; while; at the same time; the confidentiality of accesses is guaranteed. The proposed …,Journal of Computer Security,*,*
Computer security(Sophia Antipolis; 13-15 September 2004),Pierangela Samarati; Peter Ryan; Dieter Gollmann; Refik Molva,*,Lecture notes in computer science,*,*
Technical Programme Committee,Dakshi Agrawal; Gail-J Ahn; Arosha Bandara; Claudio Bertolini; Moritz Becker; Elisa Bertino; Piero Bonatti; Raouf Boutaba; Seraphin Calo; Barbara Carminati; Ritu Chadha; Marinos Charalambides; Gregory Cirincione; Bruno Crispo; Yuri Demchenko; Naranker Dulay; Sandro Etalle; David Eyers; Anandha Gopalan; Weili Han; Shinichi Honiden; Helge Janicke; Kang-won Lee; Adam Lee; Peter Linington; Jorge Lobo; Boon Thau Loo; Emil Lupu; Hanan Lutfiyya; Naftaly Minsky; Marco Casassa Mont; Ken Moody; Reagan Moore; Prasad Naldurg; Mark Ryan; Babak Sadighi; Pierangela Samarati; Andreas Schaad; Constantin Serban; Morris Sloman; Angelos Stavrou; Mahesh Tripunitaria; Duminda Wijesekera; Lisandro Zambenedetti Granville,Dakshi Agrawal; IBM TJ Watson Research Center; USA Gail-J. Ahn; Arizona StateUniversity; USA Arosha Bandara; The Open University; United Kingdom Claudio Bertolini; HPLaboratories; USA Moritz Becker; Microsoft Research Cambridge; United Kingdom ElisaBertino; Purdue University; USA Piero Bonatti; Universita' di Napoli Federico II; Italy RaoufBoutaba; University of Waterloo; Canada Seraphin Calo; IBM TJ Watson Research Center; USABarbara Carminati; University of Insubria; Italy Ritu Chadha; Telcordia; USA MarinosCharalambides; University College London; United Kingdom Gregory Cirincione; Army ResearchLab; USA Bruno Crispo; Vrije Universiteit; Netherlands Yuri Demchenko; University ofAmsterdam; Netherlands Naranker Dulay; Imperial College London; United Kingdom SandroEtalle; Technical University of Eindhoven; The Netherlands David Eyers; Cambridge …,*,*,*
VS SUBRAHMANIAN,SUSHIL JAJODIA; PIERANGELA SAMARATI; MARIA LUISA SAPINO,*,*,*,*
Reviewer committee,Cecile Åberg; Johan Åberg; Torsten Ackemann; Kevin Almeroth; Gal Badishi; Daniel Bauer; Karlo Berket; Hannes Birck; Sabrina De Capitani di Vimercati; Tyson Condie; Vasilios Darlagiannis; Mayur Deshpande; Ralph Deters; Thomas Dübendorfer; Claudiu Duma; Patrick Eaton; Claus Eikemeier; Viiveke Fåk; George Fankhauser; Karoly Farkas; Prasanna Ganesan; Nitin Garg; Donatien Grolaux; Abhishek Gupta; Emir Halepovic; David Hausheer; Oliver Heckmann; Almut Herzog; Daniel Hughes; Paul Hurley; Evangelia Kalyvianaki; Kostas Katrinis; Christoph Kessler; Patrick Lambrix; Nicolas C Liebau; Tsung-Nan Lin; Dahlia Malkhi; Marco Mamei; Sergio Marti; Carlo Mastroianni; Håkan Mattsson; Martin Mauve; Roie Melamed; Valentin Mesaros; Mirco Musolesi; Kaj Nyström; Luc Onana Alima; Georgios Parissidis; Panayiotis Periorellis; Marius Portmann; Marc Rennhard; Pierangela Samarati; Glenn Scott; Diana Senn; Daniel Sigg; Alan Smith; Juha Takkinen; Dimitrios Tsoumakos; Eduard Turcan; Srikumar Venugopal; James Walkerdine; Honghao Wang; John Wilander; Bai Xiaole; Zhiyong Xu; Keping Zhao; Yue Zhao; Jianjun Zhang; Tingting Zhang; Yingwu Zhu; Gil Zussman,The program committee would like to express thanks to all the additional reviewers who helpedin reviewing the submitted papers … Cecile Åberg Johan Åberg Torsten Ackemann Kevin AlmerothGal Badishi Daniel Bauer Karlo Berket Hannes Birck Sabrina De Capitani di Vimercati TysonCondie Vasilios Darlagiannis Mayur Deshpande Ralph Deters Thomas Dübendorfer ClaudiuDuma Patrick Eaton Claus Eikemeier Viiveke Fåk George Fankhauser Karoly Farkas PrasannaGanesan Nitin Garg Donatien Grolaux Abhishek Gupta Emir Halepovic David Hausheer OliverHeckmann Almut Herzog Daniel Hughes Paul Hurley Evangelia Kalyvianaki Kostas KatrinisChristoph Kessler Patrick Lambrix Nicolas C. Liebau Tsung-Nan Lin … Dahlia Malkhi MarcoMamei Sergio Marti Carlo Mastroianni Håkan Mattsson Martin Mauve Roie Melamed ValentinMesaros Mirco Musolesi Kaj Nyström Luc Onana Alima Georgios Parissidis Panayiotis …,*,*,*
ICDCS-SPCC 2010 Program Committee,Vasanth Bala; Guohong Cao; Hao Chen; Shigang Chen; Bruno Crispo; Weidong Cui; Roberto Di Pietro; Yong Guan; Xuxian Jiang; Ari Juels; Yongdae Kim; Wenke Lee; Karl Levitt; Peter Mueller; Cristina Nita-Rotaru; Alina Oprea; Michael Reiter; Kui Ren; Mark Ryan; Pierangela Samarati; Wade Trappe; Mladen Vouk; Cliff Wang; Guilin Wang; Xinyuan Wang; Samuel Weber; Tilman Wolf; Dongyan Xu; Dong Xuan; Lok-Kwong Yan; Moti Yung; Xiaolan Zhang; Lenore D Zuck,Vasanth Bala; IBM TJ Watson Research; USA Guohong Cao; Pennsylvania State University;USA Hao Chen; UC Davis; USA Shigang Chen; University of Florida; USA Bruno Crispo; Universityof Trento; Italy Weidong Cui; Microsoft Research; USA Roberto Di Pietro; Universitat Rovira iVirgili; Spain Yong Guan; Iowa State University; USA Xuxian Jiang; North Carolina StateUniversity; USA Ari Juels; RSA Laboratories; USA Yongdae Kim; University of Minnesota at TwinCities; USA Wenke Lee; Georgia Institute of Technology; USA Karl Levitt; UC Davis; USA RefikMolva; EURECOM; France Peter Mueller; IBM Zurich Research; Switzerland CristinaNita-Rotaru; Purdue University; USA Alina Oprea; RSA Laboratories; USA Michael Reiter; Universityof North Carolina at Chapel Hill; USA Kui Ren; Illinois Institute of Technology; USA MarkRyan; University of Birmingham; United Kingdom Pierangela Samarati; Università degli …,*,*,*
