LOF: identifying density-based local outliers,Markus M Breunig; Hans-Peter Kriegel; Raymond T Ng; Jörg Sander,Abstract For many KDD applications; such as detecting criminal activities in E-commerce;finding the rare instances or the outliers; can be more interesting than finding the commonpatterns. Existing work in outlier detection regards being an outlier as a binary property. Inthis paper; we contend that for many scenarios; it is more meaningful to assign to eachobject a degree of being an outlier. This degree is called the local outlier factor (LOF) of anobject. It is local in that the degree depends on how isolated the object is with respect to thesurrounding neighborhood. We give a detailed formal analysis showing that LOF enjoysmany desirable properties. Using real-world datasets; we demonstrate that LOF can be usedto find outliers which appear to be meaningful; but can otherwise not be identified withexisting approaches. Finally; a careful performance evaluation of our algorithm confirms …,ACM sigmod record,2000,3507
P3. 02-091 Concurrent Aberrations in G2/M-Phase Transcriptional Programs and Genomic Gatekeepers Highlight Lung Cancer Predisposition in COPD Patients,E Marshall; E Vucic; V Martinez; R Ng; S Lam; W Lam,Background Patients with chronic obstructive pulmonary disease (COPD) have a 7-foldincreased risk of developing lung cancer. COPD is defined by clinical symptoms andreduced lung function measurements. It is characterized by chronic inflammation; smallairway remodeling and loss as well as destruction of alveoli (emphysema). While thisdisease is an important lung cancer risk factor independent of smoking; the molecularprogression from COPD to lung cancer tumorigenesis is relatively understudied. Method Inorder to examine the molecular overlap between these two diseases; we first analyzed smallairway epithelial gene expression profiles obtained from bronchial brushings from 127COPD and 140 non-COPD ever-smoker patients. We performed weighted gene correlationnetwork analysis (WGCNA) on these gene expression profiles to discover deregulated …,Journal of Thoracic Oncology,2017,*
BLOOD BIOMARKERS AND ELECTRICAL MONITORING IN ADVANCED HEART FAILURE,A Singh; C Shannon; S Assadian; M Toma; V Chen; L Dai; K Lam; Z Hollander; R Ng; S Tebbutt; B McManus,Background The clinical course of advanced heart failure (AHF) constitutes a progressivedecline in heart function and quality of life leading to pump failure. Patients with AHF are atrisk for rhythm disturbances; hospitalizations and sudden cardiac death. The primaryobjective of this study is to integrate blood-based biomarkers with electrical signatures topredict hospitalizations for patients with AHF. Methods A total of 63 patients were enrolled atSt. Paul's Hospital and Vancouver General Hospital in Vancouver; Canada. Blood sampleswere collected; in EDTA; serum; and PAXgene tubes at enrollment (baseline) and at around30 days; depending on when the patient presented to the clinic. Patients wore a 48-hourHolter monitor for up to 2 weeks after enrollment. The data was collected from the Holtermonitors every second day and was analyzed using the MARS Holter Analysis software …,Canadian Journal of Cardiology,2017,*
Text analytics; health analytics,Raymond Ng,Summary: With the ever-increasing popularity of Internet technologies and communicationdevices such as smartphones and tablets; and with huge amounts of such conversationaldata generated on hourly basis; intelligent text analytic approaches can greatly benefitorganizations and individuals. For example; managers can find the information exchangedin forum discussions crucial for decision making. Moreover; the posts and comments about aproduct can help business owners to improve the product.,1st Europe Summer School: Data Science,2017,*
Investigating Blood-Based; Cell-Specific Biomarkers of Acute Cardiac Allograft Rejection,Casey P Shannon; JiYoung Kim; Virginia Chen; Zsuzsanna Hollander; Karen Lam; Janet Wilson-McManus; Sara Assadian; Robert Balshaw; Scott J Tebbutt; Robert McMaster; Paul Keown; Raymond T Ng; Bruce M McManus,Methods: Genome-wide transcript abundance was assayed from PAXgene peripheral wholeblood samples obtained from patients undergoing biopsy-confirmed acute allograft rejection(≥ 2R; n= 29) or not (n= 198); using Affymetrix Human Gene 1.1 ST microarrays. Thecellular composition of the blood samples was inferred from their gene expression profiles.Elastic net classifier panels were then identified using the whole blood gene expression;either unadjusted for cellular composition; adjusted for cellular composition for all cell types;or all but one cell type. Out-of-sample performance of the various models was estimatedusing stratified 5-fold cross-validation. Results: Best cross-validation performance (AUC=0.75) was achieved by an NK cell-specific classifier panel. Both cell-adjusted and cell-specific classifiers outperformed those identified using unadjusted whole blood gene …,Transplantation,2017,*
Multi-Omic Biomarker Signatures Are Predictive of 9-Month Patient Outcomes in Subjects with Advanced Heart Failure,A Singh; CP Shannon; S Assadian; M Toma; V Chen; L Dai; KK Lam; Z Hollander; RT Ng; SJ Tebbutt; BM McManus,Purpose The purpose of this study was to identify integrative blood biomarker signatures thatcould prognose subjects with deteriorated versus improved heart failure outcomes. MethodsAfter informed consent; 45 subjects were enrolled in the study and characterized usingoutcome data (changes in ejection fraction; BNP; and NYHA class as well ashospitalizations) into three groups at 9 months after enrollment; 12 deteriorated; 15 stableand 18 improved. Blood samples were collected at baseline and profiled for geneexpression (Affymetrix Gene ST 1.1); microarrays) and plasma protein expression (MultipleReaction Monitoring (MRM) using mass spectrometry). Cell counts were estimated usingstatistical deconvolution methods. Using an integrative classification method (developed in-house; Figure 1A); multi-omic (cells-transcripts-proteins) biomarker signatures were …,The Journal of Heart and Lung Transplantation,2017,*
Exploring Joint Neural Model for Sentence Level Discourse Parsing and Sentiment Analysis,Bita Nejat; Giuseppe Carenini; Raymond Ng,Abstract Discourse Parsing and Sentiment Analysis are two fundamental tasks in NaturalLanguage Processing that have been shown to be mutually beneficial. In this work; wedesign and compare two Neural models for jointly learning both tasks. In the proposedapproach; we first create a vector representation for all the text segments in the inputsentence. Next; we apply three different Recursive Neural Net models: one for discoursestructure prediction; one for discourse relation prediction and one for sentiment analysis.Finally; we combine these Neural Nets in two different joint models: Multi-tasking and Pre-training. Our results on two standard corpora indicate that both methods result inimprovements in each task but Multi-tasking has a bigger impact than Pre-training.Specifically for Discourse Parsing; we see improvements in the prediction on the set of …,Proceedings of the 18th Annual SIGdial Meeting on Discourse and Dialogue,2017,*
High Cystatin-C Levels May Predict Imminent COPD Exacerbations,V Chen; Z Hollander; S Tam; GJ Criner; PG Woodruff; R Albert; JE Connett; SC Lazarus; MK Han; SJ Leung; D Aaron; RM Reed; C Borchers; B McManus; R Ng; DD Sin,While some COPD patients are prone to frequent acute exacerbations (AECOPD); predictingwhen these exacerbations will occur is difficult. Biomarkers that inform exacerbation risk maybe helpful in alerting physicians to vulnerable COPD patients. Cystatin-C is a cathepsininhibitor secreted by alveolar macrophages; higher levels have previously been associatedwith COPD status; AECOPD and AECOPD mortality. Whether it can predict AECOPD risk isunknown.,System,2017,*
Modulation Of Gene Expression In Peripheral B-Cells Is Associated With Loss Of Lung Function In COPD,V Chen; Z Hollander; R Balshaw; B McManus; DD Sin; R Ng; SJ Tebbutt; CP Shannon,Methods: Peripheral whole blood was collected in PAXgene tubes. Affymetrix Human Gene1.1 ST arrays were used to measure mRNA abundance in 615 stable COPD patients. Thecellular composition of the samples was inferred from their mRNA abundance profiles andused to fit a linear model that included interactions between cellular proportions and lungfunction; as measured by FEV1/FVC. Transcripts identified as signficant in the interactionbetween cells and FEV1/FVC were tested for association with tissue destruction in COPD/emphysematous lung sections. Results: 664 mRNAs were associated with FEV1/FVC in B-cells (FDR< 0.01) in peripheral whole blood. Many of these mRNAs were also associatedwith tissue destruction in infiltrating B-cells in lung sections. Conclusion: We identified a B-cell-specific molecular signature associated with lung function in COPD from blood. This …,Am J Respir Crit Care Med,2017,*
SABRE: a method for assessing the stability of gene modules in complex tissues and subject populations,Casey P Shannon; Virginia Chen; Mandeep Takhar; Zsuzsanna Hollander; Robert Balshaw; Bruce M McManus; Scott J Tebbutt; Don D Sin; Raymond T Ng,Gene network inference (GNI) algorithms can be used to identify sets of coordinatelyexpressed genes; termed network modules from whole transcriptome gene expression data.The identification of such modules has become a popular approach to systems biology; withimportant applications in translational research. Although diverse computational andstatistical approaches have been devised to identify such modules; their performancebehavior is still not fully understood; particularly in complex human tissues. Given humanheterogeneity; one important question is how the outputs of these computational methodsare sensitive to the input sample set; or stability. A related question is how this sensitivitydepends on the size of the sample set. We describe here the SABRE (Similarity AcrossBootstrap RE-sampling) procedure for assessing the stability of gene network modules …,BMC bioinformatics,2016,*
Biomarkers Monitoring for Absence of Acute Allograft Rejection,Z Hollander; DL Dai; C Shannon; V Chen; KK Lam; JE McManus; S Assadian; M Toma; SJ Tebbutt; R Balshaw; CH Borchers; RA Davies; D Delgado; H Haddad; A Ignaszewski; DL Isaac; D Kim; A Mui; M Rajda; H Ross; LJ West; M White; S Zieroth; W McMaster; PA Keown; RT Ng; BM McManus,Purpose Cardiac transplantation is the main therapy for patients with end-stage heart failure.Immune injuries are the most important cause of graft damage and early morbidity. Mostacute rejections occur during the first three months post-transplant; with~ 20-30% of heartgraft recipients experiencing at least one rejection episode within the first year post-transplant. Thus; regular monitoring of transplant recipients is crucial. Methods In the firstphase of work; the Biomarkers in Transplantation team performed blood-based mRNAbiomarker discovery using high performance technical platforms and advancedcomputational methods in a single-centre cohort of heart transplant patients. In the secondphase; these biomarkers were tested in patients collected Canada-wide using the sameplatform. In the third phase; 40 mRNAs from 6 panels were moved onto two clinically …,The Journal of Heart and Lung Transplantation,2016,*
Cost-Effectiveness of a Blood-Based Biomarker Compared to Endomyocardial Biopsy for the Diagnosis of Acute Allograft Rejection,Z Hollander; TH Mohammadi; S Assadian; JE Wilson-McManus; KK Lam; RT Ng; W McMaster; PA Keown; BM McManus; C Marra,Purpose Endomyocardial biopsy is the gold standard for diagnosing acute rejection in hearttransplant patients. Based on patient surveys; one of the most important improvements intransplant patient management would be the replacement of biopsy by a minimally invasivetest. Gene expression profiles in peripheral blood of cardiac transplant patients have thepotential to be used to monitor for absence of acute allograft rejection. Thus; could lead tosignificant reduction in the number of biopsies. The purpose of this work was to evaluate theincremental costs and effectiveness of using a blood-based test versus endomyocardialbiopsy in the detection of acute cardiac allograft rejection. Methods A discrete eventsimulation model was developed to assess the cost effectiveness of a blood test guidingbiopsy versus biopsy alone to detect acute allograft rejection for the first 5 years after …,The Journal of Heart and Lung Transplantation,2016,*
The Host Response To The Lung Microbiome In Idiopathic Pulmonary Fibrosis,JE McDonough; M Sze; S Verleden; D Kinose; DM Vasilescu; R Ng; BT Jin; N Kaminski; W Wuyts; BN Tanabe; M Vanaudenaerde; JC Hogg,METHODS Lungs from patients with IPF (n= 10) treated by lung transplantation and unuseddonor lungs (n= 6) that served as controls were inflated with air and frozen solid in liquidnitrogen vapor. Each lung specimen was kept frozen while a MDCT scan was performedand the specimen was cut into serial transverse slices from apex to base. Frozen cores oflung tissue removed from these slices were kept at-30 C while scanned by microCT. Eachtissue core was then briefly warmed to-1 C; vacuum embedded in OCT compound;immediately returned to-80 C; and stored. Serial frozen sections (8 µm thick) cut from eachtissue core were used to isolate DNA and RNA and perform the quantitative histologicalanalysis. The V4 hypervariable region of bacterial 16S rDNA was used to characterize themicrobiome; and microCT and quantitative histology were used to measure the host …,Am J Respir Crit Care Med,2016,*
The Host Response To The Lung Microbiome In Idiopathic Pulmonary Fibrosis,N Tanabe; JE McDonough; M Sze; S Verleden; D Kinose; DM Vasilescu; R Ng; BT Jin; N Kaminski; W Wuyts; M Vanaudenaerde; JC Hogg,*,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,2016,*
Airway Hyperresponsiveness In COPD: A Marker Of Asthma-COPD Overlap Syndrome?,R Tkacova; D Dai; JM Vonk; J Leung; PS Hiemstra; M Van den Berge; L Kunz; Z Hollander; DP Tashkin; RA Wise; JE Connett; RT Ng; BM McManus; S Man; DS Postma; DD Sin,*,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,2016,*
A novel approach to identifying marker genes and estimating the cellular composition of whole blood from gene expression profiles,Casey P Shannon; Robert Balshaw; Virginia Chen; Zsuzsanna Hollander; Mustafa Toma; Bruce M McManus; J Mark Fitzgerald; Don D Sin; Raymond T Ng; Scott J Tebbutt,Measuring genome-wide changes in transcript abundance in circulating peripheral wholeblood cells is a useful way to study disease pathobiology and may help elucidatebiomarkers and molecular mechanisms of disease. The sensitivity and interpretability ofanalyses carried out in this complex tissue; however; are significantly affected by its dynamicheterogeneity. It is therefore desirable to quantify this heterogeneity; either to account for it orto better model interactions that may be present between the abundance of certaintranscripts; some cell types and the indication under study. Accurate enumeration of themany component cell types that make up peripheral whole blood can be costly; however;and may further complicate the sample collection process. Many approaches have beendeveloped to infer the composition of a sample from high-dimensional transcriptomic and …,bioRxiv,2016,*
Biomarkers for recovered heart function,*,Heart failure (HF) represents a disease with high mortality and morbidity rates. Due to the highprevalence; HF causes a big overall economic and social burden. In the United Statesalone; there were 5.8 million HF patients in 2006; and the estimated direct and indirect costsrelated to HF in the United States were $39.2 billion in 2010. Although the incidence of HF inthe last decade has not decreased; survival rates have improved. As the population grows olderand heart disease fatality rates decrease due to better treatment methods; the number of patientswith HF continues to increase. In addition; HF treatment has also improved during the past threedecades; leading to a growing number of patients with recovered heart function. However; undercurrent clinical practice; these patients continue to be followed by heart failure specialists or cardiologistsand their treatment is ongoing. This is due to a lack of guidelines for determining whether …,*,2015,*
Targeted Module-Based Discovery Of Blood Biomarkers For Prognosing Imminent COPD Exacerbations,CP Shannon; Z Hollander; JE Wilson-McManus; B Miller; SI Rennard; HO Coxson; SJ Tebbutt; VY Chen; R Ng McManus; D Sin,Methods Peripheral whole blood from 367 COPD subjects in the Evaluation of COPDLongitudinally to Identify Predictive Surrogate Endpoints (ECLIPSE) study was analyzedwith Affymetrix Gene 1.1 ST microarrays. Weighted Gene Co-expression Network Analysis(WGCNA) was applied to 238 of these subjects; to produce modules of correlated genes. Analgorithm was designed to assess module stability by repeated random subsampling of thesubjects; and a score between 0 and 1 was calculated to summarize the reproducibility ofeach module. The remaining 129 COPD subjects; consisting of 26 subjects with an“imminent” exacerbation (IE; defined as an exacerbation within 2 months of their blood draw)and 103 subjects who did not exacerbate (NE; defined as no exacerbation for> 365 daysafter their blood draw); were analyzed for differential expression in each of the most …,Am J Respir Crit Care Med,2015,*
Characterizing Heterogeneity In Lung Function Decline In COPD,DD Sin; S Bryan; A Khaban; BM McManus; R Ng; Z Hollander; M Sadatsafavi; Z Zafari,Methods:(FEV1) among patients in control (usual care) and intervention (smoking cessation)groups. We used a series of random-intercept; random-slope mixed linear regressionmodels with FEV1 as the dependent and follow-up year; gender; smoking status;intervention; baseline age; height; body mass index; and the interaction of year andintervention as independent variables. We evaluated multiple competing models with acombination of fixed and random effects and identified the best model based on the AkaikeInformation Criterion (AIC).,Am J Respir Crit Care Med,2015,*
A Statistical Model To Predict The Cellular Composition Of Peripheral Whole Blood Samples From Affymetrix Gene St 1.1 Expression Data,V Chen; Z Hollander; R Balshaw; RT Ng; B McManus; DD Sin; M Fitzgerald; SJ Tebbutt; CP Shannon,Methods We fit a multi-response Gaussian model using the R package glmnet. Glmnet fitsgeneralized linear models via penalized maximum likelihood. Out of sample performancewas estimated using 10-fold cross-validation. This estimate was further validated usingindependent samples for which white blood cell counts and differentials were available.Results,Am J Respir Crit Care Med,2015,*
Discovery Of Novel Plasma Protein Biomarkers To Diagnose Acute COPD Exacerbations Using Multiple Reaction Monitoring Mass Spectrometry,Z Hollander; V Chen; DLY Dai; SJ Tebbutt; SD Aaron; KL Vandemheen; SI Rennard; PG Woodruff; SJ Leung; C Lazarus; J Connett; HO Coxson; B Miller; C Borchers; BM McManus; RT Ng; D Sin,Acute exacerbations of chronic obstructive pulmonary disease (AECOPD) result inconsiderable morbidity and mortality. While early diagnosis of AECOPD could potentiallyprevent long-term complications; a blood-based biomarker test for AECOPD has yet to beimplemented in clinical practice. Multiple reaction monitoring-mass spectrometry (MRM-MS)offers an inexpensive; high-throughput platform with the ability to relatively quantify multiplecandidate proteins based on precursor-product ion pairs. To date; MRM-MS has not beenapplied to the problem of COPD and AECOPD; but may provide an opportunity to discovernew biomarkers. Methods:,Am J Respir Crit Care Med,2015,*
CIRCULATING BIOMARKER RESPONSES TO MEDICAL MANAGEMENT VERSUS MECHANICAL CIRCULATORY SUPPORT IN SEVERE INOTROPE-DEPENDE...,A Meredith; L Dai; V Chen; M Seidman; Z Hollander; R Ng; J Wilson-McManus; A Kaan; S Tebbutt; K Ramanathan; A Cheung; B McManus,Background Severe inotrope-dependent acute heart failure (AHF) is associated with poorclinical outcomes; and blood biomarkers to guide therapy could improve management of thiscondition. There are currently no well-defined biomarkers of response to treatment that canbe used to guide treatment or evaluate recovery in this patient population.,Canadian Journal of Cardiology,2014,*
A Male-Specific mRNA Panel Improves Differentiation between Heart Failure with Reduced and Preserved Ejection Fraction,George Mak; Zsuzsanna Hollander; Virginia Chen; Karen Lam; Raymond Ng; Scott J Tebbutt; Janet Wilson McManus; Mustafa Toma; Andrew Ignaszewski; Bruce McManus; Todd Anderson; Justin Ezekowitz; Gavin Y Oudit; Jason RB Dyck,Methods HF patients were recruited in participating institutions from the Alberta Heartinitiative. An expert clinical adjudicating panel differentiated between patients with HFpEFand HFrEF using current ACCF/AHA HF guidelines. Transcriptomic data were derived fromAffymetrix Human Gene 1.1 ST microarrays. Proteins were measured with multiple reactionmonitoring mass spectrometry (MRM-MS). Serum N-terminal b-type natriuretic peptide (NT-proBNP) levels in plasma were also analysed. Results There were 61 patients (34 HFrEF/27HFpEF) in the discovery cohort and 70 (50 HFrEF/21 HFpEF) in the replication cohort.Discovery analyses demonstrated that NT-proBNP was marginally useful in differentiatingHFpEF vs. HFrEF (area under curve [AUC] 0.66). A 39-probeset transcriptomic paneloutperformed NT-proBNP (AUC 0.75). A 13 protein classifier showed poor diagnostic …,Journal of Cardiac Failure,2014,*
Biomarkers Of Imminent Exacerbation,Z Hollander; VY Chen; JE Wilson-McManus; B Miller; SI Rennard; HO Coxson; SJ Tebbutt; BM McManus; RT Ng; D Sin,*,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,2014,*
DIFFERENTIAL PATHWAY DISRUPTION IN LUNG ADENOCARCINOMAS FROM CURRENT AND NEVER SMOKERS-A MULTI-OMICS DATA INTEGRATION ANAL...,Kelsie L Thu; Mitra Mosslemi; Emily A Vucic; Larissa A Pikor; Wei Zhang; Suhaida Selamat; Ite Laird-Offringa; Adi F Gazdar; Raymond Ng; John C English; Stephen Lam; Calum E Macaulay; Wan L Lam,*,JOURNAL OF THORACIC ONCOLOGY,2013,*
Ensemble Analysis Using Blood-Based Biomarkers; Ambulatory Electrocardiography and Clinical Variables Predicts 30 Day Hospitalization in Patients With Heart F...,KP Ioannou; M Bennett; A Ignaszewski; S Tung; A Krahn; J Wilson-McManus; D Dai; S Assadian; Z Hollander; B McManus; H Park; K Woo; H Kang; R Ng,Background Patients with heart failure (HF) are at risk for rhythm disturbances;hospitalizations and sudden cardiac death. The primary objective of this study was tointegrate blood-based biomarkers (genomic and proteomic) with electrical signatures fromambulatory electrocardiography to improve risk stratification for patients with ischemic heartfailure. Methods Sixty-four advanced HF patients were enrolled (40 with LVEF≤ 35% andNYHA class≥ II and 24 with LVEF≥ 40% and NYHA class≤ II). Seven patients werehospitalized for cardiac reasons within 30 days following enrollment. Blood samples werecollected at enrollment (baseline) and submitted for analysis using Affymetrix GeneST 1.1microarrays and Multiple Reaction Monitoring (MRM) mass spectrometry for 306 peptidesand 134 proteins. Patients wore ambulatory electrocardiography monitors for up to 2 …,Canadian Journal of Cardiology,2013,*
Biomarkers of Diastolic and Systolic Heart Failure,Z Hollander; KK Lam; V Chen; JE Wilson-McManus; RT Ng; SJ Tebbutt; BM McManus; A Ignaszewski; T Anderson; J Ezekowitz; GY Oudit; JR Dyck,Background Heart failure (HF) is a modern day epidemic with a rising prevalence and affectsover 23 million global citizens. Methods to identify or diagnose a patient with HF includeclinical history; physical exam; imaging and blood tests. The most commonly used bloodtests are markers of natriuretic peptides; however; there is a large diagnostic “grey zone” innatriuretic peptides that renders them less useful as a stand-alone HF diagnostic test. Inaddition; they have not been shown to distinguish between diastolic HF (DHF) and systolicHF (SHF). Methods A discovery cohort comprised of 38 DHF patients; 54 SHF patients; and22 healthy controls (HC) were enrolled in the Alberta HEART initiative. Plasma andPAXgene whole blood samples were analyzed at the PROOF Centre of Excellence withiTRAQ and MRM mass spectrometry and Affymetrix GeneST microarrays; respectively …,Canadian Journal of Cardiology,2013,*
ACM Tech Pack on Business Intelligence/Data Management,DAMA Pat Cupoli; Barry Devlin; Raymond Ng,Because business intelligence aims to support better business decision-making; a BI systemis a form of decision support system (DSS) and has evolved from the decision supportsystems which began in the 1960s and developed throughout the mid-80s. DSS originatedin the computer-aided models created to assist with decision making and planning. A varietyof terminology evolved beginning in the mid-80s covering various aspects of DSS includingdata warehouses; Executive Information Systems (EIS); and Online Analytical Processing(OLAP). In 1989; Howard Dresner (of DEC and later a Gartner Group analyst) proposed"business intelligence" as an umbrella term to describe" concepts and methods to improvebusiness decision making by using factbased support systems." 2 It was not until the mid-90s that this usage became widespread. Today; the term business intelligence is used in …,*,2013,*
Perspectives on Business Intelligence,Raymond T Ng; Patricia C Arocena; Denilson Barbosa; Giuseppe Carenini; Luiz Gomes; Jr; Stephan Jou; Rock Anthony Leung; Evangelos Milios; Renée J Miller; John Mylopoulos; Rachel A Pottinger; Frank Tompa; Eric Yu,Abstract Download Free Sample In the 1980s; traditional Business Intelligence (BI) systemsfocused on the delivery of reports that describe the state of business activities in the past;such as for questions like" How did our sales perform during the last quarter?" A decadelater; there was a shift to more interactive content that presented how the business wasperforming at the present time; answering questions like" How are we doing right now?"Today the focus of BI users are looking into the future." Given what I did before and how I amcurrently doing this quarter; how will I do next quarter?" Furthermore; fuelled by the demandsof Big Data; BI systems are going through a time of incredible change. Predictive analytics;high volume data; unstructured data; social data; mobile; consumable analytics; and datavisualization are all examples of demands and capabilities that have become critical …,Synthesis Lectures on Data Management,2013,*
193 Biomarkers of Recovered Heart Function,Z Hollander; M Lazárová; A Ignaszewski; V Chen; RT Ng; JE Wilson-McManus; R Balshaw; RW McMaster; PA Keown; BM McManus,*,The Journal of Heart and Lung Transplantation,2012,*
250 The Likelihood of Acute Cardiac Rejection Can Be Predicted at Transplantation,Z Hollander; V Chen; RT Ng; R Balshaw; JE Wilson-McManus; A Ignaszewski; RW McMaster; PA Keown; BM McManus,*,The Journal of Heart and Lung Transplantation,2012,*
427 Health Economic Evaluation of Predictive and Diagnostic Biomarkers of Acute Cardiac Rejection,Z Hollander; THG Mohammadi; JE Wilson-McManus; RT Ng; R Balshaw; RW McMaster; PA Keown; BM McManus; C Marra,*,The Journal of Heart and Lung Transplantation,2012,*
82 Blood-Based Biomarker Panels for Diagnosis of Acute Heart Allograft Rejection,JE Wilson-McManus; Z Hollander; G Cohen Freue; R Balshaw; C Borchers; R Davies; D Delgado; H Haddad; A Ignaszewski; D Isaac; D Kim; A Mui; M Rajda; L West; M White; S Zieroth; P Keown; R McMaster; R Ng; B McManus,Purpose Rationale: The NCE CECR Centre of Excellence for Prevention of Organ Failure(PROOF Centre) is a not-for-profit organization with a mandate to develop and implementmolecular blood-based biomarker solutions. The PROOF Centre in collaboration with UBCinvestigators have developed blood tests with good performance characteristics fordiagnosis of acute heart allograft rejection (sensitivity 91-100%; specificity 80-100%) basedon patients from a single site in Vancouver; Canada.,The Journal of Heart and Lung Transplantation,2012,*
Peripheral Blood Gene Expression Signatures Discriminate Chronic Obstructive Pulmonary Disease Patients Susceptible To Frequent Exacerbations,V Chen; Z Hollander; J Wilson-McManus; B Miller; B McManus; R Ng; S Tebbutt; D Sin; K Sherwood,Conclusions We have identified gene transcript signatures in peripheral whole blood thatcan distinguish COPD patients who will exacerbate versus those who will not. A genomicbiomarker panel has been generated that performs similarly to FEV1 and GOLD stage as apredictor of future exacerbations.,Am J Respir Crit Care Med,2012,*
Methods of diagnosing chronic cardiac allograft rejection,*,Transplantation is considered the primary therapy for patients with end-stage vital organfailure. While the availability of immunosuppressants such as cyclosporine and Tacrolimus hasimproved allograft recipient survival and wellbeing; identification of rejection of the allograft asearly and as accurately as possible; and effective monitoring and adjusting immunosuppressivemedication doses is still of primary importance to the continuing survival of the allograftrecipient … Rejection of an allograft may be generally described as the result of recipient's immuneresponse to nonself antigens expressed by the donor tissues. Acute rejection may occur withindays or weeks of the transplant; while chronic rejection may be a slower process; occurring monthsor years following the transplant … At present; invasive biopsies; such as endomyocardial; livercore; and renal fine-needle aspiration biopsies; are widely regarded as the gold standard …,*,2011,*
Predicting Acute Cardiac Allograft Rejection Using Donor and Recipient Gene Expression,Zsuzsanna Hollander; Virginia Chen; David Lin; Raymond T Ng; Robert Balshaw; Andrew Ignaszewski; Gabriela Cohen Freue; Janet Wilson-McManus; Robert W McMaster; Paul Keown; Bruce M McManus,Background The occurrence of acute allograft rejection in cardiac transplant patients is still acontributing factor to the limited survival of the implanted heart. Currently; there are nobiomarkers in clinical use that can predict; at time of transplantation; the likelihood of post-transplantation acute rejection. Therefore; the Biomarkers in Transplantation (BiT) initiativeset out to discover biomarkers that could predict; before transplantation; the risk of rejectionin order to allow for a more personalized clinical management of transplant patients.Methods As a first step; seven clinical variables measured pre-transplantation wereinvestigated for their power to predict post-transplantation rejection in a larger cohort ofpatients. A subset of these subjects had recipient whole blood collected pre-transplantationand donor heart tissue collected during transplantation. These samples were analyzed …,Journal of Cardiac Failure,2011,*
15 Can Blood Biomarkers Improve the Assessment of Severity of Allograft Vasculopathy?,D Lin; G Cohen Freue; Z Hollander; A Mui; J Wilson-McManus; R Balshaw; R Ng; P Keown; R McMaster; B McManus,Purpose Long term survival of cardiac transplant (Tx) recipients is largely limited by thedevelopment of cardiac allograft vasculopathy (CAV). Currently; the diagnosis of CAVinvolves assessment of luminal stenosis in major coronary arteries of the transplanted heartvia angiography or intravascular ultrasound. In the current study; we examined blood-derived mRNA and proteins in cardiac Tx patients to identify biomarkers that specificallyreflect the severity of angiographically-defined coronary artery stenosis.,The Journal of Heart and Lung Transplantation,2011,*
ISMB/ECCB 2011 PROCEEDINGS PAPERS COMMITTEE,Phil Bourne; Lawrence Hunter; Robert Murphy; O’Donoghue Sean; Yves Moreau; Niko Beerenwinkel; Dannie Durand; Eric Xing; Knut Reinert; Nuno Bandeira; Eleazar Eskin; Trey Ideker; Robert Russell; Anna Tramontano; John Kececioglu; Ruben Abagyan; Michael Bada; Chris Bailey-Kellog; Michael Baker; Spencer Bliven; Barbara Bryant; Rong Chen; Tim Clark; Kevin Bretonnel Cohen; Joel Dudley; Lynn Fink; Apostol Gramada; Rajarshi Guha; Vasant Honavar; Paul Horton; Lilia Iakoucheva; Rob Knight; Ina Koch; Richard H Lathrop; Fran Lewitter; Allan Lo; Scott Markel; Satoru Miyano; Chris Mungall; David Page; David Pollock; Sergei Pond; Julia Ponomarenko; Stan Pounds; Andreas Prlic; Peter W Rose; Derek Ruths; Richard H Scheuermann,Vol. 27 ISMB 2011; pages i2–i6 doi:10.1093/bioinformatics/btr298 … PROCEEDINGS PAPERSCOMMITTEE CHAIRS Terry Gaasterland; Proceedings Chair; University of California; SanDiego; United States Martin Vingron; Proceedings Co-chair; Max Planck Institute for MolecularGenetics; Berlin; Germany … Applied Bioinformatics Phil Bourne; University of California; SanDiego; United States Lawrence Hunter; University of Colorado; Denver; United States … Bioimagingand Data Visualization Gene Myers; Howard Hughes Medical Institute; Ashburn; United StatesRobert Murphy; Carnegie Mellon University; Pittsburgh; United States Sean O'Donoghue;EMBL; Heidelberg; Germany … Databases and Ontologies Suzanna Lewis; Lawrence BerkeleyNational Labs; Berkeley; United States Alex Bateman; Wellcome Trust Sanger Institute;Hinxton; United Kingdom … Disease Models and Epidemiology Yves Moreau; Catholic …,*,2011,*
BLOOD BIOMARKERS OF ACUTE CARDIAC ALLOGRAFT REJECTION: LEARNING FROM THE BIOPSY,Z Hollander; V Chen; R Ng; J Wilson-McManus; G Cohen Freue; R Balshaw; R McMaster; P Keown; B McManus,*,CANADIAN JOURNAL OF CARDIOLOGY,2010,*
PERIPHERAL BLOOD BIOMARKERS OF CARDIAC ALLOGRAFT VASCULOPATHY,D Lin; G Cohen Freue; Z Hollander; A Mui; J Wilson-McManus; R Balshaw; R Ng; P Keown; R McMaster; B McManus,*,CANADIAN JOURNAL OF CARDIOLOGY,2010,*
