Highly uniform and reproducible surface-enhanced Raman scattering from DNA-tailorable nanoparticles with 1-nm interior gap,Dong-Kwon Lim; Ki-Seok Jeon; Jae-Ho Hwang; Hyoki Kim; Sunghoon Kwon; Yung Doug Suh; Jwa-Min Nam,Abstract An ideal surface-enhanced Raman scattering (SERS) nanostructure for sensingand imaging applications should induce a high signal enhancement; generate areproducible and uniform response; and should be easy to synthesize. Many SERS-activenanostructures have been investigated; but they suffer from poor reproducibility of the SERS-active sites; and the wide distribution of their enhancement factor values results in anunquantifiable SERS signal. Here; we show that DNA on gold nanoparticles facilitates theformation of well-defined gold nanobridged nanogap particles (Au-NNP) that generate ahighly stable and reproducible SERS signal. The uniform and hollow gap (∼ 1 nm) betweenthe gold core and gold shell can be precisely loaded with a quantifiable amount of Ramandyes. SERS signals generated by Au-NNPs showed a linear dependence on probe …,Nature nanotechnology,2011,571
PARTIPETTING FOR MULTIPLEXED BIOASSAY IN MICROWELLS,SE Chung; SH Lee; Y Song; J Kim; S Kwon,*,*,*,1
CODE-CHANGEABLE ENCODED MICROPARTICLES FOR MULTI-STEP BEAD-BASED ASSAY,Taehong Kwon; Younghoon Song; Daewon Lee; Mira Kim; Tae-Joon Park; Sunghoon Kwon,*,*,*,1
Fabrication of tunable wrinkle patterned microparticle via silica-coating,Hyung Jong Bae; Arang Lee; Sangkwon Han; Lily Nari Kim; Sunghoon Kwon; Wook Park,*,Proceedings of 16th International Conference on Miniaturized Systems for Chemistry and Life Sciences,*,1
MICROFLUIDIC SYNTHESIS OF MAGNETOCHROMATIC MICROSPHERES UTILIZING MAGNETIC SELF-ASSEMBLY AND PHOTOPOLYMERIZATION PROCESS,Junhoi Kim; Younghoon Song; Howon Lee; Wook Park; Hyoki Kim; Sunghoon Kwon,ABSTRACT This paper reports a microfluidic synthesis method for manufacturingmagnetochromatic microspheres. The magnetochromatic microspheres are magneto-responsive color-changing microparticles in which embedded magnetic nanoparticlesdiffract different colors of light depending on their nanoscale interparticle spacing within theirone-dimensional (1D) arrangements [1]. Our microfluidic approach in combination withmagnetic self-assembly and photopolymerization process allows us to synthesize themagnetochromatic microspheres with desired size and color. By virtue of dynamic color-tuning capability during the synthesis; microspheres with heterogeneous color distributioncan also be obtained. After synthesis color modulation of the microspheres is also possiblethrough rotation of the microspheres.,Electr. Eng,*,1
Self-organization of maze-like structures via guided wrinkling,Hyung Jong Bae; Sangwook Bae; Jinsik Yoon; Cheolheon Park; Kibeom Kim; Sunghoon Kwon; Wook Park,Sophisticated three-dimensional (3D) structures found in nature are self-organized bybottom-up natural processes. To artificially construct these complex systems; various bottom-up fabrication methods; designed to transform 2D structures into 3D structures; have beendeveloped as alternatives to conventional top-down lithography processes. We present adifferent self-organization approach; where we construct microstructures with periodic andordered; but with random architecture; like mazes. For this purpose; we transformed planarsurfaces using wrinkling to directly use randomly generated ridges as maze walls. Highlyregular maze structures; consisting of several tessellations with customized designs; werefabricated by precisely controlling wrinkling with the ridge-guiding structure; analogous tothe creases in origami. The method presented here could have widespread applications …,Science Advances,2017,*
Uniform Drug Loading into Prefabricated Microparticles by Freeze‐Drying,Seo Woo Song; Hyung Jong Bae; Sudeok Kim; Dong Yoon Oh; Okju Kim; Yunjin Jeong; Sunghoon Kwon,Abstract Microparticle-based drug delivery is a promising technology for small volumebioassay platforms. The general utilization of the drug-loaded microparticles in the in vitrobioassay platforms requires the drug loading method; which should impregnate the generaldrug types (eg; water insoluble) with high payload into the variously designedmicroparticles. Loading the drug into the prefabricated microparticles using solventevaporation satisfies the requirement. However; similar to the “coffee-ring effect;” drugs areloaded in a seriously nonuniform manner; caused by the capillary flow during theevaporation process. Here; it is presented that the freeze-drying is an efficient way to loaduniform and high amount of the drug into the prefabricated microparticles. It is demonstratedthat freezing solvent can block the capillary flow during the solvent removal process …,Particle & Particle Systems Characterization,2017,*
Rapid antibiotic susceptibility test: Commercialization of life saving MEMS devices,Hyun Yong Jeong; Eun-Geun Kim; Sangkwon Han; Gi Yoon Lee; Shinhoon Han; Bonghwan Jin; Taegeun Lim; Hee Chan Kim; Taek Soo Kim; Dongyoung Kim; Sunghoon Kwon,For the timely treatment of patients with infections in bloodstream and cerebrospinal fluid; arapid antimicrobial susceptibility test (AST) is urgently needed. This paper describe a directand rapid antimicrobial susceptibility testing (dRAST) system; which can determine theantimicrobial susceptibility of bacteria from a positive blood culture bottle (PBCB) in sixhours that conventionally taking more than 30-50 hours. Design consideration; clinicalverification; commercialization; and application of dRAST system to tuberculosis arereviewed.,Micro Electro Mechanical Systems (MEMS); 2017 IEEE 30th International Conference on,2017,*
Correction: Liquid-capped encoded microcapsules for multiplex assays,Younghoon Song; Yunjin Jeong; Taehong Kwon; Daewon Lee; Dong Yoon Oh; Tae-Joon Park; Junhoi Kim; Jiyun Kim; Sunghoon Kwon,Younghoon Song;ab Yunjin Jeong;ab Taehong Kwon;ab Daewon Lee;ac Dong Yoon Oh;acTae-Joon Park;d Junhoi Kim;ab Jiyun Kime and Sunghoon Kwon*abcdfg … Correction for'Liquid-capped encoded microcapsules for multiplex assays' by Younghoon Song et al.; LabChip; 2017; DOI: 10.1039/c6lc01268j … An incorrect affiliation was shown for Jiyun Kim in theoriginal manuscript. The corrected list of authors and affiliations for this paper is as shownabove. The Royal Society of Chemistry apologises for these errors and any consequent inconvenienceto authors and readers … This journal is © The Royal Society of Chemistry 2017 … Open AccessArticle. Published on 27 January 2017. Downloaded on 29/01/2017 14:20:36 … This articleis licensed under a Creative Commons Attribution 3.0 Unported Licence.,Lab on a Chip,2017,*
Towards Encoded Particles for Highly Multiplexed Colorimetric Point of Care Autoantibody Detection,Gustav Erik Svedberg; Yunjin Jeong; Hunjong Na; Jisung Jang; Peter Nilsson; Sunghoon Kwon; Jesper Gantelius; Helene Andersson Svahn,Highly multiplexed point of care tests could improve diagnostic accuracy and differentialdiagnostic capacity in for instance emergency medicine and low resource environments.Available technology platforms for POC biomarker detection are typically simplex or low-plexed; whereas common lab-based microarray systems allow for the simultaneousdetection of thousands of DNA or protein biomarkers. In this study; we demonstrate a novelsuspension particle array platform that utilizes 900 μm bricks for POC amenable colorimetricbiomarker detection with an encoding capacity of over two million. Due to the mm-scale size;both the lithographic codes and colorimetric signals of individual particles can be visualizedusing a consumer grade office flatbed scanner; with a potential for simultaneous imaging ofaround 19 000 particles per scan. The analytical sensitivity of the assay was determined …,Lab on a Chip,2017,*
Method for analyzing color code encoded in magnetic structure,*,Provided is a color encoding method including providing a composition including a liquidmedium and magnetic nanoparticles dispersed in the liquid medium; applying a magneticfield to the composition to align the magnetic nanoparticles; and applying a patternedenergy source to the composition to solidify the composition; wherein more than one regionof the composition are sequentially solidified with varying magnetic field strength to fix aplurality of color codes.,*,2016,*
Fabricating method of magnetic axis controlled structure,*,Provided is a method of fabricating a magnetic axis-controlled structure. The method offabricating a magnetic axis-controlled structure includes providing a composition includingmagnetic nanoparticles dispersed in a liquid medium; applying a magnetic field to thecomposition to align the magnetic nanoparticles along the magnetic field and form amagnetic axis; and solidifying the liquid medium to fix the magnetic axis.,*,2016,*
Method of forming microsphere having structural color,*,Provided is a method of forming a microsphere having a structural color; which includesproviding a composition for generating a structural color including a curable material andmagnetic nanoparticles dispersed in the curable material; forming an emulsion by addingthe composition for generating a structural color to an immiscible solvent; arranging themagnetic nanoparticles located in the emulsion droplet of the curable material in a one-dimensional chain structure by applying a magnetic field to the emulsion; and fixing thechain structure by curing the emulsion droplet.,*,2016,*
IMAGE PROCESSING-BASED LITHOGRAPHY SYSTEM AND METHOD OF COATING TARGET OBJECT,*,Abstract A technique related with a lithography system is disclosed. The lithography systemincludes at least one target object disposed on a substrate; a processor configured toprocess an image of the target object to determine an optical pattern for a coating layer ofthe target object; and an exposure apparatus configured to provide light having the opticalpattern determined by the processor to the substrate.,*,2016,*
ASSAY METHOD USING ENCODED PARTICLE-BASED PLATFORM,*,Provided is an assay method using an encoded particle-based platform. In the assaymethod; first; a plurality of encoded particles having codes distinguishable from one anotheraccording to kinds of included target materials are prepared. The plurality of encodedparticles are provided onto a plate including a plurality of wells by pipetting; and disposed inthe plurality of wells by a self-assembly method. An analyte is provided into the plurality ofwells. The codes of the plurality of encoded particles disposed in the plurality of wells aredecoded. The target materials of the plurality of encoded particles are released to cause areaction between the target materials and the analyte.,*,2016,*
Method for mass production of high-purity oligonucleotides,*,Provided is a method of mass-producing high-purity nucleotides including providing asequencing substrate having a clonal library of oligonucleotides on a solid support;sequencing the clonal library; obtaining measured location data of the solid support on thesequencing substrate; mapping pixel data of a signal generated from the solid support givenas a result of the sequencing with the measured location data; extracting the solid supporthaving a desired base sequence from the sequencing substrate using the mapping result;and amplifying an oligonucleotide on the extracted solid support to replicate on a largescale.,*,2016,*
Image processing-based lithography system and method of coating target object,*,A technique related with a lithography system is disclosed. The lithography system includesat least one target object disposed on a substrate; a processor configured to process animage of the target object to determine an optical pattern for a coating layer of the targetobject; and an exposure apparatus configured to provide light having the optical patterndetermined by the processor to the substrate.,*,2016,*
RAPID ANTIMICROBIAL SUSCEPTIBILITY TEST; BASED ON AN ANALYSIS OF CHANGES IN MORPHOLOGY AND GROWTH PATTERN OF A MICROBIAL CELL...,*,*,*,2016,*
Assay method using encoded particle-based platform,*,Provided is an assay method using an encoded particle-based platform. In the assaymethod; first; a plurality of encoded particles having codes distinguishable from one anotheraccording to kinds of included target materials are prepared. The plurality of encodedparticles are provided onto a plate including a plurality of wells by pipetting; and disposed inthe plurality of wells by a self-assembly method. An analyte is provided into the plurality ofwells. The codes of the plurality of encoded particles disposed in the plurality of wells aredecoded. The target materials of the plurality of encoded particles are released to cause areaction between the target materials and the analyte.,*,2016,*
S-613 Potential usefulness of direct rapid antibiotic susceptibility testing in blood culture,Jeong Han Kim; Sang Hoon Song; Sunghoon Kwon; Pyoeng Gyn Choe; Eu Suk Kim; Hong Bin Kim; Wan Beom Park,Background: Antibiotic susceptibility testing (AST) is essential for choosing an accuratetreatment of bacterial infections. Current AST requires at least 48h when a first blood culture(BC) is positive on direct smear examination (DSE). Thus; initial empirical antibiotictreatment is often inadequate; increasing rates of ineffective treatment or unnecessary broadspectrum antibiotic use. Direct rapid antibiotic susceptibility testing (dRAST) based onanalyzing change of single bacterial cell under antibiotic condition detects antibioticresistance in 4-6h after unveiling of DSE results and is expected to help more accurateselection of antibiotic. Objective: To assess accuracy of dRAST and evaluate its potentialusefulness to improve selection of adequate antibiotic in clinical practice settings. Materialand Methods: Among patients admitted to Seoul National University Hospital from June …,대한내과학회 추계학술발표논문집,2016,*
Fiber composite slices for multiplexed immunoassays,Jiyun Kim; Sangwook Bae; Seowoo Song; Keumsim Chung; Sunghoon Kwon,Fabrication methods for the development of multiplexed immunoassay platforms primarilydepend on the individual functionalization of reaction chambers to achieve a heterogeneousreacting substrate composition; which increases the overall manufacturing time and cost.Here; we describe a new type of low-cost fabrication method for a scalable immunoassayplatform based on cotton threads. The manufacturing process involves the fabrication offunctionalized fibers and the arrangement of these fibers into a bundle; this bundle is thensectioned to make microarray-like particles with a predefined surface architecture. Withthese sections; composed of heterogeneous thread fragments with different types ofantibodies; we demonstrated quantitative and 7-plex immunoassays. We expect that thismethodology will prove to be a versatile; low-cost; and highly scalable method for the …,Biomicrofluidics,2015,*
Single-cell morphological analysis for rapid antimicrobial susceptibility test,J Choi; J Yoo; M Lee; E-G Kim; JS Lee; S Lee; S Joo; SH Song; E-C Kim; JC Lee; HC Kim; Y-G Jung; S Kwon,A rapid antibiotic susceptibility test (AST) is desperately needed in clinical settings for fastand appropriate antibiotic administration. Traditional ASTs; which rely on cell culture; are notsuitable for urgent cases of bacterial infection and antibiotic resistance owing to theirrelatively long test times. Here; we describe a novel AST called single-cell morphologicalanalysis (SCMA) that can determine antimicrobial susceptibility by automatically analyzingand categorizing morphological changes in single bacterial cells under various antimicrobialconditions. The SCMA was tested with four Clinical and Laboratory Standards Institutestandard bacterial strains and 189 clinical samples from hospitals. The results werecompared with the gold standard broth microdilution test. The SCMA results were obtainedin less than 4 hours with 91.5% categorical agreement and 6.51% minor; 2.56% major …,2015 Transducers-2015 18th International Conference on Solid-State Sensors; Actuators and Microsystems (TRANSDUCERS),2015,*
Rapid Drug Susceptibility Test of Mycobacteria tuberculosis by the Single Cell Tracking Method in 3D Agarose Matrix,Yong-Gyun Jung; Jungil Choi; Jungheon Yoo; Kyung Ock Park; Hyejin Kim; Eun-Hee Lee; Haeun Kim; Hyunju Jung; Sungweon Ryoo; Sunghoon Kwon,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국미생물학회 학술대회논문집,2015,*
Biomimetic microfingerprints for anti-counterfeiting strategies,Hyung Jong; Sangwook Bae; C Park; Sangkwon Han; Junhoi Kim; LN Kim; K Kim; S-H Song; W Park; Sunghoon Kwon,An unclonable; fingerprint-mimicking anti-counterfeiting strategy is presented that encryptspolymeric particles with randomly generated silica film wrinkles. The generated wrinklecodes are as highly unique as human fingerprints and are technically irreproducible.Superior to previous physical unclonable functions; codes are tunable on demand andgenerable on various geometries. Reliable authentication of real-world products that havethese microfingerprints is demonstrated using optical decoding methods.© 2015 WILEY-VCH Verlag GmbH & Co. KGaA; Weinheim,*,2015,*
Method of fabricating substrate where patterns are formed,*,Provided is a method of fabricating a substrate where patterns are formed; the methodincluding: preparing a solution in which a plurality of oxide beads are dispersed; formingpatterns on a substrate; installing a provisional structure in an upper portion of the substrateso that a micro-channel is formed on the substrate; injecting the solution in which the oxidebeads are dispersed; into the micro-channel and fixing the oxide beads at the substrate; andthermally processing the substrate. A plurality of low-priced oxide beads can be patternedon a substrate to have a desired shape so that damages can be prevented from occurring inthe substrate during dry etching; and an etching process is not performed so that a yield of adevice is not reduced and mass production of the device increases.,*,2015,*
Magnetic Bead Protocol Denoted Cogent Results For Culturing Mycobacterium Tuberculosis From Sputum Specimens,S Ryoo; H Kim; KO Park; Eh Lee; H Jung; J Choi; J Yoo; S Kwon; Yg Jung,Read 'MAGNETIC BEAD PROTOCOL DENOTED COGENT RESULTS FOR CULTURINGMYCOBACTERIUM TUBERCULOSIS FROM SPUTUM SPECIMENS' on Ovid Insights.,Respirology,2014,*
Multiplex bioassay platform using cut fiber bundle,*,The present invention proposes a new structuring method for producing slices comprisingfiber fragments through a series of steps of functionalizing fibrous materials; bundling thefunctionalized fibrous materials; and thinly cutting the bundle. Based on the fiber bundlefragments; ultra-low cost multiplexed bioassay platforms are developed.,*,2014,*
Microfluidic multi-well-based cell culture testing device,*,A microfluidic multi-well-based cell culture testing device is provided. The multi-well-basedcell culture testing device has an array structure of a plurality of aligned microfluidic wellunits. Each of the microfluidic well units comprises an inlet through which a first fluid enters;an accommodation compartment adapted to accommodate a second fluid therein; amicrofluidic channel through which the first fluid flows; and an air outlet adapted to facilitatethe entering of the first fluid.,*,2014,*
A Rapid Antimicrobial Susceptibility Test based on Single Cell Morphological Analysis,Yong-Gyun Jung; Jungil Choi; Eun Keun Kim; Minchul Lee; Jeongheon Yoo; Sunghoon Kwon,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국미생물학회 학술대회논문집,2014,*
High-throughput Retrieval of Sequence-verified DNA for Genome-scale Engineering,Taehoon Ryu; Howon Lee; Hyoki Kim; Sungsik Kim; Hyunung Lee; Sunghoon Kwon,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국미생물학회 학술대회논문집,2014,*
Uniform coating method for light emitting diode,*,A method of coating a light emitting diode (LED) is provided. The method includes preparinga substrate in which a plurality of LEDs are arranged; applying a curable liquid containing afluorescent material to the substrate and the plurality of LEDs; and selectively applyingenergy to the substrate to which the curable liquid is applied; to thereby pattern the curableliquid; wherein the application of the energy includes applying the energy to both surfaces ofthe substrate.,*,2014,*
Heterologous dna barcoding method,*,A heterologous DNA barcoding method is provided. The method includes (a) providing aDNA microarray having DNA oligonucleotide spots; which are distinguished from each otherby their barcode sequences;(b) providing a microwell array having microwells whose spatialarrangement corresponds to that of the DNA spots on the DNA microarray;(c) loading asolution of samples containing target nucleic acid sequences into the microwells;(d)assembling the DNA microarray to the microwell array to form micro reaction spaces inwhich the DNA spots are spatially separated by the microwells;(e) allowing theoligonucleotide sequences of the DNA spots to react with the target nucleic acid sequencesof the samples in the micro reaction spaces to combine the sequence information of the DNAspots with the sequence information of the samples; and (f) separating the DNA …,*,2014,*
Method of isolating biochemical molecules on microarray substrate,*,Provided is a method of isolating biochemical molecules on a microarray substrate; themethod including providing a microarray substrate to which clusters of different kinds ofbiochemical molecules being classified by individual spot units are attached; the individualspots being regularly arranged thereon; obtaining location information of the individual spotin which a desired cluster among clusters of the biochemical molecules locates; locating anextraction tool for applying energy to isolate the desired cluster according to the locationinformation; and isolating the desired cluster from the microarray substrate by applyingenergy in a contact or non-contact manner using the extraction tool.,*,2013,*
Encoded polymeric microparticles,*,Provided are encoded polymeric microparticles and a multiplexed bioassay using theencoded polymeric microparticles. Each of the encoded polymeric microparticles includesan encoded polymeric microparticle core and a silica shell surrounding the microparticlecore. Further provided is a method for producing encoded polymeric microparticles. Themethod includes: mixing a photocurable material with a linker having a functional grouppolymerizable with the photocurable material and an alkoxysilyl group; applying patternedenergy to cure the mixture; followed by encoding to obtain encoded polymeric microparticlecores; and treating the encoded polymeric microparticle cores with a silica precursor to forma silica shell on each encoded polymeric microparticle core.,*,2013,*
Encoded microcapsules and microarray fabricated therefrom,*,Disclosed is a microcapsule encoded depending on the kind of a target substance includedtherein. The encoded microcapsule has a hydrophilic liquid core including the targetsubstance and a hydrophobic shell surrounding the liquid core. The encoded microcapsuleincludes graphical codes introduced on the surface of the shell.,*,2013,*
A Novel Rapid Antibiotic Susceptibility Test (RAST) system using Microfabrication and Image Processing Technologies,Yong-Gyun Jung; Hee Chan Kim; Sunghoon Kwon,Antibiotic resistance problem is being accelerated by over or mis-use of antibiotics inhospital1 and sepsis is one of the leading causes of death in the intensive care unit. Thereare about 750;000 patients suffering from severe sepsis each year in US hospitals; and over25% patients do not survive2. Therefore; a rapid antibiotic susceptibility test (RAST) systemcan be useful for quick; proper and accurate medications to reduce sepsis and antibioticresistance problems. In this study; we applied microfabrication and image processingtechnologies to developed a microfluidic agarose channel (MAC) for a novel RAST system.In the MAC system; microfludic channels are integrated with wells and the minimal inhibitoryconcentrations (MICs) of relevant antibiotics are determined by bacterial growth imagingwith a single cell resolution. To verify our system's performance; we tested four CLSI …,2013 한국생물공학회 추계학술발표대회 및 국제심포지엄,2013,*
Programming structural color and magnetic anisotropy in polymer composite micrustructure for novel biosystems,J Kim; H Lee; H Kim; S Kwon,In this paper; we introduce a new material calledM-ink'; whose reflective color and magneticanisotropy are tunable by magnetically changing the periodicity of the nanostructure andfixable by photochemically immobilizing those structures in a polymer network. With thismaterial system; we created vivid; free-floating structural colored microparticles withmagnetic rotational control for multiplexed bioassays. Also we developed polymericnanocomposite microactuators undergoing predesigned and complex motions capable ofutilizing in various microsystems; by programming heterogeneous magnetic anisotropy. Weenvision that confining self-assembled nanparticles in polymer provides a new methodologyto program advanced properties for the development of functional polymeric microstructure.,2013 Transducers & Eurosensors XXVII: The 17th International Conference on Solid-State Sensors; Actuators and Microsystems (TRANSDUCERS & EUROSENSORS XXVII),2013,*
A New Type of Biofilm Derived from 3D Bacterial Cell Culture,Yong-Gyun Jung; Jungil Choi; Soo-Kyoung Kim; Joon-Hee Lee; Sunghoon Kwon,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국미생물학회 학술대회논문집,2013,*
Fluidic channel system and method for fabricating fine structure,*,A fluidic channel system is provided. The fluidic channel system includes a light projectionapparatus; a fluidic channel; and a rail. The light projection apparatus provides light. Aphotocurable fluid; which is selectively cured by the light; flows inside the fluidic channel. Afine structure which is to be formed by curing the photocurable fluid moves along the rail.,*,2013,*
Fludic channel system and method for fabricating fine structure,*,A fluidic channel system is provided. The fluidic channel system includes a light projectionapparatus; a fluidic channel; and a rail. The light projection apparatus provides light. Aphotocurable fluid; which is selectively cured by the light; flows inside the fluidic channel. Afine structure which is to be formed by curing the photocurable fluid moves along the rail.,*,2013,*
Assay method using encoded particle-based platform,*,Provided is an assay method using an encoded particle-based platform. In the assaymethod; first; a plurality of encoded particles having codes distinguishable from one anotheraccording to kinds of included target materials are prepared. The plurality of encodedparticles are provided onto a plate including a plurality of wells by pipetting; and disposed inthe plurality of wells by a self-assembly method. An analyte is provided into the plurality ofwells. The codes of the plurality of encoded particles disposed in the plurality of wells aredecoded. The target materials of the plurality of encoded particles are released to cause areaction between the target materials and the analyte.,*,2012,*
Biomedical Applications: Lithographically Encoded Polymer Microtaggant Using High‐Capacity and Error‐Correctable QR Code for Anti‐Counterfeiting of Drugs (Ad...,Sangkwon Han; Hyung Jong Bae; Junhoi Kim; Sunghwan Shin; Sung‐Eun Choi; Sung Hoon Lee; Sunghoon Kwon; Wook Park,A lithographically encoded microtaggant for the anti-counterfeiting of drugs is presented byWook Park; Sunghoon Kwon; and co-workers on page 5924. The microtaggant utilizes thehigh-capacity and error-correctable features of Quick Response (QR) code to store largeamounts of drug information. The image illustrates the incorporation of QR-codedmicrotaggants in a capsule as a demonstration of on-dose authentication (ODA). Try readingthe code with your smartphone!,Advanced Materials,2012,*
Multi-functional Novel Agar Plate System for Observing Bacterial Single Cell: Slip™ System,Hunjong Na; Yong-Gyun Jung; Jungil Choi; Sunghoon Kwon,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국미생물학회 학술대회논문집,2012,*
An Innovative Microfluidic Channel System for Biofilm Research,Yong-Gyun Jung; Jungil Choi; Jeewoo Kim; Sunghoon Kwon,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국미생물학회 학술대회논문집,2012,*
Rapid Antibiotic Susceptibility Test in a Micro-fluidic Agarose Channel Integrated with Well Plate,Jungil Choi; Yong-Gyun Jung; Jeewoo Kim; Seongbum Kim; Ushin Jung; Hunjong Na; Sunghoon Kwon,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국미생물학회 학술대회논문집,2012,*
RGB color changing micropixels using magnetic nanocomposite microactuators,J Kim; H Lee; S Kwon,We propose noble magnetically tunable color changing surface composed of magneticnanocomposite micro-actuators. The self-assembling behavior of superparamagneticnanoparticles enables both color generation and color changing. To achieve this; wefabricate micr-sized magnetic nanocomposite actuators by repetitively fixing the assembledstate of the superparamagnetic nanoparticles in a polymer matrix with a desired shape.Using this technology; we fabricate red; green and blue colored microactuators and observetheir color change. This research offers very simple fabrication and operation method forcolor tunable surface.,Micro Electro Mechanical Systems (MEMS); 2012 IEEE 25th International Conference on,2012,*
Magnetochromatic Microspheres: Real‐Time Optofluidic Synthesis of Magnetochromatic Microspheres for Reversible Structural Color Patterning (Small 9/2011),Junhoi Kim; Younghoon Song; Le He; Hyoki Kim; Howon Lee; Wook Park; Yadong Yin; Sunghoon Kwon,The cover picture shows a microfluidic channel and the magnetochromatic microspheres itgenerates. From a single-synthesis environment; structural-colored microspheres aresynthesized by combining an optofluidic approach with a magnetic property tuning method.The main image features the dynamic color tuning capability of the method; differentlycolored microspheres are generated in a single microfluidic channel; and color can bechanged in real-time during the synthesis process. The microspheres are produced withcontrolled and heterogeneous optical properties. They comprise 1D chain arrangements ofmagnetic nanoparticles; as shown by the microsphere in the foreground. The magneticnanoparticles enable the microspheres to have the unique structural color. Orientation-dependent color diffraction of the magnetochromatic microspheres can be utilized to form …,Small,2011,*
Photonic bandgap fusion by magnetically aligned 3D photonic bandgap structures,Hyoki Kim; Eun-Geun Kim; Sung-Eun Choi; Lily Nari Kim; Sunghoon Kwon,As can be found on the wings of a butterfly or feathers of a peacock; structural color results fromthe interaction of light with sub-wavelength structures. A certain wavelength of light cannot travelinto such structures; thus corresponding wavelength of light can be seen as a color. Unlike chemicalpigments; structural color shows iridescent and metallic color; and also it does not suffer fromphoto-bleaching as time passes. Due to its unique characteristics; many techniques to fabricateartificial structural color have been reported [1;2]. However; for the wide use of structural colorin various application areas; the basic feature that has to be incorporated might be the capabilityof broadening the color expression range through color mixing. While color mixing of chemicalpigment can be easily achieved by simple mix of multiple color dyes or pigments with differentabsorption bands; but mix of the structural colors with different photonic band gaps is …,CLEO: 2011-Laser Science to Photonic Applications,2011,*
Large scale structural color patterning using magnetochromatic microspheres with patterned magnet,Song Younghoon; Junhoi Kim; Howon Lee; Sunghoon Kwon,Figure 1 shows schematic view of magnetic microparticles synthesis and reflective color imagesof fabricated magnetochromatic microspheres according to different angles of incident light. Asa precursor for magnetochromatic microspheres; we use our material called M-ink; which is athree-phase mixture of inorganic superparamagnetic colloidal nanocrystal clusters (CNCs); salvationliquid and photocurable resin. As shown in Figure 1A; M-ink is mixed with mineral oil and stirredby vortex to lead formation of an emulsion. When external magnetic field is applied to M-inkemulsion; superparamagnetic CNCs are self-assembled into 1D chains. The balance betweenmagnetic dipolar attractive force and repulsive force of surface charge of salvation layer determinesthe distance between magnetic nanoparticles which again determines the color of diffractivelight according to simple bragg scattering theory. By exposing UV; M-ink emulsion is …,CLEO: Science and Innovations,2011,*
Single Exposure Fabrication and Manipulation of 3D Hydrogel Cell Microcarriers,Sunghoon Kwon; Lily N Kim; Sung-Eun Choi; Junhoi Kim; Hyoki Kim,In this work; we present a simple and high-throughput method for fabricating free-floatingcup-shaped microstructures using single exposure UV patterning. In order to enable controlledsynthesis; we characterized the modulation of the focus depth by varying the height of the imageplane. The cup-shaped hydrogel microstructures can be used as cell microcarriers. We alsodemonstrate magnetic manipulation of the free-floating cell microcarriers using a magneticnanoparticle-embedded structure. Our cell carrier has beneficial magnetic handling capabilitiesincluding an active agitation scheme for improved reaction kinetics in microscaleenvironments. Furthermore; magnetic manipulation can be used for active separation of cellcarriers from the original solution which can be useful for cell-based assays requiring solutionexchange. As depicted in Figure 1A and B; free-floating cup-shaped 3D microstructures …,CLEO: Science and Innovations,2011,*
Micro pH Sensor Using Patterned Hydrogel with pH Indicators,Ji-Sung Jang; Sung-Hoon Kwon,Abstract This paper presents a study into pH Indicator-Embedded hydrogel micro-particleswhich are encoded various shapes according to the captured indicator. We incorporatevarious pH indicators into a photo-curable hydrogel; PEG-DA (Poly (ethylene glycol)diacrylate). Using the latest fluidic lithography techniques; we can easily fabricate variouslypatterned hydrogel particles based on in-situ photopolymerization of the PEG-DA in a micro-fluidic channel. The shape of the particle is related to the pH indicator inside the particle. Wedemonstrate that the micro pH sensors change their colors according to the pH levels. Themicro pH sensors have various characteristics that are related to the curing time; particlesize; etc. By changing these conditions; we can adjust the long term stability and reactiontime of the hybrid micro pH sensors.,Journal of Sensor Science and Technology,2011,*
Multilayer deposition on patterned hydrogel particles in a droplet-based microfluidic system,Misook Lee; Wook Park; Jaehoon Lim; Changkwon Chung; Sunghoon Kwon; Seung Jong Lee; Hyung Hyun Ahn; Kookheon Char,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2010,*
A Half-Pixel Shifted Offset Multicolumn One-Dimensional Spatial Light Modulator for Resolution Enhancement,Junhoi Kim; Sunghoon Kwon,Demand for high-resolution mobile display device is rapidly increasing; and projectiondisplay is considered as one of promising solutions. We propose 'offset multicolumn one-dimensional spatial light modulator (1-D SLM);'a device having multiple arrays of SLMs withsub-pixel shifted arrangement. Using computer simulation; we show the spatial resolution ofline scanning projection display system can be increased with the proposed device andconfirm the feasibility of the device in mobile applications. The offset multicolumn 1-D SLMalso has additional advantages including small device size; low fabrication cost; preciseSLM alignment; and color depth improvement. We believe that the offset multicolumn 1-DSLM will serve as a key technology for mobile displays where the compactness of theprojection module is crucial.,ICEIC: 2010,2010,*
