Experimental quantum key distribution with decoy states,Yi Zhao; Bing Qi; Xiongfeng Ma; Hoi-Kwong Lo; Li Qian,Abstract To increase dramatically the distance and the secure key generation rate ofquantum key distribution (QKD); the idea of quantum decoys—signals of different intensities—has recently been proposed. Here; we present the first experimental implementation ofdecoy state QKD. By making simple modifications to a commercial quantum key distributionsystem; we show that a secure key generation rate of 165 bit/s; which is 1/4 of the theoreticallimit; can be obtained over 15 km of a telecommunication fiber. We also show that with thesame experimental parameters; not even a single bit of secure key can be extracted with anon-decoy-state protocol. Compared to building single photon sources; decoy state QKD isa much simpler method for increasing the distance and key generation rate ofunconditionally secure QKD.,Physical review letters,2006,319
Truly Continuous-Wave Spatial-Domain Cavity Ring-Down Technique Based on Frequency-Shifted Interferometry,Fei Ye; Bing Qi; Li Qian,Abstract We present a novel spatial-domain cavity ring-down technique using frequency-shifted interferometry; by monitoring the intensity decay of a continuous-wave beamcirculating in a fiber-loop cavity. It was applied to fiber bend loss measurements.,Optical Sensors,2011,*
Relating DC-Field to Induced Nonlinear Susceptibility in Periodically Poled Silica Fiber,Christopher A Sapiano; Stewart Aitchison; Li Qian,2. Results In order to arrive at a relationship between frozen-in DC-field strength (EDC) and nonlinearitywe approached the problem in a similar manner to that used to determine the effective SON experimentally[5]: we modeled a range of perfectly phase matched SHG processes with 1 kW of power at thefundamental wavelength of 1550 nm and χ(2) varying from 1.25 fm/V up to 1 pm/V (followingthe method laid out in [6]) and attempted to best fit the results of a QPM DC-induced SHG processby scaling the value of EDC. The DC-induced process was QPM due to the fact that all experimentalrealizations of DC-induced SONs have occurred in fiber with an on-off QPM structure. A linearfit of these results offers the relation ( ) ( ) DC eff E V pm ∙ = 2 2 2 1275.78 χ with less than0.8% error over the entire range … 3. Conclusions We have presented a model which offersa correspondence between EDC and DC-induced effective SON. The result of our fitting …,Specialty Optical Fibers,2011,*
Enhanced Optical Parametric Gain by Cascading Periodically Poled Fiber Segments,Lijun Zhang; Li Qian,2. Results Based on the approach detailed in [4]; we build a numeric model for second-ordernonlinear interaction between three nondegenerate fundamental fiber modes; pump; signal;and idler; propagating along a cascade of QPM PPSF segments with an on-off second-ordernonlinearity; representative of PPSFs fabricated by periodic erasure [3]. Because controllingthe segment separation to an accuracy of less than the optical wavelength is impractical; therelative phase between the three waves entering the segments (other than the first one) is randomover [-π;π]. This leads to a probabilistic output. For comparison; we calculate the probability densityfunction (pdf) of the parametric gain for 10 cascaded PPSF segments (G10) with: (a) no idlerfiltering; (b) 100% idler filtering; and (c) 90% idler filtering in between the segments. The segmentsare all 32cm in length (longest reported). We then compare the cascaded parametric …,Specialty Optical Fibers,2011,*
Importance of CYP2D6 metabolism in the in vitro antiestrogenic activity of toremifene and tamoxifen.,C Coss; C Barrett; J Kim; C Li; JT Dalton; KA Veverka,e13067 Background: Toremifene (TOR) and tamoxifen (TAM) are approved treatments foradvanced breast cancer. It has been suggested that poor metabolizers of TAM have worseclinical outcomes than patients who exhibit normal TAM metabolism. TOR and TAM areextensively metabolized by the human cytochrome P450 system (TAM-3A4 and 2D6; TOR-3A4). To gain a better understanding of CYP2D6 status and the potential impact on breastcancer activity; we investigated the estrogen and antiestrogen actions of TOR and TAM andtheir NDM; 4-OH; and 4-OH-NDM metabolites in Ishikawa endometrial and MCF-7 breastcancer cells in vitro. Methods: Estrogen receptor binding affinity was evaluated in vitro usingpurified ER-LBD and 3H-estradiol. Transactivation activity was determined in HEK-293 cells.TOR; TAM and their N-desmethyl (NDM); 4-OH; and 4-OH-NDM metabolites were …,Journal of Clinical Oncology,2011,*
The study of susceptibility to carbon tetrachloride and benzene in offspring of expanded simple tandem repeats mutation mice exposed to formaldehyde,C Wang; YR Liu; Y Zhou; AP Li; JW Zhou,Abstract To investigate the susceptibility to carbon tetrachloride and benzene in offspring ofexpanded simple tandem repeats (ESTR) mutation mice exposed to formaldehyde (FA). F5and F10 offspring (200 mg/m3 x 2 hours) served as H group and ICR mice were used ascontrol group (group C). The F5 and F10 offspring were exposed to 10 ml/kg carbontetrachloride at the doses of 0.05%; 0.50% or 5.00% for 24 hours; respectively or 500 or1000 mg/kg benzene for 24 hours; respectively by intraperitoneal injection. Serum alaninetransaminase (ALT); aspartate transaminase (AST) and the hepatic superoxide dismutase(SOD) or malondialdehyde (MDA) were detected; also the hepatic pathological changeswere observed under light microscope; the micronucleus in sternum bone marrow cells asthe biomarker of benzene blood toxicity were measured. ALT and AST activities in group …,Zhonghua lao dong wei sheng zhi ye bing za zhi= Zhonghua laodong weisheng zhiyebing zazhi= Chinese journal of industrial hygiene and occupational diseases,2011,*
The effects of spurious loss/gain in numerical simulations,Christopher A Sapiano; J Stewart Aitchison; Li Qian,2. Results and Discussion In this example; we are modelling a four-wave mixing problem over200m of silica fiber with a 70W pump; an 0.1µW idler and a signal with either 0.1µW (representinga spontaneous process) or 6mW (representing a stimulated process) of initial power. The coupledmode equations used for this simulation are those found in equations (10.2.1- 4) in [2]. Two numericalmethods are used for simulations; the Dormand-Prince method [4] included as the default ordinarydifferential equation solver in MATLAB (ode45) and a home-built 2nd order Adams-Bashforthmultistep method [5]. Fig. 1 plots the results of the Dormand-Prince method as a function of fiberlength (z) for idler power (Pi) and relative phase (θ) which is defined as … 0 50 100 150 2000 10 … Fig. 1. Idler power and relative phase plots generated by the Dormand-Princemethod. The solid line represents the spontaneous process while the dashed line …,CLEO: Applications and Technology,2011,*
Time-domain analysis of pulse propagation in high-contrast layered structures with resonant nonlinearities,Peyman Sarrafi; Li Qian,2. Formulation A 1-D layered semiconductor structure is considered (see Fig. 1). The electronicband-gaps of certain layers are close to the photon energy of the incident pulse; so they exhibitresonant nonlinearity. The material properties (absorption and refractive index) are functionsof local carrier densities . First; the incident pulse's envelope is decomposed to many temporallybounded sub-pulses;   ( )= ∑ …   ( ) −1 =1 .The nonlinear problem is consequently … ;±( )is fitted to a polynomial; so that any non-analytical form … Fourth; we replace ω by its equivalenttime-domain operator … However; it is not necessary to use fitting for all of the layers and oncewe find the reflection of the first layer in time domain; waveform in any other layer can analyticallybe determined regarding the waveform in neighbor layer. Once we find the responsewaveform; we evaluate the carrier density after each time step using the rate equations. A …,CLEO: Science and Innovations,2011,*
Establishment of High Efficiency Line Loss Management and Evaluation System,Zhe TANG; Feng LI,The Grid Power loss; the energy consumption; generated in the power transfer and saleprocess between the output line of power plant and Electric meter of customer side. Lineloss rate is a standard to evaluate the line loss that reflects the level of power system plan;design; operation; business and management. Also; line loss is a technical and economicindex for power grid operation enterprises. Therefore; power grid operation enterprises haveto establish line loss management rules suited for commercial operation to reduce the lineloss rate to a reasonable level and improve the economic benefits. In this paper; a highlyeffective method for line loss manage is introduced.,Jiangxi Electric Power,2011,*
Expression of GRP94 in cervical squamous cell carcinoma and its clinical significance,Qian-qian XU; Ying WEI; Ying ZHOU; Yu CHEN; Ding-qing FENG; Cai-rong LI; Yuan-yuan ZHU; Bin LING,Purpose To explore the expression of GRP94 in cervical squamous cell carcinomas and itsclinical significance. Methods Western Blot and immunohistochemical SP technique wasused to detect the expression of GRP94 in 32 cases of cervical squamous cell carcinomasand 30 normal cervical tissues. The relationship between GRP94 expression and cervicalsquamous cell carcinomas was analyzed. Results Expression of GRP94 was significantlyhigher in cervical squamous cell carcinomas than in normal cervical tissues (P0. 05). TheGRP94 expression presented a tendency of perinulcear accumulation. Conclusion Thehigher expression of GRP94 has a close relationship with cervical squamous cellcarcinomas. GRP94 might be a noval marker for evaluating the biological behavior ofcervical squamous cell carcinomas.,Chinese Journal of Clinical and Experimental Pathology,2011,*
Clinical Study on the Effect of Vitapex Paste in Apexification,Changpu XIA; Zhaohui LI; Mei HUANG,Objective The purpose of this article was to observe the effect of Vitapex Paste inapexification. Methods 52 younger permament teeth with underdeveloped apex and necroticpulp were randomly selected. After root canals were prepared and sterilized; Vitapex pastewas used in the apexification. All the teeth were observed for 12 months. Results 27 teeth(51.92%) were successful; 21 teeth (40.38%) were effective; 4 teeth (7.69%) were failed.Altogether 48 teeth were effective; the effective rate was 92.31%. Conclusion Vitapex pasteis effective for the younger permanent teeth in the apexification.,*,2011,*
Determination of Plasma Thrombomodulin Levels and Its Significance in Children with Henoch-Schonlein Purpura Nephritis,Yu-hui HUANG; Qun LI; Rui FU,Objective To investigate the expression of thrombomodulin (TM) and its significance inchildren with Henoch-Schonlein purpura nephritis (HSPN). Methods The levels of plasmaTM were measured by ELISA in 146 children with HSPN and 60 healthy children. Thechildren with HSPN were divided into two groups: HSPN group (86 children with HSPNdiagnosed by renal biopsy) and control group (60 children without renal lesions). ResultsPlasma TM levels in HSPN group; control group and healthy children group were(2.36±0.78) mg· L-1;(1.21±0.49) mg· L-1 and (0.56±0.63) mg· L-1; respectively; and therewere obvious differences among the three groups (P0. 05). In the classification of nephritispathology; gradeⅠ; Ⅱ; Ⅲ and Ⅳ-Ⅵ were (1.53±0.68) mg· L-1;(1.95±0.67) mg· L-1;(2.76±1.13) mg· L-1 and (3.26±0.98) mg· L-1; respectively; and the differences were …,Journal of Nanchang University (Medical Science),2011,*
Design and FEM Analysis for Crankshaft in Truck Mounted Petroleum Compressor,Si Zhu Zhou; Xin Bin Hu; Chao Li; Xiao Wei Wang,Abstract: Article Preview Article Preview Crankshaft in truck mounted petroleum compressoris constrained by space concerns; design is difficult. In this paper; primary structure designparameters are extracted from the crankshaft design process; and crankshaft stressdistribution is calculated under ANSYS; providing a reference for compressor optimization. Itis useful to guide the design.,Advanced Materials Research,2011,*
Evaluation of Quality of Life of Non-small Cell Lung Cancer Patients Accepted Different Treatment Styles,YANG Mei; ZHANG Li; AI Li; Tu Er Xun,Objective To investigate the influence of quality of life (QOL) of non-small cell lung cancer(NSCLC) patients by different combined styles of radiotherapy and chemotherapy. MethodsTotally 151 patients with NSCLC were divided into three groups: concurrent chemo-radiotherapy group (n= 43); sequential chemo-radiotherapy group (n= 49) andchemotherapy only group (n= 59). The QOL of patients were evaluated and analyzed byEuropean Organization for Research and Treatment of Cancer′ s Quality of LifeQuestionnaire-Core (EORTC QLQ-C30) before therapy; after therapy (4th week) and 1month after therapy. Results The scores of QLQ were worse in role function; emotionfunction; social function; fatigue; vomiting; nausea; and constipation in the concurrent chemo-radiotherapy group and sequential chemo-radiotherapy group 1 day after therapy (P0. 05 …,Chinese General Practice,2011,*
Discussion about teaching reform of natural products chemistry in minority area,Yu DONG; Hong-xia XIE; Chun-yan LI,In medical colleges; there are many features in teaching of natural products chemistry. But inminority areas; the natural products chemistry teaching has its unique particularity. There aremany deficiencies of minority medical students just in the learning stages of natural productschemistry as well as in the teaching content; teaching mode; faculty; teaching effectivenessfeedback; etc. The possible strategies put forward to solve these shortcomings.,Basic Medical Education,2011,*
Publications for Xiu Wang,A Li; C Li,Wang; X.; Ballangan; C.; Cui; H.; Fulham; M.; Eberl; S.; Yin; Y.; Feng; D.(2014). Lung tumordelineation based on novel tumor-background likelihood models in PET-CT images. IEEETransactions on Nuclear Science; 61 (1); 218-224.< a href=" http://dx. doi. org/10.1109/TNS.2013.2295975">[More Information]</a>,Medical Physics,2011,*
Dynamic waveform shaping in a continuous fiber,*,A system for dynamic waveform shaping in an optical fiber comprising: the optical fiberreceiving an optical waveform; the optical waveform having individual spectral lines; aplurality of fiber bragg gratings in-line on the optical fiber; each having a reflectivitywavelength corresponding to one of the spectral lines; a plurality of polarization controllersin-line on the optical fiber; each polarization controller receiving the optical waveform from arespective fiber bragg grating; a circulator for directing the optical waveform as input to theplurality of fiber bragg gratings and receiving the optical waveform as output from theplurality of fiber bragg gratings; and a polarizer in-line on the optical fiber receiving theoptical waveform from the fiber bragg gratings and the polarization controllers.,*,2010,*
Offset; bisector and medial axis construction on NURBS surface based on GPU,Gang Zhou; An Li; CL Li,Operation such as offset; bisector and Medial Axis (MA) construction on NURBS surface isan important issue in the CAD/CAM application. One of the most difficulty problems in thecomputation of offset curve; offset MA and bisector construction is a directly subsequentremoval of self-intersection loop. Many literatures have been reported by differenttechnology such as geometry; snake and so on. But they are complex and not efficient. Weput forward to a new approach to NURBS surface operation using the graphics hardwareBased on GPU. By the offset data (offset surface) on boundary curve on the NURBS surface;the detection and removal of self-intersection are achieved through a GPU program processusing the graphics hardware. This new approach technology has been used in ourboundary conformed and spiral toolpath generation program.,Optoelectronics and Image Processing (ICOIP); 2010 International Conference on,2010,*
Experimental study of gemcitabine combination with radiation in vitro on a highly metastatic human ovarian cancer cell line HO-8910PM,Linhui Gu; Lijuan Qian; Chihong Zhu; Yutian Ling; Hongwei Zhang; Xianglin Liu,Abstract Objective The aim of the study was to investigate the mechanism of gemcitabine(GEM) combination with radiation on the high metastasis human ovarian cancer cell line(HO-8910PM). Methods Human ovarian cancer cell line HO-8910PM was treated withdifferent concentrations of gemcitabine for 24 h; then the cells were counted. In the study ofGEM combination with radiation; an efficiency of colony formation was observed; the cellcycle and apoptosis were analyzed by flow cytometry; the experiment of depend on the timeand its radio sensitivity were observed by using mitotic index with the cells for each 24; 48;72 and 96 h after experiment. Results It suggested that the GEM had an inhibition effect onthe human ovarian cancer cell line. The alive cell numbers were decreased by following aheight of GEM concentration. When GEM in combination with a radiation; the suppression …,The Chinese-German Journal of Clinical Oncology,2010,*
Induced pluripotent stem cell-derived cardiomyocytes exhibit limited gene expression variance and survive after intramyocardial transplantation,LW Van Laake; L Qian; P Cheng; Y Huang; EC Hsiao; B Conklin; D Srivastava,*,EUROPEAN HEART JOURNAL,2010,*
Electrons and Holes Charging Current Peaks in Silicon Nanocrystals within SiO2 Layers Fabricated by Plasma Enhanced Chemical Vapor Deposition,X Wang; R Huang; J Song; YQ Guo; KJ Chen; W Li,Metal-insulator-semiconductors structures (MIS) with a layer of silicon nanocrystalsembedded within two SiO2 layers are fabricated by using plasma enhanced chemical vapordeposition. By using current-voltage (IV) measurements with different sweep rates; we studythe mechanism of electrons and holes charging/discharging characteristic of the MISstructures. Distinct current peaks duo to electrons (holes) charging into the nc-Si dots anddischarging out of the nc-Si dots are observed. The current peaks are depended on thesweep rate and the areas of current peaks have been used to calculate the charged chargedensity. The experimental result demonstrates that each nc-Si dots underlying the electrodeis charged by one carrier.,Photonics and Optoelectronic (SOPO); 2010 Symposium on,2010,*
The influence of lymph nodes detection on pathological staging in rectal cancer,DM Lai; YR Li; B Yang; YC Zhang; J Zhou; S Chen,OBJECTIVE: To investigate the influence of lymph nodes detection on the pathologicalstaging in rectal cancer specimens. METHODS: From January 2007 to June 2008; 75patients with rectal cancer who underwent total mesorectal excision were randomly dividedinto two groups: conventional group (n= 39); in which lymph nodes were detected by sightand palpation; fat clearance group (n= 36); in which lymph nodes were harvested after thespecimens immersed in a fat clearance solution for 24 hours. The lymph node numberharvested was compared between the two groups; and metastasis of the lymph nodes andits impact on the pathologic staging was analyzed in the two groups. RESULTS: A total of 75patients (42 male and 33 female; the average age was 53.2 years) were enrolled in thisstudy. In the conventional group; a mean of 14.4 lymph nodes (range; 8-27) was detected …,Zhonghua wai ke za zhi [Chinese journal of surgery],2010,*
Use of an RNA interference screen-derived mitotic and ceramide pathway metagene to predict response to paclitaxel combination chemotherapy in primary breast c...,Charles Swanton; Nicolai Juul; JM Larkin; A Eklund; Q Li; Christine Desmedt; Christos Sotiriou; Lajos Pusztai; Zoltan Szallasi,569 Background: Addition of taxanes to preoperative chemotherapy in breast cancerincreases the rate of pathological complete response (pCR). Despite this improvement; asignificant proportion of patients do not respond and the prognosis for patients with ER-/PR-/ERBB2-disease failing to achieve a pCR remains particularly poor. Identification of suchpatients in a reliable manner is the first step towards determining who might benefit fromalternative treatment regimens within clinical trials. We previously reported an RNAinterference screen in 3 cancer cell lines; including an ER-/PR-/ERBB2-breast cancer cellline; identifying genes involved in mitosis or ceramide metabolism that influenced sensitivityto paclitaxel. Our goal was to evaluate these genes as a predictor of pCR to paclitaxelcombination chemotherapy in ER-/PR-/ERBB2-breast cancer. Methods: We derived a …,Journal of Clinical Oncology,2010,*
Enhanced nonlinear generation in DC-induced three wave mixing versus four wave mixing,Christopher A Sapiano; J Stewart Aitchison; Li Qian,2. Results and Discussion Both FWM and DC-induced TWM processes were modeled in a fiberwith a mode-field diameter of 10.2μm and the dispersion properties of fused silica as providedin [5]. In order to understand the effects of this growth term enhancement on DC-inducedTWM; a mid-infrared generation process was modeled in which an idler beam with roughly 2μmwavelength would be generated. For the sake of simplicity in this preliminary investigation;phase- matching was assumed to be perfect for both processes. The DC-induced TWM processwas modeled with a 0.125V/µm frozen-in DC field which is equivalent to an effective SON of0.045pm/V; well within the range of typical values for periodically poled fiber. This process involveda pump at 875nm with 1kW peak power and a signal at 1550nm with 100mW peak power. TheFWM process involved two pumps near the zero-dispersion wavelength at 1270nm and …,Conference on Lasers and Electro-Optics,2010,*
Tailoring second-harmonic generation in birefringent poled fiber via twist,Eric Y Zhu; Li Qian; Lukas G Helt; Marco Liscidini; John E Sipe; Costantino Corbari; Albert Canagasabey; Morten Ibsen; Peter G Kazansky,EY Zhu;1;∗ L. Qian;1 LG Helt;2 M. Liscidini;2 JE Sipe;2 C. Corbari;3 A. Canagasabey;3;4 M.Ibsen;3 PG Kazansky;3 1Dept. of Electrical and Computer Engineering; University ofToronto; 10 King's College Rd.; Toronto; ON M5S 3G4; Canada 2Dept. of Physics; Universityof Toronto; 60 St. George St.; Toronto; ON M5S 1A7; Canada 3Optoelectronics ResearchCentre; University of Southampton; SO17 1BJ; United Kingdom 4Currently with the Optical CommunicationsGroup; University of New South Wales; Sydney 2053; Australia *Corresponding author:eric.zhu@utoronto.ca … Abstract: We predict theoretically and demonstrate experimentally theability to generate and con- trol the strengths of various second-harmonic signals in birefringentpoled fiber. This is done by simply twisting the fiber. c⃝ 2010 Optical Society of America OCIScodes: (190.4370) Nonlinear optics; fibers; (190.4410) Nonlinear optics; parametric …,Lasers and Electro-Optics (CLEO) and Quantum Electronics and Laser Science Conference (QELS); 2010 Conference on,2010,*
COMPUTATIONAL DISSECTION OF TUMOR EXPRESSION PROFILES,AC Eklund; N Juul; Q Li; AL Richardson; Z Szallasi,*,ANNALS OF ONCOLOGY,2010,*
Comparison of fat clearance and fat lucidification in examining rectal cancer specimen,JW Liu; DM Lai; YR Li; J Zhou; YC Zhang; B Yang; S Chen,OBJECTIVE: To compare fat clearance and fat lucidification in the examination of rectalcancer specimen; and to study the distribution pattern of lymph nodes in rectal cancerspecimen. METHOD: Between January 2007 and December 2007; sixty-four casesundergone total mesorectal excision were divided into two groups. The fat clearancetechnique was used to examine the specimens in one group; while fat lucidification wasused in the other. The total number and the number of metastatic lymph nodes between twogroups were compared; as well as the time for processing specimens and that for dissectingthe lymph nodes. RESULTS: An average of 37.4 lymph nodes were detected with fatclearance; in which 3.3 lymph nodes were metastatic; while an average of 36.2 nodes weredetected with fat lucidification; in which 3.2 were metastatic. There were no significant …,Zhonghua wei chang wai ke za zhi= Chinese journal of gastrointestinal surgery,2010,*
Purification and Properties of a Novel Lectin from Seeds of Phaseolus vulgaris var. albus,Feng LI; Jing WANG; Xiao-jun ZHAO,A novel lectin named PVAL from small white kidney beans (Phaseolus vulgaris var. albus) ispurified. The purification procedure consists of extracting soluble proteins in 20 mmol/LNaAc buffer (pH 4.8); precipitated with ammonium sulphate; ion-exchange chromatographyon SP Sepharose; Q Sepharose and followed by gel filtration on Superdex 200. PVAL is aheterotetramer with molecular mass of 136 ku and composed of two different subunits of36.2 and 32.2 ku which are held together by noncovalent interactions. The results of aminoacid composition analysis show that hydrophobic amino acids account for 37% by weight ofthe total amino acids present. And there is no cysteine in PVAL; which proves that PVAL hasno disulfide bond. PVAL could agglutinate rabbit erythrocytes. The lectin is a glycoproteinwith 4.93% of carbohydrates. The results of IEF shows that the pI of PVAL is pH 5.3~ 6.0 …,Journal of Zhengzhou University (Natural Science Edition),2010,*
To investigate the clinical efficacy and safety of the treatment of patients with facial steroid corticosteroid dependent dermatitis,Li-jie QIAN; Su-li NING; Dong XU,[Objective] To investigate the clinical efficacy and safety of the treatment of patients withfacial steroid corticosteroid dependent dermatitis.[Methods] Thirty patients were treated withanion cold spray 10min; and with semiconductor laser10min and Jixuegan Shuang Cream;one course is 6 days; there is 24 days of the whole course of treatment; Once a day in thefirst weeks treatment; Once 2 days in the second weeks two treatment. Thirty patients of thegroup were treated with anion cold spray 10min only; the treatment is the same; Meanwhilethe adverse events were observed.[Results] Marked effective rates were 61.1% in two weeksafter the whole course of treatment. Among a variety of skin lesions; the therapeutic effectwas better for erythema and scaly lesions than that for telangiectasia; inflammatory papules;and atrophic lesions.[Conclusion] The treatment may be a safe and effective treatment …,China Medical Engineering,2010,*
New Methods in Cardiovascular Biology,Linda W van Laake; Li Qian; Paul Cheng; Yu Huang; Edward C Hsiao; Bruce R Conklin; Deepak Srivastava,Methods and Results: We generated mouse iPS cells in which expression of NKX2-5; anearly cardiac transcription factor; was marked by transgenic green fluorescent protein (GFP).Isolation of iPS-and ES-derived NKX2-5–GFP+ cardiac progenitor pools; marked byidentical reporters; revealed unexpectedly high similarity in genome-wide mRNA expressionlevels. Furthermore; the variability between cardiac progenitors derived from independentiPS lines was minimal. The NKX2-5–GFP+ iPS cells formed cardiomyocytes by numerousinduction protocols and could survive upon transplantation into the infarcted mouse heartwithout formation of teratomas. Conclusions: Despite the line-to-line variability of geneexpression in the undifferentiated state of ES and iPS cells; the variance narrowssignificantly in lineage-specific iPS-derived cardiac progenitors; and these progenitor …,*,2010,*
Medical and Biomedical Instrumentation and Applications-Instrument-Based Noncontact Doppler Radar Vital Sign Detection System Using Heterodyne Digital Quad...,C Gu; C Li; J Lin; J Long; J Huangfu; L Ran,*,IEEE Transactions on Instrumentation and Measurement,2010,*
Synthesis of Isomer of Clopidogrel,Dong-xing LI; Tong PU; Wei-hui ZHONG,The methyl 2-(2-chlorophenyl)-2-(4; 5-dihydrothieno [2; 3-c]-pyridin-6 (7H)-yl) acetate; anisomer of clopidogrel; was achieved from 2-chlorophenylglycine methyl ester and 2-(3-thiophenyl) ethyl para-toluenesulfonate via amino substitution; Mannich reaction andformation of sulfate salt in 56%. The advantages of our method are commercially availablestarting materials; mild reaction condition and high yield.,Zhejiang Chemical Industry,2010,*
Distributor's Use of Power and Supplier's Trust,Li-ping QIAN; Yang ZHAO,Power is one of the key approaches to coordinate channel member behaviors. Previousstudies have not consistent conclusions on the role of use of power in channel relationships.It explores the impacts of distributor's use of different types of power; including information;expert; referent; legitimate; reward and punishment power; on supplier's trust. It alsoexplores the effects of supplier's trust on distributor's performance. The results show thatdistributor's use of information and reward power have positive effects on supplier's trust;distributor's use of expert; referent and legitimate power have no significant effects anddistributor's use of punishment power has negative effects. Supplier's trust improvesdistributor's performance. The findings have explained the reason of inconsistent results inprevious researches to some extent; as well as indicate new theoretical and managerial …,*,2010,*
Measurement of χ⁽ ²⁾ symmetry in a poled fiber,Eric Y Zhu; Li Qian; LG Helt; Marco Liscidini; JE Sipe; Costantino Corbari; Albert Canagasabey; Morten Ibsen; Peter G Kazansky,Macquarie University ResearchOnline.,*,2010,*
MP-14.02: Clinical Characteristics of Renal Cell Carcinoma in Young Adult,Y Guan; Z Xiao; J Shou; J Tian; D Wang; X Bi; K Guan; J Ma; C Li,*,Urology,2009,*
Optimal Cut-off Score on the Chinese Version of Executive Interview (C-EXIT25) in a Hong Kong Chinese Population.,SSM Chan; CHM Li; SLK Pang; CSM Wong; HFK Chiu; LCW Lam,Abstract Objectives: To determine the optimal cut-off score on the Chinese version of theExecutive Interview to discriminate all-cause dementia patients from non-dementia subjects.Participants and Methods: A total of 141 community-dwelling elders were assessed with theChinese version of the Executive Interview; the Cantonese version of the Mini-Mental StateExamination; and Nelson's Modified Card Sorting Test. Severity of dementia was determinedusing the Clinical Dementia Rating Scale. Results: Higher total scores on the Chineseversion of Executive Interview (greater impairment) yielded a statistically significant negativecorrelation with Nelson's Modified Card Sorting Test's 'Number of categories'; but positivecorrelations with the test's 'Errors';'Perseverative errors';'Non-perseverative errors'; and'Percentage of perseverative errors'. The sensitivity and specificity at different cut-off …,Hong Kong Journal of Psychiatry,2009,*
Experimental study of a high speed quantum random number generation scheme based on measuring phase noise of a single mode laser,Bing Qi; Yue-Meng Chi; Li Qian; Hoi-Kwong Lo,Abstract In this paper; we present a high speed random number generation scheme basedon measuring the quantum phase noise of a single mode diode laser operating at a lowintensity level near the lasing threshold. A delayed self-heterodyning system has beendeveloped to measure the random phase fluctuation. We experimentally investigate thisrandom number generation scheme under two different operating conditions: with or withoutactive phase stabilization of the fiber interferometer in the self-heterodyning system. Theachieved random number generation rates are 500Mbit/s and 50Mbit/s; respectively. Thegenerated random numbers have passed all the DIEHARD tests.,*,2009,*
Effect of Co 2 O 3-doped on dielectric properties of tungsten-bronze structure ceramic Ba 4 Eu 2 Fe 2 Nb 8 O 3 0 30,XY Peng; L Fang; CC Li; CZ Hu; BL Wu,In present work; undoped and Co 2 O 3-doped Ba 4 Eu 2 Fe 2 Nb 8 O 30 ceramics werefabricated by routine solid state method. Wide temperature range measurement shows twokinds of dielectric peaks. The low-temperature peak attributes to ferroelectric-paraelectricphase transition. The high-temperature peak is affected greatly by Co 2 O 3 additives. Withincreasing the content of Co 2 O 3 dopant the second peak vanished; indicating that it isrelated to space charge.,Applications of Ferroelectrics; 2009. ISAF 2009. 18th IEEE International Symposium on the,2009,*
Sensitization of erbium in silicon oxide by evaporation and thermal oxidation,Hossein Alizadeh; Li Qian; Nazir P Kherani; Stefan Zukotynski,We report on the room temperature photoluminescence (PL) at 1.54 μm from erbium-dopedsilicon rich silicon oxide (ErSRSO) films; fabricated on fused quartz by thermal evaporationfollowed by thermal-annealing in air. PL measurements show maximum intensity in samplesannealed at 1000° C for four hours. X-ray diffraction (XRD) structural analyses show thatannealing caused the formation of active Er 3+(Er 2 O 3) centers. XRD and PL results showthat increasing Er 2 O 3 concentration does not necessarily lead to an increase inphotoluminescence. Compositional analysis using Time-of-Flight Secondary Ion MassSpectroscopy (TOF-SIMS) depth-profiling shows a strong correlation between the presenceof contiguous Si rich regions and Er 2 O 3 centers on the one hand and the observed PL onthe other. The combination of PL; XRD; and TOF-SIMS results indicate the presence of …,Nanoengineering: Fabrication; Properties; Optics; and Devices VI,2009,*
Contour integration under slit-viewing,Shu-Guang Kuai; Wu Li; Cong Yu,Abstract fWhen an object passes through a narrow slit; even though only a small fragment ofthe object is seen at a given moment; the object can still be perceived as a whole. Little isknown about how our visual system temporally integrates fragmented images at the sameretina location. As an important constituent of visual object is visual contour; here weexamined whether and how discrete contour elements could be temporally integrated underslit-viewing.,Journal of Vision,2009,*
Manufacture and method for accelerating network address translation,*,The speed of the network address translation translated with software is generally slowerthan the speed of transmitting packet in the network; so that the data stored in memory isaffected. In this invention; the network address translation is translated by hardware; and aplurality of comparing engines is employed to accelerate the translating speed. Therefore;even in the worst case scenario; the time needed for translating the network address isshorter than the time needed for storing the packet into memory; so that the operation of thenetwork address translation is assured not to affect the data transmission in the network.,*,2009,*
Stress-assistant selective etching mechanism for lithography-independent nanofabrication,F Ding; C Ni; WX Yu; C Li; WG Wu; J Xu,We report a novel stress-assistant selective etching (SASE) mechanism for nanofabrication;which is discovered that tensile stress can increase dry-etching rate. By introducingpatterned stress; this mechanism can realize selective etching; and be used to achievenanostructures independent of lithography. Based on the mechanism; we employ focusedion beam (FIB) to introduce stress while milling; and successfully fabricate a sub-100 nmnano-pore and a shuttle-shaped structure with 10 nm nano-cantilevers on a 96.9 nm-thickcrystal-silicon film without restrictions of lithography as well as the precision of FIB-processing. Using the SASE mechanism with stress distribution patterns; we are possible toacquire desired nanostructures.,Solid-State Sensors; Actuators and Microsystems Conference; 2009. TRANSDUCERS 2009. International,2009,*
