Service-oriented computing,M. P Papazoglou; D Georgakopoulos,*,Communications of the ACM,2003,3766
A multi-layered performance analysis for cloud-based topic detection and tracking in Big Data applications,Meisong Wang; Prem Prakash Jayaraman; Ellis Solaiman; Lydia Y Chen; Zheng Li; Song Jun; Dimitrios Georgakopoulos; Rajiv Ranjan,Abstract In the era of the Internet of Things and social media; communities; governments;and corporations are increasingly eager to exploit new technological innovations in order totrack and keep up to date with important new events. Examples of such events include thenews; health related incidents; and other major occurrences such as earthquakes andlandslides. This area of research commonly referred to as Topic Detection and Tracking(TDT) is proving to be an important component of the current generation of Internet-basedapplications; where it is of critical importance to have early detection and timely response toimportant incidents such as those mentioned above. The advent of Big data thoughbeneficial to TDT applications also brings about the enormous challenge of dealing withdata variety; velocity and volume (3Vs). A promising solution is to employ Cloud …,Future Generation Computer Systems,2018,*
A note on resource management techniques and systems for big data workflow processing,Rajiv Ranjan; Prem Prakash Jayaraman; Massimo Villari; Dimitrios Georgakopoulos,The continuous shift towards data-driven enterprises and the necessity of getting real-timeinsights from streaming data (eg tweets; web clicks) has expedited the development ofdozens of big data analytics workflows (eg click-stream analytics). Resource management ofsuch analytics workflows is vital; since it enables cost-effective usage of cloud servicesagainst unpredictable time-varying workloads (characterised by 3Vs—volume; velocity andveracity). A typical streaming data analytics workflow consists of three layers: data ingestion;analytics; and storage; each of which is backed by different data processing platforms (egAmazon Kinesis; Apache Storm; DynamoDB; respectively) and is served by different cloudservices (eg VM; Queues). Moreover; the application workloads processed by the dataanalytics workflows are heterogeneous and demand different performance and quality of …,*,2018,*
Advances in Orchestrating Sustainable Smart Cities (Part 1),Rajiv Ranjan; Prem Prakash Jayaraman; Massimo Villari; Dimitrios Georgakopoulos,Rapid urbanization is a global megatrend with 66 percent of the world's population expectedto live in urban areas by 2050. The staggering exponential increase in urbanization isleading to more people migrating to major cities in the search of better opportunities andquality of life. Cities need to increase the efficiency in which they operate and use theirresources sustainability in order to meet the demands imposed by rapid urbanization. Thechallenge is to continue providing basic resources such as sufficient fresh water; cleanerenergy; transportation alternatives to commute efficiently from one place to another;adaption to changing climatic conditions; safety and security; while also ensuringeconomical; social; and environment sustainability. These challenges represent a hugeopportunity for a paradigm shift that will require the need for data processing; analysis …,IEEE Transactions on Sustainable Computing,2017,*
Context-driven Granular Disclosure Control for Internet of Things Applications,Arezou Soltani Panah; Ali Yavari; Ron van Schyndel; Dimitrios Georgakopoulos; Xun Yi,The Internet of Things represents a technology revolution transforming the currentenvironment into a ubiquitous world; whereby everything that benefits from being connectedwill be connected. Despite the benefits; the privacy of these things becomes a great concernand it is imperative to apply privacy preservation techniques to IoT data collection. One suchtechnique is called data obfuscation in which data is deliberately modified to blur thesensitive information. The current obfuscation techniques; however; focus on the privacy ofpublished datasets. The high connectivity and distributed nature of IoT; opens up thepossibility of privacy compromise before obfuscation can take effect; and therefore privacyenforcement should be deployed at earlier stages. Classical privacy treatments are toorestrictive for IoT; where coarser/finer data details should be revealed. Motivated by these …,IEEE Transactions on Big Data,2017,*
Towards a RISC Framework for Efficient Contextualisation in the IoT,Dimitrios Georgakopoulos; Ali Yavari; Prem Prakash Jayaraman; Rajiv Ranjan,The Internet of Things (IoT) is a new internet evolution that involves connecting billions ofinternet-connected devices that we refer to as IoT things. These devices can communicatedirectly and intelligently over the Internet; and generate a massive amount of data that needsto be consumed by a variety of IoT applications. This paper focuses on the automaticcontextualisation of IoT data; which also involves distilling information and knowledge fromthe IoT aiming to simplify answering the following fundamental questions that often arises inIoT applications: Which data collected by IoT are relevant to myself and the IoT Things I carefor? Related work around context management and contextualisation ranges from databasetechniques that involve query re-writing; to semantic web and rule-based contextmanagement approaches; to machine learning and data science-based solutions in …,Distributed Computing Systems (ICDCS); 2017 IEEE 37th International Conference on,2017,*
The State of the Journal Editorial,Elisa Bertino,Note: OCR errors may be found in this Reference List extracted from the full text article. ACMhas opted to expose the complete List rather than only correct and linked references … T.Ristenpart; E. Tromer; H. Shacham; and S. Savage; “ Hey; you; get off of my cloud: Exploringinformation leakage in third-party compute clouds;” in Proc. 16th ACM Conf. Comput.Commun. Security ; 2009; pp. 199–212 … Y. Zhang; A. Juels; M. Reiter; and T. Ristenpart; “Cross-VM side channels and their use to extract private keys;” in Proc. 19th ACM Conf.Comput. Commun. Security ; 2012; pp. 305–316 … B. Vattikonda; S. Das; and H. Shacham;“ Eliminating fine grained timers in xen;” in Proc. 3rd ACM Workshop Cloud Comput. SecurityWorkshop ; 2011; pp. 41–46 … J. Wu; L. Ding; Y. Lin; N. Min Allah; and Y. Wang; “XenPump: A new method to mitigate timing channel in cloud computing;” in Proc. 5th …,IEEE Transactions on Dependable and Secure Computing,2017,*
Cyber-Physical-Social Clouds: Future Insights,Rajiv Ranjan; Prem Prakash Jayaraman; Ellis Solaiman; Dimitrios Georgakopulos,Cyber-physical systems (CPS) are a vast interlinked network of things/devices; computingresources; applications/services and humans; that use a range of sensors; actuators andcommunication topologies; to link the computations systems (platforms) with the physicalworld. CPS drives the vision of a “smart interconnected cyber social world” where thephysical social world is monitored by sensors in real time; and the services in the cyberworld use the data to directly influence the decision making in the physical world. TheInternet of Things (IoT) and cloud computing are integral parts of the cyber-physicalecosystem [4]. While the IoT is seen as the means for connecting disparate sensingand actuation devices (via the Internet) with applications and services; cloud computingoffers computation and storage capabilities required by those data processing …,*,2016,*
Web Information Systems Engineering?? WISE 2014 Workshops,Boualem Benatallah; Azer Bestavros; Barbara Catania; Armin Haller; Yannis Manolopoulos; Athena Vakali; Yanchun Zhang,Welcome to the proceedings of the Web Information Systems Engineering (WISE)Workshops. The conference series on Web Information Systems Engineering aims atproviding an international forum for researchers; professionals; and industrial practitioners toshare their knowledge in the rapidly growing area of Web technologies; methodologies; andapplications. The 15th WISE event (WISE 2014) was held in Thessaloniki; Greece; duringOctober 12–14; 2014. Previous WISE conferences were held in Nanjing; China (2013);Paphos; Cyprus (2012); Sydney; Australia (2011); Hong Kong; China (2010); Poznan;Poland (2009); Auckland; New Zealand (2008); Nancy; France (2007); Wuhan; China(2006); New York; USA (2005); Brisbane; Australia (2004); Rome; Italy (2003); Singapore(2002); Kyoto; Japan (2001); Hong Kong; China (2000).,*,2015,*
Addressing Information Processing Needs of Digital Agriculture with OpenIoT Platform,Dimitrios Georgakopoulos,Abstract. Food security is a global challenge and agriculture can address this challengethrough radical improvements in productivity; efficiency and effectiveness. Internet of Things(IoT) is a major enabler of such improvements. This paper discusses challenges thatagricultural industry is facing and proposes a solution based on IoT technology and aspecific platform called OpenIoT developed jointly by the EU FP7 OpenIoT consortium.Phenonet is an OpenIoT use case developed by CSIRO; Australia and demonstrates howdigital agriculture benefits from deploying the IoT. Experience and lessons from usingOpenIoT middleware for Phenonet development are also presented and analysed.,Interoperability and Open-Source Solutions for the Internet of Things: International Workshop; FP7 OpenIoT Project; Held in Conjunction with SoftCOM 2014; Split; Croatia; September 18; 2014; Invited Papers,2015,*
(In Press) Cross-layer multi-cloud real-time application QoS monitoring and benchmarking as-a-service framework,K Alhamazani; R Ranjan; P Jayaraman; K Mitra; C Liu; F Rabhi; D Georgakopoulos; L Wang,Cloud computing provides on-demand access to affordable hardware (multi-core CPUs;GPUs; disks; and networking equipment) and software (databases; application servers anddata processing frameworks) platforms with features such as elasticity; pay-per-use; lowupfront investment and low time to market. This has led to the proliferation of businesscritical applications that leverage various cloud platforms. Such applications hosted onsingle or multiple cloud provider platforms have diverse characteristics requiring extensivemonitoring and benchmarking mechanisms to ensure run-time Quality of Service (QoS)(eg;latency and throughput). This paper proposes; develops and validates CLAMBS: Cross-Layer Multi-Cloud Application Monitoring and Benchmarking as-a-Service for efficient QoSmonitoring and benchmarking of cloud applications hosted on multi-clouds environments …,Transactions on Cloud Computing,2015,*
" Offizielle" elektronische Version der Publikation (entsprechend ihrem Digital Object Identifier-DOI),H Kaindl; J Falb; C Bogdan,If designed appropriately; such hybrids frequently outperform simpler "pure" approaches as theyare able to exploit the underlying methods´ individual advantages and benefit from synergy.This article starts with a general review of design patterns for hybrid approaches that have beensuccessful on many occasions. More complex practical problems frequently have some specialstructure that might be exploited. In the field of mixed integer linear programming; three decompositiontechniques are particularly well known for taking advantage of special structures: Lagrangiandecomposition; Dantzig-Wolfe decomposition(column generation); and Benders´decomposition. It has been recognized that these concepts may also provide a very fruitful basisfor effective hybrid metaheuristics. We review the basic principles of these decomposition techniquesand discuss for each promising possibilities for combinations with metaheuristics. The …,European Journal of Operational Research (eingeladen),2015,*
IEEE TDSC Editorial,Elisa Bertino,Abstract IEEE TDSC under the leadership of its founding EIC Professor Ravi Iyer; and thenunder the leadership of two very distinguished EICs; Professor Virgil Gligor and ProfessorRavi Sandhu; has established itself as a prestigious publication venue for research in thedependability and security disciplines. During the last three years; under the leadership ofProfessor Ravi Sandhu; IEEE TDSC has been very successful in increasing the number andquality of published papers. This is reflected in an impact factor for IEEE TDSC of 1.059 (perthe 2012 Thomson Reuters Journal Citation Report; released in June 2013) which sets IEEETDSC above several other journals in the area of computer and information security. Myplan is to continue on this path of excellence and work towards increasing the impact andvisibility of IEEE TDSC. I would like to take this opportunity to acknowledge the …,IEEE Transactions on Dependable and Secure Computing,2014,*
Keynotes and Industry Talks,Albert Y Zomaya; Manish Parashar; Wolfgang Gentzsch; Geng Lin; Dimitrios Georgakopoulos,These keynote speeches and industry talks discuss the following: energy efficient cloudcomputing systems; can clouds transform science? exploring the role of clouds incomputational and data-enabled science and engineering; HPC in the cloud: use casesfrom research and industry; emerging network architectures for cloud computing; and openInternet of Things.,Utility and Cloud Computing (UCC); 2011 Fourth IEEE International Conference on,2011,*
Guest editorial: mobile services on the Web,Quan Z Sheng; Muhammad Younas; Dimitrios Georgakopoulos,Advances in the Web and mobile technologies offer new and exciting services to users invarious domains such as e-business; healthcare; entertainment; and scientific activities. Withthe advances in mobile technologies; the Web gets richer in its contents and usability. Inaddition to its widespread usability in the e-commerce; education; and media; the Web hasestablished its roots in exchanging and sharing information in social communities. Forexample; user-generated contents in the social networks have transformed the Web into anew era of the Web 2.0—these contents comprise a wealth of information often involvingmultimedia data such as audio; video; pictures and blogs. Indeed; the Web is slowlyevolving from current “Web of Content”;“Web of People”; into “Web of Things and Services”;given the recent advances such as radio-frequency identification (RFID); sensor networks …,World Wide Web,2011,*
Collaborative information analysis for sensor-enabled scientific applications,Ali Salehi; Mukaddim Pathan; Dimitrios Georgakopoulos; David Deery,Data collected from sensor networks are often analysed by cross-domain scientists whoproduce results that are requested by a variety of clients. In such a collaborativeenvironment; scientific experiments include data collection form sensors; and data analysisperformed by scientists. To meet the client requirements these activities have to bedynamically coordinated. Furthermore; this coordination must occur whenever data analysisresults indicate that sensor data streams need to be adjusted to provide desirable results. Inthis paper; we present a platform and the design of its architecture that enable such real-timecollaborative analysis of sensor data. We also discuss a case study from plant phenomicsresearch. We illustrate that our solution permits scientists to build executable data modelsand conduct immediate data analysis that are driven by direct feedback from clients.,Collaborative Computing: Networking; Applications and Worksharing (CollaborateCom); 2010 6th International Conference on,2010,*
Information Services: Myth or Silver Bullet?,Dimitrios Georgakopoulos,In the Web we are drowning in data; but we are starving for useful information. Informationservices aim to deal with this problem by providing domain-and application-specificorganization; search; and presentation of data in the web. Although information servicesprovide for the management of data; their main objectives are to:• promote the sharing ofinformation and related knowledge in the Web• provide customized/tailored informationsearch and delivery that addresses the needs of specific user communities There manyexamples of information services that are currently available in the Web. The paneldiscussed sample information services for various science-related disciplines; includingBiochemistry (eg; GenBank; http://www. ncbi. nlm. nih. gov/Genbank/GenbankOverview.html; fMRIDC; http://www. fmridc. org/f/fmridc; Flytrap; http://www. fly-trap. org; and the …,DASFAA,2009,*
WISE 2007 Extended Best Papers,Boualem Benatallah; Fabio Casati; Dimitrios Georgakopoulos; Claude Godart,Dear colleagues and readers; welcome to the WWWJ special issue on the WISE 2007conference which took place in Nancy; France; in December 2007. Overall the conferencehad nearly 200 submissions. Out of these; we selected 40 full-papers (acceptance rate 20%)and 18 short papers (acceptance rate 9%) for conference presentations; and out of these weselected a shortlist of top papers to be submitted to the special issue and to go throughanother round of evaluation and review. In the end we selected five papers that are ofexcellent quality and that; we believe; cover a nice range of topics in the space of Webinformation systems. The first two papers deals with the problems of selecting andcustomizing services and user interfaces. The paper “Rater Credibility Assessment in WebServices Interactions”; by Zaki Malik and Athman Bouguettaya; shows how to select web …,World Wide Web,2009,*
Service-oriented Computing (Cooperative information systems),Dimitrios Georgakopoulos; M Papazoglou,*,*,2009,*
Engineering agile systems,Dimitrios Georgakopoulos,Abstract The majority of today's software systems and organizational/business structureshave been built on the foundation of solving problems via long-term data collection;analysis; and solution design. This traditional approach of solving problems and buildingcorresponding software systems and business processes; falls short in providing thenecessary solutions needed to deal with many problems that require agility as the mainingredient of their solution. For example; such agility is needed in responding to anemergency; in military command control; physical security; price-based competition inbusiness; investing in the stock market; video gaming; network monitoring and self-healing;diagnosis in emergency health care; and many other areas that are too numerous to listhere. The concept of Observe; Orient; Decide; and Act (OODA) loops is a guiding …,Proceedings of the Twentieth Australasian Conference on Australasian Database-Volume 92,2009,*
Metric-based dynamic process adaptation for crisis mitigation,Rodion Podorozhny; Anne Hee Hiong Ngu; Dimitrios Georgakopoulos,Business processes emphasize the capture of best practices and improvement of businessactivities. A dynamic process aims to deal with a dynamic environment where processeshave to change and adapt to respond to unexpected events and situations that have notbeen anticipated. Dynamic process change currently focuses on mechanisms and enginesfor dynamic process specification and execution. However; existing approaches do notensure that dynamically adapted processes achieve desirable performance and optimalitygoals that are set by the target application. In this paper we suggest an approach thatassembles a process customized for a particular crisis and dynamically modifies it; ifnecessary; to maintain an optimal execution.,*,2008,*
Readings in Service Oriented Computing: The Web-Services Phenomenon,D Georgakopoulos; M Papazoglou,KNAW Narcis. Back to search results. Publication Readings in Service Oriented Computing :The Web-Services Phenomenon (2008). Pagina-navigatie: Main …,*,2008,*
Service-Oriented Computing ICSOC 2006: 4th International Conference; Chicago; IL; USA; December 4-7; 2006; Workshop Proceedings,Dimitrios Georgakopoulos,This book constitutes the workshops of the 4th International Conference on Service-OrientedComputing; ICSOC 2006; held in Chicago; IL; USA in December 2006. The two workshopspresented were carefully reviewed and selected from six submissions. Both ICSOC'06workshops were held as one-day-workshops on December 4th 2006; ie the day before themajor conference program of ICSOC'06 started. This volume contains separate descriptionsof both workshops as well as all high-quality paper contributions to these two workshops.,*,2007,*
Web Information Systems Engineering,F Casati; B Benatallah; D Georgakopoulos; C Bartolini; W Sadiq; C Godart,E' presente una richiesta di inserimento in ANCE di una nuova rivista; utilizza la funzione "Registracodice ANCE" per registrare il codice ricevuto dal servizio LoginMIUR o inviare una nuova richiestadi inserimento oppure cercare nuovamente la rivista. E' presente una richiesta di inserimentoin ANCE di una nuova serie; utilizza la funzione "Registra codice ANCE" per registrare il codicericevuto dal servizio LoginMIUR o inviare una nuova richiesta di inserimento oppure cercarenuovamente la serie … Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatoriper il sito CINECA non sono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuareuna rivista con i dati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN doveapplicabili e il titolo della rivista … Segnalazioni con codici 20201/20202:La pubblicazionenon è stata trasferita SOLO per i docenti segnalati nel messaggio a causa di problemi …,WISE 2007,2007,*
Web Information Systems Engineering-WISE 2007; Lecture Notes in Computer Science,B Benatallah; F Casati; D Georgakopoulos; C Bartolini; W Sadiq; C Godart,E' presente una richiesta di inserimento in ANCE di una nuova rivista; utilizza la funzione "Registracodice ANCE" per registrare il codice ricevuto dal servizio LoginMIUR o inviare una nuova richiestadi inserimento oppure cercare nuovamente la rivista. E' presente una richiesta di inserimentoin ANCE di una nuova serie; utilizza la funzione "Registra codice ANCE" per registrare il codicericevuto dal servizio LoginMIUR o inviare una nuova richiesta di inserimento oppure cercarenuovamente la serie … Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatoriper il sito CINECA non sono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuareuna rivista con i dati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN doveapplicabili e il titolo della rivista … Segnalazioni con codici 20201/20202:La pubblicazionenon è stata trasferita SOLO per i docenti segnalati nel messaggio a causa di problemi …,*,2007,*
Web Information Systems Engineering,B Benatallah; F Casati; D Georgakopoulos; C Bartolini; W Sadiq; C Godart,E' presente una richiesta di inserimento in ANCE di una nuova rivista; utilizza la funzione "Registracodice ANCE" per registrare il codice ricevuto dal servizio LoginMIUR o inviare una nuova richiestadi inserimento oppure cercare nuovamente la rivista. E' presente una richiesta di inserimentoin ANCE di una nuova serie; utilizza la funzione "Registra codice ANCE" per registrare il codicericevuto dal servizio LoginMIUR o inviare una nuova richiesta di inserimento oppure cercarenuovamente la serie … Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatoriper il sito CINECA non sono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuareuna rivista con i dati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN doveapplicabili e il titolo della rivista … Segnalazioni con codici 20201/20202:La pubblicazionenon è stata trasferita SOLO per i docenti segnalati nel messaggio a causa di problemi …,WISE 2007,2007,*
Data mining is one of the most important areas in the 21 century for its applications are wide ranging. This includes medicine; finance; commerce and engineering; to...,Dimitrios Georgakopoulos; Donald Baker; Marian Nodine; Andrzej Cichoki,The Video Event Awareness Workbench (VEAW) analyzes surveillance video fromthousands of video cameras and automatically detects complex events in near-real-time-atpace with their input video streams. For events of interest to security personnel; VEAWgenerates and routes alerts and related video evidence to subscribing security personnel.Complex event processing in VEAW is driven by user-authored...,World Wide Web,2007,*
Awareness-Enabled Coordination,Mariane Nodine; Dimitrios Georgakopoulos,Abstract: Many of the technologies and software products that have been developed tosupport virtual team collaboration have problems with scaling upwards. While some existingtechnologies support many users; they provide only limited help for users and virtual teamsto deal with the complexity of the environment they operate in. The Awareness-EnabledCoordination (AEC) project is to improve support for (large scale) collaboration betweenintelligence gathering organizations and CT analysts. This is accomplished by providingtools and services that increase the efficiency of collaborative work; especially cross-agencycollaborative work; while minimizing the overhead and learning curve necessary to usethese tools and services. Descriptors:* COLLABORATIVE TECHNIQUES;* SOFTWARETOOLS; INTERFACES; EFFICIENCY; ADAPTIVE SYSTEMS; SITUATIONAL …,*,2006,*
Workflow Technology: the Support for Collaboration,Dimitrios Georgakopoulos; Andrzej Cichocki; Marek Rusinkiewicz,Abstract Collaboration takes place whenever humans and/or computer applications worktogether to accomplish a common or compatible goals. For the last two decades; manyorganizations and individuals have considered electronic collaboration of distributed teamsto be the means of achieving higher productivity and improving the quality of their products.The various collaboration technologies introduced over the years managed to improvedelectronic communication; coordination; and awareness; however; comprehensive solutionsthat fully realize the promises of electronic collaboration have remained an elusive goal. Inthis chapter we will discuss one of the collaboration technologies: workflow technology. Wewill present the main concepts and evaluate the existing commercial products in context ofan advanced application that tests the strength of the state-of-the-art solutions. We will …,*,2003,*
Technologies for E-Services: Second International Workshop; TES 2001 Rome; Italy; September 14-15; 2001 Proceedings,Gerhard Goos; Juris Hartmanis; Jan Van Leeuwen,*,*,2001,*
ACM SIGSOFT Software Engineering Notes Volume 24 Issue 2,Dimitrios Georgakopoulos; Wolfgang Prinz; Alexander L Wolf; Richard N Chairman-Taylor,*,*,1999,*
Proceedings of the 17th International Conference on Data Engineering,D. Georgakopoulos; A. Buchmann,*,*,1999,*
Information Technology for Virtual Enterprises: Sydney; Australia; March 23-24; 1999,Dimitrios Georgakopoulos,*,*,1999,*
A Framework for Dynamic Specification of Extended Multidatabase Transactions and Interdatabase Dependencies,D. Georgakopoulos,*,3rd Workshop on Heterogeneous Databases and Semantic Interoperability,1992,*
Design and implementation of a distributed database system for local area networks,Dimitrios Georgakopoulos,*,*,1986,*
CIC 2017 Technical Program Committee,Joonsoo Bae; Nathalie Baracaldo; Khalid Bijon; Sanat Bista; Australia Bin Cao; Barbara Carminati; James Caverlee; Shu-Ching Chen; Mohan Baruwal Chhetri; Charles Consel; Prasun Dewan; Elena Ferrari; Dimitrios Georgakopoulos; Sarunas Girdzijauskas; Marthie Grobler; Anupam Joshi; Ralf Klamma; Dan Lin; Shijun Liu; Maria Luisa Damiani; Sanjay Madria; Muthucumaru Maheswaran; Amirreza Masoumzadeh; Erich Neuhold; Hee H Anne Ngu; Julian Jang-Jaccard; Balaji Palanisamy; Agostino Poggi; Lakshmish Ramaswamy; Kim-Kwang Raymond Choo; Kewei Sha; Shamik Sural; Jinpeng Wei; Ouri Wolfson; Guanhua Yan,*,*,*,*
CIC 2017 Steering Committee,Elisa Bertino; Dimitrios Georgakopolous,*,*,*,*
IoTCA 2017 Workshop Organizers,Dimitrios Georgakopoulos; Rajiv Ranjan; Chang Liu; Deepak Puthal; Schahram Dustdar; Arkady Zaslavsky; Omer Rana; Prem P Jayaraman; Paul Watson; Adam Barker; Lydia Y Chen; Mazin Y Yusif; Lawrence T Yang; Massimo Villari; Alex Delis; Tejal Shah; Surya Nepal,Page 1. IoTCA 2017 Workshop Organizers Workshop Chairs Dimitrios Georgakopoulos;Swinburne University of Technology; Australia Rajiv Ranjan; Newcastle University; UnitedKingdom Web and Publicity Chair Chang Liu; Newcastle University; United Kingdom DeepakPuthal; University of Technology Sydney; Australia Technical Program Committee SchahramDustdar; TU Wein; Austria Arkady Zaslavsky; Data61; CSIRO; Australia Omer Rana; CardiffUniversity; United Kingdom Prem P. Jayaraman; Swinburne University of Technology; AustraliaPaul Watson; Newcastle University; United Kingdom Adam Barker; St. Andrews University;United Kingdom Lydia Y. Chen; IBM Research Lab; Zurich Mazin Y. Yusif; T-Systems; USALawrence T. Yang; St. Francis Xavier University; Canada Massimo Villari; University of Messina;Italy Alex Delis; University of Athens; Greece …,*,*,*
Message from the IoTCA 2017 Workshop Organizers,Dimitrios Georgakopoulos; Rajiv Ranjan,The Internet of Things; IoT is the latest Internet evolution that incorporates billions of Internet-connected devices that range from cameras; sensors; RFIDs; smart phones; and wearables;to smart meters; vehicles; medication pills; signs and industrial machines. Such IoT things areoften owned by different organizations and people who are deploying and using them for theirown purposes. Federations of such IoT devices; referred to as IoT things can also deliver timelyand accurate information that is needed to solve internet-scale problems that have been toodifficult to tackle before … To realize its enormous potential; IoT must provide IoT solutions fordiscovering needed IoT devices; collecting and integrating their data; and distilling the high valueinformation each application needs. Such IoT solutions must be capable of filtering;aggregating; correlating; and contextualising IoT information in real-time; on the move; in …,*,*,*
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Athman Bouguettaya; Munindar Singh; Michael Huhns; Quan Z Sheng; Hai Dong; Qi Yu; Azadeh Ghari Neiat; Sajib Mistry; Boualem Benatallah; Brahim Medjahed; Mourad Ouzzani; Fabio Casati; Xumin Liu; Hongbing Wang; Dimitrios Georgakopoulos; Liang Chen; Surya Nepal; Zaki Malik; Abdelkarim Erradi; Yan Wang; Brian Blake; Schahram Dustdar; Frank Leymann; Michael Papazoglou,Current it advances can be likened in their effect and impact to the deep economic andsocietal transformations that were brought about by the industrial revolution. Recent yearshave seen the expansion of services in all sectors of the economy; building on theexpansion of the Internet.,Communications of the ACM,*,*
Building Digital Agriculture Applications with Semantically Enhanced IoT Platform,Prem Prakash Jayaraman; Doug Palmer; Arkady Zaslavsky; Dimitrios Georgakopoulos,ABSTRACT Internet of Things (IoT) enables various applications (crop growth monitoringand selection; irrigation decision support; etc) in Digital Agriculture domain. Semanticenhancements to IoT platforms address challenges of interoperability; data fusion;integration of heterogeneous IoT silos; just to name a few. This paper discusses the recentlyreleased OpenIoT platform which demonstrated its applicability to a number of use cases;including a Digital Agriculture use case (Phenonet). An ontology to represent Phenonetdomain concepts has been proposed and the results of experimental study; related semanticqueries and reasoning using the ontology are presented. A do-it-yourself principle drivenzero-programming effort Phenonet user interface demonstrates benefits and efficiency of theapproach.,*,*,*
Internet and Collaboration,James Joshi; Weisong Shi; Elena Ferrari; Dimitrios Georgakopoulos,Summary form only given; as follows. Internet has become the ubiquitous fabric that enabledthe growth of infrastructures; applications; and technologies that significantly enhance globalinteractions and collaborations with significant and increasing impact on society.Unprecedented cyber-social and cyber-physical infrastructures; systems; and applicationsthat span geographic boundaries are becoming reality. Technology has evolved fromstandalone tools to open systems supporting collaboration in multi-organizational settings;and from general purpose tools to specialized collaboration platforms. Increasingly;individuals and organizations have relied on Internet-enabled collaboration betweendistributed teams of humans; computer applications; or autonomous robots to achievehigher productivity and produce collaboratively developed products that would have been …,*,*,*
Contextualised Service Delivery in the Internet of Things,Ali Yavari; Prem Prakash Jayaraman; Dimitrios Georgakopoulos,Abstract—The Internet of Things (IoT) plays an important role in the development of smartcities. In this paper we focus on the development of IoT-based smart services for solvingurban problems that involve IoT-enabled Observation; Orientation; Decision; and Action(OODA) loops. We also focus on how to efficiently support such OODA loops in situationswhere such loops involve internet-scale data. More specifically; IoT supports Observation viathe discovery of sensors and the integration of their data. It supports Orientation via acontextualisation process that refines such data to include only those that are relevant to thesituation and/or activities of each specific individual or group. As IoT contextualisationpotentially involves internet-scale data; performing this process efficiently allows for fastdecision making; and this in turn permits carrying out a timely Action. In this paper we …,*,*,*
Web Information Systems Engineering–WISE 2007,Boualem Benatallah Fabio Casati; Dimitrios Georgakopoulos; Claudio Bartolini Wasim Sadiq; Claude Godart,WISE 2007 was held in Nancy; France; during December 3–6; hosted by Nancy Universityand INRIA Grand-Est. The aim of this conference was to provide an international forum forresearchers; professionals; and industrial practitioners to share their knowledge in therapidly growing area of Web technologies; methodologies and applications. Previous WISEconferences were held in Hong Kong; China (2000); Kyoto; Japan (2001); Singapore(2002); Rome; Italy (2003); Brisbane; Australia (2004); New York; USA (2005); and Wuhan;China (2006). The call for papers created a large interest. Around 200 paper submissionsarrived from 41 different countries (Europe: 40%; Asia: 33%; Pacific: 10%; North America:7%; South America: 7%; Africa: 2%). The international Program Committee selected 40 full-papers (acceptance rate of 20%) and 18 short papers (acceptance rate of 9%). As a result …,*,*,*
Dimitrios Georgakopoulos Alex Buchmann,Alex Buchmann,The roots of wavelet theory reach back to the end of the 19th century. The so-called;developed in 1909 by A. Haar; still serves as the foundation of modern wavelet theory. It tooka long time; however; until the wavelet-based hierarchical data decomposition found itswidespread application in computer science. Wavelets are seen as the"(re) discovery of thelast decade" in Computer Graphics and; in the meantime; they are used in a wide variety ofapplications including a number of diverse database applications. Examples are: similaritysearch; data compression; dimensionality reduction; time series analysis; and dataclustering. The wavelet theory is well founded and of very high practical impact. The largenumber of advantages include the strict hierarchical and multiresolutional nature of thewavelet decomposition; the linear time and space complexity of the wavelet …,*,*,*
