LK-9 Web Community Browser: Web コミュニティ構造の可視化と探索機構の実現 (K. ヒューマンコミュニケーション & インタラクション),福地健太郎， 豊田正史， 喜連川優,また; 11 月 17 日の AM 2: 00-AM 5: 00 の時間帯においては; 約 30 秒~ 1 分間の無応答または以上応答が発生する可能性がございます.,情報技術レターズ,2002,*
Scalable and comprehensible visualization for discovery of knowledge from the internet,Etsuya Shibayama; Masashi Toyoda; Jun Yabe; Shin Takahashi,Abstract We propose visualization techniques for supporting a discovery from andcomprehension of the information space built on the Internet. Although the Internet iscertainly a rich source of knowledge; discoveries from the net are often too hard. On the onehand; it is difficult to find places where useful knowledge is buried since the informationspace on the Internet are huge and ill-structured. On the other hand; even if they are found; itis still difficult to read from useful knowledge since it is scattered on a number of fine-grainedpages and articles. In order to help human users to find and understand concealedknowledge; we propose two levels of visualization techniques. The first level is designed toprovide scalable visualizations; presenting skeletal structures of huge hierarchies. Itprovides sketchy maps of the entire space and helps the user to navigate to portions …,*,2002,*
Implementation of Web Community Browser and its evaluation,Kentaro Fukuchi; Masashi Toyoda; Masaru Kiretsugawa,*,The Institute of Electronics and Information and Communication Engineers Technical Report; The Institute of Electronics and Information and Communication Engineers,2002,*
DE2000-62 WWW における関連コミュニティ群の発見,豊田正史,抄録 本稿では WWW において; ユーザから与えられた web ページ (シードページ) から;それに関連するコミュニティ群を発見する手法を提案する. ここで言うコミュニティとは;同じトピックに関心をもつ人々によって作成された web ページの集合を指す. 例えば;ある野球チームを応援するホームページの集合を; そのチーム応援ページのコミュニティと呼ぶ.本手法は; 与えられた web ページを含むコミュニティ; および; 関連するトピックに関する複数のコミュニティを検索することができる. 例えば; ある野球チームの応援ページを 1 つ与えると;まずその野球チームの応援ページコミュニティを; 次に各野球チームの公式ページコミュニティを発見する. この検索は与えられた web ページの周辺における; ハイパーリンクの解析を基に行う.シードに関連するコミュニティを 1 つだけ出力する従来手法に比べて; 本手法はシードに関連する複数のコミュニティをユーザに提供することができる点で優れている.,電子情報通信学会技術研究報告. DE; データ工学,2000,*
ズーミング技術を用いた対話的情報検索インタフェース,豊田正史,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,発見科学とデータマイニング,2000,*
Interaction TechniÕues for Navigating and Editing Nested Networks through Multi-focus Distortion Views,Masashi Toyoda,First; I would like to thank Professor Etsuya Shibayama for his continuous support and encouragementfor this work. I also thank Professor Satoshi Matsuoka and Shin Takahashi for their helpful adviceand comments. Next; I would like to thank Buntarou Shizuki for his work on the visual tracer ofKLIEG visual programming environment; and Toshiyuki Masui for his ideas and advice for thedirectory editor HishiMochi. Finally; I would like to thank the TRIP meeting members; and mycol- leagues for their friendship and help. I also thank our test users for their participation …1.1 Motivation . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 2 1.2 Contributions . . . . . . . . . . . . . . . . . . . . . . . .. . . 5 1.3 Content . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 5 1.4 Publications . . . . . . . . . . . . . . . . . . . . .. . . . . . . 5 … 2.1 KLIEG: A Visual Programming Environment . . . . . . . . . 8 2.2 KagamiMochi: APresentation Tool . . . . . . . . . . . . . . . 9 2.3 HishiMochi: A Directory Editor . . . . . . . . . . . . . . . . . 9,*,1999,*
Interaction TechniÕues for Navigating,Masashi Toyoda,*,*,1999,*
Interaction Techniques for Navigating and Editing Nested Networks through Multi-focus Distortion Views (複数フォーカスのディストーションビューを用いて入れ子状ネット...,豊田正史,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ] メニュー 検索 …,*,1999,*
Supporting Design Patterns in a Visual Parallel Data-ow,Masashi Toyoda; Buntarou Shizuki; Shin Takahashi; Satoshi Matsuoka; Etsuya Shibayama,*,*,1997,*
A Technique for Detecting Web Spam from a Densely Connected Directed Graph of Sites,Bingshuang Han; Masashi Toyoda; Masaru Kitsuregawa,ABSTRACT: In this paper; we propose a technique for detecting link spam sites in the Web.Link spam sites attempt to deceive link-based ranking algorithms of search engines bybuilding densely connected structure between sites. Our method detects densely connectedsets of sites from a directed graph of sites based on several patterns of directed connections;such as cycles and co-citations. We discuss which patterns are useful for detecting linkspam; and show results of experiments on our Japanese web archive.,DEWS2007,1996,*
6X-01 Naviz: User Behavior Visualization System using Web Access Log,Bowo Prasetyo; Iko Pramudiono; Katsumi Takahashi; Masashi Toyoda; Masaru Kitsuregawa,Navigational behavior of website visitors can be extracted from web access log files withdata mining techniques such as sequential pattern mining [1]. Visualization of thediscovered patterns is very helpful to understand how visitors navigate over the variouspages on the site. Currently several web log visualization tools have been developed.However those tools are far from satisfactory. They do not provide global view of visitoraccess as well as individual traversal path effectively. Here we introduce Naviz; a system ofinteractive web log visualization that is designed to overcome those drawbacks. It combinestwo-dimensional graph of visitor access traversals that considers appropriate web traversalproperties and facilities for filtering traversal paths. The tool also provides support formodern dynamic web pages. We apply the tool to visualize results of data mining study …,*,*,*
