MonetDB/XQuery: a fast XQuery processor powered by a relational engine,Peter Boncz; Torsten Grust; Maurice van Keulen; Stefan Manegold; Jan Rittinger; Jens Teubner,Abstract Relational XQuery systems try to re-use mature relational data managementinfrastructures to create fast and scalable XML database technology. This paper describesthe main features; key contributions; and lessons learned while implementing such asystem. Its architecture consists of (i) a range-based encoding of XML documents intorelational tables;(ii) a compilation technique that translates XQuery into a basic relationalalgebra;(iii) a restricted (order) property-aware peephole relational query optimizationstrategy; and (iv) a mapping from XML update statements into relational updates. Thus; thissystem implements all essential XML database functionalities (rather than a single feature)such that we can learn from the full consequences of our architectural decisions. Whileimplementing this system; we had to extend the state-of-the-art with a number of new …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,360
Computerondersteuning voor groepscommunicatie en samenwerken,Nicolaas Sikkel; TMA Bemelmans; Maurice van Keulen; RJ Kusters; M Looijen,Sikkel; N. (2007). Computerondersteuning voor groepscommunicatie en samenwerken. In TMABemelmans; M. van Keulen; RJ Kusters; & M. Looijen (Eds.); ICT-Zakboek (pp. 341-350). (PBNAPolyzakboekjes; No. Chapter III.12). Den Haag: Reed Business Information … Sikkel; Nicolaas/ Computerondersteuning voor groepscommunicatie en samenwerken … ICT-Zakboek. ed./ TMA Bemelmans; Maurice van Keulen; RJ Kusters; M. Looijen. Den Haag : Reed BusinessInformation; 2007. p. 341-350 (PBNA Polyzakboekjes; No. Chapter III.12) … Sikkel; N 2007;Computerondersteuning voor groepscommunicatie en samenwerken. in TMA Bemelmans; Mvan Keulen; RJ Kusters & M Looijen (eds); ICT-Zakboek. PBNA Polyzakboekjes; no. ChapterIII.12; Reed Business Information; Den Haag; pp. 341-350 … Computerondersteuning voorgroepscommunicatie en samenwerken. / Sikkel; Nicolaas … ICT-Zakboek. ed. / TMA …,PBNA Polyzakboekjes,2007,*
Computerondersteuning voor groepscommunicatie en samenwerken,Nicolaas Sikkel; TMA Bemelmans; Maurice van Keulen; RJ Kusters; M Looijen,Sikkel; N. (2007). Computerondersteuning voor groepscommunicatie en samenwerken. In TMABemelmans; M. van Keulen; RJ Kusters; & M. Looijen (Eds.); ICT-Zakboek (pp. 341-350). (PBNAPolyzakboekjes; No. Chapter III.12). Den Haag: Reed Business Information … Sikkel; Nicolaas/ Computerondersteuning voor groepscommunicatie en samenwerken … ICT-Zakboek. ed./ TMA Bemelmans; Maurice van Keulen; RJ Kusters; M. Looijen. Den Haag : Reed BusinessInformation; 2007. p. 341-350 (PBNA Polyzakboekjes; No. Chapter III.12) … Sikkel; N 2007;Computerondersteuning voor groepscommunicatie en samenwerken. in TMA Bemelmans; Mvan Keulen; RJ Kusters & M Looijen (eds); ICT-Zakboek. PBNA Polyzakboekjes; no. ChapterIII.12; Reed Business Information; Den Haag; pp. 341-350 … Computerondersteuning voorgroepscommunicatie en samenwerken. / Sikkel; Nicolaas … ICT-Zakboek. ed. / TMA …,PBNA Polyzakboekjes,2007,*
Computerondersteuning voor groepscommunicatie en samenwerken,Nicolaas Sikkel; TMA Bemelmans; Maurice van Keulen; RJ Kusters; M Looijen,Sikkel; N. (2007). Computerondersteuning voor groepscommunicatie en samenwerken. In TMABemelmans; M. van Keulen; RJ Kusters; & M. Looijen (Eds.); ICT-Zakboek (pp. 341-350). (PBNAPolyzakboekjes; No. Chapter III.12). Den Haag: Reed Business Information … Sikkel; Nicolaas/ Computerondersteuning voor groepscommunicatie en samenwerken … ICT-Zakboek. ed./ TMA Bemelmans; Maurice van Keulen; RJ Kusters; M. Looijen. Den Haag : Reed BusinessInformation; 2007. p. 341-350 (PBNA Polyzakboekjes; No. Chapter III.12) … Sikkel; N 2007;Computerondersteuning voor groepscommunicatie en samenwerken. in TMA Bemelmans; Mvan Keulen; RJ Kusters & M Looijen (eds); ICT-Zakboek. PBNA Polyzakboekjes; no. ChapterIII.12; Reed Business Information; Den Haag; pp. 341-350 … Computerondersteuning voorgroepscommunicatie en samenwerken. / Sikkel; Nicolaas … ICT-Zakboek. ed. / TMA …,PBNA Polyzakboekjes,2007,*
Ch. VI. 2 Programmatuur,A van Deursen; P Klint,*,*,2007,*
Computerondersteuning voor groepscommunicatie en samenwerken,Maurice Keulen; Klaas Sikkel,*,*,2007,*
Data warehousing en data mining,APJM Siebes; M van Keulen; TMA Bemelmans; RJ Kusters; M Looijen,KNAW Narcis. Back to search results. Publication Data warehousingen data mining (2007). Pagina-navigatie: Main …,ICT-Zakboek,2007,*
Procesautomatisering,M van Keulen; TMA Bemelmans; RJ Kusters; M Looijen,KNAW Narcis. Back to search results. PublicationProcesautomatisering (2007). Pagina-navigatie: Main …,ICT-Zakboek,2007,*
06472 Executive Summary--XQuery Implementation Paradigms,Peter A Boncz; Torsten Grust; Jérôme Siméon; Maurice van Keulen,Abstract Only a couple of weeks after the participants of seminar No. 06472 met in Dagstuhl;the W3C published the Final Recommendation documents that fix the XQuery 1.0 syntax;data model; formal semantics; built-in function library and the interaction with the XMLSchema Recommendations (see W3C's XQuery web site at http://www. w3. org/XML/Query/).With the language's standardization nearing its end and now finally in place; the manyefforts to construct correct; complete; and efficient implementations of XQuery finally got ridof the hindering" moving target''syndrome. This Dagstuhl seminar on the different XQueryimplementation paradigms that have emerged in the recent past; thus was as timely as itcould have possibly been.,Dagstuhl Seminar Proceedings,2007,*
Proceedings of the 2nd Twente Data Management Workshop (TDM'06) on Uncertainty in Databases,Ander de Keijzer; Maurice van Keulen,*,*,2006,*
Assignments for XML&DB 2 Theme “Probabilistic XML”,Maurice van Keulen; Ander de Keijzer; Djoerd Hiemstra,*,*,2006,*
Optimization of Pathfinder Queries (Opaque)[public version],Maurice van Keulen,Summary: The Opaque project focuses on query optimization for relational XQuery engines.Advances in techniques for storage and query processing for XML using existing relationalengines show that this approach has great potential for being able to manage the evergrowing volumes of XML data. Many storage models; index structures; and algorithms havebeen proposed to speed up queries. Currently; attention is shifting towards queryoptimization techniques to address the remaining performance problems; to which thisresearch hopes to make a contribution.,*,2006,*
Rule-based Information Integration,Ander de Keijzer; Maurice van Keulen,Abstract In this report; we show the process of information integration. We specificallydiscuss the language used for integration. We show that integration consists of two phases;the schema mapping phase and the data integration phase. We formally definetransformation rules; conversion; evolution and versioning. We further discuss theintegration process from a data point of view.,*,2005,*
Third Workshop on Ambient Databases,P Boncz; Maurice van Keulen; AH van Bunningen,Skip to main content University of Twente Research Information Logo …,*,2005,*
Organisatie Dutch-Belgian Database Day,P Boncz; Maurice van Keulen; AH van Bunningen,KNAW Narcis. Back to search results. Publication OrganisatieDutch-Belgian Database Day (2005). Pagina-navigatie: Main …,*,2005,*
MonetDB/XQuery; Technology preview open source release 1,P Boncz; S Manegold; Sjoerd Mullender; Maurice van Keulen; Jan Flokstra; T Grust; J Teubner; J Rittinger,Boncz; P; Manegold; S; Mullender; S; van Keulen; M; Flokstra; J; Grust; T; Teubner; J &Rittinger; J MonetDB/XQuery; Technology preview open source release 1 …MonetDB/XQuery; Technology preview open source release 1. / Boncz; P.; Manegold; S.;Mullender; Sjoerd; van Keulen; Maurice; Flokstra; Jan; Grust; T.; Teubner; J.; Rittinger; J … BonczP; Manegold S; Mullender S; van Keulen M; Flokstra J; Grust T et al. MonetDB/XQuery; Technologypreview open source release 1. 2005 … Powered by Pure; Scopus & Elsevier FingerprintEngine™ © 2017 Elsevier BV.,*,2005,*
Advanced SIKS-course XML: where databases and information retrieval meet,Djoerd Hiemstra; Maurice van Keulen,Skip to main content University of Twente Research Information Logo …,*,2005,*
Second Multimedian Workshop on Ambient Multimedia Databases,Maurice van Keulen,KNAW Narcis. Back to search results. Publication Second Multimedian Workshop onAmbient Multimedia Databases (2004). Pagina-navigatie: Main …,*,2004,*
Seventh EDBT Summper School on XML & Databases,Maurice van Keulen,Skip to main content University of Twente Research Information Logo …,*,2004,*
Zoeken in XML: van XPath naar SQL,H van Rein; Maurice van Keulen,KNAW Narcis. Back to search results. Publication Zoeken in XML:van XPath naar SQL (2004). Pagina-navigatie: Main …,DB/M: database magazine,2004,*
De hamer of de moker: welke databasesoftware te kiezen,Maurice van Keulen; A Offerman,Abstract Voor serversystemen is Linux als operating system zeer geschikt. Menig webserverwordt gehost op een Linux-gebaseerd systeem en steeds meer organisaties kiezen voorLinux voor hun back-office. Een essentiele component daarbij is het database managementsystem (DBMS). Het DBMS draagt zorg voor het beheer van uw kostbare gegevens.Decennialange ervaring met DBMS'en; die teruggaat tot de eerste mainframes; heeft totproducten geleid waarin die gegevens veilig en betrouwbaar opgeslagen liggen enwaarmee u er snelle toegang tot hebt. Voor het Linux-platform zijn zowel open-sourceDBMS'en beschikbaar; zoals MySQL en PostgreSQL; als Linux-versies van bekendecommerciele producten; zoals Oracle en IBM DB2. Er bestaat geen eenduidige winnaar vande prijs voor het beste DBMS voor Linux. Er is altijd een trade-off die u zult moeten …,Linux news,2002,*
Report on the development issues: Techniques,Maurice van Keulen; J Vonk,Skip to main content University of Twente Research Information Logo …,Deliverable D6 of the SUMMER project,2002,*
An integrated DMMDBMS prototype supporting video retrieval and security,Maurice van Keulen; J Vonk,Skip to main content University of Twente Research Information Logo …,Deliverable D5 of the SUMMER project,2002,*
SUMMER demo,Maurice van Keulen,Skip to main content University of Twente Research Information Logo …,*,2001,*
DMMDBMS components and architectures,Maurice van Keulen,KNAW Narcis. Back to search results. Publication DMMDBMS componentsand architectures (2001). Pagina-navigatie: Main …,*,2001,*
Requirements analysis based on application domains,Maurice van Keulen,KNAW Narcis. Back to search results. Publication Requirements analysis basedon application domains (2001). Pagina-navigatie: Main …,*,2001,*
XML: De eend met de gouden eieren?,Maurice Keulen,*,I/O Vivat,2001,*
View integration,Herman Balsters; Maarten Fokkinga; Maurice Van Keulen,Problem statement Suppose that we are to build one information system (database; say) forseveral users that each have their own view of the world. The idea is to integrate the views ofall individual users into one view (which is satisfactory for all users); and build theinformation system for that view. The problem that we are faced with is this:,*,1999,*
Object-Oriented Programming: A Unified Foundation-Guiseppe Castagna,Maurice van Keulen,KNAW Narcis. Back to search results. Publication Object-Oriented Programming: A UnifiedFoundation - Guiseppe Castagna (1998). Pagina-navigatie: Main …,Objet,1998,*
Trends in tools voor gegevensmodellering,Maurice van Keulen; HW Brand,KNAW Narcis. Back to search results. Publication Trends in tools voorgegevensmodellering (1998). Pagina-navigatie: Main …,Informatie,1998,*
Formal operation definition in object-oriented databases,Maurice van Keulen,Abstract Despite the rapid progress of the previous decades; information systemengineering is still not as mature as many other engineering disciplines like electronics. Aprominent aspect in which this can be observed is the toolset an engineer has to hisdisposal for design and development. For example; an electronics engineer can performadvanced analyses on a schematic circuit design to predict the behaviour of the circuit intime. Tools developed for information system engineering have not yet arrived at acomparable level of maturity. One of the causes of the inability to develop such tools is thatthe specification languages used to decribe a design fall short on several aspects comparedto the circuit diagrams:(1) the specifications are in some circumstances susceptible tomultiple interpretations; ie; their meaning is not clear with the mathematical precision …,*,1997,*
Formal operation definition in object-oriented databases,Maurice van Keulen,Abstract Despite the rapid progress of the previous decades; information systemengineering is still not as mature as many other engineering disciplines like electronics. Aprominent aspect in which this can be observed is the toolset an engineer has to hisdisposal for design and development. For example; an electronics engineer can performadvanced analyses on a schematic circuit design to predict the behaviour of the circuit intime. Tools developed for information system engineering have not yet arrived at acomparable level of maturity. One of the causes of the inability to develop such tools is thatthe specification languages used to decribe a design fall short on several aspects comparedto the circuit diagrams:(1) the specifications are in some circumstances susceptible tomultiple interpretations; ie; their meaning is not clear with the mathematical precision …,*,1997,*
How do we type an object-oriented query result,H Balsters; Maurice van Keulen,KNAW Narcis. Back to search results. Publication How do we type anobject-oriented query result (abstract) (1996). Pagina-navigatie: Main …,Dagstuhl Seminar Reports,1996,*
An architecture and methodology for the design and development of Technical Information Systems,H Balsters; R Capobianchi; M Mautref; Maurice van Keulen,KNAW Narcis. Back to search results. Publication An architecture and methodology forthe design and development of... (1995). Pagina-navigatie: Main …,CTIT technical reports series,1995,*
TM Manual: version 2.0 revision e,H Balsters; RA de By; Maurice van Keulen; J Skowronek,Balsters; H.; de By; RA; van Keulen; M.; & Skowronek; J. (1995). TM Manual: version 2.0 revisione. (IMPRESS deliverable; No. UT-TECH-T79-001-R4). Enschede … Balsters; H.; de By; RA;van Keulen; Maurice; Skowronek; J. / TM Manual: version 2.0 revision e … Enschede;1995. (IMPRESS deliverable; No. UT-TECH-T79-001-R4) … Balsters; H; de By; RA; vanKeulen; M & Skowronek; J 1995; TM Manual: version 2.0 revision e. IMPRESS deliverable;no. UT-TECH-T79-001-R4; Enschede … TM Manual: version 2.0 revision e. / Balsters; H.; deBy; RA; van Keulen; Maurice; Skowronek; J … Enschede; 1995. (IMPRESS deliverable; No.UT-TECH-T79-001-R4) … Balsters H; de By RA; van Keulen M; Skowronek J. TM Manual: version2.0 revision e. Enschede; 1995. (IMPRESS deliverable; UT-TECH-T79-001-R4) … Poweredby Pure; Scopus & Elsevier Fingerprint Engine™ © 2017 Elsevier BV.,IMPRESS deliverable,1995,*
Design and Validation of Reliable Complex Computer Systems,Maurice van Keulen; J Skowronek; Peter MG Apers; H Balsters; Henk Blanken; RA de By; Jan Flokstra,KNAW Narcis. Back to search results. Publication Design and Validation of ReliableComplex Computer Systems (1995). Pagina-navigatie: Main …,Memoranda informatica,1995,*
Impress/UT-soft-D41-001-R1; Database Design Tool; deliverable S41,Peter MG Apers; Henk Blanken; H Balsters; Jan Flokstra; RT Boon; J Skowronek; Maurice van Keulen,Apers; PMG; Blanken; H; Balsters; H; Flokstra; J; Boon; RT; Skowronek; J & van Keulen; MImpress/UT-soft-D41-001-R1; Database Design Tool; deliverable S41 … Impress/UT-soft-D41-001-R1; Database Design Tool; deliverable S41. / Apers; Peter MG; Blanken; Henk;Balsters; H.; Flokstra; Jan; Boon; RT; Skowronek; J.; van Keulen; Maurice … Apers PMG; BlankenH; Balsters H; Flokstra J; Boon RT; Skowronek J et al. Impress/UT-soft-D41-001-R1; DatabaseDesign Tool; deliverable S41. 1994 … Powered by Pure; Scopus & Elsevier FingerprintEngine™ © 2017 Elsevier BV.,*,1994,*
Impress/UT-Soft-D34-001-R1; TMQL Implementation; deliverable S34,Peter MG Apers; Henk Blanken; H Balsters; Jan Flokstra; RT Boon; J Skowronek; Maurice van Keulen,Apers; PMG; Blanken; H; Balsters; H; Flokstra; J; Boon; RT; Skowronek; J & van Keulen; MImpress/UT-Soft-D34-001-R1; TMQL Implementation; deliverable S34 … Impress/UT-Soft-D34-001-R1; TMQL Implementation; deliverable S34. / Apers; Peter MG; Blanken; Henk;Balsters; H.; Flokstra; Jan; Boon; RT; Skowronek; J.; van Keulen; Maurice … Apers PMG; BlankenH; Balsters H; Flokstra J; Boon RT; Skowronek J et al. Impress/UT-Soft-D34-001-R1; TMQLImplementation; deliverable S34. 1994 … Powered by Pure; Scopus & Elsevier FingerprintEngine™ © 2017 Elsevier BV.,*,1994,*
Results of an examination of the GTI,Maurice van Keulen,KNAW Narcis. Back to search results. Publication Results of anexamination of the GTI (1993). Pagina-navigatie: Main …,*,1993,*
Some methodological guidelines for IMPRESS,F Ardorino; M Mautref; RA de By; Maurice van Keulen,Skip to main content University of Twente Research Information Logo …,*,1993,*
Global design of the prototyping environment,Maurice van Keulen,Skip to main content University of Twente Research Information Logo …,IMPRESS/UT-MEMO,1993,*
The TM manual; version 2.0,Peter MG Apers; RA de By; Henk Blanken; H Balsters; J Skowronek; HJ Steenhagen; Maurice van Keulen; AN Wilschut; Jan Flokstra; RJ Blok,KNAW Narcis. Back to search results. Publication The TM manual;version 2.0 (1993). Pagina-navigatie: Main …,*,1993,*
Struggle for LIFE: A Rapid prototype for TM in LIFE,M van Keulen,*,*,1992,*
Deep Physiological Arousal Detection in a Driving Simulator using Wearable Devices,Aaqib Saeed; Stojan Trajanovski; Maurice van Keulen; Jan van Erp,Abstract—Driving is an activity that requires considerable alertness. Insufficient attention;imperfect perception; inadequate information processing; and sub-optimal arousal arepossible causes of poor human performance. Understanding of these causes and theimplementation of effective remedies is of key importance to increase traffic safety andimprove driver's wellbeing. For this purpose; we used deep learning algorithms to detectarousal level; namely; under-aroused; normal and overaroused for professional truck driversin a simulated environment. The physiological signals are collected from 11 participants bywrist wearable devices. We presented a cost effective groundtruth generation scheme forarousal based on a subjective measure of sleepiness and score of stress stimuli. On thisdataset; we evaluated a range of deep neural network models for representation learning …,*,*,*
Pay-as-you-go data integration for bioinformatics,Brend Wanders Paul van der Vet; Maurice van Keulen,Page 1. Brend Wanders Paul van der Vet Maurice van Keulen <b.wanders@utwente.nl>Pay-as-you-go data integration for bioinformatics ACO1 ACO2 IDH3A IDH3B IDH3G IDH1 IDH2SUCLA2 SUCLG1 SUCLG2 SUCLA2P1 LOC283398 SDHA SDHB SDHD SDHC FH MDH1 MDH2MDH1B CS SLC35G3 citrate cis-aconitate D-threo-isocitrate 3-carboxy-1-hydroxypropyl-ThPPsuccinyl-CoA 2-oxosuccinate succinate fumarate (S)-malate oxaloacetate ACO1 ACO2 IREB2ACO1 ACO2 OGDH OGDHL DLST SUCLA2 SUCLG1 SUCLG2 SUCLA2 SUCLG1 SUCLG2 IDH1IDH2 IDH2 IDH1 IDH2 IDH1 IDH2 OGDH OGDHL SDHA SDHB SDHD SDHC SDHA SDHB SDHDSDHC H2O H2O NAD H+ NADH NAD NADP CO2 NADPH H+ NADH CO2 H+ ubiquinol ubiquinoneFADH2 FAD+ CoA ATP ADP GDP IDP ITP acetyl-CoA H2O H+ CoA NAD NADH H+ H2O Pi CoAPi GTP CoA NADP H+ NADPH NAD CoA NADH CO2 H+ …,*,*,*
Neogeography: The challenge of channelling large and ill-behaved data streams,Mena Badieh Habib Morgan; Peter MG Apers; Maurice Van Keulen,Abstract Neogeography is the combination of user generated data and experiences withmapping technologies. In this article we present a research project to extract valuablestructured information with a geographic component from unstructured user generated textin wikis; forums; or SMSes. The extracted information should be integrated together to form acollective knowledge about certain domain. This structured information can be used furtherto help users from the same domain who want to get information using simple questionanswering system. The project intends to help workers communities in developing countriesto share their knowledge; providing a simple and cheap way to contribute and get benefitusing the available communication technology.,*,*,*
Imprecision; Diversity and Uncertainty: Disentangling Threads in Uncertainty Management,Myra Spiliopoulou; Maurice Van Keulen; Hans-Joachim Lenz; Jef Wijsen; Matthias Renz; Rudolf Kruse; Mirco Stern,The motivation of the workgroup was to couple uncertainty management with the notion ofchange. This encompassed integration; aggregation and mining upon uncertain data. Targetquestions were measuring uncertainty and defining and measuring the quality of uncertaindata. We have left out ambiguousness (in the sense of unclear terms and vagueness) as anorthogonal issue. Uncertainty management in the context of reasoning (cf. among else[GS98]) has been a source of inspiration; since that area encompasses appropriatetheoretical underpinnings for addressing some of the questions studied here.,*,*,*
Item Removed,Marko Smiljanic; Henk Blanken; Maurice van Keulen; Willem Jonker,*,*,*,*
Workshop FlexDBIST 2011,Gloria Bordogna; Giuseppe Psaila; Elena Baralis; Patrick Bosc; Barbara Catania; Richard Chbeir; Eliseo Clementini; Karin Coninx; Alfredo Cuzzocrea; Ander de Keijzer; Guy de Tré; Fernando Ferri; Sara Foresti; Pablo Garcia Bringas; Paolo Garza; Patrizia Grifoni; Dion Hoe-Lian Goh; Enrique Herrera Viedma; Maria J Martin-Bautista; Rosa Meo; Barbara Oliboni; Javier Parapar; Gerardo Pelosi; Ilia Petrov; Olivier Pivert; Chiara Renso; Crawford Revie; Maurice van Keulen; Slawomir Zadrozny,Program Committee Chairs Gloria Bordogna; CNR Consiglio Nazionale delle Ricerche; ItalyGiuseppe Psaila; University of Bergamo; Italy … Program Committee Elena Baralis; Politecnicodi Torino; Italy Patrick Bosc; IRISA/ENSSAT; France Mohand Boughanem; IRIT; France BarbaraCatania; University of Genova; Italy Richard Chbeir; Bourgogne University; (France EliseoClementini; University of L'Aquila; Italy Karin Coninx; Hasselt University; Belgium AlfredoCuzzocrea; CNR-ICAR and University of Calabria; Italy Ander de Keijzer; University ofTwente; The Netherlands Guy de Tré; Ghent University; Belgium Fernando Ferri;IRPPS-CNR; Italy Sara Foresti; University of Milan; Italy Pablo Garcia Bringas; University ofDeusto; Spain Paolo Garza; Politecnico di Torino; Italy Patrizia Grifoni; IRPPS-CNR; Italy DionHoe-Lian Goh; Nanyang Technological University; Singapore Enrique Herrera Viedma …,*,*,*
Pay-‐as-‐you-‐go data integration for bio-‐informatics (PAYDIBI),M van Keulen; P van der Vet,Scientific research in bio-‐informatics is often data-‐driven and supported by biologicaldatabases. A biological database contains factual information collected from scientificexperiments and computational analyses about areas including genomics; proteomics;metabolomics; microarray gene expression; and phylogenetics. Information contained inbiological databases includes gene function; structure; localization (both cellular andchromosomal); clinical effects of mutations as well as similarities of biological sequencesand structures. 2 Much effort is involved in keeping them up-‐to-‐date; extending them andin creating new ones (see for example[1];[2]). In a growing number of research projects;researchers like to ask combined questions; ie; questions that require the combination ofinformation from more than one database.[3] estimates that in scientific workflows“in total …,*,*,*
