Learning influence probabilities in social networks,Amit Goyal; Francesco Bonchi; Laks VS Lakshmanan,Abstract Recently; there has been tremendous interest in the phenomenon of influencepropagation in social networks. The studies in this area assume they have as input to theirproblems a social graph with edges labeled with probabilities of influence between users.However; the question of where these probabilities come from or how they can be computedfrom real social network data has been largely ignored until now. Thus it is interesting to askwhether from a social graph and a log of actions by its users; one can build models ofinfluence. This is the main problem attacked in this paper. In addition to proposing modelsand algorithms for learning the model parameters and for testing the learned models tomake predictions; we also develop techniques for predicting the time by which a user maybe expected to perform an action. We validate our ideas and techniques using the Flickr …,Proceedings of the third ACM international conference on Web search and data mining,2010,815
EDBT Research Session: Graph Queries and Analytics,Rene Veloso; Loic Cerf; Meira Junior Wagner; Mohammed Zaki; Dritan Blenco; Yannis Kotidis; Arjit Khan; Francesco Bonchi; Aris Gionis; Francesco Gulo; Aristides Gionis; Antti Ukkonen,R. Veloso; L. Cerf; MJ Wagner; M. Zaki; D. Blenco; Y. Kotidis; A. Khan; F. Bonchi; A. Gionis;F. Gulo; A. Gionis; and A. Ukkonen; “EDBT Research Session: Graph Queries and Analytics;”presented at the 17th International Conference on Extending Database Technology; Εθνικό ΚέντροΤεκμηρίωσης (ΕΚΤ); 27-Mar-2014.,10442/13867,2014,*
EDBT Research Session: Indexing and Cost Statistics,Parth Nagarkar; K Selcuk Candan; Ingo Muller; Cornelius Ratsch; Franz Farber; Cigdem Aslay; Nicola Berbieri; Francesco Bonchi; Ricardo Baeza-Yates; Ramanujam Halasipuram; Deshpande Prasad; Sriram Padmanabham,P. Nagarkar; K. Selcuk Candan; I. Muller; C. Ratsch; F. Farber; C. Aslay; N. Berbieri; F.Bonchi; R. Baeza-Yates; R. Halasipuram; Deshpande Prasad; and S. Padmanabham; “EDBTResearch Session: Indexing and Cost Statistics;” presented at the 17th International Conferenceon Extending Database Technology; Εθνικό Κέντρο Τεκμηρίωσης (ΕΚΤ); 26-Mar-2014.,10442/13867,2014,*
Introduction to the special issue on social web mining,Francesco Bonchi; Wray Buntine; Ricard Gavaldá; Shengbo Guo,Social web platforms such as Facebook; Twitter; and Flickr are used by millions of usersdaily; leading to a vast volume of semantically rich and dynamically updated social data.This data richness represents an unprecedented opportunity for any researcher interested inmodeling human interactions. Making sense of the data generated from social web platformscan also be important for developing new technologies and applications including sentimentanalysis for elections; ad serving; and social recommender systems. Various methods havebeen developed at commercial and academic laboratories for these purposes. This specialissue consists of eight articles accepted by ACM Transactions on Intelligent Systems andTechnology Special Issue on Social Web Mining. The articles have been selected accordingto a strict review process. There were in total 33 submissions to this special issue; and …,ACM Transactions on Intelligent Systems and Technology (TIST),2013,*
ACM Transactions on Intelligent Systems and Technology (TIST) Volume 5 Issue 1,Dr Hui Xiong; Dr Shashi Shekhar; Dr Alexander Tuzhilin; Francesco Bonchi; Wray Buntine; Ricard Gavaldá; Shengbo Guo,*,*,2013,*
Preface to the fourth IEEE workshop on privacy aspects of data mining,Aris Gkoulalas-Divanis; Grigorios Loukides; Charu Aggarwal; Raghav Bhaskar; Dan Kifer; Srivatsan Laxman; Xintao Wu; Francesco Bonchi; Maria Luisa Damiani; Josep Domingo-Ferrer; Benjamin Fung; Wei Jiang; Murat Kantarcioglu; Guenter Karjoth; Panagiotis Karras; Bradley Malin; Kun Liu; Mehmet Sayal; Jianhua Shao; Lisa Singh; Spiros Skiadopoulos; Aleksandra Slavkovic; Adam Smith; Manolis Terrovitis; S Yu Philip; Ke Wang,Powered by Pure; Scopus & Elsevier Fingerprint Engine™ © 2018 Elsevier BV.,Unknown Journal,2013,*
Fast matrix computations for pair-wise and column-wise commute times and Katz scores.,David Francis Gleich; Francesco Bonchi; Pooya Esfandiar; Chen Greif; Laks VS Lakshmanan,skip to main content. SciTech Connect Toggle navigation …,*,2011,*
Privacy Preservation on Time Series,Spiros Papadimitriou; Feifei Li; George Kollios; S Yu Philip,Time series data are sequence of values based on observations at periodic time instantsand appear in a wide range of domains and applications; such as financial; retail;environmental and process monitoring; defense and health care. Additionally; massivevolumes of data from various sources are continuously collected. However; when a dataowner wants to publish this data he may not be willing to exactly reveal the true values dueto various reasons; most notably privacy considerations. A widely employed and acceptedapproach for partial information hiding is based on random perturbation [4]; whichintroduces uncertainty about individual values. Consider the following examples:,Privacy-Aware Knowledge Discovery: Novel Applications and New Techniques,2010,*
Condensation-Based Methods in Emerging Application Domains,Yucel Saygin; Mehmet Ercan Nergiz,Sequence data can be defined as ordered data units which may be extended with otherdimensions such as space and time for specific applications. Many forms of new andemerging data types are actually in the form of sequences. For example; DNA or proteinsequences from bio-informatics; click streams from the Web; and spatio-temporal trajectoriesof moving objects from GPS or GSM applications are few of such popular data types. Massesof collected sequence data; naturally attracted data mining researchers to developalgorithms for extracting patterns or descriptive models from sequences. In fact; one of theearly data mining papers considers customer purchase sequences as the target data source[4] to discover frequently appearing sequences of customer purchases. Another seminaldata mining paper is on mining frequent episodes from event sequences which proposed …,Privacy-Aware Knowledge Discovery: Novel Applications and New Techniques,2010,*
Fast Katz and commuters: efficient estimation of social relatedness.,Byung-Won On; Laks VS Lakshmanan; Pooya Esfandiar; Francesco Bonchi; Chen Grief; David F Gleich,*,*,2010,*
2010 Index IEEE Transactions on Knowledge and Data Engineering Vol. 22,Osman Abul; Grigoris Antoniou; Kiyoshi Asai; Andrey Balmin; Robert M Balzer; Zhifeng Bao; Andrzej Bargiela; Payam Barnaghi; Nick Bassiliades; Dizza Beimel; David Bell; Thomas Bernecker; James Bezdek; Zeungnam Bien; Antonis Bikakis; Roland Billen; Harold Boley; PA Bonatti; Francesco Bonchi; Peter Boncz; Mihaela A Bornea; Athman Bouguettaya; Ramadhana Bramandia; Nicholas J Bryan; Di Cai; K Selcuk Candan; Bin Cao; Longbing Cao; Yong Cao; Chia-Hui Chang; Michael Chau; Muhammad Aamir Cheema; Bo Chen; Degang Chen; Honghui Chen; Hsinchun Chen; Huanhuan Chen; Jie Chen; Jinlin Chen; Lei Chen; Ming-Syan Chen; Xue-wen Chen; Yanhua Chen; Haibin Cheng; Hong Cheng; Reynold Cheng; David W-l Cheung; Byron Choi; Chung-Hua Chu; Yi-Hong Chu; Kun-Ta Chuang; Yon Dohn Chung; Eliseo Clementini; Christopher Clifton; Sergio Consoli,This index covers all technical items-papers; correspondence; reviews; etc.-that appeared inthis periodical during the year; and items from previous years that were commented upon orcorrected in this year. Departments and other items may also be covered if they have beenjudged to have archival value. The Author Index contains the primary entry for each item;listed under the first author's name. The primary entry includes the coauthors' names; the titleof the paper or other item; and its location; specified by the publication abbreviation; year;month; and inclusive pagination. The Subject Index contains entries describing the itemunder all appropriate subject headings; plus the first author's name; the publicationabbreviation; month; and year; and inclusive pages. Note that the item title is found onlyunder the primary entry in the Author Index.,IEEE Transactions on Knowledge and Data Engineering,2010,*
Special issue for ECML PKDD 2010: Guest editors’ introduction,José L Balcázar; Francesco Bonchi; Aristides Gionis; Michèle Sebag,This special issue of the Machine Learning Journal presents selected papers from the 2010edition of the European Conference on Machine Learning and Principles and Practice ofKnowledge Discovery from Databases (ECML PKDD). Since the early 2000s ECML PKDDhas become the premier scientific event worldwide gathering researchers in both fields ofMachine Learning and Data Mining; allowing them to benefit from; and contribute to;progress in the sibling field. In 2010 ECML PKDD attracted 658 full-paper submissions;which underwent a rigorous reviewing process. Each paper was assigned to three reviewersand one Area Chair. The selection; made on the basis of novelty; creativity; scientific qualityand overall impact of the work to the community; led to 120 papers to be presented in theECML PKDD conference. Out of these 120 papers; seven papers have been selected to …,Machine Learning,2010,*
Guest editors’ introduction: special issue of selected papers from ECML PKDD 2010,José L Balcázar; Francesco Bonchi; Aristides Gionis; Michèle Sebag,This special issue of the Data Mining and Knowledge Discovery Journal contains sevenselected papers presented in the 2010 edition of the European Conference on MachineLearning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD).The ECML PKDD conference is an annual gathering that has been established as apremium forum for presenting research advances in machine learning and data mining.Combining the two sibling disciplines in one conference promotes synergy and allowsresearchers and practitioners of one area to benefit from and contribute to progress in theother. This year ECML PKDD 2010 attracted 658 full-paper submissions. The submittedpapers underwent a rigorous reviewing process. Each paper was assigned to threereviewers and one Area Chair. Reviewers evaluated the work on the basis of novelty …,Data Mining and Knowledge Discovery,2010,*
On the high density of leadership nuclei in endorsement social networks,Guillermo Garrido; Francesco Bonchi; Aristides Gionis,Abstract In this paper we study the community structure of endorsement networks; ie; socialnetworks in which a directed edge u→ v is asserting an action of support from user u to userv. Examples include scenarios in which a user u is favoring a photo; liking a post; orfollowing the microblog of user v. Starting from the hypothesis that the footprint of acommunity in an endorsement network is a bipartite directed clique from a set of followers toa set of leaders; we apply frequent itemset mining techniques to discover such bicliques. Ouranalysis of real networks discovers that an interesting phenomenon is taking place: theleaders of a community are endorsing each other forming a very dense nucleus.,Proceedings of the 19th international conference on World wide web,2010,*
2008 IEEE International Conference on Data Mining Workshops,F Bonchi,*,*,2009,*
A new technique for sequential pattern mining under regular expressions.,Roberto Trasarti; Francesco Bonchi; Bart Goethals,Publication. Title; A new technique for sequential pattern mining under regular expressions …,SEBD,2009,*
PinKDD'08: privacy; security; and trust in KDD post workshop report,Francesco Bonchi; Elena Ferrari; Wei Jiang; Bradley Malin,Abstract This report summarizes the events of the 2nd International Workshop on Privacy;Security; and Trust in KDD; at the 14th ACM SIGKDD International Conference onKnowledge Discovery and Data Mining. The workshop was held on August 24; 2008 in LasVegas; Nevada and brought together computer scientists working on how data protectionissues factor into the context of data mining.,ACM SIGKDD Explorations Newsletter,2008,*
ICDM Workshops 2008,Bettina Berendt; Francesco Bonchi; Fosca Giannotti; Dimitrios Gunopulos; Franco Turini; Naren Ramakrishnan; Xindong Wu,Continuing the tradition of ICDM; the 2008 edition hosts workshops as part of the mainconference technical program. The workshops are as usual held on the first and on the lastday of the conference (15th and 19th of December 2008); and their proceedings arepublished in this volume by the IEEE Computer Society Press. The main idea behindworkshops is to gather contributions and practitioners in new research directions andinitiatives; which may be still not mature enough for the main conference; but still interestingand promising. This year we selected 10 workshops in a broad spectrum of current topics inData Mining to be held at ICDM 2008. The workshops were selected among 17 proposalsthat we received; mainly based on the level of novelty of the workshop and the capability ofattracting good quality submissions.,Workshop Chairs,2008,*
Privacy; Security; and Trust in KDD: First ACM SIGKDD International Workshop; PinKDD 2007; San Jose; CA; USA; August 12; 2007; Revised; Selected Papers,Francesco Bonchi,Vast amounts of data are collected by service providers and system administ-tors; and areavailable in public information systems. Data mining technologies provide an idealframework to assist in analyzing such collections for computer security and surveillance-related endeavors. For instance; system administrators can apply data mining to summarizeactivity patterns in access logs so that potential malicious incidents can be furtherinvestigated. Beyond computer-curity; data mining technology supports intelligencegathering and summari-tion for homeland security. For years; and most recently fueled byevents such as September 11; 2001; government agencies have focused on developing andapplying data mining technologies to monitor terrorist behaviors in public and private datacollections. Theapplicationof data mining to person-speci? cdata raisesseriousconcerns …,*,2008,*
PinKDD'07: privacy; security; and trust in KDD post-workshop report,Francesco Bonchi; Elena Ferrari; Bradley Malin; Yücel Saygin,Abstract In this report; we summarize the events of the First International Workshop onPrivacy; Security; and Trust in KDD (PinKDD); which was held in conjunction with the 13 thACM SIGKDD International Conference on Knowledge Discovery and Data Mining. Theworkshop convened on August 12; 2007 in San Jose; California and brought togetherresearchers; as well as practitioners; working on how privacy; security; and trust can beresolved or modeled within a data mining framework.,ACM SIGKDD Explorations Newsletter,2007,*
First ACM SIGKDD International Workshop on Privacy; Security; and Trust in KDD,Francesco Bonchi; Elena Ferrari; Bradley Malin; Yucel Saygin,*,Proceedings of the 13th ACM SIGKDD international conference on Knowledge discovery and data mining,2007,*
Privacy and Anonymity in Location and Movement-aware Data Analysis-the GeoPKDD Approach,O Abul; M Atzori; F Bonchi; F Giannotti; D Pedreschi,Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatori per il sito CINECA nonsono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuare una rivista con idati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN dove applicabili e iltitolo della rivista.Segnalazioni con codici 20201/20202: La pubblicazione non è statatrasferita SOLO per i docenti segnalati nel messaggio a causa di problemi nell'anagraficaCINECA e/o di Ateneo (pe i codici fiscali non sono gli stessi) oppure perché si tratta didocenti che; pur essendo abilitati all'inserimento nel sistema di Ateneo; non hanno facoltà disincronizzare le proprie pubblicazioni in CINECA. Tutti gli altri eventuali coautori senzasegnalazione troveranno la pubblicazione correttamente nel proprio spazio personaleCINECA.,*,2007,*
Computer Thanks Its Expert Reviewers,Bob Ward,In this last issue of Computer in 2006; I would like to extend my gratitude to the dedicatedreview-ers whose efforts make possible each issue of Computer. Computer relies on andhighly values the peer review process and the reviewers who are at its very core. Ourreviewers contribute by reviewing papers as assigned in their technical area of expertise.They often comment on organization and clarity; questions of accuracy; disputed definitions;and the effectiveness of visual aids; figures; or other ancillary materials. Reviewers forComputer work under the direction of Associate Editors in Chief Kathleen Swigger and BillSchilit. Kathy and Bill have contributed extensively to Computer and to the Computer Societythroughout 2006. Their expertise and guidance; combined with their commitment; are criticalcomponents of our review process.,Computer,2006,*
Weighted and Probabilistic Instances of the Soft Constraint Based Pattern Mining Paradigm,Stefano Bistarelli; Francesco Bonchi,Abstract. The paradigm of pattern discovery based on constraints has been recognized as acore technique in inductive querying: constraints provide to the user a tool to drive thediscovery process towards potentially interesting patterns; with the positive side effect ofachieving a more efficient computation. However; due to the lack of research onmethodological issues; the constraint-based pattern mining framework still suffers from manyproblems which limit its practical relevance. In our previous work [4]; we analyzed suchlimitations and showed how they flow out from the same source: the fact that in the classicalconstraint-based mining; a constraint is a rigid boolean function which returns either true orfalse. To overcome such limitations we introduced the new paradigm of pattern discoverybased on Soft Constraints; and instantiated our idea to the fuzzy soft constraints. In this …,Proceedings of The 5th International Workshop on Knowledge Discovery in Inductive Databases,2006,*
Is Data Mining Dangerous?,Maurizio Atzori; Francesco Bonchi; Fosca Giannotti; Dino Pedreschi,Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatori per il sito CINECA nonsono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuare una rivista con idati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN dove applicabili e iltitolo della rivista.Segnalazioni con codici 20201/20202: La pubblicazione non è statatrasferita SOLO per i docenti segnalati nel messaggio a causa di problemi nell'anagraficaCINECA e/o di Ateneo (pe i codici fiscali non sono gli stessi) oppure perché si tratta didocenti che; pur essendo abilitati all'inserimento nel sistema di Ateneo; non hanno facoltà disincronizzare le proprie pubblicazioni in CINECA. Tutti gli altri eventuali coautori senzasegnalazione troveranno la pubblicazione correttamente nel proprio spazio personaleCINECA.,*,2006,*
Frequent Pattern Queries for Flexible Knowledge Discovery.,Francesco Bonchi; Fosca Giannotti; Dino Pedreschi,Abstract. In this paper we study data mining query language and optimizations in the contextof a Logic-based Knowledge Discovery Support Environment. ie; a flexible knowledgediscovery system with capabilities to obtain; maintain; represent; and utilize both inducedand deduced knowledge. In particular; we focus on frequent pattern queries; since this kindof query is at the basis of many mining tasks; and it seems appropriate to be encapsulated ina knowledge discovery system as a primitive operation. We introduce an inductive languagefor frequent pattern queries; which is simple enough to be highly optimized and expressiveenough to cover the most of interesting queries. Then we define an optimized constraint-pushing operational semantics for our inductive language. This semantics is based on afrequent pattern mining operator; which is able to exploit as much as possible the given …,SEBD,2004,*
On verification in logic database languages,Francesco Bonchi; Fosca Giannotti; Dino Pedreschi,Abstract We consider in this paper an extension of Datalog with mechanisms for non-monotonic and non-deterministic reasoning and a simple form of temporal reasoning; whichwe refer to as Datalog++. First; we show how with this logic database language is possibleto express problems in heterogeneous domains; such as operation research and concurrentprogramming. Second; we provide a methodology for the verification of Datalog++programs; based on the declarative semantics; which is able to handle both atemporal andtemporal properties.,*,2000,*
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Sharon McDonald; Helen M Edwards,The construction of software engineering teams; the interaction between members; and howindividual personalities influence these; has been a concern from the 1960s to the presentday [5]. Nevertheless; despite claims from leading figures in the field that it is fundamentallypeople that make the difference between software success and failure; a corpus ofknowledge and good practice has failed to emerge. While there have been some attempts toinvestigate these issues through the application of psychometric tests; the issue of whatpersonality analysis can or cannot offer software engineering is still open for debate [6; 9]. Inthis article we argue that the lack of progress in this field is due in part to the inappropriateuse of psychological tests; frequently coupled with basic misunderstandings of personalitytheory by those who use them. To support this case we will present our analysis of papers …,Communications of the ACM,*,*
ICDM 2016 Program Chairs,Francesco Bonchi; Josep Domingo-Ferrer,The ICDM conference is truly an international forum. During its sixteen-year history; the conferencehas been held in ten countries around the world. This year's conference continues this globaltrend: Our organizing and program committee members represent 34 countries/regions and authorssubmitted papers from 57 different countries/regions. This year's conference was extremelycompetitive. A total of 904 papers were submitted for review. Each paper was reviewed by atleast three program committee members and the selection was made on the basis of discussionamong the reviewers; an area chair; and the program co-chairs. Like in previous years; we implementeda triple-blind review process; ensuring that the reviewers do not know the identity of the authorsor of the other individuals reviewing the same submission. This process is intended to removebias during the paper discussions … This year; 78 regular papers (8.6% acceptance …,*,*,*
Workshop Chairs,Ricardo Baeza-Yates; Zhi-Hua Zhou; Francesco Bonchi; Josep Domingo-Ferrer,Page 1. Organizing Committee General Chairs Ricardo Baeza-Yates; NTENT; UniversitatPompeu Fabra; Universidad de Chile Zhi-Hua Zhou; Nanjing University Program ChairsFrancesco Bonchi; ISI Foundation; Eurecat Josep Domingo-Ferrer; Universitat Rovira i VirgiliWorkshop Chairs Carlotta Domeniconi; George Mason University Francesco Gullo; UniCreditR&D Tutorial Chairs Ernestina Menasalvas; Universidad Politécnica de Madrid Jian Pei; SimonFraser University Steering Committee Chair Xindong Wu; University of Louisiana at LafayetteDemonstration Chairs Michele Berlingerio; IBM Research Albert Bifet; Université Paris-SaclayNuria Oliver; Telefonica R&D Award Committee Chair Hanghang Tong; Arizona StateUniversity Award Committee Tina Eliassi-Rad; Rutgers University João Gama; Universityof Porto Katharina Morik; University of Dortmund …,*,*,*
Senior program committee members,Divy Agrawal; Francesco Bonchi; Lei Chen; Bruce Croft; Gautam Das; Lise Getoor; Dimitrios Gunopulos; Jiawei Han; Bingsheng He; Jimmy Huang; Panos Kalnis KAUST Saudi Arabia; George Karypis; Irwin King; Guoliang Li; Ee-Peng Lim; Xuemin Lin; Huan Liu; Raymond Ng; M Tamer Ozsu; Yannis Papakonstantinou; Jignesh M Patel; Kyuseok Shim; Vincent Tseng; Liqiang Wang; Ji-Rong Wen; Jianliang Xu; Ben Zhao,Page 1. Senior Program Committee Members Name Organization Country Karl Aberer EcolePolytechnique Federale de Lausanne (EPFL) Switzerland Divy Agrawal University of California;Santa Barbara USA Francesco Bonchi Yahoo! Research USA Lei Chen Hong Kong Universityof Science and Technology China Bruce Croft University of Massachusetts Amherst USA GautamDas University of Texas at Arlington USA Shirshanka Das LinkedIn USA Juliana Freire NYUPoly USA Rainer Gemulla Max-Planck-Institute für Informatik Germany Lise Getoor Universityof California; Santa Cruz USA Dimitrios Gunopulos University of Athens Greece Jiawei HanUniversity of Illinois at Urbana-Champaign USA Bingsheng He Nanyang TechnologicalUniversity Singapore Jimmy Huang York University Canada Panos Kalnis KAUST Saudi ArabiaGeorge Karypis University of Minnesota USA …,*,*,*
Program committee list,Ankit Agrawal; Gagan Agrawal; Gail-Joon Ahn; Costan Alexandru INSA Rennes; Nour Ali; Ilkay Altintas; Amy Apon; Danilo Ardagna; Antonio Badia; Gustavo Batista; Peter Baumann; Roberto J Bayardo; David Belanger; Boualem Benatallah; Daniel Berrar; Zurich Germany KNIME; Elisa Bertino; Martin Berzins; Rajdeep Bhowmik; Albert Bifet; Francesco Bonchi; Mario Bravetti,Page 1. Program Committee List Name Organization Country James Abello DIMACS/RutgersUSA Karl Aberer EPFL Switzerland Ankit Agrawal Northwestern University USA Gagan AgrawalThe Ohio State University USA Gail-Joon Ahn Arizona State University USA Costan AlexandruINSA Rennes/INRIA France Nour Ali University of Brighton UK Ilkay Altintas University ofCalifornia; San Diego USA Priscilla Amalraj IEEE USA Suprasad Amari Relyence CorporationUSA Amy Apon Clemson University USA Danilo Ardagna Politecnico di Milano Italy ChrisArgenta Applied Research Associates; Inc. USA Antonio Badia University of Louisville USANathalie Baracaldo IBM Almaden Research USA Gustavo Batista Universidade de São PauloBrazil Peter Baumann Jacobs University Bremen Germany Roberto J. Bayardo Google USADavid Belanger Stevens Institute of Technology USA …,*,*,*
16th IEEE International Conference on Data Mining,Francesco Bonchi; Josep Domingo-Ferrer; Ricardo Baeza-Yates; Zhi-Hua Zhou; Xindong Wu,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
16th IEEE International Conference on Data Mining Workshops,Carlotta Domeniconi; Francesco Gullo; Francesco Bonchi; Josep Domingo-Ferrer; Ricardo Baeza-Yates; Zhi-Hua Zhou; Xindong Wu,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
ICDMW 2016,Carlotta Domeniconi; Francesco Gullo; Francesco Bonchi; Josep Domingo-Ferrer; Ricardo Baeza-Yates; Zhi-Hua Zhou; Xindong Wu,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Message from the FASES 2016 Workshop Organizers,Christos Xenakis; Nikos Passas; Francesco Bonchi; Michael Sirivianos; Angel Cuevas Rumín,With e-commerce and online advertising now exceeding one trillion USD per annum; the sharingeconomy on the rise; and the emergence of the Internet of Things; the design and implementationof novel solutions for privacy preservation; integrated identity management and reliable anduser-friendly authentication and authorization mechanisms is more pressing than ever … Currentonline services are opaque with respect to data gathering and processing and rely on thepassword-based concept (developed in the 60's) do not meet the requirements and expectationsof users and do not leverage the potential of existing technologies … Although some importantsteps have been made in resolving fundamental challenges in these areas; new paradigms fortransparency; privacy; authentication; authorization and access control are needed. The nextgeneration online services need to facilitate robust access control; safe e-commerce and …,*,*,*
Main conference program committee members,Ashraf Aboulnaga; Arvind Agarwal; Ankit Agrawal; Divy Agrawal; Gagan Agrawal; Nour Ali; Aris Anagnostopoulos; Amy Apon; Gustavo Batista; Peter Baumann; Roberto J Bayardo; Zurich Germany KNIME; Elisa Bertino; Martin Berzins; Rajdeep Bhowmik; Francesco Bonchi; Luc Bougé ENS Rennes France; Mario Bravetti; Hoang Bui; Ali R Butt; Surendra Byna; JGB Ricardo; David Carrera; Carlos Castillo; Abhishek Chandra; Kevin Chang; Lijun Chang; Rong Chang,Page 1. Main Conference Program Committee Members Name Organization Country AshrafAboulnaga Qatar Computing Research Institute Qatar Arvind Agarwal Palo Alto Research CenterUSA Ankit Agrawal Northwestern University USA Divy Agrawal University of California; SantaBarbara USA Gagan Agrawal The Ohio State University USA Nour Ali University of BrightonUK Aris Anagnostopoulos Sapienza University of Rome Italy Amy Apon Clemson University USADanilo Ardagna Politecnico di Milano; Italy Italy Chris Argenta Applied Research Associates;Inc. USA Gustavo Batista University of Sao Paulo Brazil Peter Baumann Jacobs University BremenGermany Roberto J. Bayardo Google; USA USA Michael Berthold Uni Konstanz and KNIME;Zurich Germany Elisa Bertino Purdue University; USA USA Martin Berzins University of UtahUSA Bishwaranjan Bhattacharjee IBM Research USA …,*,*,*
Analysis and Modelling of Genomic Data,Anna Tonazzini; Francesco Bonchi; Stefania Gnesi; Ercan Kuruoglu; Sergio Bottini; ISTI-CNR At,This step is performed automatically by the XPathInferer Web service. This service not onlyfinds the concepts; but also their location within documents in the form of XPATHexpressions. This is very important because location in the document can be a key propertyduring the conversion process. 2. Definition of the semantic mappings between the elementsof S1 and S2. This step cannot be performed automatically; unless some ontology relatingthe concepts in both schemas can be used to infer them. XSMapper provides a friendly userinterface for defining three kinds of mappings; namely direct; function-based and constant.Direct mappings are used to link one or more concepts of the source schema to one or moreconcepts of the target schema that are semantically equivalent (eg the 'author'presentedabove). Functionbased mappings are defined in cases where it may be necessary to …,*,*,*
Algorithmic bias: from discrimination discovery to fairness-aware data mining (KDD’16 Tutorial),Francesco Bonchi; Carlos Castillo; Sara Hajian,Abstract Algorithms and decision making based on Big Data have become pervasive in allaspects of our daily (offline and online) lives; as they have become essential tools inpersonal finance; health care; hiring; housing; education; and policies. Data and algorithmsdetermine the media we consume; the stories we read; the people we meet; the places wevisit; but also whether we get a job; or whether our loan request is approved. It is therefore ofsocietal and ethical importance to ask whether these algorithms can be discriminative ongrounds; such as gender; ethnicity; marital or health status. It turns out that the answer ispositive: for instance; recent studies have shown that Google's online advertising systemdisplayed ads for high-income jobs to men much more often than it did to women; and adsfor arrest records were significantly more likely to show up on searches for distinctively …,*,*,*
Uncertain Graph Processing through Representative Instances,Francesco Gullo; FRANCESCO BONCHI,In order to maintain data utility; the representative instance should preserve structuralcharacteristics of the uncertain graph. We start with representatives that capture theexpected vertex degrees; as this is a fundamental property of the graph topology. We thengeneralize the notion of vertex degree to the concept of n-clique cardinality; ie; the numberof cliques of size n that contain a vertex. For the first problem; we propose two methods:Average Degree Rewiring (ADR); which is based on random edge rewiring; andApproximate B-matching (ABM); which applies graph matching techniques. For the secondproblem; we develop a greedy approach and a game theoretic framework. Weexperimentally demonstrate; with real uncertain graphs; that indeed the representativeinstances can be used to answer; efficiently and accurately; queries based on several …,*,*,*
Share this,Nguyen Hoang Vu,I laughed my head off. Not until I took a course in client management did I realize that jokesomehow rang true; at least in terms of agency remuneration. That is; if you want to be eithera good account person or a thriving prostitute; one of the fundamental tricks to learn is howto bill intangible values in a way that appeals to your clients while ensuring your (agency's)income. Indeed; the art of account management has nothing to do with the ability to produceart or copy; but rather lies within the financial and relationship sides of this creative business(Hameroff 1998).,*,*,*
Research Program Committee,Yanif Ahmad; Aris Anagnostopoulos; Walid Aref; Ismail Ari; Shivnath Babu; Zohra Bellahsene; II Elisa Bertino; Claudio Bettini; Michael Bohlen; Paolo Boldi; Francesco Bonchi; Peter Boncz; CWI Angela Bonifati; Vinayak Borkar; Christof Bornhoevd; SAP Randal Burns; Andrea Cali; Selcuk Candan; Barbara Carminati; Deepayan Chakrabarti; Chee Yong Chan; Shimin Chen; Pittsburgh Su Chen; Yi Chen; Reynold Cheng; Sarah Cohen-Boulakia; LRI Orsay; Gao Cong; Mariano Consens; Isabel Cruz; Bin Cui; Colazzo Dario; Gautam Das; Anish Das Sarma; Khuzaima Daudjee; Antonios Deligiannakis; Stefan Dessloch; Anhai Doan; Eduard Dragut,Yanif Ahmad; Johns Hopkins University Aris Anagnostopoulos; Sapienza University of RomeWalid Aref; Purdue University Ismail Ari; Ozyegin University Soeren Auer; Leipzig School of MediaShivnath Babu; Duke University Roger Barga; Microsoft Zohra Bellahsene; University of MontpellierII Elisa Bertino; Purdue University Claudio Bettini; University of Milan Michael Bohlen; Universityof Zurich Paolo Boldi; University of Milan Francesco Bonchi; Yahoo! Research Peter Boncz; CWIAngela Bonifati; ICAR-CNR; Italy Vinayak Borkar; University of California; Irvine ChristofBornhoevd; SAP Randal Burns; Johns Hopkins University Andrea Cali; University of Oxford SelcukCandan; Arizona State University Barbara Carminati; University of Insubria; Italy DeepayanChakrabarti; Yahoo! Research Chee Yong Chan; National University of Singapore BadrishChandramouli; Microsoft Gang Chen; Zhejing University; China Shimin Chen; Intel Labs …,*,*,*
