Observation of room-temperature magnetic skyrmions and their current-driven dynamics in ultrathin metallic ferromagnets,Seonghoon Woo; Kai Litzius; Benjamin Krüger; Mi-Young Im; Lucas Caretta; Kornel Richter; Maxwell Mann; Andrea Krone; Robert M Reeve; Markus Weigand; Parnika Agrawal; Ivan Lemesh; Mohamad-Assaad Mawass; Peter Fischer; Mathias Kläui; Geoffrey SD Beach,Abstract Magnetic skyrmions 1; 2 are topologically protected spin textures that exhibitfascinating physical behaviours 1; 2; 3; 4; 5; 6 and large potential in highly energy-efficientspintronic device applications 7; 8; 9; 10; 11; 12; 13. The main obstacles so far are thatskyrmions have been observed in only a few exotic materials and at low temperatures 1; 2;3; 4; 6; 7; 8; and fast current-driven motion of individual skyrmions has not yet beenachieved. Here; we report the observation of stable magnetic skyrmions at room temperaturein ultrathin transition metal ferromagnets with magnetic transmission soft X-ray microscopy.We demonstrate the ability to generate stable skyrmion lattices and drive trains of individualskyrmions by short current pulses along a magnetic racetrack at speeds exceeding 100 ms−1 as required for applications. Our findings provide experimental evidence of recent …,Nature materials,2016,314
Imaging Magnetic Normal Modes Driven by Spin Transfer Torque in Magnetic Nanopillars using Soft X-ray Microscopy,Yong-Tao Cui; Lin Xue; Peter Fischer; Mi-Young Im; RA Buhrman; DC Ralph,Abstract Motivated by the desire to understand the spatial structure of the high-frequencydynamical magnetic modes that can be excited by spin transfer from spin-polarized currents;we report measurements using X-ray microscopy to image magnetic normal modes innanopillar devices resonantly excited by spin torque from a microwave frequency current.The frequency of the microwave current is phase locked to the incident X-ray pulses. Weachieve 70 ps time resolution and 25 nm spatial resolution; enabling us to study the spatialconfiguration of the magnetization throughout the cycle of resonant magnetization dynamics.We will discuss the initial results of our measurements and comparisons with micromagneticsimulations.,APS Meeting Abstracts,2011,*
Statistical Behavior of Formation Process of Magnetic Vortex State in Ni80Fe20 Nanodisks,Mi-Young Im; Peter Fischer; Yamada Keisuke; Shinya Kasai,Magnetic vortices in magnetic nanodots; which are characterized by an in-plane (chirality)and an out-of-plane (polarity) magnetizations; have been intensively attracted because oftheir high potential for technological application to data storage and memory scheme as wellas their scientific interest for an understanding of fundamental physics in magneticnanostructures [1]. Complete understanding of the formation process of vortex state inmagnetic vortex systems is very significant issue to achieve storage and memorytechnologies using magnetic vortices and understand intrinsic physical properties inmagnetic nanostructures. In our work; we have statistically investigated the formationprocess of vortex state in permalloy (Py; Ni80Fe20) nanodisks through the direct observationof vortex structure utilizing a magnetic transmission soft X-ray microscopy (MTXM) with a …,*,2011,*
Switchable Cell Trapping Using Superparamagnetic Beads,MT Bryan; KH Smith; ME Real; MA Bashir; PW Fry; P Fischer; M-Y Im; T Schrefl; DA Allwood; JW Haycock,*,IEEE MAGNETICS LETTERS,2011,*
Use of in situ Hybridization to Localize Wolbachia during Embryogenesis in Brugia malayi,D Jiang; PU Fischer; GJ Weil,Abstract Wolbachia DUH LQWUDFHOOXODU EDFWHULD WKDW DUH UHTXLUHG IRUGHYHORSPHQW DQG UHSURGXFWLRQ LQ PRVW fiODULDO QHPDWRGHV Newapproaches are needed to improve understanding of the role of Wolbachia LQ fiODULDOELRORJ\5HFHQW VWXGLHV XVLQJ flXRUHVFHQW LPPXQRKLVWRORJ\UHYHDOHGDV\PPHWULF VHJUHJDWLRQ RIWolbachia in early embryos of Brugia malayi; and thishelps to explain the restricted distribution of Wolbachia in adult worms. However; thedistribution of Wolbachia in late stages of embryo development or in infective larvae (L3) islargely unknown. In this study we have explored the use of in situ hybridization (ISH) tolocalize Wolbachia and Wolbachia gene expression during embryogenesis andmorphogenesis in B. malayi.; 6+ ZLWK D 6 U51 $ SUREH UHYHDOHGWolbachia in the …,J Bacteriol Parasitol,2011,*
Time-resolved Soft x-ray Microscope Study of Dipolar-induced Vortex Gyrations in Coupled Vortex Oscillators,Hyunsung Jung; Ki-Suk Lee; Young-Sang Yu; Andreas Vogel; Lars Bocklage; Markus Bolte; Guido Meier; Mi-Young Im; Peter Fischer; Sang-Koog Kim,Nanomagnetic elements have received a great deal of attraction of their fundamental andtechnological interests [1-3]. One of examples is the magnetic vortex in nano-scale magneticelements owing to their potential applications to magnetic memory and logic devices. In thispresentation; we report on the results of real-time and real-space microscope imaging ofdipolar-interaction induced vortex gyrations or oscillations in physically disconnected vortex-state dots using a full-field magnetic transmission soft x-ray microscope (MTXM). Wefabricated a sample that contains many dot pairs; each of which consists of two Permalloy(Py) dots that are separated at a different distance. In order to excite only one dot in eachpair; a Cu strip electrode was deposited on top of only one Py dot in each pair. The samplewas prepared on a 150 nm thick Si3N4 membrane using e-beam lithography; thermal …,한국자기학회 학술연구발표회 논문개요집,2010,*
Unipolar Gaussian-Pulse Current Driven Vortex Core Switching in Cross-Point Architecture,Young-Sang Yu; Ki-Suk Lee; Hyunsung Jung; Youn-Seok Choi; Jun-Young Lee; Myoung-Woo Yoo; Dong-Soo Han; Mi-Young Im; Peter Fischer,A magnetic vortex is an ideal constituent element for magnetically coupled systems thatexhibit intriguing collective dynamics. The vortex is a stable flux-closure structure in a diskshaped ferromagnet and produces no stray field. However the gyration mode is an excitedcircular vortex motion in the self-induced parabolic potential; and causes the emergingmagnetic fields from the side edge that result in magnetostatic coupling between nearbyvortices. Here; we demonstrate experimentally that coupled gyration modes can beresonantly excited by the ac current in a pair of ferromagnetic disks. Resistancemeasurements reveal that the paired vortices behave as a pseudo-diatomic molecule ofwhich resonance modes correspond to bonding and anti-bonding states as predicted in theprevious theoretical work [1]. Figure 1 (a) shows the measurement circuit together with an …,한국자기학회 학술연구발표회 논문개요집,2010,*
Pan Phylum Analysis of Protein-protein Interactions Reveals Potential Drug Targets for Helminths,Christina Taylor; Sahar Abubucker; Zhengyuan Wang; John Martin; Kerstin Fischer; Peter Fischer; Dao Jun Jiang; Gary Weil; Makedonka Mitreva,Read 'Pan Phylum Analysis of Protein-Protein Interactions RevealsPotential Drug Targets for Helminths' on Ovid Insights.,Protein Science,2010,*
Soft X-ray Microscopy Observation of Dipolar-interaction Induced Magnetic-vortex Gyration,Hyunsung Jung; Young-Sang Yu; Ki-Suk Lee; Andreas Vogel; Lars Bocklage; Markus Bolte; Guido Meier; Mi-Young Im; Peter Fischer; Sang-Koog Kim,*,한국자기학회 학술연구발표회 논문개요집,2010,*
Nonvolatile Vortex Random Access Memory,Sang-Koog Kim; Young-Sang Yu; Ki-Suk Lee; Hyunsung Jung; Youn-Seok Choi; Jun-Young Lee; Myoung-Woo Yoo; Dong-Soo Han; Mi-Young Im; Peter Fischer,*,한국자기학회 학술연구발표회 논문개요집,2010,*
Controlled Vortex-core Switching in Micron-size Permalloy Disks by Orthogonalunipolar Gaussian-pulse Currents,Young-Sang Yu; Ki-Suk Lee; Hyunsung Jung; Youn-Seok Choi; Jun-Young Lee; Myoung-Woo Yoo; Dong-Soo Han; Mi-Young Im; Peter Fischer; Sang-Koog Kim,*,한국자기학회 학술연구발표회 논문개요집,2010,*
Soft X-Ray Microscopy: Imaging Magnetism at Small Sizes,Peter Fischer,Abstract The manipulation of spins on the nanoscale is of both fundamental andtechnological interest. In spin based electronics the observation that spin currents can exerta torque onto local spin configurations which can eg push a domain wall has stimulatedsignificant research activities in order to provide a fundamental understanding of thephysical processes involved. Magnetic soft X-ray microscopy is a unique analyticaltechnique combining X-ray magnetic circular dichroism (X-MCD) as element specificmagnetic contrast mechanism with high spatial and temporal resolution. Fresnel zone platesused as X-ray optical elements provide a spatial resolution down to currently< 12nm [1] thusapproaching fundamental magnetic length scales such as the grain size [2] and magneticexchange lengths. Images can be recorded in external magnetic fields giving access to …,APS March Meeting Abstracts,2010,*
ALS Users Meeting and Workshops,Shauna Kanel; Robert Schoenlein; John Corlett; Elke Arenholz; Peter Fischer; David Prendergast; Yves Idzerda; Alastair MacDowell; Hendrik Bluhm; Jinghua Guo; Artur Braun; Clemens Heske; Martin Kunz; Nobumichi Tamura,The 2009 ALS Users' Meeting was another successful joint effort between the ALS and theMolecular Foundry. After the 2007 Joint Users' Meeting; this year's co-chairs David Osbornand Yayoi Takamura wanted to bring ALS and Foundry users together again to continueimproving scientific collaboration. The Users' Executive Committee Chairs for the ALS andthe Foundry; Ken Goldberg and Oscar Dubon; welcomed attendees to the opening sessionwith some clever haikus:” Autumn in Berkeley/ALS users converge/jointly with Foundry.”,*,2010,*
Magnetic Soft X-Ray Microscopy: A Path Towards Imaging Magnetism Down to Fundamental Length and Time Scales,Peter Fischer,One of the scientific and technological challenges in nanomagnetism research is to imagemagnetism down to fundamental magnetic length and time scales with elemental sensitivityin advanced multicomponent materials. Magnetic soft X-ray microscopy is a uniqueanalytical technique combining X-ray magnetic circular dichroism (X-MCD) as elementspecific magnetic contrast mechanism with high spatial and temporal resolution. Fresnelzone plates used as X-ray optical elements provide a spatial resolution down to currently10nm thus approaching fundamental magnetic length scales such as magnetic exchangelengths. Images can be recorded in external magnetic fields giving access to studymagnetization reversal phenomena on the nanoscale and its stochastic character withelemental sensitivity. Utilizing the inherent time structure of current synchrotron sources …,microscopy,2010,*
Investigation of leakages in PEFC fuel cells by measuring current density distributions and Raman spectra,Mathias Schulze; Erich Gülzow; K Andreas Friedrich; Peter Fischer; Hans Bettermann,Reliability is an important factor for the commercialization of fuel cells. Gradual degradationof electrodes and gas diffusion media does not affect severely the reliability as the operationconditions can be adapted to the state of health of the cell. However; complete breakdown offuel cell systems due to membrane fissure is a severe problem which has to be identified assoon as possible. The formation of leakages in the membrane or sealings in PEFC is arelatively frequent malfunction which leads to loss of fuel cell functionality. Leakage in themembrane may occur due to defects introduced in the membrane or the membrane-electrode-assembly manufacturing process (eg; penetration of the membrane by a carbonGDL fiber); an incorrect assembling of the fuel cell and fast dry-wet cycling of the membrane.A cross-over of gases result in heat evolution and further damage to the membrane and …,*,2010,*
“Magnetic Soft X-Ray Microscopy,Peter Fischer,Abstract The manipulation of spins on the nanoscale is of both fundamental andtechnological interest. Advances in synthesis of magnetic nanostructures and analyticaltools are key to provide a fundamental insight into the physical processes involved.Magnetic microscopies are faced with the challenge to provide both spatial resolution in thenanometer regime; a time resolution on a ps to fs scale and elemental specificity to be ableto study novel multicomponent and multifunctional magnetic nanostructures and theirultrafast spin dynamics. Magnetic soft X-ray microscopy is a unique analytical techniquecombining X-ray magnetic circular dichroism (X-MCD) as element specific magnetic contrastmechanism with high spatial and temporal resolution. Fresnel zone plates used as X-rayoptical elements provide a spatial resolution down to currently 10nm [1; 2] thus …,*,2010,*
Nonlinear Dynamics; Fluid Dynamics; Classical Optics; etc. High-Resolution X-Ray Lensless Imaging by Differential Holographic Encoding 043901,Diling Zhu; Manuel Guizar-Sicairos; Benny Wu; Andreas Scherz; Yves Acremann; Tolek Tyliszczak; Peter Fischer; Nina Friedenberger; Katharina Ollefs; Michael Farle; James R Fienup; Joachim Stöhr,*,Physical Review Letters,2010,*
X-ray imaging of extended magnetic domain walls in Ni80Fe20 wires,S Basu,Abstract We have used magnetic transmission X-ray microscopy to image magnetizationconfigurations in 700 nm wide Nig; Fe; planar wires attached to'nucleation" pads. Domainwalls were observed to inject only across half of the wire width but extend to severalmicrometers in length. Magnetostatic interactions with adjacent wires caused further unusualdomain wall behavior. Micromagnetic modeling suggests the extended walls have Néel-likestructure along their length and indicates weaker exchange coupling than is often assumed.These observations explain previous measurements of domain wall injection anddemonstrate that magnetic domain walls in larger nanowires cannot always be consideredas localized entities.,*,2009,*
Soft X-ray Imaging of Vortex Dynamics in Trilayer Pattered Magnetic Elements,Brooke Mesler; Dong-Hyun Kim; Peter Fischer,Abstract Soft X-ray microscopy provides element specific magnetic imaging with a spatialresolution down to 15nm. At XM-1; the full-field soft X-ray microscope at the Advanced LightSource in Berkeley; a stroboscopic pump and probe setup has been developed to study fastmagnetization dynamics in ferromagnetic elements with a time resolution of 70ps which isset by the width of the X-ray pulses from the synchrotron. Previous studies of patternedpermalloy elements have revealed complex magnetization dynamics. Results obtained witha 2mum x 4mum x 45nm rectangular permalloy sample exhibiting a seven domain Landaupattern reveal dynamics up to several nsec after the exciting magnetic field pulse. Domainwall motion; a gyrotropic vortex motion; and a coupling between vortices in the rectangulargeometry are observed. On going studies of patterned trilayer elements; composed of …,APS March Meeting Abstracts,2009,*
Magnetic soft X-ray microscopy: Towards imaging ultrafast spin dynamics on the nanoscale,Peter Fischer,Abstract Modern magnetic microscopies are challenged with providing spatial resolution inthe nanometer regime; a time resolution on a fs scale and elemental specificity to allow forstudying multifunctional magnetic nanostructures and their ultrafast spin dynamics. Magneticsoft X-ray microscopy combines X-ray magnetic circular dichroism (X-MCD) as elementspecific magnetic contrast mechanism with high spatial and temporal resolution. Fresnelzone plates provide a spatial resolution down to currently< 15nm [1] with currentdevelopments approaching the 10nm regime thus approaching fundamental magneticlength scales. Utilizing the inherent time structure of current synchrotron sources fastmagnetization dynamics with 70ps time resolution; limited by the lengths of the electronbunches; can be performed with a stroboscopic pump-probe scheme. Soft x-ray …,APS March Meeting Abstracts,2009,*
Critical Velocity of Vortex Core Motion as the Universal Criterion for Core Magnetization Reversals in Soft Magnetic Nanodots,Ki-Suk Lee; Sang-Koog Kim; Young-Sang Yu; Youn-Seok Choi; Hyunsung Jung; Konstantin Yu Guslienko; Peter Fischer,· 분야내 활용도: 최근 24 개월간 DBpia 이용수를 기준으로 산출/0% 에 가까울 수록 활용도가높고; 100% 에 가까울 수록 활용도가 낮음,한국자기학회 학술연구발표회 논문개요집,2008,*
Soft x-ray microscopy,David Attwood; Peter Fischer; Erik Anderson; Carolyn Larabell; Mark LeGros; Paulo Monteiro; Weilun Chao; Anne Sakdinawat; Brooke Mesler,Summary form only given. Soft X-ray microscopy is at the forefront of research with spatialresolution approaching 10 nm; and wide ranging applications to the physical and lifesciences; including the dynamics of magnetic nanostructures; three-dimensionalbiotomography at the sub-cellular level; elemental and chemically specific environmentalstudies. Examples of recent work are shown below in figures 1-3. Figure 1 shows a generallayout of the soft X-ray microscope XM-1 at the Advanced Light Source (ALS) synchrotronfacility at Lawrence Berkeley National Laboratory. Figure 2 shows an image; at 15 nmspatial resolution; of nanomagnetic structures in a CoCrPt alloy as revealed by X-raymagnetic circular dichroism (XMCD) using synchrotron radiation tuned to the cobalt L3-edgeat 778 eV (1.59 nm wavelength). Figure 3 shows a natural contrast tomographic …,Lasers and Electro-Optics Society; 2008. LEOS 2008. 21st Annual Meeting of the IEEE,2008,*
Studying Nanoscale Magnetism and its Dynamics with Soft X-ray Microscopy,Monnikue M Mccall; Peter Fischer,Abstract—Magnetic soft X-ray microscopy allows for imaging magnetic structures at a spatialresolution down to 15nm and a time resolution in the sub-100ps regime. Inherent elementalspecificity can be used to image the magnetic response of individual components such aslayers in multilayered systems. This review highlights current achievements and discussesthe future potential of magnetic soft X-ray microscopy at fsec X-ray sources where snapshotimages of ultrafast spin dynamics with a spatial resolution below 10nm will become feasible.,*,2008,*
Toward sub-10-nm resolution zone plates using the overlay nanofabrication processes [6883-08],W Chao; EH Anderson; P Fischer; D Kim,*,PROCEEDINGS-SPIE THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING,2008,*
Selected Papers from the 6th International Symposium on Magnetic Multilayers (MML'07): Perth; Australia; October 15-19; 2007,International Symposium on Magnetic Multilayers. 6; 2007; Perth; Western Australia; Robert Stamps,JULY 2008 VOLUME 44 NUMBER 7 IEMGAQ (ISSN 0018-9464) … SELECTED PAPERS FROMTHE SIXTH INTERNATIONAL SYMPOSIUM ON MAGNETIC MULTILAYERS (MML'07) Perth;Australia; October 15–19; 2007 … 1898 Chair's Foreword R. Stamps 1899 Conference Organization… Topical Reviews 1900 Studying Nanoscale Magnetism and Its Dynamics With Soft X-RayMicroscopy P. Fischer 1905 Ultrafast Opto-Magnetic Excitation of Magnetization Dynamics AIKirilyuk; AV Kimel; and T. Rasing 1911 Spin Current and Spin Hall Effect in Metallic Nano-StructuresY. Otani and T. Kimura 1916 Excitation of Spin Waves by Spin-Polarized Current in MagneticNano-Structures A. Slavin and V. Tiberkevich 1928 Polarized Neutron Reflectometry for the Analysisof Nanomagnetic Systems H. Zabel; K. Theis-Bröhl; M. Wolff; and BP Toperverg … 1935 ReversalMechanisms in Ferromagnetic Nanostructures AO Adeyeye; S. Goolaup; N. Singh; W …,*,2008,*
Magnetic transmission X-ray microscopy of field-driven magnetization processes in Permalloy structures,MT Bryan; PW Fry; P Fischer; DA Allwood,Page 1. Lawrence Berkeley National Laboratory Recent Work Title Magnetic transmissionx-ray microscopy of field-driven magnetization processes in Permalloy structures Permalinkhttps://escholarship.org/uc/item/4xt9n9f7 Authors Bryan; MT Fry; PW Fischer; P. et al. PublicationDate 2007-11-09 eScholarship.org Powered by the California Digital Library University ofCalifornia Page 2. Magnetic transmission X-ray microscopy of field-driven magnetizationprocesses in Permalloy structures MT Bryan a ; PW Fry b ; P. Fischer c and DA Allwood a*a Department of Engineering Materials; University of Sheffield; Sheffield S1 3JD; UK b Centrefor Nanoscience and Technology; University of Sheffield; Sheffield S3 7HQ; UK c LBNL/CXRO;1 Cyclotron Road; Berkeley; California 94720; USA Supported by the US Department of Energyunder Contract No. DE-AC02-05CH11231. Page 3 …,*,2007,*
Stochastic nature of domain nucleation process in magnetization reversal,Mi-Young Im; S-H Lee; D-H Kim; Peter Fischer; S-C Shin,Whether domain configurations that occur during magnetization reversal processes on ananoscale are deterministic or nondeterministic is both fundamentally of great interest andtechnologically of utmost relevance [1]. However; due to the limited spatial resolution of themicroscopic measurement techniques employed so far; no direct observation on thestochastic behavior of local domain nucleation during magnetization reversal in real spaceat the nanometer scale has yet been reported. In this work; we have investigated astochastic nature of domain nucleation process during magnetization reversal by utilizingmagnetic soft X-ray trasmission microscopy with high spatial resolution of 15 nm [2]. Thesample used in our study is CoCrPt alloy film; which is the promising candidate for high-density perpendicular magnetic recording media. Typical domain configurations of …,*,2007,*
Magnetic soft x-ray microscopy-imaging fast spin dynamics in magnetic nanostructures,Peter Fischer; Dong-Hyun Kim; Brooke L Mesler; Weilun Chao; Anne E Sakdinawat; Erik H Anderson,Abstract Magnetic soft X-ray microscopy combines 15nm spatial resolution with 70ps timeresolution and elemental sensitvity. Fresnel zone plates are used as X-ray optics and X-raymagnetic circular dichroism serves as magnetic contrast mechanism. Thus scientificallyinteresting and technologically relevant low dimensional nanomagnetic systems can beimaged at fundamental length and ultrafast time scales in a unique way. Studies includemagnetization reversal in magnetic multilayers; nanopatterned systems; vortex dynamics innanoelements and spin current induced phenomena.,*,2007,*
Magnetic Soft X-ray Microscopy-imaging Spin Structures and Their Dynamics on the Nanoscale,P Fischer; B Mesler; D-H Kim; MY Im; M Bolte; R Eiselt; G Meier; EH Anderson,Caps Lock이 켜져 있습니다. 대소문자를 확인해주세요 …,한국자기학회 학술연구발표회 논문개요집,2007,*
Towards a deeper insight into strongly correlated electron systems-the symbiosis between experiment and theory,Peter Fischer,It is generally accepted that many of the fundamental properties of the solid state–inparticular electronic; magnetic and thermal properties–ultimately depend on electroniccorrelations. Strongly correlated electron systems give rise to metal-insulator transitions;halfmetallicity; heavy fermion systems etc.; all of which are lively topics of research inmodern solid state physics. Scientists are fascinated by the variety of features that solid statematerials exhibit; such as ferromagnetism or superconductivity which challenge afundamental explanation; but have also a huge technological impact. Ferromagneticmaterials can be seen as a prototype of applied nanoscience which everybody experiencesin the form of common ultrahigh density magnetic storage media. On the other hand; theeffect of superconductivity with the promise to contribute to a lossless energy transport; if it …,Journal of Physics: Condensed Matter,2007,*
Imaging fast spin dynamics at the nanoscale with soft x-ray microscopy,Peter Fischer,Abstract Nanoscale and multicomponent magnetic systems are attracting both fundamentalinterest and are widely used in technological applications such as high density magneticstorage and sensor devices. The challenge to modern magnetic microscopies is to imagemagnetic microstructures in such specimens with high spatial and time resolution andelemental specificity. Magnetic soft X-ray microscopy is a novel technique combining aspatial resolution down to currently 15nm; elemental sensitivity due to X-ray magneticcircular dichroism used as huge magnetic contrast mechanism and a sub-ns time resolutionlimited by the current time structure of the synchrotron radiation used as source for circularlypolarized soft X-rays. We report on recent results and achievements in magnetic soft X-raymicroscopy obtained at the full-field soft X-ray microscopy beamline 6.1. 2 (XM-1) located …,APS March Meeting Abstracts,2007,*
Imaging fast spin dynamics at the nanoscale,Peter Fischer,The challenge to modern magnetic microscopies is provide both spatial resolution in thenanometer regime; a time resolution on a ps to fs scale and elemental specificity whichallows to study novel multicomponent and multifunctional magnetic nanostructures and theirultrafast spin dynamics which is of both fundamental and technological interest. Magneticsoft X-ray microscopy combines X-ray magnetic circular dichroism (X-MCD) used as hugeand element specific magnetic contrast mechanism with high spatial and temporalresolution. Fresnel zone plates used as X-ray optical elements provide a spatial resolutiondown to currently< 15nm which approaches fundamental magnetic length scales such asthe grain size and magnetic exchange lengths. As a pure photon-in/photon-out basedtechnique the images can be recorded in external magnetic fields giving access to study …,*,2006,*
Investigation of magnetization reversal in exchange biased nanocaparrays,IL Guhr; S van Dijken; G Malinowski; P Fischer; F Springer; O Hellwig; M Albrecht,*,Journal of Physics D: Applied Physics,2006,*
Magnetic phase contrast X-ray microscopy,P Fischer; AE Sakdinawat; C Chang; EH Anderson; DT Attwood,This paper reports the use of phase sensitive X-ray optical elements in the soft X-raytransmission microscope beamline to image the magnetic domain structure of Gd 25 Fe 75amorphous layer at high spatial resolution. The amorphous magnetic material is depositedby electron beam evaporation onto a polyimid substrate exhibiting a pronouncedperpendicular magnetic anisotropy. Observations show a magnetic contrast at the boundaryof the magnetic domains; ie at the domain walls where the magnetization changes itsdirection. Hence; the availability of the X-ray optical elements adds an important newcontrast mechanism to magnetic X-ray microscopy.,Magnetics Conference; 2006. INTERMAG 2006. IEEE International,2006,*
Meeting Report: Ultrafast X-ray Science at the ALS,Robert W Schoenlein; Peter Fischer,ore than 50 participants attended the workshop “Ultrafast X-ray Science at the ALS” andexperienced an exciting overview of recent research and future scientific applications in thearea of ultrafast dynamics on a sub-nanosecond to femtosecond time scale using X-rays atthe ALS. Sasha Zholents (Berkeley Lab) proposed a scheme for a high-flux source at theALS based on electron bunch rotation that would allow for experiments with picosecond tofemtosecond time resolution at a repetition rate of 500 MHz. The current status of the newfemtosecond undulator Beamline 6.0. 1 at the ALS was presented by Phil Heimann(Berkeley Lab); who reported that the first light was delivered into that beamline veryrecently. The first session was organized jointly with the parallel “Forefront AMO Science:Clusters; Ions; Dressed States” workshop held during the same period (see report in this …,*,2006,*
XANES and X-MCD Study of RE 2 TM 17 A x (RE= Nd; Sm; TM= Co; Fe; A= H; N) Compounds,M Borowiec; C Kapusta; M Sikora; D Zajac; D Rybicki; P Fischer; G Schuetz,English 2006 p. 50 Poland Borowiec; M. Kapusta; C. Sikora; M. Zajac; D.<br> Rybicki;D. Department of Solid State Physics; Faculty <b>...<b>.,Synchrotron Radiation in Natural Science,2006,*
Magnetic domains and magnetization reversal of ion-induced magnetically patterned Ni 81 Fe 19/Ru/Co 90 Fe 10 films,K Kuepper; L Bischoff; J Fassbender; R Mattheis; P Fischer,Descriptors (DEI) ANTIFERROMAGNETISM; BINARY ALLOY SYSTEMS; COBALT ALLOYS;COBALT IONS; DOMAIN STRUCTURE; EXCHANGE INTERACTIONS; FERROMAGNETICMATERIALS; FERROMAGNETISM; ION COLLISIONS; IRON ALLOYS; LAYERS; MAGNETICCIRCULAR DICHROISM; MAGNETIZATION; NICKEL ALLOYS; PHYSICAL RADIATIONEFFECTS; RUTHENIUM; THIN FILMS,Verhandlungen der Deutschen Physikalischen Gesellschaft,2006,*
Single-element objective lens for soft x-ray differential interference contrast microscopy,Peter Fischer; Anne Sakdinawat; David Attwood; Erik Anderson,*,Optics letters: A publication of the Optical Society of America,2006,*
Direct spatial-temporal observation of Barkhausen avalanche in low-dimensional ferromagnetic system,Dong-Hyun Kim; Bosun Kang; Weilun Chao; Peter Fischer; Erik Anderson; Sug-Bong Choe; Mi-Young Im; Sung-Chul Shin,We report our direct observation of the Barkhausen avalanche in ferromagnetic thin filmsystems; where a collective spin behavior produces nontrivial fluctuations in magnetizationchange under an external magnetic field. For this study; we develop and use two direct full-field magnetic imaging techniques: magneto-optical microscope magnetometer (MOMM)and magnetic transmission X-ray microscopy (MTXM). From a direct visualization and astatistical analysis of the fluctuating domain images for Co thin films; we investigate thescaling behavior of the Barkhausen avalanche both on spatial and temporal scales usingMOMM. We also investigate the reproducibility of the Barkhausen avalanche process.Interestingly; the partially stochastic nucleation behavior is observed for CoCrPt alloy filmsby means of MTXM on a nanometer scale comparable to the fundamental length scales …,Fluctuations and Noise in Materials II,2005,*
High Resolution Magnetic X-ray Microscopy Study of the Magnetization Reversal in CoCrPt Alloy Thin Films,Mi-Young Im; Peter Fischer; Thomas Eimüller; Sung-Chul Shin,*,Journal of Magnetics,2005,*
Spatially resolved FMR: Imaging of ferromagnetic eigenmodes,Aleksandar Puzic; Bartel Van Waeyenberge; Kang Wei Chou; Peter Fischer; Hermann Stoll; Gisela Schutz; Tolek Tyliszczak; Karsten Rott; Hurbert Bruckl; Gunther Reiss; Ingo Neudecker; Thomas Haug; Matthias Buess; Christian H Back,*,Journal of Applied Physics,2004,*
Reversal Behavior of Local Co Magnetic Moment in CoCrPt Alloy Films,MY Im; P Fischer; SC Shin,*,*,2004,*
Photoemission electron microscopy investigation of patterned cobalt/Terfenol-D sandwich films,LJ Heyderman; F Nolting; P Fischer,Abstract Micro-and nanoelements of cobalt/Terfenol-D sandwich systems were producedusing pre-patterned silicon substrates and the resulting magnetic domain structures wereinvestigated using photoemission electron microscopy. Shape-induced magnetic domainsform in the pre-patterned rectangle; triangle and ring structures; and domain wall pinning isobserved in dot arrays. A strong correlation between the magnetic domains in the twomagnetic films indicates strong ferromagnetic interlayer coupling.,Journal of Magnetism and Magnetic Materials,2004,*
Micromagnetic simulation of vortex bifurcation in magnetic nanoelement,SC Shin; D Kim; P Fischer,*,49th Conference on Magnetism and Magnetic Materials,2004,*
Soft X-ray microscopy and EUV lithography: imaging in the 20-40 nm regime,David Attwood; E Anderson; W Chao; G Denbeaux; P Fischer; K Goldberg; JA Liddle; P Naulleau; G Schneider; J Goldsmith; G Kubiak; J Taylor; D Sweeney,Page 1. MPI (Invited) 3:30pm - 4:OOpm Soft X-ray Microscopy and EUV Lithography: Imagingin the 20-40 nm Regime D.Attwood*; E. Anderson; W. Chao; G. Denbeaux; P. Fischer; K.Goldberg; D. Sweeney” Center for X-ray Optics; Lawrence Berkeley National Laboratory And*Applied Science and Technology Graduate group; University of Califomia; Berkeley J. A.;Liddle; P.Naulleau; G. Schneider; J. Goldsmith#; G. Kubiak#; J. Taylor“; and Abstract: Softx-ray microscopy for the physical and life sciences;at wavelengths from 0.6 to 4 nm; andresolved to 20 nm; and EUV lithography at 13.5 run wavelength; with printed features to 39nm; are reviewed. Advances in short wavelength optics; covering the range from 1 to 14nanometers (nm); are providing new results and new opportunities …,Lasers and Electro-Optics Society; 2003. LEOS 2003. The 16th Annual Meeting of the IEEE,2003,*
Elliptically polarized source for soft x-ray microscopy,AL Pearson; G Denbeaux; P Fischer; G Schneider,*,*,2003,*
X-ray microscopy with 21 nm resolution: the instrument and its applications,G Denbeaux; EH Anderson; W Chao; A Liddle; A Pearson; G Schneider; P Fischer,*,*,2003,*
Resolving ultrafast dynamics with magnetic X-ray microscopies,H Stoll; A Puzic; P Fischer; J Raabe; G Denbeaux; G Schuetz,*,*,2003,*
