A graphical query language supporting recursion,Isabel F Cruz; Alberto O Mendelzon; Peter T Wood,Abstract We define a language G for querying data represented as a labeled graph G. Byconsidering G as a relation; this graphical query language can be viewed as a relationalquery language; and its expressive power can be compared to that of other relational querylanguages. We do not propose G as an alternative to general purpose relational querylanguages; but rather as a complementary language in which recursive queries are simpleto formulate. The user is aided in this formulation by means of a graphical interface. Theprovision of regular expressions in G allows recursive queries more general than transitiveclosure to be posed; although the language is not as powerful as those based on function-free Horn clauses. However; we hope to be able to exploit well-known graph algorithms inevaluating recursive queries efficiently; a topic which has received widespread attention …,ACM SIGMOD Record,1987,284
ODBASE 2012 PC co-chairs message,Sonia Bergamaschi; Isabel Cruz,Abstract We are happy to present the papers of the 11th International Conference onOntologies; DataBases; and Applications of Semantics (ODBASE) held in Rome (Italy) onSeptember 11th and 12th; 2012. The ODBASE Conference series provides a forum forresearch on the use of ontologies and data semantics in novel applications; and continuesto draw a highly diverse body of researchers and practitioners. ODBASE is part of On theMove to Meaningful Internet Systems (OnTheMove) that co-locates three conferences:ODBASE; DOA-SVI (International Symposium on Secure Virtual Infrastructures); and CoopIS(International Conference on Cooperative Information Systems). Of particular interest in the2012 edition of the ODBASE Conference are the research and practical experience papersthat bridge across traditional boundaries between disciplines such as databases …,OTM Confederated International Conferences" On the Move to Meaningful Internet Systems",2012,*
20th ACM SIGSPATIAL: International Conference Advances in Geographic Information Systems (ACM SIGSPATIAL GIS 2012),Isabel F Cruz; Craig Knoblock; Peer Kröger; Egemen Tanin; Peter Widmayer,*,20th ACM SIGSPATIAL: International Conference Advances in Geographic Information Systems (ACM SIGSPATIAL GIS 2012),2012,*
Proc. 7th ISWC workshop on ontology matching (OM),Pavel Shvaiko; Jérôme Euzenat; Anastasios Kementsietsidis; Ming Mao; Natalya Noy; Heiner Stuckenschmidt,No abstract available.,*,2012,*
Workshop on Discovering Meaning On the Go in Large Heterogeneous Data 2011 (LHD-11),Theodosia Togia; Fiona McNeill; Isabel Cruz; Matteo Palmonari; Federico Caimi; Cosmin Stroe; Aliaksandr Autayeu; Krisztian Balog; Arjon Buikstra; Hansjoerg Neth; Lael Schooler; Annette Ten Teije; Frank Van Harmelen; Dylan Seychell; Alexiei Dingli; Alessandro Bozzon; Marco Brambilla; Stefano Ceri; Emanuele Della Valle; Silvia Quarteroni,Page 1. Workshop on Discovering Meaning On the Go in Large Heterogeneous Data 2011(LHD-11) Programme 16th July 2011 0830-0900 Registration Session 1 (Chair: Fiona McNeill)0900-0945 Short presentation panel: Matching It makes sense... and reference: the role offolksonomy in formal ontology matching. Theodosia Togia and Fiona McNeill. Towards "Onthe Go" Matching of Linked Open Data Ontologies. Isabel Cruz; Matteo Palmonari; FedericoCaimi and Cosmin Stroe. Scale Semantic Matching: Agrovoc vs CABI. Aliaksandr Autayeu.0945-1015 On the Investigation of Similarity Measures for Product Resolution. Krisztian Balog.1015-1100 Short presentation panel: Searching Ranking Query Results from Linked OpenData using a simple cognitive heuristic. Arjon Buikstra; Hansjoerg Neth; Lael Schooler; AnnetteTen Teije and Frank Van Harmelen …,*,2011,*
ACM International Conference Proceeding Series,Isabel F Cruz; Jorge Bernardino; Bipin C Desai,Skip to main content Illinois Manufacturing Research Asset Map Logo …,Unknown Journal,2011,*
Proceedings of the ISWC workshop,Pavel Shvaiko; Jérôme Euzenat; Tom Heath; Christoph Quix; Ming Mao; Isabel Cruz,Shvaiko; P.; Euzenat; J.; Heath; T.; Quix; C.; Mao; M.; & Cruz; I. (2011). Proceedings of the ISWCworkshop. Unknown Journal; 814 … Proceedings of the ISWC workshop. / Shvaiko; Pavel;Euzenat; Jérôme; Heath; Tom; Quix; Christoph; Mao; Ming; Cruz; Isabel … Shvaiko; P;Euzenat; J; Heath; T; Quix; C; Mao; M & Cruz; I 2011; 'Proceedings of the ISWC workshop' UnknownJournal; vol 814 … Shvaiko P; Euzenat J; Heath T; Quix C; Mao M; Cruz I. Proceedings of theISWC workshop. Unknown Journal. 2011;814 … Shvaiko; Pavel ; Euzenat; Jérôme ; Heath;Tom ; Quix; Christoph ; Mao; Ming ; Cruz; Isabel. / Proceedings of the ISWC workshop. In: UnknownJournal. 2011 ; Vol. 814 … Powered by Pure; Scopus & Elsevier Fingerprint Engine™ © 2018Elsevier BV.,Unknown Journal,2011,*
ACM International Conference Proceeding Series: Preface,Changsheng Xu; Ralf Steinmetz; Abdulmotaleb El Saddik; Chong-Wah Ngo; Xiao Wu,中国科学院自动化研究所机构知识库. Log In Register 使用中国科技网通行证登录. Email: Passwd;验证: 换一张. Have you forgotten your password? Stay signed in Log In. ALL …,*,2011,*
Final Report NSF Workshop on Confidential Data Collection for Innovation Analysis in Organizations,Christian D Schunn; Isabel Cruz; Nick Bloom; Evelyne Viegas,Executive Summary US economic growth has long been based on cutting edge innovationand organizations. But recently there have been concerns around US productivity growthfalling behind that of many Asian countries. On September 9th and 10th; 2009; a workshopwas held at Microsoft; in Seattle; bringing together key individuals from social science andcomputer science to investigate ways to measure innovation in organizations. The workshopfocused on both collecting better data on innovation; organizations and management; andalso on addressing the central privacy; security and confidentiality concerns that havehistorically impeded this data collection. The researchers presented their recentcontributions in this area around three themes: 1) third-party data such as US Census data;patent databases; or citation databases; 2) detailed insider data such as internal …,*,2010,*
Integrated Matching and Evaluation of Large Real-World Ontologies.,Isabel F Cruz,Page 1. Integrated Matching and Evaluation of Large Real-World Ontologies Isabel F. Cruz ADVISLab Department of Computer Science University of Illinois at Chicago With thanks to: FlavioPalandri Antonelli; Cosmin Stroe; William Sunna; Sujan Bathala; Ulas Keles; and Angela MadukoSupported by NSF awards IIS-0513553 and IIS-0812258 Keynote talk at the IV Alberto MendelzonWorkshop on Foundations of Databases Buenos Aires; Argentina; May 17-20; 2010 Page 2.Toronto 2 Page 3. SIGMOD Information Directors 3 Page 4. SIGMOD Dallas (1) 4 Page 5. SIGMODDallas (2) 5 Page 6. SIGMOD Dallas (3) 6 Page 7. SIGMOD Dallas (4) 7 Page 8. 8 Outline •Background and Motivation • AgreementMaker • Efficient Selection of Mappings • AutomaticQuality-driven Combination of Matching Methods • A Practical Example: OAEI 2009 • Conclusionsand Future Work Page 9. 9 Build a system …,AMW,2010,*
AgreementMaker,Isabel F Cruz; Flavio Palandri Antonelli; Cosmin Stroe,Abstract We present the AgreementMaker system for matching real-world schemas andontologies; which may consist of hun-dreds or even thousands of concepts. The end users ofthe system are sophisticated domain experts whose needs have driven the design andimplementation of the system: they require a responsive; powerful; and extensibleframework to perform; evaluate; and compare matching methods. The system comprises awide range of matching methods ad-dressing different levels of granularity of thecomponents be-ing matched (conceptual vs. structural); the amount of user intervention thatthey require (manual vs. automatic); their usage (stand-alone vs. composed); and the typesof compo-nents to consider (schema only or schema and instances). Performancemeasurements (recall; precision; and runtime) are supported by the system; along with …,*,2009,*
Peer-to-Peer (P2P) systems are known to provide excellent scalability in a networked environment. One peer is introduced to the system by each participant. Howev...,Dieter Pfoser; Isabel F Cruz; Norbert Weißenberg; Rüdiger Gartmann; Agnès Voisard,Mobile devices such as personal digital assistants (PDAs) and mobile phones are inwidespread use already today and converging to mobile smart phones. They enable usersto access a wide range of services and information without guidance through their actualdemands. Especially during mass events like the Olympic Games 2008 in Beijing—whichwas initially the context of our work—a large service space...,GeoInformatica,2006,*
Sensor networks are unattended deeply distributed systems whose database schema can be conceptualized using the relational model. Aggregation queries on the...,Dieter Pfoser; Isabel F Cruz; Mehdi Sharifzadeh; Cyrus Shahabi,Peer-to-Peer (P2P) systems are known to provide excellent scalability in a networkedenvironment. One peer is introduced to the system by each participant. However current P2Papplications can only provide file sharing and other forms of relatively simple datacommunications; and; in this paper; we demonstrate how this limitation can be bridged byindexing and querying a 3D virtual-world on a dynamic...,GeoInformatica,2006,*
GeoSpatial Semantics: First International Conference; GeoS 2005; Mexico City; Mexico; November 29-30; 2005; Proceedings,M Andrea Rodríguez; Isabel F Cruz; Max J Egenhofer; Sergei Levashkin,GeoS 2005 was the 1st International Conference on Geospatial Semantics. It was held inMexico City; November 29 and 30; 2005. Within the domain of geographic informationscience (GIS); semantics has become one of the most prominent research themes over thelast few years. Such concepts as ontology-driven geographic information systems and thegeospatial Semantic Web have fuelled a plethora of research in such areas as geo-ontologies and semantic similarity. These topics complement the traditional focus in GISresearch; which has dealt primarily with geometric entities; their spatial relations; andefficient data structures. Geospatial semantics are expected to play an increasinglyimportant role for next-generation spatial databases and geographic information systems; aswell as for specialized geospatial Web services. GeoS 2005 was organized in order to …,*,2005,*
Participant Position Papers,Peggy Agouris; Marc Armstrong; Sheowen Yang; Kevin Backe; Yaser Bishr; Tony Cohn; Isabel Cruz; LiPing Di; Dan Edwards; James Frew; Mark Gahegan; Werner Kuhn; Michael Lutz; Eva Klien; David Mark; Martin Raubal; Sumit Sen; Shashi Shekhar; Anthony Stefanidis; Ming Tsou; Nancy Wiegand; Chaowei Yang,Middleware is software that is designed to support the interoperability of computerapplications that use (and/or produce) different types of information. Middleware forgeographic applications is particularly important because required information may havescale dependent relationships; which may cascade to cause problems related to level ofgeneralization; dimension change; and categorical precision. The challenge of supportinginteroperability is especially vexing when multiple types of data (from various sources andwith variable error characteristics) must be meaningfully integrated for use in distributedapplications. In this position paper we set out a general geographic information processingproblem as a way to motivate discussion about the use of middleware to support analyses indistributed; heterogeneous Grid computing environments.,Report of the NCGIA Specialist Meeting on Spatial Webs,2005,*
GeoSpatial Semantics,Isabel F Cruz; Max J Egenhofer,GeoS 2005 was the 1st International Conference on Geospatial Semantics. It was held inMexico City; November 29 and 30; 2005. Within the domain of geographic informationscience (GIS); semantics has become one of the most prominent research themes over thelast few years. Such concepts as ontology-driven geographic information systems and thegeospatial Semantic Web have fuelled a plethora of research in such areas as geo-ontologies and semantic similarity. These topics complement the traditional focus in GISresearch; which has dealt primarily with geometric entities; their spatial relations; andefficient data structures. Geospatial semantics are expected to play an increasinglyimportant role for next-generation spatial databases and geographic information systems; aswell as for specialized geospatial Web services. GeoS 2005 was organized in order to …,*,2005,*
GIS: Proceedings of the ACM International Symposium on Advances in Geographic Information Systems: Foreword,Dieter Pfoser; Isabel Cruz,Pfoser; D & Cruz; I 2004; GIS: Proceedings of the ACM International Symposium on Advancesin Geographic Information Systems: Foreword. in D Pfoser; IF Cruz & M Ronthaler (eds); GIS:Proceedings of the ACM International Symposium on Advances in Geographic InformationSystems. GIS 2004: Proceedings of the Twelfth ACM International Symposium on Advancesin Geographic Information Systems; Washington; DC; United States; 11/12/04 … Pfoser D; CruzI. GIS: Proceedings of the ACM International Symposium on Advances in Geographic InformationSystems: Foreword. In Pfoser D; Cruz IF; Ronthaler M; editors; GIS: Proceedings of the ACMInternational Symposium on Advances in Geographic Information Systems. 2004 … Pfoser;Dieter ; Cruz; Isabel. / GIS : Proceedings of the ACM International Symposium on Advances inGeographic Information Systems: Foreword. GIS: Proceedings of the ACM International …,GIS 2004: Proceedings of the Twelfth ACM International Symposium on Advances in Geographic Information Systems,2004,*
GIS,Dieter Pfoser; Isabel Cruz,Pfoser; D.; & Cruz; I. (2004). GIS: Proceedings of the ACM International Symposium on Advancesin Geographic Information Systems: Foreword. In D. Pfoser; IF Cruz; & M. Ronthaler (Eds.);GIS: Proceedings of the ACM International Symposium on Advances in Geographic InformationSystems … GIS : Proceedings of the ACM International Symposium on Advances in GeographicInformation Systems: Foreword. / Pfoser; Dieter; Cruz; Isabel … GIS: Proceedings of the ACMInternational Symposium on Advances in Geographic Information Systems. ed. / D. Pfoser; IFCruz; M. Ronthaler. 2004 … Pfoser; D & Cruz; I 2004; GIS: Proceedings of the ACM InternationalSymposium on Advances in Geographic Information Systems: Foreword. in D Pfoser; IF Cruz& M Ronthaler (eds); GIS: Proceedings of the ACM International Symposium on Advances inGeographic Information Systems. GIS 2004: Proceedings of the Twelfth ACM …,GIS 2004: Proceedings of the Twelfth ACM International Symposium on Advances in Geographic Information Systems,2004,*
Position Statement,Nancy Wiegand; Isabel Cruz; Naijun Zhou; William Sunna,Our Computer Science and interdisciplinary backgrounds are being applied to a researchproject for a proposed Web-based statewide Wisconsin Land Information System. We areworking on semantic integration over distributed; heterogeneous spatial and nonspatial datasets to enable DBMS-type querying. Our goal of DBMS querying is an extension of theclearinghouse vision of the original working group. Our research also includes methods forlocating data sets and consideration of separate metadata files that describe data sources.We developed a tool to map theme-based ontologies to local schemas; and; in particular;included the ability to map at the value level; in addition to the attribute level. This wasnecessary because various attributes in our data sources are conceptually similar; but theirvalues are drawn from domains that differ in detail and expression. The mapping tool …,Semantic Integration Workshop (SI-2003),2003,*
A Framework for the Dynamic Presentation of Fused Multimedia Databases.,Isabel F Cruz; Haiyan Lin; Yuan Feng Huang,Abstract We present a multi-layered framework for the visual presentation of information thatresults from the fusion of multimedia databases. The visual presentation allows for thedynamic interaction among the views that form that presentation. By manipulating elementsin a view; the other views may change dynamically; thus allowing for interactively queryingand browsing related database objects. This dynamic interaction is established by thesemantic relationships among the objects in the multimedia databases; which originate fromthe fusion layer and percolate to the presentation layer. Data objects; visual objects; andrelationships in each layer of the framework are stored in XML format.,Multimedia Information Systems,2003,*
Semantic web working symposium,Isabel Cruz; Stefan Decker; Jérôme Euzenat; Deborah Mcguinness,No abstract available.,*,2001,*
SIGMOD Digital Symposium Collection (DiSC) Editor's Message.,Isabel F.  Cruz,*,SIGMOD Record,2000,*
Constraints; Graphics and Visualization,Isabel Cruz; Kim Marriott; Pascal van Hentenryck,*,*,1998,*
Data models; visual representations; metaphors: how to solve the puzzle?(panel),T Catarci; MF Costabile; IF Cruz; Y Ioannidis; B Shneiderman,*,Proceedings of the third IFIP WG2. 6 working conference on Visual database systems 3 (VDB-3),1997,*
Delaunay MM,Isabel F Cruz; Wendy T Lucas,Abstract We introduce a visualization framework called Delaunay MM for querying andpresenting multimedia information in distributed databases. Users can tailor the layout ofvirtual documents containing multimedia information at the same time as they specify theircontents in an intuitive yet formal way; using a Web-available interface. The data model thatwe propose is object-oriented; and the query and presentation languages are declarativeand incorporate layout constraints. Our framework encompasses the retrieval ofheterogeneous distributed information whose data model does not need to conform to theone used by Delaunay MM.,Proceedings of the 1997 IEEE Symposium on Visual Languages; VL97,1997,*
An Interchange Format for Declaratively Specified Visualizations with Constraints,Isabel F Cruz; Wendy Lucas,1 Abstract This paper defines the file structure and corresponding syntax for storing thetextual representations of visual data and queries created by users of the databaselanguage DOODLE [1]. Users of DOODLE manipulate various visual objects to createsymbolic representations of the data elements and relationships in their own object-orienteddatabases. While the data structures of the visual objects themselves have been welldefined [1]; the file structure for storing the composite pictures in textual form has yet to bespecified. This paper presents a proposed file structure along with examples demonstratingits use.,*,1996,*
a Dipartimento di Informatica e Sistemistica; Universita degli Studi di Roma" La Sapienza" Via Salaria; 113-00198 Roma; Italy; e-mail: catarci@ infokit. dis. uniromal....,T Catarci; MF Costabile; IF Cruz; Y Ioannidis; B Shneiderman,*,Visual Database Systems 3: Visual Information Management,1995,*
Guest editors' foreward,Isabel F Cruz; Peter Eades,*,*,1995,*
Michael Gleicher,Isabel F Cruz; Carolyn K Duby; Gerard Hegron,Contributors Pedro Barahona Departamento de Informatica Universidade Nova de Lisboa 2825Monte da Caparica; Portugal < pb@ fct. unl. pt> Arthur L. Delcher Computer Science DepartmentLoyola College in Maryland Baltimore; MD 21210 USA < delcher@ loyola. edu> Stephane DonikianIRISA/CNRS Campus de Beaulieu; 35042 Rennes Cedex; France < donikian@ irisa. fr> IsabelF. Cruz Tufts University Department of Electrical Engineering and Computer ScienceMedford; MA 02155; USA < isabel@ cs. tufts. edu> Carolyn K. Duby Cadre Technologies;Inc. 222 Richmond Street Providence; RI 02903 USA < ckd@ cadre. com> Eugene C. FreuderDepartment of Computer Science University of New Hampshire Durham; NH 03824 USA <ecf@ cs. unh. edu> Thorn Friihwirth ECRC Arabellastrasse 17 D-81925 Munich Germany <thom@ ecrc. de> Michael Gleicher Apple Computer 1 Infinite Loop M/S 301-3J …,Principles and Practice of Constraint Programming: The Newport Papers,1995,*
Allan; VH; Jones; RB; Lee; RM; and Allan; SJ Software Pipelining. Vol. 27; No. 3 (Sept.,Y Aloimonos; C Fermuller; A Rosenfeld; E Andre; JM Andreoli; R Pareschi; JK Antonio; WG Aref; I Kamel; DP Lopresti; F Arman; JK Aggarwal; DF Bacon; SL Graham; OJ Sharp; RA Baeza-Yates; ML Bailey; JV Briner Jr; RD Chamberlain; R Bajcsy; JE Baker; IF Cruz; G Liotta; R Tamassia; F Bancilhon; M Barborak; M Malek; A Dahbura; JL Barron; R Baskerville; SS Beauchemin; LA Belady; PN Benton; S Bhaskar; CM Bishop; ND Black; GE Blelloch; BM Maggs; RJ Brachman; HJ Levesque; JC Brancheau; CV Brown; G Brassard,Adam; N. and Yesha; Y. et al. Strategic Directions in Electronic Commerce and DigitalLibraries: Toward a Digital Agora. Vol. 28; No. 4 (Dec. 1996); 829–846. Agha; GA Linguistic Paradigmsfor Programming Complex Distributed Systems. Vol. 28; No. 2 (June 1996); 295–296.Aggarwal; JK See Arman; F. Vol. 25; No. 2 (March 1993); 5–43. Ahuja; N. On Detection and Representationof Multiscale Low-Level Image Structure; Vol. 27; No. 3 (Sept. 1995); 304–306. Allan; SJ SeeAllan; VH; Vol. 27; No. 3 (Sept. 1995); 367–432. Allan; VH; Jones; RB; Lee; RM; and Allan; SJ… 1995); 367–432. Aloimonos; Y.; Fermu¨ller; C.; and Rosenfeld; A … Visual World. Vol.27; No. 3 (Sept. 1995); 307–309. Andre´ ; E. Intellimedia: Making Multimedia Usable by ExploitingAI Methods. Vol. 27; No. 4 (Dec. 1995); 560–563. Andreoli; J.-M. and Pareschi; R. IntegratedComputational Paradigms for Flexible Client-Server Communication. Vol. 28; No. 2 (June …,Computing,1994,*
Aggregative closure,Isabel F Cruz; Theodore S Norvell,Abstract The aggregative closure operator is defined and its usefulness is demonstrated in awide variety of applications. The concepts and definitions of closed semirings and theaggregating relational operators provide a mathematical framework for the presentation ofalgorithms for these applications. A novel algorithm is also presented which is intended forthe computation of the aggregative closure. All of these algorithms but the last aregeneralizations of existing algorithms intended for transitive closure.,Proceedings: Fifth International Conference on Data Engineering,1989,*
Proceedings 2000 IEEE international symposium on visual languages,J Grundy; J Hosking; IF Cruz; PS Leveille; C Hundhausen; S Douglas; J Assfalg; A Del Bimbo; M Hirakawa; J Tatemura; M Erwig; DH Akehurst; P Bottoni; G Taentzer; A Schurr; F Buhler; M Callaghan; P Luker,Welcome to IEEE Xplore 2.0: Visual Languages; 2000. Proceedings. 2000 IEEE InternationalSymposium on … Proceedings 2000 IEEE international symposium on visual languages …Pages: iii-viii Digital Object Identifier: Not Available … High-level static and dynamic visualisationof software architectures Grundy; J.; Hosking; J. Pages: 5-12 Digital Object Identifier:10.1109/VL.2000.874344 … Implementation of a constraint-based visualization systemCruz; IF; Leveille; PS Pages: 13-20 Digital Object Identifier: 10.1109/VL.2000.874345 … Usingvisualizations to learn algorithms: should students construct their own; or view an expert's?Hundhausen; C.; Douglas; S. Pages: 21-28 Digital Object Identifier: 10.1109/VL.2000.874346… A mosaic-based query language for video databases Assfalg; J.; Del Bimbo; A.;Hirakawa; M. Pages: 31-38 Digital Object Identifier: 10.1109/VL.2000.874347,*,*,*
Guest Editorial: Special Section on the,Isabel Cruz; Elena Ferrari; Yufei Tao,*,IEEE Transactions on Knowledge & Data Engineering,*,*
Ontology Alignment for Geospatial Information Systems,Isabel F Cruz; William Sunna; Kalyan Ayloo,Abstract The problem of querying heterogeneous geospatial databases in distributedenvironment can be resolved through alignment of ontologies. That is establishingmappings between related concepts in the different ontologies without combining them.Ontology alignment facilitates the propagation of a single query written in terms of a specificontology to other databases in terms of their own ontologies. For this purpose; we haveimplemented a tool that allows database experts to semi-automatically map concepts fromone ontology to concepts in a different ontology. Our tool utilizes semi-automatic methods forpropagating such mappings along the ontologies. In this paper we present theimplementation of our tool and the principles behind our semi-automatic methods.,*,*,*
Workshop Organization,Alberto HF Laender; Juliana Freire; Dan Suciu; Mirella M Moro; Vanessa Braganholo; Clodoveu Davis Jr; Marcos André Gonçalves; Francesco Bonchi; Angela Bonifati; Andrea Calì; Sara Cohen; Isabel Cruz; Wolfgang Gatterbauer; Boris Glavic; Claudio Gutierrez; Solmaz Kolahi; Dongwon Lee; Domenico Lembo; Marta Mattoso; Regina Motz; Frank Neven; Rachel Pottinger; Vibhor Rastogi; Altigran S da Silva; Cristina Sirangelo; Divesh Srivastava; Julia Stoyanovich; David Toman; Alejandro Vaisman; Stijn Vansummeren; Ke Yi; Daniel Oliveira,The Alberto Mendelzon International Workshop on Foundations of Data Management (AMW2012) held in Ouro Preto; Brazil; on June 27-30; 2012; is the sixth workshop of a serieswhich started in 2006; as part on an initiative of the Latin American community ofresearchers in data management to honor the memory of our friend; colleague and mentorAlberto Mendelzon. The AMW series has been a venue for high-quality research onfoundational aspects of data management and it has helped foster and solidify the researchin this area throughout Latin America. This event; as the previous ones; has encouraged theparticipation of Latin American graduate students and includes activities specially designedfor them. In addition; with sponsorship from the VLDB Endowment; travel grants have beenprovided for students to attend the event. The proceedings of the workshop consist of 14 …,*,*,*
Contested Nature of Place: Knowledge Mapping for Resolving Ontological Distinctions Between Geographical Concepts........ 1 Pragya Agarwal Geo-Self-Organizing...,Roderic Béra; Christophe Claramunt; Isabel F Cruz; William Sunna; Anjli Chaudhry; Chen-Chieh Feng; Thomas Bittner; Douglas M Flewelling; Andrew U Frank; Eva Grum; Bérengere Vasseur; Andras Frankel; Doron Nussbaum; Jörg-Rudiger Sack; Ramaswamy Hariharan; Kentaro Toyama; Christopher B Jones; Alia I Abdelmoty; David Finch; Gaihua Fu; Subodh Vaid; Baris M Kazar; Shashi Shekhar; David J Lilja; Ranga R Vatsavai; R Kelley Pace; Jiyeong Lee; James P LeSage,Contested Nature of Place: Knowledge Mapping for Resolving Ontological Distinctions BetweenGeographical Concepts … Geo-Self-Organizing Map (Geo-SOM) for Building and ExploringHomogeneous Regions ................................... 22 Fernando Baç ˜ao; Victor Lobo; and Marco Painho… Can Relative Adjacency Contribute to Space Syntax in the Search for a Structural Logic ofthe City? ...................................... 38 Roderic Béra and Christophe Claramunt … Semi-automaticOntology Alignment for Geospatial Data Integration .......... 51 Isabel F. Cruz; William Sunna; andAnjli Chaudhry … Modeling Surface Hydrology Concepts with Endurance and Perdurance........ 67 Chen-Chieh Feng; Thomas Bittner; and Douglas M. Flewelling … Procedure to Selectthe Best Dataset for a Task ............................ 81 Andrew U. Frank; Eva Grum; and Béreng`ereVasseur … Floating-Point Filter for the Line Intersection Algorithm .................... 94 Andras …,*,*,*
General Chairperson,Kim Viborg Andersen; John Debenham; A Min Tjoa; Witold Abramowicz; Hamideh Afsarmanesh; Ala Al-Zobaidie; Walid G Aref; Ramazan S Aygun; Kurt Bauknecht; Trevor Bench-Capon; Elisa Bertino; Bishwaranjan Bhattacharjee; Sourav S Bhowmick; Christian Böhm; Luis Camarinah-Matos; Tiziana Catarci; Aaron Ceglar; Elizabeth Chang; Sudarshan S Chawathe; Ming-Syan Chen; Carlo Combi; Isabel Cruz; Misbah Deen; Elisabetta Di Nitto; Nina Edelweiss; Johann Eder; Gregor Engels; Tomoya Enokido; Peter Fankhauser; Germany Ling Feng; Eduardo Fernandez,General Chairperson: Kim Viborg Andersen; Copenhagen Business School; Denmark … ConferenceProgram Chairpersons: John Debenham; University of Technology; Sydney; Australia RolandR. Wagner; FAW; University of Linz; Austria … Workshop Chairpersons: A Min Tjoa; TechnicalUniversity of Vienna; Austria Roland R. Wagner; FAW; University of Linz; Austria … ProgramCommittee: Witold Abramowicz; The Poznan University of Economics; Poland Michel Adiba;IMAG – Laboratoire LSR; France Hamideh Afsarmanesh; University of Amsterdam; The NetherlandsAla Al-Zobaidie; University of Greenwich; UK Walid G. Aref; Purdue University; USA RamazanS. Aygun; University of Alabama in Huntsville; USA Leonard Barolli; Fukuoka Institute of Technology(FIT); Japan Kurt Bauknecht; Universität Zürich; Switzerland Trevor Bench-Capon; Universityof Liverpool; United Kingdom Elisa Bertino; Università di Milano; Italy Bishwaranjan …,*,*,*
Program Co-Chairs,Martin Erwig; Andy Schürr; Chris Hundhausen; Jing Dong; Kendra Cooper; Gregor Engels; Alan Blackwell; Paolo Bottoni; Margaret Burnett; Phil Cox; John Hosking; Susan Wiedenbeck; Thomas Baar; Adam Borkowski; Shi-Kuo Chang; Maria Francesca Costabile; Gennaro Costagliola; Isabel Cruz; Mark Gross,Page 1. xii Committees Organizing Committee General Chair Kang Zhang; University of Texasat Dallas; USA Program Co-Chairs Martin Erwig; Oregon State University; USA Andy Schürr;Technische Universität Darmstadt; Germany Publicity Chair Chris Hundhausen; WashingtonState University; USA Finance Chair Jing Dong; University of Texas at Dallas; USA Tutorial /Workshop Chair Mark Minas; Universität der Bundeswehr in München; Germany Local ChairKendra Cooper; University of Texas at Dallas; USA Steering Committee Chair Gregor Engels;Universität Paderborn; Germany Steering Committee Alan Blackwell; University of Cambridge;UK Paolo Bottoni; Università di Roma; Italy Margaret Burnett; Oregon State University; USA …,*,*,*
Research Program Committee,Yanif Ahmad; Aris Anagnostopoulos; Walid Aref; Ismail Ari; Shivnath Babu; Zohra Bellahsene; II Elisa Bertino; Claudio Bettini; Michael Bohlen; Paolo Boldi; Francesco Bonchi; Peter Boncz; CWI Angela Bonifati; Vinayak Borkar; Christof Bornhoevd; SAP Randal Burns; Andrea Cali; Selcuk Candan; Barbara Carminati; Deepayan Chakrabarti; Chee Yong Chan; Shimin Chen; Pittsburgh Su Chen; Yi Chen; Reynold Cheng; Sarah Cohen-Boulakia; LRI Orsay; Gao Cong; Mariano Consens; Isabel Cruz; Bin Cui; Colazzo Dario; Gautam Das; Anish Das Sarma; Khuzaima Daudjee; Antonios Deligiannakis; Stefan Dessloch; Anhai Doan; Eduard Dragut,Yanif Ahmad; Johns Hopkins University Aris Anagnostopoulos; Sapienza University of RomeWalid Aref; Purdue University Ismail Ari; Ozyegin University Soeren Auer; Leipzig School of MediaShivnath Babu; Duke University Roger Barga; Microsoft Zohra Bellahsene; University of MontpellierII Elisa Bertino; Purdue University Claudio Bettini; University of Milan Michael Bohlen; Universityof Zurich Paolo Boldi; University of Milan Francesco Bonchi; Yahoo! Research Peter Boncz; CWIAngela Bonifati; ICAR-CNR; Italy Vinayak Borkar; University of California; Irvine ChristofBornhoevd; SAP Randal Burns; Johns Hopkins University Andrea Cali; University of Oxford SelcukCandan; Arizona State University Barbara Carminati; University of Insubria; Italy DeepayanChakrabarti; Yahoo! Research Chee Yong Chan; National University of Singapore BadrishChandramouli; Microsoft Gang Chen; Zhejing University; China Shimin Chen; Intel Labs …,*,*,*
IEEE MultiMedia Volume 9,J Assfalg; M Barra; S Becker; A Berkemeyer; M Bertini; AD Bimbo; K Brooks; DC Brown; DCA Bulterman; E Burbano; D Chambers; S Chandra; SF Chang; WK Chang; C Chudasama; T Cillo; C Colombo; C Cruz; IE Cruz; K Curran; M Davis; B Delaney; A Del Bimbo; B Desai,Chambers; D.; G. Lyons; and J. Duggan. A … Davis; M. From pirates to patriots: Fair use for digitalmedia; MUL-M Oct-Dec 02 4-7 Delaney; B. The interface is the message; MUL-M Jan-Mar 025-7 Del Bimbo; A.; see Assfalg; J.; MUL-M Apr- Jun 02 88-92 Desai; B.; see Kim; W.; MUL-MJan-Mar 02 43-55 … This index covers all technical items—papers; correspondence;reviews; and so on—that appeared in this periodical during 2002; and items from previous yearsthat were commented upon or corrected in 2002. In the case of magazines; departments andother items may be also covered if they have been judged to have archival value. The AuthorIndex contains the primary entry for each item; listed under the first author's name. The primaryentry includes the coauthors' names; the title of the paper or other item; and its location; specifiedby the publication abbrev- iation; year; month; and inclusive pagination. The Subject …,*,*,*
