High weight fraction surfactant solubilization of single-wall carbon nanotubes in water,MF Islam; E Rojas; DM Bergey; AT Johnson; AG Yodh,We report a simple process to solubilize high weight fraction single-wall carbon nanotubesin water by the nonspecific physical adsorption of sodium dodecylbenzene sulfonate. Thediameter distribution of nanotubes in the dispersion; measured by atomic force microscopy;showed that even at 20 mg/mL∼ 63±5% of single-wall carbon nanotube bundles exfoliatedinto single tubes. A measure of the length distribution of the nanotubes showed that ourdispersion technique reduced nanotube fragmentation.,Nano letters,2003,1861
Fitting Interpolation Method of Two Semiparabolic Segments for Semisolid Apparent Viscosity,Z-h Luo; Z-l Zhang; X Li,*,JOURNAL-SHANGHAI JIAOTONG UNIVERSITY-CHINESE EDITION-,2003,*
Memory Effect and Role of Defects in Carbon Nanotube Field Effect Transistors,AT Johnson,We fabricate air‐stable n‐type; ambipolar carbon nanotube field effect transistors (CNFETs);and use them in nanoscale memory cells. Room temperature transport and CoulombBlockade data indicate that these CNFETs behave similarly to metallic nanotubes at“degenerate” electrostatic doping. Extreme sensitivity of the CNFET channel to nearbycharge is harnessed to construct data storage elements that operate at the few‐electronlevel. We probe the influence of defects on electron transport in CNFETs by combinedscanning gate microscopy (SGM) and scanning impedance microscopy (SIM). Depletionsurface potential of individual defects is quantified from the SGM‐imaged defect radius as afunction of tip bias voltage. This provides a measure of the Fermi level at the defect with zerotip voltage.,AIP Conference Proceedings,2002,*
Computational Study of Effects of Steps on Island Distribution,Aaron Johnson; Shudun Liu,Abstract The effects of steps on nucleation and growth of thin films were studied usingcomputer simulations. The long-range interactions between the steps and atoms on thesurface were found to have a very large impact on island formation. Densities of islandswere found to be quite different from the ones predicted by the standard scaling law. Thedistribution of islands was also greatly affected by the presence of steps. The concentrationof islands was found to be non-uniform on the surface and dependent on the distance fromthe steps.,APS Meeting Abstracts,2002,*
Examination of the critical regime in high-temperature superconductors,MC Sullivan; DR Strachan; Steven M Anlage; CJ Lobb,Abstract Conventional scaling analyses of current-voltage curves have yielded manydifferent values for the dynamic and static critical exponents in superconductors. Part of thedifficulty is that higher current data may be affected by sample heating; so it is often excludedfrom the analysis. A low-frequency high-current technique (PJM Wöltgens phet al.); Phys.Rev. B. 52; 4536 (1995) makes it possible to minimize heating effects. For lower currents; weemploy standard DC measurements. We will show that if we use the opposite concavitycriterion (DR Strachan phet al.); Phys. Rev. Lett. 87; 067007 (2001) in our analysis; we areable to extend the range of scalable data by more than a decade in current and in voltage.We will also show comparisons with a broadband (45 MHz-45 GHz) microwave reflectionmeasurement of the complex conductivity of the same sample in the critical regime.(JC …,APS Meeting Abstracts,2002,*
See-through systems X-ray systems offer all the detection technology you need in your dairy,Alan Johnson,*,Dairy Industries International,2002,*
STUDY ON THE MIXED MICELLAR LIGAND COLOR REACTION OF SCANDIUM (Ⅲ) WITH ERIOCHROME CYANINE R AND LACTIC ACID IN THE PRESENCE OF...,Ye-yu LU; Zong-ming LUO; Kai-xia LIU,It was found that in a hexamine buffer solution of pH 5.5; lactic acid (LA) acted as anassisting ligand in the color reaction of Sc (Ⅲ) and ECR in the presence of CTMAB; thusforming a mixed micellar ligand complex. The absorption maxina was found to lie at 590nminstead of 585nm in the absence of lactic acid. The apparent molar absorptivity achieved avalue of 1.26× 10 5L· mol-1· cm-1. The mole ratio of the mixed micellar ligand complex wasfound to be Sc (Ⅲ)∶ LA∶ ECR= 1∶ 1∶ 2. Furthermore the sensitivity; selectivity andstability of the color reaction system were remarkably improved due to the presence of lacticacid. After a separation by extraction with PMBP; the above mentioned method has beenapplied to the determination of microamounts of scandium in tungsten ore and its extractionslags.,Physical Testing and Chemical Analysis Partb Chemical Analgsis,2002,*
The Application of Multicomponent Complexes in the Analysis of Components of Biological Compounds,Y-y Lu; Z-m Luo,*,PHYSICAL TESTING AND CHEMICAL ANALYSIS PART B CHEMICAL ANALYSIS,2002,*
Fatigue Strength Optimum Design of Multi-Layer Press-Fit Composite Cold Extrusion Concave Die,Z-h Luo; Z-l Zhang,*,JOURNAL-SHANGHAI JIAOTONG UNIVERSITY-CHINESE EDITION-,2002,*
Effects of Automatic Take-Off Settings on Individual Cow Milking Duration and Milk Production,Sandra Godden; Steven Stewart; Paul Rapnicki; D Reid; A Johnson; Steve Eicker,Abstract A switchback study design was used in five commercial dairy herds to study theeffect of altering the end of milking flow settings of automatic cluster removers (ACRs) onaverage duration of unit attachment and milk yield. The end of milking flow settings werealternated between 1.1 and 1.4 lbs/min in one herd and between 1.6 and 1.8 lbs/min in theother herds. Parlor data were captured at 329 separate milking sessions (range 39 to 92 perherd); representing 239;393 individual cow milkings. Increasing the ACR end of milkingsetting decreased the duration with no harmful effect on the average pounds of milkharvested per cow. Average duration was significantly reduced in all but one of the fiveherds; with the estimated reduction ranging between 10.2 and 15.6 seconds per cow in thefour responding herds. Milk yield per cow increased slightly in two herds and was not …,*,2001,*
Nanotube circuit design and fabrication,Marko Radosavljevic; AT Johnson,Abstract We have developed scanning probe microscopy techniques to precisely positionsingle-wall carbon nanotubes on both insulating and metallic surfaces. We employ thismanipulation method with ultra flat; embedded nanoelectrodes to test electronic propertiesof many individual nanotubes on the same set of electrodes. These same nanotubes arethen assembled in an operational multi tube circuits on this``nano probe station''. Latestresults will be presented.,APS Meeting Abstracts,2001,*
Transport Measurements of Single Peptide Molecules,Huiming Qiu; AT Johnson; PL Dutton,Abstract We report transport measurements of single synthetic peptide molecules. Goldelectrode pairs separated by less than 5 nm were made using etch-sputtering andelectrochemical deposition methods. Molecule-electrode contacts were made using thiol-gold chemistry. We observe that peptide circuits show a semiconductor-like IV characteristicwith a gap of about 1 eV. We also find water plays an important role in the electron transportthrough the circuit; and causes reproducible peaks in the conductance as a function oftemperature. Temperature and gate dependence of the transport properties are alsoreported.,APS Meeting Abstracts,2001,*
Determination of continuous phase transition from microwave conductivity and current-voltage curves,DR Strachan; Andrew Schwartz; HG Breunig; Claudio Cardoso; Steven M Anlage; CJ Lobb,Abstract We have investigated the phase transition from the normal to the superconductingstates using two independent measurements on the same YBa_2Cu_3O_7-delta films. First;we employ a broadband (45 MHz-45 GHz) microwave reflection technique to investigatefluctuations in the complex frequency-and temperature-dependent linear conductivity.(JCBooth phet al.); Phys. Rev. Lett. 77; 4438 (1996) Then we investigate the fluctuation effectson the non-linear DC current-voltage characteristics phof the same YBa_2Cu_3O_7-deltafilm. There has been much confusion about this phase transition because differentexperimental techniques give widely varying values for its critical exponents.(J. Lidmar phetal.); Phys. Rev. B 58; 2827 (1998) We will use our results to address this controversysurrounding the critical phenomena in the high-temperature superconductors.* Supported …,APS Meeting Abstracts,2001,*
RAPID COMMUNICATIONS-Semiconductors II: Surfaces; interfaces; microstructures; and related topics-High-field electrical transport and breakdown in bundles of s...,M Radosavljevic; J Lefebvre; AT Johnson,*,Physical Review-Section B-Condensed Matter,2001,*
The quality milk needs an adequate milking reutine,AP Johnson,*,Producción Animal (España),2001,*
PED: Service Manual 2001,Millie Chen; Andrew Johnson; Paul Vanouse,*,*,2001,*
Transverse conductance in individual ropes of single-walled carbon nanotubes,M Radosavljevic; J Lefebvre; AT Johnson,Abstract We have developed an novel technique based on electron beam lithography tocreate nanometer scale separations between metallic electrodes. The method incorporatescarbon nanotubes (NTs) within conventional electron beam resist (PMMA); and utilizes NTsin a modified shadow mask approach. Using this technique; we can attach electrical probesto the sides of individual bundle of single-walled carbon nanotubes. This enables us tomeasure transverse conduction on bundles; and quantify coupling of individual nanotubeswithin a rope. Preliminary results indicate that the coupling is indeed weak; as theconductance across the bundle is an order of magnitude greater than along its length.,APS Meeting Abstracts,2000,*
Dynamical fluctuations and scaling of the microwave conductivity of YBa_2Cu_3O_7-delta thin films near T_C,Andrew Schwartz; HG Breunig; DR Strachan; MC Sullivan; P Fournier; CJ Lobb; Steven M Anlage,Abstract Employing a broadband (45 MHz-45 GHz) microwave reflection configuration wehave investigated dynamical fluctuation effects in the complex frequency-and temperature-dependent conductivity of YBa_2Cu_3O_7-delta thin films near the superconducting phasetransition at T_C&ap; 89 K.> From these data we directly obtain a value for the dynamicalcritical exponent z. There has been much discussion about the value of this and otherscaling exponents in these cuprate materials; with different experimental techniques givingwidely varying results. In order to address this issue; we have also performed voltage versuscurrent measurements near TC on the same films; and will compare the results of the twotechniques. In addition we show that the fluctuation conductivity hatsigma^ fl (omega; T) dataexhibit scaling behavior in the vicinity of TC and can be collapsed onto universal curves …,APS Meeting Abstracts,2000,*
Investigation of Scaling Voltage-Current Measurements of YBCO Films,DR Strachan; P Fournier; MC Sullivan; T Venkatesan; CJ Lobb; RS Newrock,Abstract We report recent voltage versus current (IV) measurements near thesuperconducting phase transition of YBCO films. According to theory (DS Fisher phet al.);Phys. Rev. B 43; 130 (1991); these IV curves are expected to collapse onto scaling functionsin the critical region. As is typically done; by choosing an appropriate temperaturedependent coherence length; xi; a dynamic exponent; z; and a transition temperature; T_C;we find that it is possible to obtain a scaling collapse over a certain temperature rangeconsistent with a critical region. Despite this agreement with theory; we also find that thedata scales by defining lower T_Cs while increasing the value of z. We are even able tomaintain the scaling collapse when TC is defined outside of the critical region with the valueof z changing by more than a factor of 2. This indicates that a successful scaling collapse …,APS Meeting Abstracts,2000,*
Bone tissue response to novel glass ceramics; an in vivo study,CO Freeman; IM Brook; A Johnson; RG Hill; PV Hatton,*,Sixth World Biomaterials Congress,2000,*
In vitro biocompatibility of novel apatite-mullite glass ceramics,CJ Brown; IM Brook; A Johnson; JM Walsh; R Hill; PV Hatton,*,Sixth World Biomaterials Congress,2000,*
Economic Transition in Africa: Statist Economic Policies; Changing Roles and Reforms: a Review,Douglas Strachan; Strathclyde Univ.; Glasgow (United Kingdom). Dept. of Economics;,*,*,2000,*
Create great retail displays,A Johnson,*,VETERINARY ECONOMICS,1999,*
Adenovirus-mediated gene delivery to central angiotensin-target and vasopressin-synthesizing neurons,Ec Vasquez; Tg Beltz; Ss Meyrelles; Rf Johnson; Ak Johnson,Read 'ADENOVIRUS-MEDIATED GENE DELIVERY TO CENTRAL ANGIOTENSIN-TARGETAND VASOPRESSIN-SYNTHESIZING NEURONS' on Ovid Insights.,Hypertension,1999,*
Policy Points: Lending Templates. Establish simple; solid and flexible lending policies,AR Johnson,*,CREDIT UNION MANAGEMENT,1999,*
Veterinary Oral Health Council develops product-endorsement seal,A Johnson,*,*,1998,*
Atomically resolved Scanning Tunneling Microscopy of single-wall carbon nanotubes,W Clauss; DJ Bergeron; J Lefebvre; AT Johnson,Abstract Since their discovery in 1991 carbon nanotubes have gained considerableresearch interest. Our work is focused on the imaging of ropes of single-wall nanotubes witha highly stable scanning tunneling microscope both under ambient conditions and in a low-temperature environment. Various preparation techniques and substrates were used. Cross-sections of various shapes were observed; including both rectangular and circular.Moreover; atomically resolved images of single-wall tubes were obtained. The individualhoney-comb cells could be clearly resolved; in contrast to what is usually seen in the case ofHOPG. The bond angles determined from the images give strong hints that the observedtubes are in a configuration with a large amount of internal twist. Different explanations forthis twist will be discussed. Additionally; tunneling spectroscopy measurements were …,APS March Meeting Abstracts,1998,*
Addition Spectrum of Quantum Dot Arrays: Effects of geometry and magnetic field,Zhiming Yu; T Heinzel; AT Johnson,Abstract We have calculated the addition spectrum of two types of quantum dot arrays: linearquantum dot array and rings of quantum dots with the number of quantum dots n= 3; 4; 5. Wefind that for a linear quantum dot array; there is no qualitative distinction between theHubbard model and the classical charging model; while for rings of quantum dots; the abovetwo models behave qualitatively differently: with the Hubbard model always producesdoubly degenerate states while the charging model produces no degenerate state. Weattribute the double degeneracy to the periodic boundary condition for rings of quantumdots. By using'Peierls substitution'; we also calculate the effect of a perpendicular magneticefield on the addition spectrum which shows that the double degeneracy will be lifted by themagnetic field with the degeneracy-lifting periodic with the period corresponding to a …,APS March Meeting Abstracts,1998,*
Ropes of Single Wall Carbon Nanotubes: an STM Morphology Study.,J Lefebvre; AT Johnson,Abstract Scanning tunneling microscopy (STM) on ropes of single wall carbon nanotubes(SWNT) was performed under ambient conditions. Results show that ropes have apolycrystalline structure with grain size ranging from less than 10 nm to up to 100 nm; withtypical grain size between 10 and 20 nm. Grains entity seems to be preserved over theentire rope length. Implications of the rope polycrystallinity on the transport properties arediscussed. A study of ropes cross-sections reveals that they are not circular. In fact; ahistogram of the ratio``width over height''presents a marked peak at three along with a tailextending to values as high as twenty (likely called ribbons of SWNT). This work is funded bythe Packard Foundation; the Laboratory for Research on the Structure of Matter and theFonds pour la Formation des Chercheurs et l'Aide à la Recherche.,APS March Meeting Abstracts,1998,*
Critical Exponents of the Superconducting Phase Transition in YBCO Films,DR Strachan; ZW Dong; A Cavanaugh; SP Pai; JM Repaci; T Venkatesan; CJ Lobb,Abstract We present nanovolt-level DC current-voltage (IV) measurements of YBCO films inzero magnetic field (background< 0.1 milligauss) which we use to find the correlation-lengthcritical exponent; phnu; and the dynamic critical exponent; phz; near the superconductingphase transition. By implementing the scaling ideas of Fisher; Fisher; and Huse (DS Fisherphet al.); Phys. Rev. B 43; 130 (1991); T c is determined by identifying the critical isothermwhich separates the qualitatively different behavior of the normal state from thesuperconducting state. The exponent phz is then determined by fitting the critical isotherm.Low-current measurements of the resistance vs temperature just above T_c; are analyzed toyield the remaining critical exponent; nu. Using these values for T_c; nu; and phz; the entireset of IV curves are then employed to test the scaling hypothesis.,APS March Meeting Abstracts,1998,*
Addition spectra of arrays of interacting quantum dots: Dependence on array geometry and magnetic field,Y Zhiming; AT Johnson; T Heinzel,*,PHYSICAL REVIEW-SERIES B-,1998,*
Semiconductors II: Surfaces; interfaces; microstructures; and related topics-Addition spectra of arrays of interacting quantum dots: Dependence on array geometry an...,Zhiming Yu; AT Johnson; Thomas Heinzel,*,Physical Review-Section B-Condensed Matter,1998,*
Relative castability of novel dental glass-ceramics.,JM Walsh; A Johnson; R Hill; PV Hatton,*,JOURNAL OF DENTAL RESEARCH,1998,*
HICAS D. 1.1. 5: Specification for Materials Test Programme,A Johnson; C Edge; D Townsend,Deutsches Zentrum für Luft- und Raumfahrt eV; eLib - DLR electronic library.,*,1998,*
Genomic sequencing and gene identification of the cat eye syndrome chromosome region (22q11).,S Minoshima; S Asakawa; K Kawasaki; J Kudoh; E Nakato; K Shibuya; A Shintani; J Tochigi; A Johnson; MA Riazi; HE McDermid; Y Shimizu; N Shimizu,*,AMERICAN JOURNAL OF HUMAN GENETICS,1997,*
Biocompatibility of apatite-mullite glass-ceramics for dental applications.,PV Hatton; JM Walsh; A Johnson,*,JOURNAL OF DENTAL RESEARCH,1997,*
The castability of novel Canasite glass-ceramic,G Cannavina; A Johnson; R vanNoort,*,JOURNAL OF DENTAL RESEARCH,1997,*
Rings of Quantum Dots: A System to Distinguish Classical Charging From the Hubbard Model,Zhiming Yu; T Heinzel; AT Johnson,Abstract We have calculated the addition spectrum and the conductance of a 2x2 quantumdot array in the extended Hubbard model; ie; when the dots are coupled to each other byboth coherent tunneling and an interdot Coulomb interaction. Under parameters appropriateto experiment; the addition spectrum and the conductance of an array dominated by interdotcharging are qualitatively different from that of a Hubbard system. In general; this signaturein the energy spectrum exists for rings of quantum dots; in contrast to linear arrays; wherethe spectrum in the two cases are qualitatively similar. We trace the origin of this effect to theboundary conditions on the array. We also calculate the spectrum in the general case; whenboth interdot charging and coherent tunneling are present; and find that the spectrumstructure is robust against various type of disorder,APS March Meeting Abstracts,1997,*
Time-resolved single-electron tunnelling between Landau states in a quantum dot,NC van der Vaart; MP de Ruyter van Steveninck; F Cochius; LP Kouwenhoven; AT Johnson; Yu V Nazarov; C Harmans; CT Foxon,Abstract In a quantum dot with two confined Landau levels the Coulomb blockadeoscillations develop a distinct structure at zero bias; showing peak splitting and conductanceswitching in time. It is shown that both phenomena result from single-electron tunnellingbetween the two confined Landau levels within the dot. The typical dwell time betweenswitching events is found to depend very strongly on the magnetic field; reaching values ofthe order of 100 s at large fields.,Surface science,1996,*
Open questions in non‐neutral plasma physics panel discussion,Moderated by Charles Roberson; Edited by Dan Dublin,Charles Roberson: Let me explain how we will run the session. First; I will make a fewremarks and so I have a few viewgraphs here to do. Then I will also use the privileges of themoderator by asking the first question of our panel members to get that part of the sessionstarted. After that we will open the questions up to the audience. The other thing I want to tryto do here is to encourage the students and recent graduate students to ask questions. Sothe last half hour or so will be devoted just to the questions from students or recentgraduates. You can ask questions at any other time but at that time; if you don't askquestions we're just going to sit here and wait. With those ground rules; let's begin. Now thetitle of this session is" Open Questions." For me; one of the open questions is;" Where arewe; and where do we go in this kind of field in general?" One of the things that I did was …,AIP Conference Proceedings,1995,*
GLASS-CERAMICS FOR DENTAL APPLICATIONS,J WALSH; PV HATTON; A JOHNSON; A CLIFFORD; R HILL,*,JOURNAL OF DENTAL RESEARCH,1995,*
Time-Resolved Tunneling of Single Electrons between Quantum Hall States in a Quantum Dot,NC Van Der Vaart; MP De Ruyter van Steveninck; LP Kouwenhoven; AT Johnson; A Van Der Enden; YV Nazarov; CJPM Harmans; CT Foxon,Abstract We have investigated Coulomb blockade oscillations in a quantum dot with twoconfined Landau levels. Some oscillations show switching between two discreteconductance values as a function of time. We show that these switches are due to singleelectron tunnel events between the two Landau levels. Upon increasing the magnetic field;we find that the time between two tunnel events reaches macroscopic values on the order of100 s. Furthermore; we observed two types of magneto conductance oscillations in theinteger quantum Hall regime resulting from the removal of single electrons from the dot andthe redistribution of electrons over the Landau levels.,*,1995,*
QUANTIZED TRANSPORT THROUGH A QUANTUM DOT TURNSTILE,AT Johnson; LP Kouwenhoven; NC van der Vaart; CJPM Harmans; CT Foxon,*,*,1992,*
SINGLE-ELECTRON PUMP AND TURNSTILE IN SEMICONDUCTOR NANOSTRUCTURES,LP Kouwenhoven; AT Johnson; NC VANDERVAART; KJPM Harmans,*,INSTITUTE OF PHYSICS CONFERENCE SERIES,1992,*
Effect of leads and quantum fluctuations in small superconducting tunnel junctions. Technical report,AT Johnson,*,*,1990,*
Beaverton; Oregon; finds housing for displaced mobile home owners,AL Johnson; D Wood,*,Small town (USA),1989,*
Vertical hollow cylindrical fins as substitute for solid fins,A Bhattacharya; AK De; S DATTA,*,Journal of the Institution of Engineers. India. Mechanical Engineering Division,1988,*
Irradiance and spectral distribution control system for controlled environment chambers.,MJ Krones; JC Sager; AT Johnson,Abstract This paper describes a closed-loop control system for controlling the irradiance andspectral quality generated by fluorescent lamps in a controlled environment chamber. The400 to 800 nm irradiance and the ratio of the red waveband (600 to 700 nm) to the far-redwaveband (700 to 800 nm) were independently controlled and varied as functions of time. Asuggested application is to investigate the possibility of synergistic effects of changingirradiance levels and changing spectral distributions on photoperiodism andphotomorphogenesis.,HortScience: a publication of the American Society for Horticultural Science,1987,*
Intracoronary streptokinase in acute myocardial infarction,CR Chen; YX Liu; ZX Luo,Author: Chen CR; Journal: Zhonghua xin xue guan bing za zhi[1987/02].,Zhonghua xin xue guan bing za zhi,1987,*
A plant growth chamber irradiance control system,MJ Krones; JC Sager; AT Johnson,*,American Society of Agricultural Engineers (Microfiche collection)(USA),1985,*
Nordic Advisory Committee,B Mottelson; Denmark N Rud; A Kallio; Finland E Liukkonen; T Engeland; Norway J Vaagen; A Johnson; Sweden I Ragnarsson; A Bohr; T Dqssing; G Hagemann; B Herskind; M Olesen,Page 1. This content has been downloaded from IOPscience. Please scroll down to seethe full text. Download details: IP Address: 66.249.64.148 This content was downloadedon 07/07/2017 at 21:01 Please note that terms and conditions apply. Conference Sponsors;Nordic Advisory Committee and the Organizing Committee View the table of contents forthis issue; or go to the journal homepage for more 1983 Phys. Scr. 1983 1 (http://iopscience.iop.org/1402-4896/1983/T5/E01) Home Search Collections Journals About Contact us MyIOPscience You may also be interested in: Conference Sponsors; Scientific OrganizingCommittee and Local Organizing Committee Conference Sponsors and OrganizingCommittee Conference Sponsors and International Committees …,Phys. Scr,1983,*
Identification and segregation of four new HLA specificities in an American black family,FE Ward; JM Mac Queen; AH Johnson,*,Human Immunology,1980,*
Author and Subject Index 2009,S Elliott; D Friedman; MJ Grap; JK Graves; MA Halm; WJ Hamel; L Harrington; KA Hart; CA Heafey; E Hill; GL Ingersoll; P Jackson; A Jamison; AD Johnson; AM Kabes; J Norris; J Kishner; M Kramer; C Schmalenberg; P Maguire; BB Brewer; R Burke; L Chmielewski; K Cox; H Abdollah; H Alanazi; G Alspach; G Appenzeller; RR Armola; AM Bourgault; RM Board; L Bucher; R Lee; MK Bader; BA Bailey; K Bally; A Baranchuk; C Shaw; H Alanazi; D Campbell; DP Redfearn; CS Simpson; R Brediger; ZR Brenner; E Bridges; CC Broden; R Burke; D Cassella; J Stich; P Chidwick; P Combs; K Cox; SN Cronin; P D’Aurizio; L Dambaugh; JE Davidson; Family-Centered Care; LA Despins; Patient Safety; E Driver; SJ Edwards,Elliott S see Scott SS Faith K; Chidwick P: Role of Clinical Ethicists in Making Decisions AboutLevels of Care in the Intensive Care Unit; Apr:77 Faulk JF; Savitz LA: Intensive Care Nurses'Interest in Clinical Per- sonal Digital Assistants; Oct:58 Friedman D see Ulrich BT Grap MJ seeMellott KG Graves JK see Kabes AM Griffin S; Logue B: Takotsubo Car- diomyopathy: A Nurse'sGuide; Oct:32 Halm MA see Armola RR Hamel WJ: Femoral Artery Closure After CardiacCatheterization; Feb:39 Harrington L see Armola RR Hart KA see Ulrich BT Heafey CA see ArmolaRR Helton RE: Creating a Healthy Work Environment; Oct:80 Hill E see Vollers D Ingersoll GLsee Sacco TL Jackson P see Pasek TA Jamison A see Coventry M Jenkins RC; Lemak CH: AMalprac- tice Lawsuit Simulation: Critical Care Providers Learn as Partici- pants in a MockTrial; Aug:52 Johnson AD: Assessing Gastric Residual Volumes; Oct:72 Jurchak M …,Environment,1980,*
Pergamon Press Ltd. Headington Hill Hall; Oxford; OX3 OBW,Michael E McCormick; Rameswar Bhattacharyya; London WC1 ETJE EnQland; W Elsworth; AERE Harwell; Base Naval Puerto Eelgramn; AW Lewis; Cork Ireland; FH Middleton; SA Harvald; Netherlands Ship Model Basin; AA Johnson,*,*,1979,*
Associate Editor-in-Chief,Rameswar Bhattacharyya; RED Bishop; RT Dempster; PT Fink; WS Gaither; JP Hooft; AA Johnson; PD McCormack; RM Sorensen,*,*,1978,*
COMPLEX MLC AND B-CELL REACTIVITY IN AN HLA RECOMBINANT FAMILY,AH JOHNSON; FE WARD; DB AMOS,*,TISSUE ANTIGENS,1977,*
Yildes of sulphur; selenium; tellurium; and related structures,DH Reid; A William Johnson,*,*,1973,*
Operations and facilities(Deep Space Network operations for Mars 71 project; mathematical model for Doppler tracking system; and third-order phase locked system...,CW BERGMAN; RL CHAFIN; AC JOHNSON; DW JOHNSTON; WG STINNETT,*,1971.,1971,*
UNDERGRADUATE ESSAY ON SUICIDE,A JOHNSON,*,CORRECTIVE PSYCHIATRY & JOURNAL OF SOCIAL THERAPY,1970,*
Materials key to effective use of the sea,Danos H Kallas; Alan A Johnson,*,Ocean Engineering,1968,*
COMPUTER TECHNIQUES FOR PRODUCING DISTORTION-FREE ATS-SSCC PHOTOGRAPHS,AUSFRESS. HD; AC JOHNSON; RA KOWALSKI,*,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,1968,*
Dominant Themes in Microcosm,Max Lerner,Nebraska farmer who knew the dead lan-guages and most of the European living ones; aneconomist who knew literature and anthropology and the" new" psychology; an originalthinker who was at ease in the columns of the New Republic; an irreverent man who refusedto follow the latest revolutionary dogmas but was merci-less in knocking the sawdust out ofthe stuffy orthodoxies. He could talk with most of his academic colleagues on the subject oftheir own specialties and leave them uneasy at his insights. He was impatient withintellectual fashions and fads; but his reading was omnivorous; and his mind had abuoyancy which made him hospitable to new angles of vision even while he was immune tosome of the charlatans who bemused his generation as they still do ours. It was after he hadleft academic life and had come to New York; first as a New Republic editor and then …,*,1952,*
DUKE JOURNAL OF CONSTITUTIONAL LAW & PUBLIC POLICY,KEVIN ZHAO; EMILY TAFT; DEVON BEENY; JAMES HOLLEY; ALEXANDER DIETZ; COURTNEY MAGNUS; WENDY BECKER; JESSICA EDMUNDSON; SCOTT REED; GEORGE POWELL; ERIC VANDERHOEF; GAVIN FRISCH; SARA SCHLAFSTEIN; ANNA JOHNSON; HASSAN SHAIKH; DARA KAZEMZADEH; MARYANN THOMPSON; TARA KNAPP; ALEX ZACHARCZENKO; CHRISTOPHER MURPHY; JOSEPH BIANCO; NICHOLAS MCGUIRE; DANIEL BROWNING; KEPEI MIAO; ZACHARY BUCKHEIT; NICOLAS RODRIGUEZ; MICHAEL FISHER; CHRISTOPHER SMITH; STEPHANIE FUNK; KELSEY SMITH; MATTHEW GIBBONS; ELIZABETH STOREY; DOUGLAS HARRIS; KIRSTIE WALLACE; ANDREW JENSEN; DECLAN WHITE; LEIGH MARKOWITZ; KATARINA WONG; AISHWARYA MASRANI; GUY-URIEL CHARLES; DARRELL MILLER,Page 1. DO NOT DELETE 8/26/2017 6:11 PM DUKE JOURNAL OF CONSTITUTIONAL LAW &PUBLIC POLICY 2017 VOLUME 13 2018 Editor-in-Chief KEVIN ZHAO Managing Editor EMILYTAFT Executive Editors DEVON BEENY JAMES HOLLEY ALEXANDER DIETZ COURTNEYMAGNUS Special Projects Editor WENDY BECKER Articles and Comments Editors JESSICAEDMUNDSON SCOTT REED GEORGE POWELL ERIC VANDERHOEF Senior Staff Editors GAVINFRISCH SARA SCHLAFSTEIN ANNA JOHNSON HASSAN SHAIKH DARA KAZEMZADEHMARYANN THOMPSON TARA KNAPP ALEX ZACHARCZENKO CHRISTOPHER MURPHY StaffEditors JOSEPH BIANCO NICHOLAS MCGUIRE DANIEL BROWNING KEPEI MIAO ZACHARYBUCKHEIT NICOLAS RODRIGUEZ MICHAEL FISHER CHRISTOPHER SMITH STEPHANIE FUNKKELSEY SMITH MATTHEW GIBBONS ELIZABETH STOREY …,*,*,*
Retentive Force of Novel Polyetheretherketone Clasp Design,SA Muhsin; PV Hatton; A Johnson; N Sereno; DJ Wood,CONCLUSIONS The following steps are shown in Figure 1: Step 1: Cast study of differenttooth undercuts surveyed manually and digitally using Dental Wing Operating System(DWOS RPD design V-5.2. 2; Germany) to achieve an undercut depth of 0.25 mm; 0.50 mm;and 0.75 mm.,Poster presented at 3rdMeeting of the IADR Asia Pacific Region,*,*
The Effect of Processing Conditions on the Flexural Strength of Polyetheretherketone (PEEK) Used as Innovative Denture Base Material,SA MUHSIN; DJ WOOD; PV HATTON; A JOHNSON; N SERENO,Despite the fact that material scientists and researchers have continued to improve themechanical properties of denture base materials; none yet meet the ideal requirements. Therange of denture biomaterials is small and there is currently considerable interest in thedevelopment of new speciality materials. Current materials may not have appropriatemechanical properties for loadbearing dental devices. Flexural properties are a crucial factorin material selection for dental use. Polyetheretherketone(PEEK) has become established inmedical engineering as it is resistant to aggressive environments; and it has increasinglybeen suggested for dental applications. However; it is not known whether PEEK preparedusing either thermo-pressing or machining techniques would compromise the benefits ofPEEK compared to the conventional denture materials. Therefore; the influence of …,*,*,*
Present: The Chief Justice; Mr. Justice McKenna; Mr. Justice Holmes; Mr. Justice Day; Mr. Justice Van Devanter; Mr. Justice Pitney; Mr. Justice McReynolds; Mr. Justi...,RE Taylor; A Johnson,The Chief Justice announced the following orders of the court: No. 251. George J. Twohy;Executor; etc.; plaintiff in error; v. EJ Doran; Commissioner of the Revenue; et al. In error tothe Supreme Court of Appeals of the State of Virginia. Per curiam: Dismissed for want ofjurisdiction upon the authority of section 237 of the Judicial Code; as amended by the act ofSeptember 6; 1916; c. 448; sec. 2; 39 Stats. L.; 727.,*,*,*
